SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
1144902,24,0,0,0,0,0,0,30
1144903,21,0,3,0,0,0,0,20
1144904,28,5,0,3,0,0,0,37
1144905,34,4,4,0,0,0,0,37
1144906,23,3,0,0,0,0,0,22
1144907,33,5,0,0,0,0,0,37
1144908,8,0,0,0,0,0,0,13
1144909,28,3,3,0,0,0,0,35
1144910,44,3,3,0,0,0,0,53
1144911,25,0,0,0,0,0,0,22
1144912,32,0,0,0,0,0,0,36
1144913,32,6,0,0,0,0,0,39
1144914,22,0,0,0,0,0,0,21
1144915,37,3,3,0,0,0,0,51
1145001,33,0,0,0,0,0,0,33
1145002,15,0,0,0,0,0,0,15
1145003,50,0,3,0,0,0,0,59
1145004,33,9,0,0,0,0,0,40
1145005,47,6,4,0,0,0,0,61
1145006,26,0,3,0,0,0,0,31
1145007,31,4,0,0,0,0,0,30
1145008,43,3,4,0,0,0,0,52
1145009,67,4,5,0,0,0,0,76
1145010,53,8,0,0,0,0,0,60
1145011,48,3,0,0,0,0,0,52
1145012,73,10,3,0,0,0,0,85
1145013,27,3,7,0,0,0,0,30
1145014,27,3,3,0,0,0,0,30
1145015,38,4,3,0,0,0,0,42
1145016,48,3,0,0,0,0,0,57
1145017,56,4,0,0,0,0,0,59
1145018,38,3,0,0,0,0,0,41
1145019,58,3,3,0,0,0,0,68
1145020,60,5,0,0,0,0,0,65
1145021,0,0,0,0,0,0,0,0
1145022,41,5,3,0,0,0,0,50
1145023,57,6,4,0,0,0,0,64
1145024,57,4,8,0,0,0,0,62
1145025,68,5,8,0,0,0,0,82
1145026,25,5,0,0,0,0,0,25
1145027,79,3,5,0,0,0,0,88
1145028,45,0,0,0,0,0,0,45
1145029,70,9,0,0,0,0,0,78
1145030,59,5,0,0,0,0,0,64
1145031,56,3,0,0,0,0,0,58
1145032,38,6,0,0,0,0,0,44
1145033,75,11,0,0,0,0,0,87
1145034,56,3,3,0,0,0,0,56
1145035,0,0,0,0,0,0,0,0
1145036,54,7,4,0,0,0,0,62
1145037,72,7,0,0,0,0,0,78
1145038,75,3,3,0,0,0,0,85
1145039,0,0,0,0,0,0,0,0
1145040,36,0,3,0,0,0,0,46
1145041,87,0,4,0,0,0,0,92
1145042,44,0,3,0,0,0,0,49
1145043,40,0,0,0,0,0,0,43
1145044,50,4,0,0,0,0,0,57
1145045,60,3,0,0,0,0,0,67
1145046,51,3,0,0,0,0,0,60
1145047,47,4,0,3,0,0,0,49
1145048,63,3,8,0,0,0,0,71
1145049,42,3,3,0,0,0,0,45
1145050,21,3,0,0,0,0,0,24
1145051,29,4,0,0,0,0,0,29
1145101,0,0,0,0,0,0,0,0
1145201,16,3,0,0,0,0,0,18
1145202,44,4,0,0,0,0,0,56
1145203,30,0,4,0,0,0,0,35
1145204,22,0,0,0,0,0,0,24
1145205,22,3,3,0,0,0,0,30
1145206,12,0,0,0,0,0,0,13
1145207,29,3,0,0,0,0,0,39
1145208,41,3,0,0,0,0,0,46
1145209,14,3,0,0,0,0,0,22
1145210,30,5,3,0,0,0,0,29
1145211,23,0,3,0,0,0,0,22
1145212,34,4,0,0,0,0,0,41
1145213,18,0,0,0,0,0,0,25
1145214,14,0,0,0,0,0,0,18
1145215,3,0,0,0,0,0,0,3
1145216,26,3,3,0,0,0,0,39
1145217,23,0,0,0,0,0,0,21
1145218,27,6,3,4,0,0,0,39
1145219,23,0,0,0,0,0,0,27
1145220,17,0,0,0,0,0,0,15
1145221,24,3,0,0,0,0,0,23
1145222,3,0,0,0,0,0,0,3
1145223,69,9,4,0,0,0,0,74
1145224,35,3,3,0,0,0,0,42
1145225,27,0,0,0,0,0,0,30
1145226,14,3,0,0,0,0,0,22
1145227,24,0,0,0,0,0,0,23
1145228,34,3,0,0,0,0,0,35
1145229,19,0,0,0,0,0,0,21
1145230,24,3,3,0,0,0,0,27
1145231,18,3,0,0,0,0,0,24
1145232,41,7,6,0,0,0,0,54
1145233,29,7,3,0,0,0,0,43
1145234,27,5,0,0,0,0,0,29
1145235,18,0,0,0,0,0,0,22
1145236,29,4,0,0,0,0,0,31
1145237,3,0,0,0,0,0,0,3
1145301,0,0,0,0,0,0,0,0
1145302,34,0,3,0,0,0,0,46
1145303,43,4,4,0,0,0,0,49
1145304,30,0,0,0,0,0,0,30
1145305,59,7,0,0,0,0,0,68
1145306,55,6,0,0,0,0,0,56
1145307,65,6,4,0,3,0,0,85
1145308,35,3,0,0,0,0,0,43
1145309,59,0,0,0,0,0,0,60
1145310,63,4,3,0,0,0,0,77
1145311,53,7,6,0,0,0,0,68
1145312,53,3,0,0,0,0,0,57
1145313,26,5,0,0,0,0,0,33
1145314,29,3,0,0,0,0,0,33
1145315,38,0,0,0,0,0,0,36
1145316,41,3,0,0,0,0,0,49
1145317,0,0,0,0,0,0,0,0
1145318,44,9,0,0,0,0,0,56
1145319,52,3,0,0,0,0,0,52
1145320,41,4,3,0,0,0,0,51
1145321,75,7,0,3,0,0,0,83
1145322,29,0,3,0,0,0,0,33
1145323,26,0,4,0,0,0,0,35
1145324,58,9,0,0,0,0,0,68
1145325,21,0,0,0,0,0,0,23
1145326,61,3,7,0,0,0,0,72
1145327,65,4,7,0,0,0,0,79
1145328,29,4,0,0,0,0,0,39
1145401,67,0,5,0,0,0,0,75
1145402,57,3,4,3,0,0,0,65
1145403,37,4,0,0,0,0,0,42
1145404,62,3,0,0,0,0,0,69
1145405,79,7,0,3,0,0,0,88
1145406,59,12,0,0,0,0,0,74
1145407,71,8,0,0,0,0,0,84
1145408,53,6,3,0,0,0,0,60
1145409,77,3,7,0,0,0,0,90
1145410,36,7,0,0,0,0,0,42
1145411,70,6,4,0,0,0,0,85
1145412,51,6,3,0,0,0,0,56
1145413,33,6,5,0,0,0,0,49
1145414,20,3,0,0,0,0,0,21
1145415,43,0,0,0,0,0,0,42
1145416,47,3,0,0,0,0,0,50
1145417,38,3,4,0,0,0,0,46
1145418,59,5,3,0,0,0,0,65
1145419,61,6,4,0,0,0,0,67
1145420,42,0,7,0,0,0,0,44
1145421,37,3,0,0,0,0,0,45
1145422,67,0,0,0,0,0,0,70
1145423,52,4,0,0,0,0,0,60
1145424,73,7,3,0,0,0,0,88
1145425,29,0,0,0,0,0,0,31
1145426,40,6,0,0,0,0,0,49
1145427,34,4,0,0,0,0,0,40
1145428,34,3,0,0,0,0,0,40
1145429,29,4,0,0,0,0,0,38
1145430,57,5,3,0,0,0,0,63
1145431,52,8,0,0,0,0,0,51
1145432,50,3,3,0,0,0,0,55
1145433,69,12,0,0,0,0,0,87
1145434,5,3,0,0,0,0,0,16
1145435,41,8,5,0,0,0,0,51
1145436,41,4,5,0,0,0,0,50
1145437,76,4,3,0,0,0,0,84
1145438,39,0,0,0,0,0,0,44
1145439,37,0,0,0,0,0,0,36
1145440,54,7,7,0,0,0,4,70
1145441,46,4,3,0,0,0,0,56
1145442,46,6,0,0,0,0,0,56
1145443,32,0,0,0,0,0,0,38
1145444,39,3,3,0,0,0,0,51
1145445,63,4,0,0,0,0,0,62
1145446,59,5,3,0,0,0,0,65
1145447,78,7,12,0,0,0,0,99
1145448,49,8,0,0,0,0,0,57
1145449,32,0,3,0,0,0,0,35
1145450,64,3,3,0,0,0,0,70
1145451,21,4,0,0,0,0,0,24
1145501,43,3,3,0,0,0,0,55
1145502,21,0,0,5,0,0,0,25
1145503,52,5,0,0,0,0,0,57
1145504,35,5,0,0,0,0,0,41
1145505,30,5,0,0,0,0,0,37
1145506,47,5,5,0,0,0,0,57
1145507,50,3,0,0,0,0,0,55
1145508,41,0,0,0,0,0,0,44
1145509,28,3,0,0,0,0,0,36
1145510,17,0,0,0,0,0,0,26
1145511,43,4,0,0,0,0,0,48
1145512,27,0,0,0,0,0,0,28
1145513,32,0,4,0,0,0,3,40
1145514,36,3,0,0,0,0,0,37
1145515,31,3,0,0,0,0,0,41
1145601,0,0,0,0,0,0,0,0
1145701,34,4,0,0,0,0,0,43
1145702,69,3,3,0,0,0,0,75
1145703,59,0,3,0,0,0,0,64
1145704,38,5,6,0,0,0,0,48
1145705,37,4,3,0,0,0,0,42
1145706,17,3,0,0,0,0,0,23
1145707,22,3,3,0,0,0,0,26
1145708,22,4,0,0,0,0,0,26
1145709,39,0,0,0,0,0,0,44
1145710,35,7,3,0,0,0,0,51
1145711,59,5,3,0,0,0,0,67
1145712,71,5,7,0,0,0,0,82
1145713,40,4,3,3,0,0,0,50
1145714,23,0,4,0,0,0,0,31
1145715,57,6,0,4,0,0,0,65
1145716,36,3,0,0,0,0,0,40
1145717,67,5,11,0,0,0,0,84
1145718,47,6,5,0,0,0,0,62
1145719,29,3,3,0,0,0,0,34
1145720,29,4,3,0,0,0,0,39
1145721,66,3,7,3,0,0,3,84
1145722,27,8,8,0,0,0,0,36
1145723,40,3,0,0,0,0,0,48
1145724,41,3,3,0,0,0,0,47
1145725,35,0,3,0,0,0,0,39
1145726,25,0,0,0,0,0,0,32
1145727,34,0,0,0,0,0,0,31
1145728,24,7,3,3,0,0,0,29
1145729,34,6,0,3,0,0,0,42
1145730,35,4,3,0,0,0,0,45
1145731,27,0,4,0,0,0,0,36
1145732,63,3,5,0,0,0,0,76
1145733,47,3,3,3,0,0,0,53
1145734,51,7,3,0,0,0,0,66
1145735,30,0,0,0,0,0,0,33
1145736,28,0,0,0,0,0,0,27
1145737,56,4,3,0,0,0,0,65
1145738,36,0,0,0,0,0,0,40
1145739,31,3,3,0,0,0,0,38
1145740,57,10,6,3,0,0,0,71
1145741,39,3,0,0,0,0,0,41
1145801,56,8,0,0,0,0,0,64
1145802,48,5,0,0,0,0,0,59
1145803,26,3,3,3,0,0,0,38
1145804,33,3,4,0,0,0,0,40
1145805,30,5,0,0,0,0,0,40
1145806,47,0,0,3,0,0,0,48
1145807,63,3,7,0,0,0,0,68
1145808,66,3,0,0,0,0,0,70
1145809,54,0,0,0,0,0,0,57
1145810,57,4,0,0,0,0,0,59
1145811,44,0,0,0,0,0,0,44
1145812,56,3,0,4,0,0,0,62
1145813,59,3,5,0,0,0,0,70
1145814,55,3,0,0,0,0,0,65
1145815,53,4,5,0,0,0,0,60
1145816,19,7,3,0,0,0,0,28
1145817,24,5,0,0,0,0,0,28
1145818,34,0,3,0,0,0,0,42
1145819,39,3,0,0,0,0,0,47
1145820,64,4,3,0,0,0,0,78
1145821,28,3,0,0,0,0,0,32
1145822,81,6,0,0,0,0,0,85
1145823,31,3,3,0,3,0,0,45
1145824,29,0,3,0,0,0,0,35
1145825,0,0,0,0,0,0,0,0
1145826,59,0,5,0,0,0,0,67
1145827,25,0,3,0,0,0,0,32
1145828,44,8,0,0,0,0,0,55
1145829,64,10,3,0,0,0,0,75
1145830,59,3,0,0,0,0,0,73
1145831,62,8,0,0,0,0,0,71
1145832,32,3,0,0,0,0,0,36
1145833,10,3,0,0,0,0,3,18
1145834,28,3,0,0,0,0,0,29
1145835,31,3,0,0,0,0,0,41
1145836,24,0,0,0,0,0,0,25
1145837,48,6,7,0,0,0,0,65
1145838,59,0,0,3,0,0,0,67
1145839,31,5,3,0,0,0,0,34
1145840,34,6,3,0,0,0,0,46
1145841,53,7,7,0,0,0,0,68
1145842,220,17,6,4,0,0,0,240
1145843,22,0,5,0,0,0,4,25
1145844,45,3,0,0,0,0,0,55
1145845,34,3,0,0,0,0,0,34
1145846,57,4,3,0,0,0,0,64
1145847,26,0,0,0,0,0,0,30
1145848,676,54,58,11,0,3,3,805
1145849,57,0,0,0,0,0,0,59
1145901,45,3,4,0,0,0,0,58
1145902,56,8,6,0,0,0,0,75
1145903,38,3,0,0,0,0,0,41
1145904,53,0,0,0,0,0,0,58
1145905,35,3,5,0,0,0,0,45
1145906,73,6,3,0,0,0,0,82
1145907,56,9,0,0,0,0,0,66
1145908,30,3,0,0,0,0,0,32
1145909,36,9,0,0,0,0,0,44
1145910,70,9,5,0,0,0,0,83
1145911,36,0,0,0,0,0,0,35
1145912,48,0,5,3,0,0,0,54
1145913,77,4,0,0,0,0,0,90
1145914,25,9,4,0,0,0,0,44
1145915,73,3,3,0,0,0,0,81
1145916,39,0,0,0,0,0,0,40
1145917,65,5,0,3,0,0,4,76
1145918,52,3,3,0,0,0,0,59
1145919,37,3,4,0,0,0,0,43
1145920,45,3,5,0,0,0,0,55
1145921,29,4,3,0,0,0,0,37
1145922,53,3,3,0,0,0,0,60
1145923,55,3,3,0,0,0,0,63
1145924,56,0,3,0,0,0,0,59
1145925,48,6,3,0,0,0,0,58
1145926,34,5,9,0,0,0,0,51
1145927,59,5,4,4,0,0,0,73
1145928,60,6,4,0,0,0,0,73
1145929,43,3,9,0,0,0,0,53
1145930,42,3,4,0,0,0,0,48
1145931,54,7,7,0,0,0,0,73
1145932,3,4,0,0,0,0,0,7
1145933,77,3,3,0,0,0,0,79
1145934,55,0,3,0,0,0,0,62
1146001,54,6,3,0,0,0,0,64
1146002,47,7,3,0,0,0,0,58
1146003,44,7,3,0,0,0,0,46
1146004,35,3,0,0,0,0,0,41
1146005,52,4,14,0,0,0,0,75
1146006,41,3,0,0,0,0,0,43
1146007,36,3,4,0,0,0,0,44
1146008,61,7,0,0,0,0,0,72
1146009,51,7,0,0,0,0,0,58
1146010,60,3,3,0,0,0,0,74
1146011,45,3,4,0,0,0,0,47
1146012,87,10,3,0,0,0,0,99
1146013,59,5,5,0,0,0,0,67
1146014,76,15,10,0,0,0,0,95
1146015,81,9,4,3,0,0,0,99
1146016,59,12,6,4,0,0,0,75
1146017,0,0,0,0,0,0,0,0
1146018,85,4,3,0,0,0,0,90
1146019,77,6,3,0,0,0,0,89
1146020,34,7,3,0,0,0,0,44
1146021,68,6,0,0,0,0,0,74
1146022,61,4,3,0,0,0,0,71
1146023,50,4,3,0,0,0,0,52
1146024,87,10,3,0,0,0,3,101
1146025,38,0,3,0,0,0,3,37
1146026,65,3,3,0,0,0,0,68
1146027,82,3,0,3,0,0,0,93
1146028,77,8,9,0,0,0,0,91
1146029,55,3,0,0,0,0,0,56
1146030,32,6,5,0,0,0,0,41
1146031,80,4,7,0,0,0,0,96
1146032,27,0,0,0,0,0,0,34
1146033,60,9,4,0,0,0,0,72
1146034,57,0,3,0,0,0,0,66
1146035,153,8,5,3,0,0,0,170
1146036,70,0,0,0,0,0,0,69
1146037,36,0,3,0,0,0,0,40
1146038,41,4,3,0,0,0,0,54
1146039,54,5,0,0,0,0,0,62
1146040,52,3,3,0,0,0,0,58
1146041,73,0,3,0,0,0,0,78
1146042,83,7,3,0,0,0,0,93
1146043,93,3,7,0,0,0,0,105
1146044,74,3,4,0,0,0,0,82
1146045,46,4,6,0,0,0,0,56
1146046,45,5,4,0,0,0,0,52
1146047,102,6,3,0,0,0,0,119
1146048,82,9,8,3,0,0,0,93
1146049,60,4,3,0,0,0,0,70
1146101,31,3,3,0,0,0,0,39
1146102,41,4,0,0,0,0,0,42
1146103,71,3,4,0,0,0,0,82
1146104,30,3,3,0,0,0,0,35
1146105,32,3,4,0,0,0,0,42
1146106,69,0,6,0,0,0,0,84
1146107,49,0,0,0,0,0,0,51
1146108,34,0,3,0,0,0,0,36
1146109,49,3,0,0,0,0,0,55
1146110,59,6,0,3,0,0,0,68
1146111,24,3,4,0,0,0,0,35
1146112,69,6,0,4,0,0,0,80
1146113,23,8,0,0,0,0,0,28
1146114,35,3,5,0,0,0,0,45
1146115,42,9,0,0,0,0,0,48
1146116,47,3,4,0,0,0,0,56
1146117,66,10,4,0,0,0,0,80
1146118,46,4,3,3,0,0,0,60
1146119,59,3,0,0,0,0,0,63
1146120,71,0,3,0,0,0,0,78
1146121,60,8,3,0,0,0,0,77
1146122,20,3,0,0,0,0,0,29
1146123,45,6,3,0,0,0,0,49
1146124,33,3,0,0,0,0,0,42
1146125,41,0,5,0,0,0,0,50
1146126,53,4,4,0,0,0,0,59
1146127,59,10,4,0,0,0,0,73
1146128,29,7,0,0,0,0,0,35
1146129,38,3,0,3,0,0,0,40
1146130,39,8,3,0,0,0,0,50
1146131,64,7,3,0,0,0,0,70
1146132,32,3,3,0,0,0,0,39
1146133,0,0,0,0,0,0,0,0
1146134,34,4,8,0,0,0,0,44
1146135,20,0,0,0,0,0,0,25
1146136,21,0,0,0,0,0,0,20
1146137,32,3,3,0,0,0,0,37
1146138,49,3,3,0,0,0,0,52
1146139,67,6,3,0,0,0,0,74
1146140,9,0,0,0,0,0,0,10
1146141,54,4,4,0,0,0,0,68
1146202,52,0,0,0,0,0,0,53
1146203,34,0,3,0,0,0,0,33
1146204,46,0,4,0,0,0,0,53
1146205,42,3,4,0,0,0,3,55
1146206,33,4,3,0,0,0,4,46
1146207,66,0,3,3,0,0,0,72
1146208,26,0,0,0,0,0,0,29
1146209,37,3,4,0,0,0,0,37
1146210,16,3,0,0,0,0,0,22
1146211,154,8,7,4,0,0,0,169
1146212,19,6,0,0,0,0,0,20
1146213,43,0,6,0,0,0,0,45
1146214,44,7,4,0,0,0,0,64
1146215,0,0,0,0,0,0,0,0
1146217,26,3,4,3,0,0,0,37
1146218,26,3,0,0,0,0,0,31
1146219,55,7,4,3,0,0,0,64
1146220,37,3,0,0,0,0,0,43
1146221,33,3,0,0,0,0,0,40
1146223,55,4,0,0,0,0,0,63
1146224,49,7,0,0,0,0,0,60
1146225,39,4,5,0,0,0,0,48
1146226,19,0,0,0,0,0,0,20
1146227,25,0,0,0,0,0,0,25
1146228,59,5,0,0,0,0,0,70
1146229,65,6,0,0,0,0,0,76
1146230,33,3,3,0,0,0,0,35
1146231,59,7,3,0,0,0,0,77
1146232,29,0,0,4,0,0,0,31
1146233,71,4,4,0,0,0,0,77
1146234,53,3,0,0,0,0,0,61
1146235,75,5,0,0,0,0,0,79
1146236,87,3,0,0,0,0,0,93
1146237,38,4,0,0,0,0,0,38
1146238,44,3,6,0,0,0,0,45
1146239,71,3,0,3,0,0,0,82
1146240,32,0,0,0,0,0,0,40
1146241,57,3,0,0,0,0,0,65
1146242,13,0,0,0,0,0,0,17
1146243,19,5,0,0,0,0,0,25
1146244,28,0,3,0,0,0,0,32
1146245,22,0,0,0,0,0,0,20
1146246,178,9,7,3,0,0,0,194
1146301,17,0,0,0,0,0,0,21
1146302,39,3,3,0,0,0,0,46
1146303,64,4,4,0,0,0,0,71
1146304,404,34,22,0,0,0,0,466
1146305,45,3,3,3,0,0,0,52
1146306,44,0,0,0,0,0,0,46
1146307,65,5,0,0,0,0,0,70
1146308,159,5,9,3,0,0,0,177
1146310,49,0,0,0,0,0,0,56
1146311,28,0,4,0,0,0,0,32
1146312,61,6,3,3,0,0,0,72
1146313,38,0,0,0,0,0,0,45
1146314,37,0,0,0,0,0,0,38
1146315,68,3,0,0,0,0,0,74
1146316,31,0,0,0,0,0,0,35
1146317,20,4,0,0,0,0,0,29
1146318,25,4,0,0,0,0,0,31
1146319,42,0,0,0,0,0,0,42
1146320,27,0,3,4,0,0,0,37
1146321,5,0,0,0,0,0,0,10
1146401,20,4,0,0,0,0,0,32
1146402,21,5,3,0,0,0,0,22
1146403,35,3,3,0,0,0,0,35
1146404,27,0,0,0,0,0,0,25
1146405,26,0,0,0,0,0,0,28
1146406,10,0,0,0,0,0,0,14
1146407,66,9,0,0,0,0,0,73
1146408,68,4,8,0,0,0,0,81
1146409,41,3,3,0,0,0,0,44
1146410,16,0,0,0,0,0,0,18
1146411,44,0,0,0,0,0,0,45
1146412,29,4,3,0,0,0,0,34
1146413,21,3,0,0,0,0,0,34
1146414,25,4,0,0,0,0,0,34
1146415,21,3,3,0,0,0,0,28
1146416,16,0,0,0,0,0,0,16
1146417,6,5,0,0,0,0,0,12
1146418,34,7,0,0,0,0,0,41
1146419,31,0,0,0,0,0,0,33
1146420,31,9,0,0,0,0,0,37
1146421,29,3,0,0,0,0,3,35
1146422,15,0,0,0,0,0,0,17
1146423,26,3,4,0,0,0,0,36
1146424,3,0,0,0,0,0,0,3
1146425,14,0,0,0,0,0,0,14
1146426,0,0,0,0,0,0,0,0
1146427,0,0,0,0,0,0,0,0
1146428,91,3,4,0,0,0,0,99
1146429,41,6,3,0,0,0,0,50
1146430,54,8,3,0,0,0,0,66
1146431,53,6,6,3,0,0,0,66
1146432,30,3,3,0,0,0,0,41
1146433,11,6,0,0,0,0,0,15
1146501,86,6,8,0,3,0,0,106
1146502,0,0,0,0,0,0,0,0
1146503,0,0,0,0,0,0,0,0
1146504,100,6,0,0,0,0,0,108
1146505,47,0,0,0,0,0,0,54
1146507,61,4,7,0,0,0,0,68
1146508,47,7,4,0,0,0,0,54
1146509,44,0,0,0,0,0,0,41
1146510,36,7,3,0,0,0,0,45
1146511,46,3,4,0,0,0,0,62
1146512,27,4,3,0,0,0,0,37
1146513,34,0,4,0,0,0,0,41
1146514,52,3,4,0,0,0,0,55
1146515,54,3,0,0,0,0,0,51
1146516,53,9,0,0,0,0,0,62
1146601,62,4,3,5,0,0,0,75
1146602,22,0,0,0,0,0,3,22
1146603,39,0,7,0,0,0,0,45
1146604,52,6,9,0,0,0,0,62
1146605,33,0,3,0,0,0,0,37
1146606,0,0,0,0,0,0,0,0
1146607,12,0,3,0,0,0,0,14
1146608,24,0,0,0,0,0,0,27
1146609,31,6,0,0,0,0,0,44
1146610,19,3,4,0,0,0,0,26
1146611,52,6,0,0,0,0,0,61
1146612,43,9,3,0,0,0,0,50
1146613,51,3,0,0,0,0,0,56
1146614,51,9,0,0,0,0,0,56
1146615,65,8,8,0,0,0,0,78
1146616,47,3,7,0,0,0,0,63
1146617,54,9,3,0,0,0,0,72
1146618,10,0,0,0,0,0,0,12
1146619,19,5,0,0,0,0,0,26
1146620,41,10,5,0,0,0,0,53
1146621,12,4,3,0,0,0,0,17
1146622,38,0,3,3,0,0,0,45
1146623,23,3,0,0,0,0,0,33
1146624,10,0,0,0,0,0,0,10
1146625,44,3,3,0,0,0,0,47
1146626,36,6,5,0,0,0,0,49
1146627,67,13,6,0,0,0,0,82
1146628,26,9,4,0,0,0,0,43
1146629,37,5,3,6,0,0,0,51
1146630,20,8,0,0,0,0,0,28
1146631,16,0,3,0,0,0,0,24
1146632,18,3,0,0,0,0,0,24
1146633,45,3,3,0,0,0,0,53
1146701,0,0,0,0,0,0,0,0
1146702,40,7,4,0,0,0,0,47
1146703,12,0,0,0,0,0,0,15
1146704,13,3,4,0,0,0,0,20
1146705,0,0,0,0,0,0,0,0
1146706,0,0,0,0,0,0,0,0
1146707,57,3,4,0,0,0,0,66
1146708,0,0,0,0,0,0,0,0
1146709,22,3,5,0,0,0,0,34
1146710,37,9,0,0,0,0,0,46
1146711,22,6,0,0,0,0,0,31
1146712,25,3,3,0,0,0,0,32
1146713,19,3,3,3,0,0,0,29
1146714,33,3,7,0,0,0,0,41
1146715,63,3,3,0,0,0,0,73
1146716,45,3,8,0,0,0,0,53
1146717,19,3,0,0,0,0,0,23
1146718,56,4,3,0,0,0,0,69
1146719,24,6,3,3,0,0,0,35
1146720,22,0,0,0,0,0,0,22
1146721,25,7,0,0,0,0,0,35
1146722,32,3,3,0,0,0,0,43
1146723,31,0,0,0,0,0,0,32
1146724,18,3,0,0,0,0,0,25
1146725,28,3,6,3,0,0,0,37
1146726,40,3,3,0,0,0,0,44
1146727,32,3,3,0,0,0,0,37
1146728,27,3,4,0,0,0,0,37
1146729,13,5,3,0,0,0,0,18
1146730,73,4,4,0,0,0,0,79
1146731,67,3,0,0,0,0,0,72
1146732,37,4,0,3,0,0,0,47
1146733,39,3,0,0,0,0,0,46
1146734,22,5,0,0,0,0,0,25
1146735,47,12,0,0,0,0,0,55
1146736,53,7,3,3,0,0,0,64
1146737,66,11,0,0,0,0,0,70
1146738,36,10,3,0,0,0,0,49
1146739,71,4,6,0,0,0,0,80
1146740,46,3,3,0,0,0,0,54
1146741,69,7,0,0,0,0,0,82
1146742,44,9,4,0,0,0,0,55
1146743,36,6,0,0,0,0,0,38
1146744,59,5,3,0,0,0,0,68
1146745,48,5,7,0,0,0,0,60
1146801,49,3,4,0,0,0,0,59
1146802,64,9,6,0,0,0,0,79
1146803,83,3,5,0,0,0,0,93
1146804,25,7,0,0,0,0,0,32
1146805,41,4,3,0,0,0,0,49
1146806,36,3,0,0,0,0,0,38
1146807,31,7,5,0,0,0,0,48
1146808,0,0,0,0,0,0,0,0
1146809,0,0,0,0,0,0,0,0
1146810,34,4,0,3,0,0,0,41
1146811,42,10,0,0,0,0,0,51
1146812,22,0,0,0,0,0,0,21
1146813,34,3,0,0,0,0,0,42
1146814,29,3,0,0,0,0,0,34
1146815,43,6,0,0,0,0,0,54
1146816,47,3,3,0,0,0,0,56
1146817,46,10,3,0,0,0,0,54
1146818,70,9,5,0,0,0,0,81
1146819,59,3,3,0,0,0,0,68
1146901,65,8,6,0,0,0,0,76
1146902,58,3,3,0,0,0,0,58
1146903,43,5,4,4,0,0,0,48
1146904,45,3,4,0,0,0,0,56
1146905,46,0,4,0,0,0,0,47
1146906,72,3,0,4,0,0,0,82
1146907,0,0,0,0,0,0,0,0
1146908,0,0,0,0,0,0,0,0
1146909,76,3,3,0,0,0,0,85
1146910,24,0,3,0,0,0,0,22
1146911,74,5,0,4,0,0,0,83
1146912,39,0,0,7,0,0,0,47
1146913,51,9,0,3,0,0,0,63
1146914,42,0,0,0,0,0,0,45
1146915,58,3,3,0,0,0,0,66
1146916,63,0,3,0,0,0,0,64
1146917,31,0,4,0,0,0,0,33
1146918,60,3,0,0,0,0,0,65
1146919,53,5,3,0,0,0,0,59
1146920,65,4,0,0,0,0,0,69
1147001,47,6,3,0,0,0,0,50
1147002,39,0,0,3,0,0,0,48
1147003,81,14,4,0,0,0,0,98
1147004,50,3,0,0,0,0,0,51
1147005,81,4,4,3,0,0,0,89
1147006,98,3,4,3,0,0,0,113
1147007,94,3,3,4,0,0,0,101
1147008,65,3,0,0,0,0,0,71
1147009,39,4,0,0,0,0,0,47
1147010,73,6,9,4,0,0,4,98
1147011,54,5,0,0,0,0,0,59
1147012,57,7,5,3,0,0,0,70
1147013,81,8,0,0,0,0,0,90
1147014,30,3,0,4,0,0,0,31
1147015,58,0,4,0,0,0,0,63
1147016,64,4,3,4,0,0,0,75
1147017,54,0,9,0,0,0,0,66
1147018,35,3,0,0,0,0,0,38
1147019,64,3,7,0,0,0,0,68
1147020,77,3,0,0,0,0,0,86
1147021,61,0,3,3,0,0,0,66
1147022,50,0,3,0,0,0,0,57
1147023,71,5,0,4,0,0,0,82
1147024,75,4,0,0,0,0,0,89
1147026,64,3,3,0,0,0,0,72
1147027,45,0,4,4,0,0,0,57
1147028,41,0,4,0,0,0,0,55
1147029,66,0,0,0,0,0,0,77
1147030,68,0,5,0,0,0,0,73
1147031,57,0,4,0,0,0,0,57
1147032,60,3,3,3,0,0,0,75
1147033,42,4,3,0,0,0,0,55
1147034,69,3,5,0,0,0,0,77
1147035,50,5,0,0,0,0,0,55
1147036,57,7,3,0,0,0,0,63
1147037,62,4,3,0,0,0,0,71
1147038,34,0,4,0,0,0,0,41
1147039,54,3,3,0,0,0,0,62
1147040,45,8,3,0,0,0,0,60
1147042,47,7,4,0,0,0,0,58
1147043,53,6,0,0,0,0,0,64
1147044,56,3,0,0,0,0,0,62
1147045,43,4,0,0,0,0,0,47
1147046,45,5,5,0,0,0,0,50
1147047,8,0,0,0,0,0,3,12
1147301,39,0,0,0,0,0,0,43
1147302,96,0,5,0,0,0,0,98
1147303,35,0,0,0,0,0,0,43
1147304,87,0,4,0,0,0,0,96
1147305,38,0,0,0,0,0,0,38
1147306,0,0,0,0,0,0,0,0
