POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2387,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,29,5,59
POA2388,7,36,13,18,0,77,0,6,27,23,30,4,85,0,0,0,0,0,0,0,0,0,0,0,25,0,31,0,0,5,0,18,4,21,7,16,131,77,306,32,581
POA2390,18,129,40,38,10,272,20,14,89,88,172,10,386,4,0,16,0,17,0,33,7,0,17,11,93,6,130,0,0,8,8,48,22,89,125,75,527,357,1299,117,2500
POA2395,0,10,0,6,0,19,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,30,20,70,16,135
POA2396,9,16,0,5,0,36,4,0,10,4,11,3,39,0,0,0,0,4,0,4,0,0,0,0,4,0,6,0,0,0,0,5,5,6,7,4,36,18,84,12,159
POA2397,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,17,18,26,5,66
POA2398,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,10,22,0,53
POA2399,0,3,5,0,0,8,0,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,0,3,3,7,5,4,33,27,80,16,159
POA2400,26,167,43,52,4,328,29,21,98,63,96,13,320,3,0,3,0,12,0,20,0,0,12,21,107,0,136,4,3,10,7,42,19,85,98,79,645,416,1128,123,2490
POA2401,0,6,0,0,0,15,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,23,12,51,4,90
POA2402,4,32,3,18,0,59,0,0,19,12,31,0,71,0,0,0,0,0,0,5,0,0,3,0,20,0,21,0,0,0,5,8,3,21,13,11,86,63,202,17,386
POA2403,0,8,0,8,0,21,0,0,0,0,7,4,10,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,0,0,0,0,0,5,4,41,16,94,19,173
POA2404,0,25,4,10,0,43,3,0,11,21,37,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,15,19,5,76,63,187,18,366
POA2405,0,3,6,0,0,13,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,6,5,4,22,22,40,4,98
POA2406,5,15,8,5,0,24,0,6,8,10,10,6,33,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,7,0,10,52,40,68,16,182
POA2408,0,5,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,29,19,31,5,85
POA2409,5,9,5,4,0,19,0,0,6,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,3,8,31,30,65,10,143
POA2410,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,20,6,26,5,61
POA2411,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,11,0,42
POA2415,0,0,0,9,0,12,0,0,0,3,5,4,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,15,13,72,3,114
POA2420,11,60,21,27,4,152,9,9,40,40,72,10,185,0,0,7,0,0,0,9,0,0,6,3,50,0,63,5,0,3,7,21,5,41,71,39,213,176,606,48,1150
POA2421,5,25,8,22,3,73,8,0,36,28,28,3,109,0,0,0,0,3,0,9,0,0,0,3,25,0,34,0,0,9,5,16,0,24,36,10,164,122,385,24,742
POA2422,14,61,20,29,0,134,7,18,34,49,98,8,220,0,0,0,9,14,0,26,0,0,3,4,42,0,55,8,0,5,4,31,20,60,59,54,229,187,746,69,1339
POA2423,13,29,17,13,3,74,12,4,31,26,57,6,130,0,0,0,0,9,0,6,0,0,6,0,20,4,24,0,0,4,7,16,8,38,39,20,137,115,407,38,752
POA2424,0,6,0,0,0,9,0,4,3,3,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,14,18,51,15,106
POA2425,0,10,9,7,0,38,6,8,20,21,39,0,88,0,0,0,0,0,0,5,0,0,0,0,14,0,15,4,0,0,0,15,7,24,24,11,91,91,313,29,564
POA2426,0,8,8,7,0,27,0,0,9,16,24,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,11,8,7,20,41,131,12,210
POA2427,3,29,6,17,0,67,13,0,34,36,52,6,137,0,0,0,0,4,0,8,0,0,0,3,23,0,28,0,0,0,0,12,7,24,32,14,104,111,317,27,606
POA2428,58,297,84,143,12,672,104,59,375,252,552,78,1419,0,0,18,13,42,3,84,3,4,18,37,176,5,242,4,6,31,32,106,41,221,287,180,1225,938,2784,307,5720
POA2429,21,96,46,54,4,259,30,17,142,120,278,27,614,0,0,0,3,12,4,25,3,0,3,16,95,8,119,0,0,7,11,38,15,71,109,59,436,370,1356,126,2453
POA2430,86,499,178,226,21,1124,184,90,644,454,918,104,2397,3,5,16,11,39,4,83,11,4,27,54,287,3,389,7,9,28,41,152,56,288,442,268,1781,1436,4491,387,8804
POA2431,21,75,19,30,0,157,16,7,74,42,92,3,242,0,0,6,4,6,0,19,0,0,6,9,40,0,50,0,0,0,4,16,7,33,56,39,272,200,664,49,1281
POA2439,11,49,16,31,0,130,9,12,67,44,83,3,225,0,0,0,0,6,0,11,0,0,0,7,42,4,56,0,0,4,0,19,4,24,32,30,193,164,589,36,1042
POA2440,49,246,105,180,15,649,50,52,296,240,577,57,1278,0,0,6,9,14,0,32,3,3,20,26,158,0,209,0,0,11,21,120,56,210,158,144,917,740,2938,307,5198
POA2441,12,55,21,23,0,119,20,6,64,55,98,11,253,4,0,6,3,9,0,19,0,0,0,12,36,0,40,0,0,8,3,20,7,42,57,33,229,208,581,62,1163
POA2443,10,86,27,65,4,221,18,19,107,71,166,15,395,0,5,4,3,7,0,18,7,0,3,9,67,3,85,5,5,4,3,33,13,57,88,57,332,249,972,86,1784
POA2444,163,914,258,327,33,2003,493,192,1452,649,1238,103,4124,14,9,41,29,74,0,170,27,12,69,109,416,11,638,16,3,56,59,192,77,408,1260,588,4119,2549,6386,484,15390
POA2445,28,171,47,68,6,364,32,21,122,78,167,25,440,0,0,0,5,6,0,16,0,0,8,14,78,0,103,0,0,9,10,25,10,52,113,66,506,360,1041,74,2162
POA2446,44,197,76,125,6,472,51,42,256,184,423,27,980,0,0,10,7,17,3,39,8,4,14,32,208,6,273,4,0,5,14,81,21,135,146,146,774,696,2390,160,4304
POA2447,31,127,29,62,0,269,25,20,118,83,168,13,420,0,0,6,0,8,0,15,0,0,5,11,59,0,77,0,0,12,8,54,17,95,73,64,404,283,981,95,1903
POA2448,27,139,34,54,4,282,36,29,137,90,193,24,511,0,0,0,8,9,0,16,0,0,7,24,64,6,99,3,0,11,11,41,17,77,119,90,460,353,1025,110,2156
POA2449,8,24,16,15,0,65,6,3,21,18,50,3,100,0,0,0,0,4,0,3,0,0,0,0,8,0,16,0,0,0,3,7,4,16,17,18,96,63,248,29,463
POA2450,164,749,208,294,27,1636,352,182,1187,609,1002,111,3442,13,6,43,33,99,3,196,8,11,56,102,425,18,620,20,5,88,47,229,83,481,939,545,3646,2361,6140,497,14125
POA2452,61,250,79,101,8,568,103,59,371,172,375,39,1115,0,0,16,7,35,0,62,7,0,19,30,126,4,188,3,0,17,16,77,38,147,262,176,1096,668,2024,157,4385
POA2453,11,26,18,17,3,79,9,8,44,21,25,3,104,0,0,5,0,12,0,20,0,0,0,4,17,0,22,3,0,5,3,8,5,23,43,40,167,111,313,46,714
POA2454,56,165,58,49,3,397,57,38,224,120,136,19,587,5,0,22,7,12,3,41,7,0,13,15,53,0,84,10,0,16,18,37,13,88,222,135,776,422,874,95,2511
POA2455,14,63,15,20,0,128,15,6,55,33,57,4,173,0,0,3,0,0,0,6,0,0,10,3,28,0,35,0,0,5,0,20,6,30,41,37,189,117,400,28,817
POA2456,55,331,82,105,13,654,94,46,344,216,293,35,1029,0,0,11,11,15,0,46,7,0,22,37,158,8,229,6,3,26,27,78,30,166,310,171,1397,899,2097,232,5111
POA2460,86,349,123,201,19,842,98,82,386,305,744,55,1668,3,0,19,11,51,5,86,16,4,17,36,277,15,361,0,3,17,30,158,35,246,280,249,1346,1120,4162,300,7464
POA2462,9,22,3,17,0,58,8,3,23,24,63,4,118,0,0,0,0,4,0,4,0,0,0,0,24,3,30,0,0,4,4,6,12,25,26,26,96,81,363,35,622
POA2463,21,100,35,55,4,239,28,17,111,88,168,20,436,0,0,8,0,10,0,16,3,0,4,12,53,0,75,0,0,13,6,38,15,75,99,64,439,303,1077,87,2064
POA2464,31,98,31,30,6,207,32,20,118,66,90,9,335,0,0,3,3,7,0,15,5,0,9,12,50,6,85,6,4,7,5,24,11,57,119,73,473,293,764,70,1796
POA2465,0,3,0,5,0,7,4,0,5,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,12,11,62,6,93
POA2466,5,19,10,3,0,42,0,6,8,11,19,4,46,0,0,0,0,6,0,5,0,0,0,0,8,0,7,0,0,0,0,8,0,15,9,8,54,47,152,26,295
POA2469,10,36,7,34,5,93,6,9,41,36,63,9,152,0,0,0,0,3,0,3,3,0,3,0,14,0,25,0,3,4,7,15,12,38,37,27,173,133,455,61,886
POA2470,30,148,52,122,9,393,33,26,143,112,383,41,736,0,3,3,5,19,4,33,5,3,11,22,138,3,172,3,0,8,11,85,24,131,94,88,541,445,2165,185,3521
POA2471,15,29,12,19,0,73,6,4,35,34,66,11,158,0,0,0,0,0,0,4,0,0,0,4,28,0,27,0,0,3,4,18,11,33,18,24,106,111,395,40,692
POA2472,6,35,3,15,0,66,5,3,23,18,47,3,99,0,0,3,0,0,0,7,0,0,5,0,21,0,24,0,0,3,0,10,3,19,22,16,115,75,303,18,555
POA2473,3,84,27,26,0,156,12,7,51,31,61,6,161,0,0,0,0,10,0,10,0,0,0,0,16,0,19,0,0,3,0,14,4,18,49,21,211,124,367,27,795
POA2474,30,63,33,44,0,202,20,7,110,69,117,11,336,0,0,6,4,8,0,16,0,0,10,12,45,0,60,0,0,3,8,32,14,57,75,57,344,247,749,70,1537
POA2475,0,4,0,0,0,9,0,0,8,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,12,8,25,7,52
POA2476,3,10,12,0,0,32,0,6,7,5,16,0,29,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,8,3,7,10,8,35,30,92,18,187
POA2477,67,264,86,90,5,607,96,39,325,177,260,28,936,0,4,17,9,17,0,48,6,3,30,21,132,5,203,7,9,21,12,48,24,118,316,186,1122,687,1689,139,4142
POA2478,136,656,152,212,28,1391,295,134,866,381,565,53,2294,17,11,35,26,52,9,154,10,7,67,73,248,11,422,14,10,77,41,116,51,309,829,429,3091,1626,3853,355,10177
POA2479,28,93,19,16,4,216,62,25,146,49,39,9,336,8,0,27,4,9,0,50,5,0,10,17,30,0,58,9,0,38,23,24,16,107,217,93,782,332,507,81,2022
POA2480,231,882,236,334,27,2036,397,222,1256,659,1087,86,3704,6,5,71,27,55,9,170,25,9,88,95,403,15,635,39,11,107,72,217,58,510,1126,688,3926,2169,5876,447,14229
POA2481,45,214,52,44,15,458,156,44,324,120,82,26,748,15,3,51,23,25,3,117,7,4,38,28,75,8,162,22,5,148,43,69,51,336,586,174,2015,853,1266,233,5121
POA2482,24,128,43,42,8,302,74,27,146,80,68,8,409,5,0,28,9,8,0,63,4,9,14,11,41,0,77,5,3,46,20,33,9,119,243,97,734,347,619,77,2114
POA2483,46,211,71,50,13,458,92,48,264,144,169,22,749,8,0,37,16,19,3,84,4,4,19,25,87,0,148,18,5,75,40,70,25,232,341,160,1195,650,1368,131,3849
POA2484,83,292,74,116,16,657,91,47,371,229,347,43,1121,9,8,34,20,37,5,103,9,0,26,31,187,12,270,12,0,57,33,112,37,260,336,210,1379,872,2530,240,5558
POA2485,36,167,59,71,4,390,86,50,328,157,273,51,942,9,0,24,16,22,0,67,5,0,28,41,116,6,199,9,0,46,28,86,24,198,263,130,1089,688,1767,192,4135
POA2486,105,426,132,184,18,984,183,108,645,418,693,66,2116,3,5,34,30,57,4,134,11,8,53,71,289,7,441,17,0,44,51,137,46,300,483,319,2101,1611,4186,334,9029
POA2487,55,314,96,109,18,694,140,69,355,156,185,28,929,9,0,28,16,25,3,88,3,5,24,43,78,9,169,13,4,60,38,71,20,204,438,198,1534,866,1654,183,4876
POA2488,29,84,16,32,0,192,25,12,83,41,60,4,225,0,0,8,0,9,0,23,0,0,3,6,23,0,33,0,0,15,13,15,5,46,83,61,326,193,524,30,1212
POA2489,38,161,39,54,6,339,55,29,152,98,140,15,491,0,3,14,7,10,0,41,3,0,12,13,54,0,83,0,0,20,13,25,9,74,173,91,665,397,904,62,2290
POA2490,3,17,5,9,0,34,3,0,13,11,10,0,41,0,0,0,0,0,0,4,0,0,0,0,5,0,10,0,0,0,0,0,6,3,9,6,56,44,132,5,256
POA2500,185,1007,174,217,25,2459,686,191,1408,446,539,57,3335,19,9,103,38,66,5,246,48,6,128,82,264,8,542,89,8,181,45,149,54,528,2961,683,6052,2117,4098,355,16272
POA2502,29,75,25,53,7,238,46,16,148,120,241,23,592,0,0,10,5,14,0,20,4,0,15,24,94,0,135,9,0,25,14,76,25,142,192,75,542,457,1326,126,2708
POA2505,15,62,28,33,4,165,41,15,101,60,101,9,322,0,0,4,0,10,0,12,0,0,7,13,50,0,73,0,0,10,4,34,5,58,124,37,342,239,635,39,1424
POA2506,17,56,21,41,0,177,23,11,83,67,150,15,352,0,5,4,3,5,0,13,4,0,8,13,73,6,105,3,0,0,10,47,13,74,121,45,334,272,948,77,1798
POA2508,45,214,54,60,0,498,88,31,200,90,124,8,542,10,5,21,8,22,3,63,19,4,27,24,117,7,195,12,0,20,23,60,18,125,426,162,1064,641,1332,109,3733
POA2515,98,290,62,60,8,811,190,58,353,86,100,21,805,18,5,38,21,20,0,101,24,5,34,20,58,3,138,16,5,49,14,27,8,117,899,286,1753,598,1046,80,4659
POA2516,36,178,39,45,5,424,109,28,184,67,87,8,480,9,3,21,9,14,0,60,3,0,17,11,34,0,68,13,0,15,9,17,6,55,406,117,862,397,753,46,2575
POA2517,83,318,81,95,7,756,155,62,356,153,209,23,946,6,4,26,8,16,6,68,10,6,22,27,105,0,178,13,0,41,28,51,14,147,563,251,1418,804,1644,107,4792
POA2518,99,402,94,143,9,939,152,61,421,248,364,31,1287,5,6,36,16,24,0,91,4,3,34,41,176,0,254,19,6,45,30,79,21,199,609,268,1812,1066,2555,135,6442
POA2519,78,373,78,89,10,868,207,60,411,182,228,36,1136,3,5,40,16,20,0,87,16,4,41,32,149,3,250,20,0,53,24,60,26,186,821,243,1936,882,1816,148,5850
POA2525,58,277,59,72,6,648,136,61,353,153,197,18,929,9,0,11,10,5,3,34,10,3,23,28,108,3,181,13,0,22,11,44,12,108,568,197,1379,725,1415,107,4393
POA2526,84,338,85,104,11,788,167,57,417,211,283,26,1159,3,3,19,9,29,3,65,14,3,46,39,147,0,247,7,5,29,25,87,17,174,586,225,1641,956,2151,135,5688
POA2527,92,323,136,189,16,881,101,89,477,409,746,44,1864,4,0,15,19,32,0,75,12,4,31,50,322,6,431,6,0,37,26,156,33,260,379,239,1610,1538,4731,249,8748
POA2528,60,210,83,142,8,589,79,38,279,259,573,46,1274,0,0,13,11,25,0,51,0,0,13,26,172,0,224,3,0,18,25,114,41,201,250,159,995,965,3118,206,5688
POA2529,94,469,185,188,17,1110,195,110,538,372,647,50,1919,0,4,19,17,37,3,79,15,6,27,54,296,8,400,10,3,46,35,118,43,255,627,321,2161,1796,4384,291,9578
POA2530,100,424,145,241,9,1130,163,107,625,536,953,74,2460,6,0,25,14,44,8,90,12,3,46,52,372,11,492,13,0,41,47,211,48,356,619,310,2048,1869,5648,300,10787
POA2533,108,375,89,109,5,886,162,81,424,178,185,14,1046,3,5,20,17,23,0,71,4,4,24,36,107,0,180,14,4,41,24,62,16,153,626,307,1796,999,1936,134,5801
POA2534,39,135,42,36,7,317,57,23,151,65,74,8,378,0,5,26,0,12,0,42,3,4,9,12,32,3,63,9,0,12,6,20,5,61,243,106,679,313,696,54,2097
POA2535,30,122,37,33,3,271,66,20,164,70,84,16,415,6,0,17,6,26,0,55,8,0,20,20,51,5,102,9,0,24,12,24,11,80,253,77,691,395,848,89,2359
POA2536,62,153,54,84,11,435,75,51,236,167,339,41,913,9,4,17,0,16,0,50,7,5,11,41,159,6,232,3,3,15,9,97,45,170,268,191,831,780,2390,230,4694
POA2537,49,185,44,72,9,425,85,42,272,142,210,11,765,3,0,18,12,36,0,69,4,0,19,20,95,0,142,9,0,22,19,69,17,135,268,147,857,563,1633,124,3589
POA2538,11,36,7,6,0,81,11,6,47,20,32,3,122,0,0,4,0,5,0,12,0,0,0,7,19,0,27,0,0,3,5,6,0,15,64,29,194,113,293,30,728
POA2539,77,265,73,113,15,630,85,49,259,166,264,18,831,0,5,23,13,34,3,79,7,0,28,23,153,10,222,8,0,22,32,97,25,184,333,215,1143,795,2648,213,5348
POA2540,182,542,173,281,21,1389,210,130,667,450,887,79,2416,13,10,37,18,60,3,147,12,0,45,79,406,9,554,14,0,51,48,243,47,404,773,492,2546,2115,6659,425,13010
POA2541,79,245,87,161,7,685,159,96,528,327,676,60,1847,3,0,21,5,47,0,85,11,5,19,58,238,5,339,9,8,39,28,130,48,264,482,265,1529,1211,3744,286,7514
POA2545,5,13,4,5,0,27,6,4,11,10,25,0,56,0,0,0,0,3,0,7,0,0,0,0,12,0,16,0,0,0,0,4,5,11,16,11,53,46,151,22,299
POA2546,32,116,42,36,7,277,41,27,116,79,135,13,412,6,0,23,7,19,4,55,5,0,4,14,76,0,97,4,0,23,12,46,18,100,175,103,540,395,1122,104,2445
POA2548,35,108,34,35,7,249,50,29,191,95,138,10,520,0,0,10,8,16,0,34,3,0,8,18,56,0,89,3,0,13,8,38,8,69,154,117,628,379,1080,78,2441
POA2549,25,50,22,32,4,146,14,11,59,39,58,8,181,3,0,9,3,8,0,27,4,5,0,10,43,0,60,0,0,3,6,14,0,28,65,57,246,171,615,35,1185
POA2550,76,228,51,94,6,551,123,76,331,176,326,43,1078,9,5,17,16,14,0,56,11,6,15,25,152,4,206,9,0,25,28,59,25,148,359,235,1189,717,2263,182,4946
POA2551,13,17,14,13,4,76,5,4,35,26,65,3,131,0,0,3,0,3,0,11,0,0,3,8,37,0,51,0,0,0,3,23,8,39,30,22,134,128,463,40,808
POA2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,7,3,0,5,0,14,0,25
POA2556,11,25,3,17,0,69,3,3,16,8,9,0,48,0,0,4,0,0,0,3,0,0,4,12,31,0,40,0,0,0,8,16,0,28,29,15,117,81,315,28,575
POA2557,55,310,90,97,3,769,152,70,409,232,202,27,1092,0,5,16,9,22,0,55,7,0,37,38,201,3,290,8,3,60,42,126,38,274,747,214,2053,1312,2418,199,6949
POA2558,25,132,59,55,5,334,37,18,151,110,169,15,506,6,0,7,3,13,0,30,0,3,18,21,104,4,148,6,0,26,26,68,18,144,207,81,704,624,1426,111,3141
POA2559,3,9,4,3,0,30,17,3,38,26,20,0,104,0,0,0,0,3,0,4,0,0,5,3,6,0,8,3,0,5,11,9,4,24,63,10,135,87,147,24,472
POA2560,182,867,315,451,46,2399,451,178,1456,817,1174,119,4194,15,0,73,47,75,8,218,21,5,86,123,553,23,812,43,8,165,145,447,149,960,1992,624,5558,3772,8845,799,21578
POA2563,0,0,0,3,0,5,5,0,4,3,0,0,15,0,0,0,0,3,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,3,4,0,16,10,33,4,71
POA2564,25,72,26,58,10,286,81,27,239,117,166,29,661,8,0,11,9,7,5,28,4,4,10,20,63,0,109,20,0,53,29,50,35,189,517,91,1014,536,1062,137,3362
POA2565,65,330,99,97,14,882,330,67,855,280,336,59,1927,4,0,31,16,14,0,65,22,3,72,47,150,16,302,74,0,126,68,116,82,469,1725,293,3733,1606,2405,384,10134
POA2566,34,223,92,130,14,669,181,59,540,283,383,68,1507,4,0,21,12,27,0,68,15,0,43,35,171,3,261,34,3,81,53,151,75,399,935,194,2167,1291,2702,334,7615
POA2567,144,788,227,341,25,1918,249,127,685,394,553,65,2065,9,0,30,44,54,0,138,14,7,74,77,452,14,644,27,5,85,94,258,58,525,1101,449,3256,2664,6150,417,14035
POA2568,0,25,8,7,0,56,3,5,13,13,5,0,41,0,0,0,0,0,0,0,0,0,0,3,13,0,12,0,0,4,0,5,0,13,24,8,90,67,145,7,348
POA2569,3,17,7,12,0,51,0,3,16,9,17,0,54,0,0,0,0,0,0,0,0,0,5,0,18,0,24,0,0,3,3,19,0,26,24,17,88,77,232,14,451
POA2570,209,1156,338,425,48,2837,382,195,1299,668,750,85,3391,25,6,59,44,83,3,211,31,16,75,138,614,16,903,55,8,149,159,392,103,866,1950,689,5608,3898,8993,656,21791
POA2571,50,271,64,99,6,592,60,42,201,105,183,19,610,7,0,5,3,18,4,34,5,0,16,30,166,3,227,5,0,20,23,98,29,179,292,146,967,789,2306,161,4664
POA2572,12,74,29,38,0,187,21,16,75,52,110,3,274,0,0,4,6,11,4,28,0,0,0,11,67,0,81,0,0,3,9,41,10,60,96,47,295,267,958,58,1718
POA2573,10,62,35,33,5,196,21,15,64,77,98,9,281,0,3,0,3,6,0,11,0,0,4,5,66,0,81,0,0,5,13,48,4,73,98,37,271,302,987,50,1752
POA2574,15,78,18,42,3,190,13,17,66,61,95,7,257,0,0,5,0,9,0,10,0,0,4,9,75,0,90,5,0,3,4,61,5,85,71,54,287,278,1030,57,1775
POA2575,75,282,90,127,13,725,133,49,325,225,254,30,1020,11,7,22,16,23,4,86,3,0,28,43,216,4,301,19,3,45,32,105,37,238,544,199,1510,990,2675,216,6144
POA2576,58,222,49,50,13,536,147,60,283,112,108,24,730,14,0,26,18,18,3,81,11,3,23,29,59,0,127,18,3,46,32,38,11,151,630,232,1474,730,1097,139,4315
POA2577,79,261,88,82,7,665,112,38,316,143,186,32,821,17,6,35,15,29,0,103,15,4,21,38,160,6,251,20,3,38,24,87,22,202,602,216,1517,921,2228,191,5670
POA2578,10,36,14,12,0,95,18,13,53,25,38,5,155,3,0,6,0,0,0,6,5,0,7,8,16,5,35,8,0,5,0,8,8,27,107,43,230,124,305,36,843
POA2579,12,72,23,24,5,164,18,10,67,30,49,3,175,0,0,8,9,13,0,22,3,0,11,18,51,0,81,3,3,3,11,32,11,60,89,53,354,227,648,57,1427
POA2580,91,384,138,182,12,927,159,97,539,378,613,42,1835,8,0,15,12,46,0,84,10,3,32,55,288,10,396,7,4,22,35,164,52,296,571,366,1856,1620,4632,336,9380
POA2581,3,38,10,20,4,91,15,6,25,19,39,0,104,0,0,6,0,0,0,10,0,0,0,5,16,0,29,0,0,4,0,11,5,28,93,34,243,166,377,29,943
POA2582,56,260,69,90,7,571,58,35,198,89,181,15,579,7,7,21,13,25,3,73,10,3,19,24,125,3,188,14,3,28,19,63,14,143,534,273,1365,833,1816,129,4954
POA2583,14,47,13,24,6,117,7,4,51,43,77,7,188,0,0,4,3,9,0,11,0,0,7,11,50,0,70,0,0,5,5,13,0,26,63,34,214,226,642,63,1239
POA2584,0,3,0,4,0,11,0,0,9,4,3,0,19,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,6,0,4,15,6,45,31,61,4,162
POA2585,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,6,35,4,70
POA2586,8,51,5,20,0,98,12,0,24,24,35,0,95,0,0,0,4,5,0,5,0,0,0,3,16,0,22,5,0,7,0,15,3,26,39,19,187,124,357,35,754
POA2587,3,37,4,25,0,82,5,10,26,34,40,10,122,0,0,0,0,5,0,7,0,0,3,5,23,0,34,0,0,4,4,16,4,31,41,19,172,121,381,38,767
POA2588,0,3,0,0,0,4,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,0,4,5,25,23,30,7,92
POA2590,18,76,29,43,9,189,15,18,60,73,135,20,320,0,0,0,6,6,0,13,0,3,4,3,51,5,68,0,0,6,10,39,12,69,52,52,299,280,926,99,1709
POA2594,23,176,47,74,3,368,42,21,150,112,207,26,554,0,0,4,0,11,0,15,4,0,6,26,114,5,152,3,5,11,9,50,26,100,154,71,651,478,1644,135,3122
POA2619,35,165,40,47,5,371,71,41,140,79,69,13,408,5,0,23,11,7,0,47,11,0,14,25,67,5,121,15,6,19,17,30,6,95,812,262,1200,695,1055,91,4119
POA2620,141,646,180,225,13,1499,336,149,799,353,431,51,2118,29,20,82,27,69,11,240,37,10,90,88,410,7,639,57,8,106,71,220,83,553,2459,881,4880,2916,5759,496,17391
POA2621,23,101,37,36,4,258,43,26,81,36,50,6,237,11,6,7,9,9,0,36,8,0,12,12,64,3,101,0,0,23,10,28,10,81,401,150,702,495,932,75,2757
POA2622,25,46,13,28,6,143,18,15,34,25,39,0,128,3,3,12,8,4,0,31,3,0,6,4,33,3,42,0,3,6,7,28,4,49,152,83,366,212,527,32,1370
POA2623,0,0,0,8,0,14,0,0,0,3,5,0,11,0,0,4,0,0,0,3,0,0,0,0,10,0,10,0,0,0,0,5,0,5,18,4,30,29,88,11,181
POA2624,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,34,8,26,0,80
POA2625,0,0,4,0,0,5,0,0,0,0,0,0,5,4,0,11,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,34,27,50,4,132
POA2626,0,0,0,4,0,3,0,0,6,0,5,0,13,0,0,0,0,0,0,6,0,0,0,0,7,0,10,0,0,0,6,0,0,8,14,8,33,26,96,11,185
POA2627,19,103,27,43,6,239,24,13,64,29,23,8,159,11,7,93,42,130,11,286,0,0,11,10,47,0,62,3,0,17,6,32,13,86,164,64,631,348,956,96,2253
POA2628,13,31,18,23,0,94,12,9,14,20,18,3,77,5,0,7,0,16,0,26,0,0,0,3,21,0,27,5,0,5,3,13,3,30,51,33,176,118,395,19,787
