POA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
POA2548,3,23,9,16,20,19,6,9,0,111,4,17,13,0,21,15,7,13,16,113,168,646,494,322,658,621,164,356,52,3476
POA2549,3,11,8,9,8,13,3,15,0,75,0,5,7,0,8,13,4,11,6,61,80,337,246,156,276,314,99,234,31,1771
POA2550,12,44,30,19,54,59,15,37,3,275,18,42,22,13,41,45,11,26,52,265,404,1285,1072,683,1272,1314,343,883,156,7402
POA2551,7,8,3,4,15,8,0,8,0,55,5,12,11,0,9,15,9,12,21,81,80,230,208,94,247,186,58,186,54,1325
POA2555,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,10,0,4,9,6,6,6,0,53
POA2556,16,6,3,4,4,6,5,10,0,54,9,7,5,6,14,12,0,6,15,81,189,150,94,56,160,202,39,109,36,1031
POA2557,85,42,25,19,62,83,26,28,6,370,40,45,35,27,100,81,21,32,82,466,1104,1139,911,580,2324,2224,492,947,188,9909
POA2558,49,20,19,5,31,46,7,10,0,189,34,27,15,9,76,48,6,23,48,292,805,601,473,338,1190,973,253,361,98,5086
POA2559,8,3,4,0,4,4,6,0,0,22,7,12,7,5,10,10,0,0,11,59,101,121,96,58,192,137,28,39,31,791
POA2560,278,153,86,55,223,187,68,89,8,1150,210,197,111,91,388,350,69,109,327,1852,4927,4308,3094,2094,8066,6311,1563,2665,703,33736
POA2563,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,18,21,9,13,20,16,5,13,6,119
POA2564,36,10,14,7,39,25,6,9,0,144,25,35,30,12,81,55,11,6,63,319,623,640,543,332,1337,936,178,249,117,4956
POA2565,75,34,38,16,99,83,18,31,8,397,67,65,78,37,184,147,12,32,132,752,1583,1455,1429,833,3790,2859,599,963,275,13788
POA2566,60,58,38,20,91,57,16,18,10,364,60,79,59,39,155,144,14,27,133,706,1531,1457,1195,805,2967,2103,485,799,278,11619
POA2567,178,117,65,47,171,162,46,86,8,877,72,112,64,33,188,189,41,81,142,919,2428,2865,2057,1321,4345,4373,1143,2421,349,21302
POA2568,0,0,0,6,9,0,0,0,0,15,0,3,0,0,0,0,0,6,3,19,64,75,62,23,70,75,28,63,13,472
POA2569,11,0,5,0,4,3,5,4,0,30,6,3,6,5,5,5,0,5,9,45,86,76,79,41,130,130,36,81,26,680
POA2570,244,174,96,53,220,212,63,119,20,1186,131,145,96,54,286,300,60,135,235,1448,3471,4062,3059,1927,6491,6374,1609,3595,540,31126
POA2571,52,48,21,11,52,41,20,39,4,285,19,39,27,13,49,58,9,30,48,298,669,988,657,441,1232,1376,374,908,120,6755
POA2572,15,25,7,4,19,15,6,16,0,112,5,20,10,5,20,18,0,5,12,95,251,362,272,161,511,492,125,307,43,2522
POA2573,17,18,5,4,20,17,10,8,5,104,9,15,15,7,25,28,7,15,13,131,274,325,314,171,563,530,141,298,40,2664
POA2574,15,19,13,4,30,21,5,16,0,121,8,18,13,3,32,24,4,12,29,135,265,426,303,166,547,551,150,345,49,2807
POA2575,28,69,46,35,71,76,25,43,0,396,27,43,35,21,60,55,22,56,57,371,503,1304,1060,724,1585,1723,563,1115,152,8725
POA2576,8,37,19,17,23,38,13,12,5,170,12,37,24,11,26,42,10,34,26,226,306,1174,785,407,788,1020,331,816,77,5705
POA2577,13,56,44,20,37,66,19,40,0,289,16,60,30,12,42,64,16,38,57,336,457,1309,981,600,1319,1519,437,1107,155,7879
POA2578,5,10,0,4,8,9,4,6,0,48,8,7,6,0,0,8,4,3,9,49,88,219,179,92,155,197,60,143,23,1148
POA2579,15,16,8,5,15,18,6,11,0,105,3,21,5,9,17,16,0,12,15,99,110,350,226,156,337,392,111,319,48,2053
POA2580,17,56,65,43,124,136,26,76,9,548,28,56,37,35,93,106,24,67,118,557,732,1864,1592,1080,3164,2790,816,1986,285,14307
POA2581,0,4,6,3,6,15,0,4,0,38,3,3,8,4,13,6,0,9,3,44,72,142,133,87,247,287,65,239,14,1287
POA2582,10,37,27,19,54,55,15,29,0,247,8,29,12,8,38,46,13,24,40,218,336,920,728,488,1394,1553,471,1033,101,7031
POA2583,3,16,8,6,19,18,5,14,0,96,0,10,0,3,14,8,6,5,10,63,101,307,237,136,336,365,102,419,42,2048
POA2584,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,6,0,4,0,5,13,45,26,14,41,51,19,44,7,252
POA2585,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,16,16,12,12,19,10,19,0,100
POA2586,3,8,6,3,4,7,0,3,0,30,4,5,7,0,9,8,4,0,10,49,68,156,126,101,148,242,76,218,25,1149
POA2587,0,4,4,4,3,12,0,7,0,44,0,11,0,3,5,8,0,11,13,60,40,145,141,108,208,229,70,231,34,1214
POA2588,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,9,14,15,10,18,24,11,26,13,134
POA2590,0,10,13,9,13,33,3,5,4,91,0,7,13,5,22,18,7,12,30,122,109,334,340,208,495,534,168,388,68,2639
POA2594,12,36,28,10,60,41,15,19,7,216,11,26,11,12,49,42,10,25,58,241,235,724,574,421,992,972,321,759,125,5123
POA2619,5,18,16,12,36,38,7,35,0,166,0,20,8,7,24,30,5,17,21,136,246,708,477,342,1102,1434,480,871,56,5714
POA2620,43,110,87,57,206,215,72,109,3,900,41,76,67,52,189,215,40,90,150,917,1170,2469,2235,1642,6058,6091,1764,2923,345,24704
POA2621,4,25,11,5,28,27,12,23,0,141,0,19,3,6,14,26,10,20,27,124,172,406,348,237,744,903,282,598,41,3735
POA2622,4,8,6,3,8,6,4,14,0,56,8,9,6,5,7,16,4,15,15,80,100,290,231,143,267,374,140,338,55,1934
POA2623,0,0,0,0,6,5,0,3,0,12,0,5,0,0,5,4,0,0,0,16,18,35,16,20,69,77,22,28,10,299
POA2624,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,12,15,13,13,13,11,27,0,115
POA2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,6,48,29,17,21,45,9,47,7,218
POA2626,0,0,3,0,6,0,0,0,0,11,0,0,0,0,4,0,0,0,0,13,16,35,12,20,73,50,19,44,4,270
POA2627,3,13,11,6,19,14,3,18,0,90,5,19,18,15,18,19,9,10,24,139,139,524,493,284,555,512,223,475,56,3246
POA2628,0,6,0,0,0,13,0,3,0,33,0,7,3,0,3,11,4,7,7,46,48,152,159,83,179,213,53,196,12,1105
POA2629,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,9,36,22,10,31,44,8,49,3,209
POA2630,5,15,14,8,27,40,8,26,0,138,5,13,8,3,26,27,5,25,34,140,174,537,443,335,857,797,228,696,70,4143
POA2631,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,6,6,43,38,22,41,41,17,57,0,266
POA2632,0,0,0,0,0,3,0,8,0,19,0,8,0,0,4,13,4,6,10,44,37,112,97,68,141,160,71,179,24,879
POA2633,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,12,5,14,22,8,18,24,9,25,0,126
POA2640,19,96,86,57,122,159,52,76,9,684,20,88,65,34,134,127,49,80,93,688,820,2806,2369,1674,3981,3879,1272,2417,237,19446
POA2641,9,48,34,12,71,63,21,37,0,297,12,37,33,22,57,64,15,26,72,337,284,1079,901,634,1549,1375,416,713,143,7093
POA2642,5,17,3,11,22,19,6,20,0,103,5,10,7,11,12,25,0,22,20,115,133,366,290,207,410,501,142,520,39,2611
POA2643,0,10,3,0,10,8,0,4,0,36,9,10,9,5,12,15,3,5,3,69,69,200,160,99,251,253,72,170,17,1284
POA2644,0,4,0,0,7,3,3,4,0,28,3,0,0,0,3,8,0,4,15,39,59,143,113,83,166,179,72,229,28,1075
POA2645,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,11,14,14,7,21,17,0,37,10,140
POA2646,0,9,15,13,10,29,7,12,0,108,13,18,7,8,24,29,8,12,16,132,167,419,340,229,481,666,156,450,58,2971
POA2647,3,8,8,0,3,6,10,3,0,36,9,0,0,5,7,3,0,3,11,39,62,155,94,91,191,208,53,148,19,1021
POA2648,0,6,8,4,4,4,0,5,0,29,0,4,0,0,9,4,0,5,7,34,65,127,124,72,173,152,54,246,19,1038
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14
POA2650,39,158,155,114,298,294,80,157,16,1299,34,109,96,73,224,226,48,122,221,1152,1160,4027,3268,2291,7046,6071,1903,3789,494,30058
POA2651,3,9,13,5,14,18,4,5,0,65,6,4,3,5,18,10,4,4,19,77,55,154,135,102,379,377,163,260,45,1667
POA2652,3,7,9,4,13,25,3,11,0,75,8,12,7,6,21,15,9,15,21,111,92,280,218,164,359,462,144,563,48,2334
POA2653,0,4,3,0,3,10,0,4,0,26,3,8,4,0,6,7,3,10,13,54,67,126,129,79,193,218,71,187,28,1098
POA2655,0,0,0,3,5,9,0,6,0,25,0,3,0,0,8,5,0,4,4,26,29,78,54,43,130,122,38,84,15,580
POA2656,0,0,0,0,0,5,4,0,0,8,0,4,0,0,0,0,0,0,4,8,18,84,60,41,89,111,42,133,6,589
POA2658,0,0,0,0,4,0,4,9,0,24,0,3,0,0,9,5,0,0,9,21,21,91,59,61,76,86,34,140,15,578
POA2659,0,0,3,0,0,3,0,0,0,14,0,8,0,7,3,3,0,0,7,26,16,46,33,33,44,80,17,89,17,375
POA2660,3,5,0,4,0,3,4,5,0,27,0,0,3,0,3,6,0,3,3,22,44,91,76,49,106,108,50,112,11,645
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,9,5,20,27,6,156,14,290
POA2663,0,6,6,3,8,7,6,6,7,49,3,11,0,4,12,9,9,8,14,60,97,237,199,139,424,397,131,267,49,1936
POA2665,0,4,0,0,0,9,0,6,0,18,5,0,0,0,10,5,0,3,8,31,39,108,88,60,107,154,55,254,18,883
POA2666,3,13,13,6,16,33,10,11,0,99,8,12,4,7,10,17,0,7,18,83,104,394,279,176,411,499,153,434,67,2517
POA2668,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,8,14,9,8,14,29,16,31,9,132
POA2669,0,0,0,0,3,7,0,3,3,20,0,4,0,0,0,0,0,0,6,21,13,75,58,60,65,118,35,250,18,693
POA2671,0,12,7,8,13,18,8,20,0,79,4,11,5,12,24,10,4,5,20,84,84,239,208,161,304,280,94,471,45,1887
POA2672,0,3,3,0,0,3,3,3,0,22,0,0,0,0,4,6,3,5,7,25,39,83,62,50,62,115,48,129,7,598
POA2675,0,0,0,4,0,3,0,3,0,18,3,4,0,5,3,9,10,11,6,45,22,88,73,47,122,162,77,233,23,849
POA2678,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,116,34,10,11,4,0,0,4,198
POA2680,10,60,61,26,107,99,37,58,5,461,19,65,51,42,207,112,25,49,133,710,385,1554,1269,981,3353,2542,819,1573,272,12749
POA2681,0,8,7,0,5,7,0,8,0,34,3,4,12,0,3,18,0,3,13,57,38,113,89,69,196,214,61,156,37,971
POA2700,3,18,11,9,24,10,3,20,4,87,3,6,4,4,9,12,5,4,8,65,83,272,247,127,376,401,87,322,35,1943
POA2701,0,9,9,3,8,10,0,0,0,43,0,0,10,0,4,5,0,4,11,40,42,131,133,83,274,226,69,191,22,1171
POA2702,0,5,0,0,0,3,0,0,0,11,0,0,4,7,4,0,0,0,0,11,9,43,41,22,60,55,18,74,9,327
POA2703,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,10,47,28,25,46,63,15,39,4,280
POA2705,0,31,23,10,20,48,14,36,0,201,16,19,13,14,34,45,19,24,44,216,160,558,502,315,955,1122,354,732,99,4786
POA2706,0,0,0,0,3,3,3,6,0,18,0,0,0,0,9,0,0,5,8,26,15,54,44,32,131,77,28,81,20,475
POA2707,0,0,0,0,0,6,4,0,0,15,0,3,0,0,0,5,0,0,4,15,24,71,70,33,94,122,43,180,13,638
POA2710,4,18,15,8,26,40,12,19,0,141,14,18,14,11,35,32,8,6,41,179,178,597,469,323,799,750,270,754,94,4248
POA2711,0,7,0,0,4,8,0,7,4,45,3,8,6,3,12,16,4,13,22,87,51,188,142,107,229,265,85,373,44,1482
POA2712,0,6,4,0,4,0,0,0,0,22,0,0,5,3,5,3,0,0,3,26,23,81,62,34,87,96,37,109,20,541
POA2713,0,7,0,4,3,11,7,5,0,37,6,5,9,0,0,11,4,11,15,52,49,180,118,93,173,185,75,270,38,1169
POA2714,0,5,7,3,7,5,3,5,0,40,0,7,10,3,8,7,0,5,9,41,46,187,117,76,156,193,57,176,20,1030
POA2715,0,0,0,0,4,10,3,0,0,16,0,3,0,0,0,3,0,9,3,22,18,68,65,48,94,104,43,138,9,598
POA2716,0,3,0,0,0,6,0,3,0,12,0,0,5,0,3,4,0,4,3,12,24,49,49,30,77,81,26,87,11,423
POA2717,0,4,0,0,6,4,0,0,0,13,3,0,0,0,7,0,0,0,9,20,17,53,41,33,87,70,20,48,16,389
POA2720,7,17,13,8,29,21,3,24,0,127,11,24,8,9,27,28,12,19,30,162,163,549,414,307,761,669,214,612,65,3765
POA2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,7,18,3,28,3,79
POA2722,0,9,7,7,12,6,8,12,0,45,6,3,14,8,7,14,3,7,11,71,76,209,186,127,274,249,89,235,35,1479
POA2725,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,16,19,11,18,23,8,28,3,136
POA2726,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,21,11,10,16,20,5,26,0,125
POA2727,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,3,23,17,7,15,42,10,37,8,168
POA2729,0,7,4,0,5,3,0,0,0,23,5,6,0,0,3,5,3,6,12,36,43,88,90,54,124,147,53,163,24,782
POA2730,0,0,5,0,0,0,0,8,0,14,0,0,0,0,6,4,0,0,8,33,20,60,53,55,111,103,25,91,11,534
POA2731,4,27,18,13,20,12,9,21,5,120,7,18,7,7,13,20,7,11,21,118,211,528,388,280,541,600,181,486,61,3273
POA2732,0,0,0,0,0,3,0,7,0,17,3,0,3,3,16,7,4,5,11,51,49,121,76,66,116,143,36,189,27,818
POA2733,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,3,0,3,0,9,9,40,18,19,32,39,12,75,5,246
POA2734,0,0,0,0,7,5,0,0,0,8,0,0,0,0,0,0,0,3,0,3,9,28,27,20,36,61,17,63,4,272
POA2735,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,22,31,18,26,46,12,35,3,199
POA2736,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,7,0,0,12,9,28,29,6,19,41,15,37,4,194
POA2737,0,0,0,0,0,0,0,4,0,5,0,0,8,0,7,5,3,3,7,28,6,39,39,26,76,61,21,70,18,355
POA2738,6,6,4,0,5,9,0,11,0,42,0,7,6,4,8,15,3,9,6,57,49,156,98,73,200,250,60,196,15,1086
POA2739,5,3,0,3,4,4,4,3,0,26,0,8,0,0,10,10,3,4,0,38,31,82,58,49,135,129,40,108,9,655
POA2745,126,90,42,24,97,141,30,75,8,635,59,86,61,26,147,170,50,77,87,758,1836,2115,1617,1018,3657,3686,954,1975,218,17065
POA2747,190,111,68,35,176,143,29,65,7,834,91,97,95,49,290,225,48,70,249,1220,2698,2954,2449,1571,6389,5357,1220,2181,532,25339
POA2748,9,0,10,0,8,12,0,9,4,48,6,4,10,0,11,3,0,0,4,40,79,138,118,53,147,161,43,125,15,887
POA2749,77,40,37,13,67,72,19,34,0,360,35,38,31,15,74,71,12,31,61,367,960,1073,833,527,1773,1711,438,934,124,8369
POA2750,183,102,72,37,173,145,40,76,8,841,82,111,71,54,246,204,30,90,187,1073,2631,2773,2269,1474,5307,4840,1272,2300,393,23266
POA2752,27,17,6,9,29,31,12,16,0,151,17,18,6,3,21,31,12,14,21,154,335,419,275,183,575,640,169,375,55,3017
POA2753,73,51,44,19,68,70,22,48,3,389,53,54,30,24,59,59,14,38,73,393,921,1265,891,567,1621,1687,399,969,142,8464
POA2754,28,21,16,5,22,31,6,14,0,148,9,13,11,6,24,20,8,16,26,131,379,466,314,202,665,659,185,382,62,3309
POA2756,188,131,89,40,132,205,54,120,12,972,100,107,69,42,136,185,40,86,138,904,1966,2569,1827,1115,3248,3596,959,2252,321,17851
POA2757,3,3,0,0,3,3,0,4,0,23,0,0,0,0,4,3,0,0,0,11,38,64,54,28,74,71,24,53,7,422
POA2758,39,36,23,13,28,42,11,34,4,226,39,34,21,7,42,35,10,20,30,242,529,732,509,296,759,886,253,659,79,4690
POA2759,84,59,50,20,101,122,30,46,5,508,39,67,51,27,158,161,30,50,128,709,1414,1604,1253,799,3024,2721,676,1160,246,12885
POA2760,90,52,30,21,100,72,25,37,11,437,73,74,72,61,226,167,32,50,182,939,1663,1685,1442,955,4095,2933,637,1154,399,14963
POA2761,107,66,36,15,104,96,15,29,8,465,82,75,54,57,251,156,26,21,167,898,1915,1726,1613,977,4522,3326,668,1050,328,16122
POA2762,69,35,17,10,71,48,6,23,6,275,43,47,37,22,116,124,13,22,118,544,1095,1006,877,595,3028,3157,441,696,235,11137
POA2763,106,62,49,24,118,91,38,32,6,527,57,73,68,33,192,170,33,38,144,814,1781,1815,1641,848,4368,3791,728,1145,278,16390
POA2765,138,99,60,34,153,127,21,50,11,684,85,79,59,46,255,220,25,69,192,1036,2367,2263,1908,1229,5767,5259,992,1821,419,22024
POA2766,38,31,19,11,49,31,12,15,3,206,36,39,32,19,112,64,14,19,77,411,825,690,734,445,2055,1400,289,396,159,6990
POA2767,50,33,28,9,70,49,9,25,0,280,47,48,62,21,151,113,29,23,115,603,1113,1143,1054,570,2856,2134,408,608,233,10130
POA2768,83,60,51,12,82,91,24,28,6,438,49,59,46,26,147,138,36,41,93,631,1497,1521,1284,727,3438,3651,631,1207,211,14178
POA2769,28,16,11,3,44,35,8,10,0,156,28,37,23,16,80,115,9,27,52,386,639,761,575,405,2043,2300,382,632,108,7836
POA2770,115,85,62,36,136,125,40,24,8,625,158,158,103,76,364,218,41,78,338,1542,2602,2437,1920,1319,5096,3549,753,1208,657,19546
POA2773,17,21,0,7,13,16,5,11,0,90,5,21,11,3,9,12,9,11,3,85,279,502,314,204,521,553,195,429,26,3023
POA2774,39,33,24,13,31,28,14,16,6,211,4,17,11,9,33,34,14,15,23,172,637,938,640,413,1146,1355,383,804,48,6362
POA2775,7,4,3,0,3,3,3,4,0,32,0,5,0,0,8,9,0,5,7,35,88,97,70,38,106,116,17,86,17,637
POA2776,12,21,5,8,11,16,6,5,0,87,0,5,0,0,10,14,3,5,10,56,191,297,249,124,399,401,129,232,19,2031
POA2777,61,45,28,23,53,58,17,32,3,320,29,31,20,10,52,43,12,33,25,251,861,1330,951,596,1650,1671,500,978,71,8614
POA2778,6,7,3,0,4,5,0,6,0,41,4,7,3,5,4,8,4,6,0,45,122,181,139,113,232,238,69,116,7,1217
POA2779,17,16,3,4,19,22,0,7,0,92,3,10,11,4,12,12,0,4,4,66,260,385,286,157,503,455,124,231,17,2425
POA2780,38,36,14,11,30,20,5,7,5,167,23,34,15,8,17,31,8,28,26,183,736,1039,789,476,931,861,268,508,59,5664
POA2782,16,26,8,4,13,21,4,8,0,99,12,21,9,4,6,23,4,3,13,97,294,495,314,192,404,459,126,264,31,2592
POA2783,6,5,4,4,3,15,0,3,0,46,4,5,0,4,3,7,3,4,11,39,149,237,156,86,231,213,63,121,19,1273
POA2784,3,0,0,0,4,3,3,0,0,26,0,3,5,0,5,4,3,5,4,30,73,97,82,45,112,101,35,70,10,628
POA2785,14,7,10,3,8,9,3,0,0,61,7,7,9,4,9,6,0,6,16,66,273,342,281,170,313,313,70,217,33,2016
POA2786,0,0,3,0,0,5,0,0,0,13,0,0,4,0,4,3,0,4,0,15,61,79,73,42,77,73,22,48,5,483
POA2787,4,11,4,4,3,9,0,11,0,52,4,12,9,7,28,29,4,20,19,129,99,243,213,121,382,360,116,396,59,1990
POA2790,18,63,22,17,35,44,16,24,3,237,19,25,27,14,36,33,8,26,55,242,450,906,734,460,1254,1229,324,642,133,6141
POA2791,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,16,8,20,22,32,10,34,0,150
POA2792,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,13,3,30,18,15,24,34,10,54,6,199
POA2793,0,0,0,3,7,5,0,0,0,14,6,0,0,0,0,6,0,3,3,23,10,49,46,26,62,56,22,74,12,364
POA2794,5,24,23,12,47,35,6,23,0,171,12,21,15,18,26,40,8,25,36,197,188,611,512,363,853,792,247,622,93,4282
POA2795,32,111,88,45,191,159,47,121,3,799,40,89,56,39,124,131,44,92,139,751,982,2938,2392,1641,4624,3989,1365,2929,311,21174
POA2797,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,10,9,30,13,12,29,49,15,41,5,206
POA2798,0,8,7,0,5,9,0,12,0,39,0,10,3,0,0,7,0,10,7,37,48,165,121,77,154,182,84,210,17,1061
POA2799,4,13,10,0,24,17,3,13,0,83,6,6,6,0,13,11,4,13,14,68,91,240,227,117,388,338,123,341,30,1895
POA2800,37,116,116,60,181,187,76,156,9,937,23,80,56,27,135,140,31,83,147,726,981,3079,2535,1585,4876,4449,1612,3629,325,23066
POA2803,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,11,5,10,17,9,18,29,5,27,9,130
POA2804,0,7,5,5,8,0,3,15,0,43,0,8,0,4,11,12,0,13,11,61,46,167,147,104,176,198,72,257,21,1186
POA2805,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,11,20,31,14,11,40,10,43,0,177
POA2806,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,9,16,36,46,17,46,84,13,104,5,367
POA2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,6,18,15,14,30,25,15,31,8,161
POA2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,6,15,8,0,15,0,72
POA2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,13,9,4,9,5,18,7,84
POA2810,0,6,5,3,3,6,0,4,0,35,0,6,3,0,7,10,4,3,8,47,58,184,159,103,149,254,90,270,25,1286
POA2817,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3,25,26,11,17,29,14,63,4,191
POA2818,0,4,3,0,8,6,0,4,0,20,0,0,0,0,3,3,0,0,6,14,14,47,48,32,88,80,14,78,3,421
POA2820,5,9,11,5,19,15,6,8,0,89,8,18,8,4,17,14,3,20,33,121,101,344,256,202,522,436,116,429,71,2480
POA2821,0,3,0,3,19,15,12,18,4,80,6,12,0,7,16,21,4,17,19,100,89,198,209,153,361,377,115,413,50,1972
POA2822,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,3,8,3,18,25,14,40,39,11,43,3,201
POA2823,0,0,3,0,3,3,0,5,0,14,0,0,0,0,0,0,0,15,6,30,23,44,58,35,71,85,42,206,10,582
POA2824,0,0,3,0,0,3,0,9,0,24,0,5,0,0,9,9,0,9,11,43,16,76,65,65,118,165,37,256,28,832
POA2825,3,4,4,0,4,6,0,0,0,23,6,15,5,3,11,5,0,4,8,55,43,107,93,65,163,214,75,281,32,1069
POA2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,7,7,20,13,41,3,101
POA2827,0,4,8,4,11,13,0,8,0,56,3,6,0,6,11,16,0,9,17,70,81,194,147,131,249,272,58,297,45,1468
POA2828,0,0,0,0,0,0,3,0,0,7,0,5,3,0,0,0,0,9,9,19,9,41,31,18,36,59,22,98,12,325
POA2829,3,6,4,4,3,4,0,3,0,29,0,9,4,3,6,9,0,0,12,50,47,115,92,105,179,208,70,232,27,1079
POA2830,23,112,87,62,207,182,57,107,7,839,34,91,56,25,172,135,38,88,193,833,903,2588,2144,1549,5254,4525,1354,2950,414,21682
POA2831,3,0,0,0,7,7,0,12,0,25,0,7,4,0,6,3,0,10,9,39,41,97,73,40,119,141,56,260,31,857
POA2832,0,0,0,4,4,9,0,9,0,20,0,3,0,0,0,3,0,6,3,17,33,57,59,55,125,111,51,174,13,678
POA2833,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,6,11,15,16,32,41,3,66,11,198
POA2834,0,0,3,0,9,0,5,3,0,13,5,0,0,0,0,0,0,0,5,22,33,99,83,44,105,83,21,88,13,565
POA2835,3,6,3,3,5,14,3,17,0,61,3,5,4,0,9,9,3,16,11,61,97,157,157,81,208,290,133,543,43,1721
POA2836,0,0,5,0,0,0,0,4,0,7,0,0,4,0,0,0,0,4,0,18,9,26,17,14,25,50,10,99,7,252
POA2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,4,3,14,7,19,6,64
POA2839,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,6,14,36,24,28,74,69,17,91,16,362
POA2840,0,3,0,0,5,6,3,3,4,26,0,3,0,0,13,10,5,4,18,56,37,94,53,59,187,194,60,287,40,1016
POA2842,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,3,5,0,10,11,32,19,19,27,39,14,80,3,250
POA2843,0,0,0,0,0,4,0,4,0,9,5,0,4,0,3,4,0,0,5,28,14,80,57,36,58,94,30,103,15,491
POA2844,0,0,0,0,0,3,0,0,0,10,4,4,0,0,5,0,0,3,3,18,32,52,67,34,52,87,29,136,20,508
POA2845,0,0,3,0,4,5,0,5,0,27,8,0,0,4,6,4,0,0,6,28,54,115,99,63,190,160,69,95,14,865
POA2846,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,20,16,5,14,18,3,14,0,100
POA2847,6,10,5,0,7,7,0,7,0,42,0,3,0,0,6,8,0,6,4,36,60,130,124,64,179,184,60,105,16,916
POA2848,0,0,0,3,4,0,0,0,0,8,0,0,6,3,0,3,0,0,4,14,14,62,70,45,58,64,21,42,8,391
POA2849,0,5,0,0,0,7,0,5,0,13,3,4,0,3,0,6,0,0,3,23,29,107,88,49,74,114,42,134,18,653
POA2850,10,51,40,20,67,76,14,73,7,372,15,47,20,11,38,38,7,48,79,301,468,1236,1032,635,1453,1678,598,1640,184,8915
POA2852,0,11,5,11,10,10,5,11,0,65,4,13,4,5,5,6,0,3,13,59,86,223,181,111,227,280,112,321,39,1582
POA2864,0,4,0,0,3,0,0,8,0,9,0,4,0,0,3,5,0,5,0,20,19,58,39,27,49,76,38,79,4,391
POA2865,0,0,0,3,3,3,0,3,5,15,0,0,0,0,6,0,0,3,5,20,15,40,48,36,58,100,33,89,21,433
