POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA2329,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,4,3,3,0,3,..,31,6,40,0,37,..,13,0,8,201,214,1886,45,8,50,202,2138
POA2330,0,3,0,3,..,34,11,38,0,40,..,0,0,0,0,0,..,28,11,41,0,45,..,107,17,122,0,122,..,647,102,750,8,754,..,55,4,64,1136,1195,19497,704,105,811,1143,21445
POA2331,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,13,0,13,0,13,..,33,0,33,0,33,..,3,0,3,167,172,376,37,0,40,167,581
POA2333,5,15,0,18,..,34,5,33,0,33,..,0,0,0,0,0,..,6,0,6,0,6,..,101,12,111,6,117,..,566,52,616,3,625,..,34,0,31,1077,1108,12062,603,51,656,1077,13795
POA2334,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,5,5,10,0,10,..,13,5,15,0,14,..,97,14,109,0,108,..,9,0,10,102,109,3133,103,19,115,99,3349
POA2335,0,0,0,0,..,8,0,11,0,11,..,3,0,3,0,6,..,15,20,38,0,38,..,38,12,50,0,51,..,227,44,272,5,282,..,22,3,24,312,341,7505,248,47,295,326,8124
POA2336,4,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,5,17,0,17,..,49,15,64,0,64,..,0,0,0,139,144,2381,49,15,68,139,2589
POA2337,3,9,0,9,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,92,19,110,0,110,..,335,107,438,7,444,..,17,3,20,423,448,7173,350,109,455,427,8060
POA2338,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,31,3,38,0,38,..,7,0,7,140,144,1227,31,3,37,140,1403
POA2339,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,5,0,5,93,95,611,9,0,9,93,718
POA2340,4,29,0,29,..,44,11,56,0,54,..,4,0,4,0,4,..,206,145,350,0,349,..,576,81,657,21,680,..,2793,600,3390,59,3445,..,166,18,181,3492,3671,45313,2958,616,3573,3554,52436
POA2341,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,14,0,14,..,31,0,34,0,34,..,3,0,3,104,103,1343,30,0,32,104,1478
POA2342,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,34,34,429,5,0,5,34,465
POA2343,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,43,6,52,0,52,..,138,11,157,0,155,..,16,0,16,569,586,4121,153,11,168,569,4858
POA2344,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,27,26,635,11,0,11,27,674
POA2345,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,14,..,3,0,3,37,40,655,17,0,17,37,707
POA2346,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,4,19,0,19,..,50,10,63,0,63,..,4,0,4,273,273,2698,55,10,62,273,3033
POA2347,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,4,13,0,13,..,35,4,38,0,38,..,3,0,3,172,174,1647,36,4,45,172,1865
POA2350,0,23,0,25,..,31,0,32,0,36,..,7,0,12,0,12,..,74,18,91,0,91,..,631,258,888,9,901,..,2465,389,2850,29,2886,..,107,31,142,2361,2500,21526,2576,421,2996,2388,26911
POA2352,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,40,4,40,0,40,..,5,0,5,142,148,2752,43,4,48,142,2950
POA2353,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,14,0,16,0,15,..,3,0,3,75,79,1107,16,0,21,79,1201
POA2354,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,34,0,34,..,64,3,70,0,70,..,13,0,12,328,338,3076,76,6,83,328,3484
POA2355,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,52,52,567,9,0,9,52,627
POA2356,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,22,22,104,0,0,0,22,124
POA2357,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,6,31,0,31,..,130,6,133,0,133,..,13,5,15,600,619,3315,140,4,146,600,4069
POA2358,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,8,0,8,..,14,0,16,0,16,..,75,8,80,0,80,..,11,0,11,233,242,3402,80,8,86,237,3727
POA2359,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,6,0,6,96,92,604,12,0,12,96,710
POA2360,0,0,0,0,..,15,4,19,0,19,..,0,0,0,0,0,..,28,4,35,0,35,..,165,16,177,0,185,..,539,88,625,8,631,..,38,6,45,1298,1340,13021,575,90,665,1311,14995
POA2361,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,21,0,18,0,18,..,0,0,0,88,88,816,21,0,18,88,927
POA2365,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,66,23,84,0,84,..,130,30,164,0,169,..,4,3,8,474,482,3112,136,37,178,474,3762
POA2369,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,8,5,10,..,0,0,0,82,81,772,6,5,11,85,871
POA2370,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,45,8,47,0,50,..,173,15,190,0,189,..,30,3,34,861,891,6710,199,16,220,858,7785
POA2371,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,17,6,26,0,26,..,3,0,3,117,124,1010,21,6,27,117,1158
POA2372,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,25,0,25,..,119,10,133,0,135,..,24,0,24,368,393,4260,148,10,155,369,4789
POA2379,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,4,0,4,0,3,..,0,0,0,35,35,251,4,0,4,38,291
POA2380,0,8,0,8,..,5,0,6,0,6,..,5,0,5,0,3,..,5,5,11,0,11,..,80,11,90,3,97,..,329,47,377,6,388,..,25,3,34,938,972,9763,357,54,411,944,11118
POA2381,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,24,0,27,0,27,..,0,0,0,127,127,1150,24,0,27,127,1302
POA2382,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,17,0,17,..,6,0,6,166,176,1190,22,0,23,166,1381
POA2386,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,53,49,239,3,0,3,53,293
POA2387,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,36,36,158,4,0,4,36,201
POA2388,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,12,0,15,..,32,6,38,3,42,..,6,0,6,379,384,2128,40,6,46,381,2554
POA2390,0,9,0,9,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,48,10,57,4,59,..,220,28,249,5,251,..,10,0,10,724,736,7548,229,28,258,730,8540
POA2395,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,7,4,10,0,10,..,4,0,4,95,97,617,10,4,14,95,725
POA2396,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,13,0,13,..,0,0,0,93,102,724,12,0,9,93,834
POA2397,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,32,34,242,7,0,8,32,286
POA2398,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,78,78,175,0,0,0,78,248
POA2399,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,122,126,492,9,0,10,122,623
POA2400,0,11,0,11,..,17,5,17,0,17,..,0,0,0,0,0,..,6,4,8,0,8,..,81,0,81,0,81,..,357,30,381,3,389,..,26,3,27,1833,1866,7462,381,31,415,1834,9708
POA2401,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,6,..,0,0,0,0,6,..,0,0,0,5,5,291,0,0,0,4,299
POA2402,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,19,0,21,0,21,..,4,0,5,141,148,1581,28,0,26,141,1745
POA2403,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,136,140,584,0,0,0,136,719
POA2404,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,18,0,17,0,17,..,7,0,8,98,104,1553,23,0,24,98,1676
POA2405,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,8,..,0,0,0,155,155,334,4,3,8,155,500
POA2406,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,29,0,28,0,28,..,0,0,0,107,107,565,29,0,28,107,705
POA2408,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,5,..,0,0,0,69,68,233,11,0,8,69,310
POA2409,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,5,16,0,16,..,22,5,25,0,25,..,0,0,0,304,307,743,21,5,27,304,1072
POA2410,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,4,..,0,0,0,3,4,..,0,0,0,39,44,196,4,0,4,48,240
POA2411,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,19,19,80,0,0,0,19,104
POA2415,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,52,56,366,8,0,8,52,429
POA2420,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,34,0,34,0,34,..,18,0,14,180,194,3786,50,0,51,180,4016
POA2421,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,5,..,16,0,13,0,14,..,0,0,0,95,93,1956,17,0,19,98,2069
POA2422,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,18,0,18,..,92,13,100,0,101,..,11,0,14,332,346,5162,105,9,115,333,5608
POA2423,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,5,23,0,23,..,88,14,99,0,99,..,3,0,3,290,291,2911,89,14,102,290,3297
POA2424,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,43,46,428,8,0,8,43,480
POA2425,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,12,0,12,..,22,4,27,0,27,..,0,0,0,188,187,1808,24,4,27,188,2018
POA2426,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,13,0,13,0,13,..,0,0,0,46,47,787,13,0,14,46,850
POA2427,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,29,0,29,..,74,6,78,0,78,..,4,0,4,151,154,3228,78,6,75,151,3463
POA2428,0,0,0,0,..,29,6,39,0,39,..,0,0,0,0,0,..,24,0,30,0,35,..,117,10,131,5,135,..,783,86,869,19,886,..,109,20,126,1520,1641,22655,892,105,993,1535,25187
POA2429,0,0,0,0,..,11,0,14,0,14,..,0,0,0,0,0,..,0,0,5,0,5,..,58,6,56,3,62,..,205,11,221,4,220,..,15,0,17,634,650,8775,220,12,237,645,9650
POA2430,0,10,0,10,..,35,14,49,0,49,..,7,0,7,0,7,..,30,12,37,0,37,..,220,26,248,11,262,..,1230,129,1357,24,1382,..,102,8,102,2581,2686,32779,1329,137,1462,2607,36841
POA2431,0,0,0,0,..,15,3,16,0,16,..,0,0,0,0,0,..,0,0,3,0,3,..,26,7,27,0,27,..,142,13,150,0,152,..,14,0,14,323,336,5143,158,13,171,319,5628
POA2439,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,39,0,39,0,39,..,80,3,88,0,88,..,3,0,3,190,197,3747,82,3,87,190,4031
POA2440,0,0,0,0,..,11,5,17,0,21,..,0,0,0,0,0,..,0,0,9,0,9,..,188,6,193,17,202,..,574,93,664,21,684,..,74,6,75,2556,2632,19846,649,89,743,2580,23166
POA2441,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,4,0,3,..,20,0,25,0,25,..,102,4,109,0,108,..,16,0,16,260,275,3900,119,4,122,261,4288
POA2443,0,0,0,0,..,7,0,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,29,3,29,0,29,..,156,16,169,0,171,..,23,0,24,446,473,8099,173,21,192,451,8739
POA2444,12,49,3,51,..,72,12,88,0,88,..,21,6,31,0,31,..,69,17,82,0,82,..,451,60,511,19,528,..,2405,258,2662,31,2692,..,135,7,145,2221,2371,46057,2543,269,2809,2257,51117
POA2445,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,53,6,57,0,57,..,158,12,176,0,176,..,10,5,20,199,212,6961,171,16,191,199,7350
POA2446,0,0,0,0,..,18,0,17,0,15,..,0,0,0,0,0,..,4,0,7,0,7,..,89,15,98,3,104,..,285,24,309,9,317,..,27,0,29,756,787,13952,307,31,338,766,15054
POA2447,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,54,7,61,0,57,..,219,35,252,4,253,..,25,6,30,532,557,7001,243,41,285,532,7809
POA2448,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,0,4,7,0,7,..,79,10,91,3,96,..,272,47,320,9,325,..,32,0,34,703,740,8555,304,50,350,713,9618
POA2449,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,23,0,22,..,58,9,62,0,66,..,0,0,0,217,223,1878,58,10,68,223,2165
POA2450,0,12,0,12,..,64,11,74,0,74,..,4,0,4,0,5,..,40,16,52,0,57,..,1268,631,1902,48,1945,..,3367,943,4306,73,4380,..,166,29,190,2940,3135,39820,3528,969,4500,3017,47335
POA2452,0,3,0,3,..,23,7,24,0,24,..,4,0,4,0,4,..,17,0,17,0,17,..,143,31,167,9,179,..,545,72,621,12,628,..,50,5,60,798,862,13775,598,83,674,812,15260
POA2453,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,15,0,21,..,73,7,80,0,82,..,4,0,9,214,219,2485,76,14,84,217,2787
POA2454,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,84,9,99,0,94,..,318,20,337,6,341,..,17,0,20,597,614,6992,337,21,357,604,7953
POA2455,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,26,4,32,0,32,..,80,5,89,0,87,..,9,0,14,219,231,2872,89,10,100,217,3185
POA2456,0,4,0,4,..,16,4,19,0,19,..,7,0,7,0,7,..,8,4,18,0,15,..,214,39,251,5,255,..,1769,440,2212,27,2236,..,56,3,63,834,898,14001,1827,442,2274,862,17141
POA2460,0,3,0,3,..,17,7,21,0,23,..,4,0,4,0,4,..,24,4,28,0,28,..,215,15,230,0,230,..,743,86,830,13,842,..,75,10,83,2972,3059,27175,821,100,919,2987,31079
POA2462,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,10,0,10,..,35,7,42,0,39,..,3,0,5,135,146,2345,37,9,47,137,2529
POA2463,0,0,0,0,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,60,3,62,0,67,..,234,8,251,4,252,..,18,0,18,458,471,7579,254,12,264,461,8304
POA2464,0,0,0,0,..,16,5,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,45,0,53,0,51,..,216,23,239,3,245,..,18,0,20,405,424,6396,230,22,257,408,7058
POA2465,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,18,18,315,10,0,10,18,346
POA2466,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,21,0,21,..,8,0,6,108,117,1624,30,0,31,108,1765
POA2469,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,48,4,53,8,62,..,130,12,139,10,149,..,13,0,15,530,546,3663,141,15,153,540,4359
POA2470,0,0,0,0,..,6,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,98,17,113,0,118,..,308,33,340,10,344,..,62,9,69,1342,1411,13721,372,42,407,1347,15477
POA2471,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,32,4,39,0,43,..,59,3,69,0,68,..,3,3,12,336,345,2408,70,8,72,341,2821
POA2472,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,18,0,18,..,43,6,48,0,48,..,0,0,0,179,176,1766,43,6,50,179,1987
POA2473,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,43,5,42,6,48,..,76,3,83,6,86,..,11,0,11,264,278,2842,93,3,92,267,3203
POA2474,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,68,8,70,0,70,..,194,19,215,0,213,..,15,0,14,590,607,5673,215,18,230,590,6492
POA2475,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,8,0,8,31,37,361,13,0,13,31,399
POA2476,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,8,0,8,..,13,3,17,0,17,..,3,0,3,107,114,717,17,3,21,107,847
POA2477,0,3,0,3,..,26,0,21,0,21,..,0,0,0,0,0,..,6,0,6,0,6,..,124,14,131,4,135,..,467,37,503,7,509,..,23,0,24,543,572,11825,487,38,529,552,12899
POA2478,0,7,0,7,..,91,15,108,0,108,..,4,0,4,5,7,..,23,13,34,0,34,..,246,35,283,9,288,..,1466,140,1607,30,1633,..,86,5,92,1776,1864,28558,1555,144,1701,1798,32053
POA2479,0,0,0,0,..,8,5,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,59,9,64,4,69,..,259,24,284,8,294,..,57,0,54,552,602,4882,312,26,339,563,5780
POA2480,0,6,0,6,..,79,13,86,0,86,..,3,0,3,0,3,..,52,18,68,3,77,..,478,54,535,11,544,..,2212,199,2413,24,2436,..,113,6,117,3324,3442,40058,2320,200,2525,3356,45938
POA2481,0,3,0,3,..,31,3,31,0,31,..,3,0,3,0,5,..,12,3,15,0,15,..,232,13,246,4,247,..,1623,93,1718,13,1731,..,45,4,48,1259,1310,10623,1668,94,1758,1275,13659
POA2482,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,3,0,7,..,174,8,178,0,181,..,609,26,639,5,643,..,22,0,22,829,854,5463,631,26,659,840,6967
POA2483,0,0,0,0,..,13,3,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,163,13,172,5,176,..,796,50,844,5,847,..,37,4,40,1004,1038,9725,831,51,877,1006,11616
POA2484,0,7,0,7,..,31,7,39,0,39,..,0,0,0,0,0,..,7,9,8,0,8,..,125,19,141,4,147,..,769,87,854,17,874,..,61,0,61,1851,1915,17296,829,88,920,1872,20083
POA2485,0,0,0,0,..,41,4,40,0,40,..,8,0,8,0,8,..,14,0,14,0,14,..,106,13,119,6,125,..,1053,111,1169,21,1189,..,53,4,61,1268,1325,12835,1105,116,1222,1289,15349
POA2486,0,7,0,7,..,70,9,81,0,81,..,7,0,7,0,7,..,37,6,42,0,42,..,216,38,259,8,261,..,1485,158,1643,19,1658,..,81,14,95,1662,1755,29417,1562,170,1732,1684,32838
POA2487,0,7,0,9,..,19,0,18,0,18,..,4,0,4,0,4,..,4,0,4,0,4,..,106,6,111,4,115,..,549,36,587,6,595,..,60,0,62,715,782,13715,614,39,652,724,15090
POA2488,0,0,0,0,..,6,0,9,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,19,3,25,0,25,..,142,6,153,0,152,..,12,0,18,227,243,3122,156,7,169,230,3523
POA2489,0,3,0,3,..,16,5,16,0,16,..,0,0,0,0,0,..,9,0,10,0,10,..,52,3,61,0,55,..,264,18,284,5,290,..,27,0,25,408,436,7175,292,20,313,409,7894
POA2490,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,51,51,634,8,0,12,51,690
POA2500,0,99,0,103,..,174,51,233,3,233,..,167,44,212,0,212,..,313,62,372,6,380,..,928,268,1195,18,1214,..,8962,1689,10651,77,10728,..,176,35,206,2235,2444,30309,9136,1725,10858,2311,43472
POA2502,0,6,0,6,..,20,12,32,0,32,..,156,43,201,0,201,..,69,40,108,0,108,..,461,113,577,11,583,..,3195,1083,4270,31,4309,..,73,26,99,663,763,7478,3262,1109,4367,699,12551
POA2505,0,0,0,0,..,9,4,10,0,10,..,8,0,8,0,8,..,12,0,14,0,14,..,87,13,97,0,97,..,914,287,1199,13,1207,..,19,3,19,243,266,3617,931,287,1219,251,5088
POA2506,0,0,0,0,..,8,0,7,0,6,..,47,13,55,0,58,..,53,28,81,0,81,..,172,36,201,0,201,..,1302,238,1543,12,1547,..,34,3,33,432,472,5772,1334,246,1576,445,7798
POA2508,9,14,0,14,..,7,0,10,0,10,..,0,0,0,0,0,..,5,0,3,0,3,..,99,10,106,0,104,..,380,52,433,8,436,..,26,0,33,291,322,8587,412,53,459,295,9346
POA2515,0,9,0,9,..,21,0,21,0,21,..,0,0,0,0,0,..,12,9,15,0,15,..,119,7,127,0,128,..,634,37,676,9,679,..,34,3,31,331,369,10705,666,44,710,343,11745
POA2516,0,4,0,4,..,4,3,5,0,5,..,3,0,4,0,4,..,4,0,4,0,7,..,66,3,72,5,76,..,397,28,428,8,431,..,27,0,27,178,202,6161,419,28,456,186,6798
POA2517,0,5,0,5,..,17,3,24,0,24,..,3,0,3,0,3,..,22,14,37,0,37,..,116,14,134,3,137,..,735,93,831,9,842,..,43,3,47,483,531,12593,777,96,874,494,13959
POA2518,0,10,0,10,..,65,9,80,0,80,..,43,16,59,0,59,..,77,37,111,0,107,..,279,47,330,7,332,..,2027,347,2375,21,2392,..,68,7,74,899,975,16496,2096,357,2446,919,19864
POA2519,0,20,0,20,..,49,17,58,0,58,..,192,58,255,0,254,..,147,48,199,0,199,..,248,34,279,0,288,..,2682,465,3139,18,3162,..,52,14,63,678,741,13327,2731,469,3202,701,17227
POA2525,0,19,0,19,..,16,3,22,0,22,..,35,4,39,0,39,..,31,0,34,0,34,..,169,30,201,5,209,..,2096,264,2358,21,2379,..,37,8,50,347,395,9565,2131,276,2406,371,12335
POA2526,0,8,0,8,..,33,5,36,0,35,..,35,9,41,0,41,..,25,14,34,0,34,..,230,35,264,4,267,..,2149,334,2483,24,2502,..,55,8,62,582,645,13590,2204,340,2544,604,16736
POA2527,0,8,0,11,..,39,3,37,0,37,..,40,0,42,0,42,..,30,14,41,0,41,..,221,34,254,5,262,..,1498,168,1663,21,1680,..,82,9,93,913,1001,23393,1577,173,1754,931,26072
POA2528,0,5,0,5,..,45,15,62,0,71,..,117,32,149,0,147,..,32,16,51,0,51,..,238,49,285,9,293,..,1909,391,2302,28,2330,..,92,11,100,1472,1576,19830,2004,405,2403,1499,23735
POA2529,0,5,0,5,..,41,15,57,0,57,..,124,24,147,5,148,..,63,16,83,0,83,..,324,31,361,7,364,..,3129,434,3560,36,3597,..,103,15,116,1134,1252,24288,3236,448,3684,1170,29134
POA2530,0,21,0,21,..,34,7,40,0,40,..,56,9,64,0,64,..,68,20,95,0,95,..,376,50,428,11,438,..,2712,353,3063,40,3105,..,101,3,108,1122,1227,30707,2813,359,3171,1162,35038
POA2533,0,4,0,4,..,29,0,26,0,26,..,3,0,8,0,8,..,15,6,21,0,21,..,141,14,155,5,159,..,733,72,804,11,813,..,26,0,26,769,797,15566,761,72,840,776,17177
