LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA14550,62,48,8,12,0,0,11,171,0,0,0,17,14,21,8,0,0,0,0,0,69,0,0,0,0,3,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,43,12,33,12,0,0,0,0,19,134,0,0,0,4,0,0,0,0,0,0,0,69,73,3,0,14,93,60,207,223,69,46,30,8,141,901,0,0,0,0,7,14,8,3,5,0,0,7,61,0,0,12,24,12,21,3,0,0,0,0,10,92,0,0,4,0,4,0,0,0,0,0,0,0,11,0,0,14,15,7,0,0,0,0,0,0,7,45,0,0,50,67,49,36,11,0,0,0,0,21,240,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,89,113,84,69,28,11,5,0,0,57,457,20,8,159,525,272,522,416,129,78,50,17,295,2478,0,3,0,6,5,21,49,27,23,19
LGA14600,33,39,4,11,3,5,10,131,0,0,0,3,0,6,4,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,5,0,3,0,0,0,0,12,5,0,9,9,9,15,3,3,3,0,0,16,66,0,0,0,0,0,5,0,0,0,0,0,46,52,11,4,22,30,49,130,185,60,40,32,20,124,708,0,0,5,4,9,18,11,0,0,0,0,9,53,0,0,6,3,6,17,3,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,0,0,0,0,0,0,14,4,0,50,36,21,14,9,0,0,0,0,29,163,0,0,0,0,0,0,0,0,0,0,0,7,8,5,4,71,45,42,49,16,3,0,0,0,55,294,42,10,125,231,165,325,338,107,63,53,32,261,1745,0,0,0,0,4,20,45,37,24,16
LGA14650,734,1344,268,735,229,86,329,3918,3,0,14,98,105,253,230,79,48,34,6,107,989,3,0,4,20,23,76,100,27,40,17,6,46,357,0,0,0,9,0,19,47,37,30,50,26,48,260,16,5,56,235,209,474,425,115,46,37,15,233,1859,3,0,0,4,5,16,19,3,3,0,0,1292,1342,58,17,126,467,564,2476,5533,3178,2658,2870,1067,3249,22259,4,5,27,78,228,639,776,175,161,64,18,296,2465,0,14,152,460,440,514,240,56,24,9,0,200,2124,5,0,16,33,41,52,37,8,9,3,0,54,270,8,10,101,124,39,47,19,3,0,0,0,46,401,54,43,584,931,606,734,316,73,35,9,10,378,3776,0,0,5,8,7,15,3,0,0,0,0,110,157,79,83,892,1640,1356,2012,1399,319,230,89,27,1089,9201,303,121,1588,6183,4128,8511,10703,5373,4014,4158,1481,6015,52587,4,0,0,11,8,64,639,902,718,641
LGA14700,62,159,41,415,125,90,45,970,0,0,7,4,12,24,18,7,12,21,15,11,143,0,0,0,0,0,9,5,4,8,3,3,3,40,0,0,0,0,0,0,6,0,4,3,7,5,32,4,3,8,7,9,17,37,17,19,19,14,20,179,0,0,0,0,0,0,0,0,0,0,0,240,245,16,11,20,36,46,167,429,322,752,916,909,534,4157,0,3,0,8,18,61,117,22,86,17,3,55,385,0,0,19,32,30,33,40,12,15,4,3,33,224,0,0,0,3,0,3,4,5,6,0,0,0,27,4,0,7,4,6,3,4,0,0,3,0,0,28,24,7,21,39,14,48,41,19,11,7,0,41,271,0,0,0,0,0,0,0,0,0,0,0,0,3,31,12,53,78,63,158,203,60,117,32,11,127,944,92,28,113,268,217,678,1118,750,1209,1501,1325,900,8207,0,0,0,3,0,7,92,212,248,393
LGA14750,70,73,14,10,4,0,14,211,0,0,3,9,11,12,3,0,0,0,0,5,42,0,0,0,0,4,4,0,0,0,0,0,4,15,0,0,0,0,0,5,0,0,3,0,0,4,15,3,0,3,18,18,36,15,0,0,0,0,17,107,0,0,0,0,0,0,0,0,0,0,0,70,73,13,4,17,48,52,222,340,160,82,71,19,182,1206,0,4,0,10,23,40,29,0,3,0,0,17,128,0,0,12,24,18,23,5,4,0,0,0,10,92,0,0,0,6,0,0,0,0,0,0,0,4,11,0,3,6,10,0,0,0,0,0,0,0,4,30,3,0,44,50,37,31,17,4,0,0,0,14,201,0,0,0,0,0,0,0,0,0,0,0,14,13,3,9,66,93,72,94,55,6,8,0,0,55,466,28,13,120,342,238,506,617,249,129,113,25,321,2700,3,0,0,3,7,9,94,76,27,29
LGA14850,244,232,38,65,29,8,54,744,0,0,5,39,46,110,47,6,11,0,0,19,289,0,0,0,7,6,18,15,3,0,0,0,6,56,0,0,0,0,4,6,8,9,3,6,3,8,43,5,3,25,83,58,104,85,11,5,4,0,35,416,0,0,0,0,0,4,0,0,0,0,0,231,238,15,13,50,193,219,872,1250,500,308,278,81,543,4322,0,3,8,33,73,185,147,26,13,3,0,62,554,0,5,54,181,113,138,47,7,4,0,0,43,593,0,3,6,6,10,12,11,0,0,0,0,13,57,0,3,47,68,7,14,0,0,0,0,0,18,161,16,5,167,289,154,171,65,9,3,4,0,92,978,0,0,0,3,0,3,0,0,0,0,0,27,35,17,23,279,573,360,526,268,42,25,9,0,246,2375,70,38,466,1559,1026,2392,2473,901,470,431,127,1127,11075,4,0,0,9,15,46,236,185,103,80
LGA14870,84,129,18,90,18,3,28,398,0,0,10,9,10,20,10,0,3,0,0,18,77,0,0,0,0,4,10,9,6,6,3,0,3,40,0,0,0,0,0,4,4,0,6,8,0,6,24,0,0,14,44,26,55,29,8,3,0,0,24,206,0,0,0,0,0,4,0,0,0,0,0,110,118,9,0,25,76,67,271,464,216,272,272,74,292,2044,0,0,4,12,21,61,49,9,4,3,4,28,191,0,3,19,52,31,31,8,3,3,0,0,12,173,0,0,0,6,5,10,0,0,0,0,0,0,24,0,0,16,21,8,0,0,0,0,0,0,4,53,7,4,102,124,78,78,37,8,0,0,0,50,496,0,0,0,3,3,0,0,0,0,0,0,9,21,13,13,147,215,148,184,100,19,11,6,6,105,963,34,19,250,808,402,868,917,393,396,415,108,605,5215,0,0,0,8,4,12,68,84,39,59
LGA14900,1531,1868,453,654,252,76,431,5937,10,17,75,253,208,392,253,70,54,33,6,123,1496,0,0,22,49,40,139,143,35,23,20,3,93,568,0,0,0,6,0,24,80,56,30,41,16,58,317,92,36,261,621,421,842,668,189,92,102,27,422,3753,4,3,14,11,24,46,32,17,7,4,0,1214,1379,189,83,439,1233,1255,4024,6410,3530,2490,2453,995,3329,26421,8,12,17,78,217,578,598,210,141,77,17,215,2181,0,12,124,260,212,298,177,48,30,12,6,136,1316,4,0,14,18,19,50,43,12,11,3,0,39,214,24,18,126,116,32,50,36,8,6,0,4,43,464,102,72,741,867,500,694,445,120,73,47,15,406,4072,5,0,8,4,5,21,10,6,0,0,0,179,230,134,122,1026,1353,986,1702,1305,402,259,133,35,1027,8485,558,242,1923,4727,3073,7475,9758,5235,3311,3174,1202,5279,45959,0,0,0,6,11,67,546,802,612,565
LGA14920,52,53,8,11,4,0,11,157,0,0,0,6,6,15,4,4,0,0,0,0,35,0,0,0,0,3,4,0,0,0,0,0,6,22,0,0,0,0,0,4,5,0,0,0,0,4,12,0,0,7,8,6,25,15,0,6,0,0,15,76,0,0,0,0,0,0,0,0,0,0,0,48,52,4,0,15,32,39,158,192,70,53,30,14,138,748,0,0,0,0,12,19,11,0,3,0,0,9,65,0,0,9,18,14,10,4,0,0,0,0,6,63,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,4,11,5,3,0,0,0,0,0,0,25,4,0,42,43,37,22,11,0,0,0,0,19,182,0,0,4,0,0,0,0,0,0,0,0,4,3,4,0,59,77,68,56,31,6,3,0,0,40,346,18,5,100,340,208,403,388,119,92,73,24,269,2038,4,0,0,6,4,20,41,44,16,19
LGA14950,20,17,0,0,0,0,3,63,0,0,0,0,5,9,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,9,6,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,24,24,3,0,6,23,24,72,87,27,13,22,3,67,351,0,0,0,0,4,3,9,3,0,0,0,0,22,0,0,5,4,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,11,7,8,0,0,0,4,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,16,18,10,3,0,4,0,8,91,11,7,40,108,69,170,170,56,27,30,14,107,798,0,0,0,0,0,11,27,8,3,6
LGA15050,352,638,131,427,105,32,119,1880,0,0,3,24,35,97,81,19,18,9,0,30,319,0,0,0,6,4,23,37,6,23,12,0,21,140,0,0,0,0,0,7,26,14,10,6,3,16,87,3,0,25,81,60,163,118,38,14,9,9,70,603,0,0,0,0,5,5,8,0,0,0,0,443,466,17,15,38,137,169,970,2142,1271,1196,1151,438,1074,8622,0,0,6,33,76,224,262,58,71,25,6,84,854,0,0,56,174,142,151,78,13,4,5,0,68,694,3,0,3,5,11,11,21,8,0,0,0,11,72,0,3,57,55,19,13,8,0,0,0,0,9,174,16,13,237,308,225,249,100,17,12,3,5,138,1331,4,0,6,10,3,0,6,0,0,0,0,55,76,25,25,365,582,477,659,462,98,96,32,10,361,3197,98,50,536,1882,1239,2793,3885,2061,1754,1640,567,1982,18495,0,3,3,3,7,25,331,455,301,287
LGA15240,383,384,59,100,25,4,107,1227,4,0,11,77,66,191,90,16,4,7,0,52,521,3,0,5,16,16,49,40,3,13,7,0,17,158,0,0,0,0,0,13,17,13,0,0,0,17,60,11,3,58,209,142,320,151,24,11,0,4,118,1059,0,0,0,8,4,10,17,3,0,0,0,500,546,29,22,109,430,439,1619,2027,783,410,337,100,1187,7483,0,6,16,58,111,188,174,24,25,5,0,88,693,0,17,86,269,212,177,60,4,5,5,0,97,931,0,0,11,17,13,16,9,0,0,0,0,21,98,3,9,99,102,29,31,5,0,4,0,0,33,308,27,27,335,574,385,329,93,15,6,0,0,221,2015,4,0,4,3,5,6,0,0,0,0,0,48,71,39,60,547,1029,750,743,348,42,42,11,4,507,4119,212,102,1144,4624,2797,5010,4157,1385,746,645,211,2753,23779,10,3,4,17,27,76,380,240,138,131
LGA15270,101,151,27,109,22,9,44,502,0,0,7,8,12,43,25,7,7,0,0,8,119,0,0,0,0,4,7,4,0,8,0,0,7,31,0,0,0,0,0,0,6,5,6,4,0,0,22,3,0,13,50,36,56,34,4,4,0,4,32,236,0,0,0,0,0,0,0,0,0,0,0,156,164,9,0,28,94,103,344,587,262,279,230,71,398,2405,0,0,3,18,24,51,62,3,14,3,0,22,195,0,6,33,48,42,45,11,5,3,0,0,13,210,0,0,3,0,0,5,4,0,0,0,0,7,22,0,3,16,11,5,0,0,0,0,0,0,3,44,3,7,87,94,71,64,18,5,0,0,0,61,412,0,0,0,0,0,0,0,0,0,0,0,11,17,10,15,146,181,147,166,96,7,16,4,0,121,904,47,27,269,834,473,982,1092,472,424,384,111,789,5896,3,3,0,9,16,30,123,92,58,70
LGA15300,78,76,8,15,13,0,33,259,0,0,0,3,8,6,6,0,0,0,0,6,37,0,0,0,0,0,3,5,0,0,0,0,3,25,0,0,0,0,0,0,4,0,0,3,0,8,13,0,0,10,22,24,35,12,0,0,0,0,14,127,0,0,3,0,0,6,3,0,0,0,0,81,94,10,3,17,47,64,236,347,153,107,100,48,246,1387,0,0,4,13,23,36,20,8,0,3,0,21,137,0,0,10,33,24,26,10,0,0,0,0,10,111,0,0,0,9,0,0,0,0,0,0,0,4,17,0,0,14,11,0,6,0,0,0,0,0,9,41,4,0,76,79,38,47,11,0,0,0,3,45,312,0,0,5,0,0,0,0,0,0,0,0,29,37,6,3,103,138,87,118,51,14,6,3,5,115,650,42,14,167,364,224,559,676,297,160,184,87,484,3256,5,3,0,6,4,18,107,81,52,44
LGA15350,32,71,26,500,130,142,78,994,0,0,0,0,9,5,12,12,33,19,32,26,145,0,0,0,0,0,4,3,0,16,4,11,5,41,0,0,0,0,0,0,0,3,5,3,11,9,31,8,3,8,4,0,12,21,14,16,20,32,21,168,0,0,0,0,0,0,0,0,0,0,3,259,262,23,5,18,16,18,91,220,137,722,604,853,533,3234,0,0,0,0,6,37,69,12,95,14,5,34,280,0,0,3,25,16,34,41,12,28,4,4,16,183,0,0,0,3,0,4,5,0,3,0,0,0,17,0,0,6,3,0,4,0,0,5,0,0,0,28,15,8,14,41,15,31,41,13,26,9,4,36,252,0,0,0,0,0,0,0,0,0,0,0,3,8,22,10,25,69,42,112,154,39,164,33,4,84,771,78,24,68,157,124,432,800,468,1257,1246,1423,859,6937,0,0,0,0,3,3,47,110,113,201
LGA15520,44,43,5,10,3,0,25,167,0,0,0,5,3,14,3,4,0,0,0,3,34,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,3,6,3,14,13,0,3,0,0,7,55,0,0,0,0,0,0,0,0,0,0,0,69,71,7,0,15,36,55,199,283,122,67,67,15,198,1063,0,3,4,6,14,28,25,0,0,0,0,17,101,0,0,7,19,13,13,10,0,0,0,0,10,71,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,0,0,4,14,0,0,28,33,8,22,7,0,0,0,0,17,129,0,0,0,0,0,0,0,0,0,0,0,8,8,3,4,45,65,43,59,43,4,0,0,0,59,331,50,7,118,470,278,591,586,210,118,110,37,406,2980,6,0,0,12,9,32,88,71,42,27
LGA15560,33,26,0,3,4,0,11,82,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,4,8,0,0,0,3,0,9,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,15,23,14,83,133,44,19,10,3,80,414,0,0,0,4,3,21,9,8,3,0,0,0,40,0,0,0,10,4,6,0,0,0,0,0,5,34,0,0,6,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,17,12,7,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,20,35,5,4,3,0,0,16,140,26,0,38,130,81,196,220,69,33,22,5,137,971,5,0,0,6,0,8,28,28,15,10
LGA15650,61,126,29,150,29,6,19,451,0,0,0,8,4,11,9,3,7,0,0,7,56,0,0,0,3,0,4,8,0,11,3,0,5,37,0,0,0,0,0,0,6,4,0,6,0,0,29,0,0,3,21,17,25,9,4,0,0,5,13,95,0,0,0,0,0,0,0,0,0,0,0,79,82,6,9,7,47,52,169,369,198,344,281,104,225,1789,0,0,5,5,17,48,40,8,22,7,0,30,184,0,0,18,34,26,24,12,4,8,0,0,17,140,0,0,0,4,0,4,0,0,0,0,0,5,14,3,0,14,14,4,0,0,0,0,0,0,3,47,5,11,55,71,47,37,11,0,0,0,0,24,258,0,0,0,0,3,3,0,0,0,0,0,13,12,3,12,96,128,92,119,75,17,27,5,0,87,664,20,19,136,374,252,476,710,375,521,444,175,433,3934,0,0,0,4,8,20,69,55,68,74
LGA15700,97,82,12,20,0,0,20,250,0,0,7,23,15,48,28,3,0,3,0,14,140,0,0,0,0,0,9,12,0,4,0,0,6,40,0,0,0,0,0,8,7,0,5,0,0,4,14,0,0,9,46,41,52,28,4,4,0,0,23,211,0,0,0,0,0,0,0,0,0,0,0,97,101,4,6,25,102,107,389,409,137,64,45,29,225,1539,0,0,5,15,23,45,33,0,0,5,0,17,136,0,0,24,67,43,49,17,0,0,0,0,24,223,0,0,3,4,4,5,6,0,0,0,0,4,24,0,3,23,31,9,3,0,0,0,0,0,10,87,4,5,95,166,74,86,17,3,0,0,3,60,508,0,0,0,0,4,5,0,0,0,0,0,17,24,9,9,158,281,152,183,63,3,4,3,0,128,992,37,15,292,1090,617,1131,806,229,105,86,51,574,5034,0,4,0,7,4,15,71,49,22,10
LGA15750,66,91,18,34,8,0,17,251,0,0,0,12,3,20,15,0,4,0,0,3,54,0,0,0,0,0,9,0,0,4,0,0,9,18,0,0,0,0,0,0,7,3,0,0,0,12,21,4,0,3,16,18,30,13,0,0,0,0,18,103,0,0,0,0,0,0,0,0,0,0,0,90,94,10,3,17,49,50,221,370,181,128,97,38,270,1437,0,0,7,8,22,31,33,5,8,6,0,17,131,0,0,9,23,12,20,4,0,0,0,0,9,86,0,0,0,9,0,6,3,0,0,0,0,5,22,0,0,16,13,5,0,0,0,0,0,0,3,41,6,3,47,55,36,32,16,5,0,0,0,24,228,0,0,0,0,0,0,0,0,0,0,0,20,20,6,9,77,112,70,93,56,12,9,6,0,77,529,49,11,141,424,236,578,719,321,197,157,59,502,3390,4,0,0,3,6,29,73,79,51,45
LGA15800,24,24,5,3,0,3,8,86,0,0,0,3,3,4,0,0,0,0,0,0,15,0,0,5,0,0,7,3,0,0,0,0,0,20,0,0,0,0,0,0,4,3,0,0,0,5,10,0,0,0,10,3,12,8,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,48,47,0,0,7,26,28,109,172,80,27,31,11,113,605,0,0,3,0,13,10,15,4,0,0,0,10,56,0,0,11,11,9,13,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,0,5,0,0,0,0,0,8,24,0,4,23,29,24,19,5,0,0,0,0,11,117,0,0,0,0,0,0,0,0,0,0,0,10,14,0,5,50,57,46,45,20,4,0,0,0,37,259,16,5,87,223,140,266,304,128,43,42,16,208,1484,0,0,0,5,5,20,36,22,14,15
LGA15850,30,35,3,5,0,0,7,107,0,0,0,3,0,4,3,0,0,0,0,4,16,0,0,0,0,0,4,5,0,0,0,0,3,17,0,0,0,0,0,4,4,0,0,0,0,3,13,0,3,9,11,11,3,5,0,0,0,0,8,51,0,0,0,0,0,0,0,0,0,0,0,46,52,5,3,16,17,24,101,177,73,44,39,14,135,664,0,0,8,4,15,24,17,5,0,0,0,8,79,0,0,3,16,9,11,5,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,10,11,0,7,4,0,0,0,0,0,32,8,0,36,52,24,24,6,0,0,0,0,20,167,0,0,0,0,0,0,0,0,0,0,0,4,6,8,5,49,82,54,75,30,4,0,0,0,47,345,27,11,96,216,151,319,357,127,67,66,21,261,1715,4,0,0,3,0,24,38,35,20,24
LGA15900,490,937,221,625,194,65,202,2862,0,0,23,76,74,166,164,44,45,21,14,53,676,3,0,3,10,17,44,66,14,25,10,3,20,214,0,0,0,5,0,10,35,42,19,40,11,26,182,19,5,40,180,126,284,269,70,29,26,10,152,1211,0,0,0,6,3,8,9,3,4,0,0,853,889,38,9,94,340,367,1601,3606,2270,2027,2143,882,1992,15368,7,5,16,65,156,521,584,169,155,56,5,243,1972,0,12,121,335,328,344,170,36,17,15,0,155,1536,0,0,12,25,22,42,47,7,8,4,0,39,211,11,7,100,81,36,29,17,0,0,0,0,24,316,54,23,433,637,437,581,292,62,18,16,4,295,2867,3,0,3,9,3,12,9,4,0,0,0,87,127,83,52,686,1152,975,1526,1117,272,202,94,8,849,7025,230,81,1133,3859,2475,5579,7556,4211,3234,3410,1341,3996,37097,0,0,0,3,9,55,525,851,732,719
LGA15950,87,196,47,570,147,106,87,1270,0,0,0,15,16,23,22,18,31,24,18,20,189,0,0,0,0,0,5,5,0,20,14,10,6,65,0,0,0,0,0,0,10,0,5,19,14,6,54,16,0,10,12,8,28,35,17,26,15,19,28,217,0,0,0,0,0,0,0,0,8,0,0,325,334,29,6,28,40,54,214,497,308,944,1023,1065,610,4825,3,6,4,18,20,82,189,36,197,56,14,72,705,0,0,10,26,21,57,75,15,22,9,3,38,282,0,0,0,0,0,6,8,5,7,0,0,12,37,11,6,10,13,6,5,5,0,4,0,0,4,54,28,10,44,36,38,79,54,24,26,20,5,47,409,0,0,0,0,0,0,0,0,0,0,0,8,10,47,21,67,90,81,225,333,80,261,90,19,191,1500,132,35,181,350,314,1067,2002,1425,2262,3073,2799,1580,15210,0,0,0,0,3,20,170,497,596,1164
LGA15990,566,1200,326,2595,590,386,418,6316,5,0,25,86,70,212,269,133,159,127,89,153,1324,3,0,14,8,11,35,63,21,102,21,16,58,361,3,0,3,3,3,24,54,52,33,63,47,65,340,45,13,57,96,77,263,366,168,143,118,89,206,1627,3,0,3,0,4,9,11,10,18,4,9,1807,1874,115,48,167,306,422,1975,5014,3475,5811,6216,4185,4430,32169,3,9,31,64,139,538,847,236,480,164,38,387,2939,8,28,120,293,272,474,351,75,72,33,4,246,1976,0,3,13,11,27,34,31,9,12,6,0,41,187,8,18,44,48,21,41,21,8,6,0,4,30,246,83,38,234,339,242,500,360,100,83,48,16,268,2306,4,0,4,6,0,8,13,0,3,0,0,77,102,107,91,437,757,706,1594,1621,422,647,248,60,1048,7752,473,180,1051,2920,2470,7157,11104,6797,8482,9442,6121,7481,63684,3,4,0,8,5,73,651,1145,1043,1514
LGA16100,33,44,3,10,9,0,5,113,0,0,0,4,0,4,9,0,0,0,0,0,20,0,0,0,0,0,3,0,5,6,0,0,0,15,0,0,0,0,0,5,0,0,0,4,0,0,6,0,0,0,9,4,11,9,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,40,42,4,0,0,18,13,95,173,72,44,49,15,85,571,0,0,0,5,4,15,12,0,0,0,0,0,37,0,0,5,7,0,12,4,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,0,17,3,0,15,15,16,14,8,4,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,28,32,30,35,25,4,0,0,0,21,178,14,3,52,158,91,271,316,122,68,64,27,164,1351,0,0,0,8,4,13,28,33,23,22
