LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA14550,19,10,7,23,37,37,18,0,0,150,282,163,151,225,321,349,243,170,62,1977,0,0,0,0,0,0,0,0,0,0,6,3,4,11,14,8,5,8,0,60,0,0,0,0,0,0,0,0,0,0,360,201,131,192,320,293,163,117,40,1816,0,0,0,0,0,0,0,0,0,4,10,0,0,3,0,0,0,0,0,19,7,12,9,8,12,9,10,0,3,51,0,0,0,0,0,0,0,0,0,0,19,0,4,10,8,7,4,0,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,3,0,0,14,60,47,26,22,24,16,7,6,0,217,71,28,35,48,84,133,87,48,22,557,0,4,0,0,5,5,0,0,0,20,4,3,0,6,4,8,12,0,0,56,75,77,40,79,134,122,102,80,34,734,45,19,19,25,30,41,30,9,0,209,4,3,0,0,3,14,6,3,0,33
LGA14600,5,4,4,0,3,3,0,0,0,21,336,181,222,209,273,281,201,146,49,1889,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,4,0,0,0,34,44,33,43,13,14,13,5,5,0,177,469,240,181,245,242,242,195,100,37,1950,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,3,3,0,0,21,3,0,0,5,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,3,6,3,0,21,0,0,0,0,0,0,0,0,0,5,0,3,3,0,7,0,0,0,0,17,22,9,3,6,13,8,0,0,0,64,65,28,43,48,83,93,73,61,29,526,0,0,0,0,0,0,0,0,0,0,6,3,4,6,0,3,0,3,0,26,83,53,49,56,76,81,71,31,21,520,32,17,14,24,19,16,7,7,0,143,0,0,0,0,4,0,0,0,0,3
LGA14650,166,153,198,268,280,188,50,20,0,1327,7392,4748,4361,6643,7199,7509,6026,3944,1601,49429,0,0,0,0,0,0,0,0,0,0,884,531,416,569,663,680,548,316,124,4730,50,27,23,21,26,23,19,14,13,219,8598,5893,4400,5664,6184,5432,3813,2353,828,43156,12,15,0,14,32,17,19,35,12,155,248,165,187,252,221,239,161,109,35,1614,149,84,96,112,121,101,76,48,17,801,58,64,40,56,71,48,30,17,11,392,68,60,37,86,97,132,117,91,50,736,0,9,0,0,5,5,0,0,0,20,67,41,46,43,43,39,29,23,7,334,588,419,328,335,377,280,132,75,18,2549,527,437,408,727,1159,1352,1120,824,309,6858,199,151,114,148,180,164,134,98,28,1218,634,541,412,407,398,397,346,275,130,3544,1756,1543,988,1587,2156,2453,1996,1504,642,14623,931,654,464,537,612,516,287,189,130,4311,109,71,52,74,52,43,37,25,11,487
LGA14700,78,71,167,188,118,122,36,28,7,824,992,441,593,906,792,672,511,331,287,5525,0,0,0,0,0,0,0,0,0,0,40,14,58,52,25,20,29,18,4,256,0,0,0,0,0,0,0,3,0,4,2257,1243,1136,1381,1340,900,569,319,180,9323,4,0,7,4,8,10,3,4,0,45,139,71,89,123,105,62,63,49,10,704,0,5,13,7,8,3,0,0,0,32,0,3,3,0,0,4,0,0,0,19,33,9,22,35,25,26,19,17,3,190,20,8,27,13,17,17,25,14,0,144,9,4,14,3,3,13,6,4,0,60,38,35,53,29,34,22,6,7,0,214,82,50,65,132,121,112,99,77,45,784,0,0,4,4,3,3,0,0,0,20,3,3,12,8,0,0,0,0,0,28,133,61,101,148,172,125,108,76,58,972,61,59,86,68,49,55,25,10,6,426,4,6,5,5,3,4,0,5,0,43
LGA14750,3,4,13,5,9,0,0,0,0,28,500,322,233,326,373,330,256,152,59,2549,0,0,0,0,0,0,0,0,0,0,0,5,6,10,11,5,5,3,0,53,38,34,15,14,15,5,7,0,0,135,1048,665,364,526,598,385,330,176,48,4156,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,5,0,0,0,26,9,3,0,7,3,3,0,3,0,39,0,0,0,0,0,4,0,0,0,9,16,11,4,19,15,13,7,0,0,91,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,33,9,5,3,22,10,6,5,5,98,107,80,54,95,126,125,117,79,29,819,4,0,4,3,9,12,6,0,0,48,11,4,0,3,3,5,0,4,0,25,91,69,53,66,80,86,66,44,15,574,40,18,7,22,16,8,4,3,0,113,4,0,4,0,0,0,0,0,0,8
LGA14850,99,74,94,140,157,152,45,0,0,754,1085,852,622,1022,1379,1282,872,621,259,7992,0,0,0,0,0,0,0,0,0,0,54,39,42,53,63,67,36,23,8,378,0,0,0,0,0,0,7,0,0,12,2229,1481,1008,1183,1583,1323,830,596,229,10472,20,9,14,5,13,12,11,6,4,82,20,14,6,14,20,14,5,5,0,103,35,29,25,29,25,33,34,10,5,232,22,21,11,5,15,9,4,6,0,87,23,12,6,12,26,27,14,13,0,133,0,0,0,0,0,0,0,0,0,0,24,10,13,8,5,9,10,3,0,84,93,84,55,51,65,66,20,3,0,449,276,207,159,262,431,426,314,220,108,2395,22,16,8,21,12,17,18,16,6,131,80,44,31,47,50,42,31,27,6,357,337,280,189,283,471,453,320,244,99,2662,250,126,109,121,137,127,57,30,9,954,60,21,29,23,21,23,10,3,0,194
LGA14870,32,13,15,30,21,35,12,5,0,155,668,476,430,661,872,861,636,381,135,5111,0,0,0,0,0,0,0,0,0,0,66,48,30,38,46,35,41,26,8,333,47,30,13,18,11,14,9,11,7,157,1180,689,510,637,781,690,559,250,83,5369,0,0,0,0,0,0,0,0,0,7,4,0,3,12,14,11,7,8,0,61,20,11,8,15,14,22,12,3,0,93,4,0,0,3,3,3,8,0,0,20,0,3,6,9,8,9,11,10,4,58,0,0,5,0,0,0,0,0,0,7,4,0,3,4,8,5,0,0,0,23,14,6,14,17,16,21,5,9,0,112,100,61,61,146,167,206,157,86,34,1026,7,14,13,13,15,20,21,9,0,106,9,11,11,10,11,5,14,4,0,73,231,149,115,152,230,247,211,129,51,1509,72,43,34,44,55,54,27,9,4,342,0,3,0,0,4,0,3,0,0,7
LGA14900,2222,1507,1529,1883,1806,1033,323,160,49,10508,3272,2287,2191,2987,3035,2436,1699,1014,343,19263,275,185,206,175,178,122,49,22,4,1204,611,371,412,365,373,293,134,70,28,2650,3,6,8,4,12,8,3,3,0,39,13175,8350,7607,8539,8144,5904,3832,2094,637,58285,27,17,32,20,22,29,18,8,0,168,2845,1791,1943,2339,1814,1446,835,369,62,13446,111,111,191,170,124,107,84,36,13,942,299,185,144,129,115,49,24,19,0,967,44,28,40,62,66,71,61,59,27,453,406,296,219,212,267,145,62,36,3,1648,136,83,76,76,78,54,21,6,4,559,674,457,389,386,365,217,75,32,10,2589,246,220,235,275,417,361,229,160,53,2211,56,23,38,26,34,28,21,16,5,240,136,69,75,70,66,54,29,13,7,516,446,308,321,335,355,291,170,92,39,2363,783,537,477,421,371,212,92,38,12,2941,99,51,55,60,59,30,23,14,6,399
LGA14920,4,0,0,0,0,0,0,0,0,14,569,302,267,401,448,495,370,244,97,3182,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,14,4,0,0,43,0,0,0,0,0,0,0,0,0,0,346,203,160,222,247,250,216,107,36,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,7,3,7,10,0,5,3,42,0,4,0,3,5,0,8,0,0,15,3,0,0,0,5,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,10,28,4,9,4,12,13,0,3,0,72,15,13,19,32,45,64,46,31,5,265,0,0,3,3,7,3,0,0,0,18,0,4,0,0,5,3,7,5,0,15,41,46,37,46,70,80,71,37,13,433,23,15,15,4,7,17,13,5,0,103,8,0,0,0,0,6,0,0,0,16
LGA14950,0,0,4,4,0,0,0,0,0,9,81,55,36,86,106,105,74,56,20,620,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,237,100,74,112,129,104,79,47,24,913,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,17,20,22,24,19,9,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,7,9,8,7,0,0,0,50,37,19,10,35,44,46,37,32,15,274,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,3,0,6,65,35,20,48,44,64,45,28,13,368,5,0,4,4,6,6,8,0,0,24,0,0,0,0,0,0,0,0,0,0
LGA15050,38,44,42,60,66,38,11,3,0,293,3599,2251,2382,2869,2766,2549,1703,1000,391,19512,0,0,0,0,0,0,0,0,0,0,316,188,193,207,225,155,81,34,18,1420,31,34,32,10,21,9,0,5,3,142,4692,2673,2343,2728,2656,2060,1285,806,273,19508,5,5,11,7,16,25,18,10,3,103,27,24,19,33,26,17,25,6,5,198,40,23,34,20,34,46,17,8,0,216,56,15,26,16,9,14,10,4,4,152,23,20,25,29,37,30,20,17,12,200,4,0,7,3,0,0,4,0,0,15,48,19,28,21,22,15,8,9,0,171,170,95,80,87,86,68,28,8,6,633,230,207,218,340,413,461,303,212,79,2467,75,65,30,69,63,66,40,40,11,461,41,28,21,33,30,36,15,12,0,217,675,507,380,551,695,646,504,268,112,4337,375,189,188,220,156,125,53,21,4,1342,3,8,11,3,7,8,3,0,3,49
LGA15240,78,63,61,93,137,122,27,5,4,599,4049,2180,1761,2960,3874,4912,4690,2971,1116,28521,0,0,0,0,0,0,0,0,0,0,278,155,111,168,226,274,265,179,57,1711,4,0,0,0,0,0,0,5,7,12,2928,1805,1234,1927,2460,2676,2553,1415,361,17350,31,15,14,21,30,30,30,25,9,199,19,21,13,28,45,36,40,17,7,229,127,66,60,82,86,84,50,34,6,597,32,13,11,30,23,41,43,36,4,243,28,12,6,21,34,49,80,42,6,284,5,0,6,0,0,5,0,0,0,21,21,13,7,11,14,25,29,17,4,142,97,65,43,56,97,89,59,23,9,526,235,185,149,305,593,795,772,542,193,3763,106,48,39,54,70,99,82,70,24,594,42,37,11,25,56,41,50,38,14,310,650,426,298,493,787,1022,993,659,270,5608,404,255,171,228,313,252,193,89,23,1929,3,4,3,6,13,26,11,10,4,87
LGA15270,6,3,16,16,20,13,11,7,0,99,1251,677,651,928,1065,1057,934,539,207,7319,0,0,0,0,0,0,0,0,0,0,35,27,31,46,45,33,31,13,9,267,0,0,0,3,0,0,0,0,0,3,1386,759,612,812,847,743,573,289,87,6107,0,0,0,0,0,4,0,0,0,3,5,5,11,17,11,15,11,10,3,80,13,3,9,20,11,19,10,10,0,100,0,0,3,0,3,0,0,0,0,22,4,3,0,4,24,14,19,12,0,85,0,0,0,0,0,3,0,0,0,4,4,0,0,7,9,9,0,0,0,30,32,31,12,22,28,18,17,7,0,174,106,62,61,119,143,193,158,98,48,998,12,7,7,8,15,10,8,4,0,66,0,6,4,4,6,3,4,4,0,30,92,86,78,128,159,167,121,85,35,943,90,44,36,63,37,42,23,11,0,360,0,0,0,3,3,5,0,0,0,18
LGA15300,3,3,3,9,3,5,0,0,0,31,836,487,457,620,671,569,441,203,63,4344,0,0,0,0,0,0,0,0,0,0,35,23,20,21,20,20,3,5,0,151,0,0,0,0,0,4,0,0,0,3,1034,538,522,541,504,374,277,136,46,3968,0,0,0,0,0,0,0,0,0,5,0,0,3,4,5,12,6,3,0,38,14,14,3,7,4,9,0,3,0,52,5,0,6,3,0,0,0,0,0,18,28,15,19,19,11,11,4,0,3,111,0,0,0,0,0,0,0,0,0,0,4,6,9,0,3,4,3,0,0,29,14,12,15,17,17,7,3,3,0,86,67,51,52,93,121,117,80,43,22,638,34,14,17,11,23,6,8,4,0,118,16,5,3,8,10,7,4,5,0,52,93,33,71,70,78,78,41,23,10,494,40,22,38,22,19,20,3,0,0,168,0,5,0,0,4,0,0,0,0,12
LGA15350,33,30,79,85,87,55,19,11,0,400,1232,606,541,982,966,950,766,430,286,6766,0,0,0,0,0,0,0,0,0,0,20,13,35,28,19,8,11,8,0,143,0,0,0,0,0,0,0,0,0,0,1581,712,868,1087,1074,702,496,306,200,7033,0,5,0,0,3,0,0,0,0,5,110,43,61,108,78,44,30,25,10,508,0,3,0,7,0,5,0,0,0,23,4,0,5,4,3,0,0,0,0,15,43,11,33,33,29,28,29,8,5,210,3,0,5,5,6,10,0,0,0,27,9,13,11,11,16,8,0,0,0,57,23,17,30,14,19,13,6,0,0,116,95,45,57,112,131,156,146,80,69,890,0,0,3,0,0,0,0,0,0,3,0,0,5,3,4,0,0,0,0,13,92,46,79,114,103,101,91,50,46,724,52,34,46,36,59,38,19,11,4,307,3,0,0,5,0,4,10,5,0,29
LGA15520,11,11,5,11,5,0,0,4,0,51,291,141,125,290,405,454,437,303,84,2534,0,0,0,0,0,0,0,0,0,0,33,11,14,14,18,34,25,18,8,169,0,0,0,0,0,0,0,0,0,0,554,324,256,327,398,388,329,164,33,2768,8,0,0,5,10,11,5,9,3,45,3,4,0,9,10,5,7,0,0,32,4,7,0,3,4,4,0,7,4,27,0,0,0,0,0,0,0,0,0,4,7,0,0,8,11,12,10,5,3,65,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,14,3,4,3,0,10,4,0,0,55,29,15,13,39,71,136,123,72,31,529,4,10,0,4,0,3,4,3,0,33,0,0,0,0,0,3,4,0,0,4,156,96,67,130,190,231,209,118,37,1234,37,31,9,20,9,20,20,3,0,154,0,0,0,0,0,0,0,0,0,0
LGA15560,0,4,4,7,0,0,0,0,0,13,162,107,83,124,173,143,116,64,26,1002,0,0,0,0,0,0,0,0,0,0,4,5,3,4,11,9,4,0,0,31,0,0,0,0,0,0,0,0,0,0,277,134,105,136,161,136,112,54,16,1137,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,5,0,0,6,5,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,14,0,3,0,0,3,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,4,0,0,0,0,0,23,24,20,12,31,45,47,31,27,4,238,4,4,0,0,3,0,0,0,0,14,3,0,0,0,3,8,0,0,0,18,50,37,34,41,74,57,42,39,10,367,7,0,6,3,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA15650,9,12,16,17,8,8,0,0,0,79,1130,716,644,782,840,712,451,267,93,5635,0,0,0,0,0,0,0,0,0,0,79,28,34,50,32,20,5,3,0,245,0,0,0,0,0,0,0,0,0,0,965,623,601,535,592,415,238,118,34,4122,0,0,0,0,0,0,3,0,0,6,11,0,0,9,3,4,0,0,0,36,7,12,5,4,6,12,5,3,0,56,4,0,0,4,0,0,0,0,0,8,4,0,9,6,4,8,5,0,0,38,0,0,0,0,0,0,3,0,0,8,5,5,3,4,0,0,0,0,0,16,6,5,8,8,3,10,0,0,0,48,45,26,45,72,90,97,63,41,10,492,0,7,6,0,6,5,4,0,0,29,8,0,11,6,0,10,8,0,0,48,82,56,80,84,128,103,55,35,0,618,76,29,50,33,26,17,0,6,5,241,4,6,0,0,0,0,0,0,0,15
LGA15700,19,17,23,23,51,58,13,4,0,208,536,353,238,454,732,874,825,559,226,4792,0,0,0,0,0,0,0,0,0,0,17,5,3,19,26,32,29,25,17,168,0,0,0,0,0,0,0,0,0,0,837,416,272,424,596,631,496,282,119,4066,3,0,0,3,0,0,0,0,0,16,12,0,3,0,3,9,0,6,0,39,50,21,25,25,31,29,15,10,4,211,3,3,3,4,3,0,5,8,0,25,6,0,4,8,7,20,25,9,7,82,0,0,0,0,0,0,0,0,0,3,5,0,0,6,4,10,3,0,5,36,37,14,14,17,41,36,22,14,7,201,86,45,39,82,161,209,195,151,56,1029,43,14,19,24,24,39,24,21,12,219,57,23,19,23,27,12,17,21,0,205,87,99,53,83,144,195,196,95,48,996,85,49,33,44,64,66,35,21,8,403,0,0,9,0,4,3,0,3,0,27
LGA15750,0,0,3,6,4,3,0,0,0,16,888,513,471,633,766,702,545,292,103,4908,0,0,0,0,0,0,0,0,0,0,23,0,9,5,3,5,7,0,3,53,0,0,0,0,0,0,0,0,0,0,805,409,401,435,456,362,303,168,60,3399,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,5,0,0,0,21,3,5,0,3,3,0,0,3,0,26,9,4,0,0,4,4,3,0,0,18,10,8,10,10,6,3,5,0,0,52,0,0,0,0,0,0,0,0,0,3,13,0,3,4,5,0,0,0,0,29,46,12,18,25,25,28,9,10,0,174,88,44,51,101,151,140,81,64,16,736,14,4,6,14,12,12,0,0,0,69,3,3,4,0,3,4,0,0,0,18,83,49,60,56,78,102,66,25,17,541,52,21,20,22,20,15,12,5,0,178,3,0,0,3,0,0,0,0,0,5
LGA15800,5,0,0,6,0,0,0,0,0,12,312,130,144,185,263,280,193,148,62,1718,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,11,0,0,0,34,0,0,0,0,0,0,0,0,0,0,348,218,159,175,242,191,157,113,17,1623,0,0,0,0,3,0,0,0,0,3,3,0,0,4,3,0,0,0,0,15,3,4,4,0,3,9,9,3,0,30,0,0,0,0,0,0,0,0,0,0,6,0,7,3,6,10,3,0,5,35,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,13,23,15,9,12,17,16,4,3,0,100,13,8,14,26,44,51,32,37,14,240,4,0,3,6,4,0,0,0,0,16,0,0,0,0,0,0,3,3,0,11,82,54,48,53,89,92,82,60,38,599,30,8,13,9,15,9,6,3,0,98,0,0,0,0,0,0,0,0,0,0
LGA15850,4,0,0,4,0,5,0,0,0,20,374,190,176,271,305,339,254,141,40,2083,0,0,0,0,0,0,0,0,0,0,14,8,3,13,12,12,18,5,0,82,0,0,0,0,0,0,0,0,0,0,521,240,217,224,250,205,145,81,18,1896,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,4,0,0,0,10,0,0,0,5,19,3,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,10,10,3,3,4,7,5,0,0,38,37,14,18,35,49,70,53,30,4,315,4,0,3,0,6,0,0,0,0,15,26,11,14,17,8,14,9,3,0,95,136,67,61,77,110,103,96,52,9,702,24,7,5,8,7,18,8,5,0,89,0,0,0,0,0,0,0,0,0,3
LGA15900,156,341,366,334,266,171,63,31,12,1732,4570,3473,3797,4509,4835,4663,3411,2549,1259,33067,0,0,0,0,0,0,0,0,0,0,483,443,393,364,397,377,228,206,89,2989,14,15,6,12,11,4,10,10,3,79,6951,5611,4910,5058,5178,4018,2785,2115,993,37620,13,14,11,7,29,19,20,17,11,137,480,366,366,428,459,424,386,281,75,3269,41,31,48,29,43,53,27,15,9,292,79,39,56,37,41,21,24,12,4,308,44,45,44,81,60,61,50,37,24,447,11,5,6,5,3,0,0,0,0,45,101,119,113,39,43,18,12,13,9,463,322,267,268,205,205,133,52,34,3,1488,404,358,388,601,764,829,626,508,243,4726,107,103,78,87,136,80,73,43,22,728,71,70,92,54,63,52,31,20,16,453,958,909,824,1023,1354,1292,1088,902,455,8796,622,595,520,386,337,266,126,52,18,2916,31,19,28,33,26,25,22,10,7,200
LGA15950,144,176,570,477,263,196,104,26,7,1958,1140,751,2204,1860,1265,1528,1196,568,327,10836,0,0,7,0,0,0,0,0,0,6,46,35,157,85,66,47,30,9,4,483,0,0,0,0,0,0,0,0,0,0,1918,1202,3670,2492,1702,1529,995,586,251,14337,3,9,13,7,10,11,6,0,6,58,129,52,207,198,145,75,52,39,18,910,10,10,43,19,18,14,3,4,5,118,0,5,11,4,9,0,5,0,0,40,27,20,89,72,46,32,52,20,8,363,11,6,26,23,14,10,16,8,0,114,12,13,53,31,20,10,8,3,4,152,35,35,116,61,43,19,11,3,0,317,97,88,238,234,188,238,187,116,58,1439,0,0,3,4,5,3,4,5,0,24,8,5,25,16,6,0,3,0,3,61,95,97,357,250,194,264,166,81,47,1554,89,76,275,132,115,91,66,24,16,887,0,3,19,6,13,13,10,10,0,74
LGA15990,455,395,621,859,753,457,150,57,16,3765,9384,4571,5044,8723,8341,7241,6050,4035,2407,55790,0,0,4,0,0,0,0,0,0,12,334,277,308,321,340,282,185,133,75,2256,3,5,5,0,6,14,4,4,0,38,14785,6991,7481,10095,8627,6227,4700,2926,1257,63074,26,12,9,15,18,23,20,4,3,134,710,427,477,714,598,450,346,196,94,4008,146,70,132,123,101,75,30,17,9,705,89,78,58,38,35,36,9,5,0,351,224,98,148,264,258,173,189,132,63,1558,173,123,112,125,153,152,126,64,19,1045,84,65,78,101,66,47,33,24,18,516,609,485,403,392,456,260,98,41,5,2750,626,375,452,907,1176,1212,951,683,435,6824,49,15,19,38,40,39,45,31,16,290,34,17,38,36,17,23,27,14,4,212,1383,941,785,1152,1264,1235,1060,757,418,9002,952,535,561,631,608,407,266,121,59,4137,21,9,32,34,37,34,19,21,6,213
LGA16100,5,0,4,6,4,0,0,0,0,16,175,106,85,158,166,194,139,74,29,1131,0,0,0,0,0,0,0,0,0,0,3,6,4,7,7,7,3,0,0,41,0,0,0,0,0,0,0,0,0,0,454,223,154,228,219,241,150,81,23,1780,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,7,5,4,0,34,0,0,0,0,0,4,0,0,0,5,6,0,5,0,0,0,0,0,0,11,0,0,0,5,6,12,9,6,0,35,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,22,8,0,9,4,4,9,10,0,0,43,14,5,10,28,23,39,22,15,7,174,0,0,4,0,0,0,0,0,0,8,8,3,6,5,3,11,5,4,4,42,52,15,18,43,43,66,58,19,7,324,9,5,5,10,9,9,13,4,3,59,0,0,0,0,4,0,0,0,0,8
