LGA_CODE_2021,C21_M_FoodHos_PS_15_19,C21_M_FoodHos_PS_20_24,C21_M_FoodHos_PS_25_34,C21_M_FoodHos_PS_35_44,C21_M_FoodHos_PS_45_54,C21_M_FoodHos_PS_55_64,C21_M_FoodHos_PS_65_74,C21_M_FoodHos_PS_75_84,C21_M_FoodHos_PS_85over,C21_M_FoodHos_PS_Tot,C21_M_MixFld_pr_15_19,C21_M_MixFld_pr_20_24,C21_M_MixFld_pr_25_34,C21_M_MixFld_pr_35_44,C21_M_MixFld_pr_45_54,C21_M_MixFld_pr_55_64,C21_M_MixFld_pr_65_74,C21_M_MixFld_pr_75_84,C21_M_MixFld_pr_85over,C21_M_MixFld_pr_Tot,C21_M_FldStu_ID_15_19,C21_M_FldStu_ID_20_24,C21_M_FldStu_ID_25_34,C21_M_FldStu_ID_35_44,C21_M_FldStu_ID_45_54,C21_M_FldStu_ID_55_64,C21_M_FldStu_ID_65_74,C21_M_FldStu_ID_75_84,C21_M_FldStu_ID_85over,C21_M_FldStu_ID_Tot,C21_M_FldStu_NS_15_19,C21_M_FldStu_NS_20_24,C21_M_FldStu_NS_25_34,C21_M_FldStu_NS_35_44,C21_M_FldStu_NS_45_54,C21_M_FldStu_NS_55_64,C21_M_FldStu_NS_65_74,C21_M_FldStu_NS_75_84,C21_M_FldStu_NS_85over,C21_M_FldStu_NS_Tot,C21_M_Tot_15_19,C21_M_Tot_20_24,C21_M_Tot_25_34,C21_M_Tot_35_44,C21_M_Tot_45_54,C21_M_Tot_55_64,C21_M_Tot_65_74,C21_M_Tot_75_84,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85over,C11_F_NatPhy_sci_Tot,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85over,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85over,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85over,C11_F_ArchBuild_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_AgEnv_RS_85over,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85over,C11_F_Health_Tot,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85over,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85over,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85over,C11_F_Soc_cult_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Creative_art_85over,C11_F_Creative_art_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85over,C11_F_FoodHos_PS_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85over,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85over,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85over,C11_F_FldStu_NS_Tot,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85over,C11_F_Tot_Tot
LGA14600,0,4,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,4,0,0,8,21,17,49,46,57,65,49,35,13,357,30,52,217,218,196,201,146,65,26,1156,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,16,0,0,4,3,8,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,8,18,17,9,0,5,3,0,57,6,7,32,36,45,34,24,11,15,205,0,14,59,46,32,32,16,11,0,210,9,16,43,46,37,33,10,4,0,187,0,13,30,17,15,13,5,0,0,102,0,0,3,3,0,0,0,0,0,6,6,13,19,13,9,11,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,25,23,12,37,35,40,37,31,17,258,41,93,213,232,202,170,97,58,31,1144
LGA14650,29,141,360,388,325,221,165,106,16,1755,4,13,8,4,8,3,8,0,0,41,12,39,99,119,158,119,85,50,18,696,281,303,721,762,734,743,721,653,404,5335,676,2577,8429,9651,9538,9194,8255,4570,1495,54387,6,58,145,199,164,150,47,12,3,779,0,12,43,99,83,61,21,3,0,326,3,32,110,143,156,105,103,93,37,782,0,20,70,57,46,18,4,0,0,215,18,27,85,90,71,34,22,5,0,350,46,353,1144,1368,1728,1274,617,323,83,6930,7,133,801,962,1147,1262,637,252,73,5278,188,791,1908,2141,1896,1447,704,306,112,9495,82,392,994,1117,1077,709,304,92,15,4781,16,121,279,219,164,144,100,41,15,1103,108,366,656,605,426,300,149,70,15,2691,4,6,8,4,8,6,9,6,0,48,4,17,35,65,67,53,25,15,3,282,492,263,445,649,756,818,1031,1211,733,6401,970,2587,6727,7715,7792,6376,3772,2432,1088,39459
LGA14700,5,25,56,77,41,26,20,3,0,248,0,0,0,0,3,0,0,0,0,8,0,0,23,39,30,12,11,10,4,127,22,36,172,169,87,74,60,45,36,706,43,490,2777,3061,2235,1642,1173,656,170,12248,0,29,98,104,82,64,40,16,0,434,0,8,76,63,56,22,7,0,0,228,0,13,67,57,37,20,14,17,3,227,0,12,46,41,43,15,9,6,3,167,0,11,18,15,17,9,3,0,0,68,0,40,272,312,304,219,148,87,19,1408,0,16,149,176,200,251,138,50,21,1015,8,137,691,721,499,345,141,65,45,2654,3,93,359,421,313,260,126,57,14,1649,4,76,178,139,85,54,21,9,3,571,7,25,81,74,46,37,13,5,3,277,0,0,0,0,0,0,0,0,0,7,0,5,32,47,23,26,9,6,0,151,42,48,119,116,104,87,77,92,114,810,68,502,2195,2273,1812,1419,753,417,232,9672
LGA14750,4,3,20,15,21,12,4,3,4,77,0,4,0,0,0,0,0,0,0,7,0,0,3,7,8,7,8,0,0,34,30,45,84,73,84,66,65,41,12,490,53,149,447,404,446,402,265,136,31,2325,0,0,13,13,10,0,3,0,0,36,0,0,0,4,0,5,5,0,0,9,0,0,5,8,3,9,6,0,0,29,0,0,0,0,0,0,0,0,0,6,4,0,9,12,4,5,0,0,0,42,0,8,21,61,51,33,25,15,4,216,0,12,61,64,60,39,22,13,3,270,12,36,84,90,101,72,27,7,0,428,5,13,49,43,37,22,5,4,0,185,0,0,10,4,7,0,0,0,0,27,13,22,47,26,15,4,4,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,52,33,67,53,61,66,59,69,28,478,81,135,363,392,352,256,152,110,36,1877
LGA14850,8,35,85,81,87,69,35,17,4,426,4,4,4,0,0,0,3,0,0,19,5,5,16,23,30,34,27,9,9,163,129,114,230,257,300,279,234,146,61,1748,202,497,1565,1830,2040,2197,1770,675,195,10979,0,7,26,32,42,44,15,0,0,171,0,9,9,25,26,16,5,0,0,95,3,5,20,28,24,18,14,14,5,136,0,0,7,7,8,7,3,5,0,39,8,21,44,59,44,25,6,0,0,223,14,73,231,343,482,374,128,60,19,1719,0,37,187,232,327,342,133,39,12,1308,41,141,335,441,453,292,121,35,13,1877,15,93,241,359,399,268,93,18,0,1477,8,33,107,123,121,69,23,5,0,493,19,91,166,108,91,49,20,14,0,559,4,0,3,0,4,0,0,0,0,16,0,6,24,22,17,28,11,0,5,106,135,79,115,153,177,145,166,170,93,1233,244,598,1507,1935,2222,1689,745,365,148,9450
LGA14870,5,33,42,37,44,37,20,12,0,232,0,0,3,0,0,0,0,0,0,9,0,5,9,12,15,10,14,13,0,75,64,82,223,188,150,162,170,122,31,1199,113,306,833,773,880,1029,887,459,81,5368,0,0,9,7,10,10,0,0,0,44,6,0,5,20,13,7,5,0,0,47,0,0,4,22,12,16,8,5,3,72,0,0,0,4,9,0,0,0,0,14,5,4,13,19,21,11,0,4,0,68,0,35,77,104,143,112,40,25,7,558,0,15,53,84,87,98,56,18,5,413,14,68,119,150,157,121,55,18,9,707,7,44,83,83,87,82,32,8,0,419,0,4,16,15,25,10,13,4,0,87,14,33,79,64,40,24,9,3,0,273,0,3,0,0,0,3,0,0,0,6,0,0,6,7,5,0,0,3,0,23,80,28,71,71,116,116,115,128,66,792,124,247,536,653,718,616,335,214,91,3527
LGA14900,39,111,367,404,315,177,86,41,5,1540,6,12,18,12,11,21,5,5,0,98,11,56,121,149,177,174,72,35,8,800,565,675,1453,1523,1105,1004,677,537,288,7825,941,3561,10872,11497,9036,7084,3925,1822,557,49300,3,89,269,247,170,58,15,3,0,857,4,45,299,225,89,39,0,0,0,704,3,19,149,202,245,131,65,43,14,866,6,29,57,43,35,12,3,0,0,186,8,18,41,46,37,21,0,0,0,172,29,261,867,955,734,389,120,49,8,3421,8,217,872,860,605,407,146,48,6,3168,150,866,2811,2440,1609,751,180,70,17,8909,93,494,1176,953,727,330,65,18,3,3871,12,173,301,203,111,53,18,3,0,876,85,307,684,567,320,155,60,13,4,2193,11,4,8,5,17,18,8,5,0,71,0,35,79,95,68,36,11,7,0,338,777,563,1218,1168,1177,957,791,530,235,7415,1196,3124,8832,8000,5949,3352,1489,795,293,33031
LGA14920,0,0,8,13,7,11,4,0,0,46,0,0,0,0,0,0,0,0,0,0,4,0,6,5,3,6,6,0,0,23,39,26,52,62,68,74,77,51,12,453,51,74,225,254,271,293,280,134,24,1604,0,0,0,3,7,0,0,0,0,14,0,0,0,0,3,8,0,0,0,18,0,0,0,4,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,19,16,0,0,0,0,0,51,5,14,32,38,64,54,37,8,7,249,0,3,34,25,46,27,19,6,0,163,4,12,45,59,58,42,31,11,0,253,3,15,31,27,31,26,6,0,0,134,0,0,6,6,5,0,3,3,0,24,5,12,19,16,13,10,0,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,0,0,0,14,19,13,21,29,47,41,46,39,13,281,34,78,214,230,277,211,150,72,26,1288
LGA14950,0,0,3,8,3,8,4,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,5,3,0,0,15,11,8,8,21,21,22,37,19,4,156,20,30,82,112,125,160,131,56,14,729,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,6,0,0,0,23,0,0,17,24,37,27,23,4,3,126,0,6,13,9,18,19,3,5,0,72,0,9,22,34,39,16,8,0,4,132,4,8,8,20,11,14,4,0,0,66,0,0,0,4,0,0,3,0,0,8,0,0,4,6,4,3,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,6,16,9,16,14,7,94,22,22,82,120,137,102,60,22,16,580
LGA15050,25,63,214,223,146,97,52,37,9,865,4,5,5,3,0,4,0,0,0,21,3,11,54,69,65,47,28,11,3,306,135,131,414,383,308,270,214,183,86,2114,318,1176,4367,4276,3625,3101,2320,1106,278,20572,0,21,60,88,58,36,6,4,0,266,4,3,29,37,44,25,9,4,0,153,0,10,60,60,59,21,14,14,10,248,0,7,16,22,18,6,0,0,0,69,12,15,46,45,13,10,7,0,0,151,16,123,432,503,520,371,181,60,19,2221,0,53,271,376,348,328,121,55,24,1574,79,310,858,844,652,366,143,46,33,3335,33,138,459,387,348,173,52,13,4,1603,8,44,102,66,43,42,6,12,0,327,51,184,304,265,120,74,23,6,0,1031,3,0,0,0,4,0,0,0,0,7,0,9,17,20,15,20,0,3,3,91,204,119,231,281,278,272,300,305,136,2119,415,1027,2882,3000,2517,1744,860,530,226,13188
LGA15240,10,65,160,173,181,146,153,68,11,980,0,9,0,0,3,7,0,5,0,26,5,13,27,34,51,88,83,30,13,346,258,201,364,407,509,684,846,708,307,4293,392,842,2335,2701,3548,4713,5513,3019,855,23931,0,6,23,44,54,53,30,11,6,218,3,5,18,37,42,38,12,3,0,157,0,6,16,38,57,53,61,44,14,291,0,0,6,19,11,22,3,0,0,64,13,17,53,72,72,46,17,3,0,306,17,124,305,539,783,669,422,181,52,3082,0,33,199,288,426,554,314,131,29,1979,60,211,463,652,819,776,476,181,49,3686,47,149,372,413,464,329,156,35,10,1986,9,25,64,88,97,90,64,22,7,444,54,109,222,252,205,172,93,48,9,1157,4,0,0,0,6,7,8,4,0,30,0,3,11,22,29,19,17,12,0,114,293,111,183,339,390,504,684,800,527,3840,497,790,1939,2823,3458,3331,2361,1465,697,17354
LGA15270,4,11,40,46,41,36,17,15,0,213,0,0,4,0,0,0,0,0,0,3,4,3,23,18,9,21,14,4,5,102,80,45,132,168,170,170,157,128,38,1080,127,301,1053,1114,1139,1133,886,447,105,6303,0,0,17,12,13,13,7,4,0,85,0,0,3,13,3,6,0,0,0,31,0,4,16,25,9,5,8,6,3,77,0,4,4,6,8,3,0,0,0,26,0,7,30,47,38,15,14,0,0,152,5,20,81,152,163,128,87,41,13,688,0,23,101,112,108,120,58,24,9,550,14,49,155,217,222,154,60,32,9,912,7,36,107,103,100,72,30,4,0,451,0,13,21,31,17,15,17,5,0,121,7,42,79,67,52,30,14,3,0,297,0,0,0,0,0,0,0,0,0,7,0,0,6,12,9,4,0,0,0,32,76,33,64,126,94,126,156,119,72,860,119,227,680,910,839,703,453,247,114,4297
LGA15300,6,4,21,5,14,11,6,0,0,66,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,6,3,3,0,29,72,105,191,198,193,209,156,85,21,1230,96,224,578,505,500,486,333,155,33,2914,0,0,4,5,5,0,0,0,0,14,0,4,4,0,3,0,3,0,0,12,0,0,4,5,5,7,3,0,0,28,0,0,0,0,3,0,0,0,0,5,5,12,27,10,13,3,4,0,0,74,0,14,48,47,84,61,24,4,3,293,0,16,77,98,48,58,20,6,0,329,14,49,150,138,115,52,14,3,0,533,6,25,78,75,69,29,10,5,0,303,0,3,10,13,6,3,4,0,0,40,4,31,42,29,24,7,6,0,0,143,0,0,0,0,0,0,0,0,0,6,0,3,5,5,0,6,0,0,0,16,59,56,99,95,103,90,72,62,13,656,96,216,542,528,481,311,167,89,26,2453
LGA15350,0,3,38,46,29,13,7,8,0,149,0,0,0,0,0,5,0,0,0,5,0,0,22,24,26,24,14,10,4,132,28,31,68,82,74,87,54,56,27,510,44,266,1189,1511,1690,1518,1113,777,265,8358,0,18,47,64,67,38,26,9,3,274,0,0,33,42,28,21,5,0,0,131,0,4,22,27,26,11,10,8,8,108,0,8,23,35,50,19,15,4,0,164,0,3,15,11,12,11,6,0,0,62,0,29,162,161,212,196,136,83,55,1042,0,15,77,125,146,210,141,70,27,798,4,106,512,739,517,338,164,74,54,2505,0,52,297,399,374,294,151,62,25,1662,0,61,193,162,136,77,33,23,9,699,9,15,55,59,35,25,14,10,7,225,0,0,5,0,0,3,0,0,0,8,0,9,26,44,32,32,17,12,7,185,67,61,171,181,144,146,120,99,105,1097,82,389,1633,2051,1776,1428,839,456,295,8951
LGA15520,0,0,9,16,28,21,11,7,6,99,0,0,0,0,3,0,0,0,0,12,0,6,3,6,8,11,12,9,0,47,42,27,76,56,71,93,111,98,34,611,59,108,429,448,508,525,521,281,70,2945,0,0,8,10,5,6,3,0,0,24,0,0,4,0,0,0,0,0,0,3,0,0,6,0,8,4,11,0,3,32,0,0,0,4,0,0,0,0,0,4,0,8,15,17,16,9,3,0,0,62,4,11,44,55,95,79,44,21,6,351,0,10,47,47,69,43,40,15,9,269,3,22,65,69,58,44,21,10,5,303,5,11,39,53,50,44,20,5,0,221,0,5,13,13,6,0,6,0,0,37,4,21,47,42,31,22,10,7,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,44,12,27,42,53,62,102,101,31,460,55,92,308,352,390,314,251,158,55,1978
LGA15560,0,0,5,3,5,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,8,33,19,30,36,36,22,10,182,9,40,154,111,125,133,104,41,14,726,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,9,4,9,0,0,0,0,28,0,5,13,28,20,21,17,0,0,99,0,3,9,23,19,20,7,0,6,90,5,9,23,36,25,11,7,0,0,116,0,4,11,9,10,14,4,0,0,61,0,0,4,3,0,3,0,0,0,11,0,6,6,6,10,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,13,20,27,26,22,26,3,143,15,50,92,123,126,103,59,28,10,606
LGA15650,0,5,23,30,23,20,3,5,0,114,0,0,0,0,0,0,0,0,0,6,0,4,21,18,15,10,9,0,0,77,58,60,194,176,142,108,78,38,14,867,89,232,833,769,725,622,362,168,35,3841,0,3,11,9,5,4,0,0,0,41,0,0,8,3,8,5,0,0,0,23,0,10,15,21,25,4,0,4,0,73,0,0,0,0,0,0,0,0,0,4,3,11,32,23,12,6,0,0,0,93,7,20,71,75,94,69,34,8,0,377,0,9,54,61,70,42,16,0,0,254,33,93,170,130,107,77,22,15,6,644,8,30,62,52,60,23,4,4,0,246,0,3,25,12,3,3,0,3,0,59,7,37,61,48,23,19,4,0,0,203,0,0,0,0,0,0,0,0,0,4,0,5,3,9,6,5,0,0,0,17,80,41,63,107,84,67,64,63,17,585,133,267,581,555,490,313,153,99,31,2617
LGA15700,6,12,26,30,54,30,35,9,3,211,0,0,0,0,0,0,0,0,0,9,4,3,17,6,11,13,16,9,3,73,73,47,111,94,116,192,187,105,45,952,97,167,538,537,713,1083,1051,522,127,4834,0,0,5,9,11,6,7,0,0,45,0,0,0,6,12,9,5,0,0,33,0,0,5,5,15,13,4,16,10,74,0,0,0,6,5,0,3,0,0,13,0,5,6,15,19,10,3,0,0,59,5,16,48,83,165,153,86,28,8,596,0,4,33,78,122,127,80,28,10,478,16,43,112,133,191,131,80,31,11,749,3,17,67,105,172,123,38,15,4,546,0,3,21,17,32,17,15,7,0,124,7,25,55,52,52,39,17,13,5,269,0,0,0,0,0,0,0,0,0,6,0,0,9,9,8,11,6,0,0,39,60,27,45,77,95,102,147,153,83,789,98,151,406,597,890,745,498,292,133,3813
LGA15750,0,4,17,19,15,8,10,0,0,83,0,0,0,0,0,0,0,0,0,5,0,0,4,6,3,3,0,0,0,19,44,54,87,101,129,140,110,58,21,739,66,163,486,478,482,487,324,148,40,2676,0,0,7,6,10,0,3,0,0,29,0,0,3,7,8,3,0,0,0,23,0,3,3,6,9,3,9,0,0,31,0,0,0,0,0,0,0,0,0,3,4,6,22,26,16,4,0,0,0,89,5,9,50,80,100,91,31,23,0,391,0,10,60,67,58,51,27,6,3,287,0,30,114,111,111,51,25,9,0,460,4,27,61,58,55,32,8,0,0,245,0,5,8,9,5,6,0,0,0,38,6,22,38,40,25,19,3,4,0,144,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,0,5,0,0,20,53,23,46,78,62,60,74,83,39,516,75,146,427,498,462,323,181,125,47,2282
LGA15800,0,5,8,7,8,3,7,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,6,8,4,0,0,6,0,19,26,20,36,42,40,49,53,28,13,298,26,57,173,193,190,199,182,85,29,1134,0,0,7,5,3,0,0,0,0,19,0,0,5,4,4,5,0,0,0,17,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,9,10,4,4,0,0,0,28,0,0,36,29,44,27,26,9,5,181,0,3,24,24,31,29,18,6,0,140,0,8,47,47,49,22,3,3,0,185,0,13,26,24,30,16,8,5,0,107,0,0,5,7,5,0,0,0,0,15,0,6,17,13,14,4,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,7,29,33,37,37,52,60,41,322,25,50,204,199,218,141,114,84,43,1079
LGA15850,4,0,11,3,0,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,22,29,23,41,44,51,64,66,42,28,389,37,80,222,210,211,233,184,116,33,1334,0,0,0,0,5,3,0,0,0,10,0,0,0,0,3,0,3,0,0,9,0,0,0,4,5,10,5,0,0,25,0,0,0,0,0,0,0,0,0,6,0,5,13,14,13,0,0,0,0,41,0,9,31,22,49,35,26,15,5,197,0,12,37,50,28,35,7,3,0,174,0,13,44,57,39,40,14,5,0,218,0,7,37,33,29,27,0,3,0,148,0,0,4,3,4,0,0,0,0,18,3,0,14,18,10,10,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,34,8,24,24,32,31,40,45,25,266,44,62,206,244,216,204,100,75,31,1183
LGA15900,24,166,410,358,248,181,88,50,15,1544,0,14,8,3,5,7,5,0,0,42,4,41,96,111,125,103,60,26,8,578,290,533,896,692,666,582,530,440,318,4939,550,2983,10284,8678,7637,6723,5008,2417,912,45205,5,98,268,249,185,120,37,15,4,982,7,17,95,103,47,32,12,0,0,313,0,60,222,161,139,64,63,53,20,776,0,49,111,67,49,14,4,0,0,286,9,41,110,79,41,13,8,0,0,295,32,420,1411,1336,1351,838,421,216,74,6091,5,179,859,828,860,864,354,181,58,4195,131,769,1903,1587,1248,859,329,163,60,7046,49,453,1285,1088,918,646,252,76,18,4790,28,259,541,295,204,105,55,21,8,1519,69,286,599,450,289,159,73,55,17,1998,5,9,3,3,7,4,3,4,5,29,9,30,68,72,71,41,24,10,6,329,351,351,582,555,629,584,721,907,756,5441,694,3024,8051,6876,6039,4346,2357,1707,1014,34104
LGA15950,3,21,126,126,75,62,17,15,4,450,0,6,4,3,0,0,4,0,0,19,0,17,67,77,62,51,38,16,4,338,26,76,361,318,208,187,157,134,66,1537,51,889,6070,5425,3596,2969,2362,1382,352,23084,0,38,296,173,119,86,50,20,10,790,0,10,229,177,86,50,10,3,0,571,0,17,184,103,81,30,15,15,11,458,0,18,150,88,57,38,21,12,0,386,0,6,46,35,17,10,10,5,0,141,0,108,681,416,349,354,260,143,42,2358,0,57,375,291,252,446,275,112,23,1829,8,378,2492,1710,881,623,330,100,50,6574,4,200,1379,954,587,544,290,100,33,4087,4,176,802,412,210,150,52,29,14,1848,13,70,221,157,90,55,36,6,6,650,0,3,0,3,0,0,3,0,0,13,0,27,125,86,64,55,39,12,5,410,85,175,723,492,348,304,274,220,206,2827,133,1280,7692,5092,3151,2752,1658,770,393,22930
LGA15990,19,116,385,449,447,267,139,83,20,1922,3,3,14,5,7,5,6,7,4,56,9,40,127,197,263,175,110,66,26,1016,259,288,780,897,868,705,580,565,395,5344,504,3052,11730,14643,16281,12864,8671,5300,1827,74866,0,80,398,554,446,267,126,34,15,1917,0,19,208,312,282,133,20,0,0,981,5,31,211,312,254,152,114,117,58,1254,4,42,228,269,175,80,27,8,5,827,6,31,146,162,109,52,28,8,4,544,16,250,1365,1796,1872,1295,815,444,127,7985,3,151,1171,1546,1579,1543,884,360,118,7353,82,880,3637,5171,3564,2297,1284,573,265,17748,52,550,1874,2499,1706,1127,541,197,62,8601,24,415,1236,1154,692,343,178,89,46,4176,82,310,835,891,595,338,245,97,37,3441,8,0,3,5,6,12,3,9,7,57,6,38,135,226,160,90,48,24,17,738,461,332,910,1034,881,836,896,1067,1179,7601,749,3146,12356,15929,12313,8555,5200,3035,1939,63224
LGA16100,0,7,5,9,13,7,0,4,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,5,0,15,27,41,57,79,66,51,74,40,12,445,40,88,212,249,262,295,256,115,25,1541,0,0,5,4,0,4,5,0,0,17,0,0,0,0,3,0,0,0,0,12,0,0,3,7,8,0,0,0,0,21,0,0,0,0,0,0,4,0,0,6,3,4,0,10,5,5,0,0,0,33,0,3,12,28,22,44,19,4,0,145,0,6,14,15,19,28,16,3,3,107,3,13,29,33,51,38,18,6,0,195,3,7,13,24,22,13,8,4,0,98,6,3,5,8,4,3,5,3,0,36,3,12,15,19,7,6,6,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,18,4,10,10,23,33,28,22,7,159,37,61,108,170,168,196,106,47,15,906
