LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA13450,0,6,112,0,0,3,8,4,14,22,29,6,0,0,0,82,0,0,4,8,0,7,9,14,4,0,0,5,45,0,0,10,36,19,35,37,27,0,0,0,11,174,0,5,12,27,12,7,9,6,0,0,0,25,108,45,42,242,600,319,561,470,254,24,4,9,103,2669,0,3,8,9,7,13,13,11,0,0,0,4,58,0,0,3,4,0,0,3,0,0,0,0,8,16,3,0,8,13,4,10,0,5,0,0,0,6,41,0,6,15,27,17,13,14,8,0,0,0,6,102,7,7,41,38,22,26,19,9,0,0,0,6,173,0,0,14,39,25,28,21,10,0,0,0,9,150,0,0,11,28,13,35,39,17,0,0,0,12,162,0,0,11,29,27,50,37,44,6,0,0,3,210,0,0,9,29,34,47,65,62,7,5,0,12,271,4,0,4,24,25,45,76,66,3,0,6,11,259,0,0
LGA13550,0,0,57,0,0,5,8,3,13,24,32,17,0,0,3,98,0,0,0,4,0,0,8,17,3,0,0,5,46,5,0,7,5,8,10,18,20,0,4,0,0,80,0,0,3,12,3,3,11,0,0,0,0,18,52,30,20,98,188,172,226,278,213,55,5,10,67,1374,0,0,0,5,0,4,5,0,0,0,0,3,17,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,9,10,3,5,3,0,0,0,0,0,28,0,4,5,8,5,8,6,3,0,0,0,0,45,4,3,10,19,12,18,12,7,0,0,0,8,90,0,3,6,13,21,32,20,9,0,0,0,4,107,0,0,10,11,14,27,15,15,3,0,0,6,99,0,0,5,10,12,12,42,11,4,0,0,0,99,0,0,4,11,11,24,34,23,4,0,0,11,118,0,0,0,9,12,19,30,15,3,0,0,10,106,6,0
LGA13660,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,14,0,0,3,3,4,0,0,0,0,0,0,0,16,27,10,94,85,58,47,18,6,0,0,0,32,364,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,6,0,0,0,0,0,0,15,0,0,7,6,4,8,0,0,0,0,0,0,30,0,0,10,4,3,10,4,0,0,0,0,3,32,0,0,4,7,3,12,7,0,0,0,0,3,27,0,0,4,6,7,5,7,0,0,0,0,3,40,0,0,4,7,6,3,4,0,0,0,0,3,27,5,0,4,9,3,14,0,0,0,0,0,5,39,0,0
LGA13800,12,5,259,0,0,0,3,0,11,19,68,78,34,21,5,245,0,0,0,0,0,10,13,17,31,17,35,3,120,5,0,3,5,11,37,37,101,64,22,15,15,310,0,0,6,21,13,6,10,28,6,0,6,24,116,45,28,131,343,219,432,767,1721,776,198,157,171,4996,0,0,0,8,5,10,11,16,13,0,0,19,86,0,0,4,0,3,0,0,11,3,0,0,0,22,3,4,8,19,8,5,5,15,4,0,0,9,77,0,8,30,36,11,13,20,26,4,0,0,8,151,0,7,46,70,18,28,35,54,14,6,0,10,297,0,5,9,57,24,39,73,95,35,5,5,9,356,0,4,5,19,19,36,69,117,35,9,3,12,338,0,0,12,9,13,27,90,155,49,16,15,16,400,0,0,6,12,12,29,84,185,75,20,11,12,444,0,0,6,12,8,30,71,212,105,27,21,19,504,3,0
LGA13850,0,0,10,0,0,3,5,0,0,0,0,0,0,0,0,13,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,5,7,0,0,0,0,0,0,0,0,12,20,12,90,93,39,20,4,5,4,0,0,17,298,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,9,0,0,6,5,5,0,0,0,0,0,0,0,10,4,0,11,15,3,7,0,0,0,0,0,0,32,0,0,4,12,3,5,0,0,0,0,0,0,26,0,0,5,9,6,3,0,0,0,0,0,0,22,0,0,8,6,3,3,0,0,0,0,0,0,17,0,0,0,10,9,0,0,0,0,0,0,0,24,5,0,0,7,3,5,0,0,0,0,0,0,25,7,0
LGA13910,0,5,42,0,0,0,5,4,8,11,5,0,0,0,6,36,0,0,0,7,0,0,0,0,0,0,0,0,9,5,0,8,9,15,27,23,6,0,0,0,6,100,0,0,12,10,7,7,0,0,0,0,0,20,71,54,15,182,348,281,399,236,56,9,6,4,83,1675,0,0,0,3,8,6,6,4,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,10,3,5,0,3,0,9,7,0,0,0,0,5,30,5,3,17,28,8,17,11,0,0,0,0,3,87,6,0,13,37,28,39,16,4,0,0,0,16,164,0,0,10,39,28,38,23,0,0,0,0,3,154,4,3,7,22,24,57,31,11,0,0,0,4,165,0,0,0,20,25,58,34,8,0,0,0,7,162,4,4,14,24,26,50,33,16,5,0,0,5,183,0,0,10,19,11,44,38,14,0,0,0,9,146,9,3
LGA14000,183,8,740,0,3,3,5,4,12,15,79,284,282,368,19,1072,0,0,0,3,0,3,9,28,103,157,445,15,777,0,0,8,10,15,34,31,73,163,127,180,43,694,7,6,15,10,6,3,3,20,28,10,10,37,140,55,70,377,241,187,243,484,1494,2675,1743,1819,363,9750,0,0,3,8,0,12,13,60,44,16,31,38,231,3,0,3,4,0,0,6,16,13,0,5,9,64,0,7,19,25,11,3,8,18,12,13,10,17,146,4,5,47,60,13,26,10,41,26,10,4,19,268,10,5,40,60,31,27,34,78,44,22,13,15,373,4,3,20,58,29,65,60,79,74,23,18,21,441,0,0,18,24,20,27,56,144,76,34,29,23,466,0,6,6,11,15,37,69,188,132,38,38,19,570,0,0,10,5,10,22,48,264,231,75,57,23,748,0,5,8,13,7,25,52,292,219,110,86,20,842,7,5
LGA14100,29,3,75,0,0,0,0,0,0,0,8,15,21,63,0,116,0,0,0,0,0,0,0,0,7,14,102,4,134,0,0,0,0,0,0,0,11,5,14,37,6,65,0,3,14,0,0,0,0,0,0,0,0,0,20,17,17,154,62,18,32,50,111,148,135,343,41,1126,3,0,6,0,0,0,0,0,5,0,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,3,0,3,0,0,0,0,0,30,0,3,18,20,0,0,0,0,0,0,0,3,49,0,0,20,15,5,5,8,10,0,0,0,0,68,0,0,8,18,8,3,11,10,0,0,6,0,60,0,0,0,0,3,12,7,3,0,9,9,4,53,0,0,0,3,0,13,11,9,9,5,12,0,53,0,0,0,0,0,0,12,10,11,7,17,0,60,0,0,0,0,0,4,5,17,19,8,11,4,71,0,0
LGA14170,713,36,2318,8,0,5,11,6,26,54,311,667,722,1609,46,3465,4,3,4,3,9,14,36,101,217,365,2024,39,2818,10,3,32,25,30,44,85,256,418,325,935,95,2258,6,17,53,30,18,14,37,60,40,17,49,91,423,143,169,1058,768,574,1089,2175,5959,5794,3921,7398,736,29790,3,10,38,31,18,27,50,87,64,35,35,61,458,6,3,16,11,4,10,13,29,9,5,10,6,117,21,32,85,43,28,23,19,34,21,7,20,22,350,11,39,246,86,50,73,101,113,53,21,23,35,850,11,16,335,115,62,67,84,137,58,14,27,40,987,5,12,77,118,76,141,200,233,106,48,41,21,1078,4,5,50,72,49,108,186,316,154,75,84,36,1146,6,3,62,55,46,107,304,454,218,75,77,38,1448,6,0,15,51,40,129,359,760,336,147,169,44,2054,4,0,14,35,26,67,276,841,553,209,219,38,2280,0,0
LGA14220,0,0,32,0,0,4,0,3,0,16,4,0,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,0,11,7,0,10,12,7,20,33,6,0,0,0,8,108,3,0,13,16,10,8,4,0,0,0,0,14,77,72,34,200,335,240,373,374,84,6,0,3,79,1808,0,3,0,0,0,0,3,0,0,0,0,8,24,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,11,7,9,12,0,4,0,0,0,0,40,10,0,13,19,10,6,10,0,0,0,0,5,86,20,3,23,45,23,28,15,6,0,0,3,8,165,0,0,22,38,25,39,48,6,0,0,0,4,175,4,3,11,23,18,33,47,12,0,0,0,4,150,0,0,13,29,23,36,63,20,3,0,0,8,205,0,0,12,14,13,32,55,22,0,0,4,7,159,0,3,9,17,17,36,68,27,0,0,0,15,190,0,0
LGA14300,0,0,12,5,0,0,0,0,6,4,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,7,5,7,3,0,0,0,0,0,25,0,0,5,0,3,0,0,0,0,0,0,6,13,12,18,57,76,68,95,68,16,0,0,0,25,437,0,0,0,5,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,0,0,0,24,0,4,15,5,3,9,6,0,0,0,0,0,42,0,0,15,15,3,12,9,0,0,0,0,5,62,4,0,5,5,4,10,5,0,0,0,0,0,31,4,0,3,3,10,18,17,0,0,0,0,0,55,0,0,8,4,6,10,13,6,0,0,0,3,45,0,0,5,0,4,9,11,3,0,0,0,4,35,0,0
LGA14350,0,0,48,0,0,0,8,4,4,13,7,3,0,0,4,46,0,0,0,0,0,0,3,3,0,0,0,3,21,0,0,6,19,19,38,44,24,5,0,0,9,162,0,0,21,27,15,27,17,4,0,0,0,14,127,35,28,215,439,344,600,647,257,37,10,25,89,2726,0,0,6,6,4,10,8,3,0,4,0,7,45,0,0,0,4,0,5,0,3,0,0,0,0,24,0,0,0,5,4,16,10,9,0,0,0,0,51,4,0,11,23,30,20,20,8,0,0,5,10,140,5,4,16,65,33,57,57,21,6,0,3,4,270,0,3,8,44,34,79,89,37,5,0,3,14,312,4,0,6,26,24,51,79,62,4,4,5,8,268,0,0,3,10,27,48,90,72,12,7,0,10,271,0,0,13,16,22,33,74,91,14,3,3,10,278,0,0,4,13,10,36,84,82,7,4,0,6,249,3,0
LGA14400,6,3,80,0,0,0,0,0,0,9,17,25,12,12,0,75,0,0,0,0,0,0,0,3,12,17,15,0,50,0,0,0,0,0,4,7,41,28,7,7,0,105,0,0,0,0,0,0,0,6,0,4,3,6,27,11,15,33,67,49,89,200,426,322,105,79,60,1451,0,0,0,5,0,6,4,3,0,6,4,0,18,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,4,0,4,0,0,0,0,0,0,4,10,0,0,0,10,0,6,0,5,3,5,4,3,38,0,0,0,13,3,9,6,10,5,4,0,0,53,0,0,6,14,9,4,15,20,7,10,0,5,83,0,0,0,0,9,0,13,17,21,0,3,0,69,3,0,3,0,8,9,9,22,18,11,4,4,84,0,0,3,0,0,0,14,37,30,17,9,0,118,0,0,0,0,5,3,9,39,48,23,8,5,133,0,0
LGA14500,239,9,470,0,0,3,4,3,11,14,24,120,177,704,21,1074,0,0,0,7,0,7,7,12,49,108,974,19,1191,0,0,0,3,5,0,3,22,50,69,343,18,521,0,0,0,0,0,0,0,0,12,7,23,19,58,21,31,63,63,50,76,149,334,988,1169,3342,219,6514,3,0,6,3,0,3,0,21,28,44,78,22,207,0,0,0,4,0,0,0,0,5,9,22,4,40,0,0,5,0,0,0,5,8,8,8,13,4,56,0,0,0,4,3,3,11,20,19,15,17,4,88,0,3,8,5,5,3,13,26,19,18,19,7,119,0,6,7,13,3,15,10,26,52,24,37,3,198,0,0,0,4,0,5,23,25,42,49,43,9,203,0,0,0,3,3,3,8,51,49,44,59,11,252,0,0,0,5,6,11,21,82,87,83,95,16,399,0,0,0,0,3,4,15,87,114,92,118,13,457,0,0
LGA14550,0,0,4,0,0,0,0,0,4,5,5,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,8,6,0,0,8,10,10,4,0,0,0,0,0,39,0,0,0,3,4,9,0,0,0,0,0,0,11,23,11,83,155,105,167,113,25,4,0,5,29,709,0,0,4,0,5,3,0,0,0,0,0,4,11,0,0,0,4,0,0,0,0,0,0,0,0,9,5,0,0,4,0,0,0,0,0,0,0,0,13,3,0,10,10,3,10,8,0,0,0,0,8,53,3,0,10,13,14,8,16,3,0,0,0,5,73,0,0,6,18,12,27,24,10,4,0,0,0,106,3,0,0,6,14,17,29,3,0,0,0,0,77,0,0,4,8,10,14,19,9,0,0,0,3,70,0,0,0,13,6,14,24,7,0,0,0,3,70,0,0,5,4,4,5,19,11,0,0,0,0,55,0,0
LGA14600,0,0,20,4,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,7,21,5,3,0,0,0,0,0,0,38,0,3,6,7,0,0,0,0,0,0,0,3,16,63,31,116,205,63,73,22,7,0,0,4,40,629,0,0,0,7,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,22,0,0,4,8,4,0,0,0,0,0,0,0,26,5,4,16,21,0,0,0,0,0,0,0,5,56,0,0,11,14,3,8,0,0,0,0,0,5,41,0,0,8,19,10,5,0,0,0,0,0,6,43,0,3,6,13,15,0,0,0,0,0,0,0,44,3,7,3,19,3,9,0,0,0,0,0,6,48,10,0,9,12,12,10,3,0,0,0,0,4,62,6,3
LGA14650,8,11,573,0,0,12,8,4,7,41,138,188,75,24,10,506,0,0,10,5,5,4,19,61,79,40,34,5,264,3,5,42,40,40,71,219,342,134,38,18,40,978,12,6,81,67,26,25,60,47,9,3,0,87,422,164,160,1437,1364,928,1323,3647,4763,1636,383,163,502,16479,10,7,17,18,22,24,36,55,35,11,0,73,310,5,6,12,3,6,11,12,18,0,0,0,20,97,17,26,69,46,25,27,31,36,13,0,5,25,319,20,33,232,120,55,64,80,72,14,3,0,23,716,12,14,518,216,97,141,145,163,50,8,7,59,1427,9,11,115,225,143,218,265,274,81,23,3,30,1396,4,7,61,182,80,123,239,387,115,12,9,34,1262,6,10,87,97,84,130,301,533,162,28,16,43,1496,4,8,37,68,57,149,321,668,231,47,16,55,1656,0,0,30,63,29,85,281,731,298,66,24,30,1648,5,0
LGA14700,69,9,401,0,0,5,0,0,3,9,35,155,172,271,9,660,0,0,0,0,0,4,5,16,72,97,368,8,569,0,0,0,4,0,3,10,31,76,52,124,17,319,0,7,4,0,0,3,0,7,10,7,6,16,60,31,38,118,52,41,54,154,612,1415,859,1180,108,4679,0,0,0,3,0,4,5,10,13,15,23,5,78,0,0,4,0,0,0,0,0,3,0,4,5,18,0,0,5,4,4,0,0,8,5,3,3,0,44,0,3,11,24,9,3,5,14,8,7,10,9,100,5,8,17,30,4,10,3,16,14,9,4,3,117,0,9,8,18,6,5,16,21,24,8,10,4,131,3,0,7,8,0,9,13,40,28,9,9,0,133,0,0,0,0,0,3,18,53,37,20,17,5,169,0,0,6,0,6,11,31,89,70,36,19,4,282,5,0,0,0,4,12,11,101,93,42,39,6,316,0,0
LGA14750,0,0,36,0,0,0,6,6,10,6,5,0,0,0,0,28,0,0,0,3,0,3,3,0,0,0,0,0,13,0,0,0,11,9,10,5,3,0,0,0,4,43,0,0,11,20,5,3,0,0,0,0,0,7,42,24,18,159,282,156,216,133,27,0,3,7,32,1054,0,0,0,0,6,3,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,0,5,4,0,0,0,0,0,25,0,4,15,9,8,4,0,0,0,0,0,9,48,0,0,16,22,13,15,5,0,0,0,0,4,80,0,0,13,14,13,23,18,3,0,0,0,5,90,3,6,3,11,16,20,22,4,0,0,0,4,97,0,0,8,16,18,22,33,0,0,0,0,4,108,0,0,11,21,14,24,24,9,0,0,0,5,108,0,0,15,15,18,34,30,9,0,0,0,5,113,0,0
LGA14850,0,3,85,0,0,7,0,0,7,11,33,10,3,6,4,83,0,0,0,0,0,6,3,4,12,0,0,0,29,0,5,13,22,20,49,82,63,10,0,0,9,283,3,0,15,16,0,13,13,9,0,0,0,28,99,55,51,372,567,418,809,1290,692,121,23,20,142,4556,0,3,7,5,5,6,13,11,0,0,0,14,54,0,0,0,3,4,6,7,7,0,0,0,0,27,8,3,29,17,12,16,11,4,0,0,4,8,110,0,4,47,46,26,33,26,14,3,0,0,3,224,6,4,94,79,49,52,58,29,8,0,0,20,391,3,4,33,79,74,131,117,44,9,7,4,16,518,0,3,28,31,37,74,95,87,19,4,3,14,379,3,0,25,26,24,73,118,112,17,6,5,11,416,0,0,15,21,33,66,123,146,33,6,3,11,452,6,4,10,8,21,51,142,140,45,7,4,16,448,4,0
LGA14870,0,0,34,4,0,4,3,0,0,12,17,0,0,0,3,38,0,0,0,0,0,4,4,7,4,0,4,0,26,6,0,13,10,9,19,20,8,0,0,0,8,85,0,0,13,5,6,12,6,0,0,0,0,14,57,51,16,240,306,218,418,373,138,17,3,6,80,1876,0,0,8,0,6,5,8,6,0,0,0,8,37,3,4,0,4,0,0,4,0,0,0,0,0,14,3,4,20,9,0,17,5,0,0,0,0,0,58,3,14,36,13,9,22,10,3,0,0,4,8,110,7,0,70,20,23,40,28,6,0,0,0,10,194,0,5,17,29,33,40,59,11,0,0,0,5,211,0,0,17,41,18,47,55,12,6,0,0,4,201,3,0,9,16,24,36,66,20,5,0,0,4,183,0,0,8,9,9,44,72,21,0,0,0,3,173,0,0,10,7,16,26,72,41,4,0,4,7,179,0,3
LGA14900,38,18,914,0,0,8,13,5,54,57,155,299,166,64,12,834,0,0,0,6,6,15,14,60,109,106,60,10,385,12,3,47,56,35,110,172,338,316,134,51,94,1364,26,3,84,35,23,20,47,62,33,8,6,110,454,275,214,1461,1025,557,1190,2735,4699,3917,1276,443,705,18498,15,24,74,37,19,58,76,153,102,47,21,84,704,10,12,25,14,14,13,17,23,16,6,4,20,159,30,73,84,52,31,30,41,56,41,17,3,23,491,37,80,312,119,53,80,91,119,60,12,9,60,1042,18,24,462,168,85,114,169,217,120,41,8,61,1479,8,19,95,120,65,131,210,314,159,80,16,34,1262,13,9,72,162,78,170,289,477,316,92,27,46,1754,10,10,70,82,89,165,330,621,369,120,33,53,1946,8,9,39,61,44,180,365,716,483,173,59,58,2187,3,6,36,36,39,119,297,748,541,214,71,60,2172,5,0
LGA14920,0,4,14,0,0,0,5,0,9,3,0,0,0,0,0,19,0,0,0,3,0,0,5,0,0,0,0,0,11,3,0,3,5,3,11,3,0,0,0,0,5,36,0,0,8,11,0,8,0,0,0,0,0,0,26,22,19,125,183,107,148,83,14,0,0,8,55,753,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,4,7,4,5,0,0,0,0,0,0,16,0,0,0,20,8,5,5,0,3,0,0,0,39,0,0,6,16,11,12,3,0,0,0,0,6,62,0,0,4,23,8,17,11,0,0,0,0,0,64,0,0,6,16,10,11,9,0,0,0,0,4,65,0,0,5,9,13,11,8,0,0,0,0,3,52,3,0,0,19,6,15,12,4,0,0,0,3,64,0,0,5,5,15,12,10,0,0,0,0,8,69,4,0
LGA14950,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,6,3,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,6,14,11,27,54,24,25,5,3,0,0,0,9,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,6,4,0,7,0,0,0,0,0,0,0,21,0,0,5,3,6,0,6,0,0,0,0,0,20,0,0,0,3,0,9,0,0,0,0,0,0,15,0,0,0,5,3,5,0,0,0,0,0,0,21,0,0,0,0,4,6,5,0,0,0,0,0,17,0,0,0,4,0,6,0,0,0,0,0,0,13,0,0
LGA15050,0,0,334,0,0,4,3,5,21,43,145,46,12,3,7,281,0,0,0,4,3,3,15,55,28,5,4,3,118,3,0,18,22,16,63,112,191,38,8,0,19,493,3,3,31,21,9,15,29,21,4,0,0,45,175,86,75,551,660,381,813,2148,2647,330,56,24,213,7985,0,0,7,13,7,16,16,32,10,6,4,23,121,0,0,11,5,6,7,0,8,4,0,0,3,44,5,5,21,25,16,12,19,13,4,0,0,15,125,5,0,34,79,30,41,34,37,7,0,0,11,284,6,8,48,161,56,76,90,67,11,4,4,26,546,0,5,18,106,58,115,136,128,35,0,0,23,621,3,3,11,35,38,79,147,186,52,10,4,24,597,4,3,13,33,37,81,203,278,71,7,0,24,754,0,6,12,26,23,60,234,346,103,9,0,22,844,0,0,9,17,15,75,164,413,137,16,0,14,866,0,4
LGA15240,4,10,162,0,0,0,5,3,11,38,49,18,0,7,7,150,0,0,0,0,3,9,13,18,12,0,5,4,61,0,9,21,33,44,79,137,126,29,0,6,19,501,8,0,55,55,25,53,32,20,0,0,0,59,310,77,80,679,1232,923,1678,2292,1321,206,22,62,311,8895,0,0,4,19,9,26,30,17,12,0,0,25,140,0,0,7,10,5,13,12,15,0,0,0,6,58,4,3,22,34,21,40,32,15,0,0,3,14,194,4,6,36,101,52,67,75,36,8,0,0,25,409,11,11,43,172,102,129,174,76,13,0,8,39,773,9,0,39,156,130,227,278,143,28,7,3,16,1035,6,3,22,89,55,148,249,210,48,10,11,26,865,0,4,14,50,62,150,252,229,46,6,6,18,851,6,0,16,39,38,92,272,291,60,17,0,28,856,8,5,13,34,26,88,233,303,96,13,3,30,849,4,0
LGA15270,0,3,79,0,0,0,0,9,4,25,34,20,3,0,3,99,0,0,0,0,0,3,10,16,9,0,0,8,56,3,0,0,15,10,6,51,39,9,0,3,0,145,0,6,0,11,8,6,7,4,0,0,0,15,56,35,17,112,289,234,346,615,440,79,15,12,95,2292,0,0,3,3,0,0,10,3,3,4,0,7,33,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,7,15,6,3,10,5,4,0,0,5,48,0,0,12,29,17,13,14,3,4,0,0,3,91,0,0,16,32,19,34,28,4,3,0,0,3,143,0,0,9,35,28,34,39,21,10,0,0,6,182,0,0,3,14,10,34,46,39,3,3,0,3,169,0,0,6,9,16,30,52,38,3,0,0,10,169,0,0,6,10,17,26,47,47,15,0,0,4,181,0,0,0,7,9,23,43,52,23,0,0,6,165,5,0
