LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA14850,486,10227,0,0,0,0,0,0,9,0,0,0,0,9,219,62,21,3,0,298,133,53,31,7,6,227,13,10,13,4,5,43,4,3,0,0,0,4,377,124,66,13,5,587,0,0,0,0,0,0,14,6,0,0,0,16,92,17,5,4,3,117,39,34,15,4,0,87,7,4,10,0,0,33,0,0,0,0,0,0,153,63,32,13,3,263,6,0,0,0,0,6,11,0,0,0,0,15,12,3,4,0,0,15,6,0,0,0,0,9,3,0,0,3,0,6,0,0,0,0,0,0,42,7,3,3,0,57,11,3,5,0,0,19,5436,2351,1983,887,496,11150
LGA14870,207,5002,0,0,0,0,0,0,6,0,0,0,0,7,79,9,0,0,0,91,68,20,6,3,0,97,0,0,0,0,0,10,11,5,0,0,0,12,163,26,7,6,3,210,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,16,4,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,4,5,0,0,9,8,3,3,0,0,14,0,0,0,0,0,0,15,4,3,0,5,25,8,0,0,3,0,15,2770,995,902,399,212,5280
LGA14900,5316,44198,0,0,0,0,0,5,48,6,0,0,0,56,510,235,120,34,16,912,943,826,872,320,164,3128,158,201,296,152,134,941,21,18,15,11,4,72,1686,1289,1304,517,315,5113,16,3,0,0,0,15,280,52,13,0,0,348,2254,1327,831,200,50,4662,329,341,345,169,109,1293,33,28,40,27,35,171,52,19,15,0,4,96,2964,1772,1252,402,205,6587,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,3,0,12,5,0,0,0,0,3,0,0,0,0,0,0,12,0,4,3,0,17,59,43,31,16,12,159,15435,12514,14521,7766,5854,56085
LGA14920,72,1852,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,9,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,7,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,1003,335,320,171,74,1892
LGA14950,65,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,8,442,140,125,77,69,849
LGA15050,1068,22879,0,0,0,0,0,0,30,0,0,0,0,34,481,92,22,5,0,600,330,170,87,23,6,621,49,34,31,20,7,147,7,3,0,0,0,14,897,314,139,50,14,1413,0,0,0,0,0,0,34,4,0,0,0,33,84,28,6,5,0,123,18,12,4,0,0,41,9,4,3,6,4,19,0,0,0,0,0,0,147,40,20,9,4,211,3,0,0,0,0,3,6,0,0,0,0,6,18,4,0,0,0,26,6,0,3,0,0,12,0,0,4,0,0,4,0,0,0,0,0,0,40,5,8,0,0,56,10,11,6,0,0,27,10215,5476,5444,2369,1084,24585
LGA15240,895,23666,0,0,0,0,0,0,18,0,0,0,0,19,444,61,23,0,0,530,568,118,69,20,8,790,52,14,11,7,10,99,15,0,3,0,0,17,1104,198,105,31,17,1461,0,0,0,0,0,0,46,3,0,0,0,48,432,97,30,6,0,570,176,48,26,6,4,257,12,0,3,6,0,26,5,4,0,0,0,11,673,156,60,18,9,911,11,3,3,0,0,13,62,4,0,0,0,68,77,11,5,0,0,92,23,17,0,5,0,43,3,3,0,0,4,16,7,0,0,0,0,5,183,34,10,7,0,237,34,8,4,3,0,47,15754,4417,3578,1659,918,26332
LGA15270,280,6361,0,0,0,0,0,0,14,0,0,0,0,14,54,24,3,3,0,81,48,34,18,0,0,106,4,0,3,4,0,14,4,0,0,0,0,9,119,64,26,15,5,222,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,9,6,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,14,3,0,0,0,12,3,0,0,0,0,5,3,0,4,0,0,5,5,0,0,0,0,5,28,3,0,0,0,33,8,0,0,3,0,12,3235,1265,1212,641,286,6641
LGA15300,144,2492,0,0,0,0,0,0,0,0,0,0,0,0,52,11,8,0,0,63,29,8,11,0,0,52,15,15,8,9,0,56,3,0,0,0,0,6,99,36,21,15,4,179,0,0,0,0,0,0,4,0,0,0,0,4,7,3,5,0,0,11,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,4,5,0,0,22,11,0,3,4,0,23,1258,538,498,287,151,2729
LGA15350,131,3483,0,0,0,0,0,0,5,0,0,0,0,5,103,26,8,0,0,142,310,152,143,31,0,645,84,59,92,28,16,272,0,0,0,0,0,0,500,241,245,56,22,1068,3,0,0,0,0,4,399,21,4,0,0,424,1169,408,172,18,3,1764,389,143,136,22,6,708,38,10,24,13,4,79,14,4,8,0,0,15,2015,587,344,55,16,3001,0,0,0,0,0,0,3,0,0,0,0,4,25,4,0,0,0,32,12,0,4,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,41,13,9,0,0,59,6,4,0,0,0,11,3772,1501,1574,613,160,7620
LGA15520,116,3216,0,0,0,0,0,0,6,0,0,0,0,6,94,8,3,0,0,106,29,3,7,0,0,40,3,0,0,0,0,7,5,0,0,0,0,5,132,11,12,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,4,11,3,0,0,0,13,8,0,0,0,0,10,0,0,4,0,0,4,0,0,0,0,0,0,24,6,4,0,0,30,14,0,0,0,0,20,1911,550,558,294,116,3434
LGA15560,39,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,8,458,161,117,76,39,857
LGA15650,208,3902,0,0,0,0,0,0,9,0,0,0,0,9,48,9,3,3,0,67,41,17,10,3,0,73,9,6,4,3,0,24,6,0,0,0,0,6,110,40,19,6,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,0,0,18,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,3,0,0,20,7,3,0,0,0,9,1827,871,823,390,213,4131
LGA15700,220,4808,0,0,0,0,0,0,6,0,0,0,0,6,66,9,0,0,0,77,53,21,14,4,0,103,12,8,6,4,3,19,7,0,0,0,0,7,144,36,24,5,5,214,0,0,0,0,0,0,4,0,0,0,0,4,55,7,0,3,0,74,30,12,6,3,3,57,4,0,0,0,3,10,4,0,0,0,0,4,101,25,7,5,6,146,7,0,0,0,0,7,14,0,0,0,0,12,26,5,4,0,0,31,7,0,0,5,0,16,3,0,0,0,0,6,0,0,0,0,0,0,61,7,5,5,0,76,18,0,5,0,0,21,2912,956,770,402,228,5264
LGA15750,139,3007,0,0,0,0,0,0,7,0,0,0,0,5,49,10,6,0,0,64,0,4,7,0,0,10,4,0,0,0,0,7,0,0,0,0,0,4,67,19,10,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,3,0,0,0,8,1545,608,508,325,138,3126
LGA15800,73,1364,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,3,0,5,0,0,10,4,0,0,0,0,5,734,274,203,126,70,1405
LGA15850,80,1475,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,14,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,0,5,0,0,12,717,292,276,155,80,1522
LGA15900,1074,33159,9,0,0,0,0,7,117,10,0,0,0,127,1506,295,127,25,5,1963,1334,679,406,131,52,2609,136,117,116,70,29,473,30,12,8,0,0,43,3128,1121,658,231,88,5228,22,0,0,0,0,26,454,25,9,0,0,486,1525,339,112,23,4,2003,535,184,118,24,5,864,48,21,23,14,8,110,29,5,0,6,0,34,2603,576,261,68,21,3528,0,0,0,0,0,0,11,0,0,0,0,12,18,6,3,0,0,33,12,4,6,0,0,28,5,6,4,5,0,18,0,0,0,0,0,0,54,15,12,5,0,89,27,7,5,0,0,49,19868,9208,8556,3243,1179,42051
LGA15950,92,2939,6,0,0,0,0,6,42,6,0,0,0,45,412,153,80,5,0,646,791,439,440,54,7,1731,142,105,150,60,19,472,8,0,0,0,0,6,1395,698,674,124,24,2909,118,0,0,0,0,127,1794,139,22,0,0,1963,4777,1557,586,62,10,6987,1537,743,629,99,19,3026,70,51,52,20,5,200,44,12,3,0,0,61,8341,2507,1296,187,35,12365,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,0,0,22,6,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,25,6,4,0,0,35,17,4,4,0,0,24,10981,3826,2721,604,149,18279
LGA15990,2375,46587,10,0,0,0,0,13,146,6,3,0,0,152,820,200,101,12,3,1140,1296,672,819,148,22,2960,250,181,324,159,52,964,20,7,0,0,0,22,2542,1061,1251,324,82,5252,79,3,0,0,0,76,2109,206,53,4,0,2380,6853,3063,1403,185,36,11545,1756,886,785,152,38,3619,111,73,137,79,36,431,81,37,19,0,0,137,10988,4261,2397,421,111,18181,0,0,0,0,0,0,29,3,3,0,0,36,70,24,16,0,0,106,17,17,15,0,3,52,0,4,9,5,0,16,5,0,0,0,0,4,120,50,42,7,4,217,47,22,12,10,4,99,28119,14472,18123,7052,2576,70330
LGA16100,57,1370,0,0,0,0,0,0,4,0,0,0,0,4,12,3,0,0,0,10,8,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,4,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,771,245,229,102,58,1402
LGA16150,483,10268,0,0,0,0,0,0,24,6,0,0,0,33,197,69,15,0,0,273,111,49,29,10,0,201,3,7,8,5,0,29,0,0,0,0,0,0,333,132,60,10,4,536,0,0,0,0,0,0,14,0,0,0,0,15,65,17,5,0,0,89,16,3,8,0,0,32,5,0,3,0,0,11,4,0,0,0,0,4,110,20,14,3,0,151,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,0,0,8,0,0,0,0,0,0,15,6,3,0,0,19,5,3,10,6,0,24,4976,2226,2187,1107,495,10996
LGA16200,173,3411,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,28,14,5,8,0,0,24,0,4,6,4,0,13,0,0,0,0,0,0,34,9,7,5,0,61,0,0,0,0,0,0,5,0,0,0,0,5,40,9,3,0,0,54,5,3,0,0,0,9,7,0,0,4,0,8,0,0,0,0,0,3,55,8,3,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,0,5,0,0,12,12,9,4,3,0,25,1723,698,617,369,176,3587
LGA16260,2005,29960,9,0,0,0,0,6,122,17,4,0,0,147,823,420,250,43,14,1550,1577,1458,1495,447,161,5138,422,516,693,304,198,2136,27,17,23,4,5,73,2976,2437,2465,805,367,9049,59,9,0,0,0,77,2644,540,129,14,4,3331,8715,6243,3496,594,137,19191,1280,1239,1288,388,170,4369,49,44,62,32,32,225,151,84,58,10,5,300,12905,8160,5032,1035,352,27486,6,0,0,5,0,6,0,0,0,0,0,7,23,33,23,0,0,78,6,8,14,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,30,39,34,10,0,120,58,29,22,5,9,122,25528,17351,15653,5475,2734,66741
LGA16350,3333,47008,3,0,0,0,0,3,39,0,4,0,0,36,471,126,46,7,3,654,1541,1006,744,229,114,3636,225,291,304,161,124,1114,23,13,17,5,3,61,2292,1442,1115,407,248,5510,11,0,0,0,0,8,134,12,5,0,0,152,1467,460,187,25,7,2144,162,139,90,30,9,426,15,18,15,18,13,79,26,8,3,3,0,39,1808,637,303,70,25,2852,0,0,0,0,0,0,3,0,0,0,0,3,29,3,4,0,0,38,10,0,4,0,0,15,7,0,4,3,3,13,0,0,0,0,0,0,48,6,7,4,4,71,26,10,6,11,4,57,20060,12924,12886,6006,3613,55491
LGA16380,802,20147,0,0,0,0,0,0,25,0,0,0,0,25,699,88,22,7,0,819,734,223,120,30,13,1124,84,24,32,19,11,167,18,3,0,0,0,25,1559,341,180,58,28,2163,3,0,0,0,0,0,65,0,0,0,0,69,565,126,31,7,0,734,322,74,29,12,3,433,19,5,10,6,3,43,15,0,0,0,0,16,986,210,68,23,4,1289,4,0,0,0,0,6,33,0,0,0,0,35,47,8,7,0,0,61,10,0,3,3,0,21,4,3,4,0,0,7,0,0,0,0,0,0,105,14,10,0,0,138,26,5,7,0,3,44,13123,4260,3882,1688,834,23785
LGA16400,869,17900,0,0,0,0,0,0,17,0,0,0,0,19,465,57,26,9,0,542,739,255,153,30,16,1190,148,52,66,26,10,307,12,0,0,0,0,22,1382,362,241,64,26,2080,0,0,0,0,0,0,11,0,0,0,0,16,174,30,9,0,4,216,147,21,11,0,0,178,26,8,6,10,0,44,3,0,0,0,0,6,368,53,28,15,4,463,5,0,0,0,0,9,40,4,0,0,0,45,62,8,12,0,0,82,31,7,0,0,0,39,0,0,4,4,0,9,3,0,0,0,0,3,147,26,18,3,0,186,27,7,4,0,0,42,10647,3824,3616,1673,901,20670
LGA16490,622,14057,0,0,0,0,0,0,28,5,0,0,0,30,444,142,75,17,6,684,396,245,169,46,11,871,25,35,19,14,7,97,11,0,4,0,0,12,906,421,262,76,23,1690,7,0,0,0,0,7,128,24,8,8,0,160,367,182,92,24,15,678,44,37,25,6,0,106,0,0,3,5,0,14,6,0,0,0,0,9,559,243,127,40,20,988,0,0,0,0,0,4,8,0,0,0,0,10,3,0,0,0,0,11,8,0,0,0,0,9,4,5,0,0,0,7,0,0,0,0,0,0,24,6,0,0,0,37,4,0,9,0,0,16,7019,3706,3850,1541,665,16785
LGA16550,585,11389,3,0,0,0,0,4,56,10,4,0,0,69,653,265,190,28,5,1140,1127,870,1069,234,43,3347,357,407,822,344,92,2023,15,10,4,0,4,38,2213,1560,2098,601,145,6621,51,4,0,0,0,56,1586,118,17,8,0,1725,6140,2464,1025,130,23,9772,1136,813,768,147,39,2906,54,45,76,38,16,229,85,17,8,0,0,115,9053,3450,1892,325,84,14808,0,0,0,0,0,0,36,0,0,0,0,36,71,22,4,0,0,91,17,15,11,3,3,47,0,0,15,0,0,23,0,0,0,0,0,0,125,40,26,6,9,207,17,6,3,0,4,27,14972,7419,7418,2422,822,33050
LGA16610,314,5452,0,0,0,0,0,3,12,0,0,0,0,14,125,19,3,0,0,153,98,32,23,8,5,155,13,0,9,0,0,23,8,0,0,0,0,5,247,56,35,9,9,353,0,0,0,0,0,0,7,0,0,0,0,7,51,3,0,0,0,63,14,7,7,0,3,27,3,0,0,0,0,5,0,0,0,0,0,4,73,8,9,0,4,98,12,0,0,0,0,11,13,0,0,0,0,16,18,7,0,0,0,19,12,4,4,0,0,12,4,0,0,0,0,4,0,0,0,0,0,4,55,11,3,0,0,74,3,3,0,6,0,11,3096,1119,951,501,331,5989
LGA16700,1012,16660,0,0,0,0,0,3,57,7,0,0,0,65,858,386,198,28,4,1474,844,723,758,157,51,2527,144,185,278,111,52,773,19,13,11,0,0,41,1919,1310,1240,298,114,4877,24,0,0,0,0,24,2229,311,64,8,0,2614,4353,2321,1117,199,25,8014,429,465,375,111,23,1403,28,19,35,17,8,110,67,32,12,0,3,113,7132,3142,1607,334,58,12275,0,0,0,0,0,0,12,5,0,0,0,11,9,3,3,0,0,19,16,7,10,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,38,15,15,0,0,67,17,9,4,0,0,28,14437,8196,7532,2561,1186,33907
LGA16900,892,18086,0,0,0,0,0,0,20,0,0,0,0,17,451,79,25,0,0,552,688,365,227,55,20,1360,106,67,57,36,20,276,15,4,8,0,0,27,1277,523,310,89,38,2236,0,0,0,0,0,0,30,0,0,0,0,34,241,54,15,0,0,309,98,39,23,7,4,168,15,11,12,7,0,45,5,0,0,0,0,5,393,106,50,16,3,569,0,0,0,0,0,0,10,0,0,0,0,15,72,3,0,0,0,71,12,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,4,92,8,6,0,0,103,8,3,0,6,0,24,9062,4501,4602,1908,933,21014
LGA16950,988,27131,0,0,0,0,0,0,37,8,0,0,0,40,587,87,22,8,0,706,420,108,69,21,5,622,44,22,15,13,8,104,4,3,0,0,0,12,1092,221,108,37,19,1483,0,0,0,0,0,0,20,0,0,0,0,20,95,23,7,0,0,123,79,32,20,0,0,127,23,0,9,0,6,39,4,0,0,0,0,4,217,55,37,5,3,324,4,0,0,0,0,4,42,0,0,0,0,50,174,16,0,0,0,196,48,4,0,0,0,59,9,8,3,3,6,29,4,0,0,0,0,10,280,34,10,6,6,340,51,7,10,4,5,74,16312,5305,4660,2055,1017,29348
LGA17000,340,5972,0,0,0,0,0,0,5,0,0,0,0,5,55,17,4,0,0,75,78,45,27,4,4,158,7,4,6,0,0,28,4,0,0,0,0,3,149,63,41,12,3,269,0,0,0,0,0,0,3,0,0,0,0,8,28,9,0,0,0,37,9,11,8,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,45,14,4,4,0,73,3,0,0,0,0,3,13,0,0,0,0,13,6,0,0,0,0,10,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,21,4,0,0,0,31,7,6,0,0,0,11,2647,1311,1357,693,347,6360
LGA17040,172,4888,0,0,0,0,0,0,3,0,0,0,0,4,38,4,5,0,0,45,30,20,14,7,0,72,4,3,10,6,0,22,0,0,0,0,0,0,77,28,25,11,5,149,3,0,0,0,0,6,18,3,0,0,0,21,51,21,3,0,0,81,35,18,13,4,0,74,11,5,4,0,3,23,0,4,0,0,0,5,114,51,27,8,3,207,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,8,4,3,0,0,0,5,7,3,0,0,0,8,0,0,0,0,0,0,16,8,0,0,0,24,17,3,6,0,0,27,2716,1019,950,429,175,5291
LGA17080,146,3748,0,0,0,0,0,0,3,0,0,0,0,3,74,14,0,0,0,85,11,3,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,4,88,26,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,8,0,0,0,0,0,0,6,0,3,0,0,11,9,3,0,5,0,16,2057,707,670,321,146,3905
LGA17100,447,4564,3,0,0,0,0,3,7,0,0,0,0,7,59,39,25,8,0,126,85,108,62,28,17,312,24,42,45,30,13,162,3,0,0,0,0,5,186,195,138,63,37,611,11,4,0,0,0,18,473,110,25,0,0,605,1787,1259,907,187,39,4186,197,280,289,125,44,941,10,31,33,21,9,105,23,16,12,8,5,58,2500,1698,1266,344,100,5904,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,16,4,3,14,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,9,13,17,6,0,50,10,3,8,0,0,18,4095,2881,2556,1034,578,11147
LGA17150,2056,44029,0,0,0,0,0,0,82,7,6,0,0,92,866,282,100,11,0,1262,2266,1394,1194,239,41,5133,362,289,396,213,70,1320,15,7,3,0,0,35,3593,1980,1693,469,119,7845,15,3,0,0,0,14,723,52,9,0,0,788,5054,1824,660,92,15,7635,1213,585,384,104,23,2313,39,19,35,17,10,113,50,12,7,3,0,71,7089,2496,1095,218,51,10946,5,0,0,0,0,5,13,0,0,0,0,15,49,12,7,0,0,67,13,6,10,0,0,25,9,0,3,5,0,13,0,0,0,0,0,0,81,23,16,5,0,132,30,9,7,4,4,53,25706,13120,15524,6428,2224,63002
