LGA_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
LGA13450,5,0,6,15,4,3,0,0,0,0,0,6,39,8,0,11,7,5,4,0,0,0,0,0,0,38,19,26,54,44,11,11,4,0,0,0,0,5,184,32,40,59,50,16,8,3,0,0,0,3,10,224,12,12,57,72,43,29,3,6,0,0,0,6,244,0,3,33,36,9,9,0,3,0,0,0,3,102,10,5,47,101,49,43,7,3,0,0,0,5,284,4,8,45,67,43,47,7,8,0,0,0,6,234,6,5,30,68,52,42,29,10,0,0,0,11,248,0,0,28,36,27,58,27,7,0,0,0,8,198,0,7,17,46,43,78,23,12,0,0,6,7,238,0,0,10,19,24,31,17,13,0,0,0,0,113,0,0,3,4,6,14,19,13,0,0,0,3,75,0,0,0,0,5,8,10,9,0,0,0,0,44,0,0,0,0,3,3,0,4,0,0,0,0,12,5,4,18,34,23
LGA13550,0,0,4,0,0,0,0,0,0,0,0,5,7,0,4,5,3,0,0,0,0,0,0,0,0,14,3,8,35,25,0,8,0,0,0,0,0,7,81,12,21,48,36,12,11,5,3,0,0,0,3,149,0,3,37,35,16,17,6,4,0,0,0,4,130,0,0,9,17,8,15,3,0,0,0,0,0,61,4,6,19,31,26,27,7,3,0,0,0,6,132,5,0,15,24,33,19,12,0,0,0,5,4,117,0,3,7,26,22,19,12,3,0,0,4,3,99,4,0,9,15,14,15,16,8,0,0,0,3,80,0,0,8,14,8,26,24,9,0,0,0,9,111,0,0,0,4,11,9,3,3,0,0,0,0,44,3,0,4,10,4,18,8,10,4,0,4,5,78,0,0,0,6,0,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,0,0,0,10,7,3,3,18,13
LGA13660,0,0,0,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,7,6,0,12,6,0,0,0,0,0,0,0,0,24,7,11,20,7,0,0,0,0,0,0,0,6,44,0,5,14,10,3,0,0,0,0,0,0,4,35,0,8,10,13,3,0,0,0,0,0,0,0,31,6,0,12,6,5,3,0,0,0,0,0,6,38,6,0,17,10,0,0,0,0,0,0,0,0,38,0,7,8,11,0,3,0,0,0,0,0,0,27,3,0,7,7,0,0,0,0,0,0,0,0,26,4,0,10,0,3,3,0,0,0,0,0,4,21,5,0,6,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,4,0
LGA13800,0,0,3,4,0,9,14,7,0,3,0,10,51,0,9,11,8,3,8,15,9,0,0,0,6,63,12,31,55,56,18,15,24,11,0,0,0,10,234,24,42,86,63,27,33,41,16,4,0,5,19,365,3,3,56,64,46,76,100,38,6,0,0,12,408,5,0,22,27,24,34,58,8,0,0,0,8,193,5,4,23,68,65,76,167,75,10,6,0,16,523,0,9,17,38,60,86,154,79,11,15,3,13,480,7,0,10,32,41,86,202,118,20,5,10,12,544,4,3,11,19,50,52,162,101,25,3,3,5,442,6,0,8,19,46,77,161,184,27,7,13,13,557,5,0,9,16,33,42,84,104,23,16,8,10,343,0,0,4,7,10,15,48,71,19,7,8,3,195,0,0,0,7,11,15,27,41,30,13,7,7,143,0,0,4,0,0,0,7,9,0,3,4,5,36,4,3,11,30,24
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,17,7,0,0,0,0,0,0,0,5,34,0,5,19,7,0,0,0,0,0,0,0,3,40,0,0,21,15,0,0,0,0,0,0,0,0,41,0,0,9,4,0,0,0,0,0,0,0,0,23,6,0,24,7,0,0,0,0,0,0,0,4,41,6,3,10,10,0,0,0,0,0,0,0,3,30,4,3,12,8,0,0,0,0,0,0,0,0,29,4,0,3,4,0,0,0,0,0,0,0,0,15,5,0,6,3,4,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
LGA13910,0,0,5,6,10,0,0,0,0,0,0,5,18,0,4,7,10,0,3,0,0,0,0,0,0,21,8,9,25,44,4,11,3,0,0,0,0,7,111,12,23,65,51,17,10,0,0,0,0,0,3,196,11,10,46,75,31,21,8,0,0,0,0,8,214,4,4,20,42,11,16,0,0,0,0,0,3,103,5,10,44,82,32,20,0,0,0,0,0,6,214,5,0,22,50,30,23,10,0,0,0,0,6,155,6,0,17,45,31,29,15,3,0,0,0,0,143,3,0,8,18,17,13,10,0,0,0,0,3,83,4,3,19,27,19,25,12,0,0,0,0,3,116,4,0,5,9,8,8,3,5,0,0,0,5,36,0,0,3,8,6,0,3,0,0,0,0,0,26,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,26,16
LGA14000,0,5,14,3,6,8,14,42,49,15,8,17,183,13,18,0,7,7,11,11,21,21,3,0,6,111,30,75,40,33,11,13,16,35,27,4,11,18,315,36,98,61,43,14,42,17,38,23,9,4,32,408,10,23,62,43,23,41,58,90,51,16,4,28,432,7,0,42,19,11,18,15,57,28,10,4,13,219,9,10,28,47,30,55,91,160,84,14,19,23,566,6,5,8,27,27,54,109,206,121,27,20,15,623,4,3,9,9,20,58,143,284,151,41,25,23,766,7,0,11,6,11,17,96,284,141,51,25,17,675,10,0,9,21,19,35,113,393,368,90,58,20,1141,0,0,5,5,10,25,53,303,227,77,44,6,764,0,0,4,11,9,11,48,259,301,137,143,11,931,0,0,3,3,7,7,23,132,205,138,109,13,643,0,0,0,0,4,0,4,40,66,59,70,3,244,3,3,13,14,4
LGA14100,0,7,0,0,0,0,3,3,0,0,0,3,22,3,0,0,0,0,0,0,6,0,0,0,0,13,25,44,7,6,0,0,3,0,0,0,0,3,88,10,57,3,9,0,0,0,6,0,3,0,5,92,0,12,12,0,0,0,3,3,3,0,0,3,51,3,0,17,8,0,0,0,5,0,0,0,0,36,0,3,6,9,3,7,6,22,7,0,4,0,71,0,0,0,8,0,7,12,8,8,3,0,4,58,0,0,0,0,3,17,16,21,4,8,0,0,65,0,0,0,0,0,0,18,15,12,3,9,0,68,0,0,0,0,0,4,15,27,18,11,9,3,95,0,0,0,0,0,4,5,14,19,10,17,0,66,0,0,0,0,0,0,8,20,29,31,59,4,154,0,0,0,0,0,3,5,8,12,22,37,3,93,0,0,0,0,0,5,0,4,7,10,46,0,75,0,0,4,0,0
LGA14170,5,8,17,22,25,43,84,90,51,21,23,50,443,38,33,23,17,12,23,36,35,19,7,15,13,270,98,223,109,95,42,83,120,100,24,14,28,71,1023,104,323,158,115,85,110,111,100,40,19,27,51,1248,18,65,131,146,120,204,245,219,68,33,29,33,1314,10,21,66,71,34,57,111,119,32,12,16,17,569,20,28,52,136,129,252,464,406,131,64,43,34,1762,8,14,38,77,89,237,546,545,179,90,59,44,1929,7,7,30,75,76,234,603,748,291,162,114,33,2385,4,7,21,42,60,147,524,737,318,123,125,35,2134,0,5,24,43,62,162,623,1199,676,345,235,45,3424,0,3,7,19,23,76,279,820,649,376,241,36,2527,5,3,9,21,25,64,197,616,666,505,600,45,2748,3,0,0,7,8,27,80,348,475,543,620,34,2149,0,0,4,4,11,6,29,80,182,276,646,20,1260,10,15,39,40,29
LGA14220,0,0,8,7,0,4,0,0,0,0,0,0,21,8,3,20,8,3,0,0,0,0,0,0,3,48,16,21,48,31,5,8,4,0,0,0,0,10,139,23,28,47,45,10,8,0,3,0,0,3,8,173,14,12,50,39,10,34,7,0,3,0,4,10,173,18,5,33,33,13,18,4,0,0,0,0,0,114,8,9,42,64,31,53,13,4,5,4,0,15,251,4,7,29,35,24,34,13,3,0,0,0,3,160,0,0,23,30,26,21,18,4,0,0,0,7,136,8,0,6,15,11,28,13,3,0,0,0,0,83,3,3,15,14,9,21,13,5,0,0,0,3,93,3,0,0,5,3,11,9,3,3,0,0,3,46,0,0,0,3,0,8,6,4,0,0,0,0,24,0,0,5,0,0,4,0,9,0,0,0,0,25,0,0,0,5,0,0,0,4,0,0,0,0,10,0,0,16,28,12
LGA14300,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,10,5,5,11,6,0,0,0,0,0,0,0,4,34,10,10,19,10,10,6,0,0,0,0,0,3,68,6,3,6,8,8,8,0,0,0,0,0,0,42,0,0,8,14,3,0,0,0,0,0,0,0,24,8,4,3,15,6,3,5,0,0,0,0,0,41,0,4,7,14,12,0,0,0,0,0,0,0,40,0,0,6,3,7,6,5,0,0,0,0,0,26,0,0,0,13,6,0,0,0,0,0,0,0,26,0,0,5,4,3,9,4,0,0,0,0,0,22,0,0,3,4,5,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0
LGA14350,3,0,5,3,4,9,0,3,0,0,0,7,35,9,0,17,3,7,9,0,0,0,0,0,10,54,13,20,54,58,17,20,11,0,0,0,0,12,199,15,57,106,110,45,38,11,3,0,0,0,3,394,4,10,62,144,76,58,20,3,0,0,8,14,389,5,0,39,59,32,33,11,3,3,0,0,4,191,9,7,45,109,78,86,41,4,0,0,0,12,384,4,0,14,65,56,74,31,7,3,0,0,4,261,8,5,15,54,51,49,28,4,5,0,0,7,224,0,3,7,37,21,43,26,5,3,0,5,7,165,0,0,9,29,26,50,22,13,0,0,0,7,161,0,0,4,9,10,12,13,8,5,0,0,3,64,4,0,0,7,10,14,9,8,5,0,3,7,63,0,0,4,3,0,5,9,4,9,0,0,0,34,0,0,0,0,5,0,0,0,0,0,0,0,8,9,0,17,42,35
LGA14400,0,0,0,0,0,0,0,3,0,0,0,4,9,0,0,0,0,0,0,3,0,0,0,0,0,10,3,7,7,11,3,9,5,5,3,0,4,0,63,4,8,10,16,6,12,3,0,0,0,0,6,73,0,3,8,16,26,25,32,12,0,0,0,11,136,0,0,4,6,3,6,15,3,3,0,0,0,56,0,7,8,17,12,26,47,35,8,0,0,3,150,0,4,0,9,12,34,38,44,7,5,0,0,158,0,0,0,12,11,24,50,43,11,3,0,9,160,0,0,0,0,8,13,39,43,7,3,4,6,114,0,0,3,13,11,17,50,65,15,5,5,0,186,0,0,0,4,4,11,31,37,13,3,0,0,112,0,0,0,0,6,4,9,50,16,0,0,0,78,0,0,0,0,0,4,4,18,7,3,4,5,44,0,0,0,0,0,0,0,3,0,0,0,3,13,0,0,0,0,5
LGA14500,0,0,3,5,0,0,3,21,28,25,40,11,135,0,0,6,0,0,0,5,10,8,3,19,5,48,3,3,7,5,0,4,6,11,9,10,19,10,82,3,35,10,3,5,3,9,15,15,10,17,10,147,4,16,18,9,6,8,12,24,17,20,14,7,163,0,0,3,0,0,0,11,12,14,5,21,3,81,4,3,6,11,12,10,21,39,43,21,33,11,207,3,0,9,5,9,5,19,44,47,35,47,9,226,0,0,10,6,0,11,23,57,53,43,50,7,264,0,0,3,3,0,7,28,66,68,54,70,11,318,0,0,0,8,3,12,27,96,154,102,154,11,565,0,0,0,3,9,9,12,53,91,77,112,9,372,0,4,5,3,4,4,15,64,131,156,643,22,1050,0,0,0,0,6,8,8,38,77,121,357,10,622,0,0,4,0,0,0,5,10,39,54,301,5,424,0,0,3,0,0
LGA14550,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,4,4,0,0,0,0,0,0,0,0,8,5,7,20,13,5,0,0,0,0,0,0,0,60,8,6,19,17,9,17,4,0,0,0,0,3,81,6,0,14,31,15,26,8,3,0,0,0,0,101,0,0,17,22,5,5,10,0,0,0,0,0,58,3,3,16,26,10,21,6,0,0,0,0,3,88,0,0,19,19,9,18,12,0,0,0,0,3,80,3,0,8,10,4,19,7,0,0,0,0,3,57,0,0,5,12,3,7,3,0,0,0,0,5,34,4,0,3,9,4,7,3,0,0,0,0,0,30,0,0,0,3,3,6,4,0,0,0,0,3,18,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,3,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3
LGA14600,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,3,13,5,16,10,0,0,0,0,0,0,0,5,48,16,10,42,5,0,0,0,0,0,0,0,5,82,5,0,35,12,0,0,0,0,0,0,3,0,56,4,0,21,3,0,0,0,0,0,0,0,0,31,8,3,40,14,0,0,0,0,0,0,0,7,66,5,8,23,16,5,0,0,0,0,0,0,4,56,10,0,17,10,4,0,0,0,0,0,0,3,50,8,3,19,11,0,0,0,0,0,0,0,0,50,20,0,10,15,8,0,0,0,0,0,0,3,58,10,0,3,5,0,0,4,0,0,0,0,0,24,3,4,5,5,6,0,0,0,0,0,0,0,18,0,3,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,10,0
LGA14650,0,7,16,24,11,17,22,10,0,0,6,36,148,28,35,21,36,15,12,20,11,6,0,0,18,203,91,230,178,126,44,78,79,19,3,0,14,57,926,108,481,263,271,74,161,121,29,3,4,14,72,1605,34,64,239,296,163,292,318,78,9,0,8,41,1549,20,37,229,133,62,137,158,35,10,0,0,23,852,30,41,161,303,194,356,508,134,21,7,7,40,1799,22,20,111,180,120,328,437,163,26,4,4,31,1445,6,13,43,95,127,349,533,215,34,5,3,18,1442,4,9,21,67,89,231,407,202,39,4,3,24,1104,6,4,34,53,75,234,516,404,108,20,19,17,1488,5,3,9,21,30,127,256,252,70,6,8,12,792,4,3,15,12,24,64,153,200,88,21,15,8,623,0,0,7,10,5,20,73,130,65,10,12,4,336,0,0,0,0,8,4,16,28,22,6,8,10,104,11,20,64,77,61
LGA14700,0,0,0,0,0,0,0,17,7,9,4,0,52,7,0,5,0,0,0,4,11,3,0,0,0,34,13,22,10,10,4,3,12,13,3,3,5,5,100,16,59,19,9,3,3,9,8,8,3,0,4,144,5,13,8,6,5,6,15,27,11,0,4,9,109,0,7,9,0,0,0,10,14,9,0,0,0,45,0,3,6,11,5,4,36,70,14,9,8,0,169,0,0,7,9,8,12,43,83,30,9,3,6,203,0,0,0,3,7,12,51,119,35,16,20,6,270,0,3,0,0,0,13,40,116,43,16,10,5,248,0,4,0,3,4,11,48,233,86,41,35,3,479,0,0,0,3,4,3,27,162,89,40,23,7,357,0,0,6,0,0,6,28,150,110,65,148,13,518,0,0,0,0,0,0,11,71,90,57,122,11,375,0,0,0,0,0,5,3,30,24,32,113,5,213,0,0,6,7,0
LGA14750,0,0,5,5,0,0,5,0,0,0,0,0,15,4,0,5,4,3,0,0,0,0,0,0,0,16,3,15,9,16,0,0,0,0,0,0,0,3,62,17,11,36,32,14,3,0,0,0,0,0,0,114,3,7,14,47,13,8,0,0,0,0,0,5,101,0,0,12,21,4,4,0,0,0,0,0,3,49,0,6,27,48,17,14,3,0,0,0,3,11,120,4,0,22,22,23,11,0,0,0,0,0,7,84,0,0,20,33,18,8,5,0,0,0,0,0,98,0,0,7,26,25,6,3,0,0,0,0,0,74,0,0,10,31,16,5,3,0,0,0,0,0,71,0,0,7,16,5,4,9,0,0,0,0,0,37,0,0,5,9,4,0,0,0,0,0,0,0,23,0,0,5,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,8,16,7
LGA14850,0,0,5,6,7,4,8,4,0,0,0,9,51,9,10,17,10,5,4,8,3,0,0,0,6,80,26,62,77,86,36,36,18,3,0,0,0,13,356,27,98,95,134,51,45,41,7,0,0,3,18,513,5,17,91,136,90,96,98,14,0,0,4,14,562,9,11,42,48,47,60,60,19,4,0,0,0,299,9,15,44,109,82,123,132,35,0,0,0,11,556,8,6,34,74,62,92,144,42,4,0,0,8,471,4,9,16,57,54,107,162,47,5,0,0,9,474,0,0,10,29,32,62,102,41,5,0,0,5,293,4,5,8,23,22,61,110,41,5,0,4,6,285,0,0,3,0,3,29,32,33,3,0,0,4,110,0,0,5,5,3,10,19,25,4,0,0,3,75,0,0,0,0,0,4,0,13,0,0,0,8,25,0,0,0,0,0,0,4,0,0,0,0,0,13,3,4,20,32,27
LGA14870,0,5,0,0,7,0,0,0,0,0,0,3,20,11,4,6,12,0,0,0,0,0,0,0,0,42,15,38,41,53,12,6,6,0,0,0,0,8,174,11,50,60,63,16,3,3,0,0,0,0,11,221,0,12,60,91,34,25,8,0,0,0,0,5,230,4,6,42,34,18,13,3,0,0,0,0,4,119,8,0,39,75,30,25,7,0,0,0,0,0,192,0,4,17,67,35,16,5,0,0,0,3,8,157,0,0,16,50,28,32,6,8,5,0,3,0,143,0,5,7,26,27,23,4,0,0,0,0,0,92,0,0,12,37,33,28,14,6,0,0,0,0,135,3,0,0,10,9,7,9,4,0,0,0,0,47,3,0,3,11,8,15,7,12,0,0,0,0,56,0,0,3,5,6,4,4,3,0,0,0,0,21,0,0,4,0,0,5,0,7,0,0,0,0,12,0,3,10,29,17
LGA14900,16,15,18,12,10,37,36,49,14,0,4,34,242,90,45,19,17,5,21,19,24,5,0,3,21,278,182,300,147,74,37,93,117,83,11,4,7,61,1123,112,490,166,89,42,86,114,83,11,3,13,60,1263,29,57,142,95,68,154,221,165,26,3,11,28,992,27,34,249,141,58,151,202,163,25,4,0,42,1089,21,42,121,176,101,222,372,346,72,8,9,43,1528,13,15,62,95,104,230,385,367,86,15,14,33,1413,4,11,54,66,95,207,374,469,134,19,5,50,1485,8,3,22,38,74,137,312,377,148,11,6,29,1170,4,3,29,55,124,164,356,563,240,38,10,34,1618,5,0,15,40,50,79,208,383,181,28,25,15,1029,0,0,7,22,26,38,77,202,139,29,16,13,575,6,0,3,3,17,29,56,124,102,33,6,9,386,0,0,0,6,4,7,7,41,33,14,0,5,128,18,19,61,76,82
LGA14920,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,3,4,3,6,14,9,9,5,0,0,0,0,0,0,54,12,8,36,25,0,0,0,0,0,0,0,5,81,5,0,26,33,6,11,3,3,0,0,0,5,85,0,6,11,13,6,0,0,0,0,0,0,6,34,7,8,24,38,10,6,3,0,0,0,0,3,96,5,0,15,13,10,7,3,0,0,0,0,13,65,0,6,11,17,8,9,0,0,0,0,0,4,68,4,0,16,14,6,9,0,0,0,0,0,0,52,0,0,4,14,10,8,11,0,0,0,0,6,46,4,0,6,3,0,4,4,0,0,0,0,0,17,0,0,4,0,0,3,6,0,0,0,0,0,15,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,20,6
LGA14950,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,12,7,5,0,8,0,0,0,0,0,0,0,0,10,3,0,5,4,0,0,0,0,0,0,0,0,14,0,3,0,4,4,0,0,0,0,0,0,0,14,4,0,3,4,4,4,0,0,0,0,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA15050,4,8,6,8,5,7,12,6,0,0,0,17,67,17,11,11,7,9,3,8,0,0,0,0,4,82,33,83,68,47,21,21,19,10,0,0,5,21,332,25,161,119,95,27,46,36,12,0,0,3,24,549,8,31,83,100,62,93,113,33,4,0,0,7,537,7,10,91,55,34,43,33,12,0,0,0,12,300,9,15,60,125,75,132,156,46,3,0,3,23,649,9,6,37,86,59,125,163,63,0,0,0,16,558,3,3,32,64,61,132,197,102,8,0,5,7,622,3,0,10,34,48,78,178,83,13,4,3,12,476,4,4,11,45,46,102,266,178,18,3,3,13,689,0,0,9,25,31,41,106,122,19,3,3,5,372,0,3,7,11,12,36,97,143,34,3,4,8,351,0,0,3,8,6,17,42,86,19,7,0,8,190,0,0,0,0,4,6,7,37,14,0,0,3,67,3,13,29,34,30
LGA15240,7,4,7,13,14,12,14,4,3,4,0,14,93,11,18,27,38,16,13,10,9,0,0,8,13,159,37,75,164,191,55,60,30,9,0,0,7,24,649,42,142,236,306,131,103,58,12,0,0,7,36,1064,15,38,186,360,148,226,120,15,0,0,9,19,1147,13,17,93,181,81,146,88,14,0,3,7,18,663,11,19,100,289,177,295,180,38,0,0,9,32,1151,11,8,76,204,124,226,170,36,5,5,6,16,886,8,3,34,115,90,228,151,34,3,0,8,20,697,13,3,25,67,66,114,143,34,0,4,8,21,500,4,3,24,51,53,125,148,69,9,8,4,20,520,4,5,8,9,17,43,80,25,3,0,0,9,205,0,0,3,11,18,30,40,26,8,0,4,11,154,0,0,0,9,3,16,24,14,4,0,0,3,76,0,0,0,0,0,6,8,11,0,0,4,0,31,10,0,32,92,74
LGA15270,0,0,0,10,3,0,0,0,0,0,0,0,15,0,9,7,9,4,5,0,4,0,0,0,0,30,5,7,31,30,8,11,4,0,0,0,0,4,100,13,21,73,57,22,16,9,0,0,0,5,4,222,0,9,41,58,28,42,9,4,0,0,6,3,204,3,0,19,30,23,22,11,4,0,0,0,3,109,7,3,33,49,40,37,29,7,0,0,0,5,218,4,4,15,35,35,48,29,7,0,0,0,4,174,3,6,8,32,16,51,29,6,4,0,4,6,156,7,0,9,16,18,26,30,16,0,0,4,6,134,5,0,4,18,28,42,47,31,4,0,0,9,187,3,0,0,12,3,21,25,25,7,0,0,3,105,0,0,3,11,7,12,33,32,8,0,3,8,121,4,0,0,0,0,3,18,27,3,0,0,4,61,0,0,0,0,0,3,4,9,9,0,3,4,29,0,6,12,19,13
