LGA_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
LGA14400,289,194,171,195,238,282,272,123,101,1862,3614,2311,1855,2347,2827,3472,2847,1493,697,21466,9,12,8,17,39,36,20,3,0,147,420,247,156,326,495,681,889,578,241,4042,0,0,0,0,0,0,0,0,0,0,26,14,12,22,24,40,37,34,14,221,0,0,0,0,0,0,0,0,0,3,852,530,374,501,618,866,760,439,142,5076,0,0,0,0,0,7,0,0,0,9,23,15,12,23,35,34,21,16,5,193,3,18,9,4,20,19,25,8,0,110,3,0,3,0,5,0,0,0,0,13,0,4,0,4,9,19,10,8,3,69,7,0,0,4,0,0,0,0,0,11,4,0,4,3,9,4,15,10,0,53,23,6,11,11,8,14,15,10,0,94,30,16,27,29,56,96,129,99,56,528,3,0,0,0,5,4,5,5,0,19,0,4,0,0,0,3,3,0,0,9,81,77,30,65,94,166,183,163,79,943
LGA14500,1698,1213,794,1076,1253,947,858,595,617,9053,23864,15929,9666,15085,18514,13537,10519,6910,4037,118053,367,208,374,876,753,545,431,182,56,3793,2963,2272,706,1490,3080,2539,2228,2305,1222,18807,3,0,0,0,3,0,0,0,0,12,247,112,132,209,242,228,170,85,33,1466,0,0,3,0,0,0,0,0,0,0,4056,3012,1111,2258,3374,2709,2004,1402,668,20600,20,3,10,10,14,3,7,12,4,79,220,176,95,140,250,176,99,94,43,1292,20,4,12,20,13,10,6,9,4,103,9,8,5,5,14,10,8,8,0,70,22,23,13,20,63,40,37,68,26,304,86,32,37,45,56,53,30,14,12,369,70,52,45,62,106,89,47,37,16,525,164,123,82,116,155,134,69,28,5,873,464,293,176,320,505,456,369,281,208,3073,3,11,6,0,14,4,7,9,0,61,68,41,40,60,42,33,34,32,28,382,639,520,150,381,585,596,656,674,395,4608
LGA14550,177,100,67,105,180,220,151,76,38,1118,1463,826,633,855,1358,1750,1222,597,240,8939,6,9,10,15,10,29,23,8,0,109,83,72,48,92,181,286,289,150,48,1254,0,0,0,0,0,0,0,0,0,0,27,3,6,12,11,22,11,4,0,96,0,0,0,0,0,0,0,5,0,5,199,144,89,146,171,276,226,118,41,1407,0,0,0,0,0,0,3,0,0,5,3,4,0,0,0,0,0,3,0,19,4,0,4,4,8,10,9,5,0,48,0,0,0,0,0,6,0,0,0,11,0,3,0,5,3,7,7,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,20,41,9,14,11,17,27,8,3,0,124,33,20,19,29,40,87,71,45,18,366,0,0,0,0,0,6,6,0,0,13,4,0,0,3,7,12,14,4,5,55,36,23,23,22,63,125,103,75,34,508
LGA14600,155,87,88,77,98,85,103,59,30,775,1369,685,750,659,714,822,649,448,171,6278,0,0,4,0,3,0,0,0,0,11,175,93,94,139,151,205,190,106,71,1215,0,0,0,0,0,0,0,0,0,0,5,3,0,4,5,6,3,0,0,22,52,18,26,31,12,13,12,3,5,179,312,160,178,146,186,191,163,131,43,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,5,0,0,19,14,3,3,5,5,5,6,0,0,38,16,14,19,31,48,51,64,41,27,311,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,65,12,30,44,39,64,61,41,17,382
LGA14650,2225,1474,1484,1556,1803,1943,1864,1119,733,14197,36108,23111,21740,23628,26086,26104,22285,12630,5676,197373,147,113,229,307,308,245,165,39,18,1563,3252,2499,1776,3079,4962,5696,6161,4315,1837,33576,0,0,0,0,0,0,0,0,0,4,578,387,305,436,513,586,610,426,144,3987,27,24,13,18,14,13,15,14,4,131,6575,4225,3521,4430,5271,5418,5018,3003,1133,38599,4,3,12,8,14,18,18,16,13,106,264,139,138,207,220,190,190,112,58,1522,106,86,65,105,130,138,101,67,22,820,95,36,26,47,43,40,38,22,12,368,29,21,16,26,48,69,92,67,35,411,22,8,7,16,13,10,7,0,0,78,162,60,132,81,91,152,174,116,76,1038,624,315,280,370,349,371,301,124,38,2783,275,214,202,330,567,865,1095,748,310,4603,70,30,42,35,75,154,149,107,41,707,566,404,272,358,346,403,458,397,224,3437,634,582,391,637,1055,1565,1800,1424,627,8705
LGA14700,461,311,650,516,358,331,213,117,66,3022,6674,3935,6272,5876,4670,3681,2709,1453,779,36050,88,50,197,288,164,147,117,44,4,1089,618,355,322,539,656,552,436,381,160,4015,0,5,0,0,0,0,5,3,0,7,45,18,70,60,43,33,26,15,3,314,0,0,0,0,4,3,0,0,0,10,2119,1292,1106,1392,1468,1092,734,430,136,9777,0,0,4,4,8,0,4,3,0,27,121,90,79,100,130,91,58,46,14,722,0,7,12,10,0,9,0,0,0,33,8,0,5,5,0,0,0,0,0,20,10,8,4,12,17,18,13,10,8,100,33,7,24,35,15,11,18,15,3,155,11,3,28,28,12,16,17,7,0,128,41,23,47,56,25,26,12,4,3,241,70,30,55,104,83,86,73,59,30,596,4,0,0,0,0,0,4,3,0,9,6,3,3,12,0,4,3,0,4,34,50,31,44,72,90,102,96,88,27,607
LGA14750,233,157,127,113,158,151,132,91,48,1212,2299,1541,1194,1225,1477,1407,1075,708,241,11167,4,10,14,15,9,5,0,0,0,61,219,170,115,165,244,304,279,195,73,1770,0,0,0,0,0,0,0,0,0,0,3,8,13,4,11,10,4,6,0,63,29,29,25,23,16,11,3,5,0,145,855,506,378,378,442,500,328,242,96,3725,0,0,0,4,4,0,0,0,0,12,12,3,0,3,8,0,6,3,0,39,0,0,3,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,9,6,0,3,15,16,3,5,4,61,0,0,0,0,0,0,0,0,0,0,6,4,3,3,10,0,0,0,0,33,31,18,11,24,13,22,8,7,4,136,59,41,39,41,71,95,102,71,36,561,3,10,0,0,11,9,4,5,0,34,4,11,3,4,3,5,0,0,0,32,35,29,15,38,49,59,62,46,18,347
LGA14850,721,667,534,597,662,807,504,258,149,4901,7704,5232,4398,5122,6127,6696,4434,2267,1146,43134,30,22,55,99,104,108,106,16,0,535,398,344,310,426,807,983,975,614,242,5085,0,0,0,0,0,0,0,0,0,0,43,17,24,41,44,54,65,24,8,316,0,0,0,4,0,0,0,0,0,3,1317,951,718,842,1011,1365,1028,605,281,8119,0,0,5,0,0,6,9,5,5,29,4,5,7,10,13,17,16,5,0,77,14,13,12,26,20,26,24,24,7,165,8,7,9,5,3,13,13,0,0,55,0,4,3,6,5,5,13,5,5,57,3,0,0,0,3,0,0,0,0,12,17,0,13,24,19,17,13,6,11,117,104,47,53,57,59,38,52,13,3,413,124,108,87,108,205,318,304,218,99,1570,12,5,5,11,18,13,9,12,8,80,40,45,32,35,33,43,33,19,5,295,111,101,80,127,188,322,316,218,105,1561
LGA14870,415,304,447,360,396,388,370,168,69,2915,3594,2298,2259,2346,2866,3096,2752,1387,514,21090,20,9,19,34,30,23,29,14,0,175,295,182,186,285,483,703,694,490,163,3485,0,0,0,0,0,0,0,0,0,0,39,15,25,20,35,41,45,36,13,262,52,34,31,18,20,12,6,0,0,172,682,481,384,459,559,739,647,392,105,4437,0,0,0,0,0,0,0,0,0,0,3,5,4,0,18,18,12,5,0,68,8,3,11,14,3,12,14,4,0,70,0,3,3,3,5,4,5,3,0,37,0,0,0,0,5,3,4,3,0,19,0,0,0,0,0,0,0,0,0,0,6,3,3,9,13,11,22,10,0,78,22,13,8,19,20,27,27,10,0,147,41,28,20,44,105,120,156,80,39,636,0,0,7,9,8,17,17,9,4,63,5,3,5,4,10,8,13,12,6,58,109,81,42,77,117,167,216,156,56,1031
LGA14900,4303,2666,3011,2703,2287,1847,1114,621,280,18832,46302,29442,29764,29696,27139,20681,12605,6429,2287,204330,1944,1636,1853,2196,2239,2061,1047,307,115,13410,1527,1231,1076,1368,1911,1980,1558,1093,337,12072,643,343,391,394,325,276,178,73,16,2639,690,363,465,441,348,314,235,100,35,2995,4,0,4,5,4,12,3,0,0,38,12137,8315,7158,7900,8219,7506,5205,2855,1034,60330,16,9,13,17,5,17,13,4,0,105,2362,1717,1575,1805,2136,1583,1251,663,150,13235,64,103,168,224,176,95,85,55,33,998,283,189,159,122,108,103,40,17,9,1018,17,8,14,10,26,31,31,40,19,206,773,424,382,514,355,293,177,74,23,3022,214,146,162,154,138,142,84,44,13,1096,713,472,382,430,396,309,189,56,13,2953,238,127,166,218,224,324,262,154,63,1779,28,8,8,14,8,9,16,3,5,106,106,64,90,91,69,80,35,17,5,559,276,171,207,209,225,222,158,87,16,1573
LGA14920,145,84,80,74,114,155,109,68,15,847,1442,757,773,817,1002,1186,974,543,187,7689,0,0,3,0,6,4,3,0,0,20,251,191,141,188,306,398,395,241,86,2195,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,10,11,0,0,35,0,0,0,0,0,0,0,0,0,0,240,143,132,167,197,229,222,132,37,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,18,7,11,8,0,10,0,0,0,56,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,4,0,9,11,6,0,3,9,8,13,0,0,47,12,11,5,20,19,35,46,26,4,185,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,8,3,0,7,19,19,11,20,44,56,54,45,15,275
LGA14950,69,35,19,31,44,55,41,40,14,344,644,304,251,306,424,484,375,227,99,3121,0,0,0,0,0,0,0,0,0,6,45,21,26,23,70,103,100,56,33,474,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,237,113,80,74,106,133,99,61,29,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,4,15,14,21,30,15,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,13,12,0,10,7,4,3,0,0,49,13,8,4,9,19,44,31,25,17,170,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,3,0,0,3,32,11,11,30,30,41,45,40,21,262
LGA15050,1112,635,784,720,743,684,546,293,179,5711,16903,9747,10573,10179,9974,8843,6555,3253,1276,77307,64,36,95,109,87,67,28,3,0,496,2306,1477,1435,1973,2413,2496,2411,1511,484,16505,0,0,0,0,0,0,0,0,0,0,251,161,134,172,175,176,144,80,18,1318,56,31,43,26,10,16,3,0,3,196,4549,2543,2363,2597,2673,2548,1981,1037,394,20682,6,0,0,10,4,4,14,16,0,68,55,29,42,38,55,35,27,17,5,293,27,14,20,28,25,33,42,17,3,210,37,34,19,27,22,17,14,0,0,171,0,5,13,14,21,24,17,13,0,102,9,3,7,10,3,4,0,0,0,38,97,55,42,68,77,71,74,43,12,531,194,80,79,102,95,105,72,24,3,747,131,107,121,187,323,380,402,237,95,1985,49,20,18,23,55,48,49,28,9,311,31,30,19,29,32,12,35,10,9,200,261,292,216,289,435,535,549,354,134,3063
LGA15240,1155,710,604,682,1027,1365,1491,833,477,8355,13932,8233,6705,8259,11358,14609,15407,8366,3422,90302,47,31,70,97,128,128,126,21,3,658,1662,1216,853,1371,2541,3971,5269,3540,1376,21798,0,0,0,0,0,3,0,0,0,3,233,123,86,152,167,250,289,237,83,1628,0,0,0,0,0,0,0,0,0,4,1915,1188,1043,1324,1979,2850,3248,1982,654,16183,4,5,0,3,0,10,32,18,11,86,15,16,19,11,37,56,56,33,10,258,92,62,42,74,96,89,111,58,13,635,16,6,5,16,26,20,35,29,19,176,6,6,0,8,11,29,51,51,16,176,14,4,0,11,6,6,5,0,0,34,67,37,31,35,51,56,73,46,24,424,66,24,40,28,45,88,102,53,11,457,112,76,68,110,267,564,836,607,233,2873,47,19,13,25,32,67,101,54,32,388,53,23,33,24,38,59,51,35,18,328,209,157,118,214,362,684,971,737,303,3759
LGA15270,519,278,313,309,370,416,389,175,49,2816,4903,2430,2673,2757,3412,3164,2824,1425,492,24079,10,4,24,23,16,14,12,4,3,117,645,414,367,537,847,948,946,651,246,5603,0,0,0,0,0,0,0,0,0,0,21,21,21,27,39,33,21,13,4,207,0,0,0,0,0,0,0,0,0,0,1283,561,613,692,811,828,653,429,126,6000,0,0,0,0,0,0,0,0,0,0,7,4,6,9,13,14,12,4,3,71,9,13,5,10,13,10,18,11,3,91,0,0,0,0,5,0,4,0,0,8,6,0,0,3,7,9,7,4,7,39,0,0,0,0,0,0,0,0,0,0,3,4,0,6,4,5,11,0,5,44,27,12,27,15,27,25,16,11,5,169,56,31,40,68,101,141,150,97,31,709,0,4,3,0,8,16,14,5,0,54,0,3,3,6,4,9,9,6,0,33,72,37,52,56,93,144,108,93,23,679
LGA15300,382,214,210,232,236,211,171,98,25,1781,2884,1524,1636,1646,1827,1604,1223,632,176,13158,9,4,12,15,10,5,0,0,0,63,382,225,263,253,416,471,392,249,56,2701,0,0,0,0,0,0,0,0,0,0,12,13,11,9,12,16,13,5,3,90,0,0,0,0,0,0,0,0,0,0,606,337,334,318,371,369,251,171,45,2807,0,0,0,0,0,3,0,6,0,3,3,0,0,5,4,4,13,9,0,45,6,0,3,4,5,6,3,6,0,36,3,0,0,6,0,0,3,0,0,10,9,7,5,3,10,8,9,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,4,0,28,23,10,9,11,11,9,12,0,0,75,30,19,26,33,56,94,67,49,18,390,6,3,8,11,11,11,8,3,0,60,8,6,6,3,0,3,5,3,0,39,30,20,20,31,44,54,50,24,13,282
LGA15350,496,324,396,443,446,368,286,150,114,3015,5014,2854,3409,4085,4273,3390,3003,1541,911,28476,23,23,32,78,96,67,57,27,3,403,665,410,214,428,770,725,759,635,299,4903,0,0,0,0,0,0,0,0,0,0,21,11,20,22,19,26,12,5,0,145,0,0,0,0,0,0,0,0,0,0,1300,724,585,819,971,903,604,434,214,6552,0,0,0,0,0,4,0,0,0,9,103,66,60,93,119,85,44,35,18,620,7,5,0,0,8,4,0,0,0,36,0,0,0,5,4,0,3,0,0,16,10,6,7,10,9,16,21,23,0,99,5,3,7,11,9,10,6,0,0,48,14,7,13,15,16,14,7,7,0,96,14,12,7,18,24,13,16,4,0,105,50,27,16,50,79,85,99,123,45,568,0,0,0,0,0,0,0,0,0,4,3,0,3,0,5,0,0,0,0,17,41,35,28,53,61,77,96,82,30,504
LGA15520,178,98,109,105,139,198,183,116,32,1155,1997,1034,1093,1114,1496,1825,1787,994,341,11682,12,0,29,23,15,15,7,4,0,99,169,117,62,121,235,336,480,331,122,1969,0,0,0,0,0,0,0,0,0,0,15,4,9,14,11,19,26,26,12,119,0,0,0,0,5,0,0,0,0,6,506,271,238,294,361,441,451,240,60,2854,7,5,0,4,3,3,11,4,4,34,0,0,0,8,7,3,10,3,0,27,4,0,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,4,3,5,3,17,17,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,7,0,27,4,0,5,7,6,0,3,0,0,18,14,8,3,14,34,63,109,75,20,334,0,6,0,3,0,0,9,4,0,19,0,0,0,0,0,0,0,3,0,7,48,24,25,49,93,190,215,144,51,842
LGA15560,110,49,46,67,66,63,44,18,6,465,785,429,433,446,543,540,376,216,69,3838,0,0,0,0,0,6,0,0,0,6,76,61,48,55,97,143,110,68,17,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,147,94,102,90,122,146,116,52,17,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,4,8,0,0,0,4,0,0,3,20,12,9,9,13,21,27,26,19,5,138,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,20,25,13,16,14,25,50,47,17,8,220
LGA15650,314,176,289,244,248,195,133,62,16,1682,3623,1954,2274,2076,2269,1806,1262,618,202,16086,14,17,14,34,25,10,4,0,0,117,614,386,353,464,644,691,555,337,121,4172,0,0,0,0,0,0,0,0,0,0,55,18,13,35,28,26,22,9,0,198,0,0,0,0,0,0,0,0,0,4,675,379,416,456,459,442,349,158,62,3395,0,0,0,0,0,0,0,0,0,3,3,0,3,3,9,5,5,0,0,30,18,3,9,12,5,7,11,0,0,72,4,0,0,5,0,4,0,0,0,11,0,0,0,0,7,0,0,0,0,13,6,0,0,4,4,0,0,0,0,17,0,0,0,6,0,10,3,0,0,30,13,4,3,9,3,10,15,0,0,59,11,4,23,26,64,73,60,47,14,316,4,0,3,3,3,5,0,0,0,13,7,5,11,0,5,5,3,5,0,39,44,19,21,42,58,78,71,45,8,390
LGA15700,333,197,125,142,286,336,324,206,148,2099,3171,1776,1454,1742,2449,3318,3015,1579,700,19210,14,7,19,21,29,45,37,14,0,189,195,149,115,193,382,644,741,556,242,3226,0,0,0,0,0,0,0,0,0,0,14,9,9,6,11,35,26,20,3,126,0,0,0,0,0,0,0,0,0,0,526,351,246,248,416,618,620,381,113,3513,0,0,0,0,0,0,0,0,0,4,4,0,5,0,6,3,17,0,5,40,48,26,28,33,28,40,32,13,5,260,0,3,0,0,0,4,4,0,0,19,0,0,0,4,0,10,5,5,5,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,17,10,14,9,55,50,26,11,27,32,30,32,20,0,228,55,26,16,44,83,145,173,130,56,733,13,9,9,10,20,24,42,18,4,144,20,13,4,9,17,17,11,10,10,118,52,22,22,40,54,113,153,126,54,626
LGA15750,348,177,168,183,213,215,147,112,71,1637,2789,1425,1490,1531,1759,1785,1309,740,253,13083,5,0,11,4,9,9,5,3,0,40,408,277,283,304,446,595,530,351,123,3316,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,7,5,5,0,32,0,0,0,0,0,0,0,0,0,0,606,314,325,300,357,402,277,183,75,2839,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,8,0,7,0,0,3,4,0,0,3,15,0,0,0,0,0,4,0,0,0,9,4,3,0,5,9,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,5,3,6,0,24,24,12,12,16,11,12,10,3,0,99,24,34,15,35,68,106,85,57,28,453,0,0,0,0,7,7,8,0,0,27,4,3,0,6,7,4,9,4,5,27,21,15,17,40,31,76,69,30,9,308
LGA15800,144,71,54,82,89,105,88,43,28,706,1155,617,551,647,733,855,704,390,202,5853,4,0,3,5,7,0,0,0,0,31,131,61,61,97,142,214,215,123,66,1115,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,8,5,0,25,0,0,0,0,0,0,0,0,0,0,249,147,120,141,161,223,157,110,55,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,4,3,0,20,0,0,0,0,5,0,0,0,0,0,4,0,0,8,9,0,9,4,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,4,0,12,14,3,6,11,12,14,9,0,0,78,4,8,4,7,19,37,39,23,14,156,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,0,0,3,0,17,31,14,14,30,47,68,68,62,30,364
LGA15850,127,74,68,76,92,120,89,49,25,728,1374,697,663,667,793,890,764,420,173,6444,0,0,0,0,0,0,0,0,0,6,148,93,109,131,166,257,265,156,49,1367,0,0,0,0,0,0,0,0,0,0,12,3,5,5,7,14,7,10,0,65,0,0,0,0,0,0,0,0,0,0,359,196,201,168,177,215,144,94,29,1592,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,7,4,0,5,3,5,5,4,0,30,8,10,4,16,19,39,36,20,9,160,0,0,0,0,0,0,0,0,0,4,32,10,11,13,17,3,9,7,0,101,67,32,30,49,44,77,73,55,23,452
LGA15900,1598,1656,1916,1441,1599,1507,1142,853,875,12588,26200,22603,23898,20040,19750,18195,12910,7666,4148,155412,160,239,350,369,301,205,139,49,9,1830,1972,1757,1344,2083,3205,3566,3455,2386,1087,20849,0,0,0,0,0,0,0,0,0,0,355,227,278,314,269,318,285,179,107,2315,11,9,7,6,8,4,0,10,0,56,5106,4276,3649,3724,4349,4337,3393,2102,1038,31964,11,3,7,14,11,10,11,9,3,79,369,287,240,301,361,378,335,275,135,2687,49,20,33,52,28,47,51,18,7,299,25,35,21,25,33,13,19,20,3,195,33,17,20,31,39,22,32,14,17,220,21,10,7,23,13,3,6,6,3,94,189,133,201,120,105,107,83,59,35,1039,317,195,240,201,166,195,130,39,13,1502,192,180,194,242,399,533,570,411,206,2926,35,39,33,27,65,85,59,52,26,427,71,61,71,64,53,49,36,23,13,443,298,324,297,374,680,920,911,663,374,4833
