UCL_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL122038,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,11,20,18,24,36,4,0,0,115
UCL122039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,25,28,12,24,18,0,0,121
UCL122040,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,6,14,28,28,29,12,0,0,128
UCL122041,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,0,0,3,13,5,20,29,28,33,7,3,0,142
UCL122042,0,0,3,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,16,10,28,24,44,43,10,0,0,176
UCL122043,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,15,18,16,41,32,33,3,0,0,151
UCL122044,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,8,21,27,25,26,6,0,0,119
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,8,9,17,15,3,0,0,62
UCL122046,0,0,3,0,0,3,0,0,0,3,0,3,0,3,0,3,0,0,0,8,0,9,20,17,23,13,9,0,0,89
UCL122047,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,8,8,15,8,14,41,43,7,0,0,144
UCL122048,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,4,0,5,5,23,34,31,15,0,0,118
UCL122049,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,8,5,9,6,14,18,8,7,3,0,75
UCL122050,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,8,17,17,23,30,8,3,0,111
UCL122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,13,12,24,16,3,0,0,80
UCL122052,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,12,5,22,60,56,36,9,0,0,196
UCL122053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,3,3,13,20,31,28,8,0,0,100
UCL122054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,7,17,30,19,19,5,0,100
UCL122055,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,11,24,38,46,35,22,3,0,184
UCL122056,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,6,13,25,23,21,6,0,0,117
UCL122057,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,13,13,21,18,40,24,9,0,0,134
UCL122058,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,10,13,8,15,36,29,26,3,0,0,126
UCL122059,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,10,11,22,27,30,53,49,12,0,0,207
UCL122060,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,10,9,16,32,29,32,29,7,3,0,153
UCL122061,0,3,0,3,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,6,15,9,30,40,36,29,6,0,0,171
UCL122062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,13,9,13,6,3,0,0,42
UCL122063,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,4,14,23,27,50,15,3,3,0,143
UCL122064,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,10,34,27,26,21,7,3,0,127
UCL122065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,6,9,13,19,16,3,0,0,73
UCL122066,0,0,0,3,3,0,0,0,0,5,0,0,0,4,3,0,0,0,0,3,8,13,37,79,76,32,3,0,0,252
UCL122067,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,20,10,11,43,49,42,7,0,0,179
UCL122068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,12,21,33,33,5,0,0,112
UCL122069,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,16,12,21,42,47,32,6,0,0,173
UCL122070,0,0,0,3,0,3,0,0,0,6,3,0,3,0,0,0,0,0,0,10,15,8,24,39,39,56,4,0,0,179
UCL122071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,22,16,3,0,0,59
UCL122072,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,15,6,11,33,41,40,13,3,0,154
UCL122073,0,3,0,3,4,4,0,0,0,17,0,0,0,0,3,3,3,0,0,9,18,15,42,37,48,37,17,0,0,210
UCL122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,18,13,3,0,0,65
UCL122075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,13,17,20,19,5,0,0,81
UCL122076,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,14,26,35,30,18,0,0,0,141
UCL122077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,24,13,4,0,0,66
UCL122078,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,9,28,24,35,19,3,0,0,129
UCL122079,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,4,3,7,15,20,21,31,3,0,0,101
UCL122080,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,9,13,18,29,35,8,0,3,115
UCL122081,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,9,29,44,18,6,0,0,123
UCL122082,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,3,17,26,26,21,4,0,0,108
UCL122083,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,5,9,14,28,35,4,0,0,106
UCL122084,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,3,11,25,32,31,34,6,3,0,141
UCL122085,0,0,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,18,11,39,44,46,56,8,3,0,218
UCL122086,0,0,0,0,3,0,0,0,0,6,0,0,3,3,3,3,0,0,0,11,7,11,35,50,48,42,13,6,0,225
UCL122087,0,4,3,3,3,4,0,0,0,14,0,0,4,4,8,4,0,0,0,15,17,22,44,47,58,37,10,0,0,244
UCL122088,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,16,15,15,25,23,6,0,0,106
UCL122089,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,11,8,23,28,26,31,11,0,0,133
UCL122090,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,12,3,41,44,39,45,5,0,0,194
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,19,0,0,0,45
UCL122092,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,20,15,21,49,30,3,0,0,153
UCL122093,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,12,26,19,18,18,5,0,0,96
UCL122094,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,7,11,11,19,18,6,0,0,72
UCL122095,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,23,16,29,22,3,0,0,100
UCL122096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,14,18,16,5,0,0,61
UCL122097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,20,26,9,4,0,0,84
UCL122098,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,10,0,4,35,18,31,33,10,0,0,129
UCL122099,0,0,0,0,4,0,0,0,0,3,0,3,0,0,3,4,0,0,0,10,18,15,35,27,68,52,17,0,0,222
UCL122100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,6,9,23,24,22,32,0,0,0,114
UCL122101,0,3,3,0,3,3,4,0,0,16,0,0,0,4,0,0,0,0,0,4,11,8,26,30,35,31,5,4,0,148
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,27,36,42,38,11,0,0,161
UCL122103,0,0,0,0,3,0,0,0,0,9,4,0,0,3,0,0,0,0,0,4,11,6,19,24,43,28,4,0,0,140
UCL122104,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,8,19,27,29,11,0,0,0,97
UCL122105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,4,23,31,23,12,0,0,99
UCL122106,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,9,5,24,16,33,20,6,0,0,109
UCL122107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,15,19,19,9,0,0,80
UCL122108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,11,10,15,20,10,0,0,67
UCL122109,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,18,19,27,38,15,0,0,126
UCL122110,0,0,0,0,0,4,0,0,0,3,0,0,3,4,3,3,0,0,0,12,17,6,14,54,33,39,3,0,0,165
UCL122111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,5,21,32,20,6,0,0,95
UCL122112,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,16,13,29,22,3,0,0,91
UCL122113,0,3,0,3,4,3,0,0,0,13,0,0,5,0,7,0,0,0,0,11,22,28,30,44,71,35,11,0,0,235
UCL122114,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,6,13,11,11,43,52,34,5,0,0,169
UCL122115,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,3,8,29,9,31,29,3,0,0,116
UCL122116,0,0,3,6,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,10,6,32,29,44,29,8,3,0,163
UCL122117,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,7,7,5,4,13,20,6,0,0,67
UCL122118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,15,4,8,0,0,0,66
UCL122119,0,0,0,0,0,4,0,0,0,9,3,0,0,5,4,0,3,0,0,12,9,9,38,35,44,42,18,5,0,197
UCL122120,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,15,9,34,35,57,33,14,0,0,198
UCL122121,0,0,0,0,3,3,0,0,0,4,0,3,0,0,0,0,0,0,0,5,8,10,9,17,36,25,15,3,0,119
UCL122122,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,5,13,25,21,17,8,0,0,88
UCL122123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,14,10,19,28,24,7,0,0,111
UCL122124,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,3,18,21,26,21,7,0,0,105
UCL122125,0,3,0,0,3,3,0,0,0,8,3,0,0,0,3,4,0,0,0,12,16,22,26,28,45,45,5,0,0,193
UCL122126,0,3,3,3,4,0,0,0,0,15,0,0,6,3,0,0,0,0,0,10,20,23,23,42,57,31,4,0,0,207
UCL122127,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,11,28,36,38,22,3,0,0,150
UCL122128,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,11,9,22,22,41,28,5,0,0,135
UCL122129,0,0,0,0,10,0,0,0,0,11,0,0,3,0,0,3,0,0,0,5,18,12,30,48,61,39,4,0,0,214
UCL122130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,22,32,24,28,0,0,0,125
UCL122131,0,3,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,29,26,55,58,35,7,3,0,227
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,9,15,19,3,0,0,46
UCL122133,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,3,0,0,0,9,8,9,20,29,36,15,4,0,0,129
UCL122134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,26,5,0,0,55
UCL122135,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,6,15,13,12,20,46,51,11,0,0,167
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,7,17,30,30,15,6,0,0,124
UCL122137,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,18,9,14,13,3,0,0,71
UCL122138,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,5,6,9,13,18,41,28,15,0,0,133
UCL122139,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,9,10,22,16,22,3,0,0,92
UCL122140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,20,54,51,45,33,8,0,0,209
UCL122141,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,6,11,20,17,30,5,0,0,95
UCL122142,0,0,0,3,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,10,5,3,16,14,28,25,10,0,0,101
UCL122143,0,0,4,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,11,11,5,36,47,51,35,9,0,0,197
UCL122144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,9,12,16,5,0,0,62
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11
UCL122146,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,4,0,0,0,10,0,8,23,23,23,34,16,3,0,123
UCL122147,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,3,0,0,0,11,4,6,23,27,32,30,8,0,3,137
UCL122148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,17,4,32,28,7,0,0,101
UCL122149,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,21,11,10,23,11,0,0,80
UCL122150,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,3,0,0,7,8,12,37,32,44,43,5,0,0,184
UCL122151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,12,9,20,30,8,3,0,0,91
UCL122152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,16,16,6,0,0,63
UCL122153,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,10,13,21,15,45,34,3,0,0,143
UCL122154,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,11,14,13,11,25,4,5,0,81
UCL122155,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,5,4,3,10,13,28,22,9,4,0,83
UCL122156,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,4,6,17,0,0,0,40
UCL122157,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,3,13,5,35,19,6,3,0,86
UCL122158,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,20,15,33,72,55,42,8,0,0,246
UCL122159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,15,19,37,21,4,0,0,113
UCL122160,0,0,0,3,0,0,0,0,0,8,0,0,4,0,7,3,0,0,0,10,14,25,35,43,60,35,12,0,0,222
UCL122161,0,0,0,0,4,3,0,0,0,6,3,0,0,0,0,3,0,0,0,13,15,10,30,24,38,39,3,0,0,167
UCL122162,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,6,11,15,16,31,6,0,0,90
UCL122163,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,5,9,6,7,19,20,7,0,0,80
UCL122164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,14,24,33,40,11,0,0,122
UCL122165,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,10,14,15,30,53,34,10,0,0,162
UCL122166,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,11,13,10,22,41,44,71,7,0,3,200
UCL122167,0,3,0,3,4,0,0,0,0,11,0,0,3,0,5,5,0,0,0,13,32,28,23,60,74,36,4,0,0,248
UCL122168,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,5,12,22,11,16,4,0,0,84
UCL131777,676,1013,1482,1812,2203,1596,463,57,8,9314,772,860,1321,1924,2700,2103,1057,419,76,11236,14631,17362,33132,47544,64534,54217,19128,4188,665,255400
UCL179997,0,0,0,0,5,0,0,0,0,5,0,0,0,4,6,6,0,0,0,13,6,3,23,27,30,25,10,0,0,130
UCL199994,0,21,33,25,9,11,3,0,0,109,7,32,62,52,49,24,3,5,5,248,112,528,1094,630,507,376,89,7,4,3331
