UCL_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL115016,0,19,101,212,70,10,6,16,432,0,8,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,15,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,34,112,215,73,10,6,18,466
UCL115017,0,34,368,873,391,77,18,36,1790,0,6,15,9,4,0,0,0,30,0,0,8,0,0,0,0,0,8,0,7,16,9,4,0,0,0,40,0,7,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,17,0,0,5,5,0,0,0,0,7,0,3,3,0,0,0,0,0,13,3,52,403,883,397,77,14,33,1862
UCL115018,0,6,88,509,292,51,10,30,994,0,0,15,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,15,4,6,0,0,0,24,3,12,29,8,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,29,8,0,0,0,3,52,0,3,0,4,0,0,3,3,11,0,0,0,0,0,0,0,28,27,5,24,132,524,294,51,9,62,1106
UCL115019,0,9,77,244,90,10,3,9,435,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,0,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,19,90,249,90,10,3,13,473
UCL115020,0,3,59,419,389,54,10,14,946,0,0,3,6,0,0,0,0,13,0,0,8,4,0,0,0,0,10,0,0,10,8,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,35,7,0,0,0,0,62,0,0,0,0,0,0,0,0,0,4,17,105,434,388,57,10,18,1036
UCL115021,3,9,68,217,122,23,3,10,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,4,0,0,3,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,4,0,0,3,3,46,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,5,29,88,223,124,23,11,15,508
UCL115022,0,11,72,261,118,17,3,29,518,0,3,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,16,0,16,7,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,4,0,0,0,30,0,4,0,6,0,0,0,0,8,0,0,0,3,4,0,0,0,10,0,32,86,280,125,22,8,32,582
UCL115023,0,3,36,207,173,46,4,6,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,36,204,173,46,4,6,475
UCL115024,3,13,103,220,72,13,5,25,448,0,0,11,10,0,0,0,0,18,0,0,0,3,0,0,0,0,4,0,0,16,11,0,0,0,0,26,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,7,3,14,131,234,72,14,5,23,494
UCL115025,0,3,66,446,305,23,6,21,871,0,0,31,39,0,0,0,3,79,0,0,3,7,0,0,0,0,10,0,0,35,52,0,0,0,3,92,0,7,15,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,108,497,314,23,6,29,989
UCL115026,0,11,95,264,219,44,3,21,657,0,0,78,72,0,0,0,4,160,0,0,6,10,0,0,0,3,21,0,0,85,86,0,0,0,4,173,0,0,16,13,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,29,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,11,0,16,199,363,223,44,3,24,872
UCL115027,0,10,55,202,89,10,0,16,379,5,6,13,16,3,0,0,3,38,0,0,11,7,0,0,0,0,28,5,8,28,17,5,0,0,3,60,8,62,65,8,3,0,0,5,149,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,68,13,3,0,0,5,154,5,25,25,11,4,0,0,3,74,0,0,3,3,0,0,0,3,11,20,102,176,244,97,15,0,30,679
UCL115028,3,7,54,237,83,4,0,14,400,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,9,0,9,6,4,0,0,0,3,23,0,0,0,0,0,0,0,0,0,4,13,66,251,85,3,0,21,445
UCL115029,3,8,123,421,350,57,10,17,992,0,0,8,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,15,0,5,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,11,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,0,15,141,430,350,57,12,19,1033
UCL115030,0,30,124,278,185,51,13,12,685,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,34,131,282,185,54,13,13,710
UCL115031,0,12,66,291,522,123,9,9,1027,0,0,0,9,0,0,0,0,9,0,0,3,3,0,0,0,0,9,0,0,3,9,0,0,0,0,15,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,77,306,522,124,9,9,1055
UCL115032,0,7,29,237,200,29,7,9,521,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,237,204,29,7,9,529
UCL115033,0,8,20,477,396,75,12,15,1001,0,0,25,10,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,48,487,399,75,12,14,1043
UCL115034,0,10,111,481,432,54,3,25,1109,0,0,3,5,0,0,0,0,11,0,0,10,16,3,0,0,0,31,0,0,9,25,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,3,14,127,510,436,54,3,26,1166
UCL115035,0,3,5,111,204,50,3,3,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,111,208,50,3,3,379
UCL115036,0,9,112,265,135,18,0,20,560,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,4,15,4,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,0,0,0,3,28,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,15,145,271,134,18,0,26,611
UCL115037,0,16,108,598,374,49,3,49,1191,0,0,19,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,22,4,40,44,8,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,44,8,0,0,0,3,99,3,3,7,6,3,0,0,0,21,0,0,0,0,0,0,0,0,3,9,61,178,617,377,46,6,57,1344
UCL115038,0,4,17,222,162,30,6,4,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,17,218,169,30,6,4,457
UCL115039,3,18,152,492,217,38,21,37,976,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,3,10,21,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,0,0,0,0,3,40,0,0,5,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,4,28,177,504,218,38,21,43,1036
UCL115040,0,7,73,259,166,39,4,14,555,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,12,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,20,78,266,166,39,8,19,591
UCL115041,3,9,139,467,198,28,3,23,869,4,10,13,4,0,0,0,4,35,0,0,0,3,0,0,0,0,5,4,10,18,3,0,0,0,4,45,0,8,22,3,4,0,0,0,38,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,3,4,0,0,0,44,0,4,4,4,0,0,0,4,16,0,0,3,8,0,0,0,3,16,6,32,180,485,198,34,6,31,981
UCL115042,0,15,131,372,174,17,11,38,764,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,25,29,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,3,57,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,43,161,377,177,17,15,40,830
UCL115043,0,6,52,184,225,24,4,8,505,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,4,4,0,0,0,0,7,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,3,3,9,53,185,225,24,4,13,524
UCL115044,0,10,116,422,215,27,3,16,807,0,6,26,7,0,0,0,8,52,0,0,3,0,0,0,0,0,4,0,7,28,7,0,0,0,5,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,150,433,217,27,3,24,880
UCL115045,0,19,224,609,306,67,16,27,1272,0,3,33,19,3,0,0,3,60,0,0,11,6,0,0,0,0,18,0,5,39,20,3,0,0,3,71,0,3,15,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,0,0,0,0,30,0,0,3,4,0,0,0,0,12,0,6,0,0,0,0,0,0,6,3,35,278,646,310,66,16,34,1385
UCL115046,0,7,54,225,88,12,5,11,401,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,58,233,89,12,5,8,423
UCL115047,3,8,128,350,147,38,5,10,686,3,0,17,4,0,0,0,7,32,0,0,4,3,0,0,0,0,7,3,0,25,9,0,0,0,6,41,0,0,12,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,9,166,368,145,38,5,16,753
UCL115048,0,3,37,228,137,18,3,17,447,0,0,42,9,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,42,9,3,0,0,0,49,0,0,7,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,88,242,140,18,3,33,529
UCL115049,3,12,80,242,83,11,0,7,433,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,7,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,9,3,24,87,246,84,11,0,15,464
UCL115050,0,7,14,95,158,29,12,11,326,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,19,103,160,29,12,9,341
UCL115051,0,21,148,429,171,16,5,24,825,0,7,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,19,0,10,15,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,9,0,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,36,173,445,177,16,6,27,880
UCL115052,0,7,114,528,247,36,4,30,967,0,6,44,17,4,0,0,3,75,0,0,3,8,3,0,0,3,20,0,9,49,26,6,0,0,7,96,0,5,71,17,0,0,0,4,96,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71,17,0,0,0,4,94,0,22,19,3,0,0,0,5,47,0,0,0,3,0,0,3,3,8,3,39,248,576,259,40,5,44,1215
UCL115053,0,3,37,323,464,48,5,14,906,0,3,82,17,0,0,0,11,108,0,0,0,0,0,0,0,0,3,0,3,83,18,0,0,0,11,114,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,9,122,345,473,48,5,23,1028
UCL115054,0,7,83,324,175,30,10,18,646,3,10,100,106,8,3,0,14,255,0,16,54,62,7,0,0,0,137,9,28,147,170,14,4,3,14,387,0,13,76,27,4,0,0,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,76,27,4,0,0,3,128,9,21,16,7,0,3,0,4,57,0,0,3,0,0,0,0,0,4,18,68,323,528,195,39,8,37,1224
UCL115055,0,0,30,154,123,14,5,12,339,0,3,120,61,3,0,0,7,188,0,0,7,56,9,0,0,0,71,0,3,125,115,10,0,0,8,264,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,3,4,3,3,0,0,17,0,0,4,0,0,0,0,0,3,0,12,166,278,143,21,4,16,637
UCL115056,0,6,99,363,166,20,3,25,677,0,3,44,3,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,3,44,3,0,0,0,3,52,0,0,22,3,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,6,30,0,0,7,3,0,0,0,3,14,0,0,0,0,0,0,0,0,0,3,12,169,370,165,20,3,31,767
UCL115057,3,3,19,321,227,17,0,9,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,13,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,13,0,0,0,0,70,3,10,0,0,0,0,0,4,20,0,0,0,0,3,0,0,0,3,7,13,69,334,233,17,0,14,686
UCL115058,0,3,47,189,69,11,4,7,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,205,69,11,4,9,363
UCL115059,0,0,28,211,149,31,7,4,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,211,151,31,7,10,436
UCL115060,0,0,12,137,163,21,3,4,337,0,0,0,0,0,0,0,0,0,0,0,5,14,3,0,0,0,26,0,0,5,14,3,0,0,0,26,0,0,7,23,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,23,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,171,170,21,3,7,393
UCL115061,3,14,86,550,491,98,16,17,1283,0,0,15,14,8,0,0,0,39,0,0,13,22,0,0,0,0,39,0,0,26,40,8,0,0,0,73,0,33,62,17,0,0,0,5,119,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,69,23,0,0,0,5,131,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,54,180,611,500,99,16,27,1494
UCL115062,3,27,172,440,214,37,5,26,924,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,22,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,3,0,0,0,0,43,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,9,3,45,200,445,214,37,5,29,981
UCL115063,0,6,34,421,238,57,20,18,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,424,238,57,24,19,788
UCL115064,3,8,129,521,207,20,3,31,916,0,0,15,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,25,6,24,24,6,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,24,6,0,0,0,3,59,0,12,8,3,4,0,0,6,35,0,0,0,3,0,0,0,0,3,7,42,176,535,209,20,3,37,1032
UCL115065,0,0,0,95,315,33,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,315,39,0,0,451
UCL115066,0,9,104,235,88,17,6,7,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,10,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,0,0,0,0,17,0,10,18,3,0,0,0,4,35,0,0,0,0,0,0,0,0,3,0,31,130,246,91,17,6,16,535
UCL115067,0,33,163,359,196,29,4,32,816,0,0,28,8,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,3,41,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,3,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,39,201,370,194,29,4,36,875
UCL115068,0,18,98,405,333,37,13,17,924,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,14,109,416,333,37,13,23,945
