UCL_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL121011,235,92,87,94,114,110,99,54,24,898,0,0,0,0,0,0,0,0,0,9,3,3,4,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,4,5,0,0,0,25,7,4,6,0,4,5,0,0,0,34,243,101,90,94,121,111,101,57,24,930
UCL121012,146,128,60,68,167,163,65,26,3,824,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,12,0,3,3,0,3,0,3,0,0,12,146,131,64,69,168,163,72,26,3,836
UCL121013,176,113,118,70,123,97,42,28,16,772,0,0,0,4,3,0,0,0,0,11,9,3,9,3,19,9,6,0,0,62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,3,20,7,10,5,0,67,9,3,10,8,28,10,10,5,0,76,188,117,129,80,147,106,56,30,16,850
UCL121014,85,99,48,74,125,129,78,32,15,687,0,0,0,0,0,0,0,0,0,0,8,3,0,0,7,9,0,0,0,27,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,7,8,3,0,0,32,8,3,0,0,7,8,3,0,0,29,91,97,49,78,131,137,81,34,15,714
UCL121015,80,53,51,51,103,82,42,20,8,491,0,3,0,0,0,0,0,0,0,7,4,3,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,7,0,0,0,24,10,7,3,3,4,7,0,0,0,30,89,65,54,58,105,87,41,20,8,518
UCL121016,187,100,97,107,110,114,104,37,11,870,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,8,6,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,8,9,4,0,33,3,5,3,0,0,8,9,4,0,31,185,111,98,107,117,125,111,43,11,904
UCL121017,132,67,40,66,106,110,80,27,0,626,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,18,3,3,3,0,0,0,3,3,0,20,130,70,44,67,109,110,80,32,0,643
UCL121018,109,54,40,62,101,73,33,16,3,500,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,16,0,7,0,0,0,3,3,0,0,16,111,62,41,62,101,82,37,18,3,512
UCL121019,128,55,65,62,82,73,52,54,21,595,0,0,4,0,0,0,0,0,0,4,3,3,4,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,14,3,3,9,0,3,3,0,0,0,21,137,60,69,61,80,73,52,54,21,613
UCL121020,127,66,47,69,98,119,83,79,24,715,3,0,0,0,3,0,0,0,0,5,3,9,6,3,0,11,0,5,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,10,0,5,4,43,7,10,6,3,4,10,3,9,4,48,129,77,51,70,100,127,91,85,27,763
UCL121021,40,23,11,43,58,132,120,40,4,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,4,25,0,0,0,0,4,3,13,0,4,25,40,22,12,42,62,132,129,40,5,487
UCL121022,199,125,69,113,149,152,117,85,38,1046,0,0,0,0,0,3,0,0,0,4,6,6,4,4,9,10,0,3,4,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,4,7,15,3,3,4,51,6,8,4,4,9,18,3,3,4,59,205,135,75,123,164,166,120,84,42,1103
UCL121023,151,52,49,60,46,69,68,27,8,536,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,14,155,59,54,63,46,72,68,28,8,547
UCL121024,130,76,59,82,104,69,50,29,3,591,0,0,0,0,0,0,0,0,0,0,9,3,0,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,3,0,0,0,0,20,9,3,0,3,3,0,0,0,0,20,132,82,60,84,104,69,50,29,3,610
UCL121025,135,80,70,83,108,203,107,40,23,854,0,0,0,0,0,0,0,0,0,3,4,7,5,15,12,21,21,4,0,96,3,0,0,3,4,10,14,6,0,38,3,3,0,0,3,3,0,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,15,19,32,40,13,0,149,7,10,8,15,19,32,41,15,0,156,144,86,81,97,135,238,147,55,23,1008
UCL121026,107,56,44,66,78,80,40,19,10,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,3,3,3,24,4,0,3,0,4,3,3,3,3,24,106,63,48,66,80,85,44,24,15,522
UCL121027,244,94,79,139,151,116,70,27,4,915,0,0,0,0,0,0,0,0,0,0,3,7,5,0,3,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,3,4,3,0,0,30,3,10,5,0,3,4,3,0,0,32,245,103,84,140,156,118,74,23,3,948
UCL121028,63,34,41,43,82,115,119,32,10,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,10,11,3,0,44,5,3,0,3,7,10,11,3,0,48,61,35,45,46,88,121,129,35,10,580
UCL121029,110,79,65,52,81,84,64,25,3,559,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,3,0,3,0,22,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,0,8,3,9,0,32,6,3,5,3,3,9,3,9,0,36,115,78,66,57,87,86,70,32,3,596
UCL121030,91,42,55,39,57,61,70,38,9,471,0,0,0,0,0,0,0,0,0,0,11,3,0,3,3,0,3,0,0,25,3,6,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,3,7,0,7,3,0,41,15,8,5,3,7,0,7,3,0,42,104,53,64,48,65,62,73,44,9,513
UCL121031,181,102,102,114,123,111,97,44,9,885,0,0,0,0,0,0,0,0,0,0,3,6,7,0,3,10,7,4,0,38,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,8,3,10,8,6,0,49,3,6,12,8,3,10,8,6,0,49,181,109,111,116,130,120,107,52,9,929
UCL121032,147,81,51,86,105,190,109,29,15,821,0,0,0,0,0,0,0,0,0,0,7,8,15,3,6,16,8,3,9,71,3,0,0,4,3,9,4,0,0,24,0,0,0,0,3,11,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,8,9,36,13,4,9,114,10,12,15,8,9,36,13,4,9,114,159,91,65,97,118,221,120,37,21,932
UCL121033,120,71,49,53,83,95,107,90,36,704,0,0,0,0,0,0,0,0,0,0,11,11,8,4,4,9,13,7,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,8,12,3,7,15,3,0,68,11,11,8,12,3,7,15,3,0,68,134,86,59,59,87,102,122,93,36,774
UCL121034,123,49,53,86,92,84,37,20,10,556,0,0,0,0,0,0,0,0,0,4,44,36,43,29,34,32,16,7,0,240,3,7,7,0,8,0,0,0,0,29,4,14,9,9,4,3,5,0,0,41,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,53,68,65,41,44,37,23,4,0,331,53,66,67,41,44,37,23,4,0,337,181,115,119,125,138,114,57,25,10,889
UCL121035,185,110,95,95,131,123,66,21,7,845,0,0,0,3,0,0,0,0,0,5,10,10,6,0,4,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,6,3,4,3,3,0,0,41,9,12,8,8,3,3,3,0,0,45,193,119,107,100,139,131,66,21,13,891
UCL121036,203,89,58,113,142,147,115,34,5,907,0,0,0,3,0,0,0,0,0,6,3,3,10,3,3,3,8,0,0,31,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,3,3,3,10,4,0,44,4,3,12,4,3,7,9,4,0,45,205,98,69,125,149,152,120,36,10,952
UCL121037,117,63,44,96,88,103,133,39,8,694,0,0,4,0,0,0,0,0,0,7,0,3,8,3,7,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,7,6,0,0,0,25,3,3,7,3,7,6,0,0,0,32,118,68,52,95,96,109,133,41,11,727
UCL121038,63,35,48,43,66,74,63,54,12,462,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,11,0,3,0,0,0,3,0,0,4,12,63,37,51,43,69,76,63,54,16,469
UCL121039,126,65,54,62,43,86,36,13,5,492,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,12,4,10,3,0,9,8,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,9,8,12,0,0,59,4,10,5,0,9,8,12,0,0,55,131,73,62,64,53,96,49,13,5,548
UCL121040,114,42,57,73,104,82,55,15,0,533,3,0,0,0,0,0,0,0,0,3,0,3,4,3,3,18,3,9,10,53,3,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,10,22,3,12,10,69,4,7,4,6,11,22,3,12,10,77,118,49,62,83,109,104,58,21,13,608
UCL121041,119,75,28,64,102,75,37,9,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,11,3,0,3,0,0,0,3,0,0,9,123,72,33,64,102,75,40,9,0,519
UCL121042,114,49,45,42,72,76,96,69,14,574,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,3,0,0,0,0,20,4,5,3,3,3,0,0,0,0,21,118,52,50,43,76,76,97,67,14,590
UCL121043,79,72,46,54,67,75,90,58,18,568,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,9,7,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,9,7,0,0,48,0,4,3,4,6,9,7,0,0,46,83,79,54,55,82,87,99,63,17,620
UCL121044,165,77,64,91,96,87,50,22,7,664,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,11,165,79,63,97,98,88,53,25,7,674
UCL121045,71,54,32,50,75,96,60,34,6,476,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,6,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,6,4,3,0,31,3,3,3,4,6,6,4,3,0,35,73,54,36,54,82,104,60,41,7,516
UCL121046,116,48,57,71,73,72,50,25,6,522,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,3,7,0,0,30,0,7,4,3,0,3,7,0,0,30,116,58,61,71,81,68,58,25,6,548
UCL121047,90,63,36,69,82,128,236,110,30,842,0,0,0,0,0,0,0,0,0,0,7,3,6,4,5,16,8,5,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,7,7,5,16,8,5,0,62,7,7,7,7,5,16,8,5,0,62,96,66,42,79,83,146,242,118,34,906
UCL121048,137,75,89,79,72,73,31,15,5,574,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,4,4,0,0,17,0,3,10,0,0,4,4,0,0,17,135,83,95,79,72,73,34,15,3,596
UCL121049,40,23,23,27,55,93,189,111,29,593,0,0,0,0,0,0,3,0,0,3,9,3,3,9,0,11,29,3,0,69,9,0,0,3,4,14,33,12,0,74,3,61,0,8,3,11,10,0,0,96,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,65,7,22,14,39,79,24,0,269,23,65,7,22,14,39,80,24,0,271,62,86,32,51,64,130,268,132,33,860
