UCL_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL121057,5,14,4,6,0,28,0,0,13,9,18,0,34,0,0,0,0,3,0,7,0,0,0,0,14,0,14,0,0,0,0,4,0,9,3,10,35,32,129,6,209
UCL121058,0,9,0,4,0,21,3,0,8,6,19,0,39,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,4,0,9,5,0,30,34,135,5,215
UCL121059,9,39,15,8,0,74,9,13,40,23,22,0,100,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,3,0,11,3,16,23,25,120,95,225,25,510
UCL121060,0,3,0,0,0,16,0,0,5,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,3,4,0,5,8,3,29,21,90,5,154
UCL121061,7,20,9,8,0,35,3,6,19,5,11,4,45,0,0,0,3,3,0,4,0,0,0,3,13,0,17,0,0,0,0,3,6,13,10,14,67,61,155,18,318
UCL121062,10,22,3,11,3,62,3,3,21,15,6,0,55,0,0,4,3,5,0,8,0,0,0,3,12,0,16,0,0,4,0,10,0,17,27,23,88,83,141,7,375
UCL121063,0,3,0,3,0,11,0,0,3,0,10,0,19,0,0,0,0,0,0,4,0,0,0,0,7,0,5,0,0,0,0,7,4,9,5,3,18,26,96,15,162
UCL121064,0,3,0,3,0,10,0,0,8,11,16,0,36,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,4,3,4,0,0,36,20,98,11,164
UCL121065,3,5,3,5,0,15,0,4,5,9,20,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,10,4,11,26,20,106,9,176
UCL121066,4,12,3,6,0,35,3,9,16,6,22,3,61,0,0,0,0,3,0,8,0,0,4,3,24,0,25,0,0,3,0,3,0,11,21,19,72,55,207,21,391
UCL121067,0,6,3,3,0,17,6,0,11,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,15,4,55,40,75,8,194
UCL121068,3,13,3,7,0,34,5,0,15,6,4,0,28,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,4,3,0,11,19,3,71,43,74,5,210
UCL121069,0,10,0,0,0,10,0,0,0,5,8,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,3,0,8,0,3,20,14,100,9,144
UCL121070,0,3,4,8,0,15,0,0,3,3,10,0,19,0,0,0,0,4,0,4,0,0,0,0,3,0,4,0,0,0,0,4,3,5,3,0,13,16,85,8,127
UCL121071,3,6,3,7,0,23,0,0,9,14,11,0,36,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,5,0,6,14,13,69,43,78,9,228
UCL121072,0,12,3,3,0,24,0,0,5,0,6,0,17,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,8,8,8,35,24,68,3,143
UCL121073,3,17,0,3,0,28,3,0,9,16,13,0,34,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,5,3,9,6,5,35,24,109,20,190
UCL121074,0,4,0,3,0,19,0,0,4,10,11,0,29,0,0,0,0,0,0,0,0,0,0,4,13,0,15,0,0,0,0,7,3,8,4,3,25,25,101,7,165
UCL121075,0,13,0,8,0,34,3,7,8,6,9,0,33,0,0,0,0,0,0,0,0,0,0,4,5,3,9,0,0,0,3,0,0,3,18,12,61,29,90,3,217
UCL121076,0,8,8,10,0,26,3,4,11,8,17,0,45,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,4,0,3,12,3,27,36,125,11,214
UCL121077,5,3,3,7,0,16,4,3,22,10,14,0,49,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,7,0,9,5,3,40,20,73,9,154
UCL121078,0,14,4,0,0,28,3,0,11,15,16,0,46,0,0,0,0,0,0,5,0,0,3,0,8,0,12,0,0,0,0,3,0,8,18,11,66,50,129,14,290
UCL121079,0,12,3,3,0,21,4,6,9,9,6,0,34,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,0,3,0,3,15,8,45,26,63,8,167
UCL121080,5,12,5,9,0,35,5,3,30,7,25,0,68,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,4,7,0,13,24,16,73,47,119,14,288
UCL121081,3,13,3,7,0,32,8,4,21,10,9,3,43,3,3,3,5,0,0,12,0,0,0,0,9,0,12,0,0,0,0,5,0,8,25,15,81,49,115,3,291
UCL121082,0,9,4,5,0,27,0,0,11,4,8,4,30,0,0,0,0,3,0,9,0,0,5,3,9,0,17,0,0,0,4,13,4,20,20,7,52,48,116,19,263
UCL121083,0,28,7,3,0,44,9,3,17,5,14,0,53,0,0,0,0,0,0,3,0,0,0,0,5,0,7,0,0,3,4,3,0,7,31,11,108,53,107,7,318
UCL121084,0,4,4,3,0,10,5,0,3,10,14,0,39,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,7,8,3,16,31,98,9,170
UCL121085,0,0,3,4,0,5,0,0,6,6,18,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,3,4,8,0,0,11,29,78,8,119
UCL121086,0,0,0,5,0,10,3,3,0,9,13,7,24,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,4,5,4,4,11,22,114,14,172
UCL121087,5,13,6,4,3,43,4,0,19,9,12,0,47,0,0,3,0,0,0,5,0,0,0,3,6,0,11,0,0,0,0,0,0,4,16,7,63,55,135,4,283
UCL121088,0,13,0,3,0,18,0,3,5,3,11,0,31,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,3,0,3,3,8,26,24,115,11,188
UCL121089,0,12,11,4,0,29,4,0,13,5,9,7,44,0,0,0,0,4,0,4,0,0,0,3,18,0,21,0,0,0,0,6,0,13,12,3,43,60,135,9,263
UCL121090,0,13,5,3,0,25,3,0,18,13,12,0,46,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,0,3,0,3,0,4,7,5,55,37,87,6,202
UCL121091,0,10,9,11,0,35,0,0,9,5,17,3,34,0,0,0,0,0,0,4,0,0,0,0,14,0,21,0,0,0,3,13,3,21,8,9,40,47,214,22,342
UCL121092,0,5,0,3,0,17,0,0,3,5,10,3,24,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,7,0,10,7,0,18,27,136,12,197
UCL121093,0,4,0,4,3,19,0,0,7,7,13,3,30,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,13,19,65,8,109
UCL121094,6,13,4,4,0,24,6,3,15,3,5,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,8,13,64,42,66,13,205
UCL121095,3,15,0,0,0,28,3,3,19,5,6,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,11,9,46,28,53,6,149
UCL121096,4,15,8,4,0,36,7,0,16,11,10,3,47,0,0,0,0,3,0,6,0,0,0,0,8,0,6,0,0,0,0,8,0,8,5,8,57,38,86,8,198
UCL121097,9,21,4,3,0,46,13,3,23,24,14,0,85,0,0,0,0,0,0,0,0,0,3,7,9,0,20,0,0,4,3,9,0,12,30,10,78,71,103,6,300
UCL121098,0,11,0,0,0,17,0,0,4,3,9,0,18,0,0,0,0,0,0,3,0,0,0,0,6,0,9,0,0,3,0,3,0,3,3,3,28,20,79,4,137
UCL121099,7,29,10,6,0,60,4,3,15,10,16,0,42,0,0,0,0,3,0,4,0,0,0,0,10,0,10,0,0,0,0,0,0,3,20,15,93,56,114,7,303
UCL121100,0,8,9,9,0,24,4,0,10,5,24,3,49,0,0,4,0,3,0,5,0,0,0,0,20,0,21,0,0,3,0,8,6,11,10,0,46,44,203,19,324
UCL121101,0,25,4,5,0,41,3,4,19,15,13,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,8,8,13,61,32,93,10,215
UCL121102,0,5,0,4,0,16,3,3,9,5,15,0,45,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,6,3,10,4,3,26,23,129,14,202
UCL121103,0,10,0,3,0,14,3,0,4,6,18,0,36,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,3,0,3,8,0,22,25,84,4,150
UCL121104,0,4,3,3,0,17,0,0,7,3,13,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,3,11,8,0,12,14,61,8,106
UCL121105,3,10,5,7,0,25,3,0,15,4,13,0,32,0,0,0,0,0,0,0,0,0,3,3,3,0,11,0,0,0,0,3,0,3,6,3,47,37,77,3,175
UCL121106,3,12,7,0,0,26,0,0,10,7,27,4,49,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,3,0,4,7,10,27,32,125,13,217
UCL121107,0,19,3,5,0,25,3,0,9,12,23,3,52,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,3,0,6,6,5,43,26,112,8,202
UCL121108,3,5,0,3,0,23,6,0,13,6,6,3,39,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,3,0,8,18,10,49,32,59,8,171
UCL121109,3,6,3,5,0,21,0,0,5,7,20,0,37,0,0,0,0,0,0,4,0,0,0,3,4,0,7,0,0,0,0,7,0,8,7,3,19,34,126,19,202
UCL121110,0,9,7,11,0,32,0,0,4,6,8,0,16,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,3,22,20,77,12,131
UCL121111,0,10,3,5,0,26,0,0,11,11,23,3,48,0,0,0,0,0,0,0,0,0,0,0,12,3,16,0,0,0,0,7,0,5,5,3,37,21,156,16,243
UCL121112,0,9,3,0,0,12,0,0,3,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,3,5,5,16,12,72,8,118
UCL121113,3,25,0,3,0,37,3,3,12,11,10,0,44,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,3,0,0,0,4,9,5,57,33,96,6,211
UCL121114,0,4,0,0,0,10,3,0,3,8,8,0,26,0,0,0,3,0,0,7,0,0,0,0,3,0,3,0,0,0,0,3,3,6,9,4,19,23,66,10,128
UCL121115,0,14,4,4,0,30,3,3,15,17,13,0,53,0,0,0,0,0,0,0,0,0,3,4,15,0,14,0,0,0,3,14,0,12,16,7,63,60,185,7,339
UCL121116,0,10,8,3,0,16,0,0,7,4,17,3,32,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,4,0,0,3,8,8,7,27,28,85,11,160
UCL121117,8,16,11,7,0,36,0,3,8,6,22,3,36,0,0,0,0,4,0,4,0,0,0,0,15,0,21,0,0,0,0,8,3,11,6,14,46,33,138,18,255
UCL121118,0,3,3,0,3,17,0,0,3,3,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,3,4,3,13,24,24,17,76
UCL121119,3,13,4,3,0,28,0,0,11,10,20,0,42,0,0,0,0,0,0,3,0,0,0,0,13,0,11,0,0,0,0,3,0,0,0,4,43,23,114,10,188
UCL121120,0,4,4,4,0,15,0,0,11,10,10,0,26,0,0,0,0,0,3,4,0,0,0,0,3,0,3,0,0,0,0,3,3,6,0,0,20,19,79,12,139
UCL121121,0,8,3,0,0,10,0,0,13,15,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,6,0,0,24,32,82,13,153
UCL121122,0,13,3,10,0,33,0,0,4,9,14,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,35,29,101,9,177
UCL121123,3,0,3,0,0,9,0,0,3,3,10,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,20,79,15,134
UCL121124,0,4,0,9,3,17,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,3,0,5,0,0,4,8,84,10,108
UCL121125,4,17,3,4,0,26,0,0,7,8,16,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,10,3,16,3,3,32,25,129,10,202
UCL121126,0,13,8,10,0,35,0,4,8,15,18,4,47,0,0,0,0,0,0,4,0,0,0,0,19,0,18,0,0,3,0,13,0,13,15,10,45,67,195,16,338
UCL122001,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,8,8,51,8,67
UCL122002,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,5,0,0,7,8,33,7,51
UCL122003,0,0,0,3,0,11,0,0,7,0,4,0,15,0,0,0,0,3,0,7,0,0,0,0,7,0,9,0,0,0,0,6,0,8,11,4,10,21,61,3,116
UCL122004,3,5,3,3,0,17,6,0,6,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,3,32,13,16,3,73
UCL122005,0,8,4,4,0,14,0,0,4,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,8,35,0,61
UCL122006,3,7,0,3,0,17,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,16,9,21,0,51
UCL122007,0,0,0,4,3,5,0,0,0,5,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,7,42,11,67
UCL122008,0,5,0,0,0,9,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,10,39,12,70
UCL122009,0,0,0,3,0,8,0,0,5,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,7,62,4,80
UCL122010,0,9,0,0,0,11,0,0,7,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,18,44,6,84
UCL122011,0,10,5,3,0,18,0,0,3,3,7,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,10,0,12,6,3,17,14,71,14,125
UCL122012,0,3,0,3,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,11,8,27,8,55
UCL122013,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,0,20
UCL122014,0,7,3,0,0,13,0,0,3,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,4,0,3,3,0,11,15,62,6,92
UCL122015,0,6,3,0,0,4,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,7,3,3,17,9,37,3,75
UCL122016,0,0,0,0,0,7,0,0,6,3,0,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,19,10,22,3,74
UCL122017,0,0,0,3,0,6,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,10,8,55,4,74
UCL122018,0,3,0,0,0,3,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,18,13,39,4,83
UCL122019,0,3,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,18,11,39
UCL122020,0,0,0,0,0,0,0,0,6,4,12,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,11,48,0,72
UCL122021,0,3,0,3,0,5,0,0,0,3,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,22,0,35
UCL122022,0,3,0,0,0,11,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,15,12,24,6,55
UCL122023,0,4,3,0,0,15,0,0,3,3,8,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,4,4,3,17,25,69,10,115
UCL122024,4,7,0,0,0,9,0,0,14,12,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,8,39,22,38,3,118
UCL122025,0,9,0,0,0,16,3,3,4,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,4,10,7,29,17,71,12,141
UCL122026,0,6,0,3,0,11,0,0,0,5,4,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,11,18,33,8,76
UCL122027,0,9,0,3,0,15,0,0,0,4,12,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,4,0,5,0,0,23,14,78,3,114
UCL122028,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,9,40,9,59
UCL122029,0,5,0,0,0,3,0,0,4,0,3,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,6,13,0,35
UCL122030,0,0,4,4,0,8,0,0,0,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,3,3,9,53,0,64
UCL122031,0,3,0,0,0,7,7,0,3,3,6,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,3,0,0,4,12,0,23,15,20,0,73
UCL122032,5,12,3,0,0,19,3,3,3,8,6,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,7,31,25,32,0,102
UCL122033,3,14,0,3,0,20,0,0,4,8,4,0,17,0,0,0,0,0,0,0,0,0,0,3,9,0,12,0,0,0,0,3,0,3,3,5,30,24,53,4,116
UCL122034,3,5,0,3,0,14,0,0,3,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,3,0,3,8,5,23,19,69,6,134
UCL122035,0,0,0,0,0,3,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,23,9,35
UCL122036,0,0,0,0,0,3,0,0,3,5,6,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,10,42,3,61
UCL122037,0,7,5,0,0,11,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,14,23,6,57
UCL122038,0,3,3,0,0,6,0,0,3,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,3,13,11,36,0,75
UCL122039,3,11,0,4,0,20,0,0,3,4,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,21,6,26,3,70
UCL122040,0,6,0,3,0,12,3,0,4,4,6,3,18,0,0,0,0,0,0,5,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,3,20,9,47,4,90
UCL122041,0,5,0,0,0,15,0,0,3,4,10,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,9,18,42,6,78
UCL122042,0,6,0,8,0,10,0,0,4,12,11,3,26,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,3,0,4,3,0,17,22,61,7,113
UCL122043,0,0,0,0,0,3,0,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,11,21,51,3,87
UCL122044,0,9,3,0,0,12,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,0,4,3,0,12,11,42,8,76
UCL122045,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,23,6,29
UCL122046,0,3,0,3,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,6,6,33,0,55
UCL122047,0,3,3,0,0,6,0,0,3,3,0,0,10,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,3,3,7,3,7,21,11,49,11,93
UCL122048,3,7,0,0,0,17,4,0,9,3,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,3,0,0,0,4,30,4,32,12,19,0,98
UCL122049,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,25,4,37
UCL122050,0,0,0,0,0,3,0,0,3,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,35,3,51
UCL122051,0,3,0,0,0,4,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,28,4,41
UCL122052,5,19,0,0,0,31,5,3,18,7,18,0,41,0,0,4,4,0,0,8,0,0,0,0,3,0,4,0,0,0,0,5,0,5,9,12,45,15,53,0,136
UCL122053,0,0,0,0,0,4,0,4,8,3,3,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,16,12,37,11,86
UCL122054,0,3,3,3,0,8,0,0,4,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,31,10,50
UCL122055,3,17,0,3,0,30,3,0,7,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,5,53,19,50,3,143
UCL122056,0,7,3,0,0,9,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,37,9,70
UCL122057,0,3,0,3,0,9,0,0,4,3,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,9,12,49,7,85
UCL122058,0,4,3,6,0,7,0,0,0,0,4,0,4,0,0,0,0,0,3,3,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,7,11,46,17,79
UCL122059,0,3,4,5,0,16,0,0,8,7,5,0,19,0,0,0,0,0,0,3,0,0,0,0,10,0,10,0,0,0,3,3,0,3,7,7,23,20,80,0,135
UCL122060,0,0,0,3,0,4,0,0,4,3,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,0,0,11,9,70,6,93
UCL122061,0,0,3,3,0,7,0,3,11,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,3,21,12,61,9,108
UCL122062,0,7,0,4,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,26
UCL122063,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,3,0,0,10,7,42,6,68
UCL122064,0,0,0,3,0,4,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,3,13,50,7,75
UCL122065,0,3,0,4,0,12,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,6,36
UCL122066,3,6,3,3,0,26,3,0,11,4,0,0,17,0,0,0,0,0,0,3,0,0,3,0,4,0,5,0,0,3,0,0,0,3,42,21,67,28,45,0,198
UCL122067,0,11,4,8,3,25,0,0,9,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,6,0,28,24,68,9,129
UCL122068,0,10,7,0,0,20,5,0,8,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,15,11,41,6,86
UCL122069,0,9,0,0,0,9,0,0,9,8,4,3,21,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,3,10,4,22,16,64,3,112
UCL122070,0,11,5,3,3,23,0,0,7,4,14,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,27,27,64,10,126
UCL122071,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,6,31
UCL122072,6,5,0,7,0,18,3,0,5,0,4,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,25,14,43,3,106
UCL122073,3,11,0,0,0,19,5,0,13,5,3,0,28,0,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,3,0,0,6,13,3,48,35,52,10,161
UCL122074,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,22,0,41
UCL122075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,12,33,0,57
UCL122076,0,0,0,0,0,0,0,0,0,3,9,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,13,52,12,85
UCL122077,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,3,25
UCL122078,0,4,4,4,0,14,0,0,6,3,3,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,3,3,23,19,43,3,99
UCL122079,0,6,0,3,0,13,0,0,3,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,6,0,4,0,0,0,0,4,0,0,3,3,12,11,29,3,60
UCL122080,0,0,0,0,0,6,3,3,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,10,52,3,78
UCL122081,0,4,3,0,0,11,0,0,0,0,0,0,0,0,3,3,3,12,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,20,16,34,3,85
UCL122082,0,0,3,3,0,3,0,0,0,8,13,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,14,44,4,58
