UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL121016,..,0,12,35,24,39,34,16,4,161,..,3,15,7,15,3,4,0,0,47,..,0,0,0,5,4,0,0,0,8,93,..,..,..,..,..,..,..,..,93,..,14,..,..,..,..,..,..,..,14,..,21,3,3,3,0,0,0,0,34,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,6,0,3,12,3,3,0,32,0,0,3,0,0,0,0,0,0,5,93,47,37,46,55,58,49,20,4,413,..,0,28,30,37,33,30,7,0,168,..,5,14,5,5,0,0,0,0,40,..,0,3,6,10,3,3,4,0,33,83,..,..,..,..,..,..,..,..,83,..,22,..,..,..,..,..,..,..,22,..,13,10,5,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4
UCL121017,..,0,7,25,37,47,41,9,0,159,..,3,3,3,5,0,0,0,0,20,..,0,0,0,0,0,0,3,0,4,66,..,..,..,..,..,..,..,..,66,..,19,..,..,..,..,..,..,..,19,..,7,9,3,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,4,0,8,3,0,0,0,0,0,0,0,0,4,72,35,20,32,45,52,44,16,0,309,..,0,12,28,36,47,28,9,0,160,..,0,3,3,9,3,0,0,0,28,..,0,4,0,3,0,0,0,0,7,62,..,..,..,..,..,..,..,..,62,..,23,..,..,..,..,..,..,..,23,..,6,9,0,0,0,0,0,0,15,..,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,0
UCL121018,..,0,7,17,19,21,9,6,0,80,..,0,0,10,5,11,5,0,0,31,..,0,0,0,0,0,0,0,0,5,61,..,..,..,..,..,..,..,..,61,..,20,..,..,..,..,..,..,..,20,..,7,3,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,6,..,0,0,3,3,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,61,32,14,32,38,35,19,6,0,239,..,0,4,14,29,14,4,3,0,84,..,0,8,11,6,9,0,0,0,36,..,0,4,3,7,0,0,0,0,22,42,..,..,..,..,..,..,..,..,42,..,14,..,..,..,..,..,..,..,14,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL121019,..,0,8,20,19,19,13,12,3,104,..,0,10,3,4,0,0,0,0,14,..,0,3,0,0,0,0,0,0,7,69,..,..,..,..,..,..,..,..,69,..,13,..,..,..,..,..,..,..,13,..,9,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,7,0,0,0,0,0,0,0,6,..,4,7,3,4,13,13,11,0,50,3,0,3,0,0,0,0,0,0,12,71,36,37,32,32,36,26,20,6,293,..,0,13,22,17,18,12,10,0,102,..,3,7,3,0,0,0,0,0,18,..,0,3,3,10,0,3,0,0,25,56,..,..,..,..,..,..,..,..,56,..,11,..,..,..,..,..,..,..,11,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL121020,..,0,8,12,22,29,27,24,4,125,..,3,5,3,6,3,0,0,0,26,..,0,0,0,0,0,0,0,0,3,60,..,..,..,..,..,..,..,..,60,..,9,..,..,..,..,..,..,..,9,..,9,0,4,0,5,0,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,3,0,0,11,..,4,3,3,6,10,10,11,3,45,0,7,3,0,3,3,8,0,0,22,63,34,28,23,39,58,44,40,5,330,..,0,5,18,28,30,25,19,0,127,..,8,6,8,0,4,3,0,0,25,..,0,3,14,10,3,0,3,0,35,53,..,..,..,..,..,..,..,..,53,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
UCL121021,..,0,0,7,4,28,35,12,0,89,..,0,3,0,3,4,5,0,0,15,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,7,4,0,4,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,3,0,0,4,4,0,0,7,..,0,0,0,9,25,11,3,3,57,0,0,0,0,0,0,3,0,0,11,18,10,13,16,26,64,59,21,3,224,..,0,3,5,10,31,28,10,0,93,..,3,0,3,3,9,3,0,0,18,..,0,0,5,3,3,3,0,0,15,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL121022,..,0,8,20,30,32,34,17,5,145,..,4,8,5,9,8,5,0,0,45,..,0,0,5,3,5,0,0,0,17,90,..,..,..,..,..,..,..,..,90,..,12,..,..,..,..,..,..,..,12,..,26,5,5,7,0,0,0,0,39,..,7,0,0,0,3,3,3,0,12,..,0,0,3,0,0,0,0,0,5,..,0,5,0,9,4,3,3,0,19,..,3,0,3,4,10,14,9,4,48,0,0,3,0,4,0,0,0,0,7,90,51,29,46,65,64,51,31,6,437,..,0,11,29,28,26,34,11,0,140,..,5,3,6,11,9,3,0,0,48,..,5,12,15,8,0,0,4,0,51,83,..,..,..,..,..,..,..,..,83,..,30,..,..,..,..,..,..,..,30,..,17,5,0,0,0,0,0,0,26,..,3,0,0,4,0,0,0,0,10,..,3,0,0,0,0,0,0,0,3
UCL121023,..,0,9,12,18,24,28,6,3,105,..,6,0,6,3,0,4,0,0,16,..,0,0,3,0,0,0,0,0,7,69,..,..,..,..,..,..,..,..,69,..,7,..,..,..,..,..,..,..,7,..,7,4,3,0,0,0,0,0,17,..,0,0,0,3,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,6,0,4,0,14,0,0,0,0,0,0,0,0,0,7,69,23,19,29,27,28,33,10,3,241,..,0,14,21,12,26,21,11,0,106,..,3,3,3,0,0,3,0,0,14,..,3,7,8,3,3,0,0,0,26,79,..,..,..,..,..,..,..,..,79,..,12,..,..,..,..,..,..,..,12,..,6,0,0,0,0,0,0,0,9,..,3,0,0,0,0,3,0,0,6,..,4,0,0,0,0,0,0,0,0
UCL121024,..,0,16,26,29,26,17,11,0,126,..,0,0,4,7,3,0,0,0,20,..,0,0,0,0,0,0,0,0,0,64,..,..,..,..,..,..,..,..,64,..,24,..,..,..,..,..,..,..,24,..,16,3,3,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,8,3,0,0,0,22,0,0,0,0,0,3,0,0,0,3,64,41,28,37,45,33,21,12,0,287,..,0,19,30,35,23,23,3,0,125,..,0,7,5,6,4,0,0,0,24,..,0,0,4,3,0,0,0,0,10,64,..,..,..,..,..,..,..,..,64,..,23,..,..,..,..,..,..,..,23,..,4,5,0,0,0,0,0,0,16,..,0,0,0,0,0,3,0,3,6,..,0,0,0,3,0,0,0,0,0
UCL121025,..,0,5,14,21,53,31,10,4,140,..,3,7,6,0,12,0,0,0,37,..,0,0,3,4,3,0,0,0,10,59,..,..,..,..,..,..,..,..,59,..,28,..,..,..,..,..,..,..,28,..,18,3,0,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,8,..,3,4,0,3,7,0,0,0,19,..,3,4,3,12,27,18,11,6,73,0,3,0,0,3,3,7,0,0,16,56,53,24,30,46,107,58,22,9,408,..,0,3,23,22,53,20,9,3,139,..,3,12,9,3,12,3,0,0,42,..,0,8,13,19,5,0,0,3,48,61,..,..,..,..,..,..,..,..,61,..,7,..,..,..,..,..,..,..,7,..,5,5,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
UCL121026,..,0,6,19,19,18,14,6,3,81,..,0,5,4,5,6,3,0,0,23,..,0,0,0,0,0,0,0,0,3,50,..,..,..,..,..,..,..,..,50,..,8,..,..,..,..,..,..,..,8,..,12,12,3,0,0,0,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,11,..,0,3,0,0,3,3,0,0,10,0,3,3,0,0,0,0,0,0,7,50,29,26,23,32,32,21,9,7,235,..,0,9,22,19,22,11,3,3,89,..,0,4,5,3,10,0,0,0,25,..,0,0,7,9,5,0,4,0,30,42,..,..,..,..,..,..,..,..,42,..,14,..,..,..,..,..,..,..,14,..,13,3,4,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3
UCL121027,..,0,16,45,62,51,25,15,0,218,..,0,4,5,6,0,3,0,0,22,..,0,0,3,3,0,3,0,0,10,116,..,..,..,..,..,..,..,..,116,..,16,..,..,..,..,..,..,..,16,..,18,3,3,0,0,0,0,0,24,..,5,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,4,..,0,3,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,10,116,32,35,64,76,61,34,15,4,427,..,0,25,59,58,40,24,11,0,214,..,0,10,9,3,3,0,0,0,19,..,0,3,5,12,3,0,0,0,22,117,..,..,..,..,..,..,..,..,117,..,39,..,..,..,..,..,..,..,39,..,20,0,0,0,0,0,0,0,19,..,0,0,0,0,0,4,3,0,8,..,0,0,0,0,0,0,0,0,0
UCL121028,..,0,4,9,16,30,41,15,0,116,..,0,6,5,6,8,0,0,0,32,..,0,0,0,0,3,0,0,0,4,31,..,..,..,..,..,..,..,..,31,..,6,..,..,..,..,..,..,..,6,..,7,4,0,4,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,..,0,0,8,13,23,10,3,0,55,0,5,3,5,3,3,3,0,0,23,31,22,21,27,45,59,56,17,0,283,..,0,6,7,22,36,35,9,0,114,..,3,8,3,5,3,3,0,0,26,..,0,0,7,3,0,0,0,0,15,32,..,..,..,..,..,..,..,..,32,..,10,..,..,..,..,..,..,..,10,..,6,0,3,0,0,0,0,0,11,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL121029,..,0,11,12,17,30,21,8,0,93,..,4,6,3,8,0,0,0,0,25,..,0,0,0,0,3,0,0,0,11,58,..,..,..,..,..,..,..,..,58,..,7,..,..,..,..,..,..,..,7,..,11,7,8,3,0,0,0,0,26,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,11,..,6,4,3,3,3,5,4,0,28,0,3,0,0,0,3,0,0,0,6,58,39,34,20,38,42,29,22,0,284,..,4,11,12,22,26,21,3,0,92,..,4,6,7,4,0,0,0,0,30,..,3,5,3,0,3,3,0,0,25,52,..,..,..,..,..,..,..,..,52,..,8,..,..,..,..,..,..,..,8,..,8,0,0,0,0,0,0,0,16,..,3,0,0,0,0,3,0,0,6,..,3,0,0,0,0,0,0,0,7
UCL121030,..,0,0,6,3,14,21,13,3,64,..,0,9,0,8,3,0,0,0,17,..,0,3,0,3,0,3,0,0,11,42,..,..,..,..,..,..,..,..,42,..,5,..,..,..,..,..,..,..,5,..,7,5,6,3,0,0,0,0,25,..,3,0,3,0,0,0,3,0,9,..,0,0,5,0,3,0,0,0,8,..,0,0,0,4,0,0,0,0,3,..,0,3,0,6,8,10,4,0,33,3,7,0,0,0,0,0,0,0,9,44,26,18,22,28,33,34,20,3,230,..,0,5,5,14,17,21,12,0,66,..,0,4,3,6,3,0,0,0,20,..,8,4,3,5,3,3,4,0,27,41,..,..,..,..,..,..,..,..,41,..,3,..,..,..,..,..,..,..,3,..,5,6,0,0,0,0,0,0,12,..,8,0,0,0,0,0,3,0,13,..,0,0,0,0,0,0,0,0,0
UCL121031,..,0,11,20,30,26,25,13,0,141,..,4,9,8,11,0,3,0,0,38,..,0,0,0,3,3,0,0,0,11,92,..,..,..,..,..,..,..,..,92,..,21,..,..,..,..,..,..,..,21,..,20,13,0,4,3,0,0,0,41,..,7,3,0,0,3,3,3,0,23,..,3,3,0,0,0,0,0,0,9,..,0,0,5,3,0,4,0,0,9,..,0,4,8,8,13,6,4,0,44,3,0,0,0,0,0,0,0,0,19,98,55,47,48,65,60,42,21,3,435,..,3,18,22,31,31,28,12,0,140,..,4,12,13,4,0,0,0,0,39,..,3,6,12,10,4,3,7,0,48,74,..,..,..,..,..,..,..,..,74,..,12,..,..,..,..,..,..,..,12,..,12,4,3,3,0,0,0,0,25,..,3,0,3,0,0,3,0,3,12,..,4,0,0,0,0,0,0,0,4
UCL121032,..,0,3,19,27,62,48,10,8,178,..,3,9,10,3,7,3,0,0,41,..,0,0,0,0,3,0,0,0,4,83,..,..,..,..,..,..,..,..,83,..,21,..,..,..,..,..,..,..,21,..,13,3,3,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,3,0,0,7,..,3,0,0,3,11,5,3,0,26,0,3,0,0,0,3,0,0,0,12,79,46,18,40,49,82,56,18,6,397,..,0,4,26,31,69,28,12,3,170,..,6,6,8,7,10,3,0,0,45,..,3,10,8,7,0,0,0,0,33,65,..,..,..,..,..,..,..,..,65,..,17,..,..,..,..,..,..,..,17,..,5,4,0,0,0,0,0,0,12,..,0,3,0,0,0,0,5,0,12,..,0,0,0,0,0,0,0,0,3
UCL121033,..,0,6,9,26,23,32,20,4,119,..,4,5,5,8,3,3,0,0,28,..,0,0,0,0,0,0,0,0,3,59,..,..,..,..,..,..,..,..,59,..,11,..,..,..,..,..,..,..,11,..,9,0,0,3,0,0,0,0,16,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,4,0,3,..,3,3,3,3,17,9,11,0,45,3,3,0,0,0,0,0,0,0,10,62,35,18,18,38,47,48,34,4,312,..,0,9,8,25,27,31,11,3,120,..,4,11,10,6,3,0,0,0,29,..,3,4,11,6,0,0,0,0,30,60,..,..,..,..,..,..,..,..,60,..,18,..,..,..,..,..,..,..,18,..,7,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,3,0,9,..,0,0,0,0,0,0,0,0,0
UCL121034,..,0,9,23,27,22,12,3,0,101,..,0,4,3,3,6,0,0,0,25,..,0,0,0,0,0,0,0,0,7,70,..,..,..,..,..,..,..,..,70,..,8,..,..,..,..,..,..,..,8,..,5,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,7,..,0,0,0,6,9,3,7,0,24,0,3,0,0,0,0,0,0,0,5,73,19,21,26,47,41,17,13,3,267,..,0,5,34,31,22,7,4,3,104,..,3,7,9,3,8,0,0,0,23,..,0,0,5,8,0,0,0,3,22,51,..,..,..,..,..,..,..,..,51,..,12,..,..,..,..,..,..,..,12,..,9,0,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,10
UCL121035,..,0,10,24,45,32,27,7,3,143,..,3,9,3,7,10,3,0,0,34,..,0,3,0,3,8,0,0,0,12,91,..,..,..,..,..,..,..,..,91,..,17,..,..,..,..,..,..,..,17,..,20,11,7,0,0,0,0,0,37,..,6,0,0,0,0,0,0,3,15,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,7,..,0,3,4,3,10,4,0,0,34,3,0,4,3,3,4,0,0,0,19,92,59,43,44,61,63,37,8,9,416,..,3,19,29,49,23,19,5,0,146,..,6,6,10,9,6,0,0,0,40,..,3,11,9,13,7,0,4,0,45,82,..,..,..,..,..,..,..,..,82,..,26,..,..,..,..,..,..,..,26,..,20,7,0,0,0,0,0,0,30,..,0,0,0,0,3,3,0,3,12,..,0,0,0,0,0,0,0,0,0
UCL121036,..,0,6,40,52,48,43,13,0,206,..,3,5,4,3,10,3,0,0,32,..,0,0,3,0,0,0,0,0,3,100,..,..,..,..,..,..,..,..,100,..,25,..,..,..,..,..,..,..,25,..,15,7,6,4,0,0,0,0,28,..,0,0,0,0,3,3,0,0,10,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,4,5,0,0,7,..,0,0,0,5,0,3,0,0,8,0,3,0,0,0,3,7,0,0,14,102,48,25,54,67,70,60,19,0,443,..,3,14,41,53,49,38,8,0,206,..,3,11,13,10,5,0,0,0,39,..,3,0,4,3,0,3,0,0,17,95,..,..,..,..,..,..,..,..,95,..,17,..,..,..,..,..,..,..,17,..,11,3,0,0,0,0,0,0,15,..,3,0,0,0,4,0,3,0,14,..,3,0,0,0,0,0,0,0,3
UCL121037,..,0,0,25,22,30,43,16,3,142,..,0,4,13,3,3,4,6,0,36,..,0,0,3,0,3,3,0,0,10,61,..,..,..,..,..,..,..,..,61,..,13,..,..,..,..,..,..,..,13,..,10,6,3,0,0,0,0,0,25,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,3,0,0,5,..,0,6,7,9,10,9,3,0,39,0,3,3,0,3,3,8,0,0,25,67,36,24,53,46,50,71,22,4,366,..,0,3,28,26,39,42,9,0,143,..,4,9,8,4,6,7,0,0,41,..,3,8,0,4,3,0,0,0,22,49,..,..,..,..,..,..,..,..,49,..,14,..,..,..,..,..,..,..,14,..,6,3,0,3,0,0,0,0,10,..,0,0,0,0,0,0,3,3,4,..,0,0,0,0,0,0,0,0,8
UCL121038,..,0,5,9,19,29,22,16,3,102,..,0,3,3,3,3,0,0,0,13,..,0,0,0,0,3,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,3,..,..,..,..,..,..,..,3,..,6,8,3,0,0,0,0,0,22,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,3,0,0,0,15,..,0,0,4,4,7,10,3,0,28,3,3,0,0,4,0,0,0,0,12,39,19,22,21,30,46,33,21,3,239,..,0,9,14,29,22,18,15,0,106,..,3,0,3,4,0,0,0,0,11,..,0,4,0,3,0,0,0,0,6,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL121039,..,0,4,15,14,24,16,0,0,65,..,3,3,6,4,9,0,0,0,25,..,0,0,0,0,0,0,0,0,3,43,..,..,..,..,..,..,..,..,43,..,9,..,..,..,..,..,..,..,9,..,8,5,0,0,0,0,0,0,17,..,3,0,0,0,0,0,0,0,3,..,3,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,..,0,0,3,4,4,8,3,0,21,3,4,0,0,0,3,0,0,0,8,45,26,17,25,22,39,25,6,3,206,..,3,7,15,9,27,9,3,0,69,..,3,6,9,3,6,0,0,0,29,..,3,6,3,3,3,0,0,0,20,62,..,..,..,..,..,..,..,..,62,..,13,..,..,..,..,..,..,..,13,..,3,3,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL121040,..,0,7,11,22,21,18,5,0,84,..,0,7,5,5,4,0,0,0,24,..,0,0,3,0,0,0,0,0,9,49,..,..,..,..,..,..,..,..,49,..,8,..,..,..,..,..,..,..,8,..,6,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,3,3,0,0,0,0,11,..,0,0,0,5,5,0,0,0,14,3,0,3,0,0,0,0,0,0,6,51,19,23,31,38,35,23,8,0,232,..,0,3,21,31,18,18,0,0,86,..,3,9,3,6,5,3,3,0,23,..,0,0,3,6,3,0,0,0,14,36,..,..,..,..,..,..,..,..,36,..,7,..,..,..,..,..,..,..,7,..,3,5,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,9
UCL121041,..,0,7,23,40,28,15,5,0,122,..,0,0,3,7,3,0,0,0,7,..,0,0,0,3,0,0,0,0,4,68,..,..,..,..,..,..,..,..,68,..,19,..,..,..,..,..,..,..,19,..,16,3,0,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,0,..,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,68,33,13,26,45,39,16,5,0,255,..,0,11,24,42,30,15,3,0,128,..,0,0,5,8,0,0,0,0,11,..,0,0,3,6,0,0,0,0,9,48,..,..,..,..,..,..,..,..,48,..,23,..,..,..,..,..,..,..,23,..,11,7,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL121042,..,0,5,11,20,19,32,17,3,108,..,0,5,0,4,3,3,0,0,19,..,0,0,0,0,0,0,3,0,6,64,..,..,..,..,..,..,..,..,64,..,13,..,..,..,..,..,..,..,13,..,10,3,3,3,0,0,0,0,19,..,0,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,4,3,0,0,9,..,0,0,0,3,9,3,5,0,22,0,0,0,0,3,0,0,0,0,6,64,23,15,22,35,35,41,28,4,267,..,0,11,15,20,14,32,17,0,114,..,0,5,3,3,3,0,0,0,18,..,0,4,3,3,3,0,3,0,16,46,..,..,..,..,..,..,..,..,46,..,14,..,..,..,..,..,..,..,14,..,4,3,0,0,0,0,0,0,12,..,0,0,0,0,0,4,0,3,4,..,0,0,0,0,0,0,0,0,0
UCL121043,..,0,4,13,19,18,29,16,5,101,..,4,3,4,0,6,5,3,0,29,..,0,0,0,0,0,0,0,0,9,40,..,..,..,..,..,..,..,..,40,..,15,..,..,..,..,..,..,..,15,..,11,5,0,3,0,0,0,0,22,..,0,0,0,0,0,3,0,0,4,..,4,0,0,0,0,0,0,0,4,..,3,9,0,0,5,0,0,0,11,..,0,3,0,0,4,3,3,0,18,0,0,0,0,0,0,7,3,0,10,40,38,22,20,30,36,44,29,3,266,..,0,7,12,22,15,28,13,0,104,..,0,8,3,0,3,3,0,0,21,..,0,0,12,3,7,0,3,3,26,27,..,..,..,..,..,..,..,..,27,..,11,..,..,..,..,..,..,..,11,..,17,3,4,0,3,0,0,0,19,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
