UCL_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
UCL121006,86,173,0,4,4,26,0,8,24,97,36,133,3,17,0,3,20,52,24,71,56,205,0,0,0,0,0,0,6,22,6,22,0,0,0,3,13,28,15,27,21,45,4,5,171,428
UCL121007,94,192,0,7,13,52,0,15,66,269,85,346,3,15,4,21,16,38,25,78,108,418,0,0,0,5,0,0,14,32,15,34,0,3,7,14,15,38,22,46,33,83,0,0,242,700
UCL121008,112,220,0,0,11,46,0,8,28,111,38,168,3,9,4,20,18,50,22,79,65,251,0,7,4,9,0,7,14,45,20,60,0,0,3,9,5,10,7,25,32,84,0,7,209,550
UCL121009,31,70,5,25,0,18,7,32,13,63,23,139,0,3,3,9,13,38,15,47,37,193,0,0,7,26,3,30,23,65,30,123,0,0,3,4,13,29,13,35,46,157,10,22,123,428
UCL121010,81,168,0,6,11,56,3,14,33,128,46,201,6,7,0,0,13,37,16,44,63,246,4,7,6,26,0,3,21,67,35,105,3,8,5,10,22,44,26,60,63,164,3,4,209,584
UCL121011,68,130,0,6,7,23,3,25,35,136,46,188,0,3,3,14,17,46,17,67,61,253,3,15,7,31,5,29,45,145,64,218,0,0,3,5,27,54,28,63,91,279,8,24,228,688
UCL121012,106,205,6,33,10,44,3,18,51,204,70,296,7,45,21,63,38,112,65,221,134,516,0,0,3,4,0,3,9,18,10,27,0,4,0,0,6,12,6,22,17,48,0,0,253,773
UCL121013,60,120,3,11,0,20,0,4,27,119,39,152,0,0,0,3,9,21,5,22,40,175,0,9,3,11,3,4,46,147,52,168,0,0,3,3,21,46,20,52,70,218,13,27,192,550
UCL121014,79,160,8,32,6,31,8,21,33,121,47,205,12,37,5,12,17,47,29,106,79,310,0,0,3,10,0,0,6,15,9,29,5,7,5,12,17,32,24,47,29,76,0,8,196,554
UCL121015,55,104,0,0,7,25,3,10,21,93,33,129,4,16,8,18,21,54,29,89,60,217,0,0,5,17,0,3,12,25,14,42,0,0,0,0,9,23,9,27,27,68,0,0,139,392
UCL121016,103,203,4,15,9,53,3,20,59,225,76,317,0,9,7,25,28,82,34,117,110,431,0,0,5,14,0,0,13,47,20,60,3,5,6,15,14,31,22,50,42,111,0,6,260,753
UCL121017,96,189,0,0,15,68,4,7,37,168,55,238,8,33,10,45,19,48,37,120,90,361,0,0,0,4,0,0,4,18,10,21,0,3,3,3,5,11,8,16,17,34,0,0,198,588
UCL121018,47,96,0,0,12,70,3,10,29,110,43,182,3,12,10,38,10,36,26,83,68,266,0,0,3,4,0,0,9,33,10,37,0,0,3,5,7,10,8,20,20,50,3,3,141,418
UCL121019,70,135,0,0,11,34,3,7,27,132,41,171,0,4,3,8,4,15,10,31,51,198,0,0,4,12,3,16,16,39,18,68,0,7,3,6,3,6,6,16,29,86,3,6,148,430
UCL121020,96,199,3,9,5,27,8,21,31,124,43,184,0,7,8,18,9,19,15,44,55,221,0,0,4,19,0,3,22,38,29,64,0,3,0,0,11,18,11,22,38,85,0,5,198,516
UCL121021,88,172,0,0,0,10,0,4,10,40,11,53,0,0,0,3,11,25,13,28,23,84,0,0,0,4,0,4,3,10,8,22,0,0,0,0,11,25,10,28,19,45,0,0,129,302
UCL121022,100,203,3,20,7,35,6,22,41,164,54,234,9,27,9,22,27,71,37,118,92,354,0,0,4,22,3,8,30,88,39,123,3,8,3,8,19,40,27,58,66,180,6,18,263,751
UCL121023,65,130,0,5,11,32,3,16,36,148,48,209,0,4,3,3,6,22,13,31,57,241,0,4,3,11,3,6,20,57,22,82,0,0,0,0,5,10,5,10,29,93,3,4,153,466
UCL121024,48,99,3,13,7,41,3,14,47,185,62,253,8,31,12,53,14,50,38,129,95,382,0,0,0,5,0,3,5,16,8,20,0,10,0,0,3,9,5,21,15,42,0,3,162,531
UCL121025,119,227,0,0,4,15,0,5,35,127,34,141,0,4,12,25,13,42,21,75,64,214,0,5,0,12,3,11,28,70,31,103,0,12,9,22,16,34,27,62,62,166,0,3,247,613
UCL121026,48,95,3,10,4,26,4,11,33,131,42,184,6,26,6,18,16,42,23,84,70,268,0,0,0,6,0,0,15,26,14,30,4,7,0,3,17,35,20,40,34,71,0,3,150,430
UCL121027,103,205,4,25,13,53,0,12,84,354,105,442,8,28,9,40,20,55,39,122,142,563,0,0,3,18,3,10,8,27,16,46,0,0,4,9,11,17,15,33,29,80,0,3,272,851
UCL121028,101,208,0,0,4,21,0,6,20,80,28,102,0,3,4,12,8,33,14,42,41,147,0,3,3,14,0,0,8,13,10,31,0,3,0,0,10,18,9,23,22,53,0,0,164,403
UCL121029,66,132,0,10,4,31,3,14,30,104,35,162,3,9,6,4,13,57,24,71,58,226,0,0,0,4,3,14,18,51,19,65,0,6,0,0,10,18,13,24,34,91,5,9,162,464
UCL121030,50,91,0,7,3,12,3,11,14,73,22,102,0,8,0,0,14,38,12,45,33,143,0,0,3,9,0,14,15,49,22,70,0,4,3,3,16,29,16,39,37,102,6,7,120,358
UCL121031,85,176,0,8,10,40,9,43,42,162,60,255,9,24,3,12,18,63,30,98,92,351,0,0,3,10,0,4,28,87,34,97,0,0,3,6,21,44,22,50,53,149,14,29,248,704
UCL121032,142,273,0,0,6,32,3,14,40,174,54,228,3,14,7,25,13,46,30,88,79,311,0,6,7,17,0,3,16,51,24,78,0,8,6,13,8,14,15,37,39,112,0,0,262,705
UCL121033,99,191,0,0,13,50,3,7,25,106,34,164,0,3,6,18,12,33,19,52,55,217,3,11,4,8,0,0,19,53,26,77,0,0,6,10,7,16,13,26,35,106,5,4,194,519
UCL121034,63,121,0,0,6,31,4,15,53,180,59,223,0,7,3,12,7,25,13,43,74,269,0,5,0,5,0,3,9,28,15,34,0,0,3,12,8,11,8,20,25,55,0,0,159,446
UCL121035,86,177,6,22,14,51,7,26,50,183,67,289,4,19,5,17,23,78,38,113,103,400,0,0,3,16,0,0,29,76,35,96,3,3,0,5,24,42,24,57,61,151,4,6,254,726
UCL121036,132,263,3,20,21,98,0,7,60,256,88,373,0,13,6,25,21,67,30,108,117,480,0,3,3,11,0,0,6,24,9,39,0,5,0,7,8,17,10,29,21,67,0,3,277,815
UCL121037,124,245,0,7,8,41,3,12,31,123,42,179,4,16,4,21,8,33,25,67,61,250,0,0,3,3,0,0,18,51,19,59,0,3,0,0,11,23,15,28,31,86,3,6,219,578
UCL121038,85,162,0,3,0,0,3,10,18,79,21,91,0,0,3,14,11,33,14,43,37,142,0,0,0,0,0,0,3,25,3,25,0,3,0,0,7,20,6,21,18,41,0,3,139,346
UCL121039,44,95,0,3,6,32,0,4,25,124,33,163,0,3,0,7,10,39,11,48,45,215,0,0,3,12,0,3,10,24,11,38,0,0,3,3,4,8,6,13,22,48,4,4,120,364
UCL121040,63,121,0,0,4,25,0,9,32,107,39,139,0,4,7,22,11,25,20,55,55,188,0,0,3,12,0,0,8,27,13,40,0,0,3,4,6,16,10,21,20,58,0,0,140,368
UCL121041,55,111,3,11,18,77,0,6,34,131,55,230,9,22,8,35,15,38,32,100,80,324,0,0,0,0,0,0,3,12,3,12,3,7,0,4,3,7,4,17,9,33,0,0,154,470
UCL121042,75,147,0,6,13,65,3,12,30,114,45,198,0,6,0,4,8,29,10,35,54,236,3,8,0,0,0,0,13,31,12,41,0,0,0,0,9,17,8,22,23,63,4,8,157,453
UCL121043,84,168,0,6,4,14,0,0,17,71,22,96,4,14,7,22,13,50,23,83,47,179,3,13,3,5,3,5,8,35,18,60,3,7,3,3,13,29,17,35,30,90,3,4,166,443
UCL121044,44,98,3,10,13,44,3,21,60,244,77,321,3,22,7,20,20,60,26,99,110,421,0,0,0,3,3,7,11,21,12,31,3,6,0,0,15,23,12,30,29,66,0,0,185,584
UCL121045,87,168,0,0,5,23,0,0,20,74,25,95,0,4,8,19,14,39,21,65,44,157,0,0,3,10,4,9,15,34,17,51,0,0,3,7,6,19,11,21,30,69,0,0,159,398
UCL121046,48,102,0,6,7,20,0,3,45,160,48,191,0,3,3,3,13,33,11,44,64,237,0,4,3,5,0,3,11,30,12,44,0,0,4,0,14,26,17,27,26,68,3,3,145,410
UCL121047,192,379,0,7,11,38,5,16,25,108,43,170,0,3,8,27,21,49,24,81,66,250,0,0,5,16,0,0,5,23,15,31,0,0,4,8,10,17,11,27,26,57,0,0,289,691
UCL121048,46,95,0,6,4,29,5,18,47,188,60,239,3,9,4,17,20,58,27,82,82,329,0,0,0,5,0,3,9,24,14,32,0,0,3,5,13,33,20,38,29,71,0,0,157,489
UCL121049,141,285,0,0,0,3,0,0,9,51,10,54,0,5,0,0,14,39,13,44,28,96,0,0,0,12,0,3,4,11,9,25,0,0,0,0,8,16,6,17,20,42,0,0,186,419
UCL121050,177,345,0,4,6,16,0,5,37,153,46,175,0,3,12,42,12,45,29,88,75,270,0,3,5,31,0,4,26,56,33,96,0,0,4,6,23,55,29,65,66,162,10,11,322,788
UCL121051,118,219,0,11,8,37,8,30,49,213,67,296,3,12,8,19,5,12,12,47,80,335,0,0,4,9,4,14,21,62,27,81,0,0,0,0,17,36,16,40,43,117,3,5,241,681
UCL121052,115,231,0,0,3,11,0,0,21,72,21,77,0,3,6,27,14,37,22,67,46,144,0,0,0,4,0,5,7,21,10,31,0,4,0,8,20,41,23,52,31,86,0,0,195,465
UCL121053,124,240,3,13,12,72,3,20,46,185,65,288,5,29,17,55,29,106,53,191,120,487,0,0,3,5,0,4,10,31,18,39,0,0,3,4,15,31,14,31,31,70,0,0,275,798
UCL121054,103,202,3,18,4,25,0,7,34,136,44,189,0,4,6,24,14,40,20,66,72,261,0,3,0,0,0,3,12,40,16,49,0,4,3,4,15,24,17,35,32,81,0,3,207,552
UCL121055,63,129,4,36,26,108,0,15,52,203,82,359,11,52,13,39,20,64,43,151,122,506,0,0,0,0,0,0,3,13,6,13,3,7,0,0,8,12,9,26,12,37,0,3,203,676
UCL121056,81,155,3,10,3,23,0,3,60,238,69,271,3,7,3,10,15,44,20,60,87,336,0,0,0,0,3,10,3,11,7,26,0,0,0,8,0,0,3,13,12,33,0,0,176,526
UCL121057,79,154,3,12,11,37,3,13,56,208,65,266,3,8,9,21,20,68,30,100,100,368,0,5,7,17,3,12,27,69,34,104,3,4,7,17,18,39,24,61,58,164,4,10,241,695
UCL121058,56,108,0,7,10,50,0,14,34,146,53,222,7,24,6,34,46,138,59,196,108,414,0,0,3,13,0,8,8,30,15,52,5,9,0,0,12,27,15,37,28,87,0,4,195,616
UCL121059,205,409,3,33,22,114,4,18,112,435,141,594,9,47,24,78,40,119,69,242,213,836,0,0,4,8,0,3,14,32,20,49,3,9,6,13,16,27,19,45,41,96,0,0,457,1332
UCL121060,74,145,0,5,10,43,0,0,23,102,39,148,7,22,4,17,11,26,24,66,59,214,0,0,3,16,0,0,15,42,21,57,0,0,0,9,13,23,14,34,35,87,4,5,169,453
UCL121061,123,237,3,15,9,49,0,6,63,259,82,332,5,26,15,41,30,86,47,150,123,481,0,3,0,3,0,0,8,15,7,23,0,0,3,6,7,15,12,20,19,38,3,9,268,763
UCL121062,98,198,3,21,13,66,6,29,56,224,83,337,12,45,16,46,27,100,53,191,137,529,0,0,0,0,0,0,9,23,9,25,0,3,3,9,11,28,19,40,28,66,0,5,268,795
UCL121063,88,181,0,0,3,28,3,19,31,133,40,173,3,15,0,5,13,42,20,57,60,234,0,0,0,12,0,3,14,41,19,49,3,9,3,3,11,24,18,37,36,92,0,3,190,509
UCL121064,134,278,0,7,9,60,4,15,28,104,44,183,0,4,8,21,12,38,20,64,65,250,4,14,0,0,0,0,9,33,10,48,3,9,3,5,12,24,18,38,31,80,0,4,231,604
UCL121065,100,196,0,0,9,39,3,5,37,144,46,185,0,3,5,18,10,41,21,61,67,254,0,0,0,0,0,0,17,54,17,54,0,0,7,13,12,34,20,46,39,97,0,4,210,558
UCL121066,267,524,3,25,16,59,7,17,75,321,101,422,4,12,12,34,29,83,44,127,138,550,0,0,3,24,0,9,10,32,20,63,0,3,0,4,15,33,22,37,37,109,3,8,452,1185
UCL121067,29,59,5,19,20,94,0,4,41,167,62,273,11,39,10,31,17,53,38,124,97,402,0,0,0,5,0,0,0,5,3,5,0,4,0,0,0,0,3,6,6,16,0,0,135,471
UCL121068,60,121,0,3,5,25,3,13,31,129,45,179,0,7,7,25,14,35,24,73,63,249,0,0,3,6,0,0,8,16,7,24,0,0,4,4,6,17,14,24,17,46,0,0,149,422
UCL121069,76,158,3,17,4,28,3,19,33,135,44,199,3,8,0,0,13,47,14,52,60,257,0,0,0,4,4,8,24,88,33,100,0,0,0,0,9,21,9,21,39,114,0,3,180,529
UCL121070,98,197,0,3,3,12,3,15,35,146,41,178,0,0,3,4,13,37,15,43,56,221,0,0,3,7,0,0,13,30,11,33,0,0,6,8,11,19,12,32,28,67,8,16,191,498
UCL121071,77,154,0,15,4,19,8,24,20,75,37,136,3,12,7,23,10,35,21,68,54,206,0,0,0,0,0,0,9,25,9,25,0,0,3,6,11,22,16,29,21,50,0,3,160,417
UCL121072,92,176,0,4,3,17,3,13,24,86,32,130,7,32,5,31,14,49,30,110,60,239,0,0,0,3,0,0,0,3,0,8,0,0,0,0,7,9,7,9,4,15,0,3,161,433
UCL121073,97,200,0,6,7,44,3,15,43,173,58,230,0,10,3,14,15,45,24,70,79,302,0,7,3,15,0,3,34,99,39,129,0,4,6,13,17,32,24,49,62,178,9,15,246,685
UCL121074,61,113,8,38,8,24,0,3,50,200,67,271,3,23,3,12,18,55,26,92,94,357,0,0,3,5,3,19,12,26,17,54,3,3,3,3,11,32,18,41,32,96,0,0,181,570
UCL121075,69,138,0,9,10,60,0,3,56,208,67,281,4,17,9,27,3,15,18,49,83,336,0,0,7,25,0,0,15,42,26,66,0,0,4,8,9,22,17,30,39,98,0,3,193,575
UCL121076,57,121,3,21,11,37,3,22,50,192,68,271,9,28,13,34,23,76,40,141,103,407,0,3,3,17,0,3,18,51,24,77,0,3,4,3,11,28,19,33,36,114,0,0,207,644
UCL121077,61,113,0,9,9,45,7,21,32,125,48,202,3,14,15,36,13,30,24,81,73,278,0,0,3,12,0,3,0,0,8,16,3,7,3,7,0,0,7,13,13,35,0,0,141,431
UCL121078,105,202,0,9,8,31,0,3,64,255,76,303,7,20,5,26,16,48,30,90,100,388,0,0,0,3,0,5,14,38,18,49,0,3,3,7,11,32,15,38,33,87,0,0,240,686
UCL121079,55,103,0,8,9,41,0,0,48,194,56,244,4,15,8,23,14,32,22,76,77,312,0,0,0,4,0,0,7,15,6,19,0,4,0,0,7,11,5,12,14,34,0,0,144,452
UCL121080,146,293,3,19,7,21,0,11,48,185,57,242,3,6,12,38,16,45,30,90,84,333,0,0,4,13,3,9,17,42,22,58,0,6,3,3,12,24,17,36,42,93,0,3,275,729
UCL121081,106,198,0,0,4,30,4,11,45,177,55,217,3,10,7,29,19,58,32,97,84,314,0,0,6,20,0,6,18,53,30,83,0,4,3,7,7,21,16,27,41,110,3,13,231,631
UCL121082,63,122,3,12,11,70,3,17,64,269,83,369,5,22,0,5,19,62,30,95,114,461,0,3,5,11,0,0,4,8,8,26,0,4,3,0,10,23,15,32,24,53,0,3,193,641
UCL121083,126,246,0,0,12,67,3,14,82,329,102,408,6,19,3,18,21,57,31,87,132,497,0,3,0,7,0,0,14,38,12,40,0,3,0,3,6,15,9,17,24,62,0,0,276,802
UCL121084,99,198,0,13,7,40,0,13,38,152,48,216,3,4,8,18,15,40,20,63,68,274,0,0,3,8,4,11,20,50,23,64,0,0,5,9,14,28,19,32,44,102,0,0,215,580
UCL121085,78,159,4,16,9,23,0,16,33,144,48,198,3,17,0,3,13,32,19,53,64,246,0,0,3,13,0,4,19,50,20,64,0,3,3,7,12,27,18,37,35,102,5,10,179,513
UCL121086,52,98,0,0,3,24,5,13,39,148,48,180,3,19,3,13,12,36,24,67,66,249,0,0,0,11,3,5,21,49,22,65,7,12,0,3,10,28,21,43,46,108,7,9,164,465
UCL121087,100,199,0,8,11,39,4,22,53,206,63,271,4,21,11,22,30,100,49,140,111,411,0,0,0,9,3,5,17,48,17,58,0,0,3,9,17,34,23,46,41,98,3,7,254,711
UCL121088,52,97,0,5,3,35,3,19,65,248,73,303,0,0,9,22,10,22,12,40,92,341,0,0,0,0,0,3,14,34,12,41,0,0,3,3,10,17,10,22,26,65,0,0,162,501
UCL121089,96,193,5,31,18,71,5,25,57,218,79,343,6,29,3,13,32,113,44,151,125,495,0,3,0,5,3,6,13,42,18,59,0,3,0,0,13,23,11,28,30,80,4,8,250,771
UCL121090,75,149,3,12,4,20,3,19,37,150,51,197,3,10,12,29,29,91,37,135,90,329,0,4,3,11,0,3,9,15,9,33,0,0,0,3,6,10,8,15,17,46,0,0,185,530
UCL121091,78,153,10,37,13,66,7,30,93,368,115,501,8,47,5,9,36,107,46,165,165,664,0,6,0,0,0,4,19,46,21,54,3,9,3,10,9,23,18,35,37,92,0,0,280,913
UCL121092,67,130,3,26,11,54,5,23,67,253,83,348,5,20,3,10,17,68,30,99,118,449,0,0,0,8,4,7,20,71,25,81,0,3,0,0,20,45,22,52,49,132,4,8,230,724
UCL121093,62,125,0,6,4,12,0,12,25,97,31,130,0,0,3,11,22,56,20,72,53,200,0,5,0,3,3,20,17,54,24,81,3,4,5,15,20,48,34,65,62,145,7,14,185,484
UCL121094,80,155,0,0,6,25,3,10,41,173,48,203,3,8,5,23,16,51,29,82,74,290,0,8,0,0,0,0,3,8,3,9,0,4,0,0,4,12,9,16,10,26,0,0,164,470
UCL121095,88,166,0,6,11,39,0,4,29,105,33,149,0,8,3,8,5,19,10,32,45,186,0,8,3,10,0,0,11,30,11,42,0,0,3,7,3,7,8,10,20,58,3,3,155,414
UCL121096,90,175,0,3,3,24,0,0,47,199,59,228,0,0,7,25,11,31,17,54,76,288,0,0,3,9,3,6,6,9,12,27,0,0,5,13,8,14,15,27,21,53,0,3,182,516
UCL121097,135,257,0,0,16,70,0,4,40,162,61,235,0,8,10,39,27,75,41,116,93,358,0,0,3,5,0,4,12,39,13,47,0,0,3,8,11,19,12,24,30,70,3,3,262,693
UCL121098,82,154,0,0,3,12,3,11,39,145,42,169,0,0,3,11,6,22,12,38,52,208,0,0,0,4,0,0,13,46,14,49,0,5,4,8,17,31,23,42,35,91,4,6,174,463
UCL121099,163,324,5,19,8,46,0,6,58,235,76,306,3,10,3,14,19,63,28,87,102,393,0,5,7,11,0,0,6,24,11,39,0,0,0,0,7,16,7,16,22,54,3,4,283,780
UCL121100,134,266,0,11,15,64,5,17,57,238,78,330,7,35,16,47,37,103,58,186,134,522,0,0,3,7,4,12,22,46,26,65,3,4,5,11,21,39,26,54,50,125,0,6,322,917
UCL121101,125,246,0,6,5,28,5,8,45,192,56,236,0,3,4,19,10,35,20,54,76,290,0,0,4,13,0,0,20,51,18,59,3,14,3,3,13,28,21,42,41,99,4,12,252,656
UCL121102,119,227,4,17,8,36,5,31,41,185,61,273,0,0,4,9,23,73,28,79,89,354,0,3,5,17,3,4,18,67,28,92,0,0,7,11,14,33,19,42,49,132,0,3,255,714
UCL121103,84,172,0,14,11,40,5,27,40,171,56,259,4,18,8,16,13,30,22,69,77,324,0,7,0,0,0,0,7,30,12,38,3,9,0,0,9,22,12,28,25,70,0,0,190,572
UCL121104,84,168,0,0,3,14,0,3,23,80,27,101,0,0,0,4,10,44,12,53,43,150,0,3,3,9,0,3,17,53,23,74,0,3,3,11,17,41,27,51,50,127,4,12,176,452
UCL121105,147,292,0,0,4,29,3,12,33,137,46,182,3,14,9,22,7,22,14,51,62,234,0,0,0,13,0,4,5,12,8,30,0,0,0,0,3,10,4,11,15,40,0,3,231,564
UCL121106,98,184,0,0,13,54,3,24,50,203,66,278,5,18,6,8,19,51,28,77,91,361,0,0,0,11,0,4,8,24,11,42,0,3,3,3,16,34,22,48,38,87,0,0,224,633
UCL121107,95,196,0,3,12,47,0,8,43,177,56,233,0,5,10,30,14,45,26,72,78,309,0,5,3,18,0,6,11,34,22,58,0,3,3,5,10,23,18,28,36,92,0,0,211,600
UCL121108,60,118,0,14,3,27,0,0,37,153,46,187,0,8,5,17,16,47,18,75,65,261,0,0,0,0,0,0,8,18,8,18,0,0,0,0,0,3,4,6,7,18,4,8,140,410
UCL121109,95,197,3,12,6,33,3,6,51,212,62,263,0,5,4,15,19,60,24,85,92,342,7,12,0,11,0,3,24,74,36,103,5,19,3,6,17,39,21,61,61,162,3,7,253,704
UCL121110,83,175,0,5,4,37,0,0,15,67,26,111,7,15,5,10,7,27,15,56,44,167,0,5,7,20,0,8,20,71,27,102,0,11,0,6,10,20,16,35,45,135,9,19,176,498
UCL121111,69,137,3,13,5,22,0,0,64,269,74,299,5,12,7,19,26,62,29,96,101,400,0,0,0,3,0,3,16,35,20,42,0,5,0,4,12,29,14,37,35,84,0,0,206,617
UCL121112,58,107,0,8,9,26,3,8,34,142,43,191,0,9,4,16,4,20,15,44,57,235,0,0,3,13,0,0,3,17,6,32,0,10,6,10,5,7,10,28,17,61,0,0,137,404
UCL121113,100,188,0,7,11,37,3,5,49,206,62,255,0,3,5,19,13,31,17,47,80,304,0,0,6,12,0,6,16,46,23,68,0,3,3,7,9,18,9,28,35,94,3,5,211,593
UCL121114,120,238,0,4,0,12,0,8,17,66,19,87,0,3,0,8,6,22,13,40,31,128,0,0,0,7,0,0,10,24,9,27,0,0,0,0,3,14,3,14,12,36,0,3,172,402
UCL121115,74,154,3,24,25,100,6,36,74,311,111,467,11,41,14,39,28,88,45,167,159,638,0,4,0,3,0,5,8,21,8,32,0,3,3,11,4,12,11,25,21,59,3,7,258,856
UCL121116,66,134,3,10,9,25,5,25,35,136,46,194,3,10,7,21,6,29,15,55,63,250,0,3,0,0,3,11,20,44,22,54,0,0,3,11,14,28,17,37,35,94,5,10,172,482
UCL121117,117,236,7,27,5,28,7,27,58,245,81,326,3,5,9,33,22,59,30,101,110,435,0,0,0,0,0,3,16,38,15,38,0,4,6,11,10,20,13,30,26,76,4,5,262,748
UCL121118,18,45,0,8,0,7,3,28,25,96,35,132,0,0,0,0,11,45,11,45,42,179,0,4,4,11,4,19,19,73,26,107,0,0,0,0,17,48,18,50,47,159,0,3,113,384
UCL121119,57,117,3,9,4,15,4,16,52,206,64,252,4,10,0,8,9,31,15,54,82,307,0,0,3,8,0,0,15,49,20,56,0,7,0,3,9,14,6,22,30,78,0,0,162,500
UCL121120,51,97,0,14,10,63,0,0,30,104,42,179,4,12,0,4,10,38,18,50,56,230,0,4,0,10,0,3,19,51,26,67,0,0,0,0,13,30,18,30,38,94,9,15,155,434
UCL121121,149,290,0,13,8,42,6,16,17,78,32,145,0,0,8,24,15,55,24,79,59,221,0,0,0,3,0,0,13,36,16,35,0,4,3,4,15,27,19,39,35,75,0,7,239,596
UCL121122,73,150,0,0,12,49,5,34,31,126,49,213,9,23,4,9,21,55,28,82,81,299,0,0,3,16,3,11,15,42,18,67,0,0,0,3,4,10,5,13,23,79,0,3,180,523
UCL121123,75,139,0,5,3,10,0,0,35,137,39,150,0,0,3,16,10,31,13,52,59,200,0,0,0,0,0,0,14,31,13,33,0,0,0,3,7,19,11,20,20,50,0,0,153,395
UCL121124,53,109,0,0,3,12,0,0,28,101,27,108,3,13,0,6,13,44,20,64,49,171,0,11,3,7,0,0,15,33,18,54,0,0,3,4,14,27,13,31,29,80,0,0,135,362
UCL121125,56,103,3,18,11,44,7,16,44,166,54,242,3,26,5,24,17,67,36,119,91,363,0,0,3,5,3,10,7,19,12,39,0,0,0,3,11,28,18,29,29,66,7,14,175,546
UCL121126,114,231,3,9,16,82,3,16,84,352,104,461,9,31,9,35,26,87,43,162,153,615,3,8,3,8,0,0,10,36,15,51,0,0,6,13,12,29,17,46,38,93,5,10,306,953
UCL122001,10,25,0,7,8,34,0,7,22,76,26,123,4,15,0,4,6,18,13,39,38,156,0,0,0,3,0,0,0,11,4,12,0,0,0,0,3,11,3,11,7,26,0,0,57,208
UCL122002,34,66,0,0,0,0,0,0,7,33,7,33,0,4,0,5,4,16,10,20,16,55,0,0,0,0,0,3,3,4,4,5,0,0,3,5,0,0,3,3,6,16,0,0,57,137
UCL122003,39,70,0,4,4,40,0,0,24,90,30,133,3,12,6,14,9,33,14,61,45,193,0,0,0,7,0,0,3,10,4,19,0,4,3,6,4,14,11,20,12,32,0,0,96,300
UCL122004,34,62,0,0,3,8,0,0,9,32,7,36,0,0,0,5,10,27,8,30,20,67,0,0,0,0,0,0,4,8,4,8,0,4,0,0,0,4,0,8,9,18,0,3,60,150
UCL122005,47,88,0,0,0,13,0,0,10,36,10,44,0,0,0,5,12,29,9,35,26,85,0,0,0,11,0,3,7,20,10,32,3,8,0,3,4,7,8,19,18,51,3,3,91,224
UCL122006,33,73,0,3,0,6,0,0,14,59,19,79,3,8,0,0,0,0,3,10,19,83,0,0,0,0,0,0,3,7,3,7,0,0,0,0,3,4,3,4,5,11,0,3,59,170
UCL122007,56,103,0,3,0,8,0,5,9,39,18,60,0,6,0,7,9,29,16,41,30,99,0,0,3,15,0,0,14,49,17,63,0,3,3,6,9,12,9,21,28,80,0,4,110,289
UCL122008,35,63,0,0,0,3,0,3,20,90,22,101,0,0,0,3,3,5,3,9,24,111,0,3,0,11,0,0,9,23,14,40,0,0,0,0,3,6,4,12,21,50,3,4,82,228
UCL122009,41,74,0,3,0,5,3,7,21,78,25,93,0,4,0,3,3,18,8,27,29,119,0,4,0,0,0,0,9,31,12,36,0,3,0,0,3,8,3,16,14,53,8,7,94,262
UCL122010,24,47,0,4,5,40,0,11,21,76,31,132,3,6,3,9,13,36,15,59,47,184,0,0,0,0,0,4,8,23,10,27,0,0,0,0,8,14,7,19,14,42,7,9,91,293
UCL122011,44,87,3,9,8,24,0,0,23,95,34,125,8,23,7,10,14,33,19,68,52,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,98,292
UCL122012,38,73,0,0,3,17,0,0,11,55,19,76,3,9,5,12,10,24,14,40,29,117,0,0,0,3,0,0,13,26,9,31,0,0,0,3,9,12,7,13,20,46,3,3,83,244
