LGA_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
LGA15990,109,478,1270,1203,721,549,211,130,51,4724,10,20,15,13,10,10,4,17,10,109,22,67,244,350,268,160,83,65,25,1280,1511,1110,2704,2746,2369,2067,1717,2481,1749,18459,2130,6476,24328,27676,21931,16083,9070,6770,2910,117370,0,152,673,1111,946,652,390,133,55,4113,21,181,1024,1237,934,361,72,7,3,3849,37,449,2116,3189,3440,2569,2083,1196,409,15486,31,393,1629,1985,1554,1071,661,371,124,7816,12,115,502,570,408,175,122,69,26,1996,31,323,1751,2258,2280,1631,1057,619,186,10139,8,182,1483,1938,1998,2050,1133,483,148,9419,122,1468,6173,9016,6629,4468,2564,1080,433,31969,85,836,2836,3994,2841,2017,1036,392,119,14155,49,695,2003,1780,1096,613,318,151,74,6787,102,491,1316,1352,915,507,383,147,56,5255,11,7,13,19,15,14,12,12,4,104,15,72,234,413,296,219,113,61,33,1454,1009,798,2009,2146,1974,1701,1616,1711,1717,14677,1529,6166,23764,31017,25329,18044,11559,6418,3385,127216
LGA16100,7,9,21,17,10,6,3,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,13,48,73,72,61,63,68,35,41,11,464,71,159,320,361,348,327,158,75,18,1843,0,0,6,4,0,10,5,0,0,26,3,3,3,3,5,6,3,0,0,27,6,37,66,85,88,80,30,16,3,413,3,11,17,19,24,25,14,3,3,119,5,6,16,27,19,26,22,5,0,129,0,4,13,25,30,52,18,11,3,167,0,3,17,22,27,35,23,11,0,137,5,17,40,55,62,66,34,4,3,284,5,13,19,33,31,28,17,6,0,151,0,0,6,11,12,3,8,3,0,49,4,14,15,35,17,4,8,0,0,104,0,0,3,0,0,0,0,0,0,7,0,0,3,7,3,3,0,0,0,14,41,82,46,38,52,70,66,35,11,440,78,196,267,365,377,412,242,100,26,2060
LGA16150,54,139,214,155,77,52,18,14,3,726,3,0,0,4,0,3,0,0,0,16,0,11,20,22,23,14,7,0,0,98,307,195,326,408,352,318,412,448,215,2987,498,1159,2684,2748,2658,1945,1119,789,299,13904,0,32,84,81,71,50,22,9,3,350,9,18,81,54,39,28,17,0,0,252,19,209,516,467,481,335,199,120,32,2372,21,109,229,193,173,148,81,45,10,1009,11,45,106,127,122,95,65,20,4,595,19,144,399,394,438,340,170,83,25,2013,0,46,216,277,274,330,117,62,12,1339,31,179,603,597,499,413,172,69,28,2600,21,120,322,320,273,206,70,28,7,1367,7,43,93,67,55,37,29,6,4,333,40,137,261,206,100,72,27,25,8,879,4,3,3,3,3,0,0,3,0,14,0,6,19,34,15,25,15,3,3,125,304,186,365,448,378,360,361,297,128,2832,486,1276,3300,3262,2931,2447,1338,771,268,16089
LGA16200,6,33,68,52,31,17,8,0,4,224,0,0,0,0,0,0,0,0,0,3,0,3,4,13,7,7,4,0,0,34,120,57,105,107,134,138,183,184,68,1096,178,344,859,967,944,630,426,320,113,4782,0,3,19,18,11,19,0,0,0,68,3,8,9,13,10,4,7,0,0,60,9,77,179,217,219,152,84,49,7,1005,7,19,44,50,50,47,30,14,3,250,10,16,52,32,62,41,37,18,0,262,3,19,61,107,128,97,43,27,3,497,0,19,94,99,108,87,36,27,7,465,20,56,169,183,180,131,46,14,0,801,3,28,103,103,83,50,23,14,0,402,0,9,11,5,10,15,8,3,3,66,9,43,65,66,40,23,14,4,0,268,0,0,0,0,0,0,0,0,0,0,0,0,7,14,16,9,0,0,0,49,137,85,138,149,170,172,186,171,82,1273,202,368,951,1067,1083,836,514,335,108,5459
LGA16260,95,347,859,603,351,251,102,75,17,2694,24,36,14,18,21,16,15,7,3,150,17,114,297,254,192,123,62,29,10,1096,1387,1791,3654,2929,2249,1662,1330,1414,760,17171,1932,7873,22891,19750,15385,10167,5589,3530,1260,88383,5,253,1135,995,835,580,262,114,21,4204,19,366,3364,1757,809,269,47,7,0,6634,26,500,2953,2973,3074,2142,1513,789,214,14191,28,241,808,856,688,462,310,175,49,3616,12,55,262,216,201,97,47,38,7,932,14,569,2384,1786,1566,1165,601,238,87,8411,11,221,1204,1318,1333,1243,660,309,68,6362,118,2259,8623,5952,3966,2616,1248,532,167,25493,68,716,2719,2178,1857,1256,532,185,41,9540,42,404,1127,754,439,268,124,52,18,3228,63,607,1251,780,448,274,144,65,26,3666,21,24,23,15,27,23,21,5,0,159,7,94,417,293,243,144,69,32,6,1304,1015,1370,3373,2315,1975,1478,1218,1220,825,14779,1442,7674,29643,22188,17459,12008,6795,3773,1533,102510
LGA16350,173,548,969,651,463,277,85,37,14,3212,12,5,11,11,16,15,3,3,0,77,13,44,143,166,149,78,31,12,0,634,1558,1276,2047,2181,1946,1691,1196,1230,503,13628,2475,6520,14562,13187,12342,7760,3220,2097,679,62849,5,101,284,265,251,174,73,17,0,1173,40,210,684,434,232,130,22,3,0,1758,110,832,2473,2788,3039,2456,1126,391,85,13300,72,436,1101,992,796,604,317,96,27,4449,36,141,279,238,175,102,43,21,4,1032,34,378,1192,1103,1071,793,322,115,47,5050,3,274,1152,1033,980,843,261,85,28,4665,257,1338,3573,3147,2715,1917,560,161,63,13726,133,819,1908,1428,1150,695,195,68,6,6402,40,309,566,286,191,133,58,26,3,1612,170,605,1131,781,544,387,135,41,15,3814,14,19,14,15,9,17,6,4,0,107,5,55,161,188,147,107,44,19,8,735,1195,1141,1913,1818,1895,1708,1326,1004,479,12480,2118,6662,16429,14517,13200,10072,4473,2045,778,70305
LGA16380,72,196,411,361,299,225,92,53,13,1721,3,7,3,11,4,3,3,5,0,35,4,7,38,50,55,52,27,18,16,258,459,201,406,586,684,735,942,1250,492,5755,738,1293,3525,5185,5746,4755,3569,2816,800,28433,0,3,37,80,91,113,75,37,17,451,12,50,98,103,106,90,23,3,0,489,27,186,464,757,1029,1004,1003,626,198,5292,25,114,324,451,533,485,310,183,44,2475,19,38,129,166,179,136,59,49,15,789,17,129,422,697,914,708,402,237,51,3576,6,43,272,561,598,703,440,212,37,2860,74,272,765,1121,1175,942,692,321,106,5464,31,157,431,652,670,500,250,110,16,2805,10,32,115,149,128,106,70,40,14,668,61,177,452,418,380,255,160,55,19,1969,7,4,4,5,8,3,8,7,4,48,3,4,38,41,50,65,38,20,4,269,401,224,329,497,685,749,951,1157,685,5677,694,1445,3865,5702,6538,5844,4491,3051,1210,32837
LGA16400,60,158,383,363,174,211,72,37,5,1462,4,0,0,0,6,4,0,3,0,20,4,17,40,64,53,39,16,9,0,240,484,275,478,655,620,655,742,792,310,5007,736,1446,3691,4985,4742,4075,2644,1713,462,24485,0,30,64,96,92,100,55,23,3,458,9,43,75,101,72,58,20,3,0,382,36,310,807,1136,1355,1241,959,391,99,6330,11,96,231,347,383,320,261,97,23,1773,16,56,122,134,118,76,50,17,4,588,19,95,326,515,636,501,316,109,37,2553,0,49,242,347,398,529,263,99,13,1939,70,299,747,932,913,771,526,200,52,4516,35,156,432,455,460,350,176,46,7,2121,11,55,96,103,86,80,60,23,6,530,41,154,399,408,260,184,140,38,11,1640,0,7,0,8,4,8,3,3,3,40,3,10,33,83,57,40,37,14,7,277,397,238,409,611,701,684,824,771,422,5065,658,1591,3986,5280,5539,4938,3690,1841,685,28208
LGA16490,39,119,245,207,148,82,24,6,0,872,0,3,0,4,3,8,0,3,0,16,0,12,61,85,76,38,16,11,0,308,420,242,515,646,620,525,397,323,131,3812,572,1303,4087,5289,4548,2977,1286,666,192,20921,0,26,169,243,217,161,87,18,0,920,26,75,314,270,219,95,19,0,0,1025,22,184,547,822,815,611,263,105,31,3401,16,134,320,316,378,265,147,47,13,1625,0,24,88,154,147,103,41,9,3,577,6,49,289,401,439,318,153,54,12,1715,0,41,269,320,337,320,167,40,7,1503,49,282,949,1307,1089,613,180,41,28,4539,37,190,714,865,724,507,189,33,7,3272,6,70,227,224,162,98,38,16,0,843,38,144,320,271,189,102,34,4,3,1107,4,0,0,6,3,0,0,0,0,18,0,12,76,117,93,54,29,13,4,403,320,251,517,557,616,521,375,267,125,3550,520,1483,4808,5871,5436,3762,1717,662,232,24498
LGA16550,36,276,647,524,280,261,107,61,22,2221,30,50,12,8,16,9,6,10,0,144,24,87,250,219,140,96,31,23,6,881,949,1603,2684,2202,1797,1572,1344,1430,499,14086,1324,6605,18369,14399,10185,6759,3764,2888,911,65201,15,304,905,614,477,321,171,45,25,2875,11,184,969,660,376,148,20,0,0,2373,29,711,2056,1349,1382,1080,731,428,163,7933,15,267,956,748,553,363,205,96,29,3241,3,65,244,164,113,49,29,20,3,698,12,314,1807,1525,1160,770,404,221,94,6313,6,133,849,835,842,826,361,212,102,4166,83,1428,5128,4247,2554,1449,607,274,122,15891,31,667,2577,2249,1541,996,391,169,61,8680,38,474,1525,1050,589,212,87,46,18,4034,24,262,665,600,355,260,136,78,22,2407,40,50,16,6,13,12,7,3,4,145,5,76,212,244,172,101,60,23,17,909,799,1427,2614,1983,1610,1370,1189,1045,575,12623,1113,6369,20530,16279,11736,7964,4394,2674,1237,72300
LGA16610,17,35,90,94,79,42,20,11,0,399,0,0,0,0,3,0,0,3,3,16,0,3,7,9,15,14,3,11,0,62,149,90,129,194,247,210,298,322,129,1778,238,405,958,1302,1564,1030,727,537,154,6918,0,3,14,14,16,20,13,8,0,82,3,15,5,15,18,7,3,0,0,72,24,76,182,192,273,296,179,83,17,1307,9,34,74,92,118,118,63,24,0,534,11,18,60,61,67,46,18,7,3,288,5,21,99,125,209,201,72,36,12,792,0,16,84,121,144,152,68,34,7,614,19,92,196,215,244,174,65,45,8,1051,16,44,117,165,154,121,31,16,0,669,0,9,28,17,24,30,14,9,3,122,12,51,98,112,90,67,34,15,3,468,0,0,0,0,3,4,0,0,0,9,0,7,10,16,20,23,8,4,0,82,160,69,171,205,226,239,318,305,188,1882,255,440,1123,1343,1609,1492,879,582,251,7974
LGA16650,58,244,537,431,267,169,84,32,21,1835,7,15,11,17,20,19,10,6,0,108,5,38,148,131,95,47,24,13,3,512,741,856,1735,1544,1320,1189,1045,1206,708,10342,1003,3656,11137,9060,6329,4449,2703,2216,1000,41546,3,82,373,313,284,129,72,21,10,1286,11,180,1200,606,222,77,9,4,0,2307,16,231,1146,1262,1294,936,603,366,135,5984,6,115,509,483,345,245,138,100,27,1984,3,21,87,78,61,38,19,13,3,325,14,186,743,717,573,365,183,118,42,2943,3,109,526,559,480,419,211,99,30,2435,94,1126,4096,2773,1677,930,371,175,88,11334,47,299,1321,965,748,488,160,81,14,4130,21,192,568,410,200,96,58,22,11,1578,54,313,874,565,324,213,114,55,14,2529,13,14,9,8,18,17,11,0,4,95,0,38,146,161,142,65,32,22,4,612,578,598,1558,1254,1091,1028,892,830,512,8352,864,3511,13162,10164,7451,5049,2875,1911,899,45891
LGA16700,57,205,449,401,227,165,65,50,17,1631,13,28,6,8,14,5,5,6,0,81,7,67,138,153,123,80,27,20,9,615,653,916,1272,1279,1137,853,779,989,479,8359,957,4720,12021,11618,8978,5714,3168,2555,922,50657,3,145,589,571,545,320,187,54,14,2430,13,145,1490,952,525,157,21,6,0,3315,13,229,1397,1512,1601,1175,687,499,167,7286,6,119,410,520,408,267,170,103,41,2044,3,23,141,160,119,80,29,14,13,575,11,215,908,942,861,638,333,197,77,4182,0,111,632,704,717,683,425,210,67,3546,114,1689,4431,3569,2509,1532,609,313,152,14916,26,489,1571,1430,1070,783,327,162,44,5899,24,305,756,547,326,173,73,52,17,2272,40,220,550,464,308,181,112,49,15,1937,13,29,5,10,17,18,3,5,3,101,3,60,168,165,126,99,35,17,5,686,436,724,1009,783,800,733,645,775,681,6589,708,4510,14047,12326,9931,6844,3659,2462,1289,55780
LGA16900,63,183,373,251,157,116,61,15,0,1220,0,5,3,0,9,3,4,0,0,28,6,20,36,43,38,24,17,3,0,196,514,312,520,725,646,638,675,602,156,4782,819,1829,4394,4903,4516,2803,1763,1035,218,22287,3,10,58,72,70,64,22,9,0,313,9,42,139,100,62,24,9,0,0,391,38,294,806,1170,1376,1107,574,280,69,5709,25,153,408,442,357,242,156,79,14,1876,8,34,99,102,64,32,22,9,3,373,21,125,375,464,560,339,135,51,8,2071,0,46,292,332,373,337,111,26,8,1533,81,370,995,1059,872,562,227,69,22,4259,55,284,572,610,504,275,86,26,9,2410,16,71,109,103,81,40,33,6,4,455,52,188,379,362,212,136,78,28,0,1435,7,3,4,9,6,7,3,3,0,34,5,15,43,60,55,31,10,9,4,235,455,217,391,515,583,574,631,571,178,4118,782,1846,4673,5396,5167,3773,2088,1172,318,25209
LGA16950,76,209,399,404,319,283,148,87,19,1936,8,0,4,10,6,4,6,3,0,42,7,21,43,78,94,54,49,33,3,388,732,271,637,861,911,1049,1341,1405,378,7586,1070,1806,4661,6488,7380,6227,4851,3217,692,36397,4,32,76,105,128,162,111,41,15,670,14,33,91,83,99,70,37,9,0,432,61,319,849,1134,1551,1560,1426,783,222,7908,23,162,428,533,661,633,464,244,60,3217,17,57,181,239,233,165,92,49,11,1047,20,131,459,715,942,818,438,209,57,3790,3,79,310,476,695,942,486,206,41,3234,71,342,796,1077,1243,1114,805,282,87,5822,47,229,558,745,916,711,326,126,31,3693,9,56,140,200,193,158,117,41,13,935,70,228,465,486,401,304,215,95,15,2275,6,8,13,4,11,5,10,8,3,70,8,25,50,73,104,85,47,24,10,419,703,471,803,967,1167,1072,1369,1455,683,8690,1063,2172,5216,6846,8334,7797,5938,3585,1246,42196
LGA17000,18,81,140,104,71,32,12,6,4,463,0,0,0,0,0,0,0,0,0,6,3,3,29,14,20,9,0,0,0,77,199,84,192,261,227,225,161,130,43,1518,322,650,1718,1982,1750,1029,453,250,65,8221,0,13,28,32,37,23,13,0,0,148,4,12,23,22,25,16,5,0,0,100,30,258,683,706,635,355,165,61,9,2899,3,28,79,78,76,55,29,14,0,369,10,19,65,63,45,33,12,0,0,248,9,36,107,154,177,141,49,25,9,701,0,15,85,119,132,118,44,14,3,536,31,156,354,355,329,169,59,24,5,1480,10,60,139,143,115,74,20,9,3,569,3,14,31,23,22,9,13,5,0,124,18,85,144,144,76,48,18,6,3,540,0,0,0,0,4,0,0,0,0,8,3,4,22,36,15,18,0,0,0,98,166,103,193,221,228,197,153,101,28,1393,284,801,1961,2090,1915,1253,569,257,66,9206
LGA17040,18,53,124,103,81,63,16,0,3,457,0,0,0,0,0,4,0,0,0,8,0,13,6,24,15,23,5,3,3,87,194,173,370,424,414,288,242,182,80,2385,268,504,1430,1937,1926,1413,789,421,128,8824,0,3,23,49,44,39,35,10,3,201,3,15,24,34,37,26,7,7,0,152,16,70,195,271,350,282,197,97,26,1506,5,40,93,139,153,112,66,35,3,647,3,30,76,110,137,77,41,17,4,483,4,13,69,140,203,164,93,43,12,743,4,15,81,117,166,173,64,29,3,651,16,92,218,341,287,245,108,35,20,1352,14,40,144,178,192,116,42,13,0,743,0,23,40,45,48,39,17,11,3,225,12,59,112,128,84,59,36,11,3,495,3,0,3,0,3,3,0,0,0,16,0,4,7,16,27,15,5,4,0,83,168,128,244,329,324,251,210,173,96,1927,246,524,1321,1889,2053,1622,921,477,173,9222
LGA17080,9,30,58,47,38,26,14,12,3,230,0,0,0,0,3,0,0,0,0,3,3,4,16,8,3,9,3,4,0,48,106,71,201,178,172,165,189,168,59,1318,154,287,950,1014,1084,789,494,319,83,5165,0,4,10,16,10,18,9,8,0,78,0,6,8,6,9,3,3,0,0,34,12,75,180,230,276,173,133,41,15,1134,3,12,44,44,84,54,29,23,7,293,3,23,60,79,83,49,28,13,0,329,0,18,60,79,112,99,61,35,3,477,0,16,48,97,92,114,56,16,9,454,17,49,136,153,170,124,59,19,3,720,14,25,84,90,81,63,14,12,0,392,0,3,6,27,18,13,4,3,0,67,12,22,69,56,45,28,26,12,6,266,0,0,0,3,0,0,0,0,0,4,0,6,15,14,4,6,3,0,0,42,97,63,160,176,149,174,188,142,62,1207,151,323,876,1071,1140,918,611,318,108,5512
LGA17100,14,69,127,90,69,40,21,9,3,446,6,17,3,3,4,5,0,4,0,51,0,29,61,44,49,19,6,10,5,220,347,376,565,541,456,271,267,309,188,3320,429,1609,4023,3241,2859,1699,948,713,323,15844,0,46,193,126,157,81,44,18,4,665,4,90,708,290,129,39,5,0,0,1273,6,102,465,368,446,319,181,108,34,2025,3,41,144,118,106,72,44,23,9,556,0,9,30,21,21,11,6,5,0,100,3,144,425,352,421,312,163,93,27,1939,0,47,188,150,201,194,113,64,28,988,17,520,1743,923,750,400,150,46,26,4585,14,134,496,341,346,206,108,36,7,1690,8,74,211,129,91,40,19,9,3,577,16,137,329,149,78,52,22,13,3,792,0,12,3,3,10,3,0,4,0,32,0,18,56,53,48,24,9,11,0,224,264,326,777,387,436,341,270,251,135,3183,351,1690,5764,3410,3231,2098,1131,683,269,18630
LGA17150,167,568,1140,981,588,466,190,115,30,4239,8,5,4,10,11,14,9,7,0,77,14,70,198,207,209,149,42,53,9,944,1481,1041,1836,2006,1946,1737,1607,2025,942,14624,2261,7261,19850,20960,19976,13748,7199,5288,1586,98118,4,192,483,663,576,503,258,107,23,2814,26,181,754,700,472,242,43,9,0,2424,64,935,2557,3767,4248,3508,2383,1331,401,19185,56,601,1522,1650,1349,914,554,319,92,7062,17,94,338,339,265,131,68,27,9,1294,40,512,1542,1882,1944,1228,635,363,92,8238,12,337,1561,1778,2188,2132,817,320,86,9228,209,1552,4815,5860,5248,3972,1734,812,269,24473,128,993,2419,2370,1744,1317,484,199,46,9706,53,588,1076,734,429,289,182,87,25,3461,138,542,1186,1104,722,535,308,150,26,4713,6,9,13,11,16,13,10,3,3,92,7,54,180,250,214,176,57,30,15,989,944,696,1507,1575,1634,1559,1365,1686,1031,11992,1721,7288,19963,22675,21049,16510,8897,5433,2127,105667
LGA17200,73,584,1379,759,338,186,54,17,5,3403,28,81,22,28,18,14,7,0,0,195,16,189,550,348,206,129,62,15,12,1521,1866,5947,11889,6602,4510,3399,2278,1450,548,38487,2305,14107,40771,21437,12936,8755,4441,2408,790,107952,10,460,1611,870,458,325,161,56,10,3967,14,373,2895,1234,419,164,34,3,0,5131,22,586,2797,1414,1027,770,484,259,48,7407,27,269,1353,850,545,377,177,72,11,3682,6,55,305,210,124,78,27,12,3,814,10,437,2458,1361,940,760,395,167,57,6586,4,140,1101,875,731,894,376,153,31,4307,106,2961,12847,5896,2669,1449,563,167,36,26687,44,1299,6415,3741,2239,1792,731,218,45,16541,61,1415,4959,2149,1102,511,175,71,14,10453,51,673,1818,990,523,260,107,18,10,4448,50,67,42,21,17,12,8,5,0,207,11,173,608,415,275,175,87,30,8,1783,1048,3563,7788,3816,2726,2136,1472,982,521,24063,1471,12477,47003,23842,13794,9683,4797,2204,795,116064
LGA17310,52,156,295,213,169,112,49,20,7,1066,3,4,0,4,3,4,0,0,0,21,4,13,29,45,43,20,12,6,0,177,363,221,417,546,486,557,620,755,342,4307,648,1388,3446,3930,4142,3060,1861,1301,453,20230,0,18,45,79,56,54,25,13,6,294,6,32,57,57,39,43,12,0,0,249,27,258,591,660,754,671,418,172,36,3581,27,115,224,298,272,248,160,79,11,1439,21,62,190,206,185,160,93,43,9,965,16,140,443,528,620,526,254,119,36,2673,6,61,302,377,449,473,217,89,21,1993,61,260,687,799,787,667,318,98,31,3709,36,184,411,465,408,298,102,24,3,1927,6,39,94,92,66,46,38,22,7,411,56,180,344,268,190,133,72,16,10,1272,3,0,6,4,5,4,0,0,0,23,3,12,32,51,41,33,12,4,3,193,436,248,459,565,592,570,664,636,308,4478,698,1607,3886,4441,4467,3916,2383,1321,485,23197
LGA17350,9,12,22,12,17,14,4,0,0,84,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,16,44,15,33,59,62,57,91,88,25,469,75,110,309,370,402,305,202,135,34,1940,0,0,7,3,4,3,0,0,0,23,0,0,0,3,3,0,0,0,0,12,3,21,53,52,66,63,46,16,7,325,6,14,18,26,31,19,9,3,0,128,3,9,31,38,33,32,18,8,0,176,0,3,22,29,55,51,24,14,4,207,0,8,20,47,42,46,15,4,4,188,7,6,55,76,72,53,20,0,6,294,3,5,23,38,37,11,4,4,0,132,0,0,3,8,6,8,4,3,0,31,0,22,18,22,27,14,5,4,4,115,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,0,0,0,22,28,15,20,33,53,33,72,80,23,350,53,115,274,383,431,349,224,144,47,2011
LGA17400,0,11,28,25,26,10,4,0,0,105,0,0,0,3,0,0,0,0,0,5,0,6,4,3,12,3,0,0,0,31,38,7,51,50,85,76,75,92,24,495,57,86,299,380,494,406,242,149,39,2165,0,0,4,7,7,10,4,0,0,31,0,3,3,3,3,3,0,0,0,25,5,24,40,76,89,94,71,19,0,421,0,11,20,27,39,37,26,12,3,164,0,10,18,22,23,28,17,4,3,127,3,3,18,43,60,79,38,11,4,266,0,3,20,47,53,65,33,9,4,241,3,19,40,64,83,54,32,5,5,311,3,6,35,50,33,59,18,0,3,208,0,5,0,12,19,16,3,0,0,58,6,10,31,38,27,23,11,3,0,141,0,0,0,0,0,4,0,0,0,6,0,0,0,5,3,3,5,0,3,30,47,21,50,61,106,113,96,85,39,607,75,105,288,446,535,580,374,159,62,2624
