LGA_CODE_2016,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85ov_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_T,C11_T_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_T_SOL_SE_T,C11_T_LPE_NS,C11_T_T,C16_0_14_SEO,C16_0_14_SOL_SE_Vw_w,C16_0_14_SOL_SE_Nw_Na,C16_0_14_SOL_SE_P_E_n,C16_0_14_SOL_SE_T,C16_0_14_LPE_NS,C16_0_14_T,C16_15_24_SEO,C16_15_24_SOL_SE_Vw_w,C16_15_24_SOL_SE_Nw_N,C16_15_24_SOL_SE_P_E_n,C16_15_24_S_ot_l_SE_T,C16_15_24_LPE_NS,C16_15_24_T,C16_25_34_SEO,C16_25_34_SOL_SE_Vw_w,C16_25_34_SOL_SE_Na,C16_25_34_SOL_SE_P_E_n,C16_25_34_SOL_SE_To,C16_25_34_LPE_NS,C16_25_34_T,C16_35_44_SEO,C16_35_44_SOL_SE_Vw_w,C16_35_44_SOL_SE_Na,C16_35_44_SOL_SE_P_E_n,C16_35_44_SOL_SE_To,C16_35_44_LPE_NS,C16_35_44_T,C16_45_54_SEO,C16_45_54_SOL_SE_Vw_w,C16_45_54_SOL_SE_Na,C16_45_54_SOL_SE_P_E_n,C16_45_54_SOL_SE_To,C16_45_54_LPE_NS,C16_45_54_T,C16_55_64_SEO,C16_55_64_SOL_SE_Vw_w,C16_55_64_SOL_SE_Na,C16_55_64_SOL_SE_P_E_n,C16_55_64_SOL_SE_To,C16_55_64_LPE_NS,C16_55_64_T,C16_65_74_SEO,C16_65_74_SOL_SE_Vw_w,C16_65_74_SOL_SE_Na,C16_65_74_SOL_SE_P_E_n,C16_65_74_SOL_SE_To,C16_65_74_LPE_NS,C16_65_74_T,C16_75_84_SEO,C16_75_84_SOL_SE_Vw_w,C16_75_84_SOL_SE_Na,C16_75_84_SOL_SE_P_E_n,C16_75_84_SOL_SE_To,C16_75_84_LPE_NS,C16_75_84_T,C16_85o_SEO,C16_85o_SOL_SE_Vw_w,C16_85o_SOL_SE_Na,C16_85o_SOL_SE_P_E_n
LGA15700,3125,37,9,4,51,168,3348,1681,20,4,0,25,72,1778,1224,26,3,0,30,53,1304,1871,58,5,0,59,89,2021,2615,62,0,0,64,106,2780,2484,47,3,3,53,80,2615,1944,42,0,0,39,80,2066,1428,26,0,0,24,78,1538,403,12,3,0,17,28,444,16776,324,36,9,363,760,17894,3134,57,17,3,79,101,3316,1661,28,4,0,33,71,1761,1200,40,4,0,41,49,1288,1736,58,4,0,66,66,1869,2642,72,3,0,76,81,2794,2875,77,4,0,82,97,3054,2288,54,3,3,59,104,2445,1387,27,0,0,32,66,1483,566,22,0,0,24,41,626,17487,434,44,9,485,666,18643,2893,67,16,5,89,183,3168,1618,24,3,0,31,124,1775,1305,58,0,0,60,84,1449,1582,57,0,0,57,95,1740,2195,57,5,0,64,194,2449,3020,87,8,0,93,206,3321,2726,64,3,0,72,216,3015,1385,25,0,0,28,174,1582,551,15,0,0
LGA15750,2827,21,6,9,37,134,2999,1408,14,0,0,13,68,1490,1475,22,3,0,27,40,1542,1752,29,4,0,37,67,1848,1732,21,4,0,27,66,1819,1464,18,0,0,19,64,1547,969,18,3,0,18,66,1048,570,0,0,0,3,53,624,186,0,0,0,0,12,197,12381,142,18,9,175,560,13113,2690,20,16,0,33,141,2872,1401,17,3,0,19,60,1483,1335,35,3,0,39,65,1433,1513,35,7,0,47,84,1645,1749,26,0,4,28,76,1856,1517,26,5,0,32,67,1614,1103,9,3,0,14,53,1167,585,10,0,0,10,42,638,202,6,0,0,8,20,231,12095,191,32,4,223,602,12926,2478,23,9,0,29,279,2788,1261,13,7,0,19,153,1425,1285,56,5,0,59,144,1491,1343,43,4,0,48,141,1529,1528,40,10,0,45,189,1759,1572,34,3,0,34,181,1785,1154,16,3,0,19,136,1308,627,10,0,0,10,105,742,183,3,0,0
LGA15800,1232,22,3,3,27,29,1291,615,11,0,0,11,13,642,571,11,0,0,11,21,604,693,20,4,0,19,25,740,803,18,0,0,15,19,845,723,15,3,0,16,22,756,512,11,3,0,13,21,552,408,8,0,0,8,18,434,141,0,0,0,3,4,147,5702,109,18,6,130,183,6011,1117,33,10,0,36,85,1241,560,13,3,0,13,37,615,519,19,0,0,18,33,567,602,25,3,0,23,36,658,788,20,0,0,21,43,853,739,22,0,0,21,39,796,539,6,0,0,6,27,580,392,4,0,0,4,34,428,141,0,0,0,0,19,160,5400,132,17,3,151,350,5900,1012,27,6,0,31,112,1155,557,9,5,0,12,50,621,463,32,4,0,38,48,547,553,28,0,0,25,69,643,642,18,0,0,19,77,734,747,13,3,0,19,89,853,614,8,3,0,13,83,706,343,6,0,0,6,38,390,167,10,0,0
LGA15850,1458,6,4,4,22,55,1530,705,5,0,0,5,21,730,649,9,0,0,12,21,679,821,9,0,0,7,24,856,901,16,0,0,12,30,945,758,11,0,0,8,27,790,537,5,0,0,3,19,556,312,5,0,0,6,13,331,82,3,0,0,4,3,87,6216,67,11,4,85,212,6511,1489,16,3,0,16,66,1573,665,6,0,0,6,33,708,586,13,0,0,13,36,634,746,12,0,0,11,31,795,826,17,0,0,15,35,873,829,8,0,0,14,29,877,631,6,0,0,5,24,664,331,3,0,0,3,34,366,86,3,0,0,3,4,99,6195,89,12,5,99,290,6584,1250,16,5,0,21,98,1372,630,3,0,0,3,62,700,591,13,0,0,18,46,659,593,10,3,0,11,61,667,700,10,0,0,10,80,790,777,9,3,0,10,111,891,686,6,0,0,11,67,767,369,3,0,0,3,51,425,149,3,0,0
LGA15900,21890,958,327,113,1395,1029,24322,19069,1431,112,19,1555,1135,21761,17585,1498,103,19,1623,905,20111,17090,1315,132,19,1465,856,19411,16969,1127,146,14,1283,866,19121,12904,896,167,20,1089,626,14620,8614,709,290,15,1019,551,10185,7514,600,255,20,872,572,8965,2799,114,91,19,218,243,3264,124442,8645,1622,264,10535,6782,141754,22433,1299,515,56,1865,1008,25305,19149,1722,196,16,1933,915,21991,18709,2185,173,13,2369,981,22061,17339,1680,157,16,1851,759,19946,17508,1275,148,23,1444,767,19714,14812,972,174,6,1153,599,16569,9641,696,243,8,946,436,11028,6792,525,289,15,823,429,8050,3204,265,145,13,417,241,3864,129598,10611,2029,172,12812,6125,148534,22953,1778,644,65,2481,768,26205,19292,2157,298,13,2460,848,22599,19531,2932,324,22,3273,1096,23898,16837,2217,193,12,2420,788,20042,17094,1472,207,13,1692,972,19751,15912,1109,202,16,1319,959,18200,11214,755,197,12,963,728,12906,6097,523,303,7,838,730,7666,2882,224,156,4
LGA15950,3968,742,310,75,1126,501,5598,4331,1084,68,10,1159,678,6173,11469,2749,174,18,2945,1671,16083,6932,1712,158,13,1879,950,9764,5207,948,133,8,1089,687,6975,5310,664,87,12,761,640,6710,2672,317,99,3,422,413,3505,1783,189,89,0,274,309,2368,858,83,25,0,113,109,1079,42524,8483,1144,140,9768,5961,58260,5006,953,388,32,1374,551,6939,3725,1098,52,12,1154,466,5345,11303,3716,154,24,3891,1371,16561,7915,2324,160,9,2490,947,11356,5340,1299,130,10,1446,616,7395,5389,849,138,5,987,499,6881,3646,411,107,10,530,349,4523,1695,223,110,9,332,188,2220,838,90,40,7,135,105,1075,44860,10962,1268,116,12344,5084,62290,6096,1430,469,68,1969,474,8543,3757,1038,63,4,1104,419,5288,10618,4209,153,16,4373,1357,16352,7943,3314,172,7,3495,887,12322,5939,1528,149,14,1685,593,8222,5426,1008,178,9,1201,556,7184,4704,640,159,6,808,416,5927,2090,285,108,0,389,199,2680,857,112,54,3
LGA15990,36618,3312,678,243,4230,1969,42824,20471,3042,179,39,3261,1355,25090,24822,4030,242,51,4321,2027,31177,29722,4621,358,54,5030,1735,36490,25239,3453,494,39,3981,1395,30610,21224,2480,402,25,2899,1129,25256,12879,1591,514,17,2123,716,15721,10381,936,465,20,1417,764,12561,4363,372,196,4,574,434,5372,185720,23834,3531,484,27849,11531,225102,40696,4047,870,146,5060,1490,47246,21033,3028,157,35,3220,914,25162,22562,5316,237,46,5598,1420,29574,31360,5417,316,47,5775,1451,38587,27842,4321,513,38,4873,1140,33857,22012,2903,458,30,3393,972,26376,15804,1887,410,22,2317,696,18822,9697,1085,437,21,1542,523,11765,4936,675,204,19,891,423,6252,195949,28670,3601,404,32670,9022,237640,41783,5048,1070,135,6252,1813,49851,22068,3543,180,22,3742,1156,26972,21273,6313,319,37,6672,1629,29575,29286,6692,396,44,7133,1780,38197,30039,5243,499,32,5777,1578,37397,23113,3339,615,32,3984,1326,28419,18543,2242,425,31,2698,1196,22440,10344,1347,440,21,1808,922,13078,5311,520,245,16
LGA16100,997,13,3,0,16,30,1041,553,6,3,0,11,78,642,493,22,0,0,21,41,552,643,14,0,0,14,34,686,615,19,0,0,22,31,668,719,17,4,0,23,43,781,332,14,3,0,15,15,366,198,7,3,0,12,15,222,55,0,0,0,0,5,62,4605,121,18,3,141,284,5029,974,17,0,0,16,24,1025,519,11,0,0,12,94,620,404,20,0,0,21,32,452,602,17,0,0,19,26,648,626,20,0,0,20,21,668,712,27,3,0,37,30,774,490,20,0,0,16,29,538,207,12,3,0,15,13,238,71,0,0,0,0,5,78,4624,141,10,0,154,270,5041,799,20,8,0,29,93,919,526,6,0,0,6,133,674,396,12,0,0,12,74,487,463,33,0,0,33,67,560,649,26,0,0,23,81,757,647,21,0,0,27,59,725,640,32,3,3,38,90,768,239,12,4,0,18,42,298,97,3,0,0
LGA16150,7309,120,52,35,212,354,7864,4596,112,9,0,121,213,4930,4011,136,15,3,154,162,4335,4356,181,20,6,209,198,4757,4285,149,20,0,167,166,4623,3481,119,17,0,135,151,3766,2325,90,35,0,124,136,2587,1587,78,15,0,96,130,1820,545,31,10,0,39,75,657,32486,1019,198,51,1264,1584,35338,7577,281,84,11,373,468,8422,4701,250,14,4,267,247,5217,4315,263,39,5,305,230,4844,4361,261,32,3,299,282,4942,4441,211,33,0,245,196,4877,3912,130,28,0,158,199,4269,2552,113,28,3,141,132,2821,1707,75,22,0,103,83,1892,663,44,13,0,58,45,772,34230,1633,295,30,1954,1875,38056,7684,334,111,9,457,402,8540,4423,216,8,3,227,298,4946,4485,500,51,4,551,325,5362,4341,411,46,3,456,314,5109,4403,233,34,0,269,329,4991,4141,174,50,3,236,269,4646,3255,110,26,3,143,230,3626,1923,85,23,3,108,178,2208,769,48,8,3
LGA16200,3146,37,16,11,62,70,3281,1644,15,0,3,22,47,1714,1404,32,3,0,34,39,1471,1807,37,4,0,43,30,1877,1870,28,0,0,31,56,1956,1514,20,6,0,19,48,1585,1155,12,0,0,12,57,1220,807,17,3,0,21,38,868,289,3,3,0,7,11,308,13633,203,33,15,254,401,14284,2983,81,15,3,95,206,3276,1570,27,0,0,26,106,1706,1386,43,3,0,47,94,1521,1597,67,9,0,77,82,1762,1831,42,0,0,39,95,1968,1610,30,5,0,36,80,1718,1211,17,5,0,18,89,1322,869,11,3,0,14,64,950,334,8,0,0,8,24,370,13393,316,38,5,360,841,14592,2676,69,22,0,86,183,2948,1622,47,0,0,44,150,1817,1353,80,4,3,90,100,1539,1358,66,4,3,80,129,1563,1676,48,11,0,62,161,1899,1755,37,4,0,47,141,1947,1300,26,3,0,27,179,1511,816,11,3,0,16,121,951,369,3,0,0
LGA16260,17212,9228,2555,460,12248,1945,31398,12402,9895,525,123,10547,1995,24947,13933,11726,825,132,12679,2909,29521,13065,10278,1900,94,12272,1930,27268,11944,7592,2085,71,9743,1333,23022,11241,3730,1427,57,5210,878,17325,7075,1737,1545,36,3318,547,10937,5339,875,860,21,1756,472,7562,2033,204,216,12,432,283,2750,94243,55260,11938,999,68196,12294,174730,18291,10848,3619,309,14775,1656,34723,11878,11146,629,104,11874,1509,25263,13187,19551,1056,139,20743,2618,36553,12899,12449,1772,98,14324,1745,28959,11576,9612,2716,78,12405,1300,25287,10875,5510,2203,60,7778,822,19480,8000,2353,1704,31,4092,515,12606,5101,1032,1207,36,2275,430,7804,2353,319,335,11,666,328,3348,94170,72818,15232,884,88929,10927,194019,19585,14395,5227,388,20015,2012,41606,11801,12194,803,66,13058,1507,26368,13220,26882,1945,155,28986,3575,45775,12105,18998,2194,123,21312,2422,35846,11383,10795,2946,82,13824,1428,26638,10095,7338,3794,50,11182,1103,22372,8410,3496,2369,45,5909,741,15054,5088,1384,1640,26,3049,460,8595,2657,434,520,12
LGA16350,33893,3092,602,241,3935,1708,39529,22601,2854,92,24,2969,1328,26897,21122,3276,157,45,3474,1173,25773,20076,3439,273,44,3759,1003,24838,19385,3494,341,25,3860,860,24104,13463,2435,389,17,2843,641,16954,5758,1231,429,15,1666,376,7799,3595,597,292,13,901,308,4805,1037,159,91,3,258,139,1432,140939,20576,2670,428,23668,7534,172141,33066,3219,759,105,4083,1557,38710,22069,2959,99,43,3097,1215,26381,21007,3869,194,49,4113,1198,26313,20058,3857,268,44,4173,1025,25259,19251,3708,342,40,4091,948,24298,16138,3030,416,26,3472,734,20352,7749,1600,440,16,2064,457,10269,3621,711,332,13,1056,307,4988,1411,221,110,3,333,157,1895,144386,23178,2954,347,26481,7606,178465,34126,4132,1040,136,5313,1857,41288,22059,3406,123,39,3572,1521,27150,22541,5403,241,58,5698,2058,30298,19979,5398,344,55,5791,1685,27454,18701,4162,392,46,4606,1433,24736,17040,3418,555,43,4016,1169,22221,10915,2157,519,24,2704,854,14463,4239,1008,432,20,1461,430,6132,1702,265,161,6
LGA16380,11866,138,41,35,216,444,12527,6634,91,11,0,103,241,6976,5315,136,9,0,144,232,5687,8094,194,27,0,219,274,8596,8950,186,25,0,209,337,9497,8999,170,15,3,183,313,9497,7326,193,12,5,210,267,7804,5411,117,13,3,133,336,5882,1744,48,14,4,63,154,1961,64353,1276,161,51,1484,2588,68434,12272,201,54,9,258,411,12941,6857,101,11,0,112,281,7251,5291,188,17,0,204,194,5688,7945,274,12,3,292,261,8494,9494,253,13,3,268,335,10096,9687,220,18,4,243,357,10282,8750,219,15,0,236,303,9282,5736,150,13,0,161,307,6202,2124,55,8,3,64,271,2453,68143,1663,156,18,1846,2710,72698,12107,328,70,10,413,582,13101,6953,155,17,8,174,404,7530,5877,319,29,0,347,407,6634,7262,416,31,3,449,396,8102,9258,300,21,13,334,563,10149,10319,280,16,7,305,644,11262,10652,266,21,13,289,832,11782,6217,169,17,6,194,589,7001,2621,98,13,3
LGA16400,11798,182,48,48,277,513,12590,6645,117,3,0,123,329,7101,5671,150,11,3,167,285,6125,7755,236,19,6,257,326,8342,7585,240,22,0,262,320,8170,7407,235,19,0,254,278,7936,5279,205,20,3,221,223,5734,3163,112,30,3,146,214,3522,811,32,14,0,50,122,975,56108,1505,193,66,1758,2613,60485,11913,208,55,9,268,444,12626,7106,148,5,5,159,327,7591,5680,221,10,0,230,273,6189,7499,275,18,4,302,317,8123,8231,276,34,0,311,390,8930,8159,255,24,0,278,393,8832,6629,256,17,3,279,362,7272,3434,130,28,0,161,277,3868,1130,39,13,0,51,201,1379,59775,1807,206,33,2044,2979,64808,11475,286,87,14,382,658,12518,7012,144,13,5,158,465,7641,5860,297,31,0,327,496,6687,6982,363,19,3,383,481,7841,8312,301,27,5,343,594,9249,8716,288,23,4,315,638,9673,8430,296,16,3,320,731,9484,4075,214,20,10,240,485,4798,1360,53,17,3
LGA16490,9132,554,150,51,754,591,10482,5477,429,12,8,447,342,6270,5191,734,43,3,778,339,6308,6991,782,58,12,853,403,8250,6216,645,66,6,721,381,7325,4231,574,102,3,685,266,5185,1898,387,123,3,515,171,2589,1005,230,101,4,330,129,1464,283,27,36,0,70,78,421,40431,4363,696,91,5150,2706,48289,9388,699,202,36,943,456,10790,5804,500,17,5,521,312,6636,5485,975,50,6,1034,335,6861,7017,972,63,16,1048,366,8432,7012,740,59,11,807,384,8203,5144,616,100,9,726,282,6155,2482,443,106,15,567,131,3176,1079,254,116,6,375,89,1544,403,66,41,0,107,38,548,43814,5271,763,107,6140,2390,52340,9275,753,228,37,1013,675,10965,5791,521,21,3,547,420,6754,5737,1294,54,14,1352,570,7666,6162,1147,40,5,1192,533,7892,7409,858,80,16,950,601,8956,5726,651,104,7,767,479,6973,3364,455,88,9,543,362,4267,1295,291,116,6,408,170,1867,455,84,67,5
LGA16550,12349,2811,645,174,3633,1387,17367,10630,6432,287,53,6772,1831,19237,14304,5821,225,52,6101,2200,22608,12277,4406,320,43,4765,1709,18751,9350,3553,506,30,4089,1222,14664,7004,2770,619,28,3416,968,11392,4218,1889,835,32,2754,623,7595,3826,1068,680,15,1768,600,6191,1358,257,258,6,525,206,2089,75311,29003,4370,453,33826,10749,119882,14268,3082,894,93,4065,1167,19506,10398,7505,494,65,8065,1662,20124,14353,7419,296,46,7759,2234,24342,13189,4895,271,38,5200,1582,19970,10166,3988,457,47,4494,1157,15816,7628,3167,619,31,3826,865,12314,4877,2064,734,36,2836,573,8284,3302,1290,797,15,2099,454,5860,1739,461,312,9,785,252,2776,79917,33875,4873,374,39131,9946,128987,15084,3686,947,110,4746,1133,20965,10850,9433,1055,39,10536,1741,23126,15097,8506,465,48,9024,2453,26573,13019,5854,257,31,6149,1828,20992,10959,4277,422,24,4726,1318,17002,8207,3185,654,38,3875,1011,13097,5855,2382,669,33,3082,827,9758,3092,1515,832,27,2374,498,5967,1781,612,386,13
LGA16610,4422,26,10,6,45,135,4609,2407,19,4,3,23,68,2502,1909,18,3,0,23,64,1994,2630,62,3,0,67,70,2762,2922,60,7,0,65,96,3086,2418,48,6,0,57,73,2542,1842,27,11,0,36,78,1957,1268,32,4,0,38,81,1379,436,9,0,0,11,26,468,20252,312,43,16,369,688,21314,4371,35,11,4,48,175,4592,2353,35,5,3,43,87,2480,1882,31,9,3,38,72,1989,2343,51,9,3,66,97,2503,2898,57,5,0,67,102,3065,2890,69,3,0,73,106,3074,2112,54,4,0,57,112,2285,1351,35,9,0,41,81,1476,470,22,3,0,29,70,566,20675,387,61,15,459,905,22038,4004,44,11,3,57,306,4367,2394,27,0,3,36,197,2624,1789,46,6,4,58,137,1984,2180,72,9,3,84,210,2470,2622,67,3,0,73,241,2939,3012,36,6,0,51,237,3304,2550,41,6,3,53,206,2808,1500,35,0,0,37,133,1676,570,14,3,0
LGA16650,6759,6176,1319,315,7814,1426,16000,4194,6131,233,75,6439,867,11500,5451,8316,447,70,8830,1206,15484,5381,6696,766,55,7513,864,13754,4692,4667,1218,54,5940,725,11364,4181,3447,1366,43,4858,574,9612,2793,2093,1609,26,3735,400,6928,3016,883,934,21,1837,369,5213,1663,175,271,12,448,146,2260,38136,38588,8155,668,47409,6580,92122,7840,6231,1523,215,7966,1119,16927,4220,6349,246,85,6678,681,11578,5113,10415,464,67,10940,1059,17123,5478,7638,622,63,8321,769,14564,4969,5526,1106,63,6698,602,12268,4230,4006,1393,41,5448,472,10143,2898,2418,1472,32,3916,307,7122,2279,1264,1283,32,2576,283,5136,1620,274,413,6,691,160,2475,38646,44116,8515,617,53248,5443,97339,8562,6110,1668,156,7937,929,17422,4952,7406,460,60,7932,677,13555,6128,13450,932,69,14450,1327,21905,5641,8525,648,84,9256,857,15753,5084,6280,1031,68,7371,661,13115,4307,4424,1570,45,6039,560,10903,3294,3056,1544,52,4649,444,8389,1910,1676,1497,38,3204,426,5545,1288,465,599,23
LGA16700,10335,3853,878,207,4937,904,16170,6952,5556,403,62,6017,878,13848,7944,5627,369,51,6050,930,14925,8413,5273,667,75,6019,787,15213,7453,4088,856,48,4997,634,13080,5804,2534,789,43,3362,439,9611,3815,1416,972,22,2406,253,6483,3896,665,685,10,1366,312,5568,1592,132,181,0,311,143,2049,56208,29143,5795,525,35468,5273,96951,10797,4203,1357,126,5690,628,17119,6699,6493,544,55,7086,717,14504,7137,8462,469,48,8978,753,16872,8107,5994,635,31,6660,505,15269,7397,4865,994,31,5889,466,13756,6179,3217,1048,25,4294,363,10838,3952,1732,960,29,2725,230,6902,3254,891,869,18,1779,257,5286,1791,217,271,19,508,206,2501,55314,36077,7145,380,43605,4117,103040,10780,5354,2005,169,7526,658,18963,7470,6895,705,37,7639,631,15738,7276,12029,917,55,12995,905,21178,7341,8339,779,46,9159,656,17161,7302,5462,1112,35,6611,539,14453,6196,3893,1663,30,5582,437,12214,4393,2341,1232,30,3597,329,8314,2789,1169,1062,22,2260,262,5306,1898,394,430,12
LGA16900,12548,608,115,47,778,537,13861,7120,558,17,3,580,323,8022,6323,778,37,11,820,270,7410,7650,908,47,6,959,316,8931,6949,896,110,10,1016,281,8246,5091,819,194,13,1024,256,6372,3373,582,231,8,821,185,4382,1832,344,205,6,555,147,2538,445,55,36,0,97,30,575,51338,5552,997,109,6657,2343,60335,12380,669,127,23,819,361,13564,7765,529,22,9,556,227,8555,6257,733,35,5,776,212,7241,7511,1008,53,9,1069,208,8783,7895,917,72,10,1000,220,9108,6000,894,165,19,1083,190,7277,4117,609,231,8,845,162,5121,2200,431,244,7,690,149,3039,688,95,84,3,185,41,922,54808,5894,1035,98,7021,1773,63604,12211,672,172,14,862,538,13606,8100,515,23,6,547,349,8987,6908,693,31,9,733,373,8009,7188,991,43,14,1046,374,8611,7712,1019,68,15,1099,430,9242,7070,879,139,13,1036,408,8509,5138,770,217,16,1004,388,6531,2665,445,228,8,677,237,3579,963,173,142,0
LGA16950,15827,235,71,44,354,847,17035,8788,172,17,0,189,378,9361,7064,227,17,0,242,342,7649,10046,359,33,6,402,410,10861,11466,399,49,3,446,484,12395,11457,465,49,4,519,435,12410,9177,557,79,7,650,409,10234,5982,265,36,7,309,402,6692,1573,46,22,3,71,124,1773,81390,2723,370,76,3179,3839,88406,15273,243,78,13,334,795,16400,9209,175,12,6,188,619,10026,6983,266,16,0,278,566,7825,9320,362,33,5,396,593,10309,11799,410,40,10,459,679,12940,12614,481,48,4,537,550,13707,10596,554,66,14,635,477,11711,6471,346,59,3,407,449,7334,2210,95,15,0,114,246,2565,84480,2941,367,51,3352,4974,92812,14896,405,127,14,538,890,16319,8929,222,17,3,244,763,9929,7934,484,38,5,524,849,9309,8705,515,49,7,570,817,10088,10913,469,47,4,517,872,12305,13779,524,53,9,581,991,15353,13260,621,66,7,692,1018,14975,7074,418,67,8,490,641,8210,2663,115,33,0
LGA17000,5080,68,24,8,100,182,5360,2766,48,0,0,50,96,2911,2664,76,4,0,79,101,2842,3217,87,9,0,92,131,3437,2951,52,5,0,56,109,3114,2010,47,4,0,50,124,2189,1036,14,6,0,23,60,1114,654,11,0,0,11,51,719,226,0,0,0,0,15,242,20612,393,50,10,459,872,21937,4764,82,30,9,121,146,5027,3087,80,4,0,80,120,3292,2677,110,20,3,131,110,2917,3139,119,7,0,126,118,3385,3056,84,3,0,84,129,3268,2285,54,7,0,56,112,2456,1242,21,3,0,24,59,1322,706,10,6,0,19,35,764,255,0,0,0,3,12,266,21215,555,77,8,647,830,22695,4408,91,40,3,135,315,4860,2919,59,8,0,71,166,3149,2559,131,14,0,150,200,2904,2686,149,10,0,164,217,3062,3006,93,9,4,105,225,3336,2467,61,5,0,73,206,2749,1527,37,3,0,38,174,1741,734,15,0,0,12,88,839,291,5,0,0
