LGA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
LGA16200,50,39,37,17,17,18,3,203,0,0,0,0,0,0,0,0,10,10,7,7,3,0,0,38,0,0,0,0,0,3,13,17,37,28,17,5,7,3,6,133,0,0,3,0,8,11,17,19,26,5,5,6,0,0,6,108,0,0,0,0,0,0,4,0,4,5,0,0,0,0,6,24,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,10,22,8,7,3,60,9,167,64,91,20,12,4,0,3,32,501,0,0,0,0,7,0,3,0,0,0,0,0,0,0,105,107,23,9,12,9,87,31,215,115,291,160,158,84,73,49,165,1477,3,0,0,0,0,0,3,4,22,40,51,53,64,39,39,327,0,0,0,0,0,0,3,3,9,10,3,3,0,0,5,41,0,0,0,0,0,0,0,5,70,103,88,75,40,24,38,452,0,0,0,0,0,3,0,0,10,9,14,6,12,11,8,65
LGA16260,485,489,425,288,208,169,36,2180,0,0,0,0,0,3,3,5,57,48,53,60,53,38,17,334,11,0,4,8,17,47,129,246,727,580,437,129,188,120,30,2670,3,19,40,46,88,121,120,134,248,142,92,45,29,28,16,1164,3,3,3,0,8,6,11,13,27,17,16,5,4,7,13,155,0,0,0,0,0,0,5,0,18,13,13,14,16,12,14,107,831,194,107,55,598,221,1227,523,1076,308,197,78,67,58,165,5714,8,3,3,0,5,0,18,6,17,8,6,3,0,0,977,1054,865,225,163,120,739,433,1610,1104,3157,2324,2529,1756,1986,1236,1335,19573,6,0,3,0,3,3,15,33,250,556,1082,1164,1865,1976,387,7349,0,3,3,0,11,22,58,78,248,183,130,105,95,84,61,1075,0,0,3,3,4,16,42,90,732,1036,1149,1163,1125,1207,337,6911,0,0,0,3,0,3,13,13,85,119,197,176,259,208,57,1129
LGA16350,439,563,398,262,160,82,34,2028,0,0,0,0,5,3,3,13,52,56,79,53,33,23,19,340,9,0,4,3,12,29,105,226,590,445,279,99,66,48,66,1979,5,5,21,13,60,74,137,145,229,89,60,14,16,13,19,898,3,0,0,0,4,3,12,21,47,26,22,5,5,0,12,177,3,0,0,0,0,3,0,0,9,18,14,7,8,4,15,88,250,71,76,45,483,171,1485,534,842,176,103,41,22,27,232,4563,3,0,5,0,8,0,17,5,24,6,6,6,0,0,670,752,281,81,108,62,594,302,1817,1053,2657,2128,2428,1422,1175,506,1175,15792,8,0,3,0,0,0,11,20,212,506,1258,1186,1737,1350,489,6786,0,0,0,0,4,3,25,34,133,140,97,80,55,35,40,648,3,4,7,3,3,14,25,69,713,1318,1426,1236,1074,697,429,7013,3,0,0,0,4,0,3,8,86,183,263,227,235,118,75,1200
LGA16380,314,242,179,122,71,60,23,1085,0,0,0,0,5,0,3,10,36,29,23,17,13,6,9,153,6,0,0,3,12,19,45,84,171,111,97,28,38,26,19,642,0,10,15,9,32,64,119,136,187,77,29,14,11,5,27,741,3,0,4,0,3,16,10,9,30,12,7,3,8,3,7,106,0,0,0,0,0,0,3,6,9,16,6,3,4,6,11,60,86,60,42,29,456,207,1798,727,1220,289,163,51,37,47,255,5457,0,0,0,0,3,3,26,6,11,4,3,0,0,0,517,581,103,75,67,39,530,328,2098,1095,2323,1064,830,474,376,282,892,10571,3,0,0,0,3,4,6,15,89,192,306,288,342,206,125,1580,3,0,0,0,3,0,9,27,110,76,51,31,13,19,35,373,0,0,3,0,0,3,18,48,378,429,487,318,220,165,150,2214,0,0,0,0,0,0,0,9,43,52,50,34,40,13,19,273
LGA16400,209,220,165,115,79,63,14,911,0,0,0,0,3,0,0,3,29,26,24,23,15,12,10,158,0,0,3,0,0,16,24,75,182,146,120,31,47,23,24,694,0,9,13,4,33,48,71,95,164,64,31,8,4,8,21,566,0,0,0,0,3,5,9,15,24,16,7,0,11,8,4,91,0,0,0,0,0,0,0,0,7,10,6,4,9,0,0,41,81,59,38,17,360,145,1235,510,972,208,143,48,23,42,191,4066,0,0,0,0,9,0,14,8,12,7,3,0,0,0,440,501,84,68,50,19,434,228,1402,777,1816,905,807,442,362,230,730,8356,7,0,0,0,0,0,3,7,53,122,266,273,325,226,131,1418,0,0,4,0,0,8,8,16,76,57,33,29,22,12,33,298,0,0,0,0,0,7,12,27,248,469,480,361,258,199,159,2210,0,0,0,0,0,0,0,5,33,54,62,58,40,24,26,308
LGA16490,138,144,124,93,90,80,14,731,0,0,0,0,0,0,5,4,18,19,15,15,31,28,9,147,0,3,0,0,4,6,22,40,106,109,94,47,78,53,14,575,0,4,7,8,15,19,25,33,70,45,44,18,22,12,10,327,0,0,0,0,0,3,6,7,8,11,13,3,3,4,3,64,0,0,0,0,0,0,0,0,4,5,6,3,8,10,8,49,41,15,20,7,118,41,288,146,306,139,84,43,15,17,46,1342,0,0,0,0,3,0,3,3,11,3,0,0,3,0,322,355,51,21,27,13,152,88,380,279,797,666,743,504,692,561,448,5426,0,0,0,0,0,3,7,4,37,117,257,303,647,835,189,2389,0,0,3,0,3,3,0,13,30,21,22,30,36,23,17,202,0,3,0,0,0,0,5,9,127,239,288,333,429,382,122,1943,0,0,0,0,0,0,0,5,23,32,58,98,107,80,23,427
LGA16550,208,265,266,248,182,233,25,1473,0,0,0,0,0,3,4,4,13,17,28,37,43,54,16,219,3,0,0,4,5,21,39,73,204,196,182,91,115,118,23,1073,6,11,32,10,38,61,69,83,160,79,72,31,31,45,17,734,0,0,0,0,3,0,0,11,25,6,14,4,3,4,3,76,0,0,0,0,0,0,0,0,8,10,12,6,14,19,18,94,318,80,61,21,280,92,618,294,581,212,144,93,59,84,141,3082,0,0,0,0,12,0,7,0,13,0,4,4,3,0,832,879,329,97,98,38,356,194,778,560,1449,1118,1492,1266,1594,1797,1149,12320,3,0,0,0,0,0,4,16,64,120,291,371,791,1824,282,3764,0,0,0,0,3,4,14,23,85,67,81,64,66,100,43,548,3,4,3,0,0,4,14,31,191,353,520,600,743,1566,280,4319,0,0,0,0,0,3,0,9,14,44,72,80,197,234,44,709
LGA16610,91,71,50,20,12,8,4,280,0,0,0,0,0,3,4,3,14,9,7,3,0,0,0,42,0,0,0,0,3,11,19,31,59,36,14,4,0,3,8,196,0,3,3,0,12,25,35,32,47,9,5,3,0,3,3,186,0,0,0,0,0,7,11,0,9,7,4,0,0,0,0,36,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,18,16,11,14,6,133,36,436,118,231,30,21,6,3,3,73,1139,0,0,0,0,13,0,12,7,11,5,3,0,0,0,95,146,30,17,19,4,167,79,539,240,571,274,198,75,43,35,195,2489,3,0,0,0,0,0,7,7,36,70,81,83,79,22,35,420,0,0,0,0,0,0,8,6,32,38,16,7,10,0,15,132,0,0,0,0,0,3,3,12,118,136,114,67,43,9,35,539,0,0,0,0,0,0,0,3,25,20,20,11,5,3,9,101
LGA16650,340,347,224,134,96,69,11,1275,0,0,0,0,0,0,0,9,34,29,45,34,30,20,14,209,0,3,0,3,16,27,73,145,341,173,148,46,67,32,14,1080,6,7,27,34,52,64,77,91,142,62,34,12,9,9,17,638,3,3,0,3,3,4,9,11,25,15,11,0,3,0,5,94,0,0,0,0,0,0,0,3,17,20,13,7,9,4,10,79,332,112,63,42,420,107,940,272,423,104,83,23,36,33,130,3108,3,0,0,0,4,3,7,0,9,3,3,0,0,0,566,605,346,124,94,78,509,221,1194,655,1711,1193,1302,775,848,566,814,10439,0,0,0,0,3,0,3,14,102,251,457,454,658,671,196,2816,0,0,0,0,4,14,30,42,121,84,66,45,35,37,40,520,3,0,3,0,4,11,9,44,344,462,569,460,455,441,184,2992,0,0,0,0,0,6,0,9,53,68,93,86,115,70,39,543
LGA16700,255,289,246,179,118,114,18,1275,0,0,0,0,0,3,0,8,25,29,24,35,30,29,11,199,3,0,4,3,5,32,61,121,333,266,209,99,115,76,21,1344,6,10,40,17,47,63,70,93,126,74,46,21,24,17,12,664,0,0,0,0,0,7,4,6,23,16,9,5,7,0,4,98,0,0,0,0,5,0,0,0,0,4,14,8,9,15,6,62,423,132,69,28,350,116,695,300,551,184,129,46,52,42,101,3223,0,0,0,0,5,0,3,0,14,3,3,0,0,0,586,623,431,152,124,51,427,238,899,614,1594,1252,1369,1016,1139,885,796,11001,0,4,0,0,3,0,7,10,100,231,380,455,892,1360,206,3666,0,0,0,0,3,10,20,30,111,83,67,49,53,70,37,530,0,4,0,0,0,9,19,40,250,429,581,575,711,1069,206,3896,0,0,0,0,0,0,3,5,37,61,89,87,163,144,38,624
LGA16900,151,179,173,99,69,25,15,737,0,0,0,0,0,0,0,4,21,22,20,16,16,9,3,122,0,3,0,3,3,14,24,58,169,155,81,28,28,22,22,613,3,0,11,8,15,45,71,91,106,52,18,7,3,5,8,436,0,0,0,0,0,0,7,4,18,22,6,0,3,0,4,78,0,0,0,0,0,0,3,0,3,7,8,7,9,3,0,47,79,45,25,14,283,142,1114,341,581,110,51,20,8,9,148,2973,3,0,0,0,6,3,13,9,6,4,3,0,0,0,340,393,90,45,40,29,319,216,1257,561,1215,737,672,363,308,147,574,6584,3,0,3,0,0,0,3,0,50,147,286,286,421,285,135,1625,0,0,0,0,0,3,12,11,76,62,39,35,12,17,21,295,4,3,0,0,3,3,9,20,302,552,613,539,383,236,180,2844,0,0,0,0,0,0,3,3,35,70,77,81,60,37,34,394
LGA16950,349,305,215,121,76,67,16,1258,0,0,0,0,3,3,3,6,38,26,35,10,17,6,9,162,3,0,3,0,12,24,50,105,259,135,111,45,46,22,26,847,0,10,19,11,56,100,162,162,227,77,60,23,23,20,27,966,0,3,0,0,8,6,20,19,33,21,12,4,10,5,6,152,0,0,0,0,3,0,10,8,20,19,16,4,3,10,12,86,167,96,61,52,652,258,2293,820,1478,343,187,75,43,57,326,6908,4,3,0,0,16,0,33,16,17,6,4,4,0,0,738,842,179,118,95,74,768,414,2673,1286,2817,1254,987,530,417,292,1195,13101,0,0,0,0,5,4,10,13,105,206,283,253,341,189,163,1583,0,3,0,0,4,12,22,44,137,96,53,25,19,12,50,475,0,0,4,0,4,12,17,71,468,562,529,385,248,168,192,2662,0,0,0,0,0,3,3,8,65,62,68,52,48,31,33,371
LGA17000,55,53,69,49,36,33,13,320,0,0,0,0,0,0,0,3,3,9,12,6,11,5,4,57,0,0,0,0,3,3,8,24,52,57,74,11,24,24,9,290,0,5,3,3,4,11,16,19,38,16,9,4,0,4,12,149,0,0,0,0,0,3,6,3,7,4,4,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,16,8,5,3,68,27,173,58,135,32,21,9,6,11,29,598,0,0,0,0,5,0,0,3,3,0,0,0,0,0,144,165,20,15,10,7,100,46,220,128,338,236,288,165,195,169,220,2154,0,0,0,0,0,0,4,0,23,27,67,64,136,141,64,521,0,0,0,0,0,0,3,3,8,13,18,14,7,8,11,78,0,0,3,0,0,4,0,10,74,119,167,214,140,167,82,987,0,0,0,0,0,0,0,0,6,21,13,28,29,22,11,139
LGA17040,87,61,62,36,19,12,4,312,0,0,0,0,0,0,0,3,16,10,13,8,4,0,0,62,0,0,3,0,3,4,10,23,38,28,19,13,8,10,3,169,0,3,3,0,3,14,24,18,33,11,6,3,0,3,7,137,0,0,0,0,0,0,3,8,0,9,0,0,3,3,4,26,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,14,8,13,15,3,74,26,227,81,138,41,18,13,12,8,30,715,0,0,0,0,0,0,6,0,3,0,0,3,0,0,166,183,17,18,19,10,104,55,309,180,458,297,255,163,114,84,228,2304,0,0,0,0,3,0,0,4,50,72,131,78,114,71,82,603,3,0,0,0,0,0,6,8,23,12,14,8,5,3,11,88,0,0,0,0,0,0,3,10,84,155,111,72,73,37,48,594,0,0,0,0,0,0,0,3,15,14,16,14,18,11,15,111
LGA17080,76,68,58,28,18,13,4,295,0,0,0,0,0,0,0,0,13,13,6,6,0,4,3,48,0,0,0,0,0,3,6,11,41,30,26,3,8,7,17,148,0,0,3,3,7,9,16,27,18,8,3,3,0,0,4,104,0,0,0,0,4,0,3,7,6,6,4,3,0,0,5,29,0,0,0,0,0,0,0,3,4,6,6,0,0,0,0,16,10,15,6,4,71,25,217,61,107,22,8,9,8,4,50,606,3,0,0,0,0,0,9,0,3,0,0,0,0,0,124,139,20,12,9,10,87,45,263,135,352,203,199,96,68,49,215,1772,0,0,0,0,0,0,3,0,16,31,63,47,62,20,47,293,0,0,0,0,0,0,3,9,11,6,12,0,0,3,8,59,0,0,0,0,0,0,3,8,73,103,92,69,40,16,43,442,0,0,0,0,0,0,0,0,3,15,13,8,6,0,9,60
LGA17100,93,99,66,30,26,27,5,355,0,0,0,0,0,0,0,4,7,18,14,10,11,5,5,66,0,0,0,0,4,14,32,26,110,69,68,32,14,15,6,393,0,3,10,10,18,25,24,27,45,14,8,6,5,10,3,207,0,0,0,0,4,0,3,0,11,0,3,0,0,0,0,27,0,0,0,0,0,0,0,4,3,5,6,3,3,3,4,29,158,27,22,11,87,31,196,76,124,46,24,11,12,13,28,859,3,0,0,0,0,0,0,0,3,3,3,0,0,0,177,192,155,39,32,20,118,80,275,163,489,380,395,265,254,211,234,3102,0,0,0,0,0,0,0,0,40,103,171,169,258,425,87,1260,0,0,0,0,4,0,7,12,52,25,33,16,20,34,10,210,0,0,0,0,0,4,0,19,112,139,155,129,136,285,84,1075,0,0,0,0,0,0,0,10,21,17,21,28,33,35,17,182
LGA17150,328,458,485,371,300,334,37,2378,0,0,0,0,0,6,3,12,40,40,68,65,59,63,15,374,7,0,3,0,10,26,66,133,352,391,343,103,222,159,45,1858,10,12,29,14,40,97,132,172,392,211,155,69,46,63,30,1469,3,0,0,0,0,4,12,14,48,31,26,22,9,20,9,189,0,0,0,0,0,0,0,0,9,9,26,19,26,24,10,131,263,129,66,41,575,234,1518,910,2003,568,370,161,148,151,328,7465,3,0,4,0,3,4,15,5,19,0,4,0,3,3,1052,1120,294,151,108,62,644,391,1820,1350,3578,2215,2574,1828,2217,1754,1614,20605,4,0,3,0,3,0,9,10,122,302,725,1019,1955,2633,604,7385,0,0,0,3,3,10,21,35,135,159,134,141,144,124,97,1003,11,4,6,3,3,15,22,61,560,1201,1691,2005,2241,2858,732,11416,4,0,0,0,3,0,6,9,62,104,212,243,354,342,109,1456
LGA17200,486,662,524,471,418,657,34,3336,0,3,0,0,0,7,11,11,54,54,72,71,93,135,24,527,13,3,6,5,9,44,83,132,417,415,453,145,467,406,54,2645,13,27,49,50,55,106,101,98,167,100,73,56,49,98,17,1063,4,0,3,0,4,5,5,12,22,15,17,3,11,17,16,141,0,0,0,0,0,0,7,4,19,17,34,28,46,63,21,241,539,75,55,35,268,83,450,159,396,177,174,72,115,154,80,2838,0,0,0,0,3,0,5,4,14,0,9,8,3,3,1918,1976,577,118,127,99,390,289,856,686,2243,2245,3156,2726,4267,5715,2311,25791,0,0,0,0,0,0,3,3,43,100,190,206,445,1111,131,2244,0,0,0,0,9,3,15,17,58,44,35,34,48,72,18,351,3,0,0,0,3,0,7,19,104,182,303,322,392,831,78,2245,0,0,0,0,3,0,0,0,16,29,56,72,146,293,15,633
LGA17310,234,207,159,103,39,58,8,886,0,0,0,0,0,3,6,9,26,21,23,12,5,6,12,131,3,0,0,4,3,13,42,83,184,98,72,19,18,7,19,573,0,0,8,3,19,54,70,79,120,33,32,5,3,7,14,444,0,0,0,0,3,5,16,7,11,3,6,0,0,0,6,57,0,0,0,0,0,0,3,3,11,13,10,6,4,0,9,62,46,20,25,12,222,91,737,239,435,77,56,12,16,25,135,2142,3,0,0,0,6,3,24,13,11,8,3,0,0,0,353,425,61,25,40,19,279,180,968,542,1277,764,691,372,276,191,590,6263,8,3,0,0,0,4,8,8,100,197,317,264,312,197,158,1572,0,0,0,0,0,3,8,12,54,35,45,13,7,11,23,204,0,3,0,0,3,3,10,36,305,395,373,258,220,110,133,1850,3,0,0,0,0,0,0,9,39,59,66,45,35,22,26,302
LGA17350,32,27,22,9,10,3,3,102,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,4,7,4,18,18,7,0,0,0,3,65,0,0,0,0,3,3,9,8,7,3,0,0,0,0,0,42,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,3,3,29,6,112,27,61,10,9,0,0,3,19,293,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,36,6,4,7,4,33,15,146,64,172,94,69,27,21,15,69,749,0,0,0,0,0,0,0,4,7,11,26,19,24,13,17,121,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,21,0,0,0,0,0,0,3,5,54,60,41,20,24,10,18,230,0,0,0,0,0,0,4,0,0,9,5,3,5,3,9,38
LGA17400,36,14,13,3,3,3,4,101,0,0,0,0,0,0,0,0,6,3,0,3,0,0,5,16,0,3,0,0,0,4,9,4,17,6,5,0,3,3,0,58,0,0,0,4,11,3,19,12,21,3,0,0,0,0,3,77,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,8,4,3,59,27,144,38,52,9,4,4,0,0,24,389,0,0,0,0,0,0,3,0,0,0,0,0,0,0,55,60,11,17,9,9,86,38,190,84,186,69,49,29,17,17,111,920,0,0,0,0,4,3,0,4,9,18,14,10,9,9,20,110,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,25,0,0,0,0,0,5,3,0,38,33,19,9,0,4,17,129,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,20
LGA17420,180,245,246,242,193,250,13,1429,0,3,0,0,0,0,7,5,27,21,38,23,39,42,8,206,3,3,3,0,3,24,32,69,225,231,240,85,148,145,30,1252,3,9,20,16,30,63,85,95,237,133,78,59,43,41,22,940,3,0,4,0,5,8,0,6,31,16,16,12,3,4,3,113,0,0,0,0,5,0,0,4,6,8,5,4,9,11,11,64,441,137,84,29,387,128,842,522,1129,365,219,112,86,74,146,4700,3,0,0,0,0,0,5,4,8,3,3,0,0,3,613,656,466,157,113,42,441,245,1035,800,2106,1270,1380,1054,1294,1297,907,12608,16,4,3,0,0,7,4,16,132,286,678,866,1928,3074,529,7548,0,0,0,0,8,9,20,41,156,132,119,92,117,127,72,887,9,3,3,0,0,10,13,57,380,717,1031,1248,1543,2158,482,7659,3,0,0,0,0,3,5,3,52,63,105,131,214,252,60,896
LGA17550,312,303,248,111,74,46,18,1195,0,0,0,0,0,0,4,14,39,33,29,23,10,14,8,181,0,0,3,0,3,23,37,92,234,131,96,43,37,18,26,755,0,9,16,4,44,65,127,159,200,75,30,26,9,9,15,791,0,0,0,0,7,8,19,19,26,14,15,4,9,3,5,126,0,0,0,0,0,0,4,0,15,10,8,11,4,4,3,55,111,74,41,29,442,205,1748,649,1085,230,161,48,44,42,270,5180,0,3,0,0,7,3,33,6,18,6,6,4,0,3,585,683,127,100,64,36,537,344,2039,1047,2275,1129,991,511,365,233,969,10759,3,0,0,0,0,3,10,12,91,204,268,271,300,205,159,1529,0,0,3,0,5,7,19,33,126,103,77,39,34,16,47,510,3,3,3,0,3,7,17,40,422,593,577,405,296,224,192,2786,0,0,0,0,0,0,0,8,45,71,81,49,57,32,18,364
LGA17620,74,38,46,24,24,18,10,260,0,0,0,0,0,0,0,0,7,5,10,7,3,4,0,40,0,0,0,0,3,3,8,23,29,25,27,5,3,3,8,140,0,0,4,0,3,5,19,15,25,5,0,0,0,0,5,85,0,0,0,0,0,3,3,0,3,0,0,0,0,0,4,18,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,14,23,8,5,4,45,17,168,53,85,19,12,0,0,8,27,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,90,31,14,18,3,58,29,222,117,316,172,179,96,77,73,151,1555,0,0,0,0,0,3,0,6,14,48,63,44,91,56,47,379,0,0,0,0,0,0,3,3,7,5,6,13,3,3,0,57,0,0,0,0,0,0,0,3,57,67,82,89,64,46,37,450,0,0,0,0,0,0,0,3,10,17,4,8,14,9,8,73
LGA17640,31,32,26,22,10,12,6,159,0,0,0,0,0,0,0,0,4,8,3,3,3,0,0,26,0,0,0,0,3,3,10,17,26,17,8,6,4,3,4,105,0,0,0,0,7,5,11,5,16,4,0,3,0,4,3,63,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,16,8,3,3,0,30,8,93,36,56,4,3,3,4,3,19,289,0,0,0,0,0,0,3,0,4,0,0,0,0,0,54,65,12,7,7,3,55,25,135,87,197,106,104,59,57,46,92,997,0,0,0,0,3,0,0,3,9,30,25,20,48,21,30,196,0,0,0,0,0,0,3,4,8,11,3,6,5,0,5,37,0,0,0,0,3,3,3,10,40,65,38,40,25,14,31,259,0,0,0,0,0,0,0,0,6,7,10,7,0,4,4,36
