LGA_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
LGA15850,459,839,304,321,211,82,2218,19,5,0,0,0,0,30,0,0,0,0,0,0,0,19,5,0,0,0,0,31,89,7,8,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,12,8,0,0,0,104,21,5,4,3,0,0,33,0,0,0,0,0,0,3,3,0,0,5,0,0,7,24,6,4,5,0,0,47,0,0,0,0,0,0,0,589,869,318,330,212,88,2400,584,820,316,287,171,112,2293,24,12,4,0,0,0,43,0,0,0,0,0,0,0,24,12,4,0,0,0,43,54,21,0,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,60,18,0,4,0,0,80,15,3,0,0,0,0,16,3,0,0,0,0,0,3,3,10,0,0,0,0,13,20,8,0,0,0,0,29,0,3,0,0
LGA15900,9565,14635,7151,6733,2698,944,41720,1597,1044,312,162,47,15,3184,908,1126,455,229,74,26,2820,2502,2167,770,394,119,39,6002,3069,1259,264,103,23,11,4735,1155,664,124,42,12,3,1992,445,383,87,41,9,0,964,105,39,14,3,0,0,162,4773,2344,489,187,46,14,7856,31,19,14,9,0,0,81,17,0,0,0,0,0,17,109,109,45,32,3,3,298,150,127,63,45,10,3,396,12,10,0,0,0,0,24,17013,19278,8473,7353,2872,1004,55994,9433,15013,7575,7042,2860,1064,42986,1902,1170,342,170,58,17,3661,1159,1331,526,263,81,30,3396,3057,2509,862,437,140,47,7056,2919,1333,340,101,28,16,4744,1065,636,134,45,14,11,1910,601,601,132,40,7,0,1386,40,31,9,0,0,0,86,4636,2596,620,190,56,25,8123,11,7,0,3,0,0,25,0,0,0,0,0,0,0,69,65,11,22,3,5,175,84,73,17,20,3,5,199,54,27,0,0
LGA15950,878,1304,665,710,229,63,3850,364,493,221,113,23,3,1219,784,1240,508,322,69,13,2941,1146,1735,736,435,96,19,4159,1186,1256,366,170,27,4,3006,2500,2286,451,184,30,10,5453,4689,4026,834,269,48,6,9869,9,15,3,0,0,0,32,8382,7584,1656,623,106,22,18365,3,8,3,5,0,0,21,3,3,0,0,0,0,3,108,66,16,6,3,0,194,116,79,15,11,3,0,219,0,4,3,0,0,0,7,10515,10702,3079,1776,429,105,26603,765,1270,726,807,296,78,3937,349,472,229,176,29,4,1260,710,1206,538,336,87,21,2903,1057,1684,768,515,115,22,4168,1393,1318,396,166,26,6,3308,2563,2610,649,234,29,4,6085,4828,4414,1076,375,52,18,10763,8,13,3,0,0,0,21,8791,8354,2119,774,115,22,20174,5,14,0,0,0,0,17,0,0,0,0,0,0,0,48,21,13,4,0,0,83,53,33,13,4,0,0,100,21,18,3,0
LGA15990,6828,15653,9211,12129,5324,1917,51062,775,569,283,233,53,18,1945,1133,1472,604,507,129,38,3887,1913,2040,889,748,182,58,5827,2924,2307,669,316,70,27,6312,4454,4756,1411,577,101,25,11324,2280,2465,587,224,42,5,5606,218,164,59,59,28,8,543,9875,9698,2733,1171,241,67,23780,102,61,26,8,5,0,205,33,3,0,0,0,0,40,71,59,30,14,4,3,182,206,129,53,31,9,3,431,5,9,8,11,0,0,31,18830,27522,12889,14085,5758,2041,81125,6535,14936,8940,13193,5792,2029,51423,896,741,306,295,97,26,2364,1204,1629,781,791,233,63,4700,2098,2369,1088,1088,330,89,7064,3285,2562,856,422,95,25,7245,4491,5121,1791,779,122,27,12337,2550,2933,823,356,74,18,6751,143,95,37,34,10,0,322,10475,10713,3506,1591,296,74,26655,54,21,3,3,3,0,84,5,0,0,0,0,0,5,89,94,34,25,6,6,248,146,115,37,30,11,6,331,29,21,4,8
LGA16100,416,610,229,263,145,55,1723,12,9,0,0,0,0,21,0,0,0,0,0,0,0,18,9,0,0,0,0,22,13,3,0,0,0,0,17,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,0,0,28,15,4,0,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,4,0,3,17,6,3,3,3,0,28,0,0,0,0,0,0,0,463,628,233,267,152,55,1806,443,674,252,238,139,49,1791,16,12,0,0,0,0,31,0,0,0,0,0,0,3,18,12,0,0,0,0,33,21,7,0,0,0,0,31,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,0,0,0,0,44,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0
LGA16150,2499,3933,1801,1822,857,383,11296,191,133,30,12,3,0,365,23,18,4,3,0,0,54,214,152,32,19,4,8,418,651,230,49,27,8,0,956,21,12,0,0,0,0,36,37,18,3,0,0,0,60,9,0,3,0,0,0,7,721,262,57,23,10,3,1068,32,15,3,3,0,0,53,0,0,0,0,0,0,0,18,8,6,3,3,0,43,54,23,8,6,3,3,92,3,0,3,0,0,0,3,3485,4364,1904,1869,875,387,12883,2668,4087,1905,1904,975,440,11982,515,281,70,33,11,11,919,39,18,3,3,0,0,57,554,295,70,40,11,11,978,540,157,32,8,4,3,743,18,3,0,0,0,0,28,16,5,0,0,0,0,19,8,4,0,0,0,0,12,587,173,33,8,3,3,803,38,11,0,0,0,0,43,3,0,0,0,0,0,3,28,11,7,3,0,0,45,66,18,7,4,0,0,100,3,3,0,0
LGA16200,1156,1783,725,672,362,210,4902,129,28,13,3,3,0,171,8,3,0,0,0,0,9,133,33,13,3,3,0,186,179,35,9,3,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,181,37,9,3,0,0,234,27,4,3,3,0,0,39,3,0,0,0,0,0,3,10,10,4,0,0,0,30,41,12,6,4,0,0,62,0,0,0,0,0,0,0,1512,1864,747,681,366,210,5379,1263,1789,725,588,384,225,4974,118,48,10,9,4,0,181,0,0,0,0,0,0,3,117,48,9,9,4,0,182,137,21,7,3,3,0,174,7,3,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,7,150,21,7,3,3,0,190,25,9,0,0,0,0,36,0,0,0,0,0,0,0,7,6,0,0,0,0,18,32,15,4,0,0,3,52,0,0,0,0
LGA16260,5217,10457,6624,7675,3308,1566,34844,1106,855,428,343,118,62,2916,915,1353,1041,832,271,127,4536,2020,2211,1467,1176,389,188,7450,2083,1300,527,282,102,33,4325,2621,2867,1484,831,212,100,8122,1707,1970,919,488,122,62,5271,43,19,11,4,3,0,83,6449,6161,2942,1607,441,193,17794,3,6,8,3,0,0,23,69,0,0,3,0,0,75,29,16,18,10,6,3,79,99,28,26,12,6,3,175,77,85,54,39,9,3,265,13867,18937,11103,10508,4151,1965,60525,5208,10627,6915,8139,3553,1709,36139,1126,889,561,459,169,57,3265,828,1413,1156,1073,306,170,4941,1957,2299,1717,1529,476,226,8208,2405,1606,841,498,141,69,5566,2797,3216,1910,1196,304,133,9561,2149,2714,1451,832,210,77,7436,32,21,6,9,4,0,72,7389,7558,4208,2538,656,277,22632,0,0,0,0,0,0,0,3,0,0,0,0,0,3,37,19,18,8,0,4,77,35,19,13,8,0,8,86,40,23,20,22
LGA16350,6628,14133,9382,10579,5239,2551,48515,847,672,273,185,71,35,2091,734,917,485,271,97,46,2546,1582,1590,757,453,165,90,4635,1143,408,112,41,15,5,1722,854,388,109,37,11,3,1403,125,68,18,11,0,0,225,29,15,7,0,6,0,60,2154,877,240,90,28,6,3409,151,73,20,10,3,3,259,33,0,0,0,0,0,43,20,14,3,3,0,3,49,206,92,20,17,4,4,345,6,9,3,9,0,0,29,10577,16702,10406,11155,5446,2656,56932,6992,14237,9208,10196,4986,2790,48409,1114,826,386,251,90,60,2730,1083,1156,698,466,194,100,3703,2196,1984,1081,719,278,159,6427,841,488,207,139,67,37,1768,913,567,181,77,26,8,1771,218,145,69,33,9,0,466,92,69,35,24,17,5,235,2061,1266,496,270,112,48,4242,97,45,9,3,6,0,158,0,0,0,0,0,0,7,26,15,14,4,4,8,64,119,63,23,12,6,8,227,56,17,0,7
LGA16380,3678,8498,3049,3110,1353,545,20232,1186,1148,168,63,18,5,2595,337,274,80,27,13,4,735,1523,1420,254,93,34,11,3329,1143,490,108,28,7,0,1783,207,163,22,8,0,0,401,233,211,22,12,3,0,481,30,15,3,3,0,0,49,1616,880,166,53,8,3,2718,386,256,22,12,3,0,684,7,0,0,0,0,0,7,30,38,12,6,3,3,95,427,296,29,22,9,7,785,6,10,0,0,3,0,11,7245,11100,3495,3279,1407,561,27085,4345,9296,3133,3134,1445,633,21987,1194,965,192,76,22,4,2449,417,319,99,44,10,6,898,1614,1285,291,120,35,9,3347,972,460,120,31,9,3,1585,299,189,47,12,0,0,545,321,342,54,26,4,0,746,18,12,3,3,3,0,37,1606,1005,219,67,10,3,2909,339,230,19,7,3,4,598,3,0,0,0,0,0,5,104,70,16,0,3,0,188,446,299,27,10,7,4,796,12,11,0,0
LGA16400,3504,7002,2974,3176,1390,607,18655,583,479,110,59,21,11,1262,189,329,118,78,29,3,743,770,808,232,132,52,15,2000,386,227,44,28,11,3,700,45,50,8,3,0,3,111,27,58,6,0,0,0,91,18,4,3,0,0,0,25,481,341,65,28,11,9,936,278,155,27,9,3,3,469,9,3,3,0,0,0,24,17,10,4,6,7,0,45,307,166,38,14,6,4,536,4,0,0,0,0,0,5,5052,8313,3308,3358,1461,634,22133,3994,7502,2982,3097,1472,716,19752,694,553,142,68,35,10,1507,309,452,161,137,35,5,1093,1004,998,301,208,72,21,2597,419,252,49,41,17,3,781,74,55,7,3,0,0,144,61,69,8,3,0,0,148,15,5,3,0,0,0,22,571,385,72,57,16,5,1095,299,152,9,3,0,3,464,7,3,0,3,0,0,17,15,14,3,3,0,0,33,318,165,12,9,3,3,517,5,10,3,0
LGA16490,2120,4265,2354,2738,1207,511,13190,536,442,141,63,19,4,1199,237,170,72,27,11,3,515,772,618,213,89,29,9,1716,838,341,88,39,9,0,1321,325,132,35,18,3,0,518,249,123,33,10,7,0,421,13,9,4,0,0,3,28,1423,604,163,71,14,3,2285,65,49,9,10,6,0,137,6,5,9,12,3,0,36,9,19,3,3,0,3,38,87,69,21,22,7,3,207,0,0,0,0,0,0,0,4394,5556,2749,2910,1252,525,17397,2304,4591,2485,2911,1291,509,14088,683,494,185,89,27,12,1487,273,268,120,60,15,7,739,957,763,305,153,43,19,2231,762,280,94,49,12,5,1208,457,230,59,30,7,3,790,188,123,31,20,3,0,367,25,7,6,3,0,0,37,1434,644,191,102,25,5,2398,89,56,13,12,0,0,162,5,3,0,0,3,0,13,17,16,5,3,3,4,49,113,74,18,16,5,5,226,5,7,0,0
LGA16550,2363,4374,2827,3301,1503,657,15014,884,1174,709,742,206,44,3764,547,890,625,641,200,63,2977,1436,2070,1333,1381,411,110,6736,2178,2045,749,359,58,22,5409,3977,4087,1261,570,119,35,10049,2597,3031,1041,430,103,19,7219,33,27,6,7,0,4,80,8789,9188,3055,1363,286,85,22766,3,3,0,0,0,3,15,5,0,0,0,0,0,5,80,107,40,16,4,4,264,91,109,42,14,4,10,280,14,25,11,6,4,0,55,12686,15761,7271,6068,2206,854,44852,2249,3972,2583,3506,1582,670,14549,855,1072,707,807,211,48,3709,659,1069,814,797,277,90,3700,1509,2145,1520,1604,494,139,7407,1806,1733,761,393,91,19,4807,3988,4160,1624,769,174,34,10747,3336,3925,1529,718,173,39,9719,29,22,14,3,3,4,69,9158,9846,3920,1887,438,95,25345,3,0,0,0,0,0,3,0,0,0,0,0,0,0,53,64,38,24,7,6,195,53,64,38,24,7,6,200,25,22,9,8
LGA16610,1492,2534,1101,987,529,260,6907,161,51,20,13,8,3,257,13,25,7,5,0,0,57,182,79,25,15,8,3,313,353,172,60,19,3,7,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,361,174,60,23,3,7,628,87,66,9,12,0,0,170,3,3,3,0,0,0,15,11,20,4,4,3,0,48,103,83,12,20,4,3,225,0,0,0,0,0,0,0,2138,2871,1201,1045,544,275,8076,1631,2697,1062,970,496,293,7144,185,115,28,25,7,3,364,51,33,13,0,3,3,101,236,148,44,28,9,4,465,404,161,50,24,3,3,645,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,6,407,162,48,24,3,3,654,98,52,0,3,5,0,158,0,0,0,0,0,0,3,4,19,10,0,3,0,33,105,69,9,3,12,0,194,0,3,0,0
LGA16650,2735,4785,3035,3231,1670,1138,16592,1117,1073,471,382,132,40,3213,228,330,232,204,72,38,1108,1345,1406,707,580,204,73,4321,1026,707,287,186,56,24,2283,1579,1543,835,453,147,47,4606,1546,1898,766,402,107,42,4759,35,20,15,7,5,0,77,4185,4160,1903,1044,308,119,11722,50,11,4,3,0,0,64,3,0,3,0,0,0,9,52,38,31,18,0,8,144,106,45,40,16,4,8,215,5,9,3,4,5,0,24,8377,10399,5682,4881,2193,1334,32875,2731,4882,3120,3402,1705,1162,17008,986,935,491,381,129,64,2987,222,397,282,313,124,56,1394,1211,1333,772,691,252,119,4386,728,611,300,219,68,34,1968,2005,1861,1095,615,180,58,5813,1373,1784,945,521,161,58,4830,36,27,10,9,4,0,85,4138,4280,2346,1356,413,154,12692,55,14,6,0,0,0,75,0,0,0,0,0,0,3,47,71,25,34,10,9,199,107,81,28,35,13,9,271,14,21,11,9
LGA16700,3109,5887,3671,4601,1949,793,20011,786,832,489,367,103,26,2615,804,981,489,376,99,28,2780,1595,1810,979,746,202,52,5387,1059,511,194,92,22,9,1890,2669,1947,801,336,69,13,5834,1023,863,324,139,33,3,2384,23,20,8,3,0,0,60,4768,3341,1328,570,129,30,10162,9,11,3,0,0,0,21,4,0,0,0,0,0,4,19,13,20,14,8,3,70,27,19,20,14,8,3,93,3,0,0,3,0,3,13,9510,11062,5999,5930,2282,882,35661,3028,5463,3715,4782,2036,858,19884,799,807,499,394,115,27,2646,805,980,630,455,130,53,3044,1597,1787,1128,847,245,80,5689,1223,717,246,143,45,12,2388,2289,2025,834,397,85,17,5652,1319,1519,683,341,74,18,3960,11,8,0,0,0,4,25,4842,4268,1761,884,204,53,12019,10,4,0,0,0,0,7,0,0,0,0,0,0,0,14,14,3,5,0,3,49,23,15,3,5,0,3,59,7,14,0,5
LGA16900,2342,5480,3288,3772,1699,684,17259,509,449,134,66,23,4,1187,342,379,115,75,15,10,937,858,825,250,136,38,15,2129,570,309,86,40,12,3,1025,28,25,4,0,0,0,56,17,5,3,0,0,0,27,12,3,4,0,0,0,21,631,339,98,44,12,3,1130,158,90,7,0,6,0,263,0,0,0,0,0,0,0,13,4,8,0,3,0,31,163,103,12,0,7,0,287,0,5,4,7,3,0,16,3995,6754,3658,3968,1762,699,20831,2765,5980,3421,3791,1666,835,18461,693,550,165,91,18,6,1527,357,340,143,79,30,9,968,1053,890,313,175,51,16,2493,586,296,95,45,11,3,1045,45,36,6,3,0,0,89,0,0,0,0,0,0,0,7,5,3,0,0,0,13,631,344,99,51,11,5,1146,179,94,11,3,0,0,289,0,0,0,0,0,0,0,13,16,7,8,0,6,44,187,112,17,10,0,4,333,5,0,0,0
LGA16950,6826,12598,4303,4260,1841,819,30652,505,338,47,27,12,3,936,123,95,28,11,8,0,265,629,433,75,41,18,3,1198,876,340,57,26,3,0,1294,15,4,0,0,0,0,18,7,3,0,0,0,0,19,34,15,3,0,0,0,61,935,359,63,26,3,0,1393,384,199,16,10,0,0,616,8,10,0,3,3,0,22,18,23,9,13,5,3,65,407,230,24,21,13,3,700,5,3,0,0,0,0,10,8794,13632,4469,4344,1876,829,33955,7592,13073,4452,4084,1818,834,31845,771,556,104,51,18,14,1518,143,136,27,16,6,3,332,916,685,126,65,31,20,1846,967,372,65,27,3,5,1436,14,0,0,0,0,0,22,5,0,0,0,0,0,5,32,12,4,0,4,0,57,1018,386,73,26,10,5,1520,389,187,12,5,5,0,598,0,0,0,0,0,0,3,12,23,8,7,3,0,60,404,217,19,11,12,3,657,32,17,0,8
LGA17000,976,2092,1089,1378,670,281,6486,104,87,35,20,7,8,254,9,13,3,0,0,0,22,112,99,40,23,3,8,278,230,113,29,14,10,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,236,115,29,14,8,0,402,54,23,5,3,3,0,89,3,3,0,4,3,0,11,10,7,0,0,0,0,18,68,32,7,11,4,0,117,0,0,0,0,0,0,0,1387,2337,1162,1424,691,288,7288,1171,2274,1162,1361,634,279,6885,107,114,47,25,9,3,308,39,31,16,11,0,0,95,149,142,66,35,11,7,404,219,94,28,10,3,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,217,94,28,10,3,0,354,50,29,3,0,0,0,82,0,3,0,0,0,0,5,9,4,6,0,0,0,23,61,37,5,3,0,0,114,3,0,0,0
LGA17040,1532,2341,862,878,351,159,6123,65,26,13,11,0,3,113,21,23,6,7,0,0,58,82,54,20,17,0,3,176,224,76,22,19,4,0,347,24,20,5,0,0,0,48,0,0,0,0,0,0,3,18,8,3,4,0,0,31,266,106,27,24,3,0,429,27,12,3,0,0,0,45,3,3,0,0,0,0,7,21,12,8,0,3,0,45,52,21,13,3,3,0,100,10,7,0,0,0,0,21,1953,2532,925,914,366,159,6849,1632,2381,825,879,373,148,6237,171,93,29,36,7,4,335,37,40,8,15,6,0,106,211,134,37,49,16,4,438,168,83,32,18,6,0,298,13,10,11,4,0,0,40,4,3,0,0,0,0,10,5,0,0,0,0,0,5,189,98,40,25,6,0,361,34,15,0,4,0,0,54,7,8,3,0,0,0,12,12,8,8,4,0,0,28,53,26,13,7,0,0,99,45,14,14,5
LGA17080,1250,1884,718,689,348,152,5042,73,11,0,0,0,0,84,3,8,3,0,0,0,16,74,17,3,0,0,0,103,180,61,13,5,0,0,261,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,67,13,5,0,0,272,25,4,4,3,0,0,36,5,0,0,0,0,0,9,13,12,3,4,0,0,36,39,26,7,5,0,0,74,0,0,3,0,0,0,3,1556,1990,744,705,345,149,5494,1293,1922,686,695,316,159,5071,31,9,4,0,0,0,50,16,7,3,0,0,0,27,54,12,6,3,0,0,73,169,45,9,3,0,0,219,5,0,0,0,0,0,3,20,15,4,0,0,0,45,0,0,0,0,0,0,0,194,63,16,3,0,0,270,25,5,0,0,0,0,32,6,0,0,0,0,0,6,10,8,0,0,0,0,21,33,12,6,0,0,0,56,16,4,0,0
LGA17100,778,1303,1030,1276,696,401,5479,52,37,27,16,4,4,150,74,146,108,106,36,11,474,123,185,134,120,41,18,624,515,457,281,216,59,23,1553,242,298,169,125,36,13,881,379,646,406,267,64,24,1786,3,4,0,0,0,0,6,1133,1403,855,603,169,63,4225,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,14,5,3,3,3,35,8,14,5,3,3,3,36,0,0,0,0,0,0,0,2046,2896,2023,2008,909,485,10363,796,1369,1047,1246,697,453,5609,100,62,28,38,8,8,244,206,162,125,126,35,14,676,302,226,156,165,47,19,912,326,320,239,172,45,26,1129,356,558,409,251,73,26,1676,354,676,509,346,86,31,2006,0,0,0,0,0,0,4,1038,1554,1158,772,207,85,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,9,0,0,3,39,9,16,9,0,0,3,39,3,0,6,0
LGA17150,5975,14685,9107,12271,5715,1899,49656,1299,982,339,240,73,30,2954,1267,1980,987,668,148,54,5110,2569,2959,1325,907,224,79,8061,1923,989,240,123,30,4,3305,2809,2552,716,233,48,14,6370,2135,2158,581,194,29,5,5101,61,37,15,9,0,0,118,6930,5731,1546,558,104,22,14892,64,39,7,4,0,0,118,7,0,0,0,0,0,8,28,33,27,13,4,3,108,103,72,32,19,3,3,234,6,15,3,5,0,0,32,15582,23460,12014,13769,6049,2008,72881,6192,14814,9057,12516,5822,1989,50389,1396,1012,335,213,64,19,3040,1405,2079,1034,782,210,62,5571,2804,3087,1370,993,276,80,8605,2015,1159,306,114,31,0,3628,3047,2913,906,401,77,14,7361,2035,2029,574,239,40,5,4924,63,27,5,12,4,4,120,7154,6127,1789,768,153,26,16026,95,39,12,5,0,0,158,3,0,0,0,0,0,4,57,43,30,11,9,3,146,154,82,38,21,9,4,307,5,11,0,3
