LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA16550,119,6,77,16,9,222,53,3,8,3,0,65,242,8,48,8,20,336,134,14,87,17,10,265,113,3,36,4,14,168,474,14,184,23,28,724,1517,46,534,62,83,2239,1223,53,553,52,86,1961,382,39,332,31,29,817,121,22,170,19,7,334,37,8,90,21,6,154,22,4,61,0,3,94,6,0,34,4,0,48,36,20,57,8,3,118,76,4,35,10,6,134,4558,248,2308,261,309,7682,114,10,98,14,8,240,11,0,7,3,3,30,174,0,28,7,12,221,83,5,23,14,10,127,73,8,47,0,3,133,119,9,61,10,16,213,295,11,128,14,20,472,1257,25,479,53,62,1878,1467,50,622,72,71,2274,675,25,398,48,39,1183,322,25,291,26,31,704,124,11,198,31,17,373,68,11,111,15,10,211,83,41,265,36,8,434,126,7,57,12,5,205,4994,251,2799,357,314,8709,117,9,81,6,6,229,10,0
LGA16610,34,4,33,6,6,91,23,0,10,0,4,37,91,5,67,10,12,186,99,12,122,13,10,263,46,10,51,0,3,107,21,0,46,3,3,78,5,4,16,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,3,0,0,25,332,47,347,29,45,809,38,6,35,4,0,80,9,0,0,0,0,6,40,0,19,0,0,64,66,4,39,3,5,117,49,3,40,3,8,96,77,18,102,5,8,208,57,23,115,13,11,218,14,5,16,0,3,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,18,0,5,0,0,32,373,60,376,32,43,879,29,8,23,3,0,65,3,0
LGA16650,65,3,78,9,8,158,21,0,5,0,0,26,109,3,55,8,6,175,142,11,88,3,19,258,285,13,216,20,26,562,606,51,476,45,52,1237,680,67,563,53,113,1482,314,55,277,43,64,751,45,9,48,8,19,124,21,3,19,3,3,49,7,3,13,0,0,21,0,0,0,0,0,4,4,0,3,0,0,8,10,0,9,0,0,20,53,7,30,10,11,114,2367,231,1867,206,315,4984,79,12,87,15,9,202,8,0,4,0,0,16,59,0,18,0,4,83,55,3,23,7,12,98,55,6,29,4,10,104,108,8,72,10,11,211,468,40,312,38,33,884,1028,91,832,73,99,2124,508,75,444,48,75,1141,138,25,164,19,37,392,54,14,55,12,5,143,20,3,30,7,5,67,9,3,10,0,0,19,10,5,16,0,5,39,67,13,53,12,7,148,2655,294,2136,248,326,5659,92,9,81,9,4,198,0,0
LGA16700,94,3,65,9,19,188,42,0,9,0,0,48,145,7,42,9,9,222,241,12,107,12,15,390,271,15,147,12,16,461,561,23,292,35,36,949,664,49,443,56,53,1259,420,60,443,50,56,1040,99,20,150,18,10,300,22,6,37,3,7,77,16,6,12,4,3,34,6,0,9,0,0,16,3,0,3,0,0,9,12,3,11,3,0,32,58,8,29,8,6,119,2654,208,1803,238,233,5140,100,9,51,11,9,180,13,0,0,0,0,18,123,3,9,4,4,148,106,0,23,5,14,148,66,0,41,3,6,120,149,9,75,7,9,254,629,20,288,34,26,1001,1116,48,713,71,61,2016,502,50,531,67,53,1210,202,28,282,44,34,593,74,16,124,17,12,237,28,9,53,5,5,102,10,8,18,3,3,45,19,5,38,5,4,72,68,4,48,4,16,138,3209,204,2293,288,259,6261,106,12,63,10,7,196,8,0
LGA16900,41,0,31,6,6,85,30,0,3,0,4,41,208,20,67,11,21,328,154,16,108,6,35,329,155,29,151,13,51,401,204,36,318,23,43,622,67,30,182,20,19,312,16,7,40,3,0,71,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,11,21,3,19,0,5,50,898,142,931,91,186,2252,42,4,25,3,3,74,8,0,0,0,0,15,142,3,15,6,14,183,88,14,49,3,17,171,66,15,57,9,20,170,153,26,118,24,41,361,226,50,302,21,56,662,139,56,291,30,47,564,26,29,79,15,14,157,0,3,18,0,0,23,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,28,3,16,0,9,53,920,206,987,110,213,2436,33,3,25,3,4,73,7,0
LGA16950,139,13,83,4,8,243,45,3,21,0,4,77,302,25,169,14,18,527,406,36,434,24,58,957,198,34,289,14,21,557,151,52,278,21,28,522,49,15,87,7,5,164,8,0,13,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,13,43,6,33,4,9,97,1349,192,1408,89,163,3197,111,14,67,3,19,218,18,0,5,0,0,32,129,12,56,5,9,209,252,11,129,18,31,441,215,28,211,12,24,491,316,60,347,43,49,805,267,85,380,34,36,804,103,37,150,19,11,320,14,6,12,3,0,34,4,0,8,3,0,13,3,0,0,0,0,8,3,0,0,0,0,4,0,0,3,0,0,3,6,0,4,0,0,9,36,7,33,6,8,79,1463,255,1414,138,193,3464,81,9,49,9,5,151,13,0
LGA17000,49,5,45,0,6,105,9,0,3,0,0,10,64,5,57,0,0,126,67,12,89,5,18,198,44,4,44,4,4,98,67,3,67,4,4,154,39,9,78,3,5,140,4,4,40,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,3,9,0,3,31,363,52,445,28,47,931,27,5,34,4,8,72,4,0,4,0,0,10,28,0,13,7,0,44,34,3,25,3,9,69,26,7,47,4,9,97,58,6,56,3,4,137,85,6,92,3,15,205,85,16,155,5,8,277,15,9,31,8,0,65,4,0,3,0,0,7,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,11,3,20,4,7,43,394,56,476,35,65,1024,23,0,23,0,0,53,5,0
LGA17040,50,6,58,0,3,123,7,0,6,0,0,15,70,7,50,0,5,140,63,11,73,4,10,157,24,3,21,0,0,45,25,3,25,6,0,55,16,0,19,0,0,33,7,0,14,0,0,22,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,15,0,0,27,270,32,284,16,22,622,37,3,48,6,0,98,7,0,6,0,0,11,36,8,16,0,0,54,63,7,37,0,8,120,39,0,41,3,3,87,40,7,63,0,4,112,31,6,49,3,0,92,16,9,26,3,0,53,0,0,3,0,0,3,3,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,12,0,16,0,0,31,293,35,303,25,19,673,49,10,34,9,6,95,5,0
LGA17080,53,3,55,6,5,120,25,3,17,4,3,44,83,11,83,3,8,184,49,6,76,0,6,138,10,3,26,5,3,41,4,0,9,0,0,20,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,10,0,4,0,5,19,233,26,268,17,30,582,42,3,43,3,4,95,15,0,6,0,0,18,58,3,32,3,4,98,45,13,53,9,11,132,28,4,34,0,0,73,31,6,46,3,3,94,13,9,41,4,3,70,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,4,0,9,0,0,10,253,45,254,21,23,604,34,4,33,0,4,77,3,0
LGA17100,26,3,10,10,4,49,15,0,0,0,0,15,29,3,10,6,3,52,50,10,49,13,6,128,68,13,64,16,8,156,133,24,153,23,17,350,301,44,208,38,26,621,126,41,142,39,22,375,16,9,31,16,9,77,3,3,20,3,0,31,3,3,6,3,0,16,0,0,3,0,0,13,0,0,0,0,0,4,0,0,3,0,0,4,20,7,20,3,4,52,804,160,719,170,102,1955,35,3,26,7,10,86,0,0,0,0,0,0,24,0,6,3,0,35,25,5,8,3,3,41,21,3,9,3,0,30,21,3,12,6,0,44,125,11,110,22,14,277,429,37,346,46,44,902,258,30,187,51,36,560,63,14,54,23,19,170,12,10,27,9,3,56,6,3,11,9,0,31,3,3,7,0,0,15,6,3,4,4,4,16,36,4,19,6,4,68,1070,135,818,188,133,2345,35,4,29,14,3,81,0,0
LGA17150,109,11,72,11,12,217,28,0,3,0,0,34,165,11,87,7,4,281,204,16,117,10,20,363,208,12,95,11,13,337,806,30,394,41,36,1307,929,62,649,52,93,1791,468,91,677,80,92,1410,128,33,174,32,31,400,28,3,77,10,12,129,15,3,35,5,8,61,9,8,23,4,4,42,4,0,8,3,0,16,11,4,12,3,6,32,54,12,39,8,10,121,3171,294,2465,285,338,6553,87,9,78,20,16,212,10,0,3,0,0,16,87,0,22,0,5,117,111,8,49,6,4,184,107,13,59,8,7,194,142,8,64,10,14,239,491,27,257,29,37,840,1167,70,781,65,93,2172,513,81,651,94,79,1412,205,57,370,59,70,756,66,42,176,22,37,343,29,16,77,21,10,158,19,9,35,13,8,77,32,14,45,12,13,118,78,9,49,12,5,149,3143,354,2714,367,401,6975,92,14,70,10,15,200,10,0
LGA17200,205,5,66,14,15,290,102,3,14,3,12,128,445,10,65,34,30,583,243,12,47,15,16,332,218,3,35,10,11,275,606,5,104,13,15,744,2025,9,217,20,28,2297,2809,13,437,41,52,3348,1270,7,192,24,22,1515,497,10,127,22,20,669,236,0,73,4,8,323,117,4,30,5,4,163,66,0,15,5,4,97,147,9,38,15,16,222,151,3,34,14,6,215,9134,95,1481,235,250,11200,191,12,69,13,5,297,50,0,13,0,0,66,371,7,31,12,21,432,136,9,27,25,18,213,89,6,27,3,7,137,269,3,53,12,14,342,722,9,128,11,18,888,2052,10,225,15,27,2318,2751,20,408,22,25,3224,2264,13,371,17,27,2691,1293,3,285,30,27,1635,616,6,129,18,7,783,365,8,105,15,17,508,525,14,166,38,30,774,234,4,42,11,22,313,11934,106,2066,243,273,14619,182,4,94,7,6,296,31,0
LGA17310,103,11,107,11,7,246,40,0,23,0,7,73,174,14,136,6,31,365,225,21,269,20,40,580,96,18,135,5,10,264,101,13,141,10,18,278,41,6,61,7,5,129,5,4,22,7,4,40,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,27,3,34,3,7,70,835,99,918,74,132,2059,83,15,86,3,8,203,11,0,7,0,3,16,113,4,43,3,5,161,151,16,126,10,27,336,124,10,108,14,18,280,198,27,211,15,35,479,201,17,261,16,22,511,63,23,132,13,14,240,8,0,14,0,0,27,0,4,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,37,11,20,3,8,80,995,121,1001,82,150,2345,100,18,59,9,5,186,4,0
LGA17350,27,0,19,3,0,51,3,0,3,0,0,6,31,3,17,0,3,58,16,4,24,0,0,46,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,81,12,75,4,4,175,21,0,15,0,0,39,3,0,3,0,0,4,20,0,13,3,0,30,23,5,15,4,0,58,8,0,11,0,0,19,4,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,12,68,7,3,171,16,0,18,0,0,40,3,0
LGA17400,29,0,30,0,0,54,3,0,21,0,3,31,32,4,43,0,10,86,15,3,16,0,0,35,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,80,16,116,3,12,220,20,0,9,0,0,34,0,0,6,0,0,3,10,0,19,3,4,39,36,4,21,3,3,69,15,0,18,0,0,37,3,0,14,4,0,22,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,99,7,97,14,5,223,26,0,10,0,3,44,3,0
LGA17420,82,13,71,12,18,192,9,0,3,0,0,16,49,5,34,3,3,98,71,3,64,5,3,152,28,4,29,3,0,64,105,10,92,17,17,233,541,43,486,34,61,1159,279,97,526,90,98,1088,89,49,205,22,42,408,21,12,66,12,11,120,8,10,38,7,4,69,3,0,13,3,0,24,3,4,8,0,0,21,5,9,13,3,0,31,27,5,24,8,10,80,1325,255,1668,223,263,3735,87,12,79,10,14,203,3,0,0,0,0,3,21,0,8,3,3,33,32,3,18,3,3,55,42,0,37,3,7,88,46,4,35,6,5,98,92,11,88,7,11,205,293,42,369,41,36,786,341,90,560,75,69,1137,152,72,344,61,75,708,71,45,159,41,31,351,21,21,67,9,8,129,12,13,37,11,4,70,16,26,44,15,13,114,36,12,41,12,19,123,1264,352,1877,302,300,4094,61,8,65,5,7,148,0,0
LGA17550,107,11,46,7,11,180,39,0,10,0,3,46,175,12,65,10,7,269,244,15,112,9,38,405,226,17,144,7,42,438,315,45,291,35,48,732,229,53,390,32,44,753,69,30,139,16,19,274,9,0,28,3,3,47,3,3,8,0,0,7,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,46,5,31,3,10,93,1457,186,1267,117,224,3254,53,10,52,9,8,130,12,0,4,0,0,13,118,7,25,10,9,162,116,8,38,13,9,174,84,4,47,8,10,140,205,12,97,16,21,346,437,30,391,24,53,943,410,103,558,60,70,1198,92,39,161,22,12,333,19,13,46,3,3,97,6,9,11,3,4,38,4,0,13,0,0,13,0,0,6,0,0,7,7,0,9,0,0,18,46,7,26,3,3,80,1614,239,1480,176,202,3700,48,8,40,12,8,117,7,0
LGA17620,97,14,74,4,14,198,7,0,9,0,0,20,61,9,57,3,3,129,73,12,52,0,11,145,27,0,26,0,3,57,13,0,19,7,0,36,7,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,3,15,0,3,37,292,33,260,21,32,641,76,3,92,8,9,185,3,0,0,0,3,4,22,5,13,3,3,47,46,3,32,0,8,90,37,3,36,0,3,83,29,4,52,0,6,89,36,7,43,0,8,97,10,3,39,0,0,53,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,21,5,19,3,0,51,291,37,323,19,32,706,62,11,59,3,0,136,0,0
LGA17640,49,4,37,3,5,96,15,0,0,0,0,23,15,5,19,0,3,42,16,3,17,0,0,36,4,0,3,0,0,9,3,0,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,15,113,13,89,5,7,223,43,3,13,8,9,69,10,0,3,0,0,15,11,0,11,0,0,15,18,4,19,3,5,45,11,0,15,0,0,28,3,0,8,0,0,21,0,0,5,0,3,9,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,12,102,9,86,13,16,220,42,0,25,3,3,67,0,0
LGA17650,31,3,30,0,4,68,3,0,9,0,3,13,21,4,26,0,0,49,11,3,11,0,0,28,0,0,5,0,0,10,3,4,0,0,0,9,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,0,0,3,3,14,73,13,92,5,10,197,28,7,24,3,3,60,3,0,4,0,0,7,9,0,15,3,0,32,18,0,13,0,4,31,8,0,3,0,3,22,11,4,10,0,0,24,3,0,9,0,0,15,7,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,90,11,80,9,11,204,23,3,25,0,0,51,0,0
LGA17750,84,15,69,7,9,175,24,3,21,0,3,50,243,23,215,10,29,524,218,36,274,15,27,565,140,12,133,9,17,306,143,28,173,12,7,358,56,23,92,6,7,186,13,6,21,0,0,45,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,28,0,22,0,3,51,950,146,1020,56,99,2274,69,5,42,4,4,123,13,0,5,0,0,23,106,3,47,3,12,173,178,16,142,6,23,360,161,18,165,11,10,365,245,16,219,9,19,513,264,17,278,18,18,608,114,26,169,15,13,333,28,10,33,0,0,79,7,0,4,0,0,15,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,32,7,33,3,0,81,1225,130,1152,76,99,2688,51,9,31,5,4,94,13,0
LGA17850,29,3,33,3,0,72,3,0,5,0,3,11,14,3,22,0,0,41,4,0,4,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,48,7,78,3,4,143,32,4,26,3,3,66,3,0,0,0,0,3,11,0,8,0,3,24,5,0,18,0,0,25,5,0,4,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,69,15,64,5,3,155,24,5,20,3,0,55,0,0
LGA17900,79,7,89,0,11,192,12,3,26,0,8,49,25,4,48,0,7,92,13,3,31,0,0,48,5,0,4,0,0,9,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,18,0,4,35,151,16,223,3,34,431,61,3,64,3,3,138,15,3,8,3,3,29,27,3,34,0,11,73,18,6,25,5,3,58,3,3,11,0,0,15,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,0,19,0,0,27,137,16,169,13,22,351,67,0,43,0,8,121,6,0
LGA17950,26,0,21,9,0,61,7,0,4,0,3,19,14,0,11,0,8,40,5,0,5,0,0,12,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,63,5,55,9,11,142,19,5,19,0,4,45,4,0,0,0,0,3,13,3,23,0,3,41,7,0,16,0,3,25,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,13,49,6,71,0,10,143,10,0,17,3,0,32,0,0
LGA18020,59,6,38,0,8,110,20,3,11,8,3,48,64,11,72,0,7,151,7,5,12,0,0,25,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,14,0,0,24,169,31,155,8,18,375,47,3,60,5,3,119,12,0,6,0,0,17,42,9,28,5,6,97,31,10,44,4,7,96,0,0,9,0,0,10,4,5,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,8,0,0,24,148,34,170,18,17,388,41,8,27,3,0,77,4,0
LGA18050,69,3,42,5,10,132,12,0,0,0,0,12,34,0,3,0,0,39,37,0,9,0,0,56,57,0,5,0,0,60,180,4,39,5,7,235,567,8,153,26,17,767,825,14,234,19,30,1120,388,5,163,14,16,574,185,3,108,16,8,317,82,7,60,15,9,177,40,5,42,3,3,97,14,6,27,4,0,58,37,3,96,16,11,155,38,8,21,6,4,68,2566,72,997,124,106,3870,52,7,34,13,7,105,4,0,0,0,0,4,24,0,3,0,3,32,15,0,3,3,0,29,19,0,7,0,0,25,44,0,11,7,4,66,161,0,40,3,9,214,567,3,168,17,11,767,792,9,239,16,27,1084,581,11,191,15,11,818,361,12,175,10,10,574,205,5,125,10,11,347,77,4,76,6,10,171,138,38,256,29,7,466,74,3,39,5,9,128,3127,91,1375,117,119,4824,57,3,33,6,3,106,3,0
