LGA_CODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
LGA15850,961,4,0,11,0,981,655,0,0,4,0,663,164,12,35,0,0,210,97,4,16,0,0,116,142,4,13,5,0,168,9,3,25,0,0,39,62,0,8,16,0,84,57,0,3,0,0,62,542,24,99,26,0,684,11,0,3,0,0,17,109,3,8,8,0,130,2281,34,110,54,0,2473,924,4,7,10,0,949,691,0,0,6,0,701,187,22,34,4,0,251,108,6,10,0,0,122,168,5,9,3,0,186,17,3,5,0,0,26,66,0,9,4,0,84,38,0,5,3,0,47,590,41,72,11,0,717,23,0,0,0,0,23,136,0,8,6,0,150,2374,46,88,36,3,2546,893,0,5,3,8,909,655,3,0,0,5,668,194,17,29,0,7,238,81,3,9,0,0,91,170,0,8,0,3,184,4,3,24,0,0,28,58,0,9,0,0,71,31,0,0,0,0,37,539,21,82,7,10,655,19,0
LGA15900,16584,1289,842,122,4,18845,14934,955,706,74,3,16667,5040,1826,3020,87,3,9974,808,856,1831,0,3,3497,2577,597,895,67,0,4134,120,107,132,0,0,358,299,98,89,16,0,500,216,53,94,10,0,376,9062,3529,6056,182,9,18846,180,109,124,3,0,419,2337,506,1060,76,3,3980,43097,6388,8786,465,26,58753,15787,1411,911,58,10,18185,16476,1200,963,31,13,18681,5525,2058,3121,78,27,10810,743,1076,1712,0,3,3533,2837,711,915,36,21,4515,133,212,122,3,0,468,315,105,82,13,0,520,194,54,64,0,0,321,9757,4210,6013,127,61,20166,203,126,102,4,0,430,1941,496,896,78,8,3415,44166,7443,8884,301,91,60880,15166,1952,842,58,37,18058,16384,1568,853,26,30,18853,6237,3016,3229,94,78,12664,685,1278,1480,10,17,3465,2662,733,782,25,42,4239,112,191,121,0,8,432,257,98,83,7,11,454,161,53,53,0,0,270,10120,5364,5745,140,161,21534,238,149
LGA15950,1694,1361,3655,23,3,6738,1220,1192,3277,50,3,5741,576,1158,8791,104,3,10631,22,22,426,0,0,465,247,338,1884,31,4,2501,9,10,44,0,0,61,9,21,107,4,0,140,29,33,144,3,0,209,887,1582,11388,142,4,14008,22,15,111,0,0,150,365,363,2769,30,4,3532,4192,4514,21209,249,17,30172,1801,1321,3909,18,11,7062,1323,1239,4187,20,14,6775,511,1140,9541,48,18,11258,8,64,383,0,0,461,226,332,1957,15,7,2535,11,4,28,0,0,43,18,14,106,0,3,142,17,25,97,0,0,142,795,1588,12112,65,27,14584,17,16,95,0,0,132,226,294,2274,23,9,2818,4162,4454,22570,130,57,31365,1603,1534,4489,4,24,7654,1156,1286,4090,6,4,6542,317,980,10987,38,35,12356,3,31,420,0,3,453,136,302,1963,12,7,2421,8,16,60,0,0,84,11,9,101,7,3,130,11,21,107,0,0,146,494,1352,13636,54,50,15587,26,18
LGA15990,22609,2016,5141,183,11,29965,20530,1543,5324,38,6,27448,3887,926,8843,86,3,13745,318,219,597,0,0,1136,2149,384,2375,62,0,4979,86,148,280,0,0,512,175,125,126,33,0,459,263,66,244,11,0,584,6875,1871,12460,199,4,21415,286,229,402,8,0,928,2441,417,3014,90,4,5963,52741,6076,26349,523,34,85721,21914,2347,5532,108,13,29914,21915,2045,6852,36,10,30859,3941,1179,9399,98,28,14645,255,243,672,0,0,1166,2172,572,2574,65,18,5399,61,95,395,3,0,552,181,115,153,25,3,479,228,56,177,8,4,472,6840,2258,13373,202,51,22720,280,255,511,7,0,1051,1892,464,2294,86,4,4743,52839,7365,28564,437,78,89281,21426,2836,6072,154,62,30554,22248,2053,6931,55,55,31339,3822,1125,10815,106,102,15964,189,382,494,0,0,1069,1780,464,2394,76,80,4785,55,160,275,0,0,486,114,100,118,43,10,393,141,49,142,6,9,347,6092,2275,14240,231,206,23044,246,493
LGA16100,749,3,3,4,0,761,555,3,0,10,0,568,182,17,19,4,0,216,40,0,0,0,0,40,90,5,0,3,0,97,0,0,0,0,0,3,40,0,0,13,0,51,24,0,0,0,0,24,385,22,22,18,0,441,14,0,0,0,0,15,102,3,0,7,0,112,1802,29,30,36,0,1892,799,0,0,9,0,804,599,7,0,3,0,606,168,23,28,0,0,216,29,0,11,0,0,36,94,0,4,0,0,98,3,3,0,0,0,4,45,0,4,15,0,61,20,0,0,0,0,25,361,29,41,12,0,445,11,0,0,0,0,11,91,7,3,0,0,99,1861,37,46,24,0,1969,758,0,0,3,25,790,575,0,0,8,22,600,191,10,25,0,16,234,18,0,10,0,0,29,102,0,0,0,4,113,0,0,5,0,0,7,40,0,0,0,0,39,22,0,0,0,0,22,373,11,38,0,24,443,12,0
LGA16150,4026,77,204,41,0,4352,4052,44,48,7,0,4149,1574,211,508,12,4,2308,735,56,140,7,0,940,461,16,71,5,0,554,55,3,21,0,0,80,83,3,23,19,0,126,61,5,25,3,0,89,2967,289,785,49,4,4091,54,4,24,0,0,85,588,37,125,12,0,770,11694,457,1183,114,3,13444,4123,196,68,32,6,4425,4358,111,35,6,4,4517,1952,452,409,26,0,2836,609,123,187,0,0,913,540,60,67,8,0,670,49,6,30,0,0,90,93,10,26,15,0,146,50,3,10,0,0,66,3287,654,730,53,0,4722,57,10,19,3,0,93,633,97,77,82,0,890,12465,1068,932,177,13,14644,4231,229,60,25,12,4555,4648,98,35,3,16,4794,2212,667,272,4,13,3171,494,214,105,0,0,810,597,88,37,0,6,731,27,37,13,0,11,96,67,9,10,10,8,98,42,16,3,0,3,67,3444,1027,430,20,46,4972,39,19
LGA16200,2086,30,16,36,0,2165,1569,8,3,9,0,1589,376,76,86,3,0,542,216,25,48,0,0,289,348,8,21,14,0,394,28,16,17,0,0,57,65,5,24,12,0,115,64,0,3,3,0,72,1101,132,209,35,0,1476,33,12,0,0,0,47,241,12,16,38,0,309,5032,187,247,118,0,5588,1992,38,7,27,0,2063,1579,4,11,7,3,1609,503,77,83,3,0,667,203,5,40,0,0,256,389,17,15,9,0,432,47,16,10,0,0,75,84,4,15,17,0,116,48,0,3,0,0,49,1274,123,168,29,0,1592,42,16,0,3,0,60,371,23,33,48,0,469,5256,204,215,117,5,5790,1890,24,24,30,27,1998,1529,12,5,4,11,1555,427,68,138,6,3,638,152,17,44,0,0,218,451,11,24,0,7,498,37,11,23,0,0,69,65,3,11,15,11,100,44,3,3,0,3,50,1176,112,240,18,25,1577,32,0
LGA16260,15113,1514,1730,22,33,18419,12529,2418,3441,18,66,18487,3516,1832,8852,29,25,14258,1225,801,1389,0,3,3416,1250,378,1105,21,4,2757,61,98,227,0,0,386,173,102,162,9,0,450,215,67,155,3,0,441,6436,3279,11893,64,35,21709,121,71,442,0,0,637,1856,561,2334,82,167,5000,36060,7850,19841,190,309,64243,14894,1525,2386,14,14,18829,13786,3086,5416,8,34,22325,3701,1852,10346,35,33,15969,1187,760,1643,3,9,3598,1446,414,1445,14,13,3341,99,110,412,0,0,624,188,258,203,3,14,676,152,45,142,5,0,339,6772,3442,14192,66,69,24548,198,82,358,0,3,642,1435,466,2097,68,4,4062,37078,8602,24447,149,122,70407,13990,1986,2714,17,27,18743,12953,4104,6112,52,51,23273,4047,2991,15257,129,114,22534,999,1052,1472,3,3,3532,1483,607,1895,35,30,4042,75,174,367,0,10,628,275,313,159,0,20,760,120,43,111,3,4,282,7002,5172,19264,172,170,31772,175,76
LGA16350,14372,580,471,197,4,15625,23248,935,416,29,15,24640,5457,1986,1510,24,0,8982,1451,578,517,0,0,2549,2265,310,177,30,0,2782,88,55,58,0,0,206,355,26,16,29,0,435,253,38,41,4,0,342,9875,2997,2321,90,3,15282,153,21,73,4,0,247,2301,361,404,58,3,3123,49943,4888,3679,377,28,58913,14325,1026,485,122,12,15973,23390,1744,908,14,8,26061,5518,2117,1724,24,7,9388,1316,765,575,0,0,2654,2284,412,269,36,5,3002,94,121,69,0,10,295,314,25,24,15,0,384,190,37,28,0,0,264,9717,3474,2697,77,23,15988,172,53,28,5,33,286,2209,425,458,68,34,3193,49817,6717,4575,292,103,61501,15066,1128,282,123,23,16618,23617,1823,494,22,46,26001,8108,2700,2040,43,85,12980,1153,921,531,3,0,2610,2190,385,195,14,41,2813,105,130,120,0,3,360,248,43,22,9,6,332,175,30,24,0,3,238,11976,4213,2925,77,144,19334,222,58
LGA16380,9400,1288,572,716,9,11970,6517,366,224,37,3,7149,2084,674,1140,38,0,3938,370,245,197,14,0,826,1078,193,316,52,3,1633,51,68,55,0,0,168,142,21,52,174,0,384,157,27,47,13,0,246,3873,1230,1808,281,3,7203,137,318,177,19,0,648,878,206,325,118,0,1523,20799,3413,3099,1168,11,28499,10013,1179,682,594,0,12463,7082,457,313,42,3,7898,2441,811,1212,50,4,4515,402,247,233,4,0,884,1192,232,271,39,5,1742,77,67,44,4,0,187,136,27,49,202,0,418,112,19,33,8,0,177,4357,1403,1842,312,14,7917,199,195,86,63,0,545,920,216,378,109,6,1627,22573,3444,3300,1114,23,30455,10439,1364,782,636,66,13288,7339,516,284,42,37,8215,2644,1087,1235,40,25,5031,335,300,324,0,3,960,1088,250,268,25,20,1644,60,86,49,0,5,195,114,41,51,135,13,359,107,23,35,6,7,182,4338,1782,1968,212,69,8364,158,225
LGA16400,7587,592,218,358,0,8761,6409,231,89,36,0,6766,2198,672,434,17,0,3321,643,104,81,0,0,832,738,106,92,17,0,951,59,74,11,0,0,143,464,62,15,132,0,669,127,26,13,11,0,171,4225,1047,647,172,0,6091,100,134,26,8,0,262,948,142,97,123,0,1312,19267,2144,1077,696,5,23194,7834,710,273,366,3,9191,6978,412,113,34,5,7535,2355,932,424,11,3,3722,585,127,134,0,0,846,864,174,105,23,4,1174,87,51,10,0,0,148,519,55,19,130,0,725,86,23,10,3,3,121,4488,1360,698,175,11,6729,148,76,21,16,0,257,1033,203,191,88,0,1519,20476,2761,1295,678,23,25231,8143,1193,248,370,48,9998,7348,516,82,38,21,8004,2483,1098,366,14,14,3971,476,162,73,0,0,715,860,217,80,21,12,1190,39,88,19,0,0,147,475,71,11,118,13,685,60,17,10,5,0,101,4397,1656,554,161,40,6811,97,107
LGA16490,4477,313,294,101,0,5187,5992,508,440,45,0,6982,903,534,1187,3,0,2625,529,110,43,0,0,680,566,136,260,26,0,995,23,44,10,0,0,80,375,33,29,11,0,447,82,10,20,10,0,115,2479,863,1545,51,0,4941,89,9,12,3,0,103,755,163,319,96,0,1331,13787,1848,2603,304,0,18542,4745,376,246,110,9,5492,6546,766,530,25,3,7867,945,633,1159,18,0,2753,500,94,112,0,0,703,662,225,260,17,0,1173,31,35,25,0,0,95,408,28,38,59,0,529,76,21,16,3,0,124,2621,1046,1613,98,4,5382,80,22,21,3,0,123,718,138,283,95,0,1237,14709,2343,2690,336,15,20097,4873,414,234,42,22,5572,6939,818,403,24,29,8207,1054,972,1376,11,3,3415,431,146,48,0,0,631,636,247,242,6,11,1138,33,55,10,0,0,101,344,49,44,8,3,445,72,14,6,4,3,103,2568,1479,1727,32,22,5834,77,31
LGA16550,7647,2070,3545,28,24,13306,4328,2029,3502,18,17,9890,1646,1224,10086,151,12,13118,177,665,2317,4,0,3162,639,418,2273,57,3,3386,29,14,169,0,0,214,119,102,149,12,0,389,109,41,255,5,0,413,2720,2472,15257,227,19,20687,66,54,161,0,0,280,1071,579,3065,68,15,4795,15829,7197,25534,333,69,48962,7243,2228,3724,32,7,13233,4558,2440,4654,16,14,11674,1363,1374,11119,106,21,13984,243,510,2358,0,0,3118,603,462,2538,33,13,3653,57,43,218,0,0,315,80,142,190,8,0,420,70,34,178,3,3,290,2418,2567,16605,149,40,21774,64,56,175,0,3,303,870,493,2904,29,5,4304,15152,7782,28062,229,63,51292,6682,2614,3916,51,20,13289,4334,2890,4383,64,40,11716,1205,1481,13224,230,47,16187,110,535,2454,0,0,3100,533,429,2563,79,27,3641,44,31,293,3,0,367,60,110,291,9,0,465,54,30,169,3,3,258,2016,2609,18983,325,81,24014,79,52
LGA16610,2920,83,94,326,0,3434,2256,26,39,23,0,2337,588,108,285,3,0,988,229,3,56,0,0,294,488,19,108,21,0,631,55,27,16,0,0,103,81,4,18,49,0,150,85,5,7,3,0,95,1531,169,489,77,0,2263,35,31,5,4,0,78,349,31,52,40,0,469,7094,335,684,475,0,8587,2955,109,96,283,3,3440,2352,72,43,23,0,2486,720,141,308,12,3,1185,208,27,36,0,0,275,498,49,86,6,0,646,62,28,28,0,0,117,102,12,24,68,0,204,70,14,7,4,0,88,1654,269,491,95,3,2511,44,7,22,5,0,80,362,31,55,36,0,488,7369,487,705,440,4,9014,2970,142,90,274,18,3492,2306,61,34,18,3,2423,849,148,305,15,3,1320,190,27,37,0,0,246,498,72,70,19,4,664,45,18,43,0,0,105,83,3,5,50,3,150,67,6,8,3,0,78,1731,275,462,88,16,2570,44,7
LGA16650,8398,1712,2126,59,13,12312,4784,1233,2740,14,9,8774,1677,768,4950,82,3,7491,117,129,526,0,0,775,701,215,741,29,3,1689,31,29,95,0,0,157,94,44,67,18,0,223,122,26,75,4,0,224,2752,1212,6453,133,8,10562,104,22,74,3,0,197,1259,393,1675,44,0,3383,17296,4574,13073,259,29,35232,8144,1671,2055,59,7,11935,5454,1519,3549,26,21,10574,1788,721,5076,107,22,7713,109,86,579,0,0,778,745,223,852,32,7,1856,67,28,67,0,0,164,95,35,75,32,0,240,102,20,72,4,0,200,2896,1112,6731,172,31,10949,98,23,70,3,0,193,1027,249,1347,80,7,2712,17620,4572,13761,344,57,36359,7556,1930,2142,76,14,11714,5251,1771,3947,21,29,11021,1770,1088,7523,145,46,10573,98,111,552,3,0,757,669,275,1086,60,23,2112,41,62,86,0,5,187,87,40,111,22,8,269,73,26,70,3,4,180,2734,1598,9426,230,83,14069,98,37
LGA16700,9609,1353,1426,57,3,12447,6856,1650,1885,10,6,10402,1725,1272,4856,31,5,7882,344,392,664,0,0,1399,748,295,722,18,0,1780,70,81,161,0,0,315,53,138,69,15,0,279,121,40,70,0,0,230,3064,2219,6540,62,5,11889,95,80,140,0,0,320,1010,388,1361,30,0,2789,20636,5695,11343,153,13,37841,9155,1443,1590,54,3,12248,7227,1723,2647,4,0,11607,1771,1311,5510,20,10,8622,253,472,728,0,3,1460,852,350,859,12,3,2087,52,89,230,0,0,380,73,115,90,14,0,297,83,36,68,3,0,184,3090,2378,7490,51,17,13021,84,75,188,3,3,349,826,245,834,18,0,1930,20385,5866,12745,131,27,39157,8730,1656,1736,41,28,12193,7186,1920,3029,14,29,12175,1911,1690,7642,59,44,11344,214,573,559,0,0,1353,911,377,1129,19,15,2458,31,152,117,0,14,307,78,111,87,16,12,298,78,45,55,3,3,176,3230,2940,9581,96,91,15938,113,127
LGA16900,6342,504,177,208,3,7232,7095,378,109,11,9,7601,1401,623,501,13,6,2548,1183,310,154,4,0,1646,653,145,102,9,0,913,63,27,8,0,0,103,54,15,14,28,0,108,83,24,10,3,0,120,3444,1140,793,51,6,5434,56,40,14,6,0,122,848,173,111,28,0,1170,17780,2235,1205,311,16,21556,6577,595,169,251,0,7595,7702,489,140,9,0,8345,1623,760,430,22,0,2829,1160,291,230,0,0,1684,815,199,100,19,0,1121,48,22,20,0,3,86,70,20,7,45,0,150,63,14,15,3,0,92,3773,1309,794,87,3,5967,85,35,25,7,0,147,692,131,89,33,0,948,18831,2568,1216,384,4,23001,6970,785,120,251,32,8152,7729,652,104,18,19,8523,1949,971,451,13,11,3398,1061,419,134,0,4,1613,709,215,77,17,6,1022,35,48,7,0,3,92,56,13,4,40,3,121,48,19,8,0,0,78,3860,1687,686,71,24,6328,61,63
LGA16950,14364,416,240,515,6,15546,9236,95,86,44,3,9463,3123,364,520,10,0,4014,912,132,194,0,0,1241,1511,93,130,32,0,1765,183,23,91,0,0,296,462,13,26,132,0,630,255,10,33,9,0,314,6442,642,981,192,0,8260,200,28,44,9,0,285,1650,90,155,62,3,1960,31888,1274,1511,825,11,35507,14506,537,302,495,19,15851,9795,165,109,28,11,10105,3516,562,496,15,0,4593,809,220,261,3,0,1287,1774,134,142,32,4,2078,159,53,75,0,0,292,470,19,27,137,11,661,188,15,7,7,0,223,6921,997,1009,195,17,9129,197,92,43,7,9,350,1847,176,165,111,7,2310,33261,1971,1625,832,61,37754,15350,667,189,741,103,17048,10004,198,79,42,48,10373,3847,877,359,18,24,5119,808,347,120,3,3,1279,1829,161,93,35,26,2144,157,101,27,0,8,292,437,12,8,151,31,646,208,21,8,16,5,256,7273,1523,618,220,93,9739,294,126
LGA17000,2241,59,68,50,0,2407,2701,71,43,14,0,2836,671,103,206,13,0,999,311,12,41,0,0,360,221,14,23,7,0,265,5,9,3,0,0,14,155,0,3,52,0,214,64,5,3,3,0,71,1435,136,281,74,0,1934,33,3,3,3,0,40,334,18,47,19,0,423,6741,289,448,157,0,7639,2257,52,56,46,0,2415,2951,100,36,11,0,3102,832,216,172,7,0,1230,288,15,68,0,0,371,280,21,16,10,0,329,4,0,4,0,0,14,126,6,6,64,3,207,58,0,0,4,0,64,1596,262,263,88,3,2214,39,3,6,4,0,46,301,29,33,25,0,388,7152,450,388,167,3,8164,2236,76,35,35,15,2391,2832,88,26,7,14,2961,930,307,139,3,8,1396,237,44,38,0,0,319,256,24,14,0,4,299,6,4,0,0,0,14,128,3,3,34,8,171,43,5,3,0,0,51,1596,389,202,41,20,2240,41,5
LGA17040,2836,46,54,44,6,2992,2048,32,58,22,3,2164,410,61,148,6,3,630,94,8,37,0,0,140,457,27,92,12,4,597,12,7,0,0,0,25,155,3,13,21,3,193,85,8,16,3,0,108,1214,115,306,41,13,1690,48,5,6,5,0,61,660,149,628,146,105,1683,6800,344,1057,259,128,8587,2798,107,75,39,18,3040,2160,87,81,22,10,2350,522,189,209,6,15,935,80,9,25,0,0,117,475,61,74,17,10,644,25,6,3,0,4,40,130,24,27,31,6,226,83,6,6,3,3,96,1308,307,355,60,37,2059,56,8,16,0,9,88,409,72,110,138,465,1190,6727,588,632,255,525,8728,2839,76,68,105,61,3157,2204,56,63,27,38,2380,582,192,243,12,23,1057,65,15,17,0,0,92,501,67,80,24,29,702,20,7,12,0,0,40,113,20,42,56,51,289,73,8,0,4,9,93,1358,302,394,98,122,2273,69,11
LGA17080,2341,31,41,39,6,2464,1441,0,11,12,0,1467,355,22,140,5,0,523,216,0,21,0,0,239,351,11,31,10,0,397,14,24,3,0,0,44,122,3,28,27,0,179,85,0,9,3,0,97,1145,64,223,42,0,1477,44,0,0,0,0,42,263,8,30,21,0,314,5231,99,299,118,5,5761,2188,20,35,26,0,2267,1538,0,18,6,0,1562,451,9,138,0,0,603,181,18,12,0,0,215,366,4,45,6,0,423,13,10,0,0,0,23,136,4,19,21,0,179,68,5,11,0,0,84,1209,45,230,30,3,1521,38,3,5,0,0,51,260,13,27,31,17,349,5245,84,314,96,20,5749,2238,25,15,20,14,2307,1562,0,10,3,6,1578,457,50,83,3,8,594,140,7,17,0,0,162,369,10,22,0,5,409,17,16,0,0,0,34,101,3,12,3,3,127,53,4,3,0,0,57,1130,93,131,5,16,1378,30,10
LGA17100,2663,139,444,5,0,3259,1732,215,848,10,0,2810,551,138,2172,14,0,2880,119,74,249,0,0,444,158,31,222,4,0,415,15,4,66,0,0,85,29,3,31,0,0,62,31,7,38,0,0,67,906,255,2773,19,0,3961,25,3,33,0,0,61,362,52,656,6,0,1073,5687,667,4761,37,3,11158,2553,181,531,0,0,3262,1890,233,1443,3,0,3566,587,166,2172,21,0,2945,116,191,157,0,0,464,182,46,338,10,0,565,15,49,28,0,0,93,29,14,26,0,3,72,28,4,24,0,0,64,961,465,2744,27,7,4206,44,13,15,0,0,80,390,64,607,0,0,1067,5840,954,5341,41,7,12180,2524,138,542,11,5,3220,1783,226,1512,35,23,3581,554,257,3078,58,48,3994,86,99,280,0,0,462,189,43,452,16,13,708,13,20,37,0,0,65,21,7,89,0,9,128,18,5,33,3,3,63,877,421,3973,76,76,5429,26,3
LGA17150,22482,2801,2722,68,17,28086,21577,2359,3540,15,9,27498,2720,1518,5769,43,9,10053,441,498,901,0,0,1843,1218,322,1036,41,0,2615,65,81,124,0,0,274,127,192,60,48,0,422,153,48,120,3,0,326,4731,2657,7999,137,10,15539,148,76,288,0,0,510,1854,464,1745,69,0,4133,50795,8358,16293,287,32,75773,22261,3096,2997,97,5,28450,22525,2684,4209,23,3,29441,2819,1368,5899,68,6,10163,355,491,931,0,0,1783,1285,343,1102,41,5,2772,100,104,184,0,0,392,145,197,58,83,3,492,131,26,72,9,0,235,4833,2527,8258,204,11,15832,182,99,255,3,0,537,1541,491,1443,53,0,3524,51339,8892,17161,377,18,77788,21306,3748,3426,100,33,28612,22187,3315,4056,28,48,29638,2831,1648,6517,104,41,11151,271,654,765,0,3,1696,1001,392,979,33,19,2427,66,105,181,0,3,360,87,155,37,91,3,376,139,27,66,9,0,230,4398,2990,8540,233,79,16242,169,91
