LGA_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
LGA14600,0,0,0,0,0,0,0,0,0,9,342,235,205,245,304,246,232,140,51,1995,0,0,0,0,0,0,0,0,0,0,4,3,0,3,12,0,0,0,0,25,34,44,23,14,19,6,8,5,0,163,547,214,222,240,233,242,185,111,29,2018,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,0,0,14,0,0,0,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,4,0,3,0,19,0,0,0,3,0,0,0,0,0,6,11,0,0,3,0,0,3,0,0,25,32,7,4,5,16,3,5,0,0,77,49,42,49,64,100,83,86,57,23,553,9,4,0,4,0,3,0,0,0,28,7,3,3,5,0,0,0,0,0,24,113,53,45,67,91,80,57,42,13,556,24,15,10,14,21,10,7,5,0,102,0,0,0,3,3,0,0,0,0,8
LGA14650,126,99,104,178,217,117,38,15,3,894,7890,5240,5269,6881,7489,7390,5269,3851,1247,50524,0,0,0,0,0,0,0,0,0,0,855,509,407,598,610,640,427,289,117,4442,61,27,24,38,17,37,19,14,3,240,9004,5660,4417,5863,5923,4955,3344,2198,574,41946,32,26,12,27,22,30,37,25,3,215,270,199,185,241,232,225,170,89,29,1640,169,97,87,132,101,95,58,37,18,791,74,82,43,58,59,38,38,18,9,424,61,52,49,91,105,150,112,128,16,765,6,3,5,5,0,3,0,0,0,24,23,30,23,43,34,30,23,26,6,235,572,452,289,345,419,230,89,58,13,2470,674,519,513,917,1274,1286,1061,834,270,7354,227,159,127,146,203,148,123,88,26,1251,558,597,351,363,401,372,299,289,167,3396,2329,1797,1169,1942,2500,2472,1886,1536,507,16143,724,481,326,440,429,251,133,79,26,2895,96,69,44,61,55,40,42,17,11,452
LGA14700,82,59,167,128,125,75,34,10,11,686,932,552,741,890,824,741,448,472,282,5875,0,0,0,0,0,0,0,0,0,0,40,18,45,49,36,25,14,8,6,243,0,0,0,0,0,0,0,0,3,10,2126,1302,1200,1377,1143,868,446,363,135,8959,7,4,10,11,8,4,4,3,0,52,132,59,115,138,96,58,67,35,9,699,9,0,11,6,0,3,0,0,0,30,0,3,5,3,0,0,3,0,0,17,29,17,27,28,23,26,23,11,9,201,16,20,41,22,29,27,26,13,6,194,11,8,6,12,8,12,0,3,0,69,25,38,35,31,17,21,5,0,0,179,82,48,118,132,153,108,77,81,44,850,4,4,5,4,3,4,0,3,0,25,0,6,3,3,0,0,0,3,0,25,160,107,161,174,163,161,89,99,78,1191,56,52,69,59,37,34,18,14,10,341,0,0,9,6,4,4,8,3,0,42
LGA14750,0,3,3,7,7,0,0,0,0,21,504,321,274,375,403,333,256,162,62,2698,0,0,0,0,0,0,0,0,0,0,15,5,18,4,5,10,9,3,5,70,56,31,14,18,10,8,3,0,3,147,1124,559,453,577,528,404,323,153,48,4167,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0,4,0,4,0,25,3,0,7,9,3,6,0,3,0,30,0,0,0,0,0,0,0,0,0,0,29,9,10,19,11,8,5,0,0,91,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,32,13,12,8,17,3,6,6,0,107,145,84,95,113,143,122,103,77,14,890,18,10,3,5,8,11,8,4,0,70,10,0,5,4,0,4,0,0,0,24,110,66,66,93,99,108,47,47,13,648,18,13,12,6,10,8,0,0,0,70,0,0,0,0,0,4,0,0,0,4
LGA14850,70,65,82,96,146,90,10,3,0,553,1346,1012,825,1251,1451,1188,811,599,247,8734,0,0,0,0,0,0,0,0,0,0,68,53,48,66,67,52,31,18,6,416,3,0,4,0,0,6,0,0,5,24,2432,1617,1029,1393,1635,1084,783,570,196,10739,16,16,10,10,14,11,9,5,4,99,32,10,7,24,23,11,3,3,0,116,45,24,20,30,32,30,15,3,4,211,14,7,3,10,8,9,8,4,3,66,11,13,15,18,18,25,23,10,0,131,0,4,0,0,3,0,0,0,0,5,13,6,14,4,5,8,7,4,0,59,91,78,36,60,57,42,10,10,4,384,318,236,232,381,403,381,307,243,111,2619,19,21,8,13,14,21,16,15,0,129,68,44,32,31,44,43,36,17,10,325,463,402,236,404,508,406,314,229,115,3074,214,138,112,95,122,73,18,14,13,794,52,28,36,18,31,30,12,0,3,194
LGA14870,15,8,23,19,17,21,0,3,0,106,741,505,582,723,891,844,544,350,107,5287,0,0,0,0,0,0,0,0,0,0,59,33,17,36,34,33,29,12,4,262,58,26,21,20,11,23,7,7,3,176,1240,732,545,756,722,666,438,248,78,5422,0,0,0,0,0,0,0,0,0,4,5,3,9,6,12,12,4,3,0,53,12,11,17,8,20,10,5,5,3,90,0,0,3,8,7,4,8,0,0,22,6,5,3,3,10,9,3,5,4,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,4,0,13,22,26,6,18,26,14,5,5,0,123,102,73,101,144,204,207,118,100,36,1090,10,25,15,18,19,24,15,4,3,137,16,3,0,15,8,3,13,3,0,56,322,183,131,188,213,270,174,133,41,1665,76,30,29,30,38,34,16,10,0,265,0,0,5,0,0,0,0,0,0,12
LGA14900,2220,1317,1557,1742,1468,559,222,129,29,9239,3722,2423,2778,3183,2902,2432,1576,917,264,20190,218,179,116,160,140,72,32,13,0,926,494,345,321,323,306,193,80,49,19,2121,19,9,6,16,11,12,4,10,0,80,13604,7848,7887,8738,6996,5292,3236,1839,482,55926,31,33,23,13,33,26,13,3,0,177,2861,1708,2178,2178,1652,1244,689,232,49,12793,120,133,146,184,119,90,63,31,5,892,319,179,121,131,92,37,25,6,0,914,50,55,52,81,71,80,82,65,5,539,326,193,131,181,169,84,35,16,3,1146,137,64,72,86,52,47,19,6,3,488,617,372,330,369,290,162,51,20,7,2222,250,254,259,401,406,356,213,125,46,2309,41,35,33,34,35,22,24,14,4,253,100,70,69,69,59,37,20,7,3,427,485,395,323,394,402,295,146,108,43,2589,584,389,301,323,245,117,44,24,14,2030,80,52,43,52,42,37,19,8,3,335
LGA14920,0,3,3,6,0,3,0,0,0,11,585,270,301,435,509,476,330,232,79,3222,0,0,0,0,0,0,0,0,0,0,12,11,3,5,9,9,3,0,0,48,0,0,0,0,0,0,3,0,0,4,372,208,166,231,251,268,172,98,28,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,11,7,3,10,0,3,4,0,36,0,0,0,0,0,3,4,0,0,8,3,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,14,14,12,12,6,6,0,0,88,29,11,24,38,60,45,38,36,4,279,3,0,0,3,5,0,0,3,0,17,0,0,0,7,0,0,7,3,0,14,62,36,30,61,59,100,69,48,9,472,22,3,4,7,10,16,8,0,0,67,0,0,0,0,3,6,3,0,0,13
LGA14950,0,0,3,0,0,0,0,0,0,5,112,51,61,99,127,110,73,50,26,703,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,285,96,91,128,122,99,63,48,25,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,22,14,29,31,28,8,16,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,16,6,0,12,10,0,0,0,61,49,24,28,43,52,54,40,26,13,311,0,0,0,0,0,5,0,0,0,7,0,4,0,0,0,0,0,0,0,6,89,58,35,53,69,67,46,36,8,470,5,0,0,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0
LGA15050,27,22,27,40,49,15,4,4,0,194,3699,2335,2473,2742,2639,2293,1278,938,284,18681,0,0,0,0,0,0,0,0,0,4,336,199,180,211,188,125,73,31,15,1360,40,41,7,11,19,3,3,3,3,135,4453,2522,2296,2584,2468,1721,1144,763,227,18178,16,23,13,10,26,23,18,11,4,137,27,15,24,33,22,26,9,14,5,185,33,30,25,14,41,20,16,5,0,186,72,20,36,18,21,14,6,5,3,201,28,19,27,34,30,36,15,23,0,215,0,0,4,0,0,0,7,0,0,7,24,15,19,23,14,12,7,4,3,123,139,92,84,74,80,42,13,12,0,541,249,233,298,363,454,415,272,188,63,2525,94,47,63,63,68,57,36,37,7,462,44,9,23,27,28,27,8,3,3,175,822,496,436,658,670,590,382,262,91,4406,281,145,121,153,129,58,26,16,6,933,3,7,4,3,3,4,4,5,0,36
LGA15240,57,41,40,85,116,49,13,5,0,410,4276,2386,2088,3341,3998,4745,4088,2816,821,28559,0,0,0,0,0,0,0,0,0,0,242,185,113,185,272,260,223,133,43,1657,0,0,0,0,0,0,0,0,3,8,3391,1900,1338,2175,2343,2525,2128,1115,269,17174,36,24,17,28,42,43,50,42,16,294,30,9,19,45,24,37,35,14,0,225,138,68,66,77,90,50,42,31,5,569,21,23,12,23,27,39,40,26,3,228,21,15,11,25,39,59,69,30,8,280,3,0,0,3,5,4,0,0,0,18,30,16,18,20,18,23,17,19,3,157,150,95,55,98,113,86,55,28,10,689,270,178,182,421,639,801,664,540,151,3840,117,60,38,60,90,96,96,79,18,652,52,24,23,43,54,34,43,40,7,319,823,531,339,626,816,978,894,695,196,5903,321,171,122,170,218,125,98,40,12,1259,9,6,3,9,18,18,5,5,0,66
LGA15270,7,5,11,17,20,13,3,0,0,72,1234,663,638,975,1014,1124,784,509,173,7123,0,0,0,0,0,0,0,0,0,0,49,39,25,41,40,26,12,9,4,239,0,0,0,0,0,0,0,0,0,3,1384,687,605,858,761,754,461,238,92,5838,0,0,0,0,0,4,0,0,0,3,11,3,6,16,16,19,11,15,0,92,21,8,20,17,5,15,8,3,0,109,0,0,3,0,3,6,0,0,0,16,4,0,5,22,12,13,22,9,0,86,0,3,0,0,0,0,0,0,0,10,12,0,4,9,0,5,4,0,3,36,59,25,17,30,24,20,19,4,0,200,91,69,76,117,168,209,132,101,32,997,17,13,5,18,13,8,5,5,0,85,6,3,3,3,3,3,4,0,0,27,123,117,80,152,175,173,121,74,23,1034,88,27,30,41,33,31,17,6,3,278,0,0,0,0,4,3,0,0,0,7
LGA15300,3,0,3,11,8,4,0,0,0,26,1117,545,674,795,697,617,331,184,34,4998,0,0,0,0,0,0,0,0,0,0,33,24,25,19,15,16,8,0,0,144,3,3,3,0,6,0,0,0,0,15,1124,504,580,585,482,394,232,97,31,4035,4,0,0,0,0,3,0,0,0,11,4,0,8,3,10,13,6,0,0,53,17,6,3,6,10,6,4,0,0,55,3,0,3,3,3,0,0,0,0,10,15,12,20,10,24,6,0,0,0,94,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,6,0,0,10,44,18,14,12,17,14,3,0,0,126,102,56,78,116,138,105,94,41,5,734,30,27,19,15,13,21,3,0,0,130,10,0,11,8,5,7,7,3,0,44,96,56,91,91,75,67,42,11,8,533,33,12,17,14,15,10,4,0,0,98,0,0,0,0,3,0,0,0,0,4
LGA15350,39,40,84,95,74,47,15,9,0,392,1204,653,839,1034,967,1126,587,506,311,7225,0,0,0,0,0,0,0,0,0,0,7,6,27,20,16,4,5,6,9,106,0,0,0,0,0,0,0,0,0,0,1451,691,915,1144,892,686,371,346,131,6635,0,8,5,3,3,0,0,0,0,17,102,31,64,98,59,31,36,23,10,454,3,3,10,15,4,3,0,0,0,36,0,0,4,0,0,0,0,0,0,10,28,18,35,39,26,28,18,11,5,207,4,3,3,5,8,0,0,0,0,22,13,4,8,15,10,5,0,0,3,62,25,15,21,20,20,5,0,0,0,112,83,51,84,110,163,187,117,118,73,1000,0,0,3,3,3,3,0,0,0,12,0,10,4,6,8,0,0,0,0,27,107,66,92,125,113,120,67,53,53,799,48,30,26,45,36,30,19,5,4,238,0,0,4,5,4,7,8,0,0,30
LGA15520,3,0,3,3,9,3,0,0,0,20,325,182,198,316,397,441,388,257,59,2569,0,0,0,0,0,0,0,0,0,0,25,7,10,19,17,36,14,24,4,150,0,0,0,0,0,0,0,0,0,0,660,285,233,385,379,290,272,133,20,2667,5,3,9,13,6,4,8,9,0,53,7,3,0,7,0,3,3,3,0,26,3,3,0,0,0,0,4,3,0,21,0,0,0,0,3,0,0,0,0,0,7,10,11,13,15,14,10,3,0,79,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,15,11,9,5,12,3,3,3,0,67,23,23,15,55,99,113,82,56,13,483,7,3,3,6,7,4,8,0,3,41,0,0,3,0,0,0,3,0,0,5,219,114,101,174,227,227,166,124,32,1384,25,5,9,7,11,8,7,5,0,88,0,0,0,0,0,0,0,0,0,0
LGA15560,0,3,3,5,3,0,0,0,0,16,236,137,127,175,186,164,107,76,26,1229,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,9,5,0,0,27,0,0,0,0,0,0,0,0,0,0,344,144,140,179,160,154,99,50,12,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,3,0,0,0,14,9,3,3,3,6,3,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,4,0,0,0,0,23,26,18,27,41,52,40,34,14,0,260,0,0,0,0,3,0,0,0,0,7,6,0,0,0,4,0,0,0,0,12,76,44,39,67,83,56,48,30,12,466,7,3,5,3,0,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0
LGA15650,10,8,12,17,5,4,0,0,0,50,1219,695,715,834,791,688,438,248,87,5708,0,0,0,0,0,0,0,0,0,0,43,28,17,23,29,14,5,0,0,168,0,0,0,0,0,0,0,0,0,0,1110,612,548,632,545,396,207,130,44,4221,0,0,0,0,0,0,0,0,0,0,5,4,7,3,9,3,0,3,0,30,15,6,6,9,7,0,3,3,0,58,0,3,3,0,4,0,0,0,0,16,3,8,8,10,3,4,3,0,0,41,3,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,0,0,0,10,13,8,4,9,9,11,0,0,0,51,35,33,49,94,71,94,60,43,13,490,17,14,12,6,6,3,0,0,0,58,13,3,3,3,6,3,0,0,0,32,88,78,80,92,143,79,59,29,17,669,35,13,24,21,11,7,8,4,0,124,6,0,0,0,3,3,0,0,0,12
LGA15700,10,15,19,23,48,21,13,0,0,155,645,385,328,550,752,868,754,592,160,5035,0,0,0,0,0,0,0,0,0,0,24,11,11,18,20,33,31,25,5,174,0,0,0,0,0,0,0,0,0,0,824,395,295,462,548,534,406,277,83,3823,3,4,0,3,3,0,0,0,0,15,7,3,3,9,5,5,3,0,0,36,36,20,20,15,25,16,7,11,0,157,10,0,0,4,0,3,0,8,0,26,3,4,0,3,10,12,12,11,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,11,0,27,34,24,5,19,40,18,15,0,0,161,84,40,52,100,171,199,194,140,42,1038,35,18,15,20,36,22,23,19,8,205,50,20,20,17,20,24,21,8,0,191,148,108,63,111,157,208,150,137,62,1135,82,31,30,43,57,37,17,12,3,312,6,0,0,3,0,0,0,0,0,10
LGA15750,3,7,9,3,5,3,0,0,0,23,1066,538,599,752,753,697,485,316,100,5307,0,0,0,0,0,0,0,0,0,0,9,11,8,11,19,9,0,0,5,77,0,0,0,0,0,0,0,0,0,0,833,409,411,482,451,388,291,149,33,3451,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,3,4,0,0,17,15,3,4,6,6,0,5,0,0,31,4,8,3,0,0,0,0,0,0,11,18,0,4,9,7,11,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,43,30,11,31,27,20,5,3,0,164,105,41,82,134,153,115,95,56,23,817,9,16,13,13,5,12,0,3,3,80,3,3,7,5,3,0,0,0,0,22,89,78,58,70,123,79,47,21,14,575,43,20,17,20,13,8,0,0,3,120,0,0,0,0,0,3,0,0,0,8
LGA15800,0,0,0,4,0,0,0,0,0,6,309,163,174,232,266,273,201,151,56,1827,0,0,0,0,0,0,0,0,0,0,9,4,6,3,12,8,3,6,7,52,0,0,0,0,0,0,0,0,0,0,449,231,178,213,244,207,163,103,36,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,3,3,7,0,0,3,8,0,0,23,0,0,0,0,0,0,0,0,0,0,3,5,7,3,12,7,0,5,0,46,0,0,0,3,0,0,3,0,0,9,0,0,0,0,3,3,0,0,0,11,23,15,12,15,14,15,0,0,0,86,13,16,23,28,41,61,39,45,15,279,3,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,83,62,59,75,93,91,71,73,25,630,34,5,5,18,16,12,7,6,3,98,0,0,0,0,0,0,0,0,0,3
LGA15850,0,0,0,0,5,0,0,0,0,4,394,230,199,298,356,309,214,139,31,2170,0,0,0,0,0,0,0,0,0,0,13,3,4,5,5,11,4,3,3,55,0,0,0,0,0,0,0,0,0,3,562,238,205,237,233,165,136,69,19,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,8,3,0,0,0,0,21,0,0,0,3,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,10,14,6,5,8,11,3,0,0,0,44,20,17,28,38,59,65,37,25,10,295,0,0,0,4,0,3,4,0,0,10,20,10,18,13,8,11,5,4,0,89,140,84,69,109,108,95,85,53,15,760,35,6,9,12,9,13,3,0,0,91,0,0,0,0,0,0,0,0,0,0
LGA15900,126,246,296,220,230,97,48,16,0,1279,5018,4164,4511,4810,5082,4567,3134,2956,1155,35401,0,0,0,0,0,0,0,0,0,0,538,468,387,415,415,303,227,204,63,3022,12,11,12,13,3,9,8,15,3,81,7078,5763,4784,5185,4839,3531,2744,2315,709,36946,17,18,5,23,25,20,16,17,3,152,501,432,413,472,484,423,397,216,33,3378,46,51,46,49,65,35,22,20,6,341,87,39,47,39,26,30,20,9,11,312,50,60,77,74,70,56,46,52,13,507,9,7,8,7,3,3,3,0,0,40,56,60,64,45,20,16,11,9,11,304,326,313,232,185,199,103,55,28,9,1455,375,442,469,669,847,758,565,611,229,4973,113,110,71,113,122,83,56,52,28,746,77,95,83,60,49,35,26,29,19,465,1179,1216,1009,1244,1460,1307,1076,1038,442,9972,456,443,388,276,242,117,69,66,13,2066,41,32,26,34,30,21,12,6,3,198
LGA15950,134,185,516,341,261,181,53,33,4,1712,1042,1099,2809,1778,1346,1710,849,629,345,11607,0,0,3,0,0,0,0,0,0,3,27,50,124,89,61,48,21,13,6,438,0,0,0,0,0,3,0,0,0,3,1563,1409,3748,2161,1541,1440,827,610,260,13560,0,3,12,7,13,3,0,7,0,41,116,68,201,194,98,63,59,38,14,850,4,19,35,11,3,4,4,0,0,83,3,3,22,8,0,3,0,0,0,44,28,24,93,73,40,51,41,22,13,382,12,6,24,18,11,9,18,14,0,100,4,11,41,29,17,14,11,4,3,144,19,35,92,55,28,22,3,4,0,260,96,113,314,271,211,238,164,127,74,1608,0,9,9,4,4,9,4,3,0,35,0,8,24,16,9,6,0,5,0,68,136,175,460,265,246,280,141,103,71,1866,50,72,156,93,72,65,26,20,3,557,3,3,15,8,8,4,3,8,0,57
LGA15990,410,316,516,687,580,310,104,46,12,2982,9114,5061,6545,8889,7930,7743,5096,4511,2033,56924,0,0,3,0,4,0,0,0,0,7,359,316,278,311,381,270,179,149,63,2296,17,7,4,8,5,11,3,6,11,80,13263,6938,8063,9636,7382,6073,4115,2766,948,59188,16,12,29,17,21,14,14,16,3,143,704,458,543,711,533,393,324,195,62,3917,139,77,147,106,105,67,21,23,13,686,111,81,70,47,40,23,7,7,0,385,178,120,180,314,222,215,187,118,62,1601,176,165,125,158,159,166,121,75,34,1183,97,72,94,102,72,56,41,35,14,575,732,555,419,522,445,217,74,28,3,2997,718,412,604,1049,1192,1218,851,850,328,7222,43,18,45,40,30,49,49,42,17,331,25,20,22,30,14,28,14,10,3,173,1704,1206,935,1417,1351,1290,926,821,381,10028,760,510,466,520,428,242,124,65,42,3157,51,23,34,58,38,32,23,14,11,279
LGA16100,0,0,4,0,3,0,0,0,0,8,190,113,118,171,158,197,110,56,17,1131,0,0,0,0,0,0,0,0,0,0,10,3,3,11,8,10,4,3,0,44,0,0,0,0,0,0,0,0,0,3,455,236,213,241,208,237,110,82,21,1804,0,0,0,0,0,0,0,0,0,0,4,6,3,11,3,10,0,3,0,37,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9,0,0,3,0,9,9,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,11,6,17,5,5,9,17,3,0,0,65,16,8,17,29,27,54,12,8,3,167,4,0,0,0,0,3,0,0,0,8,9,3,0,5,7,11,0,0,6,44,55,49,35,46,61,64,41,35,7,396,0,3,0,0,4,8,3,0,0,25,0,0,0,3,0,0,0,0,0,3
LGA16150,33,15,20,28,29,8,3,0,0,138,1770,1147,1113,1302,1284,1140,797,602,215,9378,0,0,0,0,0,0,0,0,0,0,83,85,63,50,78,51,25,17,10,470,68,53,36,21,25,10,9,17,3,248,2849,1634,1413,1640,1428,1159,888,534,164,11700,15,15,14,13,17,16,11,3,0,87,29,11,21,28,23,31,23,7,8,179,22,11,16,12,8,10,9,3,3,93,14,12,7,8,8,9,0,3,0,56,14,11,20,20,9,15,14,17,11,128,0,0,3,0,0,0,0,0,0,3,60,42,27,37,45,28,12,3,0,263,141,80,53,68,72,35,11,16,0,474,109,101,124,144,169,167,123,116,55,1109,18,28,11,18,27,21,8,8,0,146,8,10,12,12,8,11,4,3,3,67,533,487,262,387,497,414,315,255,89,3243,154,92,89,59,76,51,18,7,3,554,9,7,9,8,9,13,3,0,0,49
