LGA_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
LGA14400,4,0,0,0,0,3,14,3,3,0,0,15,187,41,24,8,0,270,997,423,473,127,34,2053,719,406,608,381,133,2250,29,6,5,5,3,48,1948,881,1114,524,172,4640,0,0,0,0,0,0,0,0,0,0,0,0,44,13,6,0,0,59,97,31,23,3,0,156,15,3,3,3,4,29,4,0,0,0,0,4,161,44,32,9,3,245,0,0,0,0,0,0,15,0,0,0,0,15,110,21,3,0,0,134,66,18,11,3,0,99,0,8,0,4,0,11,8,0,0,0,0,8,199,41,15,7,0,265,0,0,0,0,0,0,4,0,0,0,0,4,5,3,0,0,0,11,5,4,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,18,8,0,0,0,23,0,0,0,0,0,0,2321,974,1168,537,173,5178,0,0,0,0,0,0,19,0,0,0,0,20,188,52,24,5,8,276,1159,412
LGA14500,3,3,0,3,0,4,26,5,9,0,3,37,456,136,86,14,0,695,3202,1544,1929,437,64,7178,4123,3069,5370,3079,1054,16685,66,30,28,12,6,136,7872,4786,7414,3542,1132,24743,0,0,0,0,0,0,5,0,0,0,0,5,46,18,7,0,0,68,278,104,68,3,3,454,40,21,37,13,5,117,3,0,0,0,0,5,370,138,111,23,7,649,0,0,0,0,0,0,63,6,0,0,0,66,678,175,70,8,4,932,435,159,108,26,3,726,7,6,8,12,4,42,7,3,3,0,0,17,1194,350,191,38,13,1784,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,3,3,0,0,12,0,0,0,4,0,6,0,0,0,0,0,0,12,3,4,4,0,22,6,8,3,0,0,14,9456,5288,7722,3605,1144,27220,3,0,3,0,0,9,29,11,4,4,3,47,417,102,82,15,5,622,2863,1489
LGA14550,12,3,3,0,0,12,42,3,3,0,0,58,257,58,27,15,3,358,629,240,191,88,49,1194,246,116,168,128,87,738,15,3,0,0,3,28,1200,415,393,236,145,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,25,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,0,28,3,0,3,0,0,8,4,0,0,0,0,4,7,0,3,0,0,13,10,0,7,0,0,18,0,0,3,3,0,13,3,0,3,0,0,5,28,0,18,3,0,53,0,0,0,0,0,0,1252,424,416,238,148,2477,3,3,0,0,0,10,44,11,9,0,0,62,274,56,25,16,0,372,648,233
LGA14600,0,0,0,0,0,3,12,0,0,0,0,13,117,23,17,3,0,164,423,138,132,67,35,790,292,105,116,102,71,690,11,0,3,0,0,14,848,271,271,173,108,1673,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,12,8,7,0,0,25,11,3,0,3,4,24,0,0,0,0,0,0,25,15,7,9,4,52,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,3,4,7,0,0,4,0,0,3,0,0,0,0,0,0,11,3,4,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,895,289,283,187,116,1763,0,0,0,0,0,3,5,0,0,0,0,12,107,31,15,0,3,154,438,159
LGA14650,8,8,3,3,4,29,218,33,23,8,0,276,3176,865,355,74,32,4496,11494,5456,5341,1476,389,24158,4832,3359,4869,2975,1223,17261,274,81,71,35,18,481,20000,9809,10660,4574,1665,46698,3,0,0,0,0,4,47,4,0,0,0,47,821,91,28,7,3,945,653,260,142,57,14,1126,37,18,28,25,12,119,36,3,3,0,3,45,1585,375,207,88,31,2289,5,0,0,0,0,5,94,3,0,0,0,97,490,75,14,7,0,579,192,88,43,15,6,348,7,5,11,5,9,36,14,8,0,0,0,22,805,177,71,24,10,1088,9,0,0,0,0,11,54,7,0,0,0,59,156,17,8,3,0,186,42,8,8,4,0,66,5,5,8,0,4,25,7,0,0,0,0,8,274,39,29,9,4,352,17,0,3,3,0,22,22672,10405,10964,4695,1709,50441,20,6,4,0,0,32,182,42,10,13,6,252,3040,802,366,98,19,4321,11402,5497
LGA14700,0,0,0,0,0,0,13,3,0,0,0,19,277,62,56,8,4,405,740,472,552,137,17,1913,530,482,814,523,166,2512,14,3,4,0,0,24,1575,1025,1430,662,186,4877,0,0,0,0,0,0,3,0,0,0,0,3,63,27,6,0,0,92,133,76,41,12,0,255,16,12,12,12,3,53,0,0,0,0,0,3,217,111,56,20,3,407,6,0,0,0,0,11,127,17,0,0,0,146,1130,337,121,14,0,1608,275,156,92,23,3,544,14,6,3,6,0,28,8,3,0,3,0,16,1555,525,219,47,9,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,3,0,0,3,0,3,0,0,0,0,0,0,9,4,3,3,0,18,0,0,0,0,0,3,3354,1669,1714,730,201,7661,0,0,0,0,0,0,15,3,0,0,0,18,213,68,52,11,0,346,696,393
LGA14750,0,0,0,0,0,3,10,0,0,0,0,14,132,32,14,0,0,184,603,276,240,106,20,1252,323,188,304,200,109,1122,16,5,3,3,3,31,1082,495,566,312,136,2600,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,16,9,3,3,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,17,5,3,3,0,33,0,0,0,0,0,0,7,0,0,0,0,7,39,6,5,0,3,59,28,8,9,0,0,47,0,4,0,0,0,4,3,0,0,0,0,4,76,17,18,3,3,117,0,0,0,0,0,0,3,4,0,0,0,6,0,4,0,0,0,4,3,0,0,0,0,4,3,0,0,3,0,6,0,0,0,0,0,0,11,3,5,3,0,25,0,0,0,0,0,0,1187,534,590,325,142,2777,0,0,0,0,0,0,15,3,0,0,0,15,120,33,22,0,0,172,578,279
LGA14850,21,3,7,0,3,34,94,17,5,3,0,126,624,206,142,35,13,1020,2494,1136,1022,326,120,5096,1226,724,883,593,290,3713,48,15,9,8,9,89,4503,2106,2062,970,425,10069,0,0,0,0,0,0,3,0,0,0,0,3,85,11,8,0,0,105,63,33,12,3,0,111,19,3,8,11,4,42,0,0,0,0,0,0,180,44,28,9,0,265,0,0,0,0,0,0,14,0,0,0,0,11,217,63,18,0,0,295,76,45,20,7,5,149,3,9,9,3,0,22,0,0,0,0,0,3,306,117,46,8,5,485,11,0,4,0,0,18,21,3,0,0,0,25,30,10,3,3,0,46,14,3,0,4,3,23,3,3,3,0,0,10,3,0,0,0,0,8,80,24,11,5,4,121,0,0,0,0,0,0,5066,2290,2146,998,438,10936,13,3,4,3,0,26,85,16,13,5,3,117,616,187,115,25,7,945,2554,1152
LGA14870,0,0,0,0,0,3,26,0,0,3,0,30,478,101,44,9,3,640,1310,585,521,185,60,2659,440,293,426,243,110,1511,29,12,10,6,3,62,2292,987,1006,444,173,4902,0,0,0,0,0,0,0,0,0,0,0,0,43,7,5,0,0,57,40,23,10,6,3,80,0,0,3,0,0,6,0,0,0,0,0,0,86,34,12,6,7,146,0,0,0,0,0,0,3,0,0,0,0,3,24,7,0,0,0,31,8,6,9,0,0,22,3,0,0,0,0,5,0,0,0,0,0,0,37,15,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,7,0,0,0,0,10,4,0,3,3,0,11,0,0,0,0,0,0,11,4,3,4,0,26,3,3,0,0,0,3,2429,1039,1032,451,183,5133,3,0,0,0,0,7,31,0,3,3,0,35,482,101,43,8,3,644,1324,548
LGA14900,9,4,5,9,0,27,34,8,11,8,4,68,453,169,115,40,4,782,4966,3410,3416,1401,741,13941,3121,3583,5764,3473,2315,18255,187,79,129,85,77,556,8773,7252,9439,5011,3152,33626,4,0,0,0,0,4,14,0,0,0,0,14,403,164,78,14,0,665,693,528,465,179,102,1970,123,165,243,129,100,760,41,12,10,12,5,84,1280,875,797,337,205,3492,11,3,0,0,0,15,70,16,0,3,0,87,1006,737,537,132,27,2443,179,149,135,79,25,574,9,4,12,8,3,32,49,15,23,8,3,96,1319,921,710,228,59,3238,0,0,0,0,0,0,5,0,0,0,0,5,7,3,0,0,0,13,10,3,10,0,0,26,0,6,3,5,5,21,10,0,0,0,0,11,35,13,12,5,5,75,6,4,0,0,3,16,11409,9065,10968,5585,3421,40447,8,4,7,13,13,41,41,17,14,11,10,89,455,222,142,58,44,919,4631,3315
LGA14920,0,0,0,0,0,0,17,3,0,3,0,20,162,43,30,5,0,242,554,187,194,75,25,1038,266,111,131,89,40,636,19,8,3,0,4,29,1012,351,359,174,71,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,10,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,3,3,3,0,0,7,0,0,0,0,0,0,3,8,4,3,0,22,0,0,0,0,0,0,1029,366,371,179,67,2011,0,0,0,0,0,0,17,0,0,0,0,17,162,35,12,8,0,212,577,213
LGA14950,0,0,0,0,0,0,3,0,0,0,0,3,58,9,6,0,0,74,222,79,71,40,14,421,131,60,75,55,41,367,3,0,0,0,0,4,411,153,154,96,58,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,415,155,151,96,58,874,0,0,0,0,0,0,4,0,0,0,0,4,51,10,5,0,0,71,215,77
LGA15050,0,0,0,0,0,3,42,12,5,0,0,58,645,170,66,20,3,894,3595,1852,1662,441,155,7699,1898,1394,2071,1111,532,7008,97,23,30,14,8,164,6266,3455,3832,1584,699,15837,0,0,0,0,0,0,13,0,0,0,0,13,149,28,6,0,0,175,114,84,42,4,0,238,28,21,29,13,7,107,7,3,0,0,0,6,306,131,72,22,10,545,0,0,0,0,0,0,27,5,0,0,0,32,198,40,9,6,0,248,71,31,17,6,0,131,3,8,4,3,0,20,4,0,0,0,0,4,300,84,32,18,3,430,0,3,0,0,0,7,4,0,0,0,0,4,7,0,0,0,0,9,3,0,7,0,0,8,4,0,0,0,0,9,0,0,0,0,0,3,17,14,6,5,0,44,0,0,0,0,0,3,6893,3681,3945,1626,717,16862,5,0,4,3,0,11,36,10,9,0,3,57,575,162,58,14,9,807,3689,1821
LGA15240,21,3,7,0,0,41,120,13,11,6,0,149,1480,330,131,34,23,1996,6326,2157,1758,617,206,11061,2954,1236,1475,1060,533,7257,141,32,28,12,11,230,11047,3767,3408,1735,775,20724,0,0,0,0,0,0,9,0,0,0,0,15,376,66,11,0,0,452,520,114,67,17,5,722,14,6,17,3,4,47,13,3,0,3,0,22,934,198,97,22,9,1261,0,0,0,0,0,0,41,5,0,0,0,41,408,65,23,0,0,499,105,44,20,10,0,178,11,6,3,3,3,18,12,3,0,0,0,23,574,124,48,12,4,768,6,0,4,0,0,12,68,3,3,3,0,74,120,20,6,0,0,149,43,20,16,4,5,90,18,15,11,6,4,50,7,0,0,0,0,11,262,59,40,16,11,388,3,0,0,0,0,3,12824,4146,3592,1788,797,23149,16,5,3,0,0,29,121,20,16,4,0,158,1408,290,123,30,9,1867,6456,1985
LGA15270,5,0,0,0,0,9,65,4,3,7,0,76,445,118,45,16,7,629,1340,525,456,185,68,2577,744,390,462,318,160,2067,37,12,5,3,3,59,2630,1050,971,528,239,5419,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,37,29,17,10,0,0,58,3,0,0,3,0,10,0,0,0,0,0,3,63,27,8,3,0,103,0,0,0,0,0,0,3,0,0,0,0,3,28,5,3,0,0,38,15,5,3,0,0,27,0,0,3,0,0,3,0,0,0,0,0,0,51,8,14,0,0,76,3,0,0,0,0,4,5,0,0,0,0,11,10,7,0,0,0,18,10,0,6,0,3,18,7,3,3,3,0,11,0,0,0,0,0,0,37,15,7,4,0,65,3,0,0,0,0,3,2789,1096,1000,538,245,5666,7,0,0,0,0,12,54,10,0,0,0,65,403,79,38,23,3,545,1383,543
LGA15300,0,0,0,0,0,0,16,3,3,0,0,19,171,68,26,5,0,271,672,345,288,138,54,1493,371,246,325,237,138,1322,23,12,4,5,3,48,1254,678,654,382,205,3165,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,3,0,0,0,0,8,3,0,4,0,0,3,0,0,0,0,0,0,13,4,3,0,0,21,0,0,0,0,0,0,15,0,0,0,0,15,63,23,3,0,0,89,17,7,0,0,3,22,3,5,0,0,0,10,5,0,4,0,0,12,96,30,6,0,3,142,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,9,0,4,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,22,3,3,0,0,31,8,4,3,0,0,10,1387,720,672,388,204,3369,0,0,0,0,0,0,11,4,0,4,0,16,177,43,24,8,0,254,636,345
LGA15350,0,0,0,0,0,3,10,0,0,0,0,9,143,33,14,0,0,194,498,253,251,72,9,1080,500,379,753,461,136,2229,11,3,7,5,3,26,1161,669,1028,532,146,3538,0,0,0,0,0,0,8,3,0,0,0,10,113,51,15,0,0,183,244,117,108,23,0,492,37,42,39,19,9,142,0,0,0,0,0,3,406,220,162,38,9,832,3,0,0,0,0,3,273,15,0,0,0,283,998,242,57,8,4,1307,304,129,60,8,4,500,23,8,9,5,0,50,10,7,3,0,0,20,1619,400,129,24,7,2172,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,29,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,10,8,0,0,43,3,0,0,0,0,3,3213,1289,1329,598,159,6582,0,0,0,0,0,0,9,3,0,0,0,9,125,29,18,3,0,171,452,240
LGA15520,0,0,0,0,0,0,11,0,0,0,0,20,188,33,13,10,0,242,827,262,255,81,27,1461,373,168,227,169,62,1002,15,0,3,0,3,22,1414,465,502,261,91,2738,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,28,4,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,33,6,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,3,0,52,10,4,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,60,10,0,3,0,77,0,0,0,0,0,0,6,0,0,0,0,6,17,0,0,0,0,19,12,3,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,33,4,5,3,0,51,0,0,0,0,0,0,1545,488,515,264,90,2905,0,0,0,0,0,3,17,3,0,0,0,22,233,29,8,0,0,280,886,226
LGA15560,0,0,0,0,0,0,7,0,0,0,0,7,44,8,3,0,0,53,309,106,112,55,9,590,155,61,87,81,36,418,7,0,0,0,0,10,519,179,204,134,46,1082,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,0,0,0,0,539,186,206,137,46,1114,3,0,0,0,0,3,4,0,0,0,0,3,41,9,8,0,0,55,278,72
LGA15650,0,0,0,0,0,3,15,0,0,0,0,14,164,43,21,6,0,241,873,447,361,155,45,1884,421,240,391,293,114,1459,25,19,11,0,6,57,1495,755,785,455,171,3661,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,29,23,4,6,0,0,30,11,4,5,9,4,33,4,0,0,0,0,5,54,13,17,12,4,99,0,0,0,0,0,0,4,0,0,0,0,4,51,9,7,0,0,64,25,7,11,0,0,40,6,0,0,4,0,8,0,0,0,0,0,0,85,23,12,3,0,118,3,0,0,0,0,4,3,0,0,0,0,3,9,3,0,0,0,8,0,3,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,16,3,3,0,0,25,3,0,0,0,0,3,1645,796,820,475,174,3910,0,0,0,3,0,0,15,3,0,0,0,24,153,34,20,8,6,215,868,385
LGA15700,3,0,0,0,0,5,38,6,0,0,0,40,453,105,46,13,3,617,1284,492,375,113,65,2328,500,227,305,186,119,1339,29,7,6,3,4,49,2300,839,732,312,196,4378,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,0,51,27,12,3,0,0,47,3,0,0,4,0,3,0,0,0,0,0,0,74,16,6,3,0,98,0,0,0,0,0,0,20,0,0,0,0,20,82,22,3,0,0,112,35,8,10,0,0,57,8,0,3,0,0,19,3,0,0,0,0,7,155,30,19,4,0,209,4,0,0,0,0,6,18,0,0,0,0,22,74,10,0,0,0,84,16,3,5,0,0,25,0,3,3,0,3,9,3,0,0,0,0,3,119,18,9,0,3,150,0,0,0,0,0,4,2645,903,764,326,198,4836,0,3,4,0,0,13,66,9,3,0,0,75,523,86,36,6,12,671,1308,438
LGA15750,3,0,0,0,0,5,23,4,0,0,0,25,217,64,35,10,9,319,808,356,364,136,42,1703,387,234,296,198,66,1180,31,15,5,9,12,61,1463,663,699,349,122,3298,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,3,4,0,3,15,0,0,0,0,0,0,14,0,0,0,0,13,64,21,3,0,0,89,7,0,8,0,0,12,0,3,0,0,0,10,0,0,0,3,0,3,82,20,14,3,3,119,0,0,0,0,0,0,6,0,0,0,0,6,3,3,3,0,0,12,0,6,3,0,0,12,3,6,3,0,0,14,0,0,0,0,0,0,16,10,5,0,0,38,0,0,0,0,0,0,1571,699,719,359,124,3471,0,0,0,0,0,4,21,0,0,0,0,26,195,59,19,8,4,280,828,332
LGA15800,0,0,0,0,0,0,9,0,3,0,0,6,130,20,15,3,0,168,397,167,140,55,18,776,173,116,147,73,57,568,13,0,0,3,0,13,717,307,305,132,73,1534,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,3,0,0,4,0,0,0,0,0,0,11,0,3,3,0,17,0,0,0,0,0,0,751,316,313,136,73,1584,0,0,0,0,0,3,6,3,0,0,0,10,111,13,12,4,0,134,356,156
LGA15850,0,0,0,0,0,0,10,4,0,0,0,14,107,20,12,8,3,150,439,161,157,61,18,839,226,108,144,140,64,685,14,4,0,0,0,14,797,298,323,211,82,1709,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,10,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,7,4,5,0,0,21,0,0,0,0,0,0,822,311,325,212,88,1753,0,0,0,0,0,3,10,3,0,0,0,9,100,19,13,3,3,137,442,162
LGA15900,6,6,0,5,0,20,120,12,8,4,0,141,3357,916,387,85,14,4752,7577,4124,3664,982,258,16614,2054,1668,2433,1520,618,8300,189,52,41,14,16,315,13306,6784,6535,2609,904,30144,0,0,0,0,0,0,51,9,0,0,0,60,877,183,48,13,0,1124,747,400,215,58,18,1432,42,41,60,31,15,195,34,8,4,3,0,44,1747,636,326,102,41,2855,4,0,0,0,0,4,209,7,3,0,0,224,1113,188,44,4,3,1349,397,161,80,21,8,667,21,7,8,7,3,47,33,11,0,0,0,50,1767,382,140,34,15,2340,0,0,0,0,0,0,4,0,0,0,0,5,48,18,4,0,0,64,39,29,26,3,3,107,13,8,11,4,0,35,3,0,0,0,0,5,110,57,38,10,3,216,10,0,0,0,0,9,16947,7860,7045,2750,962,35561,12,3,3,3,4,21,125,13,13,3,0,159,3110,931,369,65,17,4497,7795,4090
