LGA_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
LGA14400,589,6623,135,8226,0,9,0,27,0,33,80,10,12,34,6,149,40,5,0,12,0,62,139,57,30,70,4,300,1657,771,546,5609,127,8709,28,7,12,0,0,45,38,8,3,52,0,97,205,68,40,418,7,734,69,15,5,45,0,130,28,3,0,4,0,40,21,0,5,4,0,32,298,180,129,2281,41,2923,212,68,29,234,0,550,10,0,0,0,0,10,12,4,0,5,0,21,41,6,4,19,0,75,80,22,16,36,0,160,50,17,13,15,0,86,70,38,11,11,4,136,70,20,6,36,0,127,21,3,0,16,0,43,392,190,136,1497,34,2248,23,7,0,9,0,37,59,7,0,0,0,66,38,9,5,16,0,72,3,0,0,5,0,14,0,0,0,0,0,0,14,0,0,0,0,14,77,24,11,75,0,190,426,104,100,223,14,861,35,25,22,262,548,889,3609,1520,1035,12961,857,19985,103,900,568,7108
LGA14500,3776,21613,415,31450,0,3,0,11,0,14,11621,342,463,353,197,12978,249,45,30,116,4,450,818,203,144,252,25,1440,11363,4020,2913,18523,581,37400,466,16,73,12,6,576,378,74,83,243,14,795,1517,298,227,1423,47,3510,579,163,53,327,13,1140,391,62,55,60,6,578,2197,76,55,42,29,2396,2113,961,681,7359,144,11256,1199,371,175,782,34,2564,2473,9,52,20,54,2606,246,95,27,150,11,536,56,6,3,21,3,84,124,43,21,72,3,273,93,21,9,3,5,122,727,198,209,48,11,1193,552,79,52,115,13,813,499,49,54,79,13,694,2515,949,733,6107,157,10458,113,21,6,25,0,165,2837,120,101,6,41,3104,319,39,31,51,8,449,550,34,19,11,6,623,101,6,4,0,0,116,302,3,27,0,6,338,360,92,70,263,12,787,8387,977,850,921,140,11282,504,79,70,486,3495,4639,46901,8518,6606,42207,5059,109299,1052,4792,3814,19601
LGA14550,193,3307,119,3955,0,3,0,185,0,189,12,0,3,8,0,27,3,3,0,0,0,5,56,8,6,23,0,100,483,268,174,2853,87,3864,22,0,4,0,4,26,19,8,0,20,3,44,99,33,17,264,4,420,5,8,0,20,0,28,3,3,0,3,0,9,21,3,3,0,0,26,82,61,33,1054,22,1250,26,9,7,77,0,123,4,0,0,0,0,4,4,5,0,7,0,16,0,0,0,0,0,0,6,3,0,0,0,10,13,3,0,3,5,23,38,10,8,6,0,68,23,6,5,10,0,47,6,0,6,0,0,9,105,63,59,715,4,940,0,0,0,0,0,0,5,3,0,3,0,13,3,0,0,4,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,16,5,0,34,0,59,154,52,28,75,11,323,29,22,12,211,376,648,1040,546,343,6702,595,9227,28,259,184,3288
LGA14600,88,2969,94,3255,0,0,0,103,3,103,7,0,3,0,0,13,4,0,0,0,0,3,15,6,3,9,0,34,91,88,92,2229,73,2576,8,0,0,0,5,15,0,0,3,17,0,23,24,3,11,173,13,222,8,0,0,11,0,24,3,5,0,3,0,12,10,0,0,9,0,21,11,22,18,576,24,650,3,4,3,26,3,41,7,0,0,0,0,7,4,0,0,4,0,7,0,0,0,0,0,0,4,0,3,0,0,8,3,7,0,0,0,9,11,10,0,11,0,27,0,0,0,0,0,10,0,0,0,0,0,0,28,28,24,479,16,576,0,0,0,0,0,0,10,0,0,5,0,13,5,9,0,8,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,23,43,17,9,29,4,102,8,3,8,204,241,455,264,187,166,5437,424,6477,9,78,92,2935
LGA14650,4473,71525,1931,84765,0,18,16,490,17,552,817,86,98,322,41,1365,250,51,11,57,5,381,1096,423,242,748,35,2543,8516,5887,4086,60479,1878,80842,482,28,172,26,13,718,178,46,47,438,14,728,1496,641,366,4808,146,7459,393,143,56,395,18,1001,228,45,21,91,6,397,560,57,26,54,11,707,1428,1124,699,15792,407,19442,1033,446,146,1582,65,3275,137,9,22,19,3,188,90,35,12,95,3,232,531,85,35,144,12,812,236,99,46,193,9,580,244,133,51,99,10,532,485,300,197,141,27,1150,820,156,118,442,26,1561,212,53,43,116,0,428,2509,1782,1207,14687,344,20524,133,16,13,22,3,182,340,57,31,30,3,468,185,39,18,134,3,382,76,10,14,14,3,113,43,10,0,4,0,60,69,5,21,3,0,95,428,209,124,1027,29,1811,3979,995,705,1665,190,7538,411,206,169,3358,6059,10200,23553,11943,8127,135143,10233,189005,669,6873,4853,73329
LGA14700,1121,6134,148,8997,0,0,0,12,0,12,2436,76,125,77,50,2763,163,23,8,33,4,225,253,69,47,87,6,469,2785,1193,803,5110,172,10070,298,8,28,0,11,341,142,19,24,59,0,248,360,122,81,461,20,1041,273,57,32,182,4,552,132,27,13,25,0,208,758,19,29,14,19,825,762,347,222,2819,40,4192,554,180,76,379,15,1206,238,0,7,11,3,253,115,28,9,69,4,225,35,4,0,4,0,41,46,18,13,35,0,107,52,7,12,3,0,74,285,96,60,19,0,458,260,52,27,52,5,393,192,15,16,24,3,252,679,297,186,1775,32,2970,60,8,7,9,0,90,278,29,26,7,0,339,146,7,12,17,0,188,119,5,6,0,0,135,36,0,0,5,0,43,83,4,3,3,0,98,112,27,12,82,5,234,3009,272,277,277,57,3890,163,28,15,176,1049,1431,12838,2631,1977,12535,1535,31510,311,1496,1252,5965
LGA14750,160,4310,102,4813,0,0,0,48,0,45,26,3,3,4,0,42,6,5,3,3,0,17,21,17,10,40,0,86,239,203,137,3368,121,4072,8,0,3,0,0,10,4,0,0,19,3,34,41,20,10,386,4,455,15,8,3,12,0,33,7,0,0,8,0,12,41,3,0,3,0,49,56,48,50,1099,33,1282,481,137,28,457,19,1124,12,0,0,3,0,8,3,0,0,3,0,8,0,0,0,0,0,3,7,3,0,9,0,23,18,3,0,3,0,22,19,8,5,4,0,37,4,3,0,13,0,21,4,0,3,0,0,5,76,56,45,867,17,1063,0,0,3,0,0,3,9,0,3,0,0,11,0,0,0,12,0,14,15,0,0,0,0,19,0,0,0,4,0,3,4,0,3,0,0,9,5,8,0,31,0,44,146,39,21,84,5,294,29,3,3,250,586,878,1188,504,299,8214,834,11039,48,226,120,4190
LGA14850,1006,15535,397,18404,0,5,13,269,19,309,177,17,25,74,9,298,29,10,0,9,7,54,218,63,64,134,12,487,1941,1238,898,13170,346,17601,121,11,44,12,0,187,94,33,11,103,11,247,375,132,107,1409,44,2066,48,19,5,75,0,148,42,17,10,25,3,92,98,21,13,30,3,163,386,349,191,5298,92,6320,537,234,55,1070,25,1921,11,3,0,4,0,18,8,6,0,58,0,74,4,3,3,0,0,13,31,18,11,33,0,103,73,20,21,28,8,153,128,65,60,33,4,286,65,24,12,38,4,143,38,12,6,31,0,88,490,314,269,3641,86,4796,11,3,0,0,0,15,47,14,8,4,7,79,37,10,6,59,3,111,25,6,0,8,0,36,3,0,0,0,0,3,21,4,0,0,0,31,63,22,14,124,4,235,857,267,171,409,38,1739,77,45,29,753,1504,2406,4991,2603,1819,31006,2349,42764,144,1340,915,15097
LGA14870,390,7680,231,8955,0,0,0,70,9,75,72,3,8,23,4,109,41,6,0,15,5,65,99,37,17,73,4,223,828,533,353,6283,208,8208,50,0,33,0,3,93,21,6,3,35,0,69,144,44,23,378,17,600,28,14,0,23,0,65,32,11,0,10,3,55,26,0,0,3,3,35,138,128,65,1977,36,2353,94,33,17,166,3,313,4,0,0,0,0,4,9,3,0,5,0,22,6,0,0,0,0,10,33,22,10,26,0,85,23,9,4,3,9,49,42,17,20,12,3,88,44,24,3,18,0,97,14,4,0,9,0,30,262,182,131,1405,38,2014,8,0,0,0,0,13,33,3,8,0,0,43,18,0,7,7,0,35,14,0,0,0,0,12,9,0,0,0,0,9,10,0,0,0,0,10,51,18,6,72,0,144,342,88,36,150,26,642,52,21,17,414,1266,1759,2210,1119,693,14407,1730,20162,68,650,370,7805
LGA14900,2378,23029,924,33024,4,28,15,345,18,409,7077,94,147,144,188,7643,1878,199,95,289,54,2522,382,123,78,173,17,769,6264,2510,1613,15715,883,26985,4509,72,192,30,165,4968,344,43,27,136,21,569,1080,255,161,1256,54,2808,2309,451,206,877,91,3942,411,68,18,57,14,572,9914,110,89,32,258,10399,987,503,320,4812,135,6768,6844,1581,702,3512,292,12923,134,5,0,3,4,144,6594,1210,420,743,299,9272,1741,192,112,231,67,2350,1729,448,181,876,55,3296,974,81,63,41,54,1218,435,132,83,24,32,710,1348,109,76,162,42,1735,391,32,18,44,13,502,1223,494,371,3101,94,5285,4622,279,103,185,104,5300,327,44,37,18,7,440,2127,113,80,130,90,2538,426,30,20,11,3,481,1315,125,81,90,43,1647,6834,69,86,74,217,7281,152,43,29,172,9,409,35666,1638,986,1042,1117,40449,3635,268,213,1311,9367,14792,105810,10142,5913,44277,14005,180141,4463,4224,2910,21721
LGA14920,103,3388,70,3717,0,6,3,143,0,146,16,0,0,28,0,43,3,0,0,0,0,3,29,7,11,20,0,66,204,158,93,2453,64,2969,7,0,0,0,0,7,4,0,0,14,0,20,24,9,14,225,3,272,0,5,0,3,0,11,6,0,0,0,0,6,4,0,0,0,0,8,44,32,14,739,19,855,16,5,3,28,0,48,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,0,9,0,20,24,4,0,14,0,35,18,8,3,0,0,29,4,0,3,4,0,8,4,3,0,0,0,7,47,43,20,610,11,728,0,0,0,0,0,0,6,0,3,0,0,12,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,14,0,21,65,8,16,42,3,136,4,6,3,171,302,480,451,280,187,6118,450,7479,17,164,110,3577
LGA14950,42,1270,12,1381,0,0,0,12,0,11,6,0,0,3,0,6,0,0,0,0,0,0,24,3,0,4,3,33,83,38,30,1010,28,1182,0,0,0,0,0,0,0,0,0,4,0,4,7,4,4,263,3,283,0,0,0,3,0,9,0,0,0,6,0,6,0,0,0,0,0,0,12,3,7,393,0,415,4,3,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,6,8,3,0,15,9,0,0,3,0,13,3,0,0,3,0,4,25,16,11,310,7,368,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,23,6,3,23,0,65,0,0,0,59,99,155,182,82,67,2531,144,2996,11,49,45,1257
LGA15050,1380,27250,627,31209,0,10,5,185,4,202,300,18,24,99,5,448,62,18,0,17,3,100,311,117,94,283,14,814,2345,1734,1246,22619,615,28562,250,8,77,7,9,359,58,9,6,141,0,222,427,203,151,2338,61,3180,57,43,13,112,3,223,47,26,11,36,3,123,253,14,3,23,3,295,436,294,210,6241,124,7313,205,95,36,457,13,808,30,0,4,8,0,46,18,19,0,27,3,67,21,10,0,26,0,64,54,36,18,62,0,165,114,50,28,26,9,225,157,102,66,56,10,397,351,54,42,224,13,682,65,8,12,38,0,120,637,462,337,4843,91,6361,34,0,6,3,0,44,146,17,11,6,0,179,63,15,4,73,0,162,14,3,3,3,0,28,4,0,0,0,0,9,9,3,3,4,0,23,109,64,30,250,6,465,1070,299,215,528,39,2156,126,56,59,1310,2453,4008,6603,3415,2490,51209,3759,67479,245,2275,1619,30672
LGA15240,1727,32481,1016,37886,0,15,3,665,27,708,200,33,25,166,15,444,69,13,6,20,0,117,577,151,81,221,9,1033,4493,2435,1744,28173,969,37810,179,8,45,4,4,239,108,42,26,203,4,387,595,185,145,2227,55,3210,102,53,8,112,4,274,62,23,9,29,0,117,102,7,10,22,0,147,702,451,292,7543,198,9185,302,147,39,683,29,1199,21,0,0,0,3,25,30,18,10,68,0,125,9,0,0,7,0,21,197,63,29,135,10,430,96,34,22,37,6,188,219,132,72,48,6,470,167,36,11,78,7,303,60,5,6,27,3,108,1014,652,400,6402,162,8626,28,0,3,11,0,42,93,20,6,8,0,132,62,8,4,73,10,154,23,0,0,0,0,22,16,0,0,0,0,13,28,0,3,0,3,30,144,61,37,228,10,470,1173,317,220,693,57,2465,186,98,66,1761,3835,5943,9450,4655,3133,62697,5913,85848,280,2680,1804,35090
LGA15270,463,8807,210,10051,0,0,0,65,8,74,60,6,7,52,4,133,20,3,3,6,4,32,126,45,42,63,5,288,982,516,441,7422,254,9611,52,3,15,3,0,72,22,3,3,44,0,71,171,42,46,659,20,947,44,16,3,38,3,103,21,3,3,5,0,34,17,4,4,7,0,29,160,122,66,2268,79,2698,93,48,13,163,5,334,0,0,3,0,0,5,8,0,0,11,0,17,0,0,0,0,0,3,48,19,16,48,0,130,26,19,4,11,3,69,55,35,19,19,3,127,52,17,6,37,0,107,20,7,3,16,0,44,217,136,108,1551,42,2052,4,0,0,0,0,5,18,10,0,3,0,26,16,5,7,15,0,38,3,0,0,0,0,3,0,0,0,0,0,6,25,0,0,0,0,25,28,8,8,46,0,100,327,62,35,144,14,585,67,28,14,495,1123,1733,2300,1020,819,16561,1626,22320,88,617,502,9970
LGA15300,183,5261,172,5805,0,5,3,941,9,959,35,0,0,33,5,76,10,0,0,3,0,17,37,17,12,12,0,77,208,173,152,4165,148,4848,17,0,5,0,3,32,10,0,3,39,0,50,24,16,7,386,7,446,9,3,3,14,0,27,3,0,0,3,0,10,47,0,3,3,0,53,53,35,34,1293,35,1451,14,6,3,86,3,115,4,0,0,0,0,4,6,8,0,15,0,34,0,0,0,0,0,3,0,0,3,5,0,14,12,10,3,3,0,27,13,8,6,3,0,31,14,7,0,3,0,23,9,0,3,0,0,11,62,40,37,899,18,1054,21,0,0,0,3,25,21,5,0,0,0,24,4,0,5,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,6,10,35,0,54,151,39,23,81,7,305,18,6,9,341,1042,1420,712,371,322,10661,1369,13428,20,160,170,5319
LGA15350,917,5260,112,7706,0,0,0,0,0,0,694,41,47,56,7,844,107,12,8,39,0,163,269,73,29,54,3,424,3796,1089,813,4998,158,10848,153,0,11,0,0,166,240,40,19,73,8,374,515,79,57,430,13,1092,212,64,31,144,13,463,124,30,6,14,3,178,271,15,13,3,4,304,797,272,213,2365,49,3692,445,134,45,272,4,900,101,0,6,5,4,121,71,10,17,37,0,135,26,3,3,3,0,37,48,8,7,17,0,82,27,0,4,3,0,29,324,71,59,24,3,479,182,23,27,31,3,264,116,14,15,25,0,172,877,254,206,1729,36,3105,51,0,4,3,0,59,295,26,18,3,10,350,95,15,8,4,3,131,50,0,4,0,6,61,40,6,0,3,0,48,48,0,0,0,0,54,118,25,9,67,5,228,1989,241,197,215,36,2678,90,24,22,139,1823,2094,10079,2266,1677,11242,2186,27452,204,1290,957,4829
LGA15520,193,4221,107,4723,0,0,3,94,0,96,23,0,0,16,0,37,9,0,0,0,0,7,71,20,11,38,0,140,337,217,181,3616,105,4460,23,0,11,3,0,32,9,3,0,22,0,34,50,28,9,373,3,464,12,5,0,4,0,25,8,0,0,0,0,12,16,0,0,0,0,13,49,37,27,1167,31,1308,74,26,3,182,4,287,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,0,0,7,19,3,3,5,0,34,21,3,6,3,0,31,15,4,6,14,0,33,9,0,0,6,0,19,119,60,50,978,19,1225,0,0,0,0,0,0,7,0,0,0,0,14,6,0,0,15,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,6,34,0,54,90,20,18,76,0,203,28,11,17,246,494,783,893,398,327,8590,717,10918,19,211,199,4606
LGA15560,54,1614,45,1780,0,0,0,29,4,34,8,0,0,3,0,16,0,0,0,0,0,4,20,4,3,10,0,41,87,67,42,1179,40,1427,19,0,0,0,0,20,3,0,0,16,0,17,10,6,5,109,3,135,5,4,0,3,0,13,3,0,0,0,0,3,23,0,0,0,0,23,7,12,6,445,9,480,35,23,4,77,8,140,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,12,3,0,0,0,4,3,12,0,3,6,0,17,3,0,0,4,0,5,0,0,0,0,0,5,37,7,20,333,7,400,0,0,0,0,0,0,9,0,0,0,0,11,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,11,24,5,12,19,3,66,5,3,3,95,176,286,281,140,95,2965,270,3753,14,63,66,1599
LGA15650,285,6606,141,7424,0,0,0,51,3,56,57,9,3,18,0,89,5,3,0,0,0,7,68,29,22,55,0,171,476,343,212,5035,180,6237,51,0,19,3,0,68,13,3,0,21,0,40,63,31,18,474,5,598,16,5,0,22,0,48,12,6,0,4,0,21,25,0,0,3,0,36,134,74,32,1383,35,1662,39,23,11,111,9,194,3,0,0,0,0,3,9,8,0,10,0,29,0,0,0,0,0,3,22,6,9,22,0,57,38,4,6,20,0,71,58,19,22,9,3,116,19,9,3,27,0,60,0,0,0,9,0,7,120,79,57,1079,21,1349,7,5,0,4,0,12,35,0,0,0,0,35,9,3,0,17,0,29,10,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,17,8,6,38,0,71,239,49,56,87,16,441,33,9,13,381,1141,1583,1316,670,468,11857,1483,15793,45,362,276,6813
LGA15700,402,7054,187,8225,0,3,15,306,16,347,34,3,15,34,3,86,14,5,0,4,0,21,120,35,22,50,3,229,1141,530,384,5792,194,8039,25,0,15,0,0,46,30,12,4,51,0,91,137,46,35,513,6,737,21,14,0,28,0,62,18,7,7,7,0,43,20,5,11,13,3,50,158,97,59,1770,58,2137,73,38,8,147,0,272,0,0,0,0,0,0,9,10,0,10,0,30,7,0,0,0,0,7,22,14,3,24,0,62,22,14,8,25,0,63,43,25,22,5,0,106,37,14,0,19,0,68,6,6,3,6,0,22,228,131,117,1426,45,1952,3,0,0,0,0,3,11,6,3,8,0,32,16,0,3,17,0,38,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,31,4,5,48,0,88,291,77,55,162,13,604,37,20,19,428,693,1204,2178,1008,760,13579,1116,18643,76,608,380,7321
LGA15750,190,6166,169,6759,0,0,6,64,3,74,31,3,5,30,0,73,0,0,0,0,0,0,36,16,9,36,0,95,191,189,172,4138,157,4849,36,5,3,0,0,43,3,0,0,20,0,30,45,28,12,395,9,477,4,6,0,16,0,28,0,0,0,3,0,6,10,0,0,4,0,12,45,35,29,1158,32,1292,16,4,0,40,0,61,3,0,0,0,0,3,5,0,0,8,0,14,0,0,0,0,0,0,3,3,0,17,0,25,9,3,0,3,0,17,19,13,8,0,0,46,5,3,3,9,0,16,0,0,0,6,0,11,68,46,25,932,22,1095,3,5,0,0,0,4,17,0,0,0,0,19,7,0,3,16,0,24,4,0,0,0,0,4,3,0,0,0,0,3,0,4,0,0,0,3,8,7,3,19,4,40,114,32,13,74,8,245,16,9,0,349,678,1058,616,381,304,10605,1021,12926,21,226,147,6152
LGA15800,58,2586,87,2852,0,0,0,44,7,49,15,0,3,22,0,42,3,0,0,8,0,10,23,6,0,13,0,38,115,99,58,1886,63,2221,14,0,3,0,0,14,3,0,0,9,0,20,24,17,7,233,8,283,10,3,0,11,0,23,4,0,0,0,0,4,8,0,0,0,0,7,19,20,11,665,23,740,33,17,3,109,6,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,8,0,0,0,20,4,3,0,0,0,10,11,0,0,3,0,20,3,0,0,0,0,5,33,29,16,456,12,545,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,9,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,20,59,29,11,32,3,131,12,3,3,145,338,494,359,222,106,4711,505,5900,9,102,61,2501
LGA15850,77,3097,46,3364,0,0,0,92,3,98,18,0,0,12,0,26,0,0,0,3,0,3,22,4,3,4,0,30,118,120,83,2209,71,2602,0,0,0,0,0,4,0,0,0,18,0,20,26,7,12,179,4,232,0,0,0,7,0,12,0,0,0,0,0,3,5,0,0,3,0,8,26,14,8,644,12,716,10,4,0,42,0,56,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,6,0,0,10,0,16,6,9,6,8,0,29,9,11,0,4,0,21,5,0,0,3,0,5,3,0,3,0,0,6,36,18,13,473,21,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,29,53,13,9,41,11,132,10,5,0,181,291,479,313,220,142,5479,433,6584,11,128,92,3099
LGA15900,3424,50304,1337,60387,0,25,15,439,18,489,1723,101,107,285,32,2257,386,73,19,92,17,588,579,303,199,585,33,1701,5464,4406,2958,43933,1267,58025,656,16,204,11,12,899,168,68,37,320,17,611,1005,480,292,3942,104,5819,813,197,71,524,35,1642,145,56,16,50,3,274,844,38,28,38,13,958,1201,943,610,14675,308,17736,1476,463,154,1536,85,3710,415,13,13,25,12,473,88,30,15,103,3,238,1206,161,40,257,43,1711,94,60,29,120,4,313,261,86,65,48,16,466,368,231,218,103,30,949,780,162,118,418,34,1518,198,38,42,89,8,372,1711,1264,882,11794,255,15901,255,23,16,37,4,333,230,58,34,11,6,329,238,36,22,110,4,416,130,13,11,10,3,167,50,6,0,3,0,59,219,16,11,3,11,259,273,182,100,878,22,1456,5197,1006,635,1459,184,8479,430,155,118,2354,6865,9920,23385,9489,6378,99343,9941,148534,617,5094,3832,49801
