LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA16200,6,10,3,0,0,0,9,39,0,0,0,0,3,16,20,23,167,100,40,25,9,0,34,446,0,0,0,0,0,4,3,5,31,16,6,3,0,0,8,73,0,0,0,4,3,25,45,49,112,44,3,11,0,0,33,332,0,0,3,0,5,19,20,11,22,4,0,0,0,0,5,86,0,0,0,0,3,3,4,3,3,3,0,0,0,0,3,27,0,0,0,0,0,0,0,0,3,5,0,3,0,0,3,10,3,3,4,3,26,49,18,12,18,8,0,0,0,0,27,156,0,0,0,0,0,0,3,0,5,0,0,0,0,0,107,114,3,8,9,14,49,126,122,119,450,248,115,66,19,6,267,1632,0,0,0,4,0,13,22,21,32,3,3,3,0,0,12,111,0,0,9,25,0,45,16,12,7,3,0,0,0,0,12,127,0,0,3,5,0,5,0,0,3,0,0,0,0,0,5,20
LGA16260,177,109,83,44,48,13,56,700,10,4,4,13,9,53,81,190,1057,1095,811,649,723,191,391,5284,3,5,3,3,0,24,14,23,157,133,137,122,130,42,84,882,4,15,17,61,31,319,439,560,1436,721,211,715,177,69,329,5114,11,14,30,64,59,203,129,117,240,123,54,48,31,10,101,1234,5,5,8,14,8,41,35,38,91,44,18,34,16,3,68,440,3,0,0,0,0,9,3,11,36,41,44,22,32,8,55,252,88,63,83,52,199,254,132,178,391,237,117,59,42,22,264,2183,4,4,3,3,7,11,10,12,29,6,8,10,8,3,1186,1306,145,121,155,223,340,999,912,1230,4231,3337,2442,2477,2010,771,2968,22356,5,6,8,20,3,139,211,234,600,330,145,97,49,18,216,2079,8,17,38,120,13,243,150,113,194,63,36,22,9,0,111,1135,0,3,4,13,4,24,18,19,30,15,9,3,0,0,36,170
LGA16350,165,113,66,33,19,6,47,572,9,9,5,10,12,68,99,211,1912,1710,1022,546,406,84,540,6624,5,6,0,0,0,24,22,33,273,270,172,111,63,20,117,1111,15,9,15,16,15,183,427,660,1876,812,289,400,142,29,490,5382,0,7,13,31,29,114,102,97,223,100,40,28,10,3,93,893,3,3,3,3,4,29,48,67,162,61,19,24,7,3,71,517,0,0,0,0,0,10,3,6,72,65,54,34,16,4,59,315,27,35,43,51,156,232,126,172,340,170,73,26,13,8,227,1697,0,0,0,3,3,11,17,13,36,19,12,9,3,4,988,1116,80,80,90,114,237,734,871,1349,5843,4503,2954,2034,1361,384,3261,23893,9,9,14,26,3,193,314,326,741,355,142,77,36,8,288,2546,8,18,48,190,10,484,269,157,246,86,34,15,3,0,135,1696,3,0,3,22,3,56,35,20,55,20,3,0,0,0,49,278
LGA16380,138,56,17,8,3,0,32,368,0,3,5,4,11,44,59,148,717,408,194,73,84,18,160,1927,0,0,0,3,3,8,5,24,89,56,43,14,8,0,34,296,0,3,7,4,3,79,133,207,366,121,24,45,10,7,110,1123,0,3,5,15,23,89,82,50,95,18,4,3,3,0,45,443,0,0,0,5,3,13,15,16,35,13,3,7,0,0,16,125,0,0,0,0,4,3,0,3,19,19,8,3,0,0,20,87,6,9,21,10,88,154,93,94,107,37,15,3,0,3,70,717,0,4,0,0,3,5,4,4,11,3,0,0,0,0,352,394,9,27,46,47,154,460,436,643,1902,992,523,285,175,56,961,6718,0,3,6,17,4,83,99,87,176,41,6,7,6,0,87,624,0,9,32,121,6,277,122,47,74,11,3,5,0,0,71,773,0,3,0,9,0,13,9,9,6,0,0,0,0,0,14,71
LGA16400,96,38,14,7,11,0,21,274,3,3,0,3,3,29,43,108,664,450,219,138,92,16,175,1949,3,3,0,0,0,4,9,13,72,68,47,14,14,0,45,301,10,5,3,3,7,47,123,197,559,196,63,80,21,0,114,1457,0,4,3,5,13,46,47,50,96,33,7,4,0,0,40,354,0,0,0,0,0,16,7,15,51,12,7,8,0,0,16,140,0,0,0,0,0,0,0,0,19,16,14,4,3,0,18,75,0,15,22,13,80,135,55,86,113,51,14,7,3,6,89,694,0,0,0,0,0,7,0,4,7,4,3,0,0,0,485,518,21,37,39,28,117,324,318,533,1893,1129,625,405,257,53,1151,6933,3,0,7,13,0,53,80,77,175,50,24,7,0,0,66,558,0,4,26,89,6,211,95,55,55,9,0,0,0,0,60,624,0,0,7,18,0,9,12,7,13,3,0,0,0,0,16,84
LGA16490,43,32,25,12,16,5,16,180,3,0,3,4,0,18,29,52,404,398,301,177,243,39,148,1814,0,0,0,0,3,3,9,10,55,59,74,54,52,11,38,361,3,0,0,3,3,35,61,124,331,160,46,150,45,12,77,1040,0,0,4,9,4,22,8,33,40,18,5,7,4,0,17,174,0,0,0,0,0,6,11,9,18,18,6,12,0,0,15,88,0,0,0,0,0,0,0,3,14,6,18,14,15,5,11,89,7,3,7,4,34,36,23,23,51,42,14,7,3,3,39,283,0,0,0,0,0,3,0,0,4,0,0,0,0,0,385,404,19,11,20,21,52,133,149,277,1148,1015,852,735,691,228,917,6269,6,0,3,7,0,55,72,74,232,94,23,42,10,4,89,710,0,0,9,56,0,104,47,30,59,8,7,6,0,0,23,356,0,0,4,0,0,5,8,3,10,6,3,0,0,0,9,55
LGA16550,93,78,47,36,37,14,44,429,4,3,0,9,10,24,36,78,496,611,481,415,722,209,306,3396,0,0,0,0,0,6,3,17,71,70,89,92,106,48,64,569,8,3,7,14,7,69,126,150,500,288,140,591,165,57,200,2316,3,0,8,15,12,58,36,43,105,80,33,45,32,10,54,539,0,0,0,0,0,7,13,18,43,24,14,20,10,3,27,179,3,0,0,0,0,3,3,3,18,33,19,28,28,16,33,178,30,13,27,26,54,97,52,82,197,138,80,60,42,26,158,1082,0,0,3,0,0,5,3,6,10,9,8,8,3,0,726,780,53,38,57,66,94,309,294,442,1783,1657,1333,1672,1664,773,1861,12091,6,4,3,10,3,76,110,141,396,192,78,116,34,4,171,1336,3,11,26,89,5,197,118,88,134,65,26,15,6,0,77,865,3,0,3,6,0,14,8,10,29,14,0,4,0,0,24,118
LGA16610,30,11,0,3,0,0,8,90,0,0,0,3,5,17,14,59,235,118,28,8,11,0,34,539,0,0,0,0,0,6,7,7,31,15,10,7,0,0,11,103,0,0,0,0,3,37,76,100,154,47,8,3,0,0,44,484,0,0,3,4,8,36,33,31,25,6,3,0,0,0,15,168,0,0,0,0,0,5,8,11,9,0,4,0,0,0,12,48,0,0,0,0,0,3,0,3,5,3,0,0,0,0,0,18,0,3,4,3,56,87,38,34,53,10,3,0,0,0,41,339,0,0,0,0,0,0,0,3,4,0,0,0,0,0,106,113,4,7,15,22,88,215,188,276,671,315,123,54,20,13,304,2303,0,0,3,4,3,36,34,27,41,15,3,0,0,0,21,177,0,0,14,32,0,78,34,17,29,3,0,0,0,0,10,223,0,0,0,5,0,6,3,3,7,0,0,0,0,0,5,32
LGA16650,107,49,28,15,11,3,39,342,4,7,0,10,7,33,47,116,590,499,351,192,209,48,179,2295,0,3,0,0,0,6,5,17,100,86,61,34,47,21,50,437,6,9,19,37,16,168,232,290,649,302,110,209,58,20,203,2341,6,7,29,38,35,159,64,73,137,54,26,26,17,9,92,769,0,0,3,3,3,32,40,30,63,29,18,21,8,0,53,309,0,0,0,3,3,10,3,5,27,24,12,12,12,8,26,146,41,37,51,38,116,174,101,138,298,162,78,43,22,13,209,1517,5,0,3,0,3,16,6,4,19,19,5,3,3,3,547,647,72,80,111,141,197,668,516,746,2402,1694,1164,841,657,269,1635,11191,3,3,3,14,0,88,122,119,304,125,63,52,28,3,111,1033,0,11,26,56,5,151,75,44,97,41,11,8,3,0,67,585,3,0,0,7,0,23,10,5,17,10,3,0,0,0,19,105
LGA16700,96,51,37,26,26,5,50,393,4,3,0,3,5,25,44,87,542,612,515,448,560,151,259,3253,0,0,0,5,5,10,3,17,71,77,72,83,98,37,51,526,4,4,15,20,13,108,170,216,599,390,117,541,118,66,181,2565,0,8,13,32,19,81,44,48,107,70,32,46,20,10,65,587,4,0,0,6,8,8,17,10,41,17,15,14,6,0,24,174,0,0,0,4,0,3,5,0,25,20,17,13,15,10,32,146,42,27,18,28,46,99,65,65,186,135,94,36,37,19,130,1025,0,0,0,0,0,7,6,6,17,4,0,4,3,0,680,736,66,46,50,98,106,396,381,502,1973,1777,1367,1608,1415,601,1708,12104,0,3,3,11,3,57,73,121,339,159,73,69,32,5,145,1096,0,6,24,51,7,144,86,62,116,37,15,9,7,3,62,629,0,0,7,3,0,13,14,8,21,13,3,3,3,0,12,94
LGA16900,72,39,31,11,4,0,21,249,4,0,0,0,3,25,47,115,705,683,320,157,105,22,217,2406,0,0,0,0,0,3,5,17,119,90,55,37,26,6,42,395,4,3,5,3,3,54,146,197,650,363,104,139,35,5,141,1856,0,3,3,16,15,56,52,41,97,37,12,4,4,0,40,365,0,0,0,0,0,12,10,21,42,39,11,12,0,0,32,192,0,0,0,0,0,0,0,3,18,21,16,10,3,3,12,95,10,8,26,15,78,125,71,97,130,52,12,12,4,0,95,734,0,0,0,0,0,8,4,9,9,8,3,3,0,0,365,405,18,23,36,39,109,315,348,538,2099,1619,854,581,323,75,1113,8082,4,3,3,8,0,50,94,60,197,62,29,11,9,3,69,603,0,5,16,94,6,227,114,45,59,13,3,3,3,0,66,655,0,0,0,13,0,22,8,8,14,0,3,0,0,0,16,80
LGA16950,169,55,30,16,11,0,58,491,0,5,3,10,15,75,88,173,904,491,237,103,103,28,223,2456,0,0,0,0,3,13,14,23,117,72,42,20,14,0,46,367,4,6,5,11,11,89,195,267,577,182,44,73,9,14,142,1631,3,3,19,18,25,144,88,93,131,37,15,4,3,0,50,632,0,0,0,4,3,21,21,25,43,25,3,3,4,0,25,175,6,0,0,0,0,4,0,6,26,22,5,4,4,0,34,107,11,23,21,27,155,223,126,110,167,60,10,5,5,3,143,1086,0,0,0,0,3,6,3,3,10,6,3,0,0,0,574,623,25,43,57,76,225,660,600,785,2454,1223,611,358,232,65,1463,8879,6,5,7,20,3,80,110,93,210,58,10,5,0,0,93,702,0,9,37,155,5,328,138,68,74,14,5,0,0,0,112,952,0,0,3,13,0,24,5,13,8,3,0,0,0,0,22,97
LGA17000,16,13,7,3,9,0,13,71,0,0,0,0,0,8,15,29,203,189,134,140,102,24,93,932,0,0,0,3,0,0,0,6,15,39,15,18,10,0,14,122,0,0,0,0,0,11,33,73,214,163,41,188,28,12,58,833,0,3,0,3,10,18,14,12,21,12,0,4,0,0,4,90,0,0,0,0,0,3,6,7,13,6,3,11,0,0,10,56,0,0,0,0,0,0,0,3,4,6,7,6,4,0,7,45,4,5,0,9,12,31,10,16,28,9,4,3,0,0,22,158,0,0,0,0,0,0,3,3,0,0,0,3,0,0,179,187,8,5,3,14,28,82,82,152,589,526,302,433,259,78,454,3015,0,0,3,3,0,23,20,25,39,28,12,9,4,0,27,192,0,4,13,20,0,56,19,10,20,13,3,0,0,0,18,177,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,19
LGA17040,26,6,0,0,0,0,6,78,0,0,0,0,8,18,16,45,209,132,67,41,26,5,55,626,0,0,0,0,0,7,0,0,28,22,7,6,6,3,9,79,0,0,0,0,3,29,34,44,94,49,8,30,8,0,35,332,0,0,0,0,5,14,3,8,20,3,0,3,0,0,12,74,0,0,0,0,0,3,6,3,3,6,0,0,0,0,9,34,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,13,0,0,0,7,14,21,19,16,6,3,0,0,0,0,20,108,0,0,0,0,0,0,3,0,0,0,0,0,0,0,116,119,5,9,6,14,43,118,89,147,523,327,159,114,76,24,326,1967,0,0,0,10,6,18,17,22,47,9,5,3,0,0,26,168,0,0,3,30,4,46,23,11,22,3,0,0,0,3,14,163,0,0,0,6,0,3,0,0,7,0,0,0,0,0,5,20
LGA17080,5,3,3,3,0,0,0,31,3,0,0,0,0,14,15,41,192,98,26,24,14,3,47,480,0,0,0,0,0,4,5,7,26,12,9,4,0,0,6,75,0,0,0,3,0,27,48,46,119,43,5,18,4,0,21,338,0,0,3,0,3,12,7,12,16,0,3,3,0,0,6,65,0,0,0,5,0,3,3,0,12,3,0,0,0,0,11,40,0,0,0,0,0,0,0,0,12,6,0,0,3,0,3,29,0,6,4,5,15,34,17,17,25,3,3,0,0,0,28,156,0,0,0,0,0,5,0,4,0,0,0,0,0,0,86,102,8,6,11,15,25,109,104,135,485,257,104,75,40,12,263,1648,3,0,5,3,0,17,19,17,34,4,0,3,0,0,13,120,0,0,8,12,0,34,14,7,6,3,0,0,0,0,7,91,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,14
LGA17100,31,21,12,3,14,10,23,145,0,0,0,0,0,15,15,29,156,118,92,99,179,79,92,881,0,0,0,0,0,5,4,4,20,25,25,17,22,6,21,152,3,4,4,10,8,69,105,110,205,99,33,105,38,28,79,900,3,3,14,10,14,51,31,31,39,10,9,7,3,4,16,248,0,0,0,0,3,6,10,10,14,7,0,4,7,3,9,69,0,0,0,0,0,0,0,3,12,0,8,9,3,5,15,61,33,7,22,12,32,48,25,36,79,56,26,17,21,4,74,495,3,0,0,0,0,3,6,3,4,3,3,0,0,3,262,293,48,18,35,47,64,223,203,250,692,505,347,387,457,287,717,4284,0,4,3,3,0,39,28,36,79,35,19,19,10,3,41,325,0,4,17,23,3,47,25,10,27,10,3,0,0,0,18,185,0,0,0,4,0,3,3,3,5,0,0,0,0,0,3,26
LGA17150,230,203,118,75,99,40,105,981,14,21,9,0,7,74,92,219,1715,2236,1722,1384,1544,407,852,10298,7,0,0,0,0,9,14,23,211,248,259,235,249,70,144,1463,14,12,5,17,12,113,192,367,1360,796,265,1181,343,118,454,5244,0,8,11,24,13,75,75,75,179,168,72,78,55,17,125,972,5,0,0,6,3,15,26,36,129,64,25,57,17,5,65,464,5,0,0,0,0,0,5,7,51,70,55,51,50,24,76,398,34,19,27,21,60,111,78,119,349,231,131,53,71,23,203,1538,0,0,0,0,3,8,4,13,24,22,4,13,6,8,1432,1544,96,78,63,80,120,470,528,948,4736,4794,3698,4147,3632,1383,4157,28935,11,10,4,13,4,125,180,246,713,376,176,181,73,18,346,2480,0,13,39,170,18,412,236,188,312,109,53,25,10,3,165,1749,0,0,9,22,0,30,12,17,52,30,4,17,3,0,47,237
LGA17200,42,28,16,19,20,14,17,206,5,0,3,4,0,9,7,28,221,203,176,170,279,102,77,1289,0,0,0,3,0,0,0,7,41,43,52,37,75,53,17,318,0,5,3,11,3,52,72,94,236,162,57,321,94,44,93,1258,3,5,7,23,18,53,22,28,49,30,6,26,17,3,15,297,3,0,0,3,0,14,8,4,21,3,3,11,4,5,14,93,0,0,0,0,0,0,0,4,7,6,3,10,11,11,15,71,32,12,26,28,55,61,33,55,117,58,30,13,10,9,86,627,0,0,3,0,0,0,4,3,4,0,0,4,0,3,449,474,49,29,47,74,92,219,167,244,879,684,547,784,784,483,918,6000,6,0,5,15,0,55,93,83,244,117,59,144,35,3,110,973,3,8,29,62,4,107,66,48,62,27,4,14,8,0,55,511,0,3,3,8,0,7,12,4,15,8,0,12,0,3,12,91
LGA17310,64,21,18,10,3,0,6,172,5,3,3,3,3,24,54,130,649,400,172,75,64,18,147,1751,0,0,0,0,0,8,16,13,87,60,27,18,7,5,29,272,3,0,4,6,0,66,146,182,393,128,28,37,9,3,109,1128,0,0,4,9,0,60,33,32,70,12,8,6,3,0,27,273,3,0,0,3,0,11,13,23,29,11,4,0,3,0,19,116,0,0,0,0,0,3,0,0,26,7,5,3,4,0,10,68,3,6,14,16,71,123,46,72,86,31,8,3,3,0,59,549,0,0,0,0,0,4,4,0,6,0,0,0,0,3,380,408,18,20,32,41,96,329,331,519,1715,984,473,296,195,51,943,6040,0,3,3,13,4,63,100,74,172,52,7,9,3,0,70,566,0,3,25,83,9,194,83,43,65,16,0,0,0,0,51,567,0,0,5,6,0,11,4,4,13,4,0,0,0,0,13,60
LGA17350,4,3,0,0,0,0,0,15,0,0,0,0,0,19,5,27,80,35,17,0,0,3,17,213,0,0,0,0,0,0,3,4,9,9,0,3,0,0,3,32,0,0,0,0,3,12,14,18,38,10,4,7,0,0,10,117,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,20,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,12,13,5,5,8,0,0,0,0,0,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,3,3,3,6,22,60,43,70,200,84,44,15,12,3,92,665,0,0,0,3,0,3,10,7,3,7,0,0,0,0,3,36,0,0,0,8,0,15,3,7,3,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA17400,6,3,0,0,0,0,0,29,0,0,0,0,3,13,8,15,60,19,10,0,0,3,21,156,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,17,0,0,3,0,0,12,10,18,39,5,4,0,0,0,19,113,0,0,0,3,3,10,11,7,5,3,0,0,0,0,3,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,7,3,20,26,13,3,11,7,0,0,0,0,12,111,0,0,0,0,0,0,0,0,5,0,0,0,0,0,52,52,6,6,15,8,36,79,42,56,170,64,34,12,0,8,124,651,0,3,0,3,0,7,12,5,10,0,0,0,0,0,3,47,0,0,3,16,3,20,4,0,4,0,0,0,0,0,7,59,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8
LGA17420,166,113,78,68,57,37,72,680,3,11,8,4,9,47,58,157,962,1284,1094,1064,1277,352,527,6853,0,0,0,3,5,8,10,21,126,146,142,154,183,57,108,967,12,14,8,17,13,83,171,255,985,667,264,1220,316,134,384,4531,0,9,6,19,13,74,47,52,146,101,51,74,40,15,84,721,0,6,0,3,0,19,11,12,52,35,13,35,14,4,46,249,3,0,0,4,0,0,0,3,40,33,41,35,29,12,53,243,24,24,29,38,45,74,55,82,195,189,91,70,37,18,136,1099,0,0,0,0,6,6,7,3,22,12,9,4,6,3,1164,1245,61,66,57,91,111,377,389,649,3104,3159,2714,3683,3230,1444,3178,22321,3,4,6,19,0,51,84,106,351,222,120,126,47,14,191,1349,3,9,20,56,0,180,113,83,156,63,27,17,10,0,100,826,3,3,3,3,0,17,7,12,21,14,4,3,7,0,17,113
LGA17550,137,69,21,10,6,0,42,419,3,4,4,10,4,47,55,159,792,530,194,98,67,27,175,2170,0,0,0,0,0,18,19,35,105,73,28,20,9,3,34,344,0,0,3,6,3,89,152,259,553,162,43,71,10,0,129,1487,0,0,6,10,20,108,64,76,119,38,12,11,3,0,55,528,0,3,3,4,3,20,9,22,42,18,3,4,0,0,26,160,0,0,0,0,4,3,6,3,19,17,6,7,3,3,15,82,8,13,21,23,88,186,76,110,133,57,17,4,3,0,117,853,0,0,0,3,0,6,0,6,14,3,6,0,0,0,397,433,24,28,42,59,134,536,416,756,2198,1268,570,350,193,56,1137,7767,0,4,12,19,3,105,141,119,210,65,18,14,5,0,87,811,0,12,30,144,11,357,144,83,96,19,3,8,0,0,100,1003,0,0,4,11,0,26,10,9,15,5,0,0,0,0,16,97
LGA17620,12,6,0,0,3,0,6,45,0,0,0,0,0,10,22,23,147,84,51,31,38,10,57,475,0,0,0,0,0,3,3,4,16,8,7,4,6,5,8,67,0,0,0,3,0,15,22,44,95,43,14,29,7,0,26,308,0,0,0,0,0,4,5,7,15,3,0,0,0,0,8,47,0,0,0,0,0,6,0,0,14,0,0,3,0,0,8,34,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,11,0,0,0,0,9,25,12,22,14,6,3,0,0,0,14,109,0,0,0,0,0,3,0,0,3,0,0,0,0,0,78,82,3,6,0,4,20,72,66,116,397,225,135,96,81,24,260,1509,3,0,0,8,0,15,19,21,40,14,4,0,0,0,13,139,0,3,0,21,0,40,15,13,13,5,0,0,0,0,12,119,0,0,0,0,0,4,4,3,0,0,0,0,0,0,3,15
LGA17640,8,0,0,0,0,0,8,24,0,3,0,0,3,12,10,19,80,44,16,10,3,4,22,222,0,0,0,0,0,0,3,0,6,3,4,0,0,0,10,36,0,0,3,3,3,17,32,19,43,15,7,3,0,0,11,158,0,0,0,0,0,4,0,3,4,4,0,0,0,0,3,22,0,0,0,0,0,3,3,0,3,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,3,0,5,17,8,9,13,0,0,0,0,0,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,3,8,9,9,19,65,57,62,201,115,56,28,17,6,155,809,0,0,0,3,0,10,14,3,13,0,0,0,0,0,6,52,0,3,3,7,0,17,4,8,4,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA17650,10,0,0,0,0,0,3,19,0,0,0,4,3,6,7,16,93,33,14,7,3,0,25,222,0,0,0,0,0,0,0,0,10,3,3,0,3,0,0,31,0,0,0,0,0,13,20,31,40,8,7,4,0,0,13,135,0,0,0,0,0,3,7,8,4,0,0,0,0,0,0,25,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,4,15,12,7,11,3,0,0,0,0,0,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,3,3,3,9,17,44,51,68,212,78,50,28,7,3,131,718,0,0,0,0,0,6,9,8,13,0,0,0,0,0,5,47,0,0,3,11,0,16,3,8,0,0,0,0,0,0,4,44,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,13
