SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL13426,1007,777,422,169,6321
SAL13427,200,115,61,37,929
SAL13428,33,22,7,3,113
SAL13429,18,7,12,5,89
SAL13430,12,12,5,0,50
SAL13431,10,13,5,0,28
SAL13432,3,0,0,0,0
SAL13433,10,6,5,0,62
SAL13434,113,90,51,8,854
SAL13435,7,7,3,0,33
SAL13436,0,0,0,0,11
SAL13437,25,5,0,4,90
SAL13438,5,0,0,0,11
SAL13439,7,17,0,0,56
SAL13440,20,7,3,4,67
SAL13441,0,0,0,0,5
SAL13442,22,25,16,3,131
SAL13443,22,25,11,3,112
SAL13444,674,343,124,20,6194
SAL13445,9,11,3,0,59
SAL13446,8,3,0,0,84
SAL13447,16,18,0,3,60
SAL13448,0,0,0,0,28
SAL13449,106,69,17,0,552
SAL13450,784,605,209,30,5600
SAL13451,10,6,0,0,31
SAL13452,8,0,0,0,17
SAL13453,15,9,0,0,44
SAL13454,0,0,5,0,14
SAL13455,69,69,13,4,317
SAL13456,20,19,10,0,70
SAL13457,5,0,0,0,12
SAL13458,327,404,104,19,2447
SAL13459,195,156,109,76,1893
SAL13460,11,5,0,0,47
SAL13461,42,27,5,4,152
SAL13462,450,293,93,48,2689
SAL13463,116,76,40,15,751
SAL13464,620,548,322,103,5497
SAL13465,8,13,6,0,57
SAL13466,5,4,3,0,28
SAL13467,16,19,14,0,95
SAL13468,574,293,145,33,3800
SAL13469,2247,1380,690,370,19285
SAL13470,23,22,6,3,122
SAL13471,3,4,0,0,16
SAL13472,103,82,50,15,460
SAL13473,39,14,0,0,131
SAL13474,36,23,10,4,199
SAL13475,5,6,8,0,44
SAL13476,145,67,38,17,1024
SAL13477,109,137,42,5,579
SAL13478,461,521,406,123,2587
SAL13479,3,5,5,0,21
SAL13480,12,6,4,4,39
SAL13481,0,0,0,0,5
SAL13482,111,69,39,3,549
SAL13483,0,0,0,0,0
SAL13484,38,24,12,0,176
SAL13485,280,166,66,26,1763
SAL13486,76,43,17,8,311
SAL13487,619,661,296,66,3641
SAL13488,0,0,0,0,0
SAL13489,13,27,28,80,186
SAL13490,9,4,3,0,49
SAL13491,4,3,0,0,15
SAL13492,7,0,0,0,6
SAL13493,133,96,42,19,700
SAL13494,245,167,48,20,1472
SAL13495,0,0,0,0,7
SAL13496,4,0,0,0,26
SAL13497,4,0,0,0,6
SAL13498,5,6,3,0,40
SAL13499,6,3,0,0,8
SAL13500,11,11,0,0,32
SAL13501,9,5,3,0,79
SAL13502,77,44,14,4,340
SAL13503,0,0,0,0,0
SAL13504,968,626,361,161,5638
SAL13505,4,0,0,0,18
SAL13506,325,275,110,13,1556
SAL13507,414,307,162,41,2174
SAL13508,4,3,0,0,19
SAL13509,8,9,9,0,42
SAL13510,51,31,20,0,249
SAL13511,3,3,3,0,33
SAL13512,0,3,0,0,5
SAL13513,403,380,150,49,2145
SAL13514,48,31,13,5,252
SAL13515,40,26,5,0,192
SAL13516,0,0,0,0,6
SAL13517,454,254,62,9,8174
SAL13518,400,262,165,79,2642
SAL13519,0,0,0,0,3
SAL13520,105,70,25,3,433
SAL13521,0,3,0,0,10
SAL13522,8,0,0,0,21
SAL13523,139,127,47,8,572
SAL13524,795,458,255,71,4144
SAL13525,120,62,17,3,522
SAL13526,23,12,3,0,155
SAL13527,3,7,3,0,37
SAL13528,5,4,0,0,26
SAL13529,29,11,0,0,125
SAL13530,53,29,21,0,202
SAL13531,318,203,75,49,2437
SAL13532,13,14,9,4,105
SAL13533,1333,879,445,130,10174
SAL13534,7,5,0,0,19
SAL13535,0,5,0,0,18
SAL13536,13,11,3,0,64
SAL13537,10,3,0,0,36
SAL13538,140,117,44,6,1158
SAL13539,16,10,3,3,148
SAL13540,11,4,3,0,72
SAL13541,8,12,9,0,73
SAL13542,5,9,0,0,40
SAL13543,11,14,3,3,63
SAL13544,6,5,0,0,17
SAL13545,0,0,0,0,7
SAL13546,14,11,4,0,73
SAL13547,617,457,236,112,4000
SAL13548,411,266,91,34,1804
SAL13549,29,53,51,43,283
SAL13550,126,134,66,27,736
SAL13551,6,3,4,4,42
SAL13552,23,14,3,0,72
SAL13553,3,7,0,4,17
SAL13554,172,195,148,124,1025
SAL13555,302,362,193,53,1715
SAL13556,0,3,3,0,18
SAL13557,236,214,162,52,2222
SAL13558,0,0,0,0,0
SAL13559,319,159,50,0,2063
SAL13560,11,4,0,0,26
SAL13561,35,34,11,0,151
SAL13562,173,82,26,4,2510
SAL13563,3,3,0,0,14
SAL13564,395,238,120,31,2366
SAL13565,279,165,61,26,2098
SAL13566,4,9,0,0,298
SAL13567,0,0,0,0,0
SAL13568,0,0,0,0,0
SAL13569,143,135,54,9,725
SAL13570,15,9,0,0,52
SAL13571,13,8,5,0,90
SAL13572,17,12,3,0,68
SAL13573,4,0,0,0,3
SAL13574,0,0,0,0,13
SAL13575,632,405,236,166,4539
SAL13576,3,0,0,0,4
SAL13577,10,6,3,0,36
SAL13578,42,32,16,0,194
SAL13579,162,148,59,10,745
SAL13580,63,26,14,3,250
SAL13581,0,0,0,0,3
SAL13582,0,0,0,0,0
SAL13583,0,0,0,0,3
SAL13584,19,16,0,0,67
SAL13585,17,17,10,0,57
SAL13586,203,193,105,21,847
SAL13587,131,79,34,10,618
SAL13588,25,11,8,3,134
SAL13589,129,75,22,15,750
SAL13590,30,27,8,5,107
SAL13591,38,27,8,0,130
SAL13592,3,4,4,0,16
SAL13593,116,89,62,8,759
SAL13594,94,119,83,31,652
SAL13595,541,342,175,75,3086
SAL13596,55,59,21,0,219
SAL13597,87,40,13,0,502
SAL13598,385,298,171,65,2518
SAL13599,258,141,81,22,2157
SAL13600,57,46,16,0,335
SAL13601,25,34,14,3,172
SAL13602,41,13,15,0,171
SAL13603,398,223,109,61,2627
SAL13604,226,155,76,17,1124
SAL13605,150,78,23,0,792
SAL13606,18,20,6,0,132
SAL13607,40,19,3,0,174
SAL13608,54,39,21,0,323
SAL13609,102,84,35,17,520
SAL13610,147,110,48,19,1469
SAL13611,43,33,9,4,235
SAL13612,708,578,257,50,5338
SAL13613,386,311,195,62,2722
SAL13614,323,204,150,48,1822
SAL13615,393,196,98,29,3304
SAL13616,497,585,292,108,2527
SAL13617,393,216,98,21,2632
SAL13618,22,9,5,0,84
SAL13619,0,3,0,0,16
SAL13620,27,26,3,0,106
SAL13621,361,275,122,40,1873
SAL13622,7,6,0,0,41
SAL13623,35,26,8,4,156
SAL13624,12,4,4,0,30
SAL13625,10,3,4,0,26
SAL13626,42,28,26,0,194
SAL13627,25,20,0,0,72
SAL13628,353,178,42,4,4588
SAL13629,29,26,4,3,171
SAL13630,57,38,23,0,275
SAL13631,42,36,6,0,263
SAL13632,11,0,0,0,58
SAL13633,0,0,3,0,3
SAL13634,6,6,0,0,41
SAL13635,30,10,3,0,123
SAL13636,20,15,5,0,65
SAL13637,8,5,4,0,54
SAL13638,150,150,65,20,1164
SAL13639,398,205,63,24,2169
SAL13640,8,0,0,0,13
SAL13641,43,48,10,4,261
SAL13642,46,34,14,0,200
SAL13643,215,94,26,0,968
SAL13644,919,810,464,283,5048
SAL13645,20,25,10,0,105
SAL13646,445,262,63,5,2495
SAL13647,1484,925,203,49,8622
SAL13648,0,0,0,0,9
SAL13649,19,9,7,0,126
SAL13650,0,0,0,0,0
SAL13651,275,312,158,53,1564
SAL13652,353,181,75,10,2707
SAL13653,126,137,83,28,625
SAL13654,1863,1373,1017,401,10826
SAL13655,333,216,159,46,1844
SAL13656,278,274,112,48,2208
SAL13657,400,246,100,24,5600
SAL13658,699,451,202,59,5837
SAL13659,204,102,30,11,2480
SAL13660,12,5,0,0,40
SAL13661,14,13,9,0,80
SAL13662,37,34,13,3,248
SAL13663,17,4,4,3,88
SAL13664,636,380,126,22,4994
SAL13665,615,342,166,50,5120
SAL13666,7,7,0,0,26
SAL13667,8,13,0,0,34
SAL13668,207,145,61,36,978
SAL13669,56,44,14,3,308
SAL13670,4,0,0,0,6
SAL13671,0,0,0,0,0
SAL13672,7,3,0,0,12
SAL13673,4,9,3,0,21
SAL13674,17,16,8,0,78
SAL13675,31,31,20,5,155
SAL13676,4,9,3,0,41
SAL13677,473,353,126,80,2170
SAL13678,12,3,0,0,28
SAL13679,95,77,13,0,391
SAL13680,20,19,4,0,89
SAL13681,0,3,3,0,17
SAL13682,28,22,7,5,109
SAL13683,25,6,5,0,77
SAL13684,11,7,0,0,34
SAL13685,5,5,0,0,11
SAL13686,0,0,0,0,5
SAL13687,14,17,4,3,66
SAL13688,7,4,0,0,40
SAL13689,19,19,0,0,88
SAL13690,1991,1259,675,321,16281
SAL13691,291,182,84,16,1959
SAL13692,85,74,39,9,476
SAL13693,4,5,0,0,14
SAL13694,24,14,4,0,111
SAL13695,28,18,10,0,107
SAL13696,101,95,26,6,371
SAL13697,31,28,0,0,132
SAL13698,11,0,0,0,20
SAL13699,409,299,103,38,2564
SAL13700,12,7,3,0,43
SAL13701,11,10,0,0,60
SAL13702,599,375,119,52,4866
SAL13703,34,21,9,0,137
SAL13704,15,4,3,0,53
SAL13705,255,215,95,30,1308
SAL13706,26,35,5,0,133
SAL13707,11,12,7,0,49
SAL13708,7,4,4,0,17
SAL13709,42,48,33,8,247
SAL13710,147,145,114,28,741
SAL13711,5,5,0,0,29
SAL13712,195,207,102,32,1007
SAL13713,143,148,63,10,703
SAL13714,1122,595,277,103,12099
SAL13715,407,450,270,112,1930
SAL13716,872,502,274,150,6956
SAL13717,190,133,46,5,898
SAL13718,55,55,25,8,295
SAL13719,31,33,9,0,164
SAL13720,24,18,5,0,180
SAL13721,8,9,5,0,40
SAL13722,4,3,0,0,21
SAL13723,0,0,0,0,6
SAL13724,29,38,13,4,105
SAL13725,0,0,0,0,0
SAL13726,433,413,255,95,2374
SAL13727,82,55,25,7,350
SAL13728,6,7,8,0,22
SAL13729,52,40,11,0,652
SAL13730,819,506,256,74,12867
SAL13731,171,81,12,4,3441
SAL13732,900,693,527,223,5570
SAL13733,279,173,120,37,1685
SAL13734,0,0,0,0,19
SAL13735,0,6,0,0,14
SAL13736,0,5,0,0,30
SAL13737,194,93,33,3,789
SAL13738,72,47,13,0,244
SAL13739,44,45,9,0,269
SAL13740,22,20,5,3,128
SAL13741,3,0,0,0,14
SAL13742,304,269,121,35,2553
SAL13743,32,21,10,0,118
SAL13744,5,3,0,0,12
SAL13745,27,37,15,6,120
SAL13746,9,7,0,0,71
SAL13747,235,103,15,0,3575
SAL13748,11,11,0,0,81
SAL13749,100,73,44,4,486
SAL13750,0,0,0,0,0
SAL13751,5,6,3,0,17
SAL13752,6,12,0,0,38
SAL13753,117,157,64,4,567
SAL13754,11,3,3,0,26
SAL13755,12,12,0,0,67
SAL13756,10,3,0,0,51
SAL13757,137,72,25,4,1010
SAL13758,13,13,0,0,49
SAL13759,35,14,10,3,132
SAL13760,10,7,0,0,19
SAL13761,7,7,0,0,26
SAL13762,6,9,17,20,97
SAL13763,9,7,0,0,71
SAL13764,283,258,144,38,1464
SAL13765,40,28,11,0,120
SAL13766,7,0,0,0,22
SAL13767,0,0,0,0,0
SAL13768,28,25,0,0,96
SAL13769,3,0,0,0,12
SAL13770,97,79,42,5,384
SAL13771,0,3,4,0,16
SAL13772,0,8,0,0,13
SAL13773,44,38,18,0,264
SAL13774,42,41,7,8,195
SAL13775,25,26,5,0,115
SAL13776,0,3,0,0,7
SAL13777,20,17,7,4,95
SAL13778,36,35,8,0,202
SAL13779,1198,1010,765,356,7278
SAL13780,30,35,19,0,157
SAL13781,116,132,191,204,1083
SAL13782,21,22,8,0,96
SAL13783,35,32,9,6,180
SAL13784,192,131,103,88,1147
SAL13785,12,9,0,0,43
SAL13786,101,107,59,9,667
SAL13787,162,130,64,14,940
SAL13788,17,16,8,0,118
SAL13789,222,206,88,29,904
SAL13790,220,142,58,19,1270
SAL13791,12,8,5,0,52
SAL13792,18,14,9,5,75
SAL13793,15,3,0,0,28
SAL13794,311,627,450,156,1875
SAL13795,145,95,43,8,1019
SAL13796,73,55,12,0,314
SAL13797,462,266,144,71,2908
SAL13798,34,22,10,5,140
SAL13799,379,302,156,65,1994
SAL13800,260,130,54,10,1913
SAL13801,3,0,0,0,9
SAL13802,239,201,115,33,1383
SAL13803,7,0,0,0,33
SAL13804,38,36,11,3,190
SAL13805,145,84,46,11,723
SAL13806,0,6,0,0,14
SAL13807,384,410,189,47,1881
SAL13808,211,139,74,23,1343
SAL13809,24,28,12,3,141
SAL13810,33,41,25,3,150
SAL13811,0,0,0,0,9
SAL13812,54,34,3,0,162
SAL13813,5,0,0,0,13
SAL13814,0,4,3,0,19
SAL13815,12,3,4,0,47
SAL13816,28,17,5,7,165
SAL13817,312,231,90,25,1718
SAL13818,0,0,0,0,0
SAL13819,313,249,165,69,1746
SAL13820,1260,1079,531,112,7156
SAL13821,8,3,3,0,38
SAL13822,34,33,5,0,170
SAL13823,22,10,0,3,46
SAL13824,3,0,0,0,9
SAL13825,26,16,4,0,88
SAL13826,32,21,8,0,193
SAL13827,8,14,7,0,54
SAL13828,0,0,0,0,0
SAL13829,15,0,4,0,34
SAL13830,20,11,4,0,70
SAL13831,5,0,0,0,12
SAL13832,47,32,11,4,205
SAL13833,0,0,0,0,0
SAL13834,363,382,177,57,2084
SAL13835,157,135,70,22,827
SAL13836,0,0,0,0,0
SAL13837,0,0,0,0,0
SAL13838,9,0,0,0,33
SAL13839,0,0,0,0,4
SAL13840,0,0,0,0,0
SAL13841,3,0,0,0,16
SAL13842,183,153,64,14,1447
SAL13843,122,73,38,12,617
SAL13844,32,9,12,0,131
SAL13845,5,0,3,0,32
SAL13846,3,0,0,0,12
SAL13847,208,154,51,10,1404
SAL13848,0,0,0,0,0
SAL13849,19,6,7,0,44
SAL13850,19,25,7,0,140
SAL13851,652,444,217,63,8482
SAL13852,16,15,18,0,94
SAL13853,7,0,0,0,19
SAL13854,112,98,30,8,578
SAL13855,5,7,3,0,31
SAL13856,75,72,21,4,483
SAL13857,0,0,0,0,0
SAL13858,34,22,0,0,159
SAL13859,16,17,3,0,80
SAL13860,9,8,5,0,29
SAL13861,38,51,14,4,277
SAL13862,7,0,0,0,19
SAL13863,337,302,163,114,2453
SAL13864,748,544,204,71,3721
SAL13865,48,36,13,4,167
SAL13866,816,516,264,74,5094
SAL13867,678,353,104,23,4951
SAL13868,35,16,6,5,275
SAL13869,114,101,27,3,1164
SAL13870,20,6,4,0,66
SAL13871,11,0,4,0,17
SAL13872,3,4,0,0,22
SAL13873,683,510,255,49,5345
SAL13874,4,0,0,0,7
SAL13875,0,0,0,0,10
SAL13876,15,0,0,0,26
SAL13877,10,6,3,0,40
SAL13878,7,6,0,0,50
SAL13879,0,0,0,0,0
SAL13880,165,80,25,5,1062
SAL13881,19,8,5,0,63
SAL13882,11,4,3,3,33
SAL13883,0,0,0,0,0
SAL13884,8,0,0,0,27
SAL13885,3,0,0,0,19
SAL13886,0,0,0,0,6
SAL13887,18,8,0,0,68
SAL13888,0,0,0,0,25
SAL13889,6,0,0,0,21
SAL13890,11,6,0,0,42
SAL13891,49,30,15,0,260
SAL13892,189,104,51,6,1010
SAL13893,126,109,40,13,591
SAL13894,0,0,0,0,8
SAL13895,65,68,23,9,342
SAL13896,21,37,20,0,213
SAL13897,0,0,0,0,5
SAL13898,8,7,3,0,22
SAL13899,0,0,0,0,3
SAL13900,36,29,10,3,147
SAL13901,6,0,0,0,19
SAL13902,0,0,0,0,23
SAL13903,250,320,168,51,1350
SAL13904,0,0,0,0,0
SAL13905,191,199,87,20,1421
SAL13906,0,0,0,0,0
SAL13907,25,36,19,3,127
SAL13908,136,163,43,19,657
SAL13909,0,0,0,0,9
SAL13910,0,0,0,0,0
SAL13911,7,9,3,0,27
SAL13912,143,104,24,11,689
SAL13913,17,8,0,0,73
SAL13914,47,26,19,3,188
SAL13915,8,7,3,0,32
SAL13916,0,5,0,0,13
SAL13917,9,11,3,0,55
SAL13918,20,9,8,0,92
SAL13919,3,7,0,4,40
SAL13920,19,19,12,6,164
SAL13921,15,9,5,5,67
SAL13922,0,5,0,0,8
SAL13923,0,4,6,0,19
SAL13924,11,3,0,0,38
SAL13925,955,609,292,73,8640
SAL13926,13,5,0,4,32
SAL13927,3,10,0,0,16
SAL13928,0,0,0,0,6
SAL13929,31,19,0,0,124
SAL13930,444,395,292,143,2918
SAL13931,12,5,0,0,23
SAL13932,28,24,5,0,125
SAL13933,11,4,3,0,31
SAL13934,59,68,40,10,286
SAL13935,10,0,0,0,35
SAL13936,497,522,329,132,2905
SAL13937,14,24,0,0,41
SAL13938,18,15,4,0,68
SAL13939,4,3,0,0,28
SAL13940,10,4,4,0,16
SAL13941,46,29,14,11,199
SAL13942,0,0,0,0,0
SAL13943,332,310,168,81,2114
SAL13944,0,0,0,0,0
SAL13945,34,32,9,3,132
SAL13946,53,69,31,10,419
SAL13947,283,173,103,31,1674
SAL13948,27,15,7,0,91
SAL13949,0,0,0,0,0
SAL13950,73,58,40,24,431
SAL13951,63,49,17,0,242
SAL13952,146,94,56,15,1171
SAL13953,3,7,0,0,26
SAL13954,8,12,5,0,43
SAL13955,3,0,0,0,8
SAL13956,0,0,0,0,3
SAL13957,3,3,0,0,26
SAL13958,50,38,25,14,255
SAL13959,0,0,0,0,21
SAL13960,15,10,7,0,56
SAL13961,0,4,0,0,8
SAL13962,0,10,4,0,27
SAL13963,46,33,11,0,167
SAL13964,10,17,3,0,68
SAL13965,34,35,7,6,157
SAL13966,21,3,3,5,68
SAL13967,12,11,3,0,40
SAL13968,66,39,22,4,465
SAL13969,136,71,48,10,646
SAL13970,11,15,4,0,48
SAL13971,12,0,0,0,35
SAL13972,34,23,14,8,177
SAL13973,0,0,0,0,0
SAL13974,27,29,0,0,142
SAL13975,19,16,9,0,103
SAL13976,82,77,22,0,949
SAL13977,18,6,0,0,47
SAL13978,8,16,3,0,54
SAL13979,142,119,71,23,823
SAL13980,417,387,246,84,2683
SAL13981,18,7,7,0,87
SAL13982,61,29,6,4,257
SAL13983,3,0,0,0,11
SAL13984,477,339,230,94,2845
SAL13985,10,6,0,5,44
SAL13986,8,3,3,0,22
SAL13987,552,702,451,233,3041
SAL13988,5,0,3,0,23
SAL13989,34,27,6,0,138
SAL13990,0,4,0,0,8
SAL13991,378,464,260,98,1931
SAL13992,7,8,0,0,49
SAL13993,27,19,4,0,88
SAL13994,18,12,3,0,90
SAL13995,19,10,3,0,57
SAL13996,0,4,0,0,11
SAL13997,349,424,188,42,1388
SAL13998,1380,990,601,268,7822
SAL13999,8,8,0,0,39
SAL14000,118,68,31,4,1455
SAL14001,306,186,70,33,1844
SAL14002,852,917,578,285,5102
SAL14003,600,603,406,205,3706
SAL14004,463,441,281,118,3087
SAL14005,3,0,0,0,19
SAL14006,18,9,9,0,71
SAL14007,0,0,0,0,0
SAL14008,0,0,0,0,0
SAL14009,8,0,0,0,26
SAL14010,6,3,0,0,25
SAL14011,36,23,7,0,148
SAL14012,66,48,13,0,265
SAL14013,18,25,8,0,68
SAL14014,13,9,0,3,57
SAL14015,23,15,4,0,96
SAL14016,12,7,3,0,51
SAL14017,8,5,0,0,21
SAL14018,88,70,16,5,394
SAL14019,20,13,9,0,93
SAL14020,3,7,0,0,49
SAL14021,629,606,357,121,3446
SAL14022,58,59,25,8,324
SAL14023,28,12,7,0,117
SAL14024,281,166,54,22,5310
SAL14025,1427,1170,639,242,8540
SAL14026,349,288,185,129,2543
SAL14027,0,3,0,0,8
SAL14028,5,8,0,0,14
SAL14029,33,31,10,0,152
SAL14030,0,0,5,0,3
SAL14031,4,0,0,0,4
SAL14032,0,3,0,0,16
SAL14033,38,28,8,0,156
SAL14034,0,0,0,0,0
SAL14035,5,4,0,0,25
SAL14036,14,4,0,0,49
SAL14037,8,7,5,0,39
SAL14038,19,24,6,0,78
SAL14039,38,19,8,3,131
SAL14040,8,8,6,0,78
SAL14041,0,0,0,0,0
SAL14042,18,10,8,4,57
SAL14043,13,11,0,0,37
SAL14044,7,4,0,0,14
SAL14045,0,0,0,0,4
SAL14046,15,16,0,3,67
SAL14047,7,4,0,0,37
SAL14048,30,29,15,0,109
SAL14049,0,0,0,0,0
SAL14050,0,3,0,0,3
SAL14051,79,74,20,0,298
SAL14052,6,0,7,0,26
SAL14053,36,27,5,5,183
SAL14054,0,0,0,0,0
SAL14055,20,11,4,0,51
SAL14056,6,4,0,0,15
SAL14057,7,0,0,0,17
SAL14058,0,0,0,0,5
SAL14059,101,86,31,0,497
SAL14060,0,7,0,0,22
SAL14061,10,16,0,0,61
SAL14062,8,6,0,0,34
SAL14063,15,16,0,0,58
SAL14064,6,4,0,0,27
SAL14065,0,4,0,0,8
SAL14066,7,13,7,0,56
SAL14067,15,11,9,0,73
SAL14068,48,34,14,5,158
SAL14069,260,236,90,29,1322
SAL14070,43,23,3,5,138
SAL14071,6,0,0,0,16
SAL14072,0,0,0,0,16
SAL14073,76,72,11,4,452
SAL14074,0,0,0,0,3
SAL14075,30,32,6,3,124
SAL14076,0,4,0,0,16
SAL14077,20,17,7,0,73
SAL14078,23,22,7,0,107
SAL14079,381,361,163,48,1679
SAL14080,18,25,0,5,91
SAL14081,67,58,16,3,367
SAL14082,41,30,3,0,213
SAL14083,624,538,270,56,3241
SAL14084,9,9,0,0,33
SAL14085,165,103,35,7,602
SAL14086,177,193,98,21,845
SAL14087,116,113,52,14,688
SAL14088,7,12,4,0,61
SAL14089,997,710,371,201,5637
SAL14090,27,27,13,0,140
SAL14091,45,24,8,0,160
SAL14092,328,199,72,27,2763
SAL14093,466,492,173,54,2295
SAL14094,109,90,50,19,557
SAL14095,0,0,0,0,0
SAL14096,10,13,5,0,46
SAL14097,182,78,23,4,933
SAL14098,194,134,41,9,1832
SAL14099,0,0,0,0,0
SAL14100,34,34,0,0,106
SAL14101,594,431,262,127,3986
SAL14102,52,44,25,3,161
SAL14103,1792,1297,962,610,10744
SAL14104,411,339,240,115,5020
SAL14105,16,11,0,0,49
SAL14106,15,9,3,0,69
SAL14107,262,194,85,17,1762
SAL14108,24,10,9,0,100
SAL14109,11,4,3,0,58
SAL14110,10,9,3,0,66
SAL14111,219,216,116,24,1178
SAL14112,8,6,0,4,35
SAL14113,3,4,0,0,18
SAL14114,183,110,30,9,981
SAL14115,86,42,25,6,363
SAL14116,73,30,13,0,197
SAL14117,104,118,28,3,536
SAL14118,0,0,0,0,5
SAL14119,122,101,39,9,768
SAL14120,83,103,36,3,330
SAL14121,88,51,16,3,334
SAL14122,98,58,19,4,529
SAL14123,5,3,0,0,46
SAL14124,11,8,0,0,37
SAL14125,5,8,4,5,32
SAL14126,10,0,0,0,24
SAL14127,33,15,4,0,137
SAL14128,0,0,0,0,9
SAL14129,25,9,14,0,106
SAL14130,54,46,32,0,328
SAL14131,36,29,8,9,145
SAL14132,136,127,50,7,847
SAL14133,0,0,0,0,17
SAL14134,0,0,4,0,4
SAL14135,0,0,0,0,4
SAL14136,918,672,375,229,6587
SAL14137,4,5,0,0,23
SAL14138,22,14,7,0,72
SAL14139,10,3,0,0,33
SAL14140,680,474,206,71,3785
SAL14141,267,173,46,10,1106
SAL14142,0,3,0,0,22
SAL14143,0,0,4,0,25
SAL14144,6,4,0,0,33
SAL14145,36,36,11,0,198
SAL14146,18,19,10,0,79
SAL14147,0,0,0,0,9
SAL14148,5,0,0,0,19
SAL14149,11,7,3,0,64
SAL14150,8,10,6,0,54
SAL14151,3,3,0,0,23
SAL14152,10,3,0,0,35
SAL14153,336,399,175,31,1660
SAL14154,25,17,4,0,104
SAL14155,11,3,3,0,38
SAL14156,0,4,4,0,21
SAL14157,25,22,3,0,68
SAL14158,173,136,76,48,1019
SAL14159,330,268,213,305,2870
SAL14160,173,100,68,27,1578
SAL14161,0,0,0,0,21
SAL14162,85,62,19,8,387
SAL14163,8,3,0,3,37
SAL14164,0,4,0,0,13
SAL14165,18,25,9,0,90
SAL14166,140,84,45,10,815
SAL14167,115,87,57,18,604
SAL14168,16,6,0,0,69
SAL14169,458,336,205,87,2640
SAL14170,5,0,0,0,24
SAL14171,719,665,370,122,4391
SAL14172,51,26,20,4,332
SAL14173,0,0,0,0,0
SAL14174,8,10,7,0,50
SAL14175,13,0,0,0,36
SAL14176,84,39,19,4,523
SAL14177,5,9,4,0,45
SAL14178,0,3,6,0,19
SAL14179,4,5,4,0,30
SAL14180,9,4,8,0,45
SAL14181,47,35,13,0,222
SAL14182,6,0,4,0,26
SAL14183,381,231,147,52,1942
SAL14184,4,9,0,0,50
SAL14185,227,156,90,32,1686
SAL14186,0,5,0,0,13
SAL14187,5,10,3,0,19
SAL14188,25,35,6,4,132
SAL14189,91,84,39,10,525
SAL14190,21,7,0,0,75
SAL14191,678,457,353,231,4617
SAL14192,218,165,53,20,1389
SAL14193,10,4,0,0,55
SAL14194,0,0,0,0,0
SAL14195,339,188,85,30,2962
SAL14196,0,0,0,0,0
SAL14197,3,5,0,0,18
SAL14198,3,9,0,0,22
SAL14199,275,138,77,18,1749
SAL14200,34,30,11,0,255
SAL14201,777,559,297,134,11708
SAL14202,3,6,0,0,25
SAL14203,7,7,4,0,34
SAL14204,139,109,44,11,660
SAL14205,95,51,35,24,535
SAL14206,9,10,0,0,58
SAL14207,16,19,0,0,55
SAL14208,23,9,7,4,103
SAL14209,31,33,13,0,150
SAL14210,713,308,92,27,4490
SAL14211,111,54,15,4,574
SAL14212,0,0,0,0,0
SAL14213,10,5,0,0,38
SAL14214,458,380,246,124,2924
SAL14215,0,0,0,0,0
SAL14216,18,20,6,3,61
SAL14217,324,222,167,166,2786
SAL14218,5,10,0,0,52
SAL14219,278,267,154,35,2193
SAL14220,57,32,7,0,166
SAL14221,21,22,6,0,75
SAL14222,4,3,3,0,23
SAL14223,6,0,0,0,22
SAL14224,5,4,0,0,22
SAL14225,14,9,0,0,35
SAL14226,65,47,19,3,360
SAL14227,17,22,8,0,73
SAL14228,147,85,52,16,788
SAL14229,7,0,0,0,11
SAL14230,3,3,0,0,44
SAL14231,0,4,8,0,31
SAL14232,19,9,8,3,119
SAL14233,12,4,0,0,31
SAL14234,0,6,0,0,14
SAL14235,8,3,0,0,12
SAL14236,69,45,22,12,365
SAL14237,19,11,3,0,55
SAL14238,306,213,151,55,1729
SAL14239,6,0,0,0,11
SAL14240,22,10,5,0,97
SAL14241,16,14,4,0,74
SAL14242,159,148,83,24,730
SAL14243,767,817,373,132,3883
SAL14244,569,313,79,9,8883
SAL14245,915,441,167,59,9017
SAL14246,10,15,6,3,69
SAL14247,0,0,0,0,9
SAL14248,8,4,4,0,32
SAL14249,77,56,18,7,478
SAL14250,56,65,32,8,328
SAL14251,0,0,0,0,0
SAL14252,235,168,67,10,2478
SAL14253,201,209,52,15,1589
SAL14254,246,152,37,9,1437
SAL14255,97,96,41,10,538
SAL14256,400,283,173,87,2002
SAL14257,272,316,197,69,1586
SAL14258,266,188,113,35,1741
SAL14259,10,3,0,0,37
SAL14260,15,8,3,0,41
SAL14261,105,85,73,66,833
SAL14262,119,121,110,54,575
SAL14263,627,219,77,12,4188
SAL14264,316,273,151,72,2005
SAL14265,116,60,25,6,692
SAL14266,1968,1610,571,155,9780
SAL14267,584,342,212,80,3097
SAL14268,1073,651,300,107,7978
SAL14269,305,210,146,46,2225
SAL14270,172,170,84,14,1420
SAL14271,11,14,3,0,70
SAL14272,379,224,112,52,2813
SAL14273,197,152,108,45,1330
SAL14274,17,14,0,0,79
SAL14275,0,0,0,0,0
SAL14276,138,77,30,3,1126
SAL14277,483,414,225,49,2721
SAL14278,680,431,245,152,10378
SAL14279,251,181,59,20,1623
SAL14280,0,0,0,0,3
SAL14281,375,316,107,17,2392
SAL14282,3,4,0,0,6
