SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL13268,0,0,5,3,3,4,5,9,4,40,0,5,4,4,0,5,3,0,3,27,38,163,313,144,105,58,39,29,6,900,75,537,2265,1392,999,766,584,270,71,6966
SAL13269,0,0,4,6,11,17,25,46,31,133,0,0,0,0,0,0,3,0,0,12,25,10,31,64,48,48,34,40,48,340,145,212,540,1103,929,851,865,450,193,5298
SAL13270,0,5,9,18,24,51,82,79,24,294,0,4,16,16,24,39,34,37,12,176,7,0,18,22,18,12,22,31,5,133,80,205,395,395,432,452,422,268,75,2724
SAL13271,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,6,4,0,34,10,5,5,12,15,22,18,10,0,96
SAL13272,6,0,15,39,55,104,104,118,46,484,0,4,12,20,50,56,44,45,14,238,47,40,67,96,71,65,40,47,87,549,574,1209,1739,2171,2336,1755,857,446,225,11316
SAL13273,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,17,10,7,21,19,37,57,71,36,9,268
SAL13274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13275,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,14,9,0,0,46
SAL13276,0,0,3,0,5,3,25,37,22,102,0,0,0,0,0,0,5,0,0,13,3,4,5,10,8,8,13,9,4,68,47,93,189,179,191,249,187,126,45,1312
SAL13277,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,12,0,8,23,22,21,27,8,3,0,114
SAL13278,0,0,8,12,16,24,58,59,13,195,0,0,8,9,5,8,9,8,3,41,12,12,34,31,28,15,23,11,9,182,149,339,715,765,667,622,528,224,43,4050
SAL13279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6
SAL13280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,9,0,30
SAL13281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,9,0,3,29
SAL13282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,3,3,0,0,40
SAL13284,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,6,7,3,9,12,4,0,0,51
SAL13285,0,0,0,0,0,0,4,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,4,10,19,23,30,55,53,11,3,214
SAL13286,0,6,52,83,120,252,271,220,106,1109,5,8,41,55,83,161,177,153,89,774,115,121,306,231,184,184,128,91,25,1385,699,1682,3337,2778,2442,2298,1522,875,334,15964
SAL13287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL13288,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,11,13,8,6,7,6,0,0,43,6,10,17,16,8,12,5,0,4,85
SAL13289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,8,24,11,3,0,65
SAL13290,0,0,0,0,0,6,22,26,24,81,0,0,0,0,0,3,4,3,16,33,9,9,7,18,16,6,16,10,5,97,102,272,368,456,602,649,468,193,104,3213
SAL13291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,7,18,27,32,28,15,3,153
SAL13292,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,18,18,12,18,15,0,107
SAL13293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,6,5,3,4,0,30
SAL13294,0,0,0,4,6,10,17,9,7,61,0,0,3,14,8,8,7,4,4,49,16,16,30,35,48,36,43,25,20,269,265,657,997,1626,1781,1570,1123,562,230,8814
SAL13295,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,4,7,7,12,10,0,49
SAL13296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,19,16,24,10,3,4,84
SAL13297,0,0,4,12,6,24,31,18,13,108,0,0,15,17,6,16,12,6,9,68,5,60,260,201,111,94,104,44,11,892,134,708,3188,2711,1489,1326,1087,447,98,11189
SAL13298,0,0,4,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,4,0,20,3,9,23,23,37,60,59,21,5,242
SAL13299,3,10,26,35,47,115,182,128,56,602,0,0,5,17,35,37,26,21,14,158,63,75,176,197,134,92,114,44,17,915,691,1755,4002,5054,3428,2748,1998,700,220,20599
SAL13300,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,4,3,5,34,0,3,11,20,15,23,10,11,5,100
SAL13301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,18
SAL13302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,8,5,13,0,0,44
SAL13303,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,13,4,8,15,13,29,24,26,16,0,129
SAL13304,0,0,8,3,15,21,50,63,47,214,0,0,7,3,0,0,8,12,18,55,8,8,79,48,33,40,53,46,45,354,103,367,1264,922,774,768,531,358,256,5340
SAL13305,0,0,10,9,4,17,23,23,8,97,0,0,7,0,3,0,3,3,3,27,5,15,71,27,28,43,16,10,4,214,54,299,1015,679,532,455,269,136,51,3482
SAL13306,0,0,4,0,9,15,30,34,8,97,0,0,0,0,0,4,0,0,3,12,7,7,33,30,23,27,17,5,3,150,61,185,548,431,423,425,233,89,26,2426
SAL13307,0,0,0,0,0,0,11,13,11,42,0,0,0,0,0,0,0,4,0,9,3,0,16,15,11,5,16,8,3,74,48,138,330,455,521,348,274,154,58,2323
SAL13308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,5,9,4,0,30
SAL13309,0,0,0,0,0,4,5,7,3,24,0,0,0,0,0,0,0,0,0,3,6,3,38,24,14,10,13,5,3,109,36,156,892,640,416,379,218,109,43,2887
SAL13310,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,7,9,9,3,0,0,40,18,13,14,39,48,40,43,7,3,234
SAL13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7
SAL13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13313,0,0,0,0,4,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,5,11,0,0,33,5,6,18,20,24,23,39,16,0,165
SAL13314,0,0,3,3,3,33,42,33,24,149,0,0,0,0,0,4,0,3,0,10,21,18,33,44,45,37,63,45,31,339,85,148,296,363,416,452,464,293,121,2633
SAL13315,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,10,0,0,0,24,16,21,52,50,95,124,68,22,0,451
SAL13316,5,5,6,6,17,30,49,30,14,156,0,5,8,8,6,10,6,13,4,49,12,12,34,37,22,28,26,13,4,203,164,354,785,854,670,853,565,155,46,4451
SAL13317,0,0,0,0,0,6,14,16,6,43,0,0,0,0,0,0,0,0,0,7,6,3,0,10,0,13,7,4,0,53,47,76,125,181,146,138,161,62,16,944
SAL13318,0,0,0,0,6,3,12,0,0,12,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,5,3,8,0,28,25,22,36,64,98,128,131,45,12,560
SAL13319,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,5,9,20,15,14,0,74
SAL13320,0,0,0,0,0,0,0,6,15,30,0,0,0,0,0,0,0,0,0,0,5,0,5,15,7,7,8,4,3,54,20,34,58,69,98,119,81,49,43,565
SAL13321,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,21,21,40,31,18,4,154
SAL13322,0,0,0,0,4,10,7,21,10,48,0,0,0,0,0,0,3,3,8,15,6,4,11,10,16,7,5,6,4,62,25,49,151,134,186,164,129,81,47,957
SAL13323,0,0,0,0,0,10,19,28,12,66,0,0,0,0,0,0,5,6,0,10,4,3,5,10,14,9,8,15,9,81,27,53,206,263,226,224,202,167,65,1428
SAL13324,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,9,18,24,21,21,21,14,12,138
SAL13325,5,0,5,5,13,23,77,120,69,315,0,7,5,12,5,11,12,12,16,80,75,104,319,220,151,118,144,197,349,1685,598,1774,6414,4714,3630,2672,2001,1334,847,23981
SAL13326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,3,0,6,4,8,6,5,3,0,26
SAL13327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,5,0,0,0,20
SAL13328,0,0,0,0,0,4,12,16,9,43,0,0,0,0,0,0,0,0,0,7,0,0,6,8,3,4,7,16,4,46,60,114,296,381,301,246,320,193,32,1945
SAL13329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,3,0,0,0,19,4,9,26,29,25,28,15,9,3,144
SAL13330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,13,6,8,9,4,0,47
SAL13331,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,25,6,5,21,13,19,28,15,16,5,114
SAL13332,0,0,0,0,3,0,22,16,9,52,0,0,0,0,0,0,0,0,0,5,0,9,9,10,4,18,19,6,10,79,46,115,177,209,260,309,337,142,40,1639
SAL13333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,0,8,6,13,15,11,6,0,59
SAL13334,0,0,3,0,0,4,13,5,8,35,0,0,0,0,0,0,0,0,0,5,0,0,9,5,4,5,12,21,28,87,18,20,38,27,44,74,57,50,51,372
SAL13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13336,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,8,14,13,18,23,16,6,0,101
SAL13337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,9
SAL13338,0,0,0,0,8,0,10,5,0,26,0,0,0,0,0,3,0,0,0,0,3,5,0,7,8,8,3,0,0,41,57,112,234,332,280,202,192,70,17,1499
SAL13339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,9,4,13,8,10,0,0,47
SAL13340,16,3,25,33,70,90,161,95,51,543,0,0,5,3,12,13,5,3,0,48,39,26,119,111,104,92,111,92,26,714,445,820,1764,1639,1635,1625,1340,715,240,10217
SAL13341,0,0,0,0,4,4,9,0,0,18,0,0,0,0,0,0,0,0,0,3,11,0,8,13,12,10,4,3,4,71,58,64,86,127,201,184,116,48,7,881
SAL13342,0,0,0,4,0,3,8,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,15,0,0,36,13,11,47,71,87,168,183,77,14,663
SAL13343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,5,0,4,0,24
SAL13345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13346,0,0,5,0,5,4,6,4,0,16,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,0,3,0,0,35,8,5,20,26,35,40,31,11,0,181
SAL13347,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,6,0,20,6,8,18,39,57,81,85,31,11,341
SAL13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL13349,0,0,0,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,14,6,15,39,43,55,63,60,31,7,321
SAL13350,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,26,25,31,30,22,10,8,182
SAL13351,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,9,6,0,54
SAL13352,0,0,10,15,18,54,68,65,26,255,0,6,4,10,11,12,25,39,35,137,18,77,264,188,141,136,141,115,49,1130,148,1070,3575,2286,1648,1393,971,570,211,11868
SAL13353,0,0,0,0,5,12,24,39,30,105,0,0,0,0,0,0,0,4,0,10,6,6,9,8,7,25,30,42,33,170,88,147,243,401,515,513,499,343,225,2975
SAL13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,4,8,3,0,5,0,0,30
SAL13355,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,8,17,25,29,11,8,0,124
SAL13356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,4,8,14,24,13,14,5,0,78
SAL13357,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,10,0,0,10,5,0,0,29
SAL13358,0,0,18,33,30,61,62,43,14,260,0,5,18,19,25,53,41,15,14,198,9,19,48,38,19,39,27,22,4,238,126,390,848,621,573,648,454,188,67,3928
SAL13359,3,0,0,3,0,3,8,4,0,26,0,0,0,0,0,0,0,0,0,0,0,8,10,5,6,5,4,5,4,43,28,70,113,98,119,91,75,37,6,640
SAL13360,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,5,15,17,19,0,0,68
SAL13361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,15,14,31,16,3,4,93
SAL13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,6,8,3,0,0,26
SAL13363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,13,6,5,14,17,17,13,21,4,0,91
SAL13364,0,0,0,0,0,6,14,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,3,0,5,0,28,32,55,188,236,161,132,158,84,11,1065
SAL13365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,4,0,6,11,22,29,14,5,0,95
SAL13366,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,20,14,19,44,75,108,125,110,23,8,520
SAL13367,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,0,0,0,13,9,10,22,21,25,40,27,4,0,156
SAL13368,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,14,10,3,0,35
SAL13369,0,5,18,32,44,123,164,144,71,597,0,0,19,15,22,55,63,51,28,260,30,50,117,95,76,75,102,141,189,877,379,950,2055,2091,1896,1852,1344,769,514,11857
SAL13370,0,0,0,0,3,4,9,8,3,31,0,0,4,0,0,0,0,0,3,5,3,0,15,18,4,5,6,4,0,55,68,128,274,289,269,212,136,39,24,1430
SAL13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,6,0,0,34
SAL13372,0,6,3,3,6,11,24,8,6,62,0,0,42,18,3,12,9,0,3,95,6,52,200,97,28,45,23,18,22,514,97,947,4311,2378,740,746,501,163,63,9949
SAL13373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,4,3,0,14,11,5,0,0,34
SAL13374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,10,5,5,11,3,0,33
SAL13375,0,5,3,4,16,33,53,61,76,252,0,0,0,0,6,0,6,8,7,29,30,52,77,43,38,56,61,123,163,634,142,359,910,567,584,611,560,510,378,4625
SAL13376,0,0,0,0,5,4,10,5,3,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,10,11,27,41,74,142,146,163,66,23,696
SAL13377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,10,0,0,16,6,9,0,3,6,0,45
SAL13378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,9,10,30,11,0,0,75
SAL13379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,22,24,37,35,9,3,137
SAL13380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,10,6,0,0,0,33
SAL13381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,4,0,33
SAL13382,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,8,3,0,22,4,9,22,31,29,46,65,35,5,244
SAL13383,0,0,11,13,18,28,70,48,14,215,0,0,8,5,3,7,10,9,10,59,23,48,71,76,59,36,36,28,12,385,225,587,1557,1402,964,724,495,245,72,6276
SAL13384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,3,0,0,0,10
SAL13385,0,0,0,0,5,0,4,10,10,24,0,0,0,0,0,0,4,3,0,10,8,3,5,3,6,7,16,10,0,63,81,182,159,339,551,416,295,166,56,2250
SAL13386,0,0,15,32,65,109,180,164,84,653,0,5,19,22,37,58,89,67,25,327,42,68,147,133,109,127,122,112,29,886,284,860,1929,1729,1518,1683,1328,819,315,10461
SAL13387,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,4,8,0,0,0,18
SAL13388,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,4,12,6,13,17,3,0,59
SAL13389,0,0,0,0,0,4,17,3,3,32,0,0,0,0,0,0,0,0,0,0,3,0,12,16,12,29,26,12,0,114,63,60,178,200,310,312,310,119,26,1582
SAL13390,0,0,0,0,5,0,6,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,17,42,44,77,152,165,140,36,14,698
SAL13391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,10,0,17,17,5,8,0,58
SAL13392,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,7,11,13,30,25,27,4,4,118
SAL13393,0,0,0,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,18,4,10,15,31,29,71,37,15,6,223
SAL13394,0,8,18,19,24,72,134,145,74,497,0,3,28,20,27,34,39,38,20,219,27,111,266,159,89,80,92,65,46,939,244,1534,3838,2575,1557,1419,1042,597,260,13062
SAL13395,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,10,3,9,15,13,27,41,33,4,5,146
SAL13396,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,7,6,13,11,9,6,0,57
SAL13397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,6,6,3,0,18
SAL13398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,4,8,4,0,25
SAL13399,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,9,5,0,0,0,19
SAL13400,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,4,12,11,13,7,4,53
SAL13401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,10,16,4,0,45
SAL13402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,7,5,4,11,8,7,7,3,0,55
SAL13403,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,16,22,25,24,48,39,25,11,11,222
SAL13404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12,0,0,0,4,4,10,8,3,0,30
SAL13405,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,7,5,0,12,4,6,10,0,0,48,18,21,19,34,43,46,50,17,8,250
SAL13406,0,0,0,0,6,0,11,19,17,49,0,0,0,0,0,0,8,0,3,16,0,0,0,0,0,0,5,0,8,27,37,62,111,155,243,182,153,68,40,1052
SAL13407,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,19,18,27,28,3,7,117
SAL13408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,6,3,4,8,12,18,6,0,59
SAL13409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL13410,0,4,18,38,40,89,167,123,74,556,0,12,12,19,36,46,37,37,13,210,29,71,169,122,96,122,117,166,297,1189,429,1102,2240,2313,1895,1773,1382,695,549,12378
SAL13411,0,0,0,12,7,19,31,18,11,92,0,0,0,8,8,6,8,0,0,40,17,19,47,69,29,17,7,21,7,242,158,397,1113,1586,635,396,241,191,68,4785
SAL13412,0,0,4,4,5,12,17,24,17,70,0,0,3,0,5,5,0,4,4,18,19,24,65,77,55,62,50,90,123,560,161,522,1427,1452,1326,1063,936,708,361,7962
SAL13413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,7,9,9,10,11,11,5,0,69
SAL13414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,6,9,5,3,0,0,22
SAL13415,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,10,3,14,4,4,0,0,42,16,8,40,54,77,76,73,13,0,354
SAL13416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,6,4,5,0,11,7,8,0,35
SAL13417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,3,19
SAL13418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,11,18,21,0,0,51
SAL13419,0,0,9,7,18,34,103,169,66,411,0,3,18,5,16,26,22,47,24,172,40,94,248,116,66,52,36,31,17,696,236,1293,3981,2348,1386,993,724,505,187,11655
SAL13420,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,9,6,17,12,7,5,0,62
