SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL12240,48,2700,1029,300,2166,0.8,2125,2.6
SAL12241,42,1300,887,265,2087,0.8,1791,2.7
SAL12242,41,1733,1281,300,2624,0.7,2285,3
SAL12243,52,1598,713,300,2037,0.8,1607,2.5
SAL12244,39,1582,524,300,1687,0.8,1125,2.7
SAL12245,57,1517,714,400,1937,0.8,1348,1.9
SAL12246,43,1625,907,340,2237,0.7,1891,2.6
SAL12247,48,1964,704,277,1899,0.7,1696,2.4
SAL12248,33,0,1062,0,3249,0.6,2750,2.3
SAL12249,0,0,0,0,0,0,0,0
SAL12250,40,867,641,170,1467,0.8,1158,2.4
SAL12251,52,1850,658,380,1485,0.7,1275,2.4
SAL12252,66,1500,507,335,1079,0.7,869,1.9
SAL12253,32,850,833,265,2750,0.8,2124,3
SAL12254,46,3040,1458,388,4062,0.7,3750,2.7
SAL12255,49,1700,550,350,1324,0.7,1023,2.2
SAL12256,36,1950,623,400,1631,0.8,1356,2.6
SAL12257,0,0,0,0,0,0,0,0
SAL12258,43,589,1045,180,2299,0.6,1156,1.7
SAL12259,43,1733,608,328,1451,0.8,1069,2.1
SAL12260,44,2145,845,400,2250,0.8,2214,3
SAL12261,0,0,0,0,0,0,0,0
SAL12262,50,1733,625,380,1579,0.7,1155,2.3
SAL12263,53,1400,571,330,1297,0.7,983,2.2
SAL12264,44,1800,920,280,2386,0.8,2210,2.9
SAL12265,43,2167,939,450,2705,0.7,2315,2.8
SAL12266,32,1712,521,350,1285,1.4,1227,3.1
SAL12267,41,2648,819,620,2533,0.8,2454,3.3
SAL12268,58,1540,497,390,1261,0.7,1036,2.2
SAL12269,30,2167,710,250,1937,0.9,1375,3.2
SAL12270,37,2041,691,350,1888,0.9,1460,2.6
SAL12271,46,1893,814,210,1833,0.6,1624,2.4
SAL12272,41,2400,900,400,2600,0.8,2299,3
SAL12273,40,2058,846,380,2351,0.8,1628,2.4
SAL12274,42,0,687,0,1416,0.8,1416,3
SAL12275,38,2905,1377,533,3375,1,2539,2.4
SAL12276,36,2600,1374,480,3225,1,2386,2.3
SAL12277,37,3769,1293,570,3702,1,2966,2.7
SAL12278,46,1517,483,300,1375,0.8,1062,2.5
SAL12279,49,1473,544,313,1609,1,1202,2.7
SAL12280,51,1049,624,162,1531,0.9,1375,2.4
SAL12281,37,1300,450,390,900,0.8,762,3.2
SAL12282,52,1170,470,355,1131,0.7,1005,2.4
SAL12283,40,0,331,100,725,1.3,450,1.7
SAL12284,40,2000,576,400,1579,0.9,1528,3.1
SAL12285,44,2300,948,450,2684,0.8,2339,2.8
SAL12286,53,1725,966,305,2125,0.8,2250,2.5
SAL12287,39,2000,828,420,2318,0.7,2065,2.8
SAL12288,50,1105,555,360,1364,1,936,2.2
SAL12289,40,1650,900,133,2874,0.6,2124,2.6
SAL12290,50,2058,1019,320,2166,0.9,1724,2.4
SAL12291,41,934,575,0,1399,0.9,1024,2.7
SAL12292,67,1365,487,315,1040,0.7,755,1.7
SAL12293,36,1509,819,325,1874,0.9,1125,3
SAL12294,43,2984,1582,500,3884,1,2379,1.8
SAL12295,53,1200,966,450,1875,0.6,1625,2.3
SAL12296,40,1257,647,250,1519,0.8,1130,2.2
SAL12297,54,1333,506,330,1274,0.7,1104,2.4
SAL12298,45,1849,732,387,1964,0.8,1519,2.4
SAL12299,50,1140,511,150,1312,0.8,1275,2.6
SAL12300,42,2492,753,425,2687,0.9,2583,3.1
SAL12301,0,0,0,0,0,0,0,0
SAL12302,38,1300,763,250,1844,0.7,1425,2.5
SAL12303,44,2167,556,425,2250,1.1,1812,2.5
SAL12304,42,1300,683,275,1638,0.9,1550,2.9
SAL12305,49,1083,461,200,1187,0.8,788,2.2
SAL12306,37,3400,1377,600,3471,1,2673,2.4
SAL12307,46,0,433,235,1499,0.7,900,2.3
SAL12308,58,2167,919,270,2625,0.8,1958,2.7
SAL12309,52,1600,533,365,1314,0.7,1071,2.3
SAL12310,0,0,0,0,0,0,0,0
SAL12311,43,2909,1050,400,3062,1,3062,3.2
SAL12312,42,2192,937,580,2309,0.8,2081,2.6
SAL12313,41,2339,1051,530,2737,0.8,2466,2.9
SAL12314,32,2700,910,550,2371,0.8,2275,3.2
SAL12315,47,1200,1218,197,2750,0.7,3250,2.5
SAL12316,32,1733,524,300,1284,0.9,1073,2.7
SAL12317,37,1950,692,350,1776,0.9,1469,2.7
SAL12318,55,2000,753,430,2030,0.7,1369,2.1
SAL12319,42,2102,575,175,1312,0.9,1062,2.5
SAL12320,54,4910,480,250,3749,0.7,1999,2.3
SAL12321,44,1889,836,200,2143,0.8,2035,2.9
SAL12322,34,2817,1344,520,3263,1,2405,2.2
SAL12323,46,1350,697,275,1724,0.9,1600,2.8
SAL12324,37,2261,1113,600,2867,1,2663,2.7
SAL12325,33,2308,741,500,1898,1.1,1888,2.9
SAL12326,40,0,2500,270,0,0.5,2250,1
SAL12327,38,1560,774,313,2274,0.9,2083,2.9
SAL12328,46,2164,1112,250,2374,0.7,2204,2.8
SAL12329,53,867,476,200,1186,0.9,792,2
SAL12330,59,1566,725,390,1531,0.6,1355,2.3
SAL12331,44,4000,1186,900,3690,0.8,3625,3.2
SAL12332,52,1084,444,245,1271,1,860,2.4
SAL12333,67,0,537,0,962,0.7,1125,1.7
SAL12334,41,3600,1348,520,3973,0.9,2858,2.5
SAL12335,63,0,537,250,750,0.8,824,1.4
SAL12336,53,1430,575,0,1286,0.8,1166,2.5
SAL12337,43,1499,666,300,1676,0.9,1586,2.9
SAL12338,39,1300,575,0,2624,0.9,2625,3.4
SAL12339,43,1959,919,215,2250,0.8,1875,2.7
SAL12340,53,1900,787,0,2250,0.7,1875,2.4
SAL12341,38,1733,575,50,2249,1,2249,2.8
SAL12342,56,1484,547,350,1430,0.9,1235,2.4
SAL12343,45,1929,749,270,2166,0.8,1958,2.7
SAL12344,47,2000,911,410,2242,0.7,2039,2.5
SAL12345,49,1691,766,273,1916,0.9,1771,2.6
SAL12346,53,2000,710,577,1437,0.9,1375,2
SAL12347,53,2275,537,200,2249,0.8,1312,2.4
SAL12348,40,3450,1174,600,3347,0.9,2833,2.8
SAL12349,32,1950,743,213,1749,0.7,1375,2.8
SAL12350,47,5000,1361,1200,4374,0.7,3833,3
SAL12351,21,0,1312,0,2250,2.6,8000,8
SAL12352,41,2139,808,435,2372,0.8,2087,2.9
SAL12353,41,1300,598,280,1465,0.8,1035,2.1
SAL12354,43,1404,742,338,1752,0.7,1294,2.2
SAL12355,60,972,496,235,1156,0.9,949,2
SAL12356,49,1326,602,280,1422,0.7,1010,2
SAL12357,48,1586,850,315,2083,0.8,1687,2.2
SAL12358,42,3000,1141,590,3002,1,2364,2.4
SAL12359,35,367,1058,250,2200,0.7,2125,2.6
SAL12360,59,1434,619,350,1375,0.7,1218,2.6
SAL12361,49,1733,752,390,2106,0.8,1843,2.6
SAL12362,36,2000,687,140,1125,0.9,1024,3.3
SAL12363,33,2167,774,560,2750,0.8,1875,3.3
SAL12364,65,0,812,0,3250,0.8,1750,1.5
SAL12365,45,1463,669,225,1656,0.7,1649,2.9
SAL12366,50,1842,1333,0,3124,0.8,3124,2.8
SAL12367,54,4333,900,0,2749,0.6,2250,2.5
SAL12368,62,2167,550,225,1312,0.9,1124,1.9
SAL12369,47,1395,713,300,1591,0.7,1161,2.1
SAL12370,34,1733,589,370,1475,1.1,1303,2.6
SAL12371,38,2000,1001,440,2542,0.7,2348,2.8
SAL12372,38,2550,709,500,2006,0.9,1879,3.4
SAL12373,44,800,711,238,1625,0.8,1542,2.6
SAL12374,32,1803,1086,420,2559,0.7,2247,2.7
SAL12375,57,1612,491,250,1312,0.9,949,1.9
SAL12376,44,1625,705,260,1708,0.9,1586,2.8
SAL12377,40,2167,889,370,2411,0.7,2287,2.8
SAL12378,51,867,600,195,1575,0.7,1111,2.2
SAL12379,39,1696,849,300,2562,0.8,2312,2.6
SAL12380,39,2600,939,550,2791,0.8,2425,2.9
SAL12381,54,78,497,215,1357,1,570,1.3
SAL12382,57,1733,556,430,1625,0.6,1416,2.4
SAL12383,52,0,919,100,2250,0.6,1458,2.1
SAL12384,38,2400,809,460,2173,0.9,2158,3.3
SAL12385,51,1699,687,410,1504,0.7,1389,2.5
SAL12386,47,1101,525,300,1600,0.8,974,2.4
SAL12387,45,1950,665,360,1684,0.8,1201,2.2
SAL12388,38,0,883,240,1625,0.8,1625,2.6
SAL12389,0,0,0,0,0,0,0,0
SAL12390,54,2476,900,160,1968,0.6,1775,2.6
SAL12391,34,1907,1083,375,2125,0.9,2083,3.4
SAL12392,36,1300,250,100,1749,0.7,725,3
SAL12393,51,2692,819,650,2250,0.7,2125,2.9
SAL12394,46,5000,1453,1100,5150,0.7,4894,3.2
SAL12395,40,1813,849,300,2269,0.8,2086,2.9
SAL12396,46,1400,961,310,1942,0.9,1699,2.2
SAL12397,52,0,1124,220,3250,0.6,1437,1.9
SAL12398,43,1950,895,378,2647,0.8,1935,2.5
SAL12399,53,1300,583,315,1625,0.8,1542,2.6
SAL12400,45,2034,1062,215,2250,0.8,2562,3
SAL12401,42,1715,469,113,1375,1,833,2.2
SAL12402,45,910,575,0,1374,1,1125,2.7
SAL12403,51,1000,743,130,1625,0.8,1562,2.5
SAL12404,35,2579,1033,400,3192,0.8,3293,3.5
SAL12405,50,2498,919,340,2430,0.7,2162,2.7
SAL12406,59,3696,1149,500,3062,0.8,2437,2.2
SAL12407,51,1000,476,300,1166,0.9,820,2.1
SAL12408,59,747,693,0,1624,0.7,1312,1.9
SAL12409,50,0,1124,0,0,0,0,0
SAL12410,46,2188,903,300,2899,0.8,2374,2.9
SAL12411,50,1600,749,210,2134,0.7,1812,2.3
SAL12412,57,2364,593,350,2625,0.8,899,2.5
SAL12413,54,867,374,200,900,1,762,2.6
SAL12414,54,1303,525,0,1062,1,1166,3.1
SAL12415,37,1507,450,66,1375,1,612,2.4
SAL12416,43,2479,762,370,1708,0.8,1583,2.5
SAL12417,53,1907,634,310,1791,0.8,1278,2
SAL12418,53,1467,700,380,1624,0.7,1312,2.1
SAL12419,51,1517,510,131,1781,0.7,1125,2.5
SAL12420,67,0,474,125,699,0.9,900,1.8
SAL12421,46,2342,788,400,2043,0.9,1965,3
SAL12422,52,1733,762,180,2150,0.6,1437,2.3
SAL12423,38,921,820,175,2250,0.7,1874,2.5
SAL12424,62,2000,710,355,1812,0.7,1562,2
SAL12425,32,1083,725,250,2374,0.8,1375,2.7
SAL12426,56,0,0,0,0,0.2,0,1
SAL12427,48,1800,854,400,2225,0.7,1928,2.6
SAL12428,37,3000,1007,480,2890,0.8,2968,3.5
SAL12429,43,1375,759,320,2166,0.8,1649,2.5
SAL12430,45,3000,934,560,2895,0.8,2721,3
SAL12431,32,2080,486,380,1384,1,1239,3.2
SAL12432,40,2700,958,390,2571,0.8,2536,3.2
SAL12433,44,1292,875,300,2094,0.8,1228,2.5
SAL12434,39,0,780,0,1437,0.6,1375,2.5
SAL12435,47,1300,788,250,1671,0.8,1362,2.3
SAL12436,50,1733,749,400,1930,0.8,1946,2.8
SAL12437,25,0,1375,0,2250,1.6,2250,5
SAL12438,59,0,674,0,1375,0.5,725,2
SAL12439,47,1300,511,320,1206,0.7,944,2.3
SAL12440,56,1387,525,330,1269,0.7,965,2.1
SAL12441,49,2468,958,500,2403,0.7,2190,2.6
SAL12442,36,1800,587,340,1576,0.9,1374,2.9
SAL12443,35,2000,968,473,2392,0.8,2241,2.9
SAL12444,39,2800,1047,580,3020,0.8,3135,3.4
SAL12445,63,0,0,0,0,0.3,0,1
SAL12446,31,2340,970,460,2314,1.2,1886,2
SAL12447,0,0,0,0,0,0,0,0
SAL12448,40,0,1449,600,2750,0.8,2749,2.5
SAL12449,52,867,634,350,2250,0.8,1749,2
SAL12450,60,2139,885,550,2062,0.7,1843,2.1
SAL12451,32,4164,739,0,1749,0.7,1749,2.4
SAL12452,50,2550,1122,500,2704,0.8,2339,2.5
SAL12453,43,1120,745,200,1892,0.7,1624,2.4
SAL12454,45,1733,628,450,1482,1,1403,2.8
SAL12455,57,1867,669,270,1583,0.8,1399,2.3
SAL12456,46,2500,949,0,2416,0.7,2333,2.8
SAL12457,35,2692,841,330,2083,0.9,2200,3.2
SAL12458,43,1517,635,320,1560,0.8,1241,2.2
SAL12459,60,1124,483,300,1125,1,850,1.8
SAL12460,31,2500,1262,513,3200,0.8,3050,3.2
SAL12461,47,1430,757,390,1583,0.9,1328,2.4
SAL12462,46,3900,820,150,2822,0.8,1790,2.6
SAL12463,50,0,381,250,1125,0.7,725,2.2
SAL12464,48,0,450,230,2124,0.9,1875,2.8
SAL12465,49,1500,569,350,1420,0.7,1170,2.4
SAL12466,39,867,833,120,1875,0.9,1749,3.1
SAL12467,57,609,460,240,966,0.8,912,2.1
SAL12468,67,0,824,175,2750,1.1,1999,2
SAL12469,30,0,1337,228,3249,0.6,2062,2.3
SAL12470,51,1411,502,380,1205,0.7,1095,2.4
SAL12471,52,1733,716,418,1772,0.7,1423,2.3
SAL12472,39,2659,1034,485,2250,0.8,1978,2.5
SAL12473,66,5400,1666,0,3250,0.6,2750,2.1
SAL12474,36,1517,979,300,1937,0.7,1458,2.4
SAL12475,47,2383,710,410,2130,0.8,1906,3
SAL12476,47,2500,866,428,2166,0.8,1958,2.7
SAL12477,50,1400,693,250,1812,0.7,1267,2.3
SAL12478,39,2210,941,353,2817,0.8,2147,2.6
SAL12479,46,1977,487,270,2125,0.7,1375,2.4
SAL12480,47,1213,895,200,2360,0.8,2075,2.8
SAL12481,34,3359,350,650,2250,0.7,2125,3.7
SAL12482,43,2600,729,369,1839,0.9,1816,3
SAL12483,43,1300,743,220,2008,0.8,1449,2.5
SAL12484,48,1083,533,260,1309,0.7,994,2.2
SAL12485,38,3467,1595,725,4266,1,3164,2.2
SAL12486,38,2625,1158,550,2927,1,2351,2.4
SAL12487,41,1625,653,378,1605,0.8,1391,2.5
SAL12488,64,1181,527,210,1325,0.8,693,1.6
SAL12489,39,1127,899,120,1708,0.7,1583,2.3
SAL12490,56,3174,669,253,1916,0.7,1833,2.3
SAL12491,45,2167,1216,620,3208,0.9,2750,2.8
SAL12492,55,1600,573,325,1394,0.7,1095,2
SAL12493,57,1528,612,0,1562,0.9,1312,2.2
SAL12494,41,2750,970,500,2763,0.9,2607,3.3
SAL12495,36,2133,680,379,1843,0.9,1593,2.8
SAL12496,42,1800,1017,240,2750,0.7,1937,2.7
SAL12497,42,2644,1139,340,3250,0.8,3187,3.2
SAL12498,37,1913,790,440,2157,0.8,1955,2.8
SAL12499,27,0,425,0,1249,1.2,1249,3.7
SAL12500,0,0,0,0,0,0,0,0
SAL12501,52,195,912,0,2562,0.6,2250,2.5
SAL12502,48,1800,659,318,1638,0.8,1122,2.1
SAL12503,46,1733,634,250,1392,0.8,1312,2.7
SAL12504,53,1391,567,180,1428,0.8,1362,2.5
SAL12505,43,1625,407,250,1187,1,949,2.8
SAL12506,59,4442,485,250,1375,0.8,1187,1.5
SAL12507,72,0,574,315,1562,0.6,1125,1.6
SAL12508,47,1946,845,390,2205,0.7,1916,2.5
SAL12509,51,1733,804,264,2031,0.9,1899,2.6
SAL12510,41,2500,763,430,2113,0.9,2079,3.3
SAL12511,39,3000,1026,540,2741,1,2141,2.4
SAL12512,38,2167,829,353,2521,0.7,2283,2.9
SAL12513,39,1365,883,275,2166,0.8,1825,2.8
SAL12514,37,2600,1077,480,2714,1,2170,2.3
SAL12515,32,2900,1131,570,2734,0.9,2722,3.4
SAL12516,39,2383,829,475,2346,0.9,1943,2.5
SAL12517,40,2167,840,375,2312,0.8,2175,3
SAL12518,42,1820,754,285,2749,0.9,1375,2.5
SAL12519,31,4895,939,0,2249,0.8,1875,3.2
SAL12520,39,2162,831,325,2214,0.8,1812,2.8
SAL12521,40,1780,706,335,1958,0.8,1485,2.6
SAL12522,53,2149,745,347,1978,0.8,1821,2.8
SAL12523,38,1950,739,380,1812,0.7,1484,2.6
SAL12524,37,1760,770,400,2056,0.8,1793,2.8
SAL12525,52,650,588,213,1333,1,1042,2.4
SAL12526,44,2526,900,195,2249,0.9,1875,3
SAL12527,37,1820,869,300,1968,0.8,1687,2.8
SAL12528,39,2000,1021,505,2574,0.8,2067,2.3
SAL12529,30,2600,993,600,2394,1.2,2254,2.5
SAL12530,44,3517,953,550,3273,0.8,3360,3.2
SAL12531,39,0,866,284,2749,0.7,1875,2.6
SAL12532,51,1083,546,180,1317,0.7,993,2.2
SAL12533,53,542,507,150,1437,0.8,780,2.2
SAL12534,42,2817,865,480,2521,0.9,2075,2.7
SAL12535,41,325,900,462,2312,0.8,1781,2.3
SAL12536,45,1279,749,390,2625,0.8,1624,2.7
SAL12537,36,2600,1050,470,2333,0.8,2166,3
SAL12538,41,0,724,150,1375,0.9,1333,2.9
SAL12539,58,1331,616,295,1562,0.7,1125,2
SAL12540,36,1845,805,375,2117,0.8,1566,2.2
SAL12541,50,0,1125,0,0,0.2,1125,1
SAL12542,41,1663,1062,50,1906,1.3,1906,2.9
SAL12543,53,0,662,400,1125,0.7,780,2.5
SAL12544,36,2000,903,420,2394,0.8,1809,2.2
SAL12545,0,0,0,0,0,0,0,0
SAL12546,34,1844,808,370,2024,0.9,1592,2.3
SAL12547,34,772,817,150,1792,0.8,1478,2.9
SAL12548,31,2180,971,435,2193,1.2,2076,2.7
SAL12549,40,0,537,0,1374,0.6,1125,2.3
SAL12550,41,2167,840,300,2471,0.8,2299,2.8
SAL12551,49,2167,816,275,1775,0.8,1593,2.2
SAL12552,34,2392,942,450,2378,0.8,2177,2.9
SAL12553,44,1885,680,290,1786,0.8,1728,2.9
SAL12554,39,1569,846,340,1625,0.7,1390,2.2
SAL12555,45,2167,842,400,2346,0.8,2305,2.9
SAL12556,39,4000,1014,515,2166,0.8,2200,2.7
SAL12557,44,3000,1664,580,4226,1,2568,1.8
SAL12558,40,1250,725,150,1312,0.7,1187,2.4
SAL12559,45,2000,878,323,2374,0.8,2083,2.8
SAL12560,34,2148,1184,430,2531,1.1,1993,2
SAL12561,0,0,0,0,0,0,0,0
SAL12562,49,2262,474,425,1062,0.8,1075,2.5
SAL12563,52,1559,745,398,1625,0.7,1312,2.1
SAL12564,37,1950,845,430,2186,0.8,2044,2.9
SAL12565,47,1863,758,375,2041,0.8,1899,2.7
SAL12566,47,1582,755,435,2158,0.8,1968,2.7
SAL12567,52,2200,762,280,2100,0.8,2042,2.7
SAL12568,57,1250,546,238,1271,0.7,1015,2.1
SAL12569,31,0,1625,0,2374,0.7,2250,2.8
SAL12570,52,1140,776,360,2050,0.8,1468,2.4
SAL12571,45,2383,1125,0,0,0.5,1125,1
SAL12572,57,0,575,165,1312,0.7,1312,2.2
SAL12573,31,2835,1266,600,2825,0.8,2859,3.3
SAL12574,37,2600,973,490,2529,1,2182,2.7
SAL12575,48,2167,1274,498,3062,0.6,1958,2.4
SAL12576,40,2400,780,225,2250,0.6,2062,2.5
SAL12577,46,2282,811,450,2583,0.8,2214,2.7
SAL12578,39,2600,994,560,2824,0.8,2575,3
SAL12579,54,2500,687,450,2034,0.8,1476,2.6
SAL12580,39,1712,792,500,2041,0.8,1687,2.9
SAL12581,45,737,489,205,1284,0.8,928,2.4
SAL12582,50,758,519,184,1135,0.8,885,2.1
SAL12583,36,0,1113,110,2083,0.7,1857,2.4
SAL12584,39,2457,1102,420,3013,0.8,2287,2.4
SAL12585,41,2600,1159,580,3250,0.8,3022,2.9
SAL12586,54,1517,708,310,1727,0.7,1146,2
SAL12587,50,1975,675,250,1825,0.8,1428,2.4
SAL12588,0,0,0,0,0,0,0,0
SAL12589,39,1600,875,684,1875,0.8,2250,3.3
SAL12590,50,2167,877,400,2312,0.7,2116,2.6
SAL12591,50,1500,612,0,1375,0.8,1375,2.9
SAL12592,61,0,433,0,1149,1.2,649,1.8
SAL12593,54,542,933,0,1874,0.9,1062,1.5
SAL12594,27,0,725,0,1649,0.9,1649,4
SAL12595,39,867,1542,243,2749,0.8,2750,3.2
SAL12596,45,1235,593,245,1471,0.7,1208,2.4
SAL12597,49,340,725,101,1874,0.7,1062,2.2
SAL12598,41,0,484,150,1437,0.7,900,2.3
SAL12599,33,2100,607,400,1656,1.1,1470,3
SAL12600,36,2000,588,400,1692,0.9,1394,2.8
SAL12601,42,1300,734,241,1892,0.8,1768,2.7
SAL12602,63,2500,450,0,4750,0.6,725,1.2
SAL12603,35,1625,731,350,1751,0.8,1484,2.6
SAL12604,47,3250,630,50,1312,0.6,1125,2.3
SAL12605,43,1500,820,243,2125,0.7,1874,2.8
SAL12606,56,5833,350,0,725,0.9,725,2.4
SAL12607,29,8667,1125,0,3249,1,2250,3.2
SAL12608,56,2117,725,325,2374,0.9,2124,2.1
SAL12609,38,2330,1262,400,2892,0.9,2750,2.9
SAL12610,46,1900,666,420,1949,0.8,1531,2.7
SAL12611,44,2167,852,400,2225,0.7,1968,2.6
SAL12612,59,1625,560,243,1292,0.8,1343,2.5
SAL12613,45,4000,1369,930,4660,0.8,4446,3
SAL12614,46,3588,990,650,3066,0.7,3067,3.4
SAL12615,45,1408,725,450,1666,0.7,1625,2.6
SAL12616,55,2600,1069,0,3083,0.6,2250,2.3
SAL12617,44,2008,862,580,1874,0.9,1718,2.7
SAL12618,31,2500,861,520,2381,0.9,2344,3.6
SAL12619,46,1750,1062,150,2624,0.4,1187,2
SAL12620,50,1798,545,375,1531,0.9,1542,2.7
SAL12621,42,4000,1166,348,2333,0.7,2374,2.7
SAL12622,47,450,1042,100,2583,0.8,1874,2.7
SAL12623,47,1733,674,340,1541,0.8,1449,2.6
SAL12624,49,514,665,165,1781,0.7,1145,2.5
SAL12625,79,0,187,0,549,0.5,549,2
SAL12626,29,477,850,0,3249,0.9,4499,4.5
SAL12627,59,605,507,250,1281,0.8,774,1.9
SAL12628,35,1800,435,201,1087,0.9,825,2.8
SAL12629,47,2059,781,395,1916,0.9,1971,2.9
SAL12630,43,3900,1723,800,4125,1,3160,1.9
SAL12631,38,1794,682,320,1880,0.8,1668,2.8
SAL12632,49,0,900,0,3749,0.6,1375,2.3
SAL12633,62,1517,565,210,1258,0.8,859,2
SAL12634,43,1820,942,325,2362,0.8,2071,2.7
SAL12635,30,1734,599,0,1624,0.9,1875,3.6
SAL12636,39,2600,806,538,2326,0.8,2117,3
SAL12637,42,2557,1042,290,2583,0.7,2250,2.7
SAL12638,43,2817,900,300,3749,0.8,3250,2.9
SAL12639,62,1950,575,0,949,1,949,2.2
SAL12640,44,2800,1866,750,4517,1,3267,1.8
SAL12641,55,1733,602,383,1628,0.8,1325,2.4
SAL12642,44,1083,928,100,1792,0.7,1233,2.4
SAL12643,41,1322,725,0,1583,0.8,1562,2.8
SAL12644,35,2167,832,450,2264,0.9,2208,3.3
SAL12645,53,2940,1125,23,2468,0.8,2583,2.9
SAL12646,59,3150,812,0,2250,0.6,474,1.6
SAL12647,52,1625,575,325,1395,0.8,1375,2.8
SAL12648,39,1100,825,300,1875,0.9,1812,2.8
SAL12649,35,1950,784,400,2071,0.8,1899,2.9
SAL12650,50,2580,813,500,2180,0.7,1577,2.5
SAL12651,59,1300,610,290,1625,0.8,1140,2.2
SAL12652,41,1733,850,300,1937,0.8,1833,2.8
SAL12653,35,2100,691,350,1824,0.9,1646,3.1
SAL12654,44,2600,791,430,2125,0.7,2178,3.3
SAL12655,52,1950,826,500,1875,0.7,1662,2.5
SAL12656,39,2546,917,488,2370,0.9,1920,2.4
SAL12657,47,2722,668,200,2125,0.7,1125,2.4
SAL12658,42,1755,727,368,1853,0.8,1557,2.5
SAL12659,44,867,700,175,1375,0.8,1416,2.4
SAL12660,50,1083,473,250,1270,1,1152,2.7
SAL12661,30,1235,461,215,1875,0.9,779,1.7
SAL12662,43,2600,888,360,2968,0.9,2905,3
SAL12663,55,1244,575,290,1383,0.7,1304,2.4
SAL12664,49,2037,751,400,2020,0.7,1425,2.2
SAL12665,49,1627,686,315,1744,0.7,1348,2.4
SAL12666,48,1767,722,340,1841,0.7,1687,2.7
SAL12667,61,1083,769,340,1375,0.8,1274,2
SAL12668,53,1759,492,200,1312,0.8,1147,2.5
SAL12669,45,915,450,0,1833,0.8,2083,3.1
SAL12670,59,1348,599,250,1281,0.8,1174,2.4
SAL12671,44,1300,515,220,1471,0.9,1208,2.7
SAL12672,46,1300,243,0,450,1.3,1749,2
SAL12673,41,0,1375,0,0,0.3,450,1
SAL12674,59,1864,350,0,933,1,900,2.7
SAL12675,58,1300,525,150,1375,0.7,1375,2.1
SAL12676,44,956,712,205,2107,0.9,1583,2.7
SAL12677,61,693,428,0,900,0.9,837,1.7
SAL12678,46,1725,780,362,2624,0.9,2583,3
SAL12679,52,0,725,127,1562,0.6,1125,2
SAL12680,55,1517,697,375,1568,0.7,1346,2.3
SAL12681,57,1700,681,380,1537,0.6,1247,2.2
SAL12682,43,1600,727,270,1832,0.7,1376,2.5
SAL12683,46,3033,1020,650,2824,0.9,2296,2.6
SAL12684,41,1520,840,110,2083,0.9,1625,2.6
SAL12685,48,1559,618,300,1916,0.8,1471,2.6
SAL12686,30,0,575,0,1374,1,2750,5
SAL12687,52,1811,601,258,1478,0.8,1388,2.6
SAL12688,59,1600,762,0,1416,0.8,1292,1.9
SAL12689,54,1950,687,240,1687,0.9,1281,2.1
SAL12690,53,1974,511,200,1687,0.9,1312,2.7
SAL12691,38,0,1312,0,2250,1.8,2250,4.5
SAL12692,36,2871,1166,0,3250,0.9,2250,2.9
SAL12693,51,1488,582,220,1406,0.9,1281,2.7
SAL12694,44,1408,747,230,1625,0.8,1238,2.7
SAL12695,52,1975,710,355,1437,1,1281,2.3
SAL12696,39,1517,869,303,1937,0.7,1640,2.6
SAL12697,44,2600,847,480,2263,0.9,1785,2.5
SAL12698,39,1789,639,400,1843,0.9,1354,2.5
SAL12699,36,2275,1139,300,2639,0.7,2388,2.7
SAL12700,0,0,0,0,0,0,0,0
SAL12701,60,907,537,248,1312,1,949,1.5
SAL12702,41,1564,278,100,899,0.9,899,2.6
SAL12703,35,0,699,285,1249,0.7,1875,2.2
SAL12704,0,0,0,0,0,0,0,0
SAL12705,25,0,791,0,2374,0.9,2374,3.7
SAL12706,39,607,774,80,1312,0.8,1312,2.5
SAL12707,67,0,425,135,725,0.6,492,1.6
SAL12708,46,2000,537,180,1708,0.7,1458,2.5
SAL12709,44,2084,939,400,2403,0.8,2183,2.8
SAL12710,50,1484,660,220,1583,0.8,1354,2.4
SAL12711,61,0,1333,0,0,0.4,1625,2
SAL12712,50,1248,703,350,1624,0.7,1291,2.5
SAL12713,37,0,0,0,0,0,0,0
SAL12714,41,1965,801,450,2053,0.8,1875,2.8
SAL12715,52,2400,861,300,2321,0.7,1978,2.4
SAL12716,40,1250,725,600,1375,1.1,1749,2.9
SAL12717,55,1400,725,325,1625,0.9,2124,2.5
SAL12718,49,1216,420,355,1343,1,1274,2.6
SAL12719,0,0,0,0,0,0,0,0
SAL12720,46,1517,765,210,2035,0.8,1645,2.6
SAL12721,37,2167,1057,450,2643,0.8,2523,3.2
SAL12722,30,1794,774,550,3750,1,3874,2.7
SAL12723,36,2500,843,500,2340,0.9,2201,3.1
SAL12724,58,681,680,150,2749,0.5,1062,2
SAL12725,46,1473,581,300,1418,0.8,1260,2.5
SAL12726,37,2600,1057,300,3107,0.9,2949,3.5
SAL12727,56,1517,819,305,2250,0.8,2250,2.8
SAL12728,54,880,396,55,966,1.1,725,2.4
SAL12729,58,0,687,0,1749,0.6,1375,2.2
SAL12730,48,1083,1050,185,2250,0.8,2083,2.8
