SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC12588,361,47,412,4559,1093,83,5734,15866,1732,23338
SSC12589,197,42,241,965,289,19,1274,3638,417,5322
SSC12590,0,0,0,39,14,0,55,110,40,206
SSC12591,0,0,0,3,0,0,3,0,3,3
SSC12592,33,8,44,893,344,44,1280,2119,225,3629
SSC12593,0,0,0,7,3,0,11,21,9,37
SSC12594,0,0,0,18,3,0,25,56,6,90
SSC12595,0,0,0,0,0,0,0,0,0,0
SSC12596,0,0,0,4,3,0,5,17,13,27
SSC12597,0,0,0,0,3,0,8,28,0,32
SSC12598,0,0,0,99,38,3,144,242,43,432
SSC12599,4,0,6,54,28,3,80,213,11,300
SSC12600,3,0,3,44,9,0,61,105,17,175
SSC12601,0,0,0,7,0,0,5,34,0,44
SSC12602,36,3,44,284,57,10,357,640,61,1059
SSC12603,23,3,21,144,82,13,237,530,60,824
SSC12604,0,0,0,24,3,0,28,44,4,72
SSC12605,0,0,0,4,4,0,9,34,4,42
SSC12606,3,0,3,18,13,0,29,67,18,112
SSC12607,6,0,6,1246,179,33,1453,1907,271,3631
SSC12608,0,0,0,0,0,0,0,6,3,14
SSC12609,0,0,0,7,8,0,18,32,14,59
SSC12610,3,0,3,5,0,0,5,22,5,33
SSC12611,0,0,0,7,7,0,10,13,0,31
SSC12612,0,0,0,17,3,0,21,57,8,93
SSC12613,0,0,0,13,3,3,20,48,5,77
SSC12614,0,0,0,0,0,0,0,5,0,5
SSC12615,0,0,0,3,0,0,6,13,3,18
SSC12616,0,0,0,7,7,0,16,72,16,104
SSC12617,26,6,34,369,130,8,508,1651,371,2536
SSC12618,3,0,3,46,41,0,83,190,11,288
SSC12619,13,4,17,107,77,3,185,983,241,1409
SSC12620,5,0,5,174,63,5,239,420,117,778
SSC12621,0,0,0,4,0,7,8,5,8,27
SSC12622,14,5,22,41,23,0,64,292,44,403
SSC12623,8,0,11,250,81,14,341,510,93,945
SSC12624,0,0,0,14,0,0,16,29,6,48
SSC12625,29,0,30,695,329,17,1041,1985,130,3152
SSC12626,0,0,0,3,10,0,20,34,14,69
SSC12627,0,0,0,5,0,0,5,29,4,43
SSC12628,0,0,0,0,0,0,0,11,3,20
SSC12629,20,7,31,223,146,0,370,1382,229,1987
SSC12630,42,90,137,209,102,5,320,805,276,1404
SSC12631,0,0,0,5,3,0,16,45,3,63
SSC12632,0,0,0,16,5,3,20,41,5,68
SSC12633,26,3,35,1022,334,38,1399,2829,186,4415
SSC12634,0,0,0,14,10,4,25,37,0,66
SSC12635,0,0,0,4,0,0,6,12,3,16
SSC12636,0,0,3,28,13,0,41,102,16,159
SSC12637,0,0,0,11,5,0,20,6,0,23
SSC12638,6,0,9,161,56,9,221,338,14,571
SSC12639,18,0,21,109,82,10,201,380,42,624
SSC12640,7,0,6,30,7,0,39,135,24,195
SSC12641,4,0,4,24,18,0,42,79,7,127
SSC12642,109,18,125,2306,618,59,2983,6067,638,9693
SSC12643,3,0,3,43,32,3,75,209,32,320
SSC12644,3,0,3,67,25,0,91,217,7,315
SSC12645,634,72,710,2650,878,69,3600,8064,838,12503
SSC12646,0,0,0,11,0,0,16,35,9,56
SSC12647,7,0,7,123,59,3,197,378,27,600
SSC12648,3,0,0,8,3,0,10,44,10,63
SSC12649,0,0,0,41,23,0,72,145,23,231
SSC12650,0,3,3,19,35,0,51,452,779,1284
SSC12651,0,0,0,43,6,0,51,104,7,159
SSC12652,7,0,7,45,32,5,77,287,42,401
SSC12653,122,105,231,794,360,26,1179,3155,538,4868
SSC12654,135,34,169,932,346,35,1317,3272,492,5076
SSC12655,7,3,9,105,44,4,155,297,60,504
SSC12656,0,0,0,3,4,0,9,36,5,56
SSC12657,5,0,9,17,8,0,28,119,11,159
SSC12658,0,0,0,3,0,0,3,16,3,21
SSC12659,0,0,0,9,7,0,19,39,5,66
SSC12660,0,0,3,38,27,0,67,164,33,264
SSC12661,0,0,0,0,0,0,0,0,0,4
SSC12662,0,0,0,0,0,0,0,3,0,3
SSC12663,0,0,0,5,3,0,6,14,3,21
SSC12664,0,0,0,6,10,0,15,12,3,28
SSC12665,0,0,0,19,4,0,25,58,12,91
SSC12666,0,0,0,4,4,0,9,38,6,56
SSC12667,0,0,0,3,0,0,3,12,8,28
SSC12668,0,0,0,6,3,0,10,12,3,28
SSC12669,17,0,23,134,67,8,206,636,84,933
SSC12670,70,12,80,316,149,15,476,1442,179,2098
SSC12671,73,16,88,439,171,23,636,1207,170,2010
SSC12672,291,114,406,1770,753,75,2598,5528,648,8777
SSC12673,0,0,0,4,0,0,4,22,11,41
SSC12674,5,0,5,21,15,0,41,127,10,176
SSC12675,0,0,0,0,0,0,0,0,0,0
SSC12676,3,0,3,25,19,0,46,93,5,144
SSC12677,0,0,0,3,0,0,3,6,0,11
SSC12678,3,0,3,12,0,0,15,69,23,107
SSC12679,0,0,0,14,3,0,15,44,0,64
SSC12680,0,0,0,7,0,0,7,0,0,7
SSC12681,0,0,0,10,0,0,10,8,0,24
SSC12682,0,0,0,16,3,0,24,26,5,53
SSC12683,0,0,0,30,13,0,47,116,5,166
SSC12684,3,0,3,7,3,0,9,34,5,49
SSC12685,6,0,6,85,25,3,120,270,67,455
SSC12686,110,13,121,734,276,16,1026,2430,269,3718
SSC12687,3,3,4,40,11,0,52,89,17,150
SSC12688,0,0,0,37,8,0,45,65,4,118
SSC12689,0,0,0,0,0,0,0,0,0,0
SSC12690,0,0,0,0,0,0,0,3,0,7
SSC12691,0,0,0,3,0,0,3,23,3,26
SSC12692,0,0,0,0,3,0,3,11,3,17
SSC12693,0,0,0,0,0,0,0,0,0,0
SSC12694,0,0,0,0,0,0,0,3,0,5
SSC12695,0,0,0,7,0,0,11,14,3,24
SSC12696,0,0,0,0,6,0,3,22,0,21
SSC12697,0,0,0,19,12,0,28,64,17,108
SSC12698,0,0,0,134,24,3,162,243,23,428
SSC12699,54,32,85,145,72,6,222,571,135,930
SSC12700,0,0,0,3,0,0,3,0,3,3
SSC12701,0,0,0,13,10,0,19,39,7,70
SSC12702,0,0,0,0,0,0,0,0,0,0
SSC12703,20,0,20,366,115,14,494,897,90,1481
SSC12704,3,0,3,40,29,0,68,187,5,263
SSC12705,0,0,0,5,0,0,5,9,4,22
SSC12706,0,0,0,0,0,0,0,11,0,16
SSC12707,0,0,0,8,3,0,15,50,13,71
SSC12708,0,0,0,0,0,0,0,0,3,3
SSC12709,0,0,3,52,13,0,63,108,13,178
SSC12710,10,0,10,518,139,24,682,920,117,1717
SSC12711,0,0,0,3,0,0,3,7,16,24
SSC12712,77,10,91,2052,577,56,2680,4327,358,7364
SSC12713,0,0,0,3,6,0,6,17,0,27
SSC12714,4,7,10,61,30,3,98,268,49,415
SSC12715,0,0,0,37,16,0,54,52,18,123
SSC12716,0,0,0,4,5,0,9,23,6,40
SSC12717,0,0,0,10,10,0,17,66,12,96
SSC12718,0,0,0,0,0,0,0,12,3,16
SSC12719,0,0,0,5,3,0,10,11,5,33
SSC12720,3,0,3,9,0,0,12,18,3,32
SSC12721,0,0,0,16,3,0,19,29,0,46
SSC12722,126,20,151,1331,523,66,1918,4327,1090,7339
SSC12723,244,36,285,318,183,7,509,2124,226,2861
SSC12724,4,0,4,129,76,7,207,345,27,587
SSC12725,0,0,0,3,0,0,3,17,18,39
SSC12726,0,0,0,20,0,0,22,42,4,64
SSC12727,30,3,31,218,114,3,333,774,63,1171
SSC12728,239,22,259,1826,520,47,2385,5695,532,8619
SSC12729,5,0,13,177,51,7,238,565,89,894
SSC12730,0,0,0,32,15,0,47,110,28,182
SSC12731,7,0,7,30,23,0,55,165,22,237
SSC12732,11,0,9,102,55,3,157,285,59,503
SSC12733,0,0,0,6,0,0,6,48,3,61
SSC12734,100,12,118,451,249,13,712,2319,362,3389
SSC12735,8,0,9,124,72,7,204,556,60,826
SSC12736,0,0,0,0,0,0,0,0,0,0
SSC12737,0,0,3,28,9,0,40,65,10,110
SSC12738,731,173,910,4870,1633,122,6624,14904,1938,23465
SSC12739,220,12,235,1323,583,59,1960,4449,584,6990
SSC12740,0,0,0,11,0,0,11,17,6,30
SSC12741,11,0,11,88,16,3,112,336,32,479
SSC12742,0,0,0,21,13,0,28,60,22,109
SSC12743,19,0,22,63,28,10,101,238,49,385
SSC12744,0,0,0,9,0,0,9,19,7,30
SSC12745,33,3,38,2583,674,106,3359,5022,338,8720
SSC12746,0,0,0,0,0,0,0,0,0,0
SSC12747,0,0,0,21,11,0,29,92,14,141
SSC12748,189,18,215,514,226,27,767,2151,275,3197
SSC12749,0,0,0,22,22,3,51,109,23,182
SSC12750,90,11,99,1412,366,40,1816,3618,194,5628
SSC12751,0,0,0,3,0,0,3,3,3,8
SSC12752,0,0,0,0,0,0,0,0,0,0
SSC12753,0,0,0,3,3,0,5,18,3,26
SSC12754,0,0,0,3,0,0,5,29,10,41
SSC12755,0,0,0,0,0,0,0,9,0,6
SSC12756,119,18,144,3013,651,96,3760,7919,814,12489
SSC12757,0,0,0,22,24,3,48,88,10,147
SSC12758,3,0,3,31,12,4,45,116,15,171
SSC12759,0,0,0,0,0,0,0,0,0,0
SSC12760,3,0,3,18,12,0,28,64,18,110
SSC12761,0,0,0,41,14,0,56,149,30,234
SSC12762,0,0,0,3,0,0,3,17,0,15
SSC12763,0,0,0,4,0,0,4,10,0,14
SSC12764,4,0,4,0,3,0,5,19,0,24
SSC12765,4,0,8,120,62,0,182,347,44,574
SSC12766,174,26,199,492,279,32,806,1997,171,2975
SSC12767,3,0,4,0,0,0,4,8,14,26
SSC12768,30,3,30,308,126,27,456,789,61,1313
SSC12769,7,0,12,186,96,16,298,492,39,830
SSC12770,0,0,0,3,0,0,3,3,0,4
SSC12771,0,0,0,6,3,0,13,9,10,31
SSC12772,29,3,32,322,111,11,449,827,63,1344
SSC12773,8,0,8,9,0,0,14,46,8,67
SSC12774,20,0,20,169,57,0,227,682,58,966
SSC12775,0,0,0,0,0,0,0,0,0,0
SSC12776,0,0,0,7,3,0,10,26,11,49
SSC12777,0,0,0,0,0,0,0,0,0,3
SSC12778,0,0,0,4,3,0,6,62,6,73
SSC12779,0,0,0,6,0,0,10,36,4,49
SSC12780,0,0,0,3,0,0,3,8,3,10
SSC12781,0,3,3,27,17,0,43,73,7,124
SSC12782,62,3,63,270,105,10,381,866,50,1293
SSC12783,3,0,3,16,11,0,27,55,24,97
SSC12784,29,3,35,273,98,3,373,640,67,1080
SSC12785,127,17,144,1511,469,46,2028,5178,617,7824
SSC12786,5,0,4,73,36,0,103,177,27,311
SSC12787,3,0,3,3,8,0,7,26,3,38
SSC12788,22,0,26,571,275,24,870,1432,80,2379
SSC12789,0,0,0,0,0,0,0,17,3,21
SSC12790,4,0,4,13,3,0,16,55,20,97
SSC12791,31,3,32,268,91,14,369,739,74,1187
SSC12792,0,0,0,4,3,0,10,7,10,22
SSC12793,0,0,0,3,0,0,3,8,0,16
SSC12794,0,0,0,11,4,0,15,38,4,57
SSC12795,0,0,3,16,8,0,22,35,14,66
SSC12796,9,3,9,161,72,0,237,626,115,977
SSC12797,13,3,20,152,69,3,222,524,97,845
SSC12798,3,0,3,10,7,0,22,58,34,114
SSC12799,3,0,3,64,41,3,111,171,19,301
SSC12800,0,0,0,6,3,0,10,63,22,93
SSC12801,55,24,84,719,460,33,1215,2466,302,3992
SSC12802,0,0,0,0,0,0,0,5,0,5
SSC12803,3,0,3,17,7,3,24,120,12,163
SSC12804,3,0,3,4,9,0,11,50,32,88
SSC12805,0,0,0,14,3,0,12,25,0,42
SSC12806,3,0,3,13,0,0,13,54,13,77
SSC12807,0,0,0,8,3,0,15,25,17,54
SSC12808,0,0,0,36,12,3,45,78,21,140
SSC12809,0,0,0,9,5,0,10,37,13,60
SSC12810,3,0,3,15,8,0,25,31,9,65
SSC12811,3,0,3,8,3,0,4,30,3,42
SSC12812,250,38,285,1862,610,92,2570,5007,924,8504
SSC12813,5,3,9,90,66,3,161,277,49,482
SSC12814,18,4,24,326,140,10,476,927,111,1511
SSC12815,0,0,0,19,0,0,17,46,9,72
SSC12816,0,0,0,0,0,0,0,0,3,3
SSC12817,0,0,0,3,0,0,3,34,0,43
SSC12818,0,0,0,0,0,0,0,5,0,13
SSC12819,3,0,3,10,3,0,9,54,6,78
SSC12820,0,0,0,24,3,0,29,93,9,130
SSC12821,0,0,0,8,6,0,17,27,5,53
SSC12822,9,0,9,91,36,3,133,276,41,445
SSC12823,0,0,0,17,4,3,27,63,5,96
SSC12824,3,0,3,13,0,0,12,26,3,37
SSC12825,0,0,0,23,10,0,25,39,5,73
SSC12826,0,0,3,110,37,6,156,225,43,420
SSC12827,0,0,0,20,17,3,39,62,26,125
SSC12828,115,21,130,609,221,50,882,1679,374,2935
SSC12829,3,0,3,80,47,3,139,234,79,445
SSC12830,51,13,66,262,153,15,428,1192,210,1830
SSC12831,0,0,0,8,5,0,10,38,4,54
SSC12832,5,0,3,39,5,3,46,144,48,241
SSC12833,0,0,0,3,0,0,3,16,0,19
SSC12834,0,0,0,0,0,0,0,0,0,0
SSC12835,0,0,0,23,4,4,33,52,13,95
SSC12836,0,0,0,17,3,0,24,47,4,73
SSC12837,3,0,3,8,8,0,19,43,9,70
SSC12838,3,0,3,15,3,0,20,39,3,61
SSC12839,0,0,0,3,3,0,6,37,4,43
SSC12840,3,3,8,29,11,0,44,117,17,177
SSC12841,4,0,4,18,7,0,22,69,27,117
SSC12842,0,0,0,0,0,0,0,0,0,0
SSC12843,4,0,4,103,25,0,134,238,54,429
SSC12844,0,0,0,0,0,0,0,0,0,0
SSC12845,0,0,0,0,0,0,0,0,0,0
SSC12846,0,0,0,0,0,0,0,18,12,31
SSC12847,0,0,0,3,6,0,9,25,0,34
SSC12848,0,0,0,9,0,0,15,29,3,49
SSC12849,0,0,0,3,6,0,11,37,0,46
SSC12850,0,0,0,52,15,0,64,80,18,167
SSC12851,0,0,0,0,0,0,0,3,4,9
SSC12852,0,0,0,32,20,0,52,147,34,230
SSC12853,0,0,0,0,0,0,0,0,0,0
SSC12854,3,0,3,150,60,9,227,221,11,459
SSC12855,0,0,0,18,9,0,23,102,9,141
SSC12856,0,0,0,0,0,0,0,0,0,0
SSC12857,0,0,0,10,6,0,13,43,11,64
SSC12858,3,0,3,49,34,0,85,200,18,303
SSC12859,0,0,0,8,3,0,5,25,9,39
SSC12860,10,0,10,636,184,35,854,1445,146,2443
SSC12861,0,0,0,0,0,0,0,3,0,4
SSC12862,0,0,0,16,5,0,22,42,4,74
SSC12863,0,0,0,7,9,3,20,67,10,90
SSC12864,27,16,39,133,54,6,197,542,120,863
SSC12865,0,0,0,0,0,0,0,7,0,9
SSC12866,214,139,356,1053,441,52,1549,3505,651,5700
SSC12867,4,0,4,77,13,0,86,118,21,229
SSC12868,114,27,138,2151,702,73,2927,5380,1001,9305
SSC12869,0,0,0,5,6,0,11,11,3,23
SSC12870,0,0,0,21,4,0,20,63,21,105
SSC12871,0,0,0,6,0,0,6,24,0,29
SSC12872,0,0,0,0,0,0,0,0,0,0
SSC12873,0,0,0,37,15,0,48,73,28,147
SSC12874,0,0,0,0,0,0,0,0,0,3
SSC12875,9,0,10,54,21,0,78,210,16,301
SSC12876,0,0,0,13,5,0,16,45,3,65
SSC12877,9,0,9,149,57,7,210,510,91,816
SSC12878,0,0,3,0,4,0,3,68,37,109
SSC12879,0,0,0,18,4,0,22,42,6,72
SSC12880,0,0,0,6,7,0,14,27,7,46
SSC12881,0,0,0,4,0,0,4,19,11,36
SSC12882,0,0,0,18,8,0,23,36,3,60
SSC12883,3,0,3,21,8,0,30,119,15,167
SSC12884,0,0,0,5,0,0,5,4,0,4
SSC12885,21,6,20,199,81,6,284,655,72,1013
SSC12886,0,0,0,0,0,0,0,0,0,0
SSC12887,266,114,376,611,348,34,987,3804,686,5476
SSC12888,0,0,3,13,7,0,12,33,3,46
SSC12889,7,3,5,171,64,14,246,525,76,842
SSC12890,0,0,0,44,12,3,61,93,10,160
SSC12891,0,0,0,38,5,0,42,82,4,131
SSC12892,0,0,0,0,3,0,7,8,7,21
SSC12893,3,0,3,20,14,0,33,85,16,132
SSC12894,0,0,0,19,6,0,25,31,7,57
SSC12895,80,20,97,1411,584,59,2052,3949,361,6364
SSC12896,54,6,56,600,277,27,908,1809,191,2906
SSC12897,34,3,42,1454,510,55,2021,3236,254,5517
SSC12898,51,10,66,1205,275,23,1506,2879,315,4696
SSC12899,0,0,0,0,3,0,3,10,5,24
SSC12900,72,30,100,240,129,10,380,1637,278,2301
SSC12901,0,0,0,3,0,0,3,12,0,14
SSC12902,691,144,837,1137,500,31,1666,4848,646,7159
SSC12903,100,50,160,1121,482,53,1653,3620,744,6017
SSC12904,0,0,0,9,0,0,9,33,3,48
SSC12905,0,0,0,0,0,0,0,0,0,0
SSC12906,138,30,169,614,245,26,883,2158,490,3533
SSC12907,0,0,0,6,0,0,6,15,0,14
SSC12908,0,0,0,15,7,0,18,54,0,74
SSC12909,28,10,38,160,81,4,240,734,80,1052
SSC12910,239,31,274,1147,415,29,1589,3386,375,5349
SSC12911,95,22,118,691,320,32,1044,2164,446,3645
SSC12912,110,15,132,905,287,12,1205,3090,295,4590
SSC12913,3,0,5,60,30,3,98,187,26,308
SSC12914,0,0,3,46,26,3,77,100,18,191
SSC12915,0,0,3,13,0,0,13,30,5,55
SSC12916,0,0,0,12,5,0,15,35,5,59
SSC12917,4,0,4,52,41,0,93,256,59,417
SSC12918,0,0,0,4,0,0,4,8,0,11
SSC12919,3,0,3,18,3,0,17,24,8,47
SSC12920,3,0,9,31,25,3,52,224,21,296
SSC12921,0,0,0,4,0,0,4,0,0,4
SSC12922,0,0,0,64,41,0,103,254,22,385
SSC12923,118,17,138,760,422,38,1214,3343,369,4921
SSC12924,3,0,3,57,41,0,103,139,35,276
SSC12925,0,0,0,15,0,0,10,22,0,40
SSC12926,3,3,7,108,50,9,161,346,38,554
SSC12927,0,0,0,40,23,0,63,144,15,228
SSC12928,0,0,0,0,0,0,0,13,10,19
SSC12929,0,0,0,12,8,0,17,80,7,96
SSC12930,0,0,0,3,4,0,11,49,8,68
SSC12931,0,0,0,0,0,0,0,18,5,22
SSC12932,3,0,3,38,23,0,68,197,27,288
SSC12933,0,0,0,7,11,0,23,71,17,109
SSC12934,205,63,272,1440,505,31,1975,6299,904,9176
SSC12935,0,0,0,0,0,0,0,0,0,0
SSC12936,0,0,3,32,6,0,35,90,10,146
SSC12937,3,7,10,36,9,0,42,138,27,206
SSC12938,7,0,7,101,34,5,141,271,45,454
SSC12939,8,0,7,41,16,0,59,185,47,287
SSC12940,0,0,0,0,0,0,0,35,0,37
SSC12941,0,0,0,24,12,0,32,83,34,153
SSC12942,246,61,313,1834,686,70,2586,5037,428,8059
SSC12943,30,3,34,478,180,26,690,1160,98,1951
SSC12944,0,0,0,7,0,0,11,24,9,43
SSC12945,3,0,3,20,7,0,25,85,17,123
SSC12946,0,0,0,7,0,0,7,13,0,25
SSC12947,0,0,0,0,0,0,0,0,0,3
SSC12948,0,0,3,26,6,0,37,104,17,159
SSC12949,37,7,47,189,229,10,421,1852,339,2616
SSC12950,21,3,22,123,70,6,194,617,77,891
SSC12951,9,3,12,37,38,3,73,426,95,597
SSC12952,3,0,3,67,17,0,82,212,33,332
SSC12953,18,0,20,1360,229,38,1628,2519,239,4382
SSC12954,0,0,0,0,0,0,0,3,4,4
SSC12955,0,0,0,0,0,0,0,0,0,0
SSC12956,135,14,150,1670,648,47,2370,4825,360,7554
SSC12957,11,3,8,67,23,0,93,260,23,375
SSC12958,0,0,0,5,4,0,11,8,0,17
SSC12959,0,0,0,8,0,0,8,13,0,19
SSC12960,77,12,88,1570,461,87,2121,10061,1405,13585
SSC12961,25,0,28,520,182,22,719,1315,130,2160
SSC12962,0,0,0,17,7,0,25,75,9,105
SSC12963,0,0,0,3,5,0,9,22,5,33
SSC12964,0,0,0,0,0,0,0,0,0,0
SSC12965,15,11,20,186,81,18,283,754,210,1246
SSC12966,3,0,6,39,16,3,61,179,24,265
SSC12967,0,0,0,3,0,0,3,11,0,15
SSC12968,3,0,3,45,20,0,59,146,17,227
SSC12969,0,0,0,3,0,0,3,25,0,30
SSC12970,0,0,0,0,0,0,0,6,0,7
SSC12971,0,0,0,0,0,0,0,13,0,18
SSC12972,0,0,0,6,4,0,11,26,5,42
SSC12973,59,5,64,168,112,3,287,636,39,957
SSC12974,54,46,99,431,206,22,657,1509,228,2396
SSC12975,16,3,15,154,92,3,246,424,42,712
SSC12976,150,16,165,989,301,35,1332,2688,205,4219
SSC12977,111,31,144,832,358,42,1238,3033,624,4902
SSC12978,0,0,0,14,16,0,29,59,8,101
SSC12979,8,3,16,43,53,4,98,252,35,389
SSC12980,18,3,21,398,162,27,583,1085,98,1772
SSC12981,40,7,47,940,174,31,1141,1310,95,2551
SSC12982,17,3,17,47,41,3,92,354,50,496
SSC12983,101,91,192,311,98,12,420,1015,232,1666
SSC12984,89,14,110,1759,370,51,2182,4349,714,7247
SSC12985,3,0,5,44,13,0,57,114,55,220
SSC12986,0,0,0,0,0,0,0,0,0,0
SSC12987,4,0,4,177,69,14,257,430,43,724
SSC12988,67,6,72,881,252,34,1161,1706,203,3078
SSC12989,3,0,3,21,10,0,27,112,16,160
SSC12990,74,24,103,851,298,27,1179,2307,136,3626
SSC12991,40,9,44,603,236,38,873,1885,244,3008
SSC12992,54,18,71,166,85,3,256,1046,191,1494
SSC12993,61,16,82,472,220,28,722,1881,141,2753
SSC12994,15,4,21,101,48,8,163,411,75,650
SSC12995,19,3,23,71,31,0,99,354,58,507
SSC12996,0,0,0,3,4,0,15,7,0,23
SSC12997,63,8,70,659,153,38,846,1351,142,2339
SSC12998,15,3,14,63,39,9,110,382,49,539
SSC12999,58,6,67,1255,337,40,1628,2610,296,4535
SSC13000,164,33,196,895,419,47,1354,2925,374,4663
SSC13001,264,40,314,2204,482,49,2734,7024,1153,10903
SSC13002,91,18,108,796,353,35,1183,2607,233,4016
SSC13003,144,9,152,1552,573,38,2163,3966,205,6331
SSC13004,3,0,3,202,60,9,268,323,49,642
SSC13005,297,41,349,1923,523,40,2487,6020,407,8912
SSC13006,5,0,5,66,20,0,90,174,45,305
SSC13007,72,20,91,552,187,21,762,1965,348,3072
SSC13008,0,0,0,42,8,0,52,109,19,178
SSC13009,58,7,66,774,129,6,908,2752,363,4023
SSC13010,154,9,162,884,365,25,1270,4944,687,6902
SSC13011,267,59,332,740,282,31,1057,2700,507,4269
SSC13012,0,0,0,43,20,0,62,137,12,214
SSC13013,410,264,684,583,274,22,882,2289,486,3651
SSC13014,9,0,10,103,37,3,149,360,80,587
SSC13015,36,0,41,382,174,17,574,964,48,1587
SSC13016,77,6,83,875,176,21,1075,1988,177,3244
SSC13017,40,4,46,190,119,7,319,1887,208,2418
SSC13018,4,3,4,19,7,0,27,31,9,67
SSC13019,0,0,0,11,10,0,19,27,21,67
SSC13020,0,0,0,4,9,0,14,38,9,61
SSC13021,3,0,3,4,10,0,14,15,3,34
SSC13022,216,18,246,1299,346,33,1675,2993,260,4927
SSC13023,335,42,378,2005,547,62,2606,6029,465,9093
SSC13024,16,0,20,179,67,7,260,459,66,780
SSC13025,0,0,0,6,5,0,16,36,3,56
SSC13026,0,0,0,19,13,0,31,82,18,131
SSC13027,0,0,0,7,0,0,7,28,8,44
SSC13028,254,117,373,1140,544,59,1737,4712,1040,7492
SSC13029,12,0,15,204,91,14,311,729,833,1874
SSC13030,0,0,0,13,3,0,14,43,3,63
SSC13031,3,0,7,136,47,4,178,318,46,543
SSC13032,0,0,0,27,4,0,29,93,7,126
SSC13033,0,0,0,0,0,0,0,8,0,8
SSC13034,0,0,0,0,8,0,6,19,6,30
SSC13035,0,0,0,26,6,0,33,49,9,88
SSC13036,0,0,0,5,0,0,3,9,8,16
SSC13037,0,0,0,4,0,0,9,30,0,32
SSC13038,3,0,3,21,5,0,28,59,8,98
SSC13039,5,0,5,34,10,3,50,123,30,206
SSC13040,0,3,3,17,14,0,30,53,23,105
SSC13041,8,4,10,30,7,0,37,111,23,172
SSC13042,9,0,11,100,74,8,183,327,33,545
SSC13043,3,4,8,79,24,0,102,255,57,408
SSC13044,0,0,0,0,0,0,0,0,0,0
SSC13045,0,0,0,0,0,0,0,0,0,0
SSC13046,0,0,0,3,0,0,3,4,0,4
SSC13047,0,0,0,11,4,3,18,60,8,82
SSC13048,0,0,0,33,8,0,48,194,28,262
SSC13049,45,10,55,299,115,8,423,1076,214,1719
SSC13050,0,0,0,3,0,0,3,5,3,10
SSC13051,0,0,0,0,0,0,0,14,3,18
SSC13052,3,0,3,91,28,0,126,278,49,456
SSC13053,100,17,120,1005,593,44,1640,3286,376,5300
SSC13054,10,0,9,333,120,24,479,855,108,1444
SSC13055,3,0,6,43,25,3,69,186,28,284
SSC13056,27,3,31,8,9,0,17,127,25,172
SSC13057,0,0,0,35,9,0,43,57,3,104
SSC13058,23,3,25,1231,344,39,1619,3454,341,5410
SSC13059,3,0,8,55,24,3,81,166,24,271
SSC13060,28,4,34,306,158,11,476,1081,56,1611
SSC13061,0,0,4,24,8,0,32,79,16,134
SSC13062,0,0,0,13,9,0,17,83,24,121
SSC13063,80,8,91,981,332,31,1346,2988,249,4584
SSC13064,306,29,341,1894,706,66,2675,5462,362,8499
SSC13065,0,0,0,5,0,0,5,0,0,8
SSC13066,0,0,0,3,3,0,3,3,7,14
SSC13067,0,0,0,3,5,0,4,27,13,43
SSC13068,72,15,87,449,195,21,669,1632,355,2654
SSC13069,0,0,0,15,5,0,26,47,9,78
SSC13070,94,22,114,833,330,45,1205,2610,419,4241
SSC13071,0,0,0,18,12,0,33,85,13,121
SSC13072,5,0,5,5,3,0,6,23,0,32
SSC13073,102,69,166,617,267,40,916,2320,348,3588
SSC13074,3,0,3,12,3,0,13,45,5,57
SSC13075,8,0,7,170,77,10,258,477,78,820
SSC13076,5,0,5,4,0,0,6,35,4,40
SSC13077,28,5,31,392,99,7,497,1266,156,1918
SSC13078,5,0,7,36,16,3,59,139,12,210
SSC13079,0,0,0,0,0,0,0,6,0,12
SSC13080,0,0,0,3,4,0,8,18,0,24
SSC13081,32,4,38,593,176,14,783,1597,97,2476
SSC13082,0,0,0,0,0,0,0,16,0,16
SSC13083,0,0,0,0,0,0,0,0,0,0
SSC13084,0,0,0,3,0,0,3,3,0,3
SSC13085,5,0,6,56,28,9,90,228,26,338
SSC13086,0,0,0,0,0,0,0,12,3,15
SSC13087,0,0,0,9,6,0,17,20,0,42
SSC13088,0,0,0,5,0,0,6,19,0,29
SSC13089,0,0,0,13,7,0,18,33,9,54
SSC13090,3,0,3,17,6,0,18,57,16,96
SSC13091,15,0,19,1127,231,45,1404,1755,296,3448
SSC13092,749,137,904,6360,2489,326,9178,18293,2511,29981
SSC13093,0,0,0,3,0,0,3,16,4,27
SSC13094,5,0,5,231,86,8,327,576,47,951
SSC13095,18,0,16,239,162,17,424,1073,100,1593
SSC13096,17,0,15,61,44,4,108,353,69,532
SSC13097,3,0,3,3,0,0,8,10,10,24
SSC13098,0,0,0,7,5,0,14,7,3,19
SSC13099,0,0,3,16,6,0,22,76,4,103
SSC13100,0,0,0,15,15,0,27,36,7,70
SSC13101,0,0,0,73,23,5,104,179,12,297
SSC13102,0,0,0,31,10,5,49,99,16,163
SSC13103,38,3,38,707,276,36,1023,1969,132,3130
SSC13104,0,0,0,6,0,0,6,23,3,30
SSC13105,0,0,0,15,0,4,18,26,3,45
SSC13106,4,4,9,25,8,3,34,59,19,115
