SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC13235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,5,0,9
SSC13236,3,4,3,127,128,257,0,0,0,0,0,4,0,0,0,87,105,186,0,0,0,9,4,10,0,0,3,0,0,0,4,3,5,0,0,0,0,0,0,5,7,10,15,9,25,0,0,0,0,0,0,26,30,56,8,7,16,0,0,0,286,295,578,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,93,221,0,4,0,0,0,0,129,96,228,81,70,155,497,458,961
SSC13237,0,0,0,11,5,14,0,0,0,0,0,0,0,0,0,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,19,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,0,0,0,0,0,0,7,3,16,3,3,7,35,34,67
SSC13238,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,3,0,3,16,14,24
SSC13239,0,0,0,9,9,21,0,0,0,0,0,0,0,0,0,15,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,31,46,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,21,0,0,0,0,0,0,15,12,21,5,4,10,48,64,115
SSC13240,0,3,3,25,21,48,0,0,0,0,0,0,0,0,0,15,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,47,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,35,0,0,0,0,0,0,21,13,35,19,16,29,84,77,161
SSC13241,0,0,0,20,11,28,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,31,18,51
SSC13242,0,0,0,15,9,25,0,0,0,0,0,0,0,0,0,17,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,45,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,56,0,0,0,0,0,0,37,18,56,25,15,35,108,54,166
SSC13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13244,0,3,5,112,130,239,0,0,0,6,10,16,0,0,0,188,193,372,0,0,0,25,34,55,0,0,0,0,0,0,3,3,8,0,0,0,4,0,4,12,16,25,13,20,31,0,0,0,0,0,0,10,20,26,9,10,15,0,0,0,372,425,802,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,95,197,0,0,0,0,0,0,101,95,199,43,42,84,522,566,1093
SSC13245,20,29,45,240,284,523,0,0,0,20,32,51,0,0,0,671,669,1342,0,3,3,374,376,746,8,13,27,0,0,0,0,10,12,3,0,3,12,13,18,13,14,21,36,40,78,11,3,15,3,4,7,50,53,107,202,205,405,5,4,10,1650,1718,3365,7,0,4,19,25,46,0,0,0,0,0,0,0,0,0,11,9,16,11,9,16,592,488,1078,8,3,12,3,8,11,598,498,1098,250,181,430,2551,2464,5014
SSC13246,136,194,330,4558,5761,10318,3,0,5,195,219,420,0,0,0,4976,5994,10977,17,25,40,65,75,140,71,107,177,34,32,65,55,71,127,10,13,24,99,99,198,279,325,611,703,861,1563,95,136,232,138,165,305,802,1074,1878,572,745,1313,16,25,36,12691,15735,28427,83,80,167,24,24,43,16,25,42,9,10,19,13,14,31,38,74,114,62,94,159,6197,5483,11679,51,60,112,36,67,105,6286,5608,11893,1893,1871,3769,21196,23633,44830
SSC13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13249,0,0,0,8,8,16,0,0,0,0,0,4,0,0,0,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,0,0,0,0,0,0,4,13,14,3,4,9,29,29,60
SSC13250,6,5,14,307,292,591,0,0,0,8,11,23,0,0,0,329,328,656,0,0,0,7,0,4,0,0,0,0,3,3,0,3,3,0,0,0,6,10,9,0,0,3,38,50,89,8,0,11,7,4,13,76,87,162,16,18,33,0,0,0,795,808,1605,0,3,3,7,0,3,0,0,0,0,0,0,0,0,0,6,3,8,6,3,8,253,213,461,0,0,5,0,4,4,254,216,469,173,152,324,1238,1185,2424
SSC13251,0,0,0,17,20,36,0,0,0,5,5,6,0,0,0,13,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,47,49,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,39,0,0,0,0,0,0,20,23,37,11,3,13,72,76,148
SSC13252,0,4,3,10,10,27,0,0,0,0,0,0,0,0,0,25,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,4,0,6,9,0,0,0,43,44,88,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,75,66,142,0,0,0,0,0,0,75,66,142,19,26,47,140,142,284
SSC13253,0,0,0,17,13,28,0,0,0,0,0,3,0,0,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,9,5,3,9,0,0,0,39,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,52,0,0,0,0,0,0,24,28,52,13,13,22,72,63,135
SSC13254,0,0,0,19,6,25,0,0,0,0,0,0,0,0,0,12,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,3,3,0,0,0,0,4,4,7,4,11,0,0,0,40,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,13,16,27,0,0,0,0,0,0,13,14,31,13,8,24,67,69,132
SSC13255,44,53,96,3,5,7,0,0,0,6,8,17,0,0,0,74,69,145,0,0,0,22,16,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,15,18,24,40,0,0,0,0,0,0,6,13,20,9,9,18,0,0,0,145,156,305,18,12,36,74,100,174,0,0,0,0,0,0,7,6,10,0,0,0,11,6,12,75,86,163,0,0,0,0,0,0,75,82,162,57,47,103,433,459,893
SSC13256,102,97,197,312,267,583,0,0,0,22,8,34,0,0,0,693,627,1321,0,0,4,60,50,113,0,0,0,3,4,5,14,6,20,0,6,3,7,12,18,18,15,33,45,43,82,0,0,3,3,3,9,44,26,73,39,49,96,3,4,3,1269,1124,2393,38,31,71,53,32,81,54,39,93,0,0,3,7,0,7,16,13,24,17,12,31,1982,1323,3310,33,16,54,10,16,23,2029,1351,3383,2198,974,3171,5757,3671,9423
SSC13257,28,45,69,557,656,1216,0,0,0,27,36,64,0,4,4,729,843,1573,0,3,6,8,3,17,54,60,114,0,0,0,7,10,17,0,0,0,10,15,23,28,33,67,100,119,214,3,4,7,11,9,19,97,129,228,66,71,140,0,3,3,1707,2005,3713,7,10,15,3,3,4,5,4,7,3,0,3,6,5,14,6,14,25,16,20,34,1172,1119,2293,7,6,16,15,22,37,1194,1146,2344,251,262,509,3206,3491,6704
SSC13258,160,180,338,40,62,105,137,154,283,7,17,22,0,0,0,693,707,1392,0,0,0,70,75,143,0,15,15,9,6,15,3,0,3,18,16,28,10,3,8,15,24,39,7,8,17,0,0,0,6,3,6,8,9,20,80,69,149,0,0,0,1099,1154,2255,4,5,9,77,73,143,0,0,0,0,0,0,0,0,0,6,12,22,3,12,19,164,127,289,0,0,0,0,0,0,164,127,289,90,99,193,1596,1648,3246
SSC13259,0,0,0,15,25,44,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,11,9,19,3,4,8,43,37,85
SSC13260,308,314,614,424,456,876,13,17,30,85,89,175,0,0,0,1953,2196,4150,12,12,25,438,414,858,22,21,44,12,15,26,5,10,14,101,94,188,33,48,84,223,238,461,73,85,159,3,8,13,29,28,60,61,67,130,257,309,563,4,6,16,3752,4116,7865,705,736,1444,1277,1281,2556,0,0,0,0,0,0,74,67,138,136,121,259,212,183,393,746,619,1372,11,12,21,3,0,3,761,634,1395,521,525,1041,7536,7779,15313
SSC13261,0,0,0,37,48,81,0,0,0,0,0,0,0,0,0,32,27,59,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,6,0,0,0,0,0,0,4,0,3,0,7,11,0,0,0,80,92,174,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,58,135,0,3,3,3,0,3,78,59,139,15,17,28,177,170,352
SSC13262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13263,0,0,0,10,11,15,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,7,9,0,0,3,0,0,0,28,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,0,0,0,0,0,9,4,10,5,8,8,37,26,63
SSC13264,4,14,17,113,134,249,0,0,0,3,3,8,0,0,0,254,253,500,0,0,0,58,69,131,4,3,13,4,3,4,0,4,3,0,0,0,0,0,0,9,6,11,17,17,31,0,3,6,0,0,0,13,10,23,28,36,64,0,0,0,508,543,1049,0,0,3,14,8,21,0,0,0,0,0,0,0,0,0,0,3,5,0,9,8,221,153,377,3,4,7,0,3,3,225,157,385,77,74,158,832,810,1640
SSC13265,0,0,5,16,20,41,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,32,32,60,0,0,0,0,0,0,32,32,60,7,3,12,75,71,146
SSC13266,24,41,67,225,239,462,0,0,0,23,40,61,0,0,0,824,861,1683,4,12,20,118,143,255,16,14,25,8,9,19,7,3,11,38,38,75,5,3,10,28,38,67,40,38,77,4,7,11,6,7,9,49,53,98,50,40,92,0,3,3,1443,1536,2980,188,201,381,110,116,223,0,0,0,0,0,0,19,15,35,3,4,8,28,20,43,360,281,637,3,6,5,3,0,3,364,281,651,195,167,359,2350,2361,4716
SSC13267,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,11,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,18,17,37
SSC13268,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,16,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,5,4,16,0,0,0,21,21,48
SSC13269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,3,6,6,5,12
SSC13270,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,0,0,0,0,0,0,12,11,24,0,0,0,21,29,43
SSC13271,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,24,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,0,0,0,0,0,14,7,20,11,4,10,46,37,83
SSC13272,0,3,0,18,18,29,0,0,0,0,0,0,0,0,0,9,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,6,0,9,0,0,0,3,0,6,0,0,3,3,6,14,0,0,0,45,43,92,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,42,30,72,0,0,0,0,0,3,46,34,77,10,15,27,109,97,204
SSC13273,509,585,1095,199,212,408,0,0,0,71,64,139,3,0,3,2343,2458,4799,4,4,9,796,742,1538,18,18,28,21,17,42,6,6,11,126,104,225,68,64,136,81,86,166,72,82,156,4,4,11,19,23,39,79,80,152,206,219,424,13,15,25,4118,4192,8316,119,111,231,3833,3412,7247,0,0,0,0,0,0,10,9,19,10,17,33,21,32,49,855,715,1576,15,8,19,5,7,12,874,725,1600,884,821,1708,10360,9880,20236
SSC13274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13275,0,0,0,20,16,39,0,0,0,3,4,11,0,0,0,12,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,32,0,0,0,0,0,0,20,11,32,8,3,12,64,64,127
SSC13276,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,12,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,31,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,28,0,0,0,0,0,0,18,12,28,10,7,18,60,40,101
SSC13277,55,55,115,239,285,520,0,0,0,12,19,31,0,0,0,785,890,1675,0,0,0,117,120,234,5,0,7,3,0,3,5,8,14,25,22,44,10,6,17,9,14,16,61,62,125,0,0,0,0,3,0,37,40,79,26,27,49,0,0,0,1321,1493,2818,35,25,54,27,23,49,0,0,3,0,0,0,3,0,3,0,3,3,6,3,3,416,402,812,6,3,4,3,0,6,423,403,822,126,113,241,1985,2117,4107
SSC13278,0,0,0,26,26,52,0,0,0,0,0,0,0,0,0,32,39,68,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,4,11,0,0,0,0,0,0,9,6,11,3,9,13,0,0,0,84,88,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,0,0,0,0,0,11,12,23,11,17,30,106,112,224
SSC13279,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,12,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,30,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,19,6,22,3,0,3,0,0,0,20,10,27,51,33,80,95,66,161
SSC13280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,7,10,7,18
SSC13281,122,196,315,950,1183,2140,0,0,0,42,63,108,0,0,0,941,1086,2033,0,7,4,41,55,95,7,7,14,3,10,17,13,12,27,15,8,26,27,21,53,43,52,98,171,215,387,3,7,13,5,3,9,244,366,611,81,112,195,5,10,14,2599,3238,5831,117,135,250,40,44,83,75,64,135,0,0,0,38,24,63,17,18,33,58,46,99,1779,1680,3465,21,18,36,0,10,9,1800,1709,3510,387,442,824,5188,5867,11051
SSC13282,0,0,0,10,9,19,0,0,0,0,0,3,0,0,0,20,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,9,0,8,0,0,0,43,33,69
SSC13283,0,0,0,12,9,20,0,0,0,0,0,0,0,0,0,16,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,7,3,12,4,3,4,0,0,0,36,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,25,0,0,0,0,0,0,8,13,25,0,6,5,50,49,101
SSC13284,347,495,840,401,439,845,0,0,0,41,46,87,0,0,0,1210,1331,2537,0,0,0,102,129,234,7,5,12,6,6,14,12,11,26,14,9,22,24,19,47,25,51,79,74,75,150,3,3,3,7,3,4,85,98,183,97,135,229,0,9,7,2113,2372,4489,199,160,357,112,69,177,24,28,53,0,0,0,9,11,22,23,18,39,31,31,64,2756,2344,5100,21,16,41,3,3,11,2786,2366,5152,869,805,1677,6479,6332,12813
SSC13285,0,3,3,33,38,69,0,0,0,5,0,5,0,0,0,16,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,4,3,3,3,0,0,0,58,63,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,58,61,121,0,3,3,0,0,0,63,63,125,17,12,27,135,148,281
SSC13286,300,301,597,1450,1665,3113,3,0,3,171,189,355,4,6,9,3924,4283,8201,41,37,74,194,216,409,29,25,57,82,85,169,15,16,30,150,154,299,86,82,163,334,328,655,174,209,379,19,19,44,92,99,193,242,296,544,332,372,710,6,7,19,7354,8086,15435,1317,1269,2588,589,622,1210,7,4,11,0,0,0,632,573,1202,61,61,123,695,629,1327,2286,1920,4208,20,24,44,4,7,13,2314,1946,4267,823,818,1639,13391,13686,27080
SSC13287,0,0,0,26,29,56,0,0,0,0,0,0,0,0,0,23,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,27,0,0,0,0,0,0,14,17,32,15,18,31,81,83,166
SSC13288,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9
SSC13289,0,0,0,4,3,11,0,0,0,0,0,3,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,17,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,20,22,44
SSC13290,0,0,0,26,33,54,0,0,0,0,0,0,0,0,0,18,24,48,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,61,67,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,27,0,0,0,0,0,3,16,13,31,16,12,34,97,96,197
SSC13291,29,51,73,396,500,899,0,0,0,18,12,32,3,3,7,665,813,1472,5,0,8,114,108,226,4,7,14,7,3,8,11,10,19,3,0,4,12,11,28,26,33,59,51,68,120,5,8,16,3,3,7,51,88,139,86,85,170,0,3,3,1466,1772,3234,96,93,191,67,46,115,0,0,3,0,0,0,62,60,119,9,15,27,74,74,146,948,789,1742,18,13,30,8,11,14,976,810,1786,365,319,689,3073,3163,6237
SSC13292,19,28,39,218,266,488,0,0,0,21,12,37,16,12,26,459,488,952,0,0,0,51,44,97,0,3,6,10,0,17,9,24,35,0,6,3,9,3,12,25,17,46,39,49,88,7,4,10,0,0,3,31,38,64,62,60,129,0,0,0,969,1037,2005,80,65,150,102,83,183,6,3,8,0,0,0,63,56,117,3,6,11,65,57,123,581,451,1033,9,6,17,3,3,4,589,464,1051,204,169,374,2026,1904,3936
