SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC10155,1479,4159,185,327,333,749,516,1076,30,52,0,0,0,0,0,0,30,52,0,0,0,0,0,0,3,10,3,10,0,0,2036,5295,132,..,2165,5295
SSC10156,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,..,9,27
SSC10157,39,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,101,4,..,44,101
SSC10158,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,3,..,20,25
SSC10159,54,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,59,139,21,..,75,139
SSC10160,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,24,84,5,..,31,84
SSC10161,59,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,155,7,..,67,155
SSC10162,1764,4161,908,1503,632,1042,1542,2544,234,360,36,50,42,55,3,3,311,476,12,13,178,257,0,0,15,26,201,295,18,28,3837,7508,391,..,4227,7508
SSC10163,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,3,8
SSC10164,361,1008,707,1711,1601,4024,2307,5733,226,396,686,1119,524,941,48,93,1474,2553,0,0,0,0,0,0,11,21,11,21,32,53,4188,9378,397,..,4591,9378
SSC10165,42,133,23,41,403,1015,421,1058,52,96,151,228,111,206,3,10,318,535,0,0,0,4,0,0,3,4,3,8,3,6,787,1742,116,..,899,1742
SSC10166,258,676,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,259,683,31,..,292,683
SSC10167,143,416,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,151,416,6,..,153,416
SSC10168,459,1126,13,19,0,0,13,19,25,39,0,0,0,0,0,0,25,39,5,14,0,0,0,0,5,8,9,19,3,4,516,1213,141,..,657,1213
SSC10169,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,..,5,21
SSC10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10171,33,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,35,96,21,..,62,96
SSC10172,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,..,7,11
SSC10173,222,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,231,614,22,..,251,614
SSC10174,668,1753,16,28,0,0,18,30,7,14,3,5,0,0,0,0,13,12,0,0,0,3,0,0,3,3,4,9,7,13,707,1826,89,..,798,1826
SSC10175,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,3,..,16,36
SSC10176,37,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,95,3,..,42,95
SSC10177,1567,4852,14,22,153,372,163,394,8,10,0,4,43,50,0,0,57,64,0,0,0,0,0,0,0,0,0,0,0,6,1791,5317,65,..,1862,5317
SSC10178,816,2598,72,176,22,60,93,232,10,31,24,66,85,215,0,0,120,306,0,0,0,0,0,0,25,85,25,85,3,5,1056,3228,68,..,1130,3228
SSC10179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,..,4,8
SSC10180,3162,11675,170,525,919,3234,1093,3756,462,1038,3118,8306,1628,4650,19,46,5225,14048,0,0,0,0,0,0,64,216,64,216,46,108,9590,29805,751,..,10341,29805
SSC10181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10182,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,31,..,45,38
SSC10183,43,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,110,18,..,63,110
SSC10184,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,..,14,23
SSC10185,3956,10668,1781,3266,460,917,2236,4183,158,251,14,22,0,0,0,0,181,276,3,3,0,0,0,0,0,0,3,3,9,14,6378,15146,510,..,6887,15146
SSC10186,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51,3,..,22,51
SSC10187,196,542,0,3,87,197,85,201,118,200,106,125,0,0,0,0,230,328,0,0,0,0,0,0,0,0,0,0,3,3,511,1079,92,..,603,1079
SSC10188,34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,58,59,..,93,58
SSC10189,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,5,..,12,25
SSC10190,300,689,0,0,0,0,3,3,11,8,0,0,0,0,0,0,11,8,0,0,0,0,0,0,6,10,9,9,0,9,318,719,54,..,369,719
SSC10191,3,8,0,0,0,0,0,0,0,0,0,3,49,87,0,0,49,93,0,0,0,0,0,0,0,0,0,0,0,0,57,101,38,..,96,101
SSC10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10193,1099,3853,11,32,82,217,92,244,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,1192,4115,39,..,1233,4115
SSC10194,320,1116,27,80,102,336,131,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14,21,462,1555,18,..,489,1555
SSC10195,655,1937,20,51,29,75,49,127,11,17,28,58,0,0,9,16,39,83,0,0,0,0,0,0,16,25,16,25,0,6,759,2177,50,..,808,2177
SSC10196,538,1700,123,257,77,230,204,487,28,36,0,0,0,0,0,4,33,40,0,0,0,0,0,0,6,12,6,12,0,0,779,2235,55,..,829,2235
SSC10197,194,487,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,196,491,38,..,230,491
SSC10198,1280,3864,144,226,0,0,144,226,0,3,0,0,0,0,0,0,0,3,33,40,0,0,3,0,3,12,37,56,6,16,1465,4162,74,..,1536,4162
SSC10199,540,1168,39,53,0,0,44,53,37,42,0,0,0,0,0,0,37,42,10,13,0,0,0,0,10,17,16,32,3,3,636,1300,141,..,784,1300
SSC10200,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,..,11,4
SSC10201,63,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,0,0,67,150,19,..,88,150
SSC10202,156,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9,3,8,161,431,46,..,210,431
SSC10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10204,584,1634,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,587,1645,31,..,616,1645
SSC10205,578,1450,31,50,0,0,31,50,33,38,0,0,0,0,0,0,33,38,6,6,13,22,0,0,9,20,25,51,0,0,665,1591,111,..,774,1591
SSC10206,574,1171,3,7,0,0,9,5,18,20,0,0,0,0,0,0,18,20,3,8,0,0,0,0,3,5,8,12,6,11,607,1216,138,..,752,1216
SSC10207,1924,5167,5,13,13,34,15,48,216,363,0,0,0,0,0,0,216,363,0,0,3,8,0,0,0,0,3,8,4,3,2159,5588,170,..,2332,5588
SSC10208,151,450,3,7,26,62,30,69,18,30,0,0,0,0,0,0,18,30,37,41,10,16,0,0,0,0,44,61,0,0,241,612,31,..,273,612
SSC10209,49,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,51,121,3,..,57,121
SSC10210,37,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,40,93,34,..,76,93
SSC10211,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,3,4
SSC10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10213,48,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,59,163,25,..,84,163
SSC10214,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,..,7,13
SSC10215,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,..,15,28
SSC10216,145,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,148,320,23,..,170,320
SSC10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10218,59,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,147,5,..,69,147
SSC10219,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,3,3
SSC10220,29,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,71,7,..,36,71
SSC10221,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,..,11,32
SSC10222,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,73,15,..,46,73
SSC10223,509,1325,14,22,0,5,18,29,34,33,0,0,0,0,0,0,34,33,0,0,0,3,0,0,0,0,0,3,0,0,564,1393,161,..,722,1393
SSC10224,1924,6509,178,442,384,1368,563,1810,151,273,7,21,0,0,9,19,167,313,0,0,5,8,0,0,11,22,12,28,4,15,2674,8678,236,..,2910,8678
SSC10225,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,6,3
SSC10226,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,65,7,..,33,65
SSC10227,3528,9551,480,647,231,437,715,1081,214,406,0,0,0,0,3,3,218,409,0,6,3,10,0,0,10,23,14,42,20,35,4492,11119,435,..,4930,11119
SSC10228,495,1123,41,72,61,109,99,178,107,177,0,0,0,0,0,0,107,177,4,5,16,23,0,0,0,0,20,31,5,14,737,1531,378,..,1114,1531
SSC10229,276,662,61,78,40,61,95,143,233,361,21,31,28,37,0,0,279,430,7,4,3,16,0,0,0,0,15,20,12,24,678,1274,304,..,977,1274
SSC10230,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,3,..,14,32
SSC10231,1550,3575,741,1291,186,320,925,1607,480,740,11,10,0,7,0,0,492,759,0,0,0,0,0,0,11,23,16,24,14,19,2988,5992,578,..,3564,5992
SSC10232,498,1095,7,14,0,0,7,14,5,12,0,0,0,0,0,0,5,12,0,4,3,8,0,0,0,4,8,16,9,17,527,1154,80,..,604,1154
SSC10233,9016,28807,391,759,1453,4001,1845,4760,291,546,449,1034,407,981,10,17,1145,2586,3,5,0,0,0,0,3,7,8,15,24,36,12039,36208,616,..,12651,36208
SSC10234,88,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,221,8,..,97,221
SSC10235,266,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,0,24,34,0,4,284,613,397,..,679,613
SSC10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10237,843,2396,19,44,393,556,408,598,0,0,156,226,27,30,0,0,187,258,0,0,0,4,0,0,0,0,0,4,4,3,1441,3264,156,..,1603,3264
SSC10238,2030,6597,22,60,83,261,112,320,66,160,0,3,0,0,13,39,81,200,0,0,0,0,0,0,0,0,0,0,10,24,2230,7137,110,..,2340,7137
SSC10239,38,116,98,221,101,255,202,476,35,96,97,184,13,19,0,0,141,300,0,0,0,0,0,0,4,7,4,7,9,28,394,920,34,..,427,920
SSC10240,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,7,..,32,61
SSC10241,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,11,..,31,52
SSC10242,40,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,41,98,11,..,50,98
SSC10243,2372,8494,3,12,90,331,89,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2473,8848,101,..,2572,8848
SSC10244,39,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,108,10,..,53,108
SSC10245,66,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,179,9,..,73,179
SSC10246,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48,3,..,16,48
SSC10247,49,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,46,139,14,..,63,139
SSC10248,214,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,217,577,8,..,223,577
SSC10249,2661,8415,37,72,72,201,107,276,53,117,81,140,40,69,3,8,173,335,0,0,0,0,0,0,3,4,4,8,6,13,2956,9044,185,..,3137,9044
SSC10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10251,133,358,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,135,368,9,..,148,368
SSC10252,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,5,..,7,17
SSC10253,1597,3902,154,195,22,30,171,226,32,40,0,0,0,0,0,0,32,40,3,0,0,0,0,0,0,0,3,0,16,34,1815,4204,188,..,2004,4204
SSC10254,26,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,91,3,..,32,91
SSC10255,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,7,..,13,22
SSC10256,44,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,97,7,..,54,97
SSC10257,1401,4458,281,612,241,728,516,1340,88,153,39,107,11,21,0,0,139,281,0,0,0,0,0,0,14,43,14,43,4,17,2081,6138,124,..,2206,6138
SSC10258,42,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,50,151,22,..,71,151
SSC10259,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,..,8,24
SSC10260,40,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,111,4,..,43,111
SSC10261,161,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,542,17,..,178,542
SSC10262,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,8,..,16,44
SSC10263,1812,6474,8,42,353,1109,362,1146,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,2183,7628,96,..,2279,7628
SSC10264,800,2128,228,432,406,953,631,1384,75,143,72,111,0,0,0,0,146,255,0,0,0,0,0,0,6,12,6,12,0,5,1582,3780,121,..,1707,3780
SSC10265,35,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,91,9,..,44,91
SSC10266,121,305,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,9,0,0,122,319,14,..,137,319
SSC10267,37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41,105,18,..,62,105
SSC10268,643,1764,56,128,0,0,56,128,4,11,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,707,1900,60,..,771,1900
SSC10269,279,724,6,17,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,287,746,19,..,313,746
SSC10270,119,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,122,257,53,..,170,257
SSC10271,1309,4236,56,140,117,338,172,475,276,651,1106,2273,967,1920,11,23,2355,4872,0,0,0,0,0,0,18,30,18,30,18,45,3867,9661,419,..,4288,9661
SSC10272,36,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,102,6,..,44,102
SSC10273,1331,3341,38,64,9,27,50,86,19,32,0,0,0,0,0,0,19,32,0,0,0,4,0,0,0,4,3,7,10,27,1409,3489,132,..,1543,3489
SSC10274,45,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,118,6,..,47,118
SSC10275,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,6,..,19,23
SSC10276,2038,5213,267,425,164,297,430,719,157,249,33,48,176,296,4,11,374,602,12,18,69,90,0,0,18,25,88,133,12,17,2943,6690,316,..,3256,6690
SSC10277,1969,5510,157,255,72,153,234,410,21,25,0,0,0,0,0,0,21,26,0,0,0,0,0,0,8,9,8,9,0,0,2223,5950,139,..,2365,5950
SSC10278,336,844,28,51,27,51,54,101,19,25,0,0,0,0,0,0,19,25,11,19,0,0,0,0,0,0,13,24,0,0,419,994,36,..,458,994
SSC10279,2056,6587,155,412,282,794,433,1202,1331,3116,356,836,35,76,5,23,1726,4047,0,0,0,0,0,0,23,68,23,68,15,51,4256,11960,369,..,4621,11960
SSC10280,92,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,95,258,6,..,104,258
SSC10281,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,3,..,6,20
SSC10282,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,8,10,0,..,8,10
SSC10283,2213,7051,336,430,270,579,613,1004,20,55,0,0,3,6,0,0,27,61,0,0,0,5,3,13,5,9,3,31,4,6,2858,8151,151,..,3012,8151
SSC10284,225,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,3,0,3,0,0,9,16,0,5,238,527,69,..,306,527
SSC10285,27,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,74,5,..,36,74
SSC10286,62,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,62,138,16,..,73,138
SSC10287,37,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,10,16,0,0,0,0,20,29,0,0,60,126,6,..,65,126
SSC10288,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,8,8,10,0,0,37,65,125,..,159,65
SSC10289,183,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,8,3,9,187,433,23,..,211,433
SSC10290,55,136,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,137,3,..,61,137
SSC10291,62,178,4,0,0,0,4,0,5,13,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,73,195,5,..,81,195
SSC10292,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,18,..,39,59
SSC10293,32,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,31,101,9,..,45,101
SSC10294,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,3,..,11,14
SSC10295,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,..,5,13
SSC10296,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,3,..,16,42
SSC10297,787,2407,3,14,4,10,6,24,3,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,4,6,805,2444,53,..,856,2444
SSC10298,66,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,174,5,..,76,174
SSC10299,1641,5690,39,87,298,1066,334,1158,315,823,278,784,97,270,0,3,694,1885,0,0,0,0,5,9,44,118,47,126,3,18,2719,8866,164,..,2883,8866
SSC10300,36,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,8,..,39,90
SSC10301,1115,2777,95,173,3,12,100,183,3,13,30,37,0,0,0,0,39,46,0,0,0,0,0,0,0,0,0,0,5,9,1257,3018,127,..,1391,3018
SSC10302,57,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,57,148,9,..,70,148
SSC10303,2464,6732,51,68,42,101,94,164,173,244,21,36,0,0,0,3,195,287,0,0,0,0,0,0,3,4,3,4,8,12,2750,7191,219,..,2967,7191
SSC10304,2595,7293,55,117,57,131,113,251,215,269,0,0,0,0,0,0,214,273,0,0,0,0,0,0,3,3,3,3,5,9,2930,7829,223,..,3154,7829
SSC10305,288,1019,9,19,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,18,302,1059,15,..,321,1059
SSC10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC10307,523,1154,41,67,43,74,88,136,29,35,0,0,0,0,0,0,29,35,4,5,0,0,0,3,10,18,13,25,7,11,657,1370,387,..,1040,1370
SSC10308,1403,4288,14,42,72,212,87,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1492,4545,73,..,1568,4545
SSC10309,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,..,3,10
SSC10310,1639,4928,10,38,42,101,59,137,10,39,0,0,0,0,3,5,14,44,0,0,0,0,0,0,0,0,0,0,5,10,1720,5114,81,..,1801,5114
SSC10311,28,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,30,53,0,..,34,53
SSC10312,113,269,36,60,46,77,82,136,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,199,417,36,..,238,417
SSC10313,112,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,261,219,..,335,261
SSC10314,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,6,..,35,70
SSC10315,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,11,..,22,25
SSC10316,405,999,25,42,21,39,45,76,9,22,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,459,1103,132,..,592,1103
SSC10317,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,..,9,27
SSC10318,460,1004,0,0,0,0,0,0,25,28,0,0,0,0,0,0,24,24,0,0,3,4,0,0,5,8,7,12,0,3,495,1051,92,..,589,1051
