SA3_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
12502,0,0,4,9,8,8,4,0,0,39,0,50,69,305,154,119,64,19,7,797,0,0,0,35,10,48,22,16,9,145,0,0,10,17,27,21,34,18,17,144,7,30,31,63,33,37,18,4,0,226,0,7,27,102,53,46,30,4,0,271,0,0,0,7,16,15,10,11,0,53,5,55,62,272,161,138,80,27,14,819,0,14,44,153,55,56,25,3,0,348,3,3,16,111,18,26,8,5,0,186,0,0,3,12,7,3,0,0,0,26,0,0,4,33,46,28,21,3,3,145,12,47,26,72,25,25,23,4,4,239,0,3,19,149,115,80,37,16,7,425,0,0,0,5,3,3,9,3,0,33,0,9,11,39,13,4,0,0,0,79,27,92,111,610,354,315,219,142,49,1915,137,255,256,813,395,333,297,185,128,2799,4340,8377,8375,18437,9390,7908,5243,3213,1287,66570
12503,0,3,8,11,9,3,3,0,0,33,15,111,240,1115,526,404,198,57,22,2672,0,4,0,57,36,68,45,43,59,320,0,3,0,10,6,60,57,38,24,201,0,9,10,31,15,20,13,6,5,108,0,9,24,64,45,28,25,5,3,194,0,0,0,24,25,36,33,37,13,160,0,14,72,387,146,124,83,38,27,887,0,0,21,146,4,19,11,0,0,205,13,72,89,231,62,48,21,7,0,533,0,0,0,23,22,24,31,12,7,127,0,15,73,490,442,242,168,55,8,1497,3,26,23,75,9,20,11,0,3,167,19,91,296,1798,1430,1395,495,210,118,5844,0,0,0,11,7,9,8,4,6,45,0,6,16,40,18,4,0,0,0,94,71,353,737,2801,1365,919,740,449,184,7620,727,1127,1191,3139,1343,1073,793,455,229,10090,12011,20731,20890,46056,17970,14912,10288,5694,2710,151262
12504,0,5,6,29,12,9,3,0,0,64,31,154,205,1310,417,345,147,41,35,2694,0,0,3,103,47,90,52,23,26,346,0,3,0,41,34,49,72,53,29,285,23,60,37,122,40,45,34,14,0,365,3,8,35,169,65,54,36,21,13,418,0,0,0,33,26,28,27,14,3,136,38,221,331,2124,816,488,263,171,28,4478,0,3,16,176,23,24,13,0,0,260,3,11,50,233,47,38,11,6,3,404,0,0,0,9,7,7,3,7,0,34,0,3,15,117,103,65,60,19,4,386,35,94,36,124,34,29,19,4,0,370,6,16,50,282,149,139,55,23,11,725,0,0,0,14,7,8,6,10,3,50,0,9,22,83,12,3,3,0,0,147,107,303,418,1878,641,490,398,244,103,4583,655,776,879,3697,864,834,594,430,258,8994,11440,15927,14715,55294,14712,12117,8835,5260,2597,140891
12601,0,0,3,10,9,13,10,4,0,58,5,24,30,171,57,27,29,0,6,350,0,0,0,12,4,18,19,3,0,67,0,10,11,29,27,33,26,21,8,160,5,37,48,43,26,31,24,0,0,214,6,24,29,103,70,43,36,14,5,329,0,0,0,6,0,6,3,3,0,27,9,37,50,206,160,130,72,25,9,697,11,25,44,195,51,70,31,8,0,433,0,3,20,62,22,10,3,0,0,126,0,0,0,0,0,0,4,0,0,11,0,0,0,11,13,9,0,0,0,29,8,70,29,60,33,28,23,4,4,261,3,4,30,117,81,64,15,5,3,314,0,3,0,8,10,11,6,9,3,49,0,0,3,17,11,10,3,0,0,47,21,61,89,317,190,138,110,77,49,1055,63,120,148,378,165,156,137,131,75,1368,2594,6073,6813,12201,6650,5882,3895,2337,1149,47590
12602,0,0,3,23,39,25,13,12,3,118,24,159,150,1114,294,268,126,23,22,2175,0,0,9,115,40,64,47,18,26,325,0,6,10,63,56,84,72,53,30,384,27,72,69,224,76,82,48,22,3,623,10,21,66,279,130,92,76,43,39,752,0,0,0,24,25,37,26,21,11,145,8,30,71,418,174,176,123,78,25,1105,11,20,81,418,82,55,36,17,0,716,9,11,74,331,72,42,24,3,3,569,3,3,3,19,23,26,25,11,4,120,0,0,0,80,47,30,21,17,3,201,29,84,102,197,91,53,40,9,3,605,10,24,133,433,191,138,52,29,12,1015,0,5,0,23,24,16,18,17,9,110,0,5,24,65,12,9,7,0,0,127,93,225,323,1932,706,554,444,327,214,4818,314,413,781,1944,783,645,525,414,313,6131,8082,14155,18256,42519,16985,14401,10055,6307,3780,134528
12701,0,3,4,5,5,3,4,0,0,25,6,46,109,665,396,414,151,37,18,1837,0,0,0,51,27,65,35,19,8,205,0,0,4,19,30,40,44,26,7,177,0,3,10,21,15,13,12,3,0,73,0,3,27,74,43,19,15,3,0,186,0,0,14,95,102,89,65,42,10,406,0,5,11,45,28,27,15,4,0,137,0,4,3,29,4,6,3,0,0,55,3,3,29,221,47,36,12,3,0,364,0,0,6,96,110,109,85,18,3,429,0,8,17,73,70,27,10,3,0,212,3,20,32,58,17,6,0,3,0,148,14,61,207,1607,929,738,199,66,23,3850,0,0,0,7,3,8,11,3,0,29,0,31,41,71,40,5,3,0,0,192,30,188,355,1936,1458,1221,745,275,78,6292,472,986,946,2056,1024,797,559,308,87,7233,7886,16129,15341,29640,13668,10478,5976,2881,815,102811
12702,0,3,0,11,3,3,0,0,0,19,13,72,190,771,313,461,293,62,32,2199,5,0,3,73,40,120,87,66,57,439,0,3,3,10,21,48,49,38,17,185,0,3,12,23,8,28,14,5,3,92,4,8,6,23,28,17,21,4,0,109,0,0,13,119,127,202,209,147,34,853,0,13,18,38,20,30,40,10,3,174,0,7,13,50,18,40,13,0,0,137,8,39,148,830,150,124,41,11,3,1361,0,10,5,93,154,221,204,75,11,773,32,25,43,110,161,99,88,30,4,592,3,38,44,70,12,18,11,0,0,190,131,521,1832,9786,7000,5877,2195,934,419,28699,0,0,0,0,3,5,5,4,4,26,3,10,11,21,11,0,0,0,0,53,145,690,998,3442,2670,2487,1840,1008,329,13614,547,1114,1223,2538,1404,1351,921,569,255,9934,11115,24003,27683,48251,25512,23570,14407,8079,3187,185802
12703,0,0,8,16,4,0,0,0,0,39,9,83,190,867,493,449,141,42,16,2296,0,3,7,112,87,162,66,41,34,512,0,0,3,27,32,62,41,36,16,226,6,10,12,36,16,22,8,4,0,102,3,16,39,114,70,62,49,13,6,378,0,0,12,175,116,157,104,50,5,614,3,29,28,121,89,90,47,21,13,441,0,0,11,44,11,10,13,0,0,91,0,16,28,202,53,25,12,4,0,336,0,12,42,238,145,155,138,34,8,764,4,18,37,159,133,57,39,16,0,462,11,31,28,66,12,16,8,4,0,169,17,49,170,1131,673,536,161,73,21,2817,0,3,0,11,3,11,5,4,3,38,0,21,75,92,59,9,0,3,0,257,82,421,655,2335,1346,1035,725,344,138,7083,692,1071,1170,3024,1223,1004,697,409,187,9480,9409,16853,15888,35517,15096,11560,7540,3939,1547,117356
12801,0,0,0,21,30,18,3,6,3,81,10,40,46,265,125,104,31,12,4,637,0,0,4,89,26,32,21,15,8,197,0,6,5,78,81,85,105,73,33,456,3,23,17,42,16,29,24,6,3,157,3,25,46,181,123,82,67,30,8,562,0,0,0,9,21,17,9,12,3,72,0,0,0,21,12,9,7,0,0,53,0,7,3,27,7,17,8,0,4,69,0,16,27,135,41,10,6,0,0,249,0,0,11,59,68,65,39,11,3,259,3,0,0,23,22,18,12,4,0,81,4,35,42,136,79,46,35,10,3,390,0,0,5,70,42,37,26,8,0,187,0,0,7,34,33,22,26,8,7,137,0,4,5,35,8,8,0,0,0,58,26,119,151,1049,485,389,359,165,69,2810,242,436,500,1683,759,724,600,418,305,5669,6659,13158,12390,28704,15114,13539,10243,6474,3563,109841
12802,0,0,0,20,20,23,5,0,0,72,3,23,35,221,94,106,51,15,8,543,0,0,0,60,28,65,43,15,4,212,0,20,8,82,92,114,121,52,13,503,0,12,12,25,30,28,21,0,0,119,0,23,50,217,128,109,82,29,6,652,0,0,0,5,26,33,18,14,6,111,0,3,5,32,16,23,14,0,0,88,0,0,5,25,3,10,3,0,0,56,3,13,23,101,21,13,9,0,0,187,0,0,4,51,83,101,81,25,11,345,0,0,0,15,18,11,0,0,0,45,8,41,49,105,79,46,31,9,3,373,0,10,12,84,45,60,9,3,3,227,0,0,10,33,31,14,19,12,5,124,0,3,7,30,12,0,4,3,0,57,14,104,134,793,443,366,314,153,67,2390,145,336,345,909,533,523,391,264,161,3615,6930,14801,13372,27551,15071,13664,9692,4569,2381,108036
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,10,4,0,3,9,5,6,11,3,0,36,14,22,25,62,50,74,108,42,10,412
19999,0,0,0,5,6,4,0,0,0,16,3,6,8,46,11,15,3,3,0,89,0,0,3,6,0,4,4,0,0,18,0,0,3,17,3,14,11,7,0,50,0,0,3,7,3,0,0,0,0,13,3,7,4,34,6,15,14,0,0,77,0,0,0,3,3,3,3,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,12,55,3,0,0,0,0,74,0,0,8,27,4,0,0,0,0,39,0,0,0,3,3,3,0,0,0,5,0,0,0,10,6,3,0,0,0,18,5,5,27,25,7,11,6,0,0,82,0,0,16,27,9,10,3,0,0,76,0,0,5,4,3,0,5,0,0,19,0,0,0,3,0,7,0,0,0,9,14,15,54,172,68,43,25,8,0,398,36,56,328,934,338,284,200,60,15,2248,338,402,1876,4599,1798,1722,1196,282,78,12288
