SA3_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
12404,0,0,3,4,0,0,0,0,0,9,1090,2234,2504,4130,1831,1406,834,425,139,14593,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,9,7,0,0,0,0,16,0,0,0,5,4,0,5,0,0,14,0,0,7,34,9,12,5,4,0,72,0,0,0,0,3,3,4,3,0,20,0,0,0,0,0,5,3,3,0,13,4,16,14,83,133,119,96,68,22,557,0,0,4,12,10,10,8,3,0,34,0,0,0,3,4,0,3,0,0,10,0,0,0,10,10,14,21,4,8,60,0,0,0,3,5,18,9,10,4,39,0,0,0,5,3,3,0,0,0,15,3,0,0,25,3,0,4,3,0,46,0,0,4,3,0,0,4,0,0,12,0,0,0,6,6,0,0,0,0,14,0,0,3,5,0,0,0,0,0,11
12405,0,11,22,36,14,5,4,0,0,88,1847,3188,3172,4834,1995,1714,797,232,77,17855,0,0,3,37,3,3,3,0,0,53,0,0,4,19,7,4,4,7,0,45,0,0,0,10,3,3,0,0,0,17,0,3,3,8,4,3,0,0,0,18,0,0,0,11,13,14,10,6,0,55,0,3,12,42,19,15,13,3,0,109,0,0,0,6,28,37,36,23,3,134,0,16,11,33,25,43,32,16,7,176,0,3,8,58,127,178,170,46,14,604,0,8,23,109,63,53,24,12,3,297,0,0,0,5,4,0,0,0,0,14,0,0,5,15,8,16,39,16,0,98,0,0,8,6,8,23,23,26,3,94,0,0,3,3,7,3,3,0,0,21,0,25,44,283,68,60,42,22,8,540,0,0,3,18,10,3,4,0,0,40,0,0,0,17,10,6,3,0,0,46,0,4,20,35,26,15,3,0,0,104
12501,14,65,538,1265,220,97,16,3,0,2214,2816,3547,2905,4249,866,738,382,194,116,15821,3,7,32,239,13,27,6,0,0,331,0,0,3,15,17,7,9,8,0,64,0,0,0,25,22,22,6,9,0,87,0,7,5,28,9,3,0,0,0,55,0,0,0,18,12,4,17,6,0,64,20,114,631,2231,853,765,330,166,55,5181,0,0,0,10,13,15,57,50,7,158,3,17,15,67,12,21,16,9,0,161,0,12,25,100,65,61,41,20,9,327,0,7,21,82,39,40,19,6,0,216,0,0,0,11,5,0,3,0,0,23,0,0,6,20,8,10,15,3,0,70,0,0,0,0,10,10,21,30,9,89,0,8,68,231,59,87,29,3,0,496,42,70,281,1191,117,55,42,22,5,1818,7,11,29,131,38,16,26,5,3,264,4,26,60,229,24,16,3,0,0,367,6,30,59,231,127,40,5,4,0,505
12502,0,3,10,46,6,29,8,0,0,104,1971,3479,3049,3444,1673,1389,982,738,286,17015,6,5,0,46,7,3,0,0,0,67,0,0,0,5,3,4,3,0,0,14,0,0,0,11,4,4,3,0,0,23,0,0,3,12,7,5,0,0,0,36,0,0,8,12,7,12,13,3,0,64,53,141,342,1489,778,567,327,175,33,3900,0,0,3,4,13,7,14,18,0,46,0,0,0,17,8,19,20,9,3,73,3,28,27,115,123,131,100,78,25,623,0,4,6,32,38,29,21,9,0,133,0,0,0,3,6,7,0,0,0,14,0,0,10,13,24,9,24,14,4,97,0,0,0,7,14,4,15,27,11,70,13,46,97,331,146,327,96,24,0,1076,13,58,82,424,126,87,55,20,3,866,0,6,27,101,41,30,19,12,0,240,0,24,29,228,69,54,35,11,3,454,4,7,0,21,20,19,0,0,0,68
12503,13,67,572,1062,186,107,45,11,3,2068,5483,8785,6667,8281,2458,2199,1508,712,359,36455,3,5,20,163,26,20,3,0,0,238,0,0,10,55,33,34,23,10,0,174,0,4,12,47,53,33,31,11,3,184,0,0,0,22,4,3,0,0,0,33,0,3,13,51,51,37,40,19,0,210,15,69,275,1007,537,473,211,132,43,2762,0,0,3,16,42,51,83,65,10,271,0,22,17,146,40,47,47,37,0,359,0,19,14,70,97,134,159,68,41,595,0,8,51,270,136,127,61,27,0,693,0,0,0,9,5,6,0,3,0,26,0,0,10,21,10,9,62,24,12,148,0,0,5,14,15,34,96,75,16,251,0,12,27,92,42,71,19,9,0,281,44,80,306,1401,204,112,66,39,13,2274,3,6,19,87,39,23,15,7,3,199,15,121,184,818,108,61,26,13,4,1351,12,81,219,708,379,151,55,20,4,1629
12504,5,7,52,184,48,41,28,11,4,379,4567,5551,4020,6995,2721,2103,1685,932,449,29024,12,29,55,308,62,37,8,0,0,508,0,0,5,27,18,15,7,0,0,73,0,0,12,27,11,3,3,0,0,55,8,9,8,32,11,10,3,4,3,77,0,3,4,36,21,20,29,10,0,117,23,96,355,1406,595,508,241,170,62,3454,0,3,0,17,31,21,26,27,0,124,6,6,8,62,19,36,24,22,10,195,17,59,44,203,175,200,188,126,45,1050,0,10,31,200,94,81,36,15,7,475,0,3,0,25,3,12,5,3,0,54,3,3,10,30,13,9,34,19,5,125,0,0,0,15,10,28,44,79,24,200,4,14,72,208,84,109,54,6,3,547,584,1217,1369,10418,789,398,189,54,8,15028,3,8,20,110,20,32,18,6,3,220,11,46,84,589,158,86,41,14,4,1023,3,16,18,99,60,28,4,0,0,232
12601,0,0,0,8,3,5,0,0,0,19,1152,2382,2238,2158,1370,1283,929,567,288,12371,0,3,15,42,4,3,6,0,0,73,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,8,0,5,5,13,6,12,3,0,0,48,0,0,0,3,7,4,8,0,0,24,44,115,472,1075,419,274,191,92,15,2695,0,0,0,0,9,3,3,3,0,19,0,0,0,3,0,5,8,3,0,28,13,46,36,140,148,85,119,57,14,662,0,0,7,20,9,11,8,0,3,56,0,0,5,13,7,3,0,0,0,28,0,3,3,13,15,11,13,11,5,72,0,0,0,0,3,9,7,7,4,23,3,33,99,266,121,248,83,23,5,877,35,72,65,585,164,124,51,14,9,1126,0,3,14,35,13,16,3,3,0,85,0,8,5,82,30,15,14,3,3,157,0,0,0,4,3,0,0,0,0,17
12602,0,0,5,53,28,23,15,3,0,136,3584,6103,5828,7891,3766,2973,1908,1038,651,33736,4,6,53,158,7,3,4,0,0,236,0,0,0,10,15,9,6,3,0,47,0,0,4,18,5,0,8,0,0,35,3,6,13,52,21,23,15,7,0,139,0,0,0,29,18,22,20,7,0,91,72,191,1290,3039,906,766,407,293,111,7064,0,0,0,13,22,20,45,38,13,154,3,12,5,39,38,37,49,35,17,228,22,92,80,391,337,250,254,115,41,1576,0,3,6,57,37,23,25,14,0,171,0,8,8,45,18,13,11,0,3,103,0,8,8,69,26,18,57,24,14,230,0,3,4,12,22,33,58,73,25,224,14,31,152,603,195,328,156,40,13,1535,58,95,206,1545,176,138,71,40,16,2344,5,20,86,265,77,59,34,23,7,578,3,21,30,449,104,95,66,32,14,822,5,13,6,34,17,16,10,4,0,104
12701,0,0,14,23,6,3,4,0,0,49,3783,7161,5981,7112,2377,1479,652,368,78,28987,3,0,0,42,3,7,0,0,0,59,0,0,19,80,48,39,17,8,0,217,0,7,32,216,120,125,36,8,3,541,0,0,0,12,4,0,0,0,0,22,0,5,11,114,96,79,59,11,0,375,0,10,32,161,126,79,55,23,3,489,0,0,13,84,58,87,72,62,3,375,0,6,4,46,38,42,18,10,3,179,3,15,17,79,104,110,78,40,10,455,0,34,110,616,383,304,95,38,7,1589,0,0,3,13,3,5,3,5,0,27,0,3,7,19,14,12,42,10,4,112,0,8,8,9,25,33,23,18,7,132,0,0,10,21,11,11,3,0,0,53,3,26,34,253,94,66,31,4,4,516,0,4,6,28,20,6,7,3,0,74,0,5,20,89,54,50,27,5,0,246,3,108,276,990,462,357,155,52,18,2408
12702,0,3,30,46,19,3,0,0,0,109,5076,9873,9673,8331,2380,2058,965,470,170,39001,0,0,5,23,5,6,0,0,0,35,0,3,23,128,99,95,45,41,3,436,18,44,190,982,831,651,384,122,52,3266,0,3,5,9,3,0,0,0,0,29,0,11,16,150,141,146,205,62,3,746,9,29,92,356,274,344,221,154,131,1610,0,0,28,110,126,207,208,206,51,936,3,3,10,33,18,49,39,30,7,186,0,15,13,51,85,130,149,68,24,529,0,5,42,199,126,133,54,18,0,574,0,5,9,21,9,7,8,3,0,59,0,3,14,14,22,25,100,44,12,231,0,19,27,13,10,39,49,34,10,206,0,3,17,99,21,44,20,3,3,205,0,11,43,201,41,51,30,9,0,393,0,5,19,61,22,22,23,5,7,170,4,37,91,292,121,106,59,54,18,777,62,639,1264,3213,1707,1159,635,298,73,9052
12703,0,0,17,53,13,11,4,0,0,99,4234,6763,5416,7147,2618,1608,1103,542,180,29604,0,13,19,204,47,41,13,0,0,334,0,3,34,194,117,115,46,35,0,549,0,0,14,71,45,34,14,10,3,194,0,4,11,12,16,0,0,3,0,48,3,4,13,72,62,57,58,18,0,280,10,24,51,296,129,152,67,29,11,765,0,0,28,149,89,98,87,61,11,516,4,49,47,171,95,109,55,19,12,554,8,39,26,116,136,131,149,75,23,691,4,41,107,671,356,290,120,40,4,1626,0,4,0,11,3,4,0,3,0,24,0,3,20,20,18,14,47,22,14,164,0,3,6,35,43,65,93,88,15,354,0,0,18,41,19,31,12,3,4,122,44,188,202,1208,433,206,64,26,6,2368,0,16,24,150,43,30,26,10,0,297,0,20,42,154,21,29,15,3,0,279,32,297,435,1027,407,217,125,59,22,2619
12801,0,0,0,0,0,0,0,0,0,3,3265,6137,5487,10357,5261,4686,3112,1811,868,40983,0,0,0,5,5,4,0,0,0,14,0,0,3,15,14,12,4,4,0,53,0,0,0,8,7,0,4,0,0,18,0,6,9,41,23,9,12,0,0,101,0,0,0,16,29,10,22,3,0,78,3,38,65,244,152,136,54,33,13,746,0,4,0,10,12,16,20,27,3,97,0,3,3,41,31,63,69,39,12,255,25,98,91,460,405,339,340,203,88,2056,0,0,4,22,15,18,15,3,3,74,0,0,3,25,11,12,10,9,0,66,3,4,10,27,28,19,44,46,13,200,3,4,3,14,36,74,76,75,20,308,0,5,11,46,22,41,29,12,0,170,0,16,26,130,52,14,22,16,5,292,0,8,4,49,16,10,18,13,0,111,0,6,0,21,4,5,3,0,0,44,0,0,0,10,4,0,0,0,0,14
12802,0,0,0,0,0,0,0,0,0,0,3435,7059,6300,10523,5236,4694,3071,1317,586,42218,0,0,3,23,4,3,0,0,0,33,0,0,0,12,12,15,0,3,0,40,0,0,0,0,3,3,0,0,0,8,0,3,4,30,18,10,8,5,0,86,0,3,7,26,22,14,16,6,0,94,12,15,36,198,95,98,59,27,9,550,0,0,3,7,21,22,25,19,3,97,0,0,8,24,28,44,46,24,4,178,16,87,97,419,428,344,391,179,64,2014,0,3,0,27,17,16,7,11,0,82,0,4,3,18,22,4,3,0,0,53,0,3,3,25,36,28,64,34,10,212,0,0,0,10,27,58,56,37,5,191,5,3,7,40,20,54,28,7,0,164,6,5,13,116,55,36,31,11,3,285,0,4,11,24,15,24,3,10,4,88,0,0,0,15,3,7,0,0,0,27,0,0,3,0,3,3,4,4,0,9
19797,0,0,0,0,0,0,0,0,0,0,8,7,11,18,19,13,16,8,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,3,3,0,0,0,0,0,7,144,145,542,1602,714,615,433,91,20,4304,0,0,0,10,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,0,0,9,0,3,0,0,0,12,0,3,57,38,5,12,0,0,0,111,0,0,0,3,3,4,0,0,0,7,0,0,0,7,0,3,0,0,0,16,3,0,56,61,38,42,54,14,4,277,0,0,0,9,3,3,0,0,0,14,0,3,9,21,3,0,0,0,0,36,0,0,14,13,3,3,6,3,0,50,0,0,0,0,0,3,3,0,0,10,0,0,4,6,3,0,0,0,0,18,3,0,15,62,0,3,0,0,0,94,0,0,4,6,0,4,4,0,0,19,0,0,0,15,0,0,0,0,0,14,0,3,0,8,4,0,0,0,0,21
