SA2_MAINCODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
128011602,22,7,4,7,192,18,18,57,35,20,11,9,8,175,15,30,81,57,27,15,10,25,260,1554,719,1435,696,218,55,39,320,5038
128011603,36,4,0,12,206,11,14,73,56,28,9,10,3,205,3,21,54,53,34,12,10,14,196,1242,426,1655,1011,326,76,36,214,4983
128011604,48,16,8,20,317,27,17,76,72,34,18,8,24,273,43,25,99,83,45,12,14,34,351,3667,1158,2426,1473,489,113,61,849,10233
128011605,7,0,0,0,46,0,0,8,3,7,0,0,3,29,4,4,10,5,3,0,0,4,32,346,92,383,277,93,13,5,55,1261
128011606,10,9,0,4,96,3,12,31,25,14,0,0,3,92,11,0,31,34,17,9,3,7,118,929,295,960,596,190,48,17,149,3174
128021533,15,13,8,4,126,8,8,39,24,20,12,3,4,120,20,15,55,39,20,13,16,16,194,691,262,843,534,197,65,42,96,2721
128021534,10,3,3,0,100,3,3,23,23,7,0,0,0,63,3,8,33,13,10,10,4,0,89,1255,398,1391,817,232,67,34,146,4332
128021535,26,6,6,9,198,8,12,41,35,20,7,7,12,141,14,26,61,53,24,14,18,13,216,2413,880,2890,1575,428,92,79,371,8728
128021536,33,6,7,9,262,11,15,67,55,19,12,4,17,210,15,29,82,72,36,11,13,13,276,2242,963,2914,1504,389,105,53,342,8515
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,17
128021538,32,13,5,28,352,22,20,78,72,44,12,14,22,284,43,58,149,90,61,32,18,76,530,2911,1325,2440,1226,383,115,74,583,9050
128021607,44,9,3,11,237,11,16,41,41,17,3,3,11,155,10,17,47,39,16,13,8,25,176,1645,732,2261,1287,390,91,48,226,6677
128021608,19,6,9,0,131,3,3,27,16,12,6,0,5,69,4,3,16,15,10,3,3,0,57,776,297,987,562,174,42,15,91,2948
128021609,3,0,0,0,24,0,0,0,0,4,0,0,0,10,0,0,3,4,0,0,0,0,10,449,141,462,287,83,18,6,53,1491
197979799,0,0,0,5,14,0,0,0,0,3,0,0,3,10,0,0,3,3,0,0,0,0,7,39,21,65,35,21,6,0,37,220
199999499,3,3,0,23,78,4,8,4,11,3,0,3,11,38,3,0,15,6,3,4,7,13,48,1744,350,650,414,184,65,57,1134,4590
