SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
101041017,472,1061,322,285,147,85,2362,45,52,7,3,3,0,105,76,65,12,3,0,0,158,119,110,18,9,4,0,264,112,48,8,0,0,0,167,7,5,3,0,0,0,12,9,14,0,0,0,0,23,8,3,0,0,0,0,12,132,64,11,0,0,0,210,55,40,3,3,0,0,102,0,0,0,0,0,0,4,9,0,0,0,0,0,12,61,46,3,4,4,0,118,0,0,0,0,0,0,0,786,1282,351,300,150,85,2958,533,1019,301,248,141,89,2340,99,55,5,6,0,0,169,37,33,6,0,0,0,80,133,88,12,9,3,0,247,188,103,10,7,0,0,310,8,3,0,0,0,0,9,0,0,0,0,0,0,0,3,6,0,0,0,0,11,195,108,11,5,0,0,330,29,17,3,0,0,0,50,0,0,0,0,0,0,0,0,3,3,0,0,0,8,28,19,6,0,0,0,56,0,0,0,0
101041018,504,1189,347,345,121,57,2564,81,58,5,5,0,0,157,44,49,11,8,0,0,112,123,111,21,12,4,0,269,89,73,15,11,3,0,187,7,3,0,0,0,0,11,0,0,0,0,0,0,0,10,10,0,0,0,0,19,109,80,22,11,3,0,226,14,10,0,0,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,8,19,15,0,0,0,0,37,0,0,0,0,0,0,0,756,1397,385,367,125,60,3092,554,1164,372,286,126,75,2572,70,53,26,3,4,0,156,62,54,4,4,0,0,130,135,113,32,4,4,0,289,120,99,19,12,7,0,253,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,9,125,97,25,12,7,0,265,26,15,0,0,0,0,41,0,0,0,0,0,0,0,6,0,0,0,0,0,9,29,15,0,0,0,0,47,0,0,0,0
101041019,565,976,355,363,171,81,2513,57,44,3,4,0,0,108,8,9,3,0,0,0,21,66,47,10,6,0,0,131,146,48,8,10,3,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,146,53,8,10,3,0,222,26,11,0,0,0,0,43,0,0,0,0,0,0,0,8,0,0,0,0,0,9,31,11,3,0,0,4,54,15,3,0,3,0,0,16,831,1096,372,377,174,81,2934,608,1059,415,375,149,78,2675,64,15,3,3,3,0,86,15,10,0,3,0,0,25,79,25,4,7,3,0,115,167,75,14,18,6,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,172,78,14,15,6,0,287,24,7,0,0,0,0,35,3,0,0,0,0,0,3,4,0,0,0,0,0,5,24,13,4,0,0,0,40,4,6,0,0
101041020,643,1221,474,449,200,117,3103,11,4,0,0,0,0,17,0,0,0,0,0,0,0,11,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,4,22,30,5,3,0,0,67,12,17,4,5,3,3,40,3,6,0,3,0,0,20,42,52,9,13,4,3,130,0,0,0,0,0,0,0,700,1281,486,466,203,120,3258,700,1372,434,393,220,83,3195,0,4,3,0,0,0,8,3,7,0,0,0,0,16,5,14,3,0,0,0,22,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,3,0,0,0,13,18,6,0,5,0,0,29,11,0,8,0,0,0,19,7,8,3,0,0,0,19,28,18,11,5,3,0,68,0,0,0,0
101041021,219,304,92,94,60,20,782,58,37,6,7,0,0,109,6,3,0,3,0,0,16,61,41,11,7,0,0,120,12,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,3,0,0,0,0,23,34,22,0,0,0,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,3,36,22,0,0,0,0,55,0,0,0,0,0,0,0,326,366,101,104,66,20,986,241,353,120,94,57,21,890,92,48,12,3,0,0,152,3,9,3,3,3,0,20,96,61,11,7,3,0,177,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,10,3,3,0,0,0,13,31,18,0,0,0,0,54,0,0,0,0,0,0,0,0,4,0,0,0,0,3,28,23,0,0,0,0,57,0,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,175,360,170,120,62,38,919,6,3,0,0,0,0,13,0,3,0,0,0,0,3,6,8,0,0,0,0,13,83,44,8,4,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,84,50,8,4,0,0,150,22,9,0,0,3,0,32,0,0,0,0,0,0,0,4,3,0,0,0,0,9,23,14,0,0,3,0,38,0,0,0,0,0,0,0,287,430,186,125,66,38,1124,246,444,168,109,66,20,1057,40,19,3,0,0,0,67,4,3,0,0,0,0,10,45,18,6,3,0,0,76,58,43,11,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,11,3,0,0,118,20,19,0,0,0,0,39,0,0,0,0,0,0,0,3,3,0,0,0,0,11,19,19,0,0,0,0,47,0,0,0,0
101041024,197,358,153,115,52,30,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,12,4,0,0,0,24,0,6,0,3,0,0,8,3,0,0,0,0,0,5,15,14,6,3,0,0,37,0,0,0,0,0,0,0,212,373,153,113,52,34,941,276,483,184,126,63,35,1170,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,17,11,0,0,0,0,27,3,0,0,0,0,0,3,6,8,0,0,0,0,12,24,16,0,0,0,0,45,4,0,0,0
101041025,527,1257,382,378,128,54,2723,84,89,16,9,3,4,207,28,45,7,8,0,0,89,113,133,22,18,3,6,297,293,213,39,14,5,0,575,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,3,0,0,0,0,12,306,214,39,18,5,0,587,23,28,3,0,0,0,52,0,0,0,0,0,0,0,0,8,3,0,0,0,14,30,28,7,4,0,0,66,0,0,0,0,0,0,0,965,1638,453,416,143,57,3673,585,1352,386,337,152,60,2869,146,107,13,7,0,0,273,104,129,15,13,0,0,276,250,237,30,23,0,0,543,288,170,37,27,3,3,534,3,3,0,0,0,0,7,0,0,0,0,0,0,0,13,3,0,0,0,0,12,300,185,37,27,3,3,555,20,14,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,15,3,0,0,0,43,0,0,0,0
101041026,650,1290,361,353,149,62,2861,33,42,20,15,3,7,111,18,16,3,0,0,0,30,46,55,22,17,3,7,145,92,27,10,3,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,26,13,3,0,0,143,32,15,3,3,0,0,50,4,0,0,0,0,0,7,3,0,0,0,0,0,8,39,13,3,3,4,0,60,0,0,0,0,0,0,0,837,1383,394,370,153,68,3211,690,1304,377,294,125,71,2854,50,30,8,5,0,0,100,38,21,5,3,0,0,77,96,50,14,12,0,0,173,62,9,3,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,71,9,3,0,0,0,89,13,3,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,4,3,0,0,27,0,0,0,0
101041027,747,1382,409,310,145,73,3073,62,59,0,0,0,0,130,18,7,0,0,0,0,27,83,67,3,0,0,0,158,144,71,20,6,0,0,241,3,0,0,0,0,0,3,0,3,0,0,0,0,7,9,4,3,0,0,0,15,162,76,24,6,0,3,270,53,34,4,0,0,0,90,4,5,0,0,0,0,14,3,4,3,0,3,0,19,56,49,8,4,7,0,123,0,0,0,0,0,0,0,1051,1575,442,322,156,70,3621,823,1400,358,263,113,57,3013,73,62,10,0,0,0,137,43,46,5,10,5,0,109,107,108,13,10,5,0,249,151,55,9,3,3,0,220,22,17,3,0,0,0,36,0,0,0,0,0,0,0,8,3,0,0,0,0,12,176,71,12,10,3,0,272,73,30,3,0,0,0,112,0,0,0,0,0,0,3,6,8,0,7,0,0,17,77,42,4,7,0,0,133,0,0,0,0
101051539,1650,2356,1039,981,463,157,6653,203,135,48,20,3,0,416,69,49,9,14,0,3,141,270,178,54,34,9,7,550,315,104,9,3,0,0,432,54,10,0,0,0,0,68,0,0,0,0,0,0,0,5,0,0,0,0,0,9,378,117,13,3,3,0,516,37,13,4,0,0,0,61,0,0,0,0,0,0,0,18,18,5,3,3,0,45,61,33,10,3,3,0,101,3,0,0,0,0,0,6,2362,2686,1113,1020,479,166,7829,1853,2522,1137,982,436,189,7115,272,131,41,25,14,5,488,19,25,6,0,0,4,60,296,162,53,30,12,11,554,270,73,16,9,0,0,378,22,11,3,0,0,0,36,28,5,0,0,0,0,39,3,0,0,0,0,0,3,328,91,23,9,0,0,448,50,22,0,0,0,0,73,0,0,0,0,0,0,0,18,15,6,7,0,5,51,72,40,9,8,0,5,127,3,0,0,0
101051540,887,1591,558,555,284,129,4006,27,11,0,4,3,0,48,0,0,0,0,0,0,6,27,11,5,4,3,0,52,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,12,3,3,0,0,0,21,3,3,0,0,0,0,11,3,0,0,0,0,0,12,16,11,5,6,0,0,41,4,7,0,3,0,0,13,941,1618,573,565,290,132,4112,1006,1742,561,525,281,122,4238,40,19,3,0,0,0,64,0,3,0,0,0,0,4,43,19,3,0,0,0,69,12,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,3,0,0,0,0,13,14,8,0,0,0,0,26,4,0,0,3,0,0,7,3,0,3,0,0,0,7,17,12,3,3,0,0,45,7,6,9,4
101061541,449,710,282,284,184,64,1961,37,21,10,0,0,0,69,0,0,0,0,0,0,0,37,21,10,0,0,0,69,67,19,5,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,19,5,0,0,0,85,16,0,0,0,0,0,19,0,0,0,0,0,0,0,5,3,0,5,0,0,13,25,4,0,8,0,0,38,0,0,0,0,0,0,0,573,756,294,284,187,68,2153,444,755,302,321,173,65,2053,90,44,9,8,0,0,150,0,5,0,0,0,0,6,90,46,6,8,0,0,152,24,17,3,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,3,4,0,0,48,12,7,0,0,0,0,14,0,7,0,0,0,0,9,0,0,0,0,0,3,9,10,7,3,0,0,3,29,0,0,0,0
101061542,491,1187,495,511,248,104,3038,4,4,3,5,0,0,14,0,3,0,0,0,0,0,5,5,3,5,0,0,20,10,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,3,0,0,19,11,11,0,4,3,0,30,5,3,0,5,0,0,11,6,3,0,0,0,0,12,23,18,6,12,4,0,56,0,0,0,0,0,0,0,527,1215,503,533,249,113,3137,584,1337,521,621,296,139,3496,4,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,11,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,6,0,0,0,0,8,7,4,0,3,0,0,20,0,3,0,3,0,0,6,4,8,4,0,0,0,14,14,19,0,9,3,0,42,0,0,0,0
101061543,774,1161,512,474,254,146,3310,125,41,14,11,3,3,193,0,3,0,0,0,0,3,125,37,14,10,3,3,197,128,67,19,8,3,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,14,137,69,19,7,3,0,233,18,5,4,0,0,0,25,0,0,0,0,0,0,3,7,6,0,5,3,0,19,24,12,4,5,3,0,47,0,0,0,0,0,0,0,1048,1285,550,497,267,152,3788,817,1208,524,488,242,139,3414,123,39,7,5,0,0,175,0,0,0,0,0,0,3,120,39,12,5,0,0,177,157,36,4,5,0,0,211,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,161,40,4,5,0,0,216,8,5,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,6,17,5,0,0,0,0,16,0,3,0,0
101061544,745,1034,353,328,220,89,2766,38,4,0,0,0,0,37,0,0,0,0,0,0,0,38,4,0,0,0,0,37,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,3,0,0,0,0,19,3,0,0,0,0,0,4,5,3,0,0,0,0,12,23,7,0,0,0,0,36,3,0,0,0,0,0,3,803,1051,356,330,220,96,2846,802,1100,292,325,192,96,2800,42,14,4,0,0,0,56,0,0,0,0,0,0,4,44,14,7,3,0,0,61,11,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,26,14,9,0,0,0,0,22,0,0,0,0,0,0,3,4,3,3,3,0,0,13,18,12,4,3,0,0,38,0,0,0,0
102011028,331,690,307,446,208,70,2062,4,18,7,0,0,0,34,17,25,9,8,3,0,69,23,48,16,5,5,0,100,15,20,4,4,0,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,22,22,4,4,0,0,51,71,30,3,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,34,3,0,0,0,113,0,0,0,0,0,0,0,453,794,330,456,215,73,2323,340,656,338,471,211,79,2100,10,11,8,7,0,0,37,20,25,10,13,3,0,80,32,44,18,13,8,0,113,6,10,3,8,0,0,32,3,3,0,3,0,0,10,3,10,0,3,0,0,12,6,3,0,0,0,0,13,21,30,4,10,0,0,66,62,27,0,0,0,0,90,0,0,0,0,0,0,0,9,3,0,0,0,0,14,71,27,0,0,0,0,107,0,0,0,0
102011029,726,1176,455,571,273,92,3284,68,67,12,7,3,0,168,33,76,26,38,14,4,193,106,149,38,43,18,7,357,9,8,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,15,8,5,0,0,0,21,38,5,4,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,12,9,3,3,0,63,9,4,0,0,0,0,10,886,1337,498,621,292,102,3733,804,1359,530,602,241,99,3633,14,9,0,3,0,0,20,5,6,0,0,0,0,16,12,12,4,4,0,3,41,63,54,12,3,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,54,12,3,3,0,138,39,6,0,0,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,3,47,6,0,0,0,0,59,0,0,0,0
102011030,266,476,168,188,101,43,1235,8,7,3,0,0,0,23,0,0,0,0,0,0,3,6,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,8,0,0,0,52,10,3,0,0,0,0,8,5,0,0,0,0,0,5,44,12,8,0,0,0,67,0,0,0,0,0,0,0,319,491,181,193,99,43,1327,297,476,196,222,122,53,1370,17,25,4,13,10,4,76,0,0,0,0,0,0,0,17,24,4,13,10,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,3,0,0,0,3,24,0,0,0,0,0,0,0,4,3,5,4,0,3,16,16,6,3,3,0,4,39,3,3,0,0
102011031,868,1355,598,716,346,118,4002,287,236,39,13,4,0,572,94,58,6,6,3,0,174,378,292,44,16,11,0,747,53,14,0,0,0,0,70,14,11,0,0,0,0,33,0,3,0,0,0,0,7,0,0,0,0,0,0,0,71,31,0,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,4,0,0,0,0,4,10,10,0,0,0,0,20,1327,1695,642,729,351,119,4872,996,1400,641,772,329,136,4271,296,220,27,15,4,0,567,54,32,10,3,0,0,105,350,251,35,22,7,3,672,54,10,3,0,0,0,70,17,3,0,0,0,0,26,0,0,0,0,0,0,0,3,3,0,0,0,0,5,75,24,3,0,0,0,99,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0
102011032,685,1130,606,601,288,93,3394,296,154,29,9,3,0,492,338,346,124,65,17,4,905,635,501,152,77,23,10,1394,631,280,48,30,5,0,991,260,222,48,12,0,3,549,226,243,50,18,4,0,546,0,4,0,0,0,0,7,1116,756,141,64,6,3,2084,0,0,0,0,0,0,0,11,0,0,0,0,0,11,3,4,4,0,0,0,11,19,8,4,0,0,0,24,3,0,0,0,0,0,7,2459,2390,905,740,314,101,6903,709,1152,643,610,252,121,3479,350,168,27,26,7,0,571,494,374,142,91,20,13,1131,846,540,162,116,29,10,1701,490,209,39,23,4,0,772,355,257,68,12,0,0,691,328,403,82,43,6,0,861,12,0,0,0,0,0,14,1175,878,190,79,12,6,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,16,10,0,5,0,0,0,16,45,28,10,0
102011033,211,510,318,493,222,84,1845,43,63,23,21,0,4,146,3,13,5,7,4,0,28,50,76,26,21,3,3,174,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,587,342,515,222,92,2026,246,510,345,486,206,89,1897,46,32,23,15,3,3,117,3,9,10,3,3,0,27,45,35,32,15,3,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011034,290,549,288,385,200,69,1780,289,182,21,6,3,0,503,83,66,3,4,3,0,156,372,244,28,15,9,0,657,176,83,14,0,3,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,176,83,14,9,3,0,290,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,841,880,331,407,208,66,2733,307,564,339,403,181,75,1861,458,268,22,8,4,0,759,23,23,7,3,0,0,55,483,295,27,17,8,0,819,38,13,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,42,18,0,0,3,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
