SA3_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
12405,2916,6829,2306,154,12201,1934,306,518,14961,110,107,106,6,324,254,21,30,638,117,124,142,15,404,140,28,43,616,227,226,250,26,733,402,46,75,1251,29,25,35,6,97,167,14,27,302,21,26,39,5,89,160,16,28,295,3,3,3,0,10,13,0,5,32,0,6,0,0,9,4,0,0,13,54,61,80,6,200,344,29,66,642,10,14,0,0,22,4,0,0,23,0,0,0,0,0,0,0,0,0,3,4,0,0,11,6,0,3,21,7,13,3,0,27,9,0,4,47,3,6,0,0,14,0,0,0,15,3208,7135,2643,183,13177,2692,379,665,16911,3022,6370,2448,193,12034,2140,322,459,14960,108,100,126,16,353,287,32,24,690,178,292,220,17,703,245,40,59,1043,283,393,348,30,1059,529,73,84,1738,69,108,74,10,257,175,21,38,497,33,33,46,7,117,119,5,12,255,0,4,0,0,3,3,0,0,11,7,3
12501,1888,5518,1392,207,9007,1695,295,573,11572,111,254,79,3,453,165,21,37,677,265,614,194,26,1098,174,52,73,1406,376,872,274,31,1557,345,72,110,2086,436,809,332,59,1633,616,169,341,2759,426,590,231,53,1298,373,158,237,2065,510,497,143,61,1218,450,237,443,2346,5,6,3,0,16,15,0,6,34,1379,1900,706,179,4168,1453,558,1029,7209,0,8,0,0,11,3,0,0,15,0,0,0,0,0,0,0,0,0,11,47,6,0,70,26,10,19,124,11,52,7,0,78,30,10,19,133,37,45,4,3,97,29,6,18,149,3695,8388,2393,425,14902,3549,939,1750,21146,1969,5712,1413,214,9310,1529,352,427,11612,209,459,135,24,825,201,41,62,1135,293,745,242,36,1314,225,73,100,1710,499,1200,380,55,2138,426,116,164,2842,494,807,278,88,1672,553,195,159,2579,641,863,283,81,1874,536,186,210,2809,1038,878,287,97,2300,721,273,406,3699,0,8
12502,3339,6530,1624,162,11657,2066,272,414,14411,179,280,127,9,593,352,28,55,1023,420,848,277,34,1585,349,59,90,2087,600,1131,401,46,2177,701,84,140,3105,118,65,22,3,217,533,15,51,815,156,124,115,16,409,409,42,93,949,80,69,52,5,202,132,21,12,367,4,10,0,0,11,9,3,0,21,349,271,188,24,835,1081,83,154,2153,8,3,0,0,12,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,11,6,8,4,0,17,5,0,5,28,0,0,3,0,3,0,0,0,3,4300,7938,2222,232,14689,3859,435,718,19699,3266,6599,1649,173,11689,2004,288,348,14338,228,334,139,11,718,404,37,65,1222,499,1098,271,31,1898,322,74,94,2394,731,1432,409,45,2618,728,112,156,3614,189,219,72,6,487,560,33,66,1140,201,176,133,10,525,436,50,98,1100,123,92,29,8,250,178,19,24,479,0,4
12503,6175,13391,4291,458,24323,4883,571,1104,30881,298,493,230,26,1044,776,41,81,1942,331,718,283,37,1374,282,50,114,1822,632,1210,519,65,2421,1060,91,197,3762,535,571,353,58,1514,1466,149,361,3498,422,526,388,70,1406,880,115,258,2656,134,138,112,21,408,267,46,115,832,9,20,4,0,35,41,3,12,85,1099,1257,858,146,3364,2657,314,741,7076,3,4,6,0,17,6,0,0,23,0,3,3,0,6,5,0,0,13,14,26,16,5,57,40,8,18,120,17,29,22,5,78,51,8,23,155,15,18,4,0,35,14,0,0,52,7941,15899,5700,678,30217,8671,984,2060,41928,5896,13645,4451,497,24493,4795,574,1041,30896,420,740,341,34,1534,793,61,111,2496,464,1233,439,48,2184,496,95,123,2903,881,1971,778,86,3719,1290,156,234,5392,713,770,458,73,2013,1532,143,340,4037,638,830,525,91,2076,890,160,313,3446,137,146,72,16,368,189,38,70,675,20,31
12504,4760,8592,2142,249,15740,3228,498,674,20139,483,565,298,43,1386,1049,85,110,2634,522,764,330,36,1648,602,118,131,2504,1005,1333,628,77,3035,1654,208,241,5134,859,676,338,81,1959,1600,241,372,4163,1525,1500,592,192,3813,1935,540,664,6954,1220,1023,411,148,2805,1492,471,647,5417,6,11,6,0,18,28,3,5,63,3615,3212,1348,430,8595,5055,1254,1686,16597,3,0,3,0,6,0,0,0,10,0,4,0,0,8,77,0,0,79,8,22,10,6,37,21,8,8,72,14,23,10,6,47,97,8,8,159,7,34,11,0,56,53,44,28,184,9392,13198,4127,757,27477,10085,2007,2638,42212,4917,9046,2240,262,16463,3189,496,602,20750,539,924,311,51,1824,1088,96,136,3145,564,965,368,55,1954,506,135,145,2746,1104,1890,684,106,3783,1592,230,286,5885,1170,1078,383,89,2716,1884,255,334,5183,2087,2366,731,203,5397,2132,506,606,8638,1385,1241,360,137,3123,1325,457,538,5441,19,12
12601,2643,5447,853,128,9072,1352,208,286,10918,143,125,36,11,315,221,6,20,566,146,236,72,7,463,158,16,30,665,288,362,111,19,777,386,27,47,1235,51,45,25,3,117,137,18,17,290,296,263,167,48,778,425,139,87,1436,88,59,35,7,185,150,25,37,394,4,0,0,0,8,14,0,0,18,429,372,233,55,1093,726,182,144,2138,0,3,0,0,4,0,0,0,8,0,6,0,0,9,3,0,0,13,4,3,0,0,6,0,3,0,16,3,15,3,0,20,3,3,0,33,3,3,0,0,7,0,0,0,13,3368,6198,1203,200,10968,2468,414,484,14330,2725,5727,908,117,9475,1413,181,199,11264,128,152,53,3,340,217,10,15,587,123,239,58,12,433,95,12,4,542,252,394,112,15,774,308,21,23,1132,53,40,21,4,126,243,18,6,394,313,358,136,42,854,413,122,46,1440,151,146,62,20,379,206,39,26,651,0,4
12602,5693,10880,2362,334,19266,3614,633,835,24357,661,784,312,45,1800,817,118,118,2851,902,876,297,43,2116,916,213,249,3497,1564,1658,609,93,3919,1732,329,371,6351,474,238,130,48,883,1330,123,202,2539,1414,931,511,190,3047,2963,575,796,7374,613,341,189,55,1199,1191,217,303,2913,22,15,7,3,40,27,0,6,80,2517,1525,828,292,5166,5507,925,1311,12905,7,3,0,0,10,10,0,49,68,0,0,0,0,0,4,0,3,4,11,37,5,4,57,21,4,18,101,16,42,3,4,67,33,11,71,178,13,18,0,0,32,5,4,5,47,9799,14116,3806,721,28442,10892,1897,2600,43835,5367,11297,2318,297,19277,3570,675,590,24108,660,820,291,40,1812,864,135,91,2905,871,1065,354,50,2332,906,229,104,3573,1528,1892,645,84,4147,1769,371,196,6483,629,352,197,42,1215,1423,181,144,2962,1507,943,431,127,3013,2503,568,309,6387,1306,815,357,113,2593,1600,379,331,4899,4,4
12701,3248,10624,2768,204,16848,1772,244,906,19770,95,186,103,8,393,120,7,53,574,104,317,179,12,620,153,19,67,858,201,503,286,14,1010,274,25,126,1430,16,33,42,0,96,213,3,27,341,35,14,53,0,102,195,10,42,355,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,7,19,52,54,100,3,208,419,12,77,714,12,10,0,0,30,58,6,4,97,3,0,0,0,3,3,0,0,10,0,3,0,0,3,3,0,0,6,13,16,3,0,33,65,5,8,110,0,0,0,0,0,0,0,0,0,3519,11195,3159,227,18093,2528,292,1117,22026,3329,10738,3002,225,17299,2063,250,920,20530,127,341,178,9,666,147,17,42,872,179,594,230,10,1008,141,21,43,1212,307,942,405,23,1675,292,33,80,2078,26,22,58,0,112,277,3,55,451,32,15,59,0,106,204,8,53,362,4,0,0,0,4,9,0,4,13,9,0
12702,6991,19865,6324,619,33801,4671,622,1234,40332,320,623,526,43,1508,501,48,103,2166,468,1491,814,82,2850,457,69,148,3531,784,2115,1342,123,4358,965,117,253,5691,316,527,419,44,1302,599,72,133,2103,408,658,478,89,1635,677,112,266,2697,229,342,215,27,813,299,50,99,1261,6,17,13,3,36,20,0,10,65,963,1545,1123,159,3789,1598,231,505,6122,6,9,3,0,22,48,0,32,100,3,0,0,0,9,5,0,0,13,8,20,18,0,54,22,3,7,86,17,36,21,4,81,74,8,41,204,3,5,13,0,20,3,0,4,30,8761,23557,8820,910,42053,7312,983,2036,52374,7057,19130,6780,689,33648,4747,645,1160,40198,466,1055,601,58,2178,655,53,75,2952,549,1860,1018,96,3518,636,88,126,4368,1011,2915,1616,154,5694,1289,139,200,7324,269,430,340,39,1087,576,88,96,1843,452,785,555,76,1865,744,128,159,2891,216,333,200,37,784,294,41,47,1171,21,38
12703,4370,10625,2584,213,17799,2493,351,1060,21694,310,454,179,19,962,460,21,108,1552,390,689,414,31,1528,489,68,155,2240,696,1143,595,49,2484,947,92,260,3792,177,284,195,26,680,730,44,186,1647,296,549,269,40,1154,719,82,236,2191,305,579,280,42,1202,567,74,197,2037,0,8,3,0,10,8,0,3,21,775,1417,745,105,3045,2024,197,624,5894,0,8,0,0,7,4,0,0,18,0,0,0,0,3,3,0,0,7,3,16,10,0,25,5,0,3,37,11,23,6,0,41,14,0,0,59,4,4,3,0,10,0,0,3,20,5858,13207,3934,369,23374,5481,640,1949,31444,4436,11479,2903,219,19034,2610,358,816,22812,292,413,216,18,938,554,31,91,1615,518,1092,459,30,2111,647,92,141,2989,815,1503,679,49,3048,1204,123,230,4610,134,212,132,11,490,556,32,166,1250,417,651,378,41,1482,825,93,244,2643,443,868,399,43,1754,686,95,410,2943,3,4
12801,5984,10497,2031,235,18746,3198,362,716,23022,555,347,178,14,1099,871,37,72,2079,904,711,369,32,2018,705,99,145,2969,1456,1064,550,48,3115,1574,140,210,5045,456,170,213,19,855,1267,124,266,2518,1012,418,384,65,1875,1709,363,459,4403,1170,413,428,70,2087,1811,307,435,4635,9,15,4,0,31,28,0,3,62,2647,1011,1039,154,4850,4815,795,1158,11619,16,12,9,0,31,35,7,25,97,0,0,0,0,0,4,0,0,6,11,18,14,6,47,21,9,6,81,26,29,16,6,83,57,16,33,183,10,10,8,0,23,6,0,0,32,10132,12601,3639,442,26817,9653,1313,2122,39905,5864,10886,2168,207,19125,3229,334,487,23170,503,260,177,15,949,867,27,57,1898,1075,890,466,43,2472,811,107,122,3509,1578,1149,643,52,3416,1675,132,179,5406,550,169,234,33,987,1387,170,191,2735,1231,610,546,59,2449,2013,379,347,5186,1192,452,352,51,2050,1634,221,271,4171,7,10
12802,6610,14839,2471,196,24118,2763,299,421,27599,230,161,112,8,509,428,10,11,965,561,635,413,22,1639,565,83,67,2353,789,791,528,31,2143,994,98,86,3314,201,78,75,8,358,654,32,53,1099,615,259,271,48,1193,1106,125,137,2560,292,112,98,20,516,326,60,51,950,10,6,3,0,21,30,7,5,59,1117,463,445,69,2095,2114,224,244,4671,6,6,0,0,10,32,0,12,58,0,0,0,0,0,0,0,0,0,0,16,6,0,26,14,0,7,44,6,16,8,0,37,49,0,18,98,0,0,0,0,0,0,0,0,0,8526,16113,3453,299,28390,5918,624,764,35689,6926,14664,2498,183,24268,2946,310,464,27987,267,185,167,13,640,532,24,36,1230,506,614,392,23,1529,595,57,70,2250,777,802,556,34,2170,1128,80,108,3486,223,103,93,6,428,626,29,51,1131,630,362,297,46,1337,1031,148,196,2716,270,159,111,21,571,399,53,72,1088,10,10
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
