SA3_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
11801,5,0,12,9,4,3,37,7432,3140,1618,429,12622,11121,3235,4144,31123,3,0,0,0,3,0,0,5,9,0,0,0,0,0,0,0,21,22,52,49,14,3,113,70,27,46,256,51,52,14,3,116,76,27,65,288,20,27,5,0,63,35,17,7,123,12432,11500,3267,682,27885,14975,4579,5881,53324,2039,4613,672,94,7419,1116,238,494,9270,645,1046,274,31,1995,638,230,228,3094,1864,2838,646,86,5438,1382,623,546,7989,2515,3882,922,125,7436,2021,851,776,11082,1412,1065,445,74,2995,1730,694,716,6139,3747,1791,746,154,6433,4278,1679,1754,14144,3122,1154,548,140,4962,4624,1110,1813,12511,30,26,7,0,58,16,10,15,100,8310,4030,1744,367,14452,10652,3501,4294,32900,4,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,20,16,125,76,44,3,250,205,54,52,559,131,76,44,3,253,205,54,72,580,67,62,12,3,143,91,15,18,271,13061,12663,3393,591
11802,7,0,38,29,9,3,76,6329,3559,1966,694,12551,9158,3631,2714,28062,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,4,36,36,17,3,99,53,45,25,226,36,36,17,3,99,53,45,32,229,10,6,3,0,28,25,12,3,63,11086,13327,4422,1052,29882,12994,4685,3730,51292,2919,6431,1296,250,10903,1821,595,466,13781,683,1351,339,55,2424,798,178,186,3588,949,2267,596,86,3893,760,252,280,5186,1627,3614,932,136,6318,1562,434,463,8776,1217,1012,541,89,2853,2004,752,557,6170,3622,1987,1092,263,6965,4620,2189,1256,15031,2326,1281,518,249,4380,2832,1433,956,9598,13,12,3,0,30,31,11,7,77,7183,4293,2154,602,14229,9493,4382,2773,30878,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,3,106,79,44,11,241,130,77,49,494,106,75,44,11,241,132,81,54,504,28,50,9,0,89,85,15,20,212,11863,14470,4437,1002
11901,24,0,72,67,4,10,153,1313,2171,1160,139,4779,2635,217,684,8316,3,3,0,0,6,34,0,5,46,0,3,3,0,9,3,0,3,13,20,38,25,0,83,43,11,31,169,24,49,29,0,103,84,11,39,230,3,12,4,0,15,10,0,3,33,9904,21130,7385,709,39137,10176,1014,2224,52553,6519,15533,4789,577,27420,5072,619,1355,34474,370,632,322,39,1361,822,54,130,2373,1402,3952,1320,118,6783,1354,196,419,8747,1769,4576,1642,160,8146,2176,255,546,11125,244,294,204,13,760,1288,46,199,2291,663,1303,613,64,2648,1056,141,401,4249,404,772,272,41,1485,420,86,217,2207,13,23,13,4,52,23,3,4,81,1327,2388,1101,121,4939,2783,282,825,8828,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,3,3,42,77,49,8,171,57,14,22,264,42,80,47,8,177,65,16,21,274,33,68,30,4,130,66,9,21,219,9696,22640,7610,867
11902,7,0,15,13,0,3,31,2801,4467,1808,324,9400,3564,767,1084,14813,0,3,0,0,6,5,0,6,17,0,0,0,0,0,0,0,0,0,33,60,28,3,124,47,15,46,235,39,61,25,3,132,51,15,53,246,32,63,16,4,121,41,6,0,170,8236,16955,5407,733,31325,7786,1344,2136,42600,4354,10195,2771,357,17675,3063,559,869,22171,250,430,196,31,906,346,61,82,1394,625,1582,581,42,2834,590,104,171,3701,876,2016,770,80,3741,932,158,260,5090,1923,3132,1117,215,6380,2170,691,676,9919,971,1647,580,93,3284,1051,296,312,4938,470,560,210,38,1280,372,162,198,2009,10,10,0,0,16,4,3,8,31,3374,5343,1900,342,10966,3593,1150,1189,16903,0,4,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,40,75,43,3,162,41,22,38,256,40,80,43,3,166,38,22,35,266,31,54,19,0,102,45,15,12,171,8672,17692,5510,782
11903,5,0,30,14,0,0,43,2877,2692,1503,250,7325,3798,873,700,12694,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,41,37,15,11,102,53,12,9,181,42,37,20,11,109,49,12,13,188,3,7,0,0,12,12,0,3,31,9448,15657,4589,654,30354,8931,1422,1447,42159,5253,11213,2493,357,19316,3159,524,658,23661,451,506,237,27,1224,865,51,108,2251,716,1419,451,43,2628,667,110,130,3536,1168,1926,691,69,3849,1530,168,237,5787,411,400,219,30,1063,836,102,160,2163,1050,1220,704,99,3064,1287,281,344,4969,1913,1664,723,170,4467,1640,742,314,7172,9,10,5,0,30,20,0,0,47,3386,3296,1653,292,8627,3779,1129,815,14357,0,0,0,0,6,0,0,3,11,0,0,0,0,0,0,0,0,0,38,51,19,3,111,50,12,25,202,39,55,25,3,117,53,12,29,210,25,34,15,7,79,62,14,9,162,9874,16525,4874,727
11904,11,3,45,36,5,10,97,4248,3789,1740,401,10179,5158,1143,1299,17775,10,3,6,0,15,55,0,23,99,0,0,0,0,3,0,0,3,4,57,57,27,9,158,68,27,43,296,70,59,36,15,171,118,29,78,404,19,19,11,0,44,15,4,7,71,10526,15237,4877,802,31443,10063,1849,2315,45671,4686,9302,2413,343,16743,3071,583,729,21131,809,1079,401,50,2333,1159,134,171,3791,536,982,273,37,1829,484,86,116,2514,1347,2055,676,84,4159,1643,222,283,6307,352,350,194,30,926,695,133,166,1924,1259,1296,625,124,3306,1657,288,368,5621,4116,3215,1103,326,8757,3251,1439,989,14434,22,17,17,3,57,39,9,13,112,5747,4876,1937,480,13048,5650,1871,1537,22093,8,3,0,0,12,52,3,26,90,0,0,0,0,0,0,0,15,16,73,88,36,10,210,115,40,57,424,83,91,38,12,227,164,45,97,528,49,29,19,3,90,64,8,19,187,11909,16356,5077,932
12001,7,0,23,13,0,4,36,3642,2099,882,206,6839,3570,939,1098,12440,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,39,28,13,0,81,44,14,30,164,39,28,13,0,81,41,14,34,168,27,6,3,4,35,18,4,8,63,7517,9374,2435,421,19743,6374,1390,1639,29147,2719,6125,1208,186,10240,1773,279,362,12658,229,394,106,8,737,275,29,59,1108,516,692,232,23,1455,382,54,119,2015,742,1080,339,32,2192,657,81,183,3122,914,587,324,42,1872,1249,219,299,3634,983,710,307,56,2055,1024,268,310,3654,3167,1906,588,160,5827,2094,938,744,9603,3,5,0,0,7,10,0,6,24,5069,3208,1221,256,9756,4373,1424,1355,16910,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,108,50,21,4,188,70,41,30,334,109,51,21,4,192,70,41,30,335,39,31,12,0,84,59,7,6,162,8679,10505,2800,485
12002,0,0,13,22,4,3,36,1475,495,323,80,2373,2890,492,568,6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,40,24,5,127,84,41,38,290,64,40,24,5,129,83,41,37,294,10,0,0,0,14,7,0,0,20,5745,5654,1654,335,13390,6290,1639,1318,22639,837,1494,345,51,2724,661,210,195,3790,1417,2006,409,69,3899,1193,316,274,5678,1734,2200,516,46,4496,1242,393,412,6537,3147,4200,923,120,8394,2431,708,681,12217,333,197,119,23,670,699,141,239,1740,461,202,124,23,811,974,141,282,2208,770,254,113,19,1157,1161,143,351,2817,30,15,4,3,53,50,11,31,152,1591,676,362,68,2694,2887,438,899,6918,0,0,0,0,0,3,0,4,10,0,0,0,0,0,0,0,4,4,55,36,18,7,121,63,37,50,272,55,42,18,7,122,70,37,60,288,41,25,8,0,75,58,11,9,153,5671,6432,1658,242
12003,7,3,65,70,10,14,156,5375,4304,2057,590,12333,6728,2122,1770,22950,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,8,71,65,46,4,187,92,35,39,361,71,65,46,4,187,92,35,50,370,12,17,10,3,39,30,9,3,80,11278,16159,5127,1078,33638,11510,3187,2930,51271,4270,9048,2156,321,15798,2781,833,674,20083,608,967,322,40,1939,652,177,113,2891,688,1379,433,59,2569,559,207,172,3505,1297,2353,758,103,4508,1210,383,287,6389,1631,1336,612,153,3741,2586,680,622,7632,2584,2285,876,228,5973,2910,1074,666,10634,2399,1975,702,246,5333,1794,1441,892,9461,24,13,7,3,53,29,13,10,103,6642,5611,2207,632,15096,7322,3215,2202,27830,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,33,33,147,115,55,16,330,163,85,62,636,144,118,55,16,329,161,87,92,677,75,75,26,8,183,222,58,18,487,12432,17209,5197,1084
12101,3,0,19,20,0,4,45,4447,2937,1320,410,9116,5779,1376,1209,17475,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,15,17,11,3,44,27,10,9,94,20,22,11,3,52,28,10,9,103,8,16,3,0,33,15,3,4,50,9353,13234,3110,663,26366,8993,1900,1828,39087,4080,9457,1466,180,15187,2236,380,545,18352,249,442,98,11,797,229,42,51,1113,415,685,166,10,1275,422,71,83,1854,665,1126,257,20,2071,649,114,132,2971,629,493,208,43,1373,957,175,207,2715,1564,1375,505,97,3531,1827,510,394,6272,3383,2514,882,213,7000,3502,820,975,12296,16,14,3,0,33,22,3,3,56,5593,4398,1594,355,11937,6304,1511,1587,21341,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,5,3,18,14,13,0,47,31,12,13,97,17,14,12,0,45,31,12,18,111,25,30,4,3,58,55,11,10,134,10381,15018,3341,564
12102,11,0,43,50,0,8,104,1510,1579,632,90,3810,2194,300,344,6648,3,0,0,0,6,10,0,6,18,0,0,0,0,0,0,0,43,42,8,16,8,0,25,15,0,0,47,9,13,7,0,30,23,0,49,100,6,7,0,0,14,10,0,0,23,6624,11250,2687,272,20833,5286,657,736,27512,4410,9359,1671,175,15618,2365,307,407,18696,51,94,37,7,195,165,12,28,396,367,569,228,16,1183,427,25,73,1715,421,667,273,17,1378,586,41,103,2109,158,162,87,9,409,328,31,53,823,697,773,353,66,1889,1005,156,152,3204,768,1176,261,47,2249,737,125,140,3261,0,6,0,0,3,9,0,3,21,1625,2107,705,117,4559,2085,315,350,7307,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,14,14,9,7,6,0,21,14,4,6,47,9,11,6,0,22,21,4,23,69,25,12,11,3,45,47,0,3,99,6497,12157,2660,315
12103,7,0,20,17,0,7,49,1708,1140,553,89,3487,2153,171,382,6191,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,6,0,0,0,7,7,4,0,22,6,5,0,0,11,6,4,6,31,11,17,3,0,33,20,0,3,52,9262,17022,2916,343,29548,5825,496,1163,37035,6653,16077,2201,223,25154,2936,293,643,29021,98,34,13,3,144,131,17,17,312,422,313,99,9,849,395,23,56,1317,516,351,114,10,992,528,38,66,1624,414,194,107,18,738,707,46,79,1566,413,310,166,34,921,626,54,87,1684,1593,1665,613,78,3952,1326,155,313,5741,0,0,0,0,0,0,0,0,0,2419,2171,884,133,5610,2661,251,476,8993,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,11,8,0,6,26,4,8,0,0,14,8,0,5,30,18,16,11,0,45,35,3,3,83,9606,18626,3216,365
12104,0,0,13,8,3,0,31,7599,2602,1143,385,11724,11031,1898,2911,27562,12,0,0,0,12,8,0,4,27,0,0,0,0,0,0,0,0,0,22,12,0,0,31,51,12,22,114,30,12,0,0,43,64,12,26,143,31,20,3,3,55,43,8,9,110,11464,7971,2234,527,22193,13831,2453,3771,42248,1807,3653,558,65,6082,1008,115,345,7546,528,750,182,16,1477,460,83,95,2117,1136,1077,286,30,2526,783,220,238,3774,1660,1824,471,50,4001,1242,303,336,5893,1513,969,363,68,2914,1737,357,391,5402,3048,1368,572,124,5114,3919,701,892,10625,3954,1427,527,161,6068,5520,762,1472,13820,20,12,5,0,42,22,0,7,80,8537,3783,1465,354,14137,11189,1828,2766,29922,0,0,0,0,6,7,0,9,19,0,0,0,0,0,0,0,3,3,35,24,13,0,69,37,4,12,125,39,21,13,0,74,41,4,29,147,26,25,0,0,58,57,5,13,132,12075,9304,2508,468
12201,0,0,9,5,0,3,21,2391,967,448,69,3879,2612,674,758,7925,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,30,30,11,12,3,0,19,22,3,6,55,9,12,3,0,24,26,3,37,83,8,0,0,0,6,12,0,3,21,4344,4799,1097,137,10382,3831,919,1119,16255,1294,3260,426,46,5025,644,94,210,5976,165,282,63,0,505,125,33,32,697,466,522,121,8,1117,325,60,76,1571,622,804,179,9,1623,444,101,103,2269,581,458,181,21,1238,585,202,152,2174,797,399,170,36,1399,853,293,221,2762,1074,349,127,28,1585,1115,236,278,3215,3,3,0,0,7,3,0,0,11,2456,1213,474,84,4227,2549,731,658,8163,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,20,21,14,3,0,39,16,15,6,77,21,14,3,0,40,23,15,25,104,5,13,4,0,24,17,10,10,62,4405,5301,1096,137
12202,10,0,49,65,0,10,123,828,393,272,27,1526,1193,106,156,2985,5,3,3,0,11,19,5,46,81,0,0,0,0,0,5,0,0,5,22,12,9,3,56,43,12,13,123,30,15,11,3,63,68,18,60,208,3,0,0,0,3,10,0,0,11,5547,7903,1842,138,15421,3874,479,818,20588,4064,7055,1238,88,12438,1902,284,481,15099,81,101,33,3,212,80,10,16,320,477,508,179,13,1179,574,23,65,1838,560,606,207,16,1393,656,29,81,2154,403,239,127,7,777,545,27,88,1440,402,204,136,12,754,585,21,151,1513,201,157,101,8,457,278,35,39,817,3,3,0,0,6,12,3,3,30,1007,599,360,30,1996,1426,94,283,3798,25,12,12,0,49,75,4,164,287,3,0,3,0,5,0,0,3,7,33,14,11,3,57,23,3,10,94,62,25,26,3,112,94,7,175,390,34,30,11,0,74,48,12,4,135,5724,8311,1841,138
12203,22,0,105,77,12,9,197,4735,2591,1349,209,8887,6670,1118,992,17654,5,5,3,0,17,28,0,0,47,0,0,0,0,0,0,0,0,5,21,21,14,0,52,19,10,4,98,23,30,18,0,70,54,15,13,147,0,14,0,0,19,9,3,3,38,12876,19234,4606,529,37244,11573,1820,1798,52439,6789,16536,2804,271,26396,3374,561,871,31202,250,135,68,3,459,749,26,112,1351,605,730,252,16,1602,746,65,175,2588,857,860,319,23,2056,1502,89,292,3943,774,568,217,29,1594,1577,140,242,3561,2766,1836,857,102,5555,3012,597,634,9799,1599,931,383,60,2970,1683,271,318,5244,15,17,8,4,35,29,4,5,68,5153,3355,1464,190,10157,6303,1009,1195,18671,4,4,0,0,8,28,0,14,47,0,0,0,0,3,25,0,30,58,21,31,23,0,69,18,6,16,115,29,33,25,0,82,73,11,55,223,50,46,19,0,107,81,6,7,200,12869,20828,4628,483
12301,8,0,12,9,0,0,17,42,10,18,3,73,178,10,24,292,10,0,0,0,13,31,0,18,59,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,11,10,3,0,3,18,37,0,18,68,10,4,0,0,14,5,0,0,24,4002,7926,1900,137,13966,2310,287,391,16953,4240,9167,2153,138,15705,1940,262,474,18375,138,94,80,10,324,418,11,45,798,129,144,107,3,381,192,15,36,619,267,235,191,16,705,608,26,79,1420,26,3,14,4,44,95,0,10,152,10,0,0,0,10,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,3,14,4,57,123,0,10,191,9,0,3,0,16,27,0,26,66,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,17,0,3,0,21,29,0,26,74,10,0,0,0,10,15,3,0,37,4558,9410,2367,157
12302,0,0,21,34,4,12,63,409,169,167,22,766,955,65,150,1937,3,0,7,0,12,31,0,0,47,0,0,0,0,0,0,0,5,12,27,53,19,5,105,31,0,4,145,37,53,24,5,118,66,3,9,199,4,6,5,0,12,7,0,0,23,9941,18771,8264,621,37593,8901,1057,1807,49360,8612,17603,6571,488,33280,5430,831,1483,41024,701,872,713,69,2351,1439,103,277,4174,657,1204,981,73,2921,1331,126,465,4838,1354,2076,1694,139,5268,2774,229,743,9017,219,125,121,14,480,514,31,100,1126,91,63,40,6,197,146,13,72,436,267,127,85,9,486,279,50,65,871,3,4,3,0,12,12,0,0,24,581,318,248,26,1171,943,99,238,2446,3,0,0,0,8,24,0,12,46,4,0,0,0,3,8,0,11,19,7,20,14,0,41,13,5,18,85,15,25,17,0,53,51,10,43,149,121,28,8,0,155,42,0,19,213,10679,20045,8532,662
12303,3,0,21,17,0,0,45,34,23,21,0,75,125,9,10,226,11,6,5,0,23,51,0,9,81,3,5,0,0,12,7,0,0,12,7,7,6,0,23,5,0,4,30,15,14,13,0,51,61,0,11,131,0,0,0,0,0,0,0,0,5,3167,5057,1335,99,9660,1977,208,368,12211,3295,5569,1261,84,10215,1612,183,551,12552,220,32,38,8,298,279,6,34,605,12,3,14,0,26,27,0,8,68,229,37,48,7,325,303,3,39,671,19,4,18,0,39,46,5,11,99,3,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,23,4,16,0,44,52,5,9,117,5,3,3,0,17,49,0,18,82,0,3,0,0,11,3,0,0,14,10,17,0,0,23,10,0,7,40,12,24,8,0,46,59,0,23,134,17,13,9,0,34,15,3,7,51,3578,5650,1341,98
12401,13,0,29,47,0,4,83,82,28,49,4,157,396,29,45,623,4,0,0,0,5,9,0,29,43,0,0,0,0,0,0,0,33,33,3,5,0,0,13,13,0,4,31,12,4,5,0,24,23,0,63,106,3,3,0,0,11,11,0,0,16,7584,9162,3080,181,20002,7161,794,1308,29267,7605,8940,2860,203,19602,6057,750,1101,27518,160,55,74,3,287,495,31,64,874,114,46,81,0,243,324,25,36,627,271,101,155,8,531,822,47,105,1502,46,14,39,6,110,289,28,43,468,21,4,8,3,31,97,12,9,147,0,0,0,0,0,7,0,0,11,0,0,0,0,3,11,0,0,9,66,18,47,13,146,397,45,59,639,4,0,0,0,4,7,0,34,43,4,4,0,0,9,0,0,13,25,10,3,0,0,14,13,0,6,42,16,11,0,0,23,25,0,56,107,29,20,7,0,52,51,4,8,120,7984,9085,3065,220
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,26,0,130,61,4,10,202,608,509,401,59,1574,1717,189,276,3755,29,13,13,3,54,92,7,9,160,0,4,0,0,4,0,0,39,47,8,9,5,0,26,20,0,16,59,43,25,18,3,85,114,7,62,268,12,6,0,0,25,55,3,18,97,9843,16657,5869,485,32852,8431,1054,1473,43809,9256,16755,4922,377,31306,5170,760,1383,38618,396,286,323,22,1029,1029,57,180,2300,665,775,770,58,2272,1155,168,231,3823,1062,1062,1091,85,3305,2184,226,409,6121,189,122,181,20,517,763,51,176,1504,211,102,157,14,481,550,78,193,1306,93,58,98,8,252,223,37,86,609,3,4,7,0,14,10,4,4,34,498,292,436,41,1266,1550,167,464,3447,27,9,10,7,47,94,0,58,203,4,7,3,0,10,6,3,21,41,3,8,10,0,19,8,0,0,30,38,21,19,7,80,115,4,80,271,36,46,24,6,111,50,7,3,167,10884,18177,6491,513
12404,0,0,7,12,0,0,20,103,53,121,7,284,418,33,41,767,3,3,0,0,3,7,0,4,16,0,0,0,0,3,0,0,30,34,4,6,10,0,18,42,6,9,77,8,10,10,0,30,49,5,36,125,0,3,0,0,6,3,0,0,5,2590,4273,1899,121,8877,2838,343,447,12506,2229,3724,1429,111,7499,1704,252,417,9872,281,220,260,17,777,737,43,115,1676,98,94,88,3,285,191,26,39,544,384,314,354,26,1066,921,67,159,2221,45,22,30,6,105,213,17,20,352,12,7,9,0,26,42,13,15,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,59,26,43,6,131,256,27,38,451,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,11,12,7,8,3,0,12,13,0,4,31,7,8,5,0,13,14,3,31,62,14,38,9,0,62,33,10,3,107,2691,4108,1833,144
