SA3_CODE_2016,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Sep_M,C16_45_49_Sep_F,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Married_M,C16_85o_Married_F
11901,1200,2243,3442,32572,32689,1828,2511,3772,5652,1566,6333,20648,16930,60382,64119,124503,19,81,3,3,3,3,0,0,5784,5509,5805,5594,11398,328,989,18,71,11,37,3,8,5751,4917,6119,6024,12142,1703,2755,84,223,98,172,3,10,4008,3000,5898,6154,12048,3376,4027,178,347,220,375,3,16,2042,1494,5823,6260,12080,3794,4047,193,325,281,507,4,26,1274,927,5541,5837,11373,3733,3839,248,346,410,714,13,64,962,837,5374,5800,11175,3613,3571,235,374,471,794,15,101,813,621,5153,5460,10610,3636,3525,240,313,575,960,36,164,723,507,5202,5480,10683,3482,3236,243,254,707,932,39,302,612,496,5092,5213,10306,2933,2630,204,203,542,765,99,429,445,337,4230,4365,8594,2524,2155,178,148,492,571,128,552,269,220,3597,3644,7241,1977,1452,133,85,278,349,151,678,168,113,2706,2676,5384,1424,1051,69,46,191,184,224,946,91,87,1993,2303,4304,1017,645,30,25,86,138,280,1066,66,39,1469,1914,3384,797,399
11902,766,1251,2018,27006,26607,1344,1728,2957,4262,947,4182,17351,13141,49603,49924,99525,26,56,0,3,3,5,3,3,4137,3810,4167,3877,8045,314,1081,11,27,8,20,3,5,4629,3485,4965,4621,9584,1870,2902,60,122,71,116,9,12,3830,2373,5843,5526,11373,3689,3867,129,197,125,241,4,9,1967,1248,5923,5561,11479,3706,3284,150,224,228,372,7,24,1207,835,5297,4736,10032,3207,3047,165,239,280,461,8,31,892,726,4555,4511,9062,2898,2859,190,246,416,657,16,65,778,622,4296,4446,8741,2788,2540,198,259,504,713,24,123,645,501,4149,4137,8291,2432,2223,162,208,492,688,41,206,474,363,3602,3680,7288,2029,1886,143,174,404,547,55,313,326,251,2957,3181,6139,1729,1517,132,109,302,365,70,397,235,181,2470,2569,5041,1501,1170,93,60,216,220,93,513,195,120,2089,2081,4167,1271,929,62,36,107,124,134,682,105,76,1676,1851,3528,871,534,25,21,62,75,182,786,61,47,1196,1459,2662,690,287
11903,1030,2016,3047,25415,25766,972,1322,2549,4131,1062,4904,15940,13997,45938,50119,96061,12,31,0,0,3,3,3,0,3938,3797,3962,3834,7797,264,506,8,13,6,15,6,3,4858,4024,5137,4566,9701,1555,2132,24,83,45,64,4,5,3736,3197,5364,5485,10848,2852,3175,77,107,115,190,4,4,1726,1415,4776,4894,9672,2752,2970,85,151,127,251,3,19,958,881,3931,4274,8204,2761,3003,113,187,216,421,3,23,717,632,3814,4259,8076,2769,3018,121,197,299,565,20,48,603,532,3821,4361,8182,3010,2914,148,199,420,682,31,101,550,466,4157,4366,8520,2729,2782,137,193,435,677,41,175,442,361,3781,4189,7974,2426,2370,112,126,374,595,54,257,272,256,3231,3607,6840,2063,1890,119,104,349,465,85,380,203,181,2813,3019,5837,1578,1330,77,70,189,324,115,513,144,108,2112,2344,4456,1231,1003,43,39,147,181,132,701,84,65,1636,1984,3619,965,612,32,11,77,114,168,818,52,40,1293,1606,2898,697,338
11904,998,1952,2947,26079,25971,1303,1659,3181,4600,1149,4764,17778,14636,49499,51630,101127,9,37,3,3,3,0,0,0,3598,3378,3620,3421,7044,343,862,5,27,0,19,3,0,4745,4146,5100,5050,10147,2123,3151,53,64,56,109,6,12,4628,3624,6874,6962,13835,4028,4095,123,145,135,251,3,8,2562,2045,6852,6549,13401,3566,3271,134,208,233,350,9,13,1408,1217,5346,5064,10407,2939,2966,147,218,317,521,19,32,1126,991,4539,4725,9264,2673,2743,199,249,433,597,19,73,856,730,4180,4394,8572,2582,2462,203,241,476,765,30,97,726,601,4013,4170,8185,2275,2254,161,195,519,701,27,177,546,523,3520,3855,7380,2050,2006,161,161,447,619,65,284,420,335,3144,3414,6560,1960,1730,134,129,403,514,93,417,336,217,2924,3019,5943,1508,1305,99,70,214,341,126,555,207,138,2157,2407,4567,1233,1013,53,45,120,210,156,733,125,94,1689,2091,3784,1016,609,24,23,81,100,204,871,70,68,1395,1674,3062,744,315
12001,515,989,1501,15837,15994,606,751,1802,2674,602,2625,10649,10016,29498,32054,61551,5,7,0,0,0,0,0,0,1975,1901,1983,1912,3888,61,139,3,4,3,0,4,3,2747,2828,2819,2977,5799,825,1256,27,23,18,34,0,3,2710,2541,3585,3864,7447,2200,2485,39,57,90,130,0,0,1604,1407,3934,4085,8016,2268,2277,64,90,140,177,0,6,871,856,3336,3395,6735,2087,2196,71,104,192,304,4,18,629,697,2985,3323,6306,1835,1927,83,108,246,408,9,33,484,574,2654,3055,5711,1688,1788,104,142,267,501,17,45,396,407,2472,2883,5357,1602,1627,89,101,266,473,19,86,327,346,2306,2635,4936,1407,1391,64,99,251,359,42,159,199,257,1966,2265,4236,1352,1286,56,59,235,332,62,245,139,143,1842,2065,3915,1024,891,42,43,134,198,63,320,93,103,1351,1558,2908,781,591,29,21,63,120,81,427,66,80,1016,1239,2261,546,379,9,15,36,65,117,494,46,36,754,990,1741,444,165
12002,192,436,631,8819,8916,496,584,1767,2620,321,1280,8860,9732,20272,23147,43413,3,0,3,0,0,0,0,0,916,924,922,928,1851,12,16,0,0,0,4,0,0,1400,1481,1415,1504,2918,210,365,8,19,9,24,3,4,1595,1678,1821,2093,3910,946,1226,29,51,47,82,0,4,1284,1287,2299,2650,4954,1481,1655,37,52,103,169,0,9,951,991,2571,2872,5448,1561,1571,75,85,176,216,5,11,761,863,2579,2741,5316,1330,1231,63,90,186,288,12,20,665,702,2260,2323,4577,985,962,87,87,230,354,14,29,516,613,1829,2048,3873,793,765,57,64,228,361,27,48,394,458,1503,1695,3199,765,710,36,59,231,388,25,100,291,354,1360,1610,2969,659,609,42,50,231,362,35,137,209,221,1178,1372,2555,456,355,26,41,161,234,24,164,138,158,805,946,1753,254,207,10,24,59,121,45,181,80,57,446,575,1023,185,106,12,5,34,38,53,195,48,37,336,387,721,124,44
12003,1001,2067,3065,27306,27351,1128,1544,3109,4621,1047,4959,23689,21119,56278,59599,115878,14,33,8,7,0,0,0,3,4024,3895,4045,3936,7977,344,747,3,31,9,13,3,3,6858,6102,7220,6903,14123,2234,3009,58,72,69,117,5,9,6677,5445,9037,8648,17689,4035,4177,104,144,171,242,6,10,3223,2757,7532,7320,14859,3657,3401,99,160,198,345,5,17,1716,1585,5673,5504,11183,3053,3181,140,216,300,474,9,24,1271,1277,4772,5171,9946,2799,3084,143,221,398,678,11,48,1066,1017,4426,5045,9470,3051,2932,169,242,494,766,31,126,940,891,4683,4957,9636,2573,2553,176,176,494,725,42,163,707,682,3992,4297,8291,2122,2017,105,135,458,618,52,303,524,506,3256,3590,6851,1767,1655,108,107,340,472,69,396,366,347,2657,2979,5632,1374,1142,75,67,231,306,67,507,273,219,2014,2239,4252,1153,907,48,36,140,181,129,720,196,126,1672,1971,3647,928,564,31,31,81,122,169,885,112,135,1322,1729,3053,712,322
12101,716,1564,2280,21455,21838,674,884,1984,3472,655,3056,13779,13472,38548,42718,81266,11,16,0,0,0,0,0,0,3173,2739,3192,2752,5940,80,201,7,3,0,0,0,3,3099,3231,3180,3436,6623,857,1238,17,27,31,33,3,0,3120,3111,4029,4403,8432,2626,3148,53,81,82,137,3,3,2049,1836,4808,5203,10004,3278,3513,81,116,157,256,3,15,1204,1093,4726,4983,9715,3118,3298,98,154,214,345,8,20,793,872,4231,4687,8918,2790,2897,116,159,275,440,8,41,592,582,3783,4121,7908,2458,2490,106,145,289,472,22,51,475,453,3349,3617,6959,2096,2081,89,120,307,526,30,92,348,381,2873,3198,6070,1772,1777,69,90,269,470,43,156,285,318,2438,2801,5239,1683,1560,58,87,241,417,59,237,213,228,2260,2525,4787,1227,1007,54,27,159,270,66,326,115,145,1626,1772,3402,866,635,19,21,101,183,76,437,83,97,1151,1379,2528,628,433,13,14,55,126,97,497,46,104,840,1165,2010,547,277
12102,502,955,1463,17264,17423,605,775,1591,2807,584,2283,9491,8059,29531,31353,60885,6,5,0,0,4,0,4,0,2465,2485,2475,2492,4963,46,149,0,3,0,0,0,0,2206,1910,2251,2060,4314,567,886,7,16,10,23,0,0,1514,1211,2105,2142,4246,1658,2111,33,50,55,62,3,3,884,702,2629,2932,5557,2382,2601,48,85,60,145,3,3,553,484,3048,3317,6363,2577,2568,78,103,140,249,5,16,553,441,3357,3376,6727,2183,2210,83,129,200,390,4,42,427,386,2899,3158,6055,1945,1902,83,131,218,439,12,36,364,252,2630,2765,5391,1722,1740,78,99,226,462,23,89,286,210,2342,2599,4941,1538,1386,60,67,221,398,31,145,177,158,2037,2146,4181,1299,1289,56,56,188,332,58,221,101,94,1702,1989,3686,1058,848,31,35,121,225,55,258,75,49,1335,1415,2756,761,537,33,16,63,146,86,325,52,41,998,1072,2066,449,288,6,15,41,74,96,359,21,24,616,759,1370,322,163
12103,1182,2306,3485,26383,27097,495,759,1408,2632,970,4219,11624,11422,40877,46125,87011,15,9,3,0,0,0,3,3,4755,4522,4772,4538,9309,36,77,0,0,4,0,0,4,3283,3266,3318,3347,6664,374,635,4,12,12,19,3,0,1798,1609,2189,2281,4469,1469,1961,30,47,35,67,6,0,864,731,2403,2813,5215,2508,3019,40,58,78,129,0,4,505,489,3127,3699,6830,3249,3743,58,108,123,248,6,19,368,398,3802,4515,8324,3775,4228,91,147,161,385,13,44,358,313,4403,5119,9521,3661,3751,108,128,234,469,16,86,295,278,4316,4720,9031,3113,2960,93,127,231,420,28,91,191,214,3661,3807,7464,2452,2467,57,73,194,359,37,151,165,149,2904,3197,6106,2335,2219,46,63,170,348,69,255,84,114,2706,2997,5702,1943,1775,34,40,120,276,76,424,68,82,2241,2605,4848,1474,1273,21,16,87,166,130,554,55,54,1769,2065,3835,1114,743,18,20,37,107,165,763,42,66,1373,1700,3075,945,543
12104,578,1330,1907,16723,16822,834,938,2819,4378,541,2650,14864,15921,35784,40717,76502,3,6,3,0,0,0,0,0,1701,1682,1704,1685,3393,44,92,0,3,3,0,0,0,2098,2319,2147,2412,4564,617,1059,16,36,19,37,0,0,3229,3636,3880,4763,8645,2149,2412,60,69,74,151,0,8,2592,2728,4883,5369,10249,2250,2404,81,101,188,284,0,20,1564,1709,4085,4512,8600,2153,2082,122,118,245,393,8,23,1034,1199,3556,3815,7374,1856,1940,147,127,309,517,6,35,722,877,3043,3497,6542,1656,1708,127,147,349,585,11,48,536,637,2675,3125,5800,1581,1532,112,121,431,639,24,86,437,551,2580,2925,5507,1469,1449,68,78,363,606,42,143,299,438,2242,2708,4947,1482,1388,77,102,375,656,47,297,248,300,2230,2743,4979,1203,1058,46,54,248,474,66,350,196,217,1759,2148,3902,824,567,27,26,135,228,63,387,103,197,1157,1407,2559,469,301,15,21,68,122,85,411,56,108,689,952,1639,388,200
12201,307,550,860,7772,7844,320,385,1046,1559,284,1134,6176,5713,15596,16632,32233,0,3,0,0,0,0,0,0,1013,993,1013,995,2006,19,21,3,0,0,0,0,0,953,980,970,1001,1972,118,228,4,9,6,13,0,0,1295,1278,1430,1529,2954,591,821,23,30,31,29,0,0,1021,1026,1660,1908,3564,945,1076,29,34,73,105,0,3,646,589,1693,1802,3495,1168,1145,44,53,120,138,0,4,439,417,1773,1765,3531,1016,1079,61,58,150,204,4,9,311,259,1542,1611,3155,994,977,55,53,148,213,17,20,219,189,1432,1452,2880,845,778,48,57,157,228,17,34,144,154,1218,1254,2473,660,640,24,45,149,183,13,49,108,100,950,1018,1966,615,586,19,26,134,186,27,87,94,69,886,946,1838,558,473,19,18,104,138,37,129,46,31,767,787,1557,346,259,7,13,45,76,32,156,33,31,475,534,1007,242,160,4,5,27,50,35,164,18,21,328,401,729,202,115
12202,526,994,1516,12792,12879,493,597,1575,2379,517,2137,6694,5677,22061,23665,45726,3,4,3,0,0,0,0,0,1849,1730,1849,1738,3586,27,42,0,0,3,0,0,0,1592,1335,1621,1380,2999,183,341,5,8,5,6,0,0,974,791,1168,1147,2314,585,824,15,23,13,40,3,0,551,477,1170,1359,2533,1081,1313,27,41,53,89,3,0,422,363,1586,1810,3398,1533,1651,48,109,112,170,6,13,405,349,2105,2283,4390,1502,1640,76,84,159,302,8,13,347,316,2085,2361,4447,1564,1576,89,107,277,383,8,67,306,265,2250,2401,4648,1503,1532,78,100,269,371,18,75,223,198,2090,2269,4359,1386,1368,77,77,258,388,25,104,186,136,1932,2068,4000,1383,1247,40,50,234,369,45,191,110,82,1811,1946,3761,1141,990,35,26,170,255,54,247,65,58,1471,1573,3046,835,567,24,12,103,129,80,317,35,22,1077,1042,2123,467,322,8,13,43,80,77,401,20,22,604,832,1437,342,172
12203,1344,2537,3877,29744,29928,1247,1397,3422,5440,1397,5235,18630,15985,54443,57985,112431,11,16,0,0,0,0,0,0,4609,4186,4621,4199,8820,88,191,0,9,4,3,0,0,3798,3495,3892,3692,7584,735,1169,26,52,22,47,3,3,3200,2965,3982,4240,8224,2303,2980,60,91,104,159,3,3,2314,1966,4786,5196,9987,3478,3894,101,119,199,268,7,17,1590,1324,5371,5624,10995,4296,4542,162,221,334,495,12,22,1198,1116,6001,6390,12387,4091,4225,191,238,474,745,16,56,1003,901,5775,6161,11939,3562,3343,199,243,566,827,27,100,794,661,5150,5179,10322,2873,2732,157,187,544,806,39,130,611,437,4221,4299,8517,2457,2276,123,123,458,768,53,214,347,291,3429,3678,7109,2220,2148,98,111,400,642,101,355,296,215,3114,3474,6588,1932,1751,79,74,290,506,152,574,163,137,2617,3045,5658,1590,1209,40,38,160,332,171,756,115,83,2070,2418,4484,1015,695,21,20,98,193,224,921,50,61,1405,1891,3301,858,491
12301,214,488,705,10971,11025,481,725,1089,1758,340,1352,6009,5465,18891,20333,39225,11,4,0,0,0,0,0,0,2214,2241,2225,2246,4473,57,121,3,12,4,3,0,0,1853,1780,1919,1915,3835,628,916,22,47,10,26,0,4,1238,1105,1894,2100,3992,1355,1644,58,77,53,61,7,9,703,583,2171,2369,4540,1575,1711,63,122,86,159,0,13,449,383,2176,2399,4578,1851,1832,122,140,149,302,3,27,350,328,2472,2637,5111,1614,1573,95,142,195,330,17,32,249,213,2169,2288,4464,1358,1321,83,105,207,352,11,55,173,149,1832,1981,3808,1224,1186,47,87,197,263,16,60,111,99,1598,1694,3294,1015,931,49,69,138,266,41,120,49,67,1297,1450,2751,931,796,41,40,117,209,38,156,31,40,1156,1234,2392,610,473,27,23,59,147,45,166,26,15,763,832,1595,360,294,17,15,41,53,54,210,14,13,480,585,1069,226,160,3,4,13,30,50,244,3,10,306,450,754,158,83
12302,447,931,1375,27237,27371,1800,2503,3736,5767,1100,4127,21689,19678,55558,59451,115005,14,21,3,0,3,0,4,0,5596,5179,5618,5206,10819,214,519,17,45,3,13,5,7,5590,5172,5831,5763,11588,1317,2247,81,160,44,93,7,7,4007,3363,5463,5877,11337,3015,3695,167,291,151,266,8,17,2461,2132,5802,6400,12201,3334,3380,229,334,239,375,8,22,1552,1477,5359,5583,10943,3117,3071,251,357,360,540,22,49,1331,1212,5069,5225,10294,2907,2960,266,333,483,723,23,108,947,867,4623,4996,9620,3188,3175,248,389,596,901,52,166,771,651,4851,5275,10132,3266,3178,276,306,656,976,70,294,481,412,4752,5158,9911,3049,2709,218,255,593,876,108,435,290,261,4252,4542,8789,2604,2096,185,228,468,719,162,588,217,149,3638,3790,7426,1633,1285,110,82,289,416,165,592,109,95,2302,2478,4779,997,653,37,48,158,212,169,626,54,44,1420,1576,2997,501,293,30,18,67,95,145,616,31,43,786,1063,1846,301,180
12303,150,278,423,7618,7675,403,513,911,1161,267,949,4714,3923,13909,14220,28133,0,0,0,0,0,0,0,0,1465,1351,1470,1355,2820,37,90,0,3,0,4,0,0,1146,1137,1184,1235,2427,302,444,11,22,10,20,0,3,880,702,1197,1188,2381,676,816,20,45,22,41,0,0,462,427,1183,1333,2513,797,892,37,63,47,81,0,4,346,260,1229,1294,2524,1018,1074,53,80,73,149,5,15,284,234,1435,1542,2981,1011,1005,75,74,156,180,0,17,232,160,1475,1444,2920,952,969,54,67,140,228,9,28,167,139,1319,1423,2747,962,987,55,67,163,185,15,42,130,85,1329,1373,2701,884,875,60,52,159,165,16,82,78,54,1186,1232,2417,810,719,45,33,118,147,39,107,41,43,1057,1041,2105,559,417,26,16,80,86,52,131,36,21,747,674,1425,329,261,10,8,49,35,63,172,28,21,481,496,977,228,134,5,0,21,23,39,166,17,12,312,329,639,118,77
12401,483,1068,1548,15222,15263,803,1052,2389,3845,725,2773,9877,8982,29007,31921,60926,4,7,0,0,0,0,0,0,2443,2304,2448,2315,4763,49,90,0,3,0,4,0,3,1825,1650,1876,1751,3632,338,521,7,24,12,25,3,0,1173,1067,1535,1642,3174,908,1100,24,51,61,59,4,5,858,735,1846,1952,3795,1213,1370,72,82,100,145,4,7,722,652,2113,2252,4368,1518,1679,87,141,185,292,9,18,709,664,2502,2793,5296,1630,1704,105,167,251,384,15,36,649,582,2652,2877,5529,1595,1697,119,136,292,483,15,55,524,509,2546,2877,5422,1767,1877,118,146,383,599,37,111,453,440,2748,3184,5932,1871,1745,97,132,389,621,58,183,364,338,2772,3016,5792,1762,1524,100,98,370,611,85,282,283,259,2607,2787,5394,1225,1051,58,61,214,454,93,366,162,141,1763,2073,3835,744,579,31,29,119,225,105,370,90,101,1098,1309,2404,478,294,18,17,71,120,122,448,52,67,740,947,1689,278,151
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,428,987,1420,23966,24109,1513,1930,3289,5028,899,3422,17401,15714,47068,50204,97272,12,14,4,0,3,9,0,0,4798,4422,4813,4441,9252,165,360,12,26,3,3,6,3,4533,4395,4718,4784,9509,1391,2030,58,119,50,76,3,7,3562,3257,5065,5495,10558,2915,3251,127,227,112,225,0,16,2214,1926,5376,5649,11027,3030,3208,193,296,229,380,14,29,1416,1294,4879,5204,10082,3114,3064,247,310,419,562,12,45,1100,1005,4884,4987,9876,2771,2853,244,322,486,714,22,78,853,678,4372,4642,9015,2626,2634,208,250,552,847,27,113,629,483,4048,4330,8378,2616,2734,206,235,538,753,65,207,439,314,3865,4250,8111,2467,2326,156,176,471,707,115,307,259,186,3468,3700,7170,2223,1964,155,136,409,632,141,454,136,122,3067,3308,6377,1473,1105,83,91,240,328,158,478,92,60,2051,2063,4111,905,647,40,25,105,210,154,549,57,54,1260,1474,2739,504,312,19,14,55,111,138,548,25,17,740,1003,1741,291,147
12404,192,392,584,6248,6218,461,612,1144,1608,334,1193,5694,4647,13880,14274,28152,7,0,0,0,0,0,0,0,1264,1233,1270,1235,2504,79,97,0,4,5,0,0,0,1422,1249,1508,1356,2865,357,455,24,31,14,16,0,0,1093,863,1477,1375,2857,543,664,35,56,33,50,0,4,615,458,1225,1232,2459,673,601,42,56,52,90,0,3,424,327,1187,1079,2265,642,660,63,73,101,193,6,10,346,279,1157,1207,2365,677,737,76,107,166,230,3,28,291,214,1214,1318,2529,730,709,78,66,169,267,19,38,230,189,1232,1267,2497,678,643,75,66,179,273,26,42,130,132,1086,1155,2236,580,516,45,47,166,221,19,76,96,71,901,930,1836,539,485,28,41,139,179,42,121,73,50,819,869,1696,367,325,26,24,86,115,46,151,31,16,548,633,1184,296,228,18,14,46,75,49,212,14,16,425,549,974,181,106,11,13,20,49,46,200,21,9,272,384,659,104,62
12405,150,305,454,9506,9530,765,915,1431,2001,403,1375,8094,6860,20198,20681,40871,3,0,0,0,0,0,0,0,1833,1826,1834,1823,3659,65,164,4,5,3,3,4,3,2101,1939,2175,2123,4293,455,688,35,54,19,45,0,0,1585,1320,2097,2104,4202,926,1078,63,104,57,97,3,12,882,792,1934,2083,4015,1042,1134,61,103,92,123,3,8,633,473,1837,1839,3673,1003,989,90,122,148,208,9,17,462,389,1709,1720,3434,970,995,121,131,191,306,11,49,403,290,1700,1768,3465,1070,1090,93,128,217,299,17,61,331,247,1733,1824,3557,1136,1218,107,112,279,401,25,112,231,158,1782,1997,3778,1036,879,88,85,219,253,31,155,123,71,1501,1448,2944,852,687,52,51,162,181,50,169,60,40,1172,1130,2304,508,343,38,28,95,130,58,188,37,22,742,711,1458,290,189,10,13,49,56,52,208,14,17,422,482,905,171,105,3,8,30,41,38,232,7,3,249,383,631,89,45
12501,286,586,872,16252,15574,776,888,1615,2069,417,1910,11956,8331,31011,28773,59790,21,37,0,4,0,0,3,0,2446,2244,2465,2289,4753,431,853,18,20,8,17,3,3,4144,2624,4609,3519,8122,2198,2606,54,91,66,81,11,0,4160,2233,6486,5019,11511,3461,3001,110,140,158,187,8,6,2089,1211,5823,4550,10379,2909,2254,119,138,164,202,5,24,940,550,4140,3171,7309,2100,1725,127,131,193,247,4,24,603,393,3022,2522,5541,1908,1750,110,133,227,357,24,61,393,269,2666,2566,5233,1874,1632,116,138,257,412,10,67,321,226,2578,2475,5056,1691,1463,103,104,324,445,26,130,229,187,2373,2330,4704,1326,1146,79,85,256,298,31,183,155,144,1834,1863,3693,1005,826,56,65,162,164,45,191,99,81,1365,1331,2695,709,476,34,29,73,92,53,213,46,40,914,848,1761,484,305,20,15,39,53,69,282,34,47,651,695,1347,293,167,12,6,36,24,76,257,30,19,446,475,923,178,91
12502,382,675,1055,13190,13355,449,581,1349,2026,538,2023,7973,6833,23493,24811,48306,6,3,0,3,0,0,0,0,2285,2020,2293,2028,4319,52,91,3,3,0,7,3,4,2040,1853,2098,1956,4050,461,735,5,28,20,36,3,3,1512,1292,1996,2092,4086,1451,1746,39,56,48,77,3,4,780,623,2317,2509,4830,1678,1835,48,67,78,130,7,7,461,405,2270,2446,4714,1733,1820,55,90,112,227,7,21,389,349,2289,2510,4797,1624,1753,65,91,155,293,7,31,338,318,2186,2488,4678,1642,1684,69,110,218,327,12,65,314,263,2259,2454,4714,1552,1468,78,82,219,347,18,89,245,183,2111,2169,4282,1301,1293,57,62,221,249,24,134,184,100,1790,1840,3629,1127,941,39,37,167,212,45,203,107,97,1483,1496,2977,792,752,36,22,88,141,65,247,56,63,1042,1223,2267,669,536,23,16,65,73,89,318,37,31,889,973,1860,474,271,20,12,40,46,89,345,25,16,658,699,1355,311,161
