SA3_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
11903,603,689,749,952,930,441,289,131,44,4826,2102,1726,1616,1960,2364,2345,1754,1985,1016,16873,0,0,0,0,0,0,0,0,0,0,445,302,288,349,348,238,183,166,52,2368,19,15,3,10,16,7,7,16,3,105,5735,3772,3549,4009,3809,3154,2227,1722,570,28541,12,13,7,7,13,13,10,8,10,93,2520,1322,1630,2149,1318,1166,826,361,51,11339,53,27,74,50,39,34,24,16,6,327,57,33,33,30,22,18,13,3,0,221,29,18,40,36,44,52,62,43,6,332,208,169,136,135,144,100,63,28,11,996,54,43,45,43,44,31,32,11,7,305,193,140,112,156,121,72,47,25,7,877,261,194,241,351,430,386,283,390,180,2721,52,35,31,36,46,45,32,31,12,312,23,17,10,25,15,11,7,9,3,121,489,478,308,369,560,485,351,452,218,3717,279,256,220,231,212,120,74,42,9,1446,56,45,38,21,50,30,21,16,8,277
11904,408,510,737,770,670,355,193,90,32,3767,1260,917,1302,1490,1682,1730,1250,1584,890,12114,3,8,5,7,7,3,0,0,0,34,161,114,166,162,171,121,61,53,51,1061,3,3,4,0,8,3,3,3,4,31,4893,3195,4047,4224,3554,3160,2527,1877,718,28206,39,11,29,18,20,5,7,5,3,146,3911,2221,3431,3467,2458,2699,2278,977,180,21625,25,26,43,45,33,36,22,16,4,257,64,51,47,47,30,20,10,0,0,276,28,23,47,38,34,55,43,29,13,305,338,199,230,212,218,159,111,41,13,1519,45,53,52,62,50,31,16,16,11,334,177,120,187,157,112,74,24,10,0,861,192,138,264,261,338,250,188,270,143,2048,43,41,34,38,49,48,54,36,36,381,25,25,34,24,12,14,16,9,0,155,305,230,275,310,323,306,214,293,195,2457,218,152,230,204,131,90,42,12,9,1083,33,34,33,36,31,19,11,9,6,211
12001,159,184,297,265,282,129,70,29,13,1434,1018,753,1339,1373,1293,1259,653,734,323,8740,3,0,3,7,0,0,0,0,0,15,79,63,106,76,99,53,35,40,14,557,0,3,0,3,0,0,0,0,0,19,5110,3022,4224,4391,3398,2800,2296,1564,439,27255,5,0,3,3,4,4,0,4,0,30,629,270,514,646,342,335,352,185,24,3300,16,21,29,16,18,26,9,7,0,149,10,4,11,8,8,3,8,3,0,62,22,20,51,43,39,35,20,14,5,259,54,37,70,32,21,34,17,3,0,273,16,9,18,14,10,9,4,3,0,90,72,60,119,76,65,42,19,10,0,459,248,155,326,362,323,283,179,165,78,2122,6,5,14,4,15,11,6,3,6,74,9,3,14,9,5,11,5,4,3,63,245,210,285,250,298,250,133,137,52,1872,89,84,111,93,74,61,21,15,5,538,7,3,3,9,7,7,3,0,0,45
12002,74,88,187,212,169,113,34,11,3,891,981,574,1657,1718,1067,996,463,351,161,7968,0,0,0,0,7,0,0,0,0,10,22,27,47,49,22,20,10,7,4,216,0,0,0,0,3,4,3,0,0,11,2159,1115,3002,2658,1601,1230,902,611,179,13449,3,3,6,7,6,5,0,5,0,23,172,91,256,276,141,163,180,93,11,1390,18,6,32,16,8,7,3,4,3,96,0,9,4,5,5,4,0,0,0,24,16,18,64,69,51,50,21,6,7,300,9,11,19,17,3,6,0,4,0,64,7,10,26,22,16,15,3,4,0,107,14,34,43,25,23,13,7,0,0,155,83,64,186,257,177,151,79,63,27,1095,0,4,9,8,16,24,3,3,3,66,0,3,8,9,0,0,0,0,0,30,156,89,263,237,158,161,69,51,22,1196,45,33,89,59,47,40,8,4,0,325,6,0,8,10,6,5,3,5,0,46
12003,837,1057,1304,1282,1234,602,358,205,76,6948,1254,1019,1403,1623,1620,1386,764,905,572,10546,3,0,4,5,3,0,0,0,0,23,237,226,306,258,204,148,91,52,46,1573,12,18,11,10,9,5,9,4,4,84,7488,5431,6010,6340,5447,4495,3609,2814,956,42590,11,8,15,4,13,7,7,6,3,83,1151,633,1025,1313,762,987,1157,599,168,7805,51,43,59,49,52,37,39,15,3,358,45,23,37,19,21,10,6,0,0,162,32,37,66,82,70,54,51,61,29,476,93,112,84,60,90,78,34,22,5,579,50,37,70,33,49,32,18,11,6,311,175,196,243,173,142,71,37,6,0,1049,609,501,656,599,556,375,229,193,139,3855,24,13,19,17,37,31,18,14,15,180,42,43,38,36,40,25,12,12,6,253,606,407,517,508,497,354,204,223,124,3447,208,239,251,229,179,108,36,24,18,1298,25,9,27,27,26,11,9,7,3,147
12101,402,461,784,703,603,332,151,78,29,3541,2988,1598,2173,2843,2372,2025,1163,1209,690,17057,0,0,0,0,0,0,3,0,0,8,128,95,202,169,154,82,56,43,23,945,0,0,0,9,0,0,4,0,5,27,5712,3295,3636,4031,3175,2370,1485,1173,422,25290,25,16,25,16,24,16,15,6,8,157,383,170,295,367,235,197,215,112,23,1996,13,6,33,14,19,13,4,6,0,116,0,12,12,13,5,3,3,0,0,47,68,41,94,94,64,74,59,43,20,554,135,126,144,136,131,144,142,88,22,1076,46,35,55,43,36,37,15,9,6,275,125,101,151,106,75,59,18,4,0,651,325,256,435,471,470,342,224,229,122,2866,7,3,10,13,4,7,5,4,3,66,3,6,26,9,9,8,0,0,5,63,499,369,462,492,490,439,227,290,167,3439,183,183,257,186,153,112,77,43,16,1200,7,6,20,14,12,17,16,12,3,113
12102,205,168,255,339,308,164,84,39,9,1579,2803,1760,1818,2386,2370,2238,1160,1024,451,16015,0,0,0,3,3,0,0,0,0,8,432,305,220,321,282,189,96,71,19,1935,11,4,9,5,5,6,12,5,4,61,4087,2519,2212,2784,2421,1758,1093,700,246,17817,35,27,26,27,32,40,16,18,3,217,147,96,111,161,96,59,60,29,16,778,48,24,22,51,37,18,18,9,4,220,34,34,23,18,14,8,3,3,3,147,39,18,39,74,55,57,63,31,14,385,12,18,21,14,23,16,6,0,0,104,34,33,23,38,34,23,13,7,7,200,289,137,152,176,160,83,28,4,0,1035,216,194,216,315,342,304,196,155,71,2013,16,15,13,18,27,17,6,7,0,117,103,85,121,94,109,93,45,57,14,720,894,587,437,615,627,572,364,284,149,4524,341,205,191,235,189,124,49,27,10,1374,30,19,21,24,26,27,14,3,6,179
12103,255,282,221,392,452,313,130,59,25,2138,5345,3522,1483,3374,4052,3639,2527,2407,1155,27510,3,0,0,3,0,0,0,0,0,3,168,138,95,163,184,142,75,64,28,1054,7,10,0,4,3,9,10,3,0,41,5741,3076,1474,3332,3183,2355,1510,1016,350,22039,16,9,12,10,19,17,14,14,0,113,271,117,84,216,168,118,100,58,16,1155,8,3,9,9,11,15,10,0,3,76,21,7,7,10,5,3,4,0,0,66,99,53,30,96,101,110,92,62,22,665,63,31,21,51,40,24,15,6,0,249,62,53,34,31,50,30,24,10,8,289,266,121,111,189,117,63,22,9,3,902,517,365,188,504,642,509,427,454,188,3792,31,15,11,9,13,17,4,7,0,106,46,98,95,47,50,40,30,24,10,437,1494,1105,349,824,1106,1055,806,784,315,7834,289,200,122,192,207,137,77,66,25,1322,17,18,19,13,25,27,8,19,4,156
12104,165,215,569,419,325,225,67,43,3,2032,2240,1735,3587,2787,2305,2826,1436,1136,651,18705,0,0,3,0,0,0,0,0,0,3,40,57,142,111,75,54,29,25,17,537,0,0,0,0,0,3,0,0,0,7,3014,2061,4550,3267,2409,2121,1188,955,392,19956,4,9,17,11,9,0,0,5,0,56,212,99,260,295,156,94,93,61,24,1296,6,20,42,27,8,8,4,0,0,122,3,0,23,10,0,3,3,0,0,47,58,39,121,112,71,78,56,33,12,579,12,5,24,20,15,14,17,14,0,118,20,21,53,44,20,16,11,6,6,196,42,50,105,74,51,28,3,4,0,369,173,163,390,381,371,427,283,248,146,2568,0,9,10,4,9,6,3,0,0,47,4,17,29,20,15,5,3,3,0,92,243,242,536,377,352,398,208,156,124,2638,98,95,178,141,108,94,41,25,5,786,5,3,23,10,15,19,7,10,0,88
12201,62,86,101,117,105,46,9,8,0,538,1486,752,1252,1502,1256,1164,764,762,339,9274,0,0,0,0,0,0,0,0,0,0,35,33,40,40,49,21,12,19,13,258,0,0,4,0,0,0,0,4,0,6,1924,1023,1567,1551,1115,954,546,437,182,9295,0,0,3,0,4,0,0,0,0,13,114,58,73,112,73,80,65,60,15,650,15,22,41,12,8,5,0,4,0,104,7,10,0,8,3,0,0,3,0,24,30,26,61,64,33,27,14,12,9,269,3,3,7,7,5,6,5,0,0,38,9,7,24,18,3,8,9,5,4,80,44,35,44,33,33,15,3,0,0,207,144,74,132,209,213,199,125,161,46,1308,0,0,0,4,0,3,0,0,0,17,6,3,7,7,3,3,0,0,0,21,185,148,138,203,163,131,84,138,64,1257,83,46,89,69,49,15,9,12,7,377,7,4,10,8,7,8,3,6,0,59
12202,91,53,72,129,111,70,19,6,0,549,2389,1367,1247,2172,2295,2294,1406,1099,530,14792,0,0,0,0,0,0,0,0,0,4,81,98,51,73,121,68,38,24,12,556,4,0,0,0,0,4,0,0,0,16,3062,1515,1249,2010,1705,1398,896,538,210,12575,3,3,0,7,7,3,0,0,0,23,127,69,83,119,95,79,89,48,21,727,42,17,36,23,29,18,4,4,0,166,3,8,6,3,5,0,0,0,0,32,35,31,21,62,66,64,51,34,13,382,3,4,3,3,3,3,0,0,0,22,11,8,18,18,19,14,17,4,4,120,179,178,98,127,150,69,22,8,0,838,151,92,97,232,305,347,191,196,76,1689,9,4,9,9,9,5,3,3,0,47,3,5,0,9,7,13,6,5,0,46,479,318,170,334,389,337,234,164,103,2528,207,119,76,119,111,77,36,12,13,777,6,3,3,6,3,3,7,0,0,31
12203,248,186,349,434,363,192,80,30,12,1894,5236,2944,4044,5216,4379,4285,2926,2652,1167,32853,0,0,0,0,4,0,0,0,0,6,241,186,192,198,216,178,126,108,37,1484,12,7,3,8,4,4,0,7,7,61,8281,4402,5257,6077,4566,3726,2677,1788,559,37325,16,7,22,7,15,8,8,15,3,115,464,330,382,485,362,230,174,94,31,2544,78,44,76,64,61,46,14,12,6,413,106,60,57,37,35,22,3,3,0,325,113,56,108,185,122,116,120,78,46,949,168,156,117,152,154,166,112,68,29,1121,74,58,52,64,48,30,17,24,10,371,508,341,275,363,264,133,38,20,3,1949,419,245,374,606,670,671,536,486,199,4220,39,16,33,30,26,40,43,33,17,275,18,17,19,12,10,11,12,10,3,107,1035,745,625,876,795,821,610,520,214,6247,470,341,300,331,271,155,81,35,22,1998,41,12,16,44,22,19,16,6,7,185
12301,58,34,56,51,42,16,6,0,0,263,3051,1678,2062,2334,1786,1328,686,488,215,13631,0,0,0,0,0,0,0,0,0,0,209,81,108,120,104,82,28,47,20,805,38,35,20,23,15,8,3,8,4,161,4324,1957,2318,2584,1735,1019,525,291,99,14842,15,4,14,12,8,4,8,3,0,70,142,55,97,114,52,44,19,7,3,527,52,32,25,31,34,16,12,6,0,220,29,9,27,11,7,8,3,6,0,104,24,24,17,43,38,23,19,11,0,202,3,0,3,3,0,0,0,0,0,6,22,19,10,18,23,16,11,4,5,135,159,108,78,105,80,53,17,10,0,610,143,83,143,219,248,185,105,86,28,1227,13,12,3,13,23,12,13,3,0,94,11,10,13,8,7,3,0,0,0,66,385,273,190,269,287,201,110,95,46,1865,185,63,93,104,55,49,22,4,0,589,22,12,4,16,14,12,5,0,3,86
12302,603,492,465,558,503,229,93,45,22,3007,6231,5177,4439,4533,5589,4250,1793,1177,396,33578,6,11,6,3,3,6,0,0,0,38,537,391,319,399,396,341,164,65,20,2630,79,64,37,33,22,30,13,0,3,284,10229,7635,5578,6150,6804,4797,2064,1093,243,44592,74,34,41,41,44,35,14,4,0,279,625,420,417,506,405,307,173,79,25,2958,154,152,190,208,165,146,65,38,9,1124,445,278,186,178,114,73,28,6,3,1316,65,76,52,80,126,111,77,53,14,657,211,120,74,115,116,51,25,12,4,720,166,100,50,112,78,52,18,8,3,586,607,354,273,314,255,146,40,19,3,2008,438,380,389,494,738,648,315,181,53,3639,69,88,50,61,82,55,29,17,5,460,238,155,73,110,85,45,17,10,4,738,739,704,426,473,697,526,218,131,46,3967,637,386,277,310,246,140,37,26,7,2064,65,47,44,44,44,25,11,5,0,285
12303,19,6,16,27,30,7,8,0,0,110,2453,1377,1399,1794,1715,1412,723,363,114,11351,0,3,0,0,0,3,3,0,0,13,108,65,59,70,88,72,45,24,0,521,40,32,3,28,8,5,7,3,0,119,2582,1412,1220,1592,1407,998,477,238,64,9991,12,0,7,7,11,14,4,0,0,48,117,50,51,72,37,37,16,15,0,404,24,19,19,18,18,14,7,6,0,126,13,4,11,3,7,7,0,0,0,46,22,22,14,40,36,27,49,61,43,321,4,3,0,0,4,0,0,0,0,13,11,7,3,5,3,8,0,5,0,41,28,38,17,19,22,17,9,0,0,152,87,71,91,136,239,197,80,64,18,986,14,10,14,11,20,12,8,3,0,92,8,3,0,6,6,5,4,0,0,36,302,199,165,210,245,214,100,71,20,1525,124,67,54,79,65,33,10,3,3,447,16,9,8,11,13,13,5,3,0,72
12401,160,104,124,189,236,154,39,10,4,1029,2832,1693,1507,2322,2719,2437,1548,1122,432,16617,0,0,0,0,0,0,0,0,0,0,521,329,234,301,385,283,136,87,51,2326,70,33,28,17,32,29,19,13,11,240,3853,2200,1674,2434,2495,1992,1151,688,191,16666,21,7,4,8,18,10,15,5,3,98,100,38,49,108,84,63,60,30,10,538,50,39,35,46,62,38,37,16,4,336,60,45,13,28,34,25,11,4,4,235,55,37,28,64,77,79,81,50,11,480,0,0,3,3,3,3,3,0,0,19,13,13,12,23,28,15,11,8,0,125,275,187,132,145,153,74,15,12,3,991,328,267,215,365,501,479,312,226,104,2794,68,31,32,33,31,36,17,10,5,268,25,6,19,27,19,25,20,11,4,150,519,410,208,376,530,473,322,249,111,3195,425,309,170,237,313,151,85,36,3,1731,18,12,11,25,42,26,31,5,3,182
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,135,115,121,166,145,72,31,11,3,799,6015,4291,4759,4792,4913,3747,1783,1208,426,31928,9,6,3,0,9,0,3,3,0,32,268,234,222,207,250,185,78,55,11,1508,115,64,39,38,29,26,6,5,8,337,9993,6176,5954,5688,5331,3812,1781,989,261,39974,38,13,26,23,34,48,7,14,3,212,344,263,277,294,234,217,131,56,21,1839,72,58,45,46,57,48,23,16,3,362,98,77,57,56,46,29,13,8,5,389,78,59,60,96,116,115,79,56,5,665,69,77,45,30,64,39,26,4,0,356,56,50,38,43,35,38,22,8,3,283,513,312,272,274,262,148,40,9,0,1826,399,426,464,565,753,655,306,234,65,3866,77,52,62,57,59,44,32,14,4,404,52,24,40,28,25,28,14,10,3,221,719,619,436,495,571,500,237,166,82,3822,571,320,268,278,214,131,59,28,3,1875,30,23,16,13,23,11,5,4,0,134
12404,33,27,23,36,46,12,11,0,0,193,1822,1280,1343,1517,1377,1046,682,484,218,9775,0,0,0,0,0,0,0,0,0,0,120,108,75,79,84,70,26,23,5,586,52,20,19,19,14,13,16,7,0,151,2712,1674,1432,1561,1243,854,446,275,79,10275,23,7,11,11,7,8,13,8,0,86,81,63,85,76,79,62,60,18,4,539,36,21,28,22,19,13,11,4,3,150,36,20,23,20,16,9,6,0,0,131,26,15,15,36,21,21,20,17,3,175,0,0,0,0,0,0,0,0,0,0,11,3,3,11,3,3,3,0,3,39,115,92,76,63,73,43,19,3,0,487,96,73,120,156,186,148,93,88,30,993,27,22,17,13,17,12,8,5,3,129,18,11,20,19,9,11,0,3,7,105,311,226,166,226,193,157,106,89,43,1522,122,82,81,58,51,32,12,8,3,439,8,0,0,6,0,0,0,0,0,16
12405,76,50,50,72,82,22,13,9,0,373,1907,1527,1430,1733,1893,1308,529,363,107,10798,0,0,0,0,4,3,0,4,0,14,176,126,96,110,126,75,28,21,5,767,7,10,0,3,14,5,0,3,0,46,4361,3136,2529,2811,2768,1777,886,481,80,18831,19,29,10,12,33,16,5,10,0,124,271,187,227,200,181,141,94,51,6,1351,42,23,27,27,27,26,4,5,3,188,103,45,61,38,36,15,9,0,0,318,28,23,28,35,35,52,41,19,8,265,108,59,47,43,63,25,16,3,0,364,39,36,20,22,30,16,7,3,0,172,193,134,66,107,102,33,5,4,7,658,177,167,162,257,302,220,98,73,18,1476,35,21,13,16,23,19,6,15,3,149,46,24,31,31,14,21,7,7,3,187,375,333,149,199,278,148,51,28,15,1573,190,128,107,98,94,53,14,7,0,683,20,10,14,17,18,9,4,0,0,95
12501,977,811,919,1202,1212,559,317,190,63,6251,350,337,442,420,523,480,342,434,167,3499,0,4,0,0,0,0,0,0,0,8,140,122,125,140,156,69,39,43,9,842,7,9,9,5,3,0,0,0,0,30,2513,1896,1848,1805,1679,1366,981,721,238,13056,12,3,5,6,8,3,0,4,0,50,204,189,236,216,171,268,229,118,40,1671,25,17,21,23,21,23,5,4,0,142,33,17,29,12,13,6,4,3,0,117,15,9,15,28,13,17,17,11,8,142,35,36,40,36,26,21,12,5,0,210,37,36,29,31,19,12,6,0,0,180,113,130,93,62,73,41,12,4,3,532,208,148,214,197,180,115,65,77,33,1239,33,13,17,12,12,9,12,6,3,114,29,20,24,26,11,10,7,4,3,127,298,190,226,195,160,145,69,76,25,1377,127,179,154,121,98,43,24,8,3,758,17,14,7,12,4,4,0,0,0,52
12502,339,270,236,446,477,217,119,61,10,2165,1179,831,798,1209,1227,1335,1108,900,269,8857,0,0,0,0,0,0,0,0,0,0,294,232,143,244,277,165,116,80,48,1587,64,52,35,31,18,24,17,16,7,263,3402,2116,1964,2323,2205,1664,1212,752,164,15813,26,24,10,23,21,24,17,9,8,156,271,181,180,228,167,158,111,46,8,1360,19,11,12,13,15,7,9,3,0,81,22,24,31,14,25,34,31,5,0,185,19,19,16,30,33,31,48,32,6,239,65,65,52,64,68,49,24,4,0,387,45,39,27,39,48,14,3,3,0,217,178,106,94,144,99,49,23,9,0,715,425,262,183,388,369,256,216,173,67,2348,5,10,9,11,10,4,9,3,3,70,10,3,11,4,16,7,6,4,0,65,471,310,229,361,370,364,283,225,79,2698,202,147,123,152,124,89,32,17,13,891,9,12,5,10,19,11,5,6,0,85
12503,1377,866,1034,1319,1347,562,337,193,54,7081,1450,1356,1373,1566,1981,2139,1442,1463,471,13237,18,20,17,18,18,11,12,7,3,111,285,248,182,235,230,195,129,97,35,1630,9,8,10,5,11,3,3,7,3,58,9392,6691,6370,6129,5562,4904,3321,2346,600,45316,22,11,21,26,12,8,16,17,11,142,1264,803,962,934,635,691,468,222,45,6019,80,56,73,68,49,44,27,11,9,411,126,46,70,58,27,17,3,11,3,369,32,30,36,44,50,61,76,72,30,425,170,117,88,84,92,58,58,14,5,686,105,65,58,77,51,32,17,16,8,424,325,232,229,205,167,83,44,8,8,1297,229,171,190,253,284,327,251,229,83,2002,29,17,23,22,20,36,15,15,6,181,99,44,61,35,40,32,27,16,0,356,486,387,280,326,408,382,201,221,79,2757,284,215,212,181,182,88,33,34,11,1236,64,28,31,24,27,22,9,8,4,212
12504,503,405,723,706,536,265,139,75,15,3370,1878,1613,2165,2020,1924,2303,1444,1268,586,15194,8,3,10,7,3,0,0,0,0,36,249,199,282,248,221,196,118,68,35,1623,41,29,26,21,19,8,10,10,3,167,5841,3868,5180,4576,3738,3303,2108,1460,466,30547,57,29,33,41,44,17,13,17,18,270,513,308,527,536,312,302,307,151,47,2998,39,33,50,34,31,16,25,8,4,247,142,84,99,60,50,33,10,5,0,485,31,37,50,66,46,65,66,37,15,408,102,44,111,64,54,34,39,15,3,469,56,54,55,59,56,24,9,19,4,340,275,214,283,225,163,108,46,17,0,1329,362,224,369,437,389,391,252,233,106,2766,27,21,34,33,32,35,24,21,13,236,42,30,48,49,31,29,15,12,6,258,651,498,531,526,519,590,333,297,165,4103,298,222,337,213,149,127,53,32,14,1442,42,32,39,24,28,11,12,4,0,202
12601,221,233,147,253,289,145,57,27,8,1377,1386,993,622,1043,1225,1061,791,710,290,8116,0,0,0,0,0,0,0,0,0,3,292,241,124,231,249,149,89,69,25,1469,26,38,10,18,21,12,20,10,5,160,1959,1318,936,1288,1307,1000,607,422,128,8971,24,20,8,20,16,12,9,7,4,112,84,51,62,76,58,58,43,27,4,452,9,9,3,8,4,0,8,3,0,42,28,13,18,12,13,3,6,0,3,98,40,12,25,33,29,37,46,34,12,264,18,12,15,7,17,6,8,3,0,90,51,29,21,28,46,25,0,3,0,207,160,120,84,107,112,46,20,3,0,650,398,305,177,347,357,255,232,235,75,2379,13,3,6,10,3,8,4,7,3,57,15,19,16,13,16,18,8,5,3,113,448,334,157,278,386,371,292,250,95,2616,150,108,79,105,123,73,37,21,18,721,9,5,13,3,11,19,0,8,3,74
