LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA14400,65,0,0,0,67,11,0,82,0,0,0,0,0,0,0,0,0,0,0,0,462,72,21,8,565,8,0,8,568,31,0,602,120,18,3,3,149,0,0,0,149,6,0,146,144,15,10,0,172,0,0,0,176,9,0,183,15,6,4,0,17,0,0,0,17,0,0,21,0,0,0,3,4,0,0,0,4,0,0,7,283,41,16,3,339,0,0,0,336,14,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,278,41,16,3,340,0,0,0,339,15,0,359,22,10,0,0,32,0,0,0,32,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,302,46,16,3,370,0,0,0,376,22,0,396,180,17,3,0,207,0,3,3,214,10,0,218,157,36,7,0,206,10,0,10,214,19,0,231
LGA14500,826,16,0,14,844,144,4,985,7,0,0,5,12,0,0,0,12,0,6,22,3827,502,112,52,4492,88,17,111,4604,325,15,4943,1124,101,20,7,1252,32,8,43,1294,81,0,1373,798,162,22,5,988,9,0,11,1000,43,0,1044,97,22,9,0,129,0,0,0,133,8,0,139,3,0,0,9,9,0,0,0,12,0,0,12,2020,285,59,21,2383,47,6,56,2436,123,0,2567,31,6,0,0,34,8,0,8,39,0,0,39,34,6,4,0,42,3,0,3,41,0,0,43,61,9,4,0,70,8,0,10,82,0,0,80,2087,292,60,21,2457,57,13,66,2522,130,0,2652,459,54,14,5,536,10,0,12,545,113,0,659,0,0,0,0,0,0,0,0,0,0,4,7,2547,347,78,23,2988,68,13,79,3070,239,7,3318,1518,171,26,10,1723,48,12,53,1774,98,0,1873,1138,192,17,13,1354,24,0,25,1379,50,6,1437
LGA14550,25,0,0,0,28,20,0,48,0,0,0,0,0,0,0,0,0,0,0,0,140,34,0,0,181,3,0,3,184,33,0,214,45,7,0,0,52,0,0,0,52,0,0,60,36,12,0,0,46,4,0,4,48,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,23,0,3,103,4,0,4,104,8,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,4,77,21,0,3,100,4,0,4,105,11,0,115,9,3,0,0,10,0,0,0,12,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,86,24,0,5,113,0,0,0,119,17,0,130,53,3,0,3,62,0,0,0,62,6,0,67,26,10,0,0,35,0,0,0,36,4,0,43
LGA14600,16,0,0,0,16,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,136,13,0,9,160,3,0,6,163,9,5,176,24,3,0,0,22,0,0,6,23,0,0,23,12,3,0,0,16,0,0,0,16,3,0,25,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,42,0,0,6,42,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,39,0,0,6,44,5,0,49,16,0,0,0,14,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,0,54,0,0,6,59,12,0,71,26,0,0,0,29,0,0,3,27,0,0,28,21,3,0,0,30,0,0,0,30,3,0,35
LGA14650,601,15,5,19,620,163,5,784,3,0,0,0,5,0,0,0,5,0,5,16,4230,603,150,55,5045,61,13,73,5117,361,28,5500,1104,127,25,14,1274,4,3,8,1285,78,0,1359,1198,186,34,6,1435,11,8,19,1448,59,4,1506,76,14,16,3,112,0,0,0,117,7,0,123,11,0,0,3,14,0,0,0,21,4,6,23,2393,334,80,35,2834,21,8,30,2861,144,7,3009,9,4,0,0,14,0,0,0,17,4,0,16,23,5,3,0,27,0,0,3,32,0,0,32,34,6,3,0,45,3,0,5,46,6,0,51,2422,334,82,35,2881,20,12,26,2908,144,7,3061,294,45,24,0,362,9,4,12,377,135,9,520,3,0,0,0,6,0,0,0,6,0,6,9,2717,381,107,37,3245,27,10,40,3287,284,19,3585,1372,182,39,10,1601,25,8,26,1623,83,0,1711,1455,215,43,7,1723,18,8,21,1744,73,8,1820
LGA14700,152,3,0,3,159,20,0,177,0,0,0,5,4,0,0,0,4,0,0,6,871,92,19,6,984,13,3,16,999,57,5,1062,311,32,3,0,347,9,0,9,352,16,0,372,181,29,0,0,211,0,0,0,214,12,0,221,12,0,0,0,20,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,504,68,11,0,575,14,0,14,588,33,0,621,4,0,0,0,4,0,0,0,10,0,0,10,13,0,0,0,7,0,0,0,10,0,0,10,10,0,0,0,13,0,0,3,15,0,0,15,516,66,11,0,595,11,0,8,607,33,0,642,90,6,0,0,96,3,0,6,100,13,0,116,0,0,0,0,0,0,0,0,0,0,0,0,610,69,9,0,691,14,0,17,706,48,0,755,372,53,13,0,436,10,0,10,448,29,0,478,246,42,0,0,281,4,0,4,288,6,0,296
LGA14750,39,0,0,0,40,13,0,50,0,0,0,0,3,0,0,0,3,0,0,0,221,18,0,5,254,0,0,0,253,25,0,281,69,0,3,0,74,0,0,0,74,0,0,74,53,8,0,0,61,0,0,0,61,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,9,3,4,138,0,0,0,138,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,5,0,0,5,0,0,0,5,0,0,5,125,16,3,4,147,0,0,0,147,0,0,142,16,4,0,0,20,0,0,0,20,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,138,18,3,4,167,0,0,0,167,9,0,174,91,3,4,0,94,0,0,0,94,7,0,95,74,10,0,0,83,0,0,0,83,4,3,92
LGA14850,128,0,0,3,133,35,0,162,0,0,0,0,0,0,0,0,0,0,0,6,739,179,28,22,968,11,14,24,993,86,4,1088,221,39,3,3,269,0,4,4,268,20,0,288,217,55,0,0,273,0,0,4,278,11,0,285,13,4,5,0,19,0,0,0,19,6,0,19,3,0,0,0,9,0,0,0,9,0,0,11,446,99,9,11,559,0,5,4,572,30,4,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,0,0,6,449,96,9,9,565,0,7,9,574,30,4,611,57,13,9,6,70,0,0,0,70,21,0,96,0,0,0,0,0,0,0,0,0,0,0,0,504,104,13,11,638,0,7,9,647,57,3,704,265,42,9,0,317,0,0,0,317,11,0,325,245,65,9,3,326,0,0,3,326,18,0,343
LGA14870,65,3,0,3,70,23,0,96,9,0,0,0,9,0,0,0,9,0,0,9,335,39,14,5,399,10,0,10,415,46,0,458,88,13,3,0,101,3,0,3,99,4,0,105,98,19,0,0,122,0,0,0,129,16,0,141,5,3,0,0,10,0,0,0,11,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,195,32,4,0,235,8,0,8,241,20,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,196,37,4,0,234,10,0,10,248,20,0,265,27,12,0,0,43,0,0,0,41,10,0,53,0,0,0,0,0,0,0,0,0,0,5,5,217,42,12,0,277,12,0,12,289,33,5,322,120,7,0,0,136,0,0,3,137,5,0,144,102,14,3,5,120,3,0,3,126,7,0,131
LGA14900,1542,99,42,144,1689,1382,15,3085,7,0,4,16,26,0,0,0,26,6,53,87,3527,967,719,135,5338,212,62,271,5608,1898,90,7601,915,146,111,3,1177,24,0,24,1203,153,0,1354,621,174,131,8,932,15,0,18,952,148,0,1095,128,24,91,4,250,3,0,3,252,32,6,290,12,3,3,22,36,0,0,0,41,10,6,55,1675,347,340,39,2395,41,6,50,2441,341,15,2794,35,13,0,0,55,16,3,20,71,10,0,84,39,11,4,0,55,9,7,13,70,9,0,84,79,26,9,0,115,18,13,30,142,24,0,165,1751,369,346,39,2505,66,14,74,2581,368,15,2961,557,269,159,32,1021,59,28,80,1098,920,3,2025,7,0,9,7,21,0,0,0,21,3,19,42,2313,637,511,83,3541,120,40,164,3700,1289,37,5024,1307,187,181,10,1683,42,0,41,1723,222,4,1953,749,240,152,10,1145,21,5,25,1177,207,0,1386
LGA14920,30,0,0,0,35,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,122,19,0,3,149,3,0,3,148,11,0,155,50,0,0,0,49,0,0,0,49,0,0,49,30,10,0,0,38,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,10,4,3,95,0,0,0,94,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,82,10,4,3,94,0,0,0,94,0,0,98,8,0,0,0,12,0,0,0,10,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,85,12,4,5,113,0,0,4,107,7,0,119,62,5,3,0,65,0,0,0,65,0,0,67,34,8,0,0,40,0,0,0,40,0,0,46
LGA14950,10,0,0,0,10,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,91,4,0,3,104,0,0,5,106,13,0,121,28,0,3,0,31,0,0,0,34,0,0,31,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,3,0,46,0,0,0,47,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,48,0,0,0,49,0,0,52,3,0,0,0,9,0,0,0,9,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,52,0,0,0,54,7,0,62,29,0,0,0,29,0,0,0,29,0,0,29,17,3,0,0,19,0,0,0,19,0,0,19
LGA15050,367,7,3,9,382,79,3,452,0,4,0,9,6,0,0,0,6,0,6,12,2021,267,75,33,2399,32,9,44,2434,160,15,2609,535,82,18,10,644,0,0,5,645,33,4,682,535,65,14,0,613,7,0,9,628,23,0,653,47,8,13,0,68,0,0,0,68,0,0,69,0,4,0,6,5,0,0,0,5,0,0,10,1115,155,48,15,1337,6,0,9,1345,60,3,1412,0,0,0,0,3,0,0,0,7,0,0,8,16,0,0,0,16,0,0,0,18,0,0,18,20,4,0,0,23,3,0,3,28,0,0,27,1133,155,48,15,1361,6,0,15,1370,62,3,1436,164,28,5,4,202,11,0,9,215,59,0,275,0,0,0,0,0,0,0,0,5,0,4,6,1307,188,55,20,1569,19,5,22,1588,124,12,1720,655,63,12,3,740,11,0,4,745,31,0,774,572,102,23,0,693,7,0,7,704,28,0,727
LGA15240,246,19,0,19,258,126,0,387,3,0,0,0,3,0,0,0,3,0,5,10,1253,291,61,50,1657,46,6,49,1703,239,15,1958,358,58,5,0,423,0,0,0,422,32,3,459,354,88,13,11,462,10,7,10,476,27,0,506,20,9,6,0,40,0,0,0,40,0,0,40,4,0,0,7,15,0,0,0,15,0,0,18,740,153,24,20,934,11,5,15,956,64,3,1025,9,0,0,0,10,0,0,0,13,0,0,13,8,0,0,0,7,9,0,5,18,3,0,16,15,6,0,0,19,11,0,10,30,0,0,35,757,161,24,20,955,22,3,22,981,67,3,1054,110,32,4,4,149,6,0,4,153,91,0,243,0,0,0,0,0,0,0,0,0,0,3,5,868,187,33,19,1106,24,6,29,1137,160,9,1301,404,70,28,7,508,9,0,9,516,31,0,551,378,114,6,6,513,8,0,13,524,48,0,573
LGA15270,77,0,0,0,78,31,0,108,0,0,0,0,0,0,0,0,0,0,7,7,556,53,25,11,644,5,0,5,647,42,8,698,165,8,4,0,179,4,0,4,179,5,0,183,151,21,6,0,180,4,0,4,184,14,0,196,9,0,4,0,7,0,0,0,7,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,321,33,13,3,376,3,0,3,378,15,0,393,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,327,33,13,3,375,3,0,3,380,15,0,396,46,3,0,0,53,0,0,0,54,16,0,71,0,0,0,0,0,0,0,0,0,0,0,0,372,38,15,3,432,4,0,7,438,28,3,471,152,16,0,0,176,4,0,4,175,13,0,187,180,16,6,0,201,3,0,3,211,10,0,216
LGA15300,36,0,5,5,41,3,0,47,0,0,0,0,0,0,0,0,0,0,3,9,226,16,0,0,250,0,4,4,251,7,3,267,56,8,0,0,69,0,0,0,69,0,0,67,44,8,0,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,102,12,0,3,116,0,0,0,116,5,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,12,0,3,116,0,0,0,118,5,0,126,8,6,0,0,11,0,0,0,18,3,0,21,0,0,0,0,0,0,0,0,0,3,3,3,108,14,0,0,130,0,0,0,133,14,3,143,62,3,0,0,68,0,0,0,68,0,0,75,43,0,4,0,48,0,0,0,48,0,0,45
LGA15350,216,0,0,0,216,31,0,246,0,0,0,0,0,0,0,0,0,0,0,0,713,70,9,6,801,14,4,16,815,57,0,871,176,18,0,0,197,10,3,14,213,20,0,232,150,20,0,0,174,6,0,6,180,6,0,181,21,0,0,0,19,0,0,0,19,0,0,23,5,0,0,0,7,0,0,0,7,0,0,7,352,37,4,0,398,9,3,16,415,24,0,441,3,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,8,0,0,0,8,0,0,5,358,42,4,0,408,9,3,16,420,25,0,445,106,16,0,0,125,0,0,0,125,15,0,138,0,0,0,0,0,0,0,0,0,0,0,5,467,59,10,3,534,9,3,16,551,38,0,593,248,19,9,0,276,9,0,7,287,16,0,305,150,25,0,0,172,5,0,8,179,4,0,189
LGA15520,34,0,0,0,34,13,0,44,0,0,0,0,0,0,0,0,0,0,0,5,272,24,5,4,312,3,4,9,318,19,0,335,75,3,5,0,86,0,0,3,90,6,0,89,79,16,0,0,95,0,0,0,95,3,0,94,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,158,21,5,3,187,0,0,0,187,5,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,159,21,5,3,185,0,0,4,185,5,0,194,14,0,0,0,14,0,0,0,14,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,177,21,5,3,199,0,0,4,203,15,0,215,101,5,4,0,113,0,0,0,113,4,0,115,80,14,0,0,97,0,0,0,94,6,0,98
LGA15560,5,0,0,0,5,3,0,13,5,0,0,0,5,0,0,0,5,0,0,5,65,4,0,0,70,0,0,0,70,7,0,75,7,0,0,0,15,0,0,0,15,0,0,15,17,6,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,40,0,0,0,40,0,0,41,13,4,4,0,16,0,0,0,16,0,0,16,22,0,0,0,26,0,0,0,26,0,0,23
LGA15650,66,8,0,9,68,22,0,87,0,0,0,3,3,0,0,0,3,0,0,3,334,40,20,13,403,3,5,12,416,34,4,446,92,6,0,0,101,0,0,0,101,0,0,105,97,14,5,0,111,0,0,0,108,5,0,115,4,0,0,0,3,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,192,22,5,0,221,3,0,3,218,4,0,227,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,10,4,4,0,0,7,0,0,0,7,0,0,7,193,25,5,0,225,3,0,3,228,8,0,233,33,0,0,0,40,0,0,0,42,16,0,62,0,0,0,0,0,0,0,0,0,0,0,3,230,27,3,3,268,5,0,5,275,26,0,298,122,9,0,0,130,3,0,3,134,6,0,137,111,10,0,0,130,0,0,0,130,6,0,136
LGA15700,47,0,0,3,50,24,0,75,0,0,0,0,0,0,0,0,0,0,0,4,236,88,8,3,341,9,4,10,356,49,0,404,75,22,0,0,94,0,0,0,102,10,0,105,82,25,3,0,113,0,0,4,119,12,0,132,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,4,7,0,0,0,7,0,0,3,164,50,6,4,220,3,0,3,228,20,0,247,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,8,0,0,0,8,0,0,8,166,51,6,4,227,3,0,3,225,20,0,255,18,13,0,0,31,0,0,0,33,19,0,55,0,0,0,0,0,0,0,0,0,0,4,0,186,65,7,4,256,3,3,9,264,41,3,309,99,23,0,0,123,0,0,0,123,7,0,126,87,29,3,0,118,0,3,0,114,19,0,135
LGA15750,30,0,0,0,30,14,0,44,0,0,0,0,0,0,0,0,0,0,0,0,308,25,3,11,346,5,0,5,347,27,0,373,87,12,3,0,102,3,0,3,99,0,0,104,57,6,0,0,60,0,0,0,64,4,0,59,4,0,0,0,9,0,0,0,9,0,0,6,0,0,0,3,7,0,0,0,7,0,0,6,148,20,3,3,172,0,0,0,169,3,0,177,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,20,3,3,177,0,0,0,176,3,0,184,12,3,0,0,15,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,162,18,7,3,195,0,0,0,199,5,0,208,105,8,0,0,111,0,0,0,113,12,0,120,54,7,0,0,60,0,0,0,62,0,0,65
LGA15800,15,0,0,0,15,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,131,5,0,3,143,3,0,3,149,7,0,151,39,3,0,0,43,0,0,0,43,0,0,42,27,0,0,0,27,0,0,0,27,0,0,28,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,71,0,0,0,71,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,71,0,0,0,71,3,0,74,10,0,0,0,11,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,79,3,0,0,80,0,0,0,80,3,0,93,49,5,0,0,57,0,0,0,57,0,0,60,27,6,0,0,29,0,0,0,29,0,0,29
LGA15850,18,0,0,0,18,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,127,16,0,0,144,0,0,0,151,18,0,166,37,0,0,0,44,0,0,0,44,4,0,44,29,3,0,0,36,0,0,0,36,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,5,66,9,0,6,81,0,0,0,81,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,0,6,76,0,0,0,76,0,0,86,7,3,0,0,10,0,0,0,10,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,6,90,0,0,0,90,7,0,101,35,8,0,0,40,0,0,0,39,4,0,44,44,3,0,0,45,0,0,0,45,0,0,41
LGA15900,405,15,12,29,431,98,0,527,0,4,0,4,10,0,0,0,10,0,0,8,3064,474,91,30,3669,61,24,84,3748,232,6,3986,785,107,19,0,905,8,0,8,918,50,0,969,826,141,16,7,992,5,0,7,1002,36,0,1036,30,6,6,0,44,0,0,0,44,3,0,52,5,0,0,3,8,0,0,0,13,0,0,10,1644,252,43,12,1956,15,5,18,1976,92,0,2066,8,0,0,0,10,3,0,3,12,0,0,12,10,4,0,0,22,0,0,0,17,0,0,17,18,10,0,0,27,8,0,3,31,0,0,31,1664,261,38,12,1984,19,5,25,2009,92,0,2097,214,35,7,0,257,3,7,9,265,59,0,330,5,3,0,0,5,0,0,0,5,0,4,9,1877,302,51,16,2245,26,9,33,2279,155,0,2433,1050,140,25,0,1210,13,10,21,1232,77,0,1312,1015,184,23,11,1234,15,7,14,1251,49,0,1300
