LGA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
LGA17550,41348,..,..,..,..,41348,..,29,0,29,0,29,..,12,0,14,0,19,..,46,4,54,3,53,..,36,23,54,0,54,..,53,19,70,0,73,..,0,0,3,0,3,..,88,38,124,0,132,..,10,0,12,0,12,..,119,6,125,0,128,..,134,0,143,4,142,..,45,0,45,4,48,..,7,0,9,0,9,..,15,0,15,0,15,..,41,0,41,0,41,..,28,0,33,0,33,..,146,15,164,0,160,..,10,0,10,0,10,..,6,0,3,0,3,..,5,0,5,0,5,..,253,18,276,0,274,..,98,3,107,0,107,..,98,24,122,4,126,..,0,0,0,0,0,..,12,3,12,0,12,..,3,0,3,0,3,..,48,0,51,0,51,..,9,4,13,0,13,..,20,6,24,0,24,..,226,4,229,6,235,..,23,0,19,0,19,..,20,0,20,0,20,..,8,0,10,0,10,..,40
LGA17620,6336,..,..,..,..,6336,..,3,0,6,0,6,..,5,0,3,0,3,..,0,0,0,0,0,..,7,4,8,0,8,..,31,32,61,0,60,..,0,0,3,0,3,..,38,37,79,0,73,..,0,0,0,0,0,..,4,4,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,26,0,26,0,26,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19
LGA17640,3840,..,..,..,..,3840,..,0,0,0,0,0,..,6,3,7,0,10,..,7,0,7,0,7,..,4,0,4,0,4,..,4,0,3,0,3,..,0,0,0,0,0,..,11,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,7,3,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA17650,2634,..,..,..,..,2634,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,3,..,8,0,6,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA17750,27840,..,..,..,..,27840,..,40,0,40,0,40,..,140,12,159,5,157,..,71,3,70,0,70,..,34,9,44,0,44,..,128,68,194,9,203,..,3,3,4,0,3,..,166,82,245,9,250,..,6,0,6,0,6,..,23,0,23,0,22,..,24,0,27,0,27,..,44,0,44,0,44,..,51,0,51,0,53,..,41,4,47,0,46,..,75,3,72,0,72,..,97,0,97,5,98,..,132,12,146,0,150,..,47,5,52,0,52,..,65,6,70,0,70,..,23,0,25,0,21,..,529,28,559,4,561,..,31,3,36,0,36,..,5,0,5,0,5,..,0,0,0,0,0,..,10,3,16,0,16,..,0,0,0,0,0,..,250,26,279,5,284,..,34,0,36,0,34,..,7,0,7,0,7,..,7,0,11,0,11,..,10,0,10,0,10,..,48,4,50,7,52,..,13,0,11,0,14,..,88
LGA17850,1340,..,..,..,..,1340,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA17900,1851,..,..,..,..,1851,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,3,0,3,..,3,3,5,0,5,..,0,0,0,0,0,..,6,3,11,0,11,..,10,5,9,0,9,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,19,0,19,..,4
LGA17950,1095,..,..,..,..,1095,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
LGA18020,3884,..,..,..,..,3884,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,16,0,16,..,5,0,5,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4
LGA18050,24774,..,..,..,..,24774,..,21,0,21,0,21,..,105,6,116,0,116,..,12,0,13,0,13,..,123,19,137,0,140,..,292,74,368,3,372,..,17,7,25,0,25,..,435,88,525,9,530,..,34,3,36,0,36,..,589,16,603,3,611,..,232,9,237,4,242,..,309,23,331,0,331,..,23,0,25,0,25,..,9,0,9,0,9,..,43,0,43,0,43,..,19,0,19,0,19,..,19,0,19,0,19,..,12,0,13,0,13,..,13,0,13,0,13,..,0,0,0,0,0,..,137,0,135,0,135,..,516,32,547,9,556,..,103,12,106,0,110,..,0,0,0,0,0,..,57,4,63,0,62,..,21,0,20,0,20,..,0,0,0,0,0,..,44,4,44,0,44,..,80,3,85,0,85,..,561,36,600,5,605,..,495,69,563,0,563,..,3,0,3,0,3,..,44,3,48,0,48,..,46
LGA18100,1698,..,..,..,..,1698,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA18200,3232,..,..,..,..,3232,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,19,0,19,..,26,6,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA18250,21236,..,..,..,..,21236,..,49,0,49,0,49,..,209,15,219,6,225,..,0,0,0,0,0,..,2182,373,2551,17,2571,..,3300,950,4253,28,4274,..,125,24,149,0,149,..,5601,1348,6948,42,6992,..,179,22,203,0,203,..,181,6,183,5,191,..,129,7,130,0,130,..,174,14,190,0,190,..,75,8,84,0,84,..,46,0,42,0,42,..,500,8,511,4,518,..,238,12,252,3,255,..,76,0,73,0,76,..,36,0,36,0,33,..,78,0,78,0,78,..,111,4,117,6,119,..,1154,34,1184,15,1201,..,252,26,284,0,285,..,654,137,791,9,797,..,7,7,17,0,17,..,580,188,766,6,773,..,34,0,36,0,36,..,74,0,74,0,74,..,222,10,230,0,237,..,52,5,55,0,52,..,100,8,102,0,106,..,88,8,100,0,100,..,3,0,7,0,7,..,51,5,54,0,53,..,122
LGA18350,22267,..,..,..,..,22267,..,38,0,38,0,38,..,50,10,59,0,59,..,0,0,0,0,0,..,21,11,32,0,31,..,75,24,101,3,104,..,5,0,4,0,4,..,94,38,135,3,140,..,22,0,25,0,25,..,60,0,56,0,60,..,85,0,87,0,87,..,73,5,82,0,82,..,10,0,10,0,10,..,27,0,27,0,27,..,39,4,44,0,44,..,224,10,237,0,237,..,60,12,66,0,66,..,10,0,10,0,10,..,21,0,22,0,22,..,3,0,3,0,3,..,393,26,418,5,424,..,120,11,127,0,129,..,21,0,23,0,23,..,5,4,7,0,7,..,17,3,24,0,24,..,23,0,23,0,23,..,38,4,39,0,39,..,13,3,17,0,17,..,26,5,30,0,30,..,22,0,23,0,23,..,9,0,9,0,12,..,0,0,0,0,0,..,17,0,18,0,18,..,33
LGA18400,24312,..,..,..,..,24312,..,17,0,21,0,21,..,168,16,185,0,185,..,15,0,15,0,15,..,22,12,33,0,35,..,44,19,62,0,65,..,5,0,5,0,5,..,69,34,100,3,96,..,74,7,80,0,80,..,14,0,14,0,14,..,36,0,36,0,36,..,79,4,81,0,81,..,4,0,8,0,8,..,0,0,4,0,4,..,17,0,18,0,20,..,3,0,3,0,3,..,17,5,20,0,20,..,11,0,11,0,11,..,13,0,13,0,13,..,4,0,4,0,4,..,78,7,81,0,86,..,171,12,180,0,180,..,0,0,0,0,0,..,12,0,13,0,13,..,9,0,9,0,9,..,25,4,25,0,25,..,0,0,0,0,0,..,12,0,12,0,12,..,14,0,12,0,12,..,8,0,14,0,14,..,9,5,14,0,14,..,15,3,18,0,18,..,46,6,48,0,48,..,9
LGA18450,84686,..,..,..,..,84686,..,79,0,79,0,79,..,1278,209,1479,9,1487,..,29,0,38,0,38,..,190,56,247,0,250,..,906,210,1118,16,1132,..,41,13,53,0,53,..,1137,282,1420,13,1436,..,264,39,301,0,305,..,162,6,172,0,172,..,213,10,223,0,230,..,613,74,685,0,691,..,153,7,164,4,166,..,55,0,64,0,63,..,271,3,275,0,275,..,175,4,179,0,179,..,154,12,162,4,164,..,112,0,108,0,108,..,328,18,345,7,349,..,87,0,90,0,92,..,1336,54,1385,15,1400,..,1133,176,1313,4,1321,..,96,9,104,0,105,..,6,7,14,0,14,..,101,47,147,0,147,..,1885,374,2259,16,2278,..,424,24,440,5,442,..,150,16,161,0,161,..,120,16,134,0,142,..,364,109,475,3,476,..,69,10,79,0,81,..,49,0,54,0,52,..,580,142,723,7,732,..,99
LGA18500,20020,..,..,..,..,20020,..,30,0,31,0,32,..,69,5,78,0,78,..,7,0,7,0,7,..,248,28,279,0,279,..,514,91,607,9,611,..,19,5,24,0,24,..,783,124,900,9,909,..,22,0,23,0,23,..,251,7,259,3,261,..,136,3,140,0,142,..,277,15,288,0,286,..,10,4,11,0,11,..,7,0,7,0,7,..,41,0,41,0,41,..,12,0,12,0,12,..,11,0,11,0,11,..,6,0,6,0,6,..,4,0,4,0,4,..,6,0,6,0,6,..,91,4,91,0,91,..,242,0,245,0,245,..,55,5,57,0,62,..,0,0,0,0,0,..,40,5,40,0,40,..,10,0,10,0,10,..,0,0,0,0,0,..,53,3,56,0,54,..,39,3,37,0,37,..,132,11,144,0,145,..,149,18,164,5,170,..,8,0,8,0,8,..,28,0,29,0,29,..,21
LGA18710,7730,..,..,..,..,7730,..,10,0,10,0,10,..,19,0,19,0,19,..,6,0,6,0,6,..,3,0,3,0,3,..,11,6,18,0,18,..,0,0,0,0,0,..,15,6,24,0,24,..,17,0,18,0,18,..,9,0,7,0,7,..,27,0,28,0,28,..,16,3,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,11,0,15,0,15,..,0,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,40,0,41,0,42,..,18,4,18,0,18,..,7,0,7,0,7,..,0,0,0,0,0,..,0,3,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,8,0,3,..,18,0,18,0,18,..,7,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0
LGA19399,468,..,..,..,..,468,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA19499,3530,..,..,..,..,3530,..,0,0,0,0,0,..,43,4,48,3,54,..,3,0,6,0,6,..,25,3,27,0,27,..,34,16,50,0,50,..,0,0,0,0,0,..,57,26,80,0,80,..,7,0,7,0,7,..,37,0,39,4,41,..,14,0,14,0,14,..,20,4,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,4,0,4,0,4,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,4,0,4,..,42,4,47,0,47,..,12,0,11,0,11,..,5,0,7,0,7,..,0,0,0,0,0,..,8,0,12,0,8,..,9,0,9,0,12,..,3,0,3,0,3,..,10,4,10,0,10,..,4,0,8,0,8,..,9,0,9,0,9,..,5,0,7,0,7,..,7,0,7,0,7,..,3,0,3,4,5,..,6
LGA19799,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
