LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA14400,..,8,0,8,0,8,..,79,34,108,0,108,..,11,0,11,0,11,..,60,0,62,0,62,..,74,6,80,0,80,..,60,3,57,0,64,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,30,0,30,0,30,..,85,8,90,0,93,..,19,0,19,0,19,..,6,0,6,0,6,..,5,0,5,0,5,..,39,10,48,0,48,..,0,0,4,0,4,..,3,0,8,0,8,..,11,0,11,0,11,..,18,0,18,0,21,..,9,0,9,0,9,..,4,0,4,0,4,..,8,3,12,0,12,..,8,0,8,0,8,..,13,0,13,0,13,..,15,0,15,0,15,..,4,5,6,0,6,..,42,5,44,0,44,..,73,3,76,3,80,..,4
LGA14500,..,356,73,430,3,434,..,19020,4295,23314,182,23494,..,110,4,118,0,119,..,425,8,438,9,450,..,589,13,607,4,607,..,332,25,358,0,360,..,126,0,123,0,123,..,212,6,215,0,221,..,1109,21,1130,7,1134,..,134,4,138,0,139,..,430,12,437,0,437,..,350,7,352,0,357,..,220,7,227,6,228,..,171,3,179,0,179,..,2741,61,2806,17,2820,..,450,25,474,8,478,..,863,139,998,8,1010,..,16,0,16,0,16,..,2441,646,3089,8,3100,..,38,0,46,0,46,..,140,4,137,0,137,..,1458,113,1569,12,1578,..,218,9,231,0,234,..,227,11,241,0,244,..,466,36,503,7,505,..,12,0,12,0,12,..,99,0,103,0,103,..,181,6,190,0,190,..,366,34,397,4,403,..,205,12,218,6,222,..,70,0,65,0,65,..,820,47,867,5,876,..,888,45,933,9,942,..,426
LGA14550,..,0,0,0,0,0,..,13,4,15,0,15,..,0,0,0,0,0,..,11,0,17,0,17,..,38,0,38,0,38,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,26,0,26,..,11,5,16,0,16,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,8,0,8,..,5,0,5,0,5,..,26,0,30,0,30,..,20,0,19,0,19,..,0
LGA14600,..,0,0,0,0,0,..,14,3,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,11,5,20,0,20,..,6,0,6,0,6,..,9,0,9,0,9,..,11,0,11,0,11,..,5,4,5,0,5,..,7,0,6,0,6,..,0,0,0,0,0,..,48,6,54,0,54,..,0,0,0,0,0,..,0,0,4,0,4,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,20,0,18,0,18,..,6,0,4,0,4,..,18,0,18,0,18,..,0,0,0,0,0,..,36,3,36,0,36,..,3,0,4,0,4,..,0
LGA14650,..,60,16,78,0,78,..,935,273,1207,10,1219,..,100,15,113,0,113,..,243,3,246,10,250,..,453,13,462,8,474,..,291,35,330,0,327,..,111,10,121,5,122,..,124,13,138,0,138,..,260,15,279,5,280,..,227,18,238,7,245,..,241,22,266,0,268,..,86,3,90,0,95,..,150,8,160,3,161,..,43,0,43,0,43,..,1240,92,1334,17,1347,..,430,37,464,4,471,..,146,13,154,0,154,..,63,18,83,0,83,..,183,48,233,0,233,..,418,60,478,0,477,..,183,16,191,0,194,..,95,14,107,3,112,..,215,16,239,3,239,..,153,14,165,0,168,..,137,9,152,0,148,..,217,17,232,4,239,..,107,12,116,0,123,..,219,8,223,0,223,..,123,15,136,0,136,..,287,14,299,0,299,..,109,12,118,3,122,..,732,44,776,6,785,..,466,47,514,4,514,..,140
LGA14700,..,96,15,109,0,109,..,3045,632,3681,41,3716,..,112,13,120,0,120,..,233,10,239,3,242,..,153,4,155,3,161,..,211,20,228,0,229,..,104,0,107,0,107,..,66,0,65,0,65,..,432,15,440,3,443,..,204,5,208,0,209,..,77,7,81,3,83,..,86,0,86,0,86,..,83,0,86,0,92,..,92,0,97,0,97,..,1134,34,1166,3,1178,..,238,11,255,4,255,..,417,94,512,0,514,..,11,5,20,0,20,..,311,72,382,7,390,..,56,0,54,0,54,..,51,8,55,0,55,..,522,24,545,7,552,..,175,11,185,0,185,..,208,11,219,9,232,..,182,17,201,0,202,..,11,0,11,0,11,..,79,4,81,0,81,..,143,0,145,0,145,..,148,18,166,0,172,..,193,7,199,5,209,..,50,3,51,3,55,..,540,26,570,10,580,..,564,34,598,9,614,..,107
LGA14750,..,0,5,3,0,3,..,48,95,143,0,143,..,0,0,3,0,3,..,4,0,4,0,4,..,7,0,7,0,7,..,11,0,7,0,7,..,6,0,10,0,10,..,4,0,4,0,4,..,8,0,7,0,7,..,5,0,5,0,5,..,129,38,163,0,170,..,8,3,11,0,11,..,18,3,20,0,20,..,4,0,4,0,4,..,176,46,221,3,225,..,217,32,251,0,248,..,8,5,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,6,28,0,27,..,0,0,0,0,0,..,66,3,70,0,69,..,17,0,15,0,15,..,35,3,33,0,33,..,41,9,49,0,49,..,155,16,174,0,171,..,5,0,7,0,7,..,5
LGA14850,..,0,0,0,0,0,..,107,23,137,0,135,..,7,0,7,0,7,..,108,6,113,0,113,..,206,4,208,0,210,..,28,0,28,0,28,..,14,0,15,0,15,..,11,0,11,0,11,..,23,0,20,0,20,..,40,0,42,0,42,..,138,14,152,3,158,..,19,0,19,0,19,..,30,0,32,0,32,..,13,0,12,0,12,..,280,19,300,3,305,..,177,19,198,0,197,..,71,6,79,0,83,..,4,0,4,0,4,..,25,8,37,0,37,..,4,0,3,0,3,..,21,0,23,0,23,..,10,5,15,0,15,..,10,0,16,0,16,..,41,0,40,0,40,..,14,0,17,0,17,..,6,0,6,0,6,..,4,0,9,0,9,..,52,0,53,0,58,..,24,0,24,0,22,..,55,0,56,0,56,..,24,0,24,0,24,..,154,5,154,3,152,..,121,7,118,0,123,..,6
LGA14870,..,6,0,9,0,9,..,68,38,102,0,101,..,30,0,31,0,31,..,17,0,17,0,17,..,40,3,45,0,45,..,26,0,25,0,25,..,0,4,3,0,3,..,0,0,4,0,4,..,20,3,25,0,25,..,22,0,23,0,23,..,25,0,27,0,27,..,3,0,3,0,3,..,13,0,14,0,14,..,4,0,4,0,4,..,95,8,105,0,105,..,43,9,54,0,54,..,3,0,3,0,3,..,4,0,12,0,12,..,4,0,8,0,8,..,0,0,4,0,4,..,10,0,10,0,10,..,7,0,7,0,7,..,20,4,22,0,22,..,8,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,6,6,9,0,9,..,21,0,21,0,21,..,8,0,12,0,12,..,38,0,38,0,38,..,3,0,3,0,3,..,75,0,73,0,73,..,41,6,45,0,45,..,15
LGA14900,..,590,208,797,9,801,..,4605,2141,6746,45,6790,..,1377,201,1577,3,1582,..,364,22,382,4,388,..,175,8,185,3,183,..,2513,363,2874,22,2891,..,1654,111,1765,19,1783,..,371,34,400,3,407,..,7524,376,7901,40,7942,..,1878,157,2038,28,2076,..,1319,133,1448,17,1465,..,298,6,303,5,307,..,3309,245,3557,31,3587,..,1307,67,1370,4,1380,..,17659,1133,18790,152,18941,..,3015,469,3483,14,3501,..,110,11,127,0,127,..,1657,808,2462,24,2484,..,236,73,318,0,321,..,1967,304,2272,8,2284,..,1188,57,1247,11,1258,..,454,124,576,4,583,..,650,101,751,0,751,..,558,105,664,4,664,..,273,52,325,4,333,..,2138,239,2381,36,2416,..,4147,1219,5361,33,5397,..,1232,23,1256,10,1267,..,919,121,1042,15,1055,..,2379,86,2466,14,2479,..,381,57,434,5,433,..,4909,288,5201,35,5228,..,4071,786,4861,40,4899,..,987
LGA14920,..,0,0,0,0,0,..,17,3,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,5,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,11,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,14,0,14,0,14,..,5,0,5,0,5,..,0
LGA14950,..,0,0,0,0,0,..,7,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0
LGA15050,..,11,10,21,0,21,..,304,159,467,8,475,..,14,9,23,0,23,..,62,0,62,0,63,..,92,3,94,0,94,..,61,6,71,0,71,..,72,9,81,0,81,..,47,8,47,0,47,..,137,15,149,0,149,..,92,3,91,0,92,..,281,44,324,3,332,..,44,4,49,0,49,..,136,5,148,0,148,..,32,3,36,0,37,..,836,86,924,5,926,..,83,3,92,0,92,..,35,3,32,0,32,..,9,5,9,0,9,..,75,40,109,0,110,..,26,4,27,0,27,..,305,31,334,5,344,..,21,4,24,0,27,..,63,5,70,0,71,..,39,4,44,0,49,..,45,0,45,0,45,..,69,4,68,0,69,..,25,4,30,0,30,..,141,5,142,0,142,..,34,5,39,0,39,..,243,10,255,0,255,..,50,0,53,0,55,..,474,20,489,0,487,..,151,21,176,0,173,..,52
LGA15240,..,0,0,0,0,0,..,168,70,241,0,244,..,20,0,30,0,30,..,120,5,123,3,124,..,223,14,234,3,236,..,86,8,94,5,97,..,29,0,29,0,29,..,21,0,26,0,22,..,39,0,39,0,39,..,131,0,131,0,136,..,66,3,74,0,74,..,21,0,21,0,21,..,42,0,42,3,44,..,21,0,21,0,21,..,360,11,372,9,377,..,126,11,134,0,137,..,32,3,33,0,35,..,11,6,14,0,14,..,31,12,40,0,40,..,0,0,0,0,0,..,123,4,124,0,124,..,18,8,21,0,21,..,55,0,54,0,54,..,44,5,50,0,49,..,28,3,31,0,31,..,0,0,0,0,0,..,15,0,18,0,18,..,110,0,110,0,110,..,42,3,40,0,40,..,103,4,109,3,106,..,38,0,37,0,37,..,289,8,296,0,297,..,105,14,122,4,123,..,19
LGA15270,..,0,0,0,0,0,..,38,13,48,0,51,..,8,0,10,0,10,..,27,3,29,0,26,..,32,0,33,0,36,..,24,0,30,0,30,..,21,0,21,0,21,..,0,0,0,0,0,..,6,0,6,0,6,..,42,5,50,0,50,..,43,10,51,4,49,..,0,0,5,0,5,..,3,0,3,0,6,..,0,0,0,0,0,..,122,14,137,4,144,..,46,0,47,0,48,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,3,0,3,..,15,0,10,0,10,..,3,3,7,0,7,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,19,0,19,0,19,..,10,3,15,0,15,..,46,4,44,0,44,..,0,0,0,0,0,..,82,4,84,0,84,..,55,0,56,0,56,..,4
LGA15300,..,0,0,0,0,0,..,36,6,46,0,45,..,0,0,0,0,0,..,6,0,6,0,6,..,17,0,17,0,17,..,7,0,4,0,9,..,3,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,21,0,21,0,21,..,10,0,15,0,15,..,12,0,12,0,12,..,3,0,3,0,3,..,6,0,6,0,6,..,60,3,61,0,61,..,11,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,9,0,12,0,12,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,3,7,0,7,..,6,0,5,0,5,..,23,4,24,0,24,..,20,0,20,0,20,..,20,0,25,0,25,..,19,0,19,0,19,..,3,0,3,0,3,..,66,0,65,0,65,..,5,0,5,0,5,..,11
LGA15350,..,26,9,34,0,34,..,917,240,1157,10,1161,..,47,0,47,6,51,..,289,3,295,6,299,..,191,7,201,0,201,..,188,12,191,0,191,..,17,0,17,0,17,..,12,0,12,0,12,..,71,6,75,0,75,..,75,6,77,0,77,..,17,0,19,0,19,..,6,0,9,0,9,..,28,0,28,0,28,..,13,0,17,0,17,..,241,8,247,0,251,..,209,5,215,3,220,..,151,24,172,5,177,..,3,0,3,0,3,..,67,10,78,0,76,..,23,4,28,0,28,..,6,0,6,0,6,..,64,0,67,0,71,..,96,6,99,5,101,..,194,18,211,9,216,..,129,19,144,3,152,..,0,0,0,0,0,..,54,0,55,0,55,..,41,0,45,0,48,..,45,4,51,0,51,..,55,0,56,0,56,..,17,0,17,0,17,..,161,9,172,0,169,..,314,10,325,0,327,..,19
LGA15520,..,3,0,3,0,3,..,28,20,51,0,51,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,4,0,4,0,4,..,26,3,29,0,27,..,18,0,18,0,18,..,4,0,4,0,4,..,0,0,0,0,0,..,57,9,66,0,67,..,30,3,29,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,0,39,0,39,..,6,7,16,0,16,..,28,0,28,0,28,..,17,16,35,0,36,..,89,28,113,0,115,..,13,0,14,0,14,..,3
LGA15560,..,0,0,0,0,0,..,4,6,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,5,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,16,5,18,0,18,..,9,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,16,0,16,0,16,..,6,0,6,0,6,..,29,0,29,0,29,..,3,0,3,0,3,..,0
LGA15650,..,0,0,3,0,3,..,51,17,71,0,71,..,3,0,3,0,3,..,8,0,8,0,8,..,18,0,18,0,18,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,13,0,13,..,17,0,18,0,18,..,50,0,51,0,51,..,4,0,4,0,4,..,16,0,16,0,16,..,3,0,3,0,3,..,107,4,109,0,109,..,9,0,9,0,9,..,5,0,10,0,10,..,0,3,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,26,0,26,0,26,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,45,0,45,0,48,..,6,0,6,0,6,..,48,0,48,0,48,..,8,0,8,0,8,..,110,0,108,0,107,..,29,0,27,0,27,..,12
LGA15700,..,0,0,0,0,0,..,17,19,36,0,36,..,0,0,0,0,0,..,31,0,33,0,33,..,40,0,44,0,44,..,10,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,13,5,12,0,12,..,40,5,39,0,39,..,52,10,60,0,60,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,109,17,127,0,127,..,29,3,31,0,32,..,6,0,6,0,6,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,20,8,26,0,27,..,0,0,0,0,0,..,16,0,16,0,16,..,9,0,14,0,14,..,21,0,21,0,17,..,3,0,3,0,3,..,5,0,5,0,5,..,6,0,8,0,8,..,21,0,21,0,21,..,13,0,13,0,13,..,7,0,7,0,6,..,52,0,55,0,51,..,13,5,11,0,11,..,0
LGA15750,..,0,0,0,0,0,..,29,11,37,0,44,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,9,0,9,0,9,..,15,0,20,0,20,..,0,0,0,0,0,..,5,0,5,0,5,..,49,0,55,0,55,..,5,4,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,6,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,20,0,20,0,20,..,3,0,3,0,3,..,24,0,25,0,25,..,3,0,3,0,3,..,48,0,50,0,50,..,4,0,4,0,4,..,10
LGA15800,..,0,0,0,0,0,..,0,4,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,31,0,31,0,31,..,6,0,6,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,6,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,10,0,10,0,10,..,3
LGA15850,..,0,0,0,0,0,..,11,3,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,15,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0
LGA15900,..,50,16,67,0,67,..,1717,582,2304,21,2321,..,178,33,207,0,208,..,309,9,315,6,323,..,372,15,386,8,395,..,623,114,732,8,740,..,308,28,336,0,332,..,104,6,113,0,112,..,397,22,420,7,420,..,449,20,470,0,470,..,337,21,353,4,354,..,147,9,152,0,152,..,483,28,512,10,525,..,76,0,77,0,76,..,2294,130,2428,23,2450,..,626,80,703,9,713,..,201,31,231,3,235,..,55,13,67,0,67,..,292,99,392,0,392,..,864,165,1030,5,1035,..,484,42,523,3,529,..,230,24,256,0,261,..,232,21,253,0,251,..,259,13,276,8,274,..,106,18,125,0,128,..,106,9,120,0,120,..,195,57,251,3,254,..,292,15,307,3,310,..,198,16,215,4,218,..,371,10,379,0,381,..,176,7,186,8,192,..,1042,44,1089,14,1100,..,589,57,644,8,649,..,249
