LGA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
LGA15560,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,5,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,10,8,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA15650,0,0,3,0,0,0,6,4,0,16,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,0,0,8,0,5,8,64,5,9,3,0,0,100,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,9,0,32,4,0,4,0,0,56,0,0,0,3,0,0,3,0,4,9,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,4,5,0,0,8,0,0,5,4,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,10,0,0,0,0,0,17,0,0,0,0,3,4,12,8,0,27,0,14,20,81,38,45,19,11,0,236,0,0,0,0,0,0,0,0,0,0
LGA15700,0,0,0,6,0,13,40,23,0,85,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,4,5,0,0,8,5,6,3,48,8,4,0,0,0,74,0,3,0,5,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,6,0,26,0,0,0,0,0,12,13,8,7,33,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,7,6,10,0,0,0,23,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,9,30,0,0,0,0,0,45,0,0,0,0,4,3,32,18,6,61,0,3,0,32,39,78,69,31,6,249,0,0,0,0,0,0,0,0,0,0
LGA15750,0,0,0,5,0,5,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,0,3,3,0,18,0,4,0,20,25,13,13,4,0,78,0,0,0,0,0,0,0,0,0,0
LGA15800,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,3,10,5,17,4,5,3,0,0,47,0,0,0,0,0,0,0,0,0,0
LGA15850,0,0,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,12,4,0,24,0,0,0,0,0,0,0,0,0,0
LGA15900,0,6,23,117,49,61,184,111,26,585,0,0,0,9,11,33,84,111,75,329,0,11,89,87,24,40,25,4,4,290,13,122,201,1026,207,80,57,35,10,1747,6,14,35,132,51,18,12,5,4,263,0,23,20,173,17,3,3,3,0,241,0,17,14,35,15,5,3,0,0,80,0,32,21,123,63,46,26,22,11,339,0,6,4,60,24,57,121,130,156,565,6,15,18,71,25,15,11,0,3,164,6,21,50,220,70,29,7,5,0,411,0,6,5,15,7,3,4,0,0,49,3,13,95,192,67,54,31,22,0,479,0,0,3,0,0,12,18,7,4,37,0,0,4,12,3,5,8,9,0,43,0,3,17,29,3,0,6,0,0,58,0,13,97,361,12,6,4,0,0,487,0,5,10,37,29,18,48,46,16,216,12,86,150,550,367,310,202,75,21,1779,0,0,5,42,58,145,197,132,61,632
LGA15950,4,10,6,169,53,41,42,56,16,406,0,4,3,23,6,14,21,19,9,96,6,82,83,385,157,167,182,38,3,1109,24,82,52,1084,138,84,50,51,9,1576,0,4,16,148,41,20,30,15,7,275,0,7,9,284,44,38,34,15,5,432,0,0,0,16,7,4,7,4,0,37,0,3,7,206,85,70,29,22,0,432,0,14,7,209,55,35,39,38,17,419,12,50,38,392,205,104,54,22,5,886,0,16,25,300,110,41,35,16,0,547,0,0,0,16,16,21,7,4,0,65,3,13,23,277,120,88,92,38,5,661,0,0,0,0,0,3,10,7,0,29,0,0,0,17,7,9,5,0,0,45,0,0,4,10,3,6,5,4,5,31,0,0,111,182,9,0,0,0,0,307,0,3,4,63,20,22,36,24,7,182,12,24,92,610,354,323,232,101,17,1765,0,0,0,16,3,12,10,4,4,43
LGA15990,12,74,93,618,358,253,280,274,86,2045,0,0,9,24,21,41,93,86,45,319,24,123,105,228,157,189,176,53,25,1078,13,143,202,909,241,180,116,92,24,1925,5,14,48,198,108,76,87,27,10,574,0,9,13,265,123,136,118,56,32,759,0,0,3,11,11,25,14,7,6,77,6,77,61,476,404,253,138,103,36,1561,3,20,33,453,165,333,583,483,281,2360,6,47,63,269,230,173,75,27,12,908,4,21,33,301,133,106,68,28,4,708,0,9,5,41,69,86,39,33,8,282,4,12,35,118,142,135,138,73,15,683,0,0,0,9,10,23,31,26,3,106,0,4,0,21,10,23,19,10,0,85,0,0,0,8,8,12,5,0,0,39,4,7,326,646,24,4,0,0,0,1014,5,69,46,233,199,151,157,222,124,1200,23,127,285,1710,1325,1162,708,296,103,5737,0,0,3,19,23,17,21,12,0,93
LGA16100,0,0,0,0,3,4,13,0,0,23,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,29,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,3,8,0,3,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,3,0,6,4,14,0,5,3,21,9,23,13,0,0,74,0,0,0,0,0,0,0,0,0,0
LGA16150,0,8,10,12,10,7,29,25,13,108,0,3,0,3,4,0,6,7,5,25,0,0,0,13,4,9,3,0,0,32,3,32,45,337,51,17,6,10,0,502,0,0,0,26,9,0,0,0,0,41,0,0,0,9,4,0,0,0,0,21,0,3,6,7,0,0,0,0,0,18,0,7,0,10,13,0,4,6,0,44,0,0,0,6,3,10,24,19,13,83,0,0,0,10,5,11,0,0,0,22,0,3,5,51,4,0,0,0,0,68,0,0,0,3,0,4,0,0,0,9,0,0,5,23,13,10,6,0,0,53,0,0,0,0,0,0,4,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,7,32,188,8,4,0,0,0,233,0,0,0,4,6,8,39,24,8,88,0,18,19,122,79,85,50,26,9,414,0,0,0,0,4,3,0,0,0,8
LGA16200,0,0,0,0,0,0,5,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,20,6,0,0,0,0,35,0,0,0,8,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,4,0,6,6,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,28,0,0,0,0,0,0,6,11,3,28,0,6,5,16,15,21,13,4,0,85,0,0,0,0,0,0,0,0,0,0
LGA16260,6,12,25,116,67,55,89,107,26,498,3,5,0,38,19,62,102,186,79,483,35,249,367,1943,693,1351,954,149,41,5779,706,2769,2154,19382,1976,1101,693,240,81,29100,3,49,161,754,350,187,159,61,14,1740,13,135,216,1958,484,393,233,70,25,3525,0,22,41,294,155,104,23,17,9,664,6,28,12,173,77,55,51,32,20,454,0,6,25,172,83,151,218,195,102,960,10,29,62,231,118,58,21,16,7,554,47,406,855,4734,2461,1427,749,322,69,11074,17,51,39,539,567,717,571,327,86,2905,12,93,224,1177,438,374,433,173,28,2953,0,0,0,7,3,34,93,91,40,275,0,5,11,74,23,41,34,20,9,219,0,0,18,140,94,71,72,28,9,428,12,21,1675,2438,120,31,8,0,0,4320,0,5,13,30,25,22,51,50,26,219,26,195,453,1048,486,467,248,104,26,3056,0,0,0,30,15,11,13,9,4,76
LGA16350,0,8,9,74,61,87,250,174,47,708,0,8,7,29,30,73,106,139,43,438,0,3,5,68,30,35,23,8,0,172,36,387,511,3934,830,469,380,154,50,6744,0,11,18,185,86,44,43,26,5,420,4,21,34,256,76,67,61,29,3,548,0,23,48,267,125,113,58,32,4,663,0,49,16,145,87,100,127,90,20,643,0,9,5,70,44,183,257,216,78,861,0,12,12,52,24,4,9,0,0,105,3,18,47,241,126,68,34,13,7,550,0,15,24,246,208,198,116,47,12,865,0,25,34,129,73,73,79,27,8,441,0,0,7,58,59,248,489,304,67,1239,0,0,7,49,40,55,66,24,9,252,4,6,0,67,25,25,18,8,0,148,0,32,110,580,52,44,26,3,0,845,0,0,3,20,26,86,166,88,36,427,45,336,557,1590,765,560,301,69,20,4227,0,0,3,21,14,31,34,19,3,124
LGA16380,0,6,5,34,18,52,109,106,34,365,0,0,0,6,0,7,6,9,6,35,0,0,0,20,7,16,10,0,0,55,0,26,20,208,45,17,17,26,5,366,0,0,6,21,11,3,13,8,0,62,0,0,0,13,4,0,0,0,0,27,0,0,0,10,0,0,0,0,0,12,0,14,5,37,30,27,37,40,7,199,0,0,0,7,11,22,40,24,12,120,0,4,3,17,14,0,3,0,0,52,0,3,5,41,7,3,0,0,0,59,0,0,0,0,9,9,0,6,0,18,0,3,5,23,14,29,12,3,0,88,0,0,0,0,0,7,41,20,4,82,0,0,0,0,0,0,8,0,0,7,0,0,0,9,0,0,0,0,0,10,0,4,12,103,0,0,0,0,0,121,0,0,0,21,19,30,93,100,37,300,0,26,35,192,206,257,261,163,48,1191,0,0,0,0,0,4,0,0,0,4
LGA16400,0,6,3,27,6,47,153,86,26,353,0,0,0,4,9,13,17,15,8,58,0,5,3,13,9,5,4,3,0,38,3,8,4,90,12,8,12,15,0,157,0,0,0,23,6,7,8,6,3,48,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,3,3,0,0,12,0,5,5,26,25,21,24,15,7,129,0,0,0,10,5,25,58,37,16,157,0,3,5,12,13,3,3,0,0,32,0,5,6,19,8,0,0,0,0,35,0,0,0,0,0,8,5,0,0,20,0,0,11,49,35,36,24,4,3,174,0,0,0,0,0,15,45,30,5,99,0,4,5,11,3,13,8,4,7,51,0,0,0,0,0,5,0,0,0,9,0,5,23,76,7,0,0,0,0,102,0,0,4,11,12,19,72,80,17,217,0,26,41,172,215,209,198,101,16,975,0,0,0,0,0,8,10,0,3,28
LGA16490,0,0,3,36,27,35,91,56,16,272,0,0,0,9,4,23,30,38,29,129,0,7,4,14,15,10,10,0,0,51,16,69,87,1000,86,53,31,10,3,1350,0,6,5,47,19,6,10,3,0,104,0,4,3,25,11,4,0,0,0,52,0,0,3,6,8,0,0,0,0,24,0,0,4,22,19,18,16,9,6,90,0,0,4,18,22,62,87,109,61,363,0,5,4,7,7,9,0,0,0,36,0,0,0,38,18,3,0,0,0,72,0,0,0,9,8,7,4,0,0,27,0,3,9,46,35,38,10,10,0,147,0,0,0,0,0,12,23,28,10,67,0,0,4,3,5,0,3,0,0,18,0,0,0,14,6,11,3,3,0,26,0,11,52,441,4,0,0,0,0,513,0,3,5,9,20,23,34,20,11,117,5,26,75,244,204,158,95,39,3,861,0,5,13,114,89,137,132,53,21,572
LGA16550,9,24,48,321,146,64,71,75,46,800,0,5,11,48,43,103,289,565,355,1426,11,57,171,347,183,267,203,55,24,1310,7,50,267,778,156,102,102,87,34,1584,5,30,272,760,330,284,235,107,24,2058,0,3,18,227,49,39,25,9,0,365,0,4,9,48,52,57,42,17,9,231,10,22,109,2557,303,155,77,57,25,3319,0,13,23,405,82,86,176,189,120,1102,0,23,27,191,107,72,19,10,0,457,3,7,50,202,83,51,22,14,6,435,3,0,3,73,56,75,69,51,33,367,6,6,272,434,194,222,289,112,24,1564,0,0,3,5,7,18,81,84,31,223,0,0,4,46,14,23,30,16,0,131,0,0,25,27,9,10,9,3,0,83,0,3,54,118,3,0,0,0,0,191,3,14,13,116,34,32,27,29,14,282,15,57,184,964,495,448,289,99,28,2570,0,0,3,24,13,14,10,0,3,57
LGA16610,0,0,0,11,0,6,15,10,3,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,12,4,0,0,0,0,27,0,0,0,3,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,25,0,0,0,0,0,0,11,11,3,27,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,20,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,21,0,0,0,0,0,21,0,0,0,0,3,7,19,20,4,50,0,9,9,38,40,58,48,14,3,222,0,0,0,0,0,0,0,0,0,0
LGA16700,4,5,18,130,59,37,53,56,24,385,0,8,16,33,22,51,83,144,54,418,23,104,217,1310,490,691,608,107,40,3587,87,321,401,3236,399,282,215,113,30,5101,10,38,171,681,219,153,113,73,27,1490,11,45,58,1120,203,216,198,86,43,1989,4,9,7,53,30,40,24,17,4,181,0,9,13,153,62,70,37,37,7,386,0,16,16,212,81,192,386,396,267,1568,10,25,41,237,166,75,31,9,8,611,16,131,363,2315,818,608,353,168,36,4816,5,6,15,130,126,202,193,121,46,847,5,34,141,764,284,221,268,114,27,1863,0,0,0,0,4,22,41,40,10,122,0,0,11,39,14,21,18,7,3,112,0,0,17,62,29,26,29,10,0,183,0,3,210,517,18,5,6,3,0,760,0,4,10,28,23,15,22,24,18,143,13,82,122,465,277,280,135,69,10,1449,0,0,4,16,11,19,38,15,3,107
LGA16900,0,0,0,28,30,80,175,122,60,503,0,5,0,5,6,26,36,24,11,120,0,0,7,6,6,11,3,3,0,34,6,14,19,183,20,19,29,10,6,298,0,3,11,24,10,0,4,3,0,52,0,0,0,17,12,8,4,4,0,42,0,8,0,16,6,3,0,0,0,32,0,6,5,29,21,25,24,24,11,151,0,0,4,10,24,76,136,80,50,389,0,6,0,6,10,3,0,0,0,25,0,3,0,23,10,7,5,0,0,49,0,0,0,12,4,17,9,9,0,52,0,0,5,19,15,6,5,3,0,61,0,0,0,4,8,38,117,65,14,243,0,0,0,3,0,5,0,4,0,16,0,0,0,0,0,0,0,0,0,5,0,0,5,36,0,0,0,0,0,37,0,0,0,9,4,23,96,75,27,235,3,24,36,215,153,140,97,37,4,722,0,3,12,64,119,231,328,107,21,878
LGA16950,0,0,0,41,32,85,183,137,56,547,0,0,0,3,7,19,51,58,18,162,0,8,3,9,14,11,10,4,0,57,11,48,32,313,40,33,39,26,6,546,0,6,0,40,9,7,14,6,7,96,0,0,0,32,3,4,3,3,0,48,0,0,0,17,0,10,5,0,0,33,0,4,0,24,23,45,49,37,8,188,0,0,0,15,18,46,106,88,27,314,0,5,8,20,15,6,11,0,0,64,0,6,8,48,5,10,4,0,0,79,0,0,4,14,6,9,7,0,0,49,0,0,6,21,16,28,16,0,0,91,0,0,0,3,7,33,90,63,20,215,0,0,0,6,5,10,16,16,3,59,0,0,0,4,0,0,4,0,0,10,0,0,11,123,6,0,0,0,0,150,0,0,5,15,16,41,146,114,41,377,4,29,55,228,241,285,323,145,27,1334,0,0,0,0,4,11,22,11,0,51
LGA17000,0,0,0,3,6,14,11,3,0,42,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,3,4,0,11,0,3,13,50,7,5,0,0,0,78,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,6,3,10,0,0,48,0,0,0,0,5,0,3,6,3,16,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,6,4,3,3,0,0,23,0,0,0,0,0,0,5,6,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,5,3,12,18,14,3,47,0,25,41,103,110,96,39,23,3,436,0,0,0,0,0,0,0,0,0,0
LGA17040,0,0,0,13,23,23,47,53,28,183,0,0,0,0,0,3,4,5,4,12,0,0,0,5,4,3,0,0,0,11,3,9,7,44,9,10,4,6,0,84,0,0,3,3,0,5,5,0,0,21,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,5,4,3,39,0,3,0,16,6,6,19,19,16,90,0,0,0,8,4,0,0,0,0,12,0,0,0,16,3,0,0,0,0,24,0,0,0,0,5,7,11,9,0,28,0,0,0,8,6,0,0,0,0,26,0,0,0,0,0,3,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,29,0,0,0,6,14,13,28,15,8,80,0,9,18,71,68,62,50,12,5,298,0,0,0,0,0,0,6,0,0,3
LGA17080,0,0,0,3,7,9,12,15,3,52,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,14,3,38,5,8,0,0,0,62,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,5,6,3,16,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8,0,0,0,3,3,0,0,0,0,0,0,0,0,9,6,9,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,5,17,10,4,34,0,0,15,48,31,47,29,11,0,187,0,0,0,0,0,4,0,0,0,4
LGA17100,0,0,0,22,4,0,20,12,11,69,0,0,5,7,6,20,47,60,36,181,4,14,61,239,118,166,135,23,7,772,133,476,324,3523,404,223,154,67,33,5331,5,7,23,209,51,26,29,12,5,373,0,0,5,60,14,3,0,0,0,83,0,0,0,20,8,3,3,6,0,49,0,7,0,46,21,17,7,5,0,108,0,6,9,52,33,58,107,106,65,429,3,5,4,49,14,10,6,3,0,93,3,51,163,1087,394,367,203,121,41,2437,0,4,13,128,158,176,141,79,33,734,0,12,58,257,54,51,69,50,9,558,0,0,0,0,0,0,6,8,5,27,0,0,0,22,3,6,5,3,0,36,0,0,7,29,15,24,10,13,5,100,0,11,1418,1625,37,6,0,0,0,3111,0,0,0,4,0,0,4,4,3,16,8,29,78,123,46,40,32,13,3,370,0,0,0,0,0,0,0,4,0,6
LGA17150,0,10,18,182,115,110,186,184,72,887,0,16,19,56,70,206,331,300,123,1133,7,44,51,212,117,209,179,37,8,861,3,37,70,450,201,144,102,84,39,1138,0,18,35,175,116,75,67,28,15,541,0,12,8,108,30,16,19,10,0,207,0,0,0,44,15,13,11,0,0,87,3,47,42,375,198,142,89,58,28,989,0,16,5,154,71,197,289,268,183,1183,0,15,24,113,94,42,17,4,3,321,4,4,15,129,54,45,24,11,6,292,6,6,8,97,153,187,152,68,21,706,0,11,32,124,109,129,142,52,16,616,0,0,0,10,15,38,111,112,32,327,0,0,4,21,25,55,42,15,13,174,0,0,0,32,9,15,12,0,5,73,0,6,46,192,31,0,0,0,0,280,3,5,11,57,42,60,101,103,71,453,12,87,216,969,738,605,351,168,43,3196,0,6,8,115,119,198,174,67,14,709
LGA17200,7,14,87,607,176,111,128,96,21,1242,0,6,11,89,38,72,123,222,105,666,25,46,510,1135,253,270,229,48,22,2534,21,56,538,2808,186,139,78,40,9,3875,10,29,1493,3485,365,165,169,55,11,5786,0,4,33,685,76,56,43,16,0,913,0,0,0,90,26,10,12,0,0,135,4,0,72,1843,205,117,60,33,9,2352,3,6,92,1132,121,106,119,75,32,1684,17,29,135,862,325,134,46,14,4,1558,5,24,237,1613,261,91,59,27,11,2332,0,4,9,121,70,81,72,41,19,423,4,20,351,1531,335,241,214,71,15,2780,0,0,0,18,10,23,41,31,10,126,0,0,10,71,23,27,14,5,4,155,0,0,92,103,17,24,18,10,0,262,0,0,169,248,15,4,3,0,0,438,3,16,21,269,57,38,39,31,4,482,17,36,517,2534,987,910,511,168,41,5715,0,0,4,66,10,36,22,17,3,159
