LGA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA16900,..,39,1286,2573,2708,2828,2560,1335,309,13633,..,303,1228,636,531,384,170,75,14,3332,..,14,57,167,229,165,85,50,29,795,7157,..,..,..,..,..,..,..,..,7157,..,1565,..,..,..,..,..,..,..,1565,..,2043,1019,401,281,134,20,0,0,3889,..,196,133,60,76,109,83,57,21,731,..,104,117,58,59,31,15,8,3,388,..,115,165,74,96,121,90,38,6,709,..,70,280,270,399,586,490,311,139,2535,115,115,111,73,59,45,30,16,8,577,7269,4550,4390,4310,4435,4388,3559,1892,531,35318,..,73,1791,2715,2846,2921,2327,1005,132,13806,..,468,1301,608,552,337,145,52,10,3464,..,110,526,786,819,496,220,174,108,3253,6604,..,..,..,..,..,..,..,..,6604,..,1790,..,..,..,..,..,..,..,1790,..,1455,596,140,109,88,20,0,0,2407,..,177,82,40,58,189,202,130,86,974,..,113,75,20,37,17,14,0,0,284
LGA16950,..,42,1254,2539,2771,4028,5052,3008,657,19343,..,416,1340,818,777,789,533,157,28,4858,..,13,69,222,297,203,130,65,47,1044,8118,..,..,..,..,..,..,..,..,8118,..,1637,..,..,..,..,..,..,..,1637,..,1858,968,415,333,204,35,0,0,3811,..,249,165,76,85,149,154,76,44,992,..,141,172,91,69,60,40,21,9,598,..,165,281,119,140,249,237,110,28,1332,..,139,408,409,778,1206,1352,913,367,5568,147,150,132,130,133,144,160,91,13,1108,8261,4802,4792,4818,5375,7034,7689,4436,1189,48408,..,79,1760,2814,3074,4410,4896,2244,309,19585,..,592,1384,875,809,769,447,124,16,5015,..,140,659,873,968,501,253,257,187,3834,7744,..,..,..,..,..,..,..,..,7744,..,1707,..,..,..,..,..,..,..,1707,..,1159,486,181,151,147,31,4,0,2161,..,174,80,35,73,193,253,195,157,1157,..,164,109,41,43,36,27,6,11,438
LGA17000,..,7,480,805,911,955,698,319,60,4241,..,119,354,233,201,114,53,19,0,1085,..,0,20,46,69,52,25,4,3,217,2450,..,..,..,..,..,..,..,..,2450,..,484,..,..,..,..,..,..,..,484,..,551,238,89,57,31,5,0,0,972,..,51,39,12,38,21,21,15,8,209,..,45,52,19,12,8,6,0,0,148,..,42,79,21,23,37,30,8,0,239,..,47,145,155,188,211,165,96,28,1027,28,38,31,20,21,22,9,12,0,185,2481,1392,1446,1397,1509,1455,1009,469,102,11252,..,26,612,923,1009,927,603,206,36,4339,..,176,411,198,198,103,42,8,0,1140,..,29,161,190,183,72,55,40,21,747,2337,..,..,..,..,..,..,..,..,2337,..,482,..,..,..,..,..,..,..,482,..,395,124,34,19,18,5,0,0,602,..,47,20,0,28,39,43,42,13,238,..,41,14,14,18,15,7,3,0,110
LGA17040,..,6,229,548,739,779,671,389,88,3440,..,70,333,194,194,154,93,26,0,1067,..,0,10,31,53,44,29,14,6,184,1703,..,..,..,..,..,..,..,..,1703,..,344,..,..,..,..,..,..,..,344,..,346,138,43,50,28,5,0,0,613,..,31,17,5,14,23,17,13,4,121,..,36,60,20,18,18,4,0,0,158,..,130,213,43,40,38,30,12,4,516,..,50,137,129,179,311,264,139,57,1264,24,49,43,31,28,24,31,13,0,253,1728,1061,1181,1034,1308,1426,1142,603,164,9656,..,13,321,641,783,792,582,300,32,3459,..,115,356,211,189,153,56,14,4,1095,..,18,76,126,162,64,36,32,24,537,1531,..,..,..,..,..,..,..,..,1531,..,352,..,..,..,..,..,..,..,352,..,216,60,14,13,12,3,0,0,324,..,27,8,7,9,22,26,23,18,142,..,42,42,8,13,8,0,0,0,114
LGA17080,..,5,197,349,422,562,549,331,66,2484,..,67,169,139,135,126,45,21,0,702,..,0,7,17,44,34,12,9,8,125,1243,..,..,..,..,..,..,..,..,1243,..,197,..,..,..,..,..,..,..,197,..,271,114,64,40,27,6,0,0,520,..,31,17,8,13,14,15,7,6,113,..,17,12,13,13,11,3,4,0,69,..,21,20,11,19,27,21,8,3,126,..,44,61,79,114,216,183,136,42,877,17,15,29,23,23,23,19,10,0,155,1257,672,626,702,816,1029,861,520,122,6606,..,10,264,432,469,581,524,237,28,2540,..,102,178,154,122,99,39,16,0,717,..,21,91,124,119,55,41,22,20,500,1241,..,..,..,..,..,..,..,..,1241,..,247,..,..,..,..,..,..,..,247,..,166,60,19,8,8,0,0,0,263,..,20,0,3,7,15,24,9,14,104,..,24,3,4,0,4,0,0,0,39
LGA17100,..,76,1530,2144,1437,1454,988,546,186,8366,..,138,689,249,101,68,34,5,5,1290,..,0,10,30,44,62,33,6,11,203,3262,..,..,..,..,..,..,..,..,3262,..,1191,..,..,..,..,..,..,..,1191,..,514,759,205,103,51,10,0,0,1642,..,293,308,60,41,63,41,33,19,849,..,230,404,74,48,33,15,6,0,805,..,773,1415,223,79,74,31,16,9,2618,..,103,477,284,174,206,170,110,56,1577,27,26,61,29,15,23,10,6,4,197,3284,3343,5654,3301,2038,2036,1332,732,281,22002,..,169,2080,2022,1478,1365,876,364,72,8420,..,197,712,206,79,68,25,3,0,1295,..,8,73,225,364,266,111,77,65,1195,3172,..,..,..,..,..,..,..,..,3172,..,1222,..,..,..,..,..,..,..,1222,..,429,526,137,76,42,12,0,0,1219,..,170,217,57,54,122,122,118,81,948,..,173,214,45,23,18,3,0,0,478
LGA17150,..,67,3474,9504,10249,9362,7897,4469,1199,46219,..,435,3308,1884,1461,1000,484,147,29,8748,..,0,39,251,653,470,168,117,90,1789,21114,..,..,..,..,..,..,..,..,21114,..,6389,..,..,..,..,..,..,..,6389,..,5368,3054,864,622,290,48,0,0,10247,..,310,317,144,123,215,207,128,104,1550,..,148,255,109,100,75,48,17,3,753,..,325,729,273,234,262,168,80,13,2091,..,216,921,950,1267,1559,1317,877,507,7610,219,230,234,161,148,99,94,38,17,1235,21331,13492,12335,14131,14855,13331,10429,5870,1965,107734,..,119,4799,10497,10669,9253,7231,3382,613,46566,..,779,3425,1866,1388,870,361,112,5,8811,..,40,479,1351,2209,1248,524,443,320,6612,19800,..,..,..,..,..,..,..,..,19800,..,7047,..,..,..,..,..,..,..,7047,..,3539,2226,439,319,209,64,0,0,6801,..,264,206,86,110,329,514,443,288,2250,..,149,196,58,68,49,29,17,7,570
LGA17200,..,88,4072,6439,3732,3024,2363,1240,314,21275,..,1392,10309,5239,2511,1480,626,173,22,21751,..,7,39,172,295,191,96,41,31,870,7503,..,..,..,..,..,..,..,..,7503,..,1605,..,..,..,..,..,..,..,1605,..,734,741,308,212,87,13,0,0,2098,..,614,724,196,101,89,87,37,21,1870,..,520,1355,368,94,56,23,7,5,2438,..,3650,7679,1932,791,511,318,101,16,14990,..,1371,5451,4639,3481,3023,1897,899,253,21014,125,535,747,372,256,205,121,43,10,2418,7628,10518,31122,19665,11466,8664,5558,2546,672,97837,..,156,5101,5945,3232,2735,2036,829,121,20149,..,1873,9688,3290,1297,722,309,71,7,17249,..,30,282,833,1150,804,330,199,115,3743,7136,..,..,..,..,..,..,..,..,7136,..,1712,..,..,..,..,..,..,..,1712,..,523,595,228,146,77,22,0,0,1591,..,691,774,223,115,220,220,129,81,2444,..,463,1160,319,85,30,17,14,7,2089
LGA17310,..,33,1014,1775,1914,1948,1939,1179,262,10064,..,376,885,486,403,298,165,49,11,2673,..,12,57,156,145,102,53,42,25,589,5998,..,..,..,..,..,..,..,..,5998,..,1089,..,..,..,..,..,..,..,1089,..,1118,458,190,157,82,15,0,0,2034,..,158,131,51,68,88,76,31,9,615,..,136,171,77,43,26,26,6,0,488,..,194,322,81,102,109,89,41,3,937,..,143,378,325,439,602,613,342,132,2968,151,102,89,80,67,46,54,19,8,625,6149,3360,3501,3228,3347,3300,3032,1714,458,28086,..,85,1365,1926,1961,2125,1792,881,120,10253,..,521,929,495,395,307,126,33,8,2807,..,144,584,657,538,294,127,122,91,2553,5529,..,..,..,..,..,..,..,..,5529,..,1105,..,..,..,..,..,..,..,1105,..,722,246,99,93,70,15,0,0,1241,..,128,57,26,59,138,153,97,55,711,..,108,101,21,19,17,8,6,0,278
LGA17350,..,5,81,155,184,233,266,150,43,1114,..,28,55,28,32,38,13,14,0,207,..,4,3,9,12,5,0,0,0,37,527,..,..,..,..,..,..,..,..,527,..,91,..,..,..,..,..,..,..,91,..,131,38,16,23,8,3,0,0,230,..,13,8,0,0,10,6,6,3,54,..,0,0,4,0,0,0,0,0,18,..,6,3,0,4,4,3,7,0,29,..,14,30,27,49,56,94,45,23,346,4,13,15,11,4,4,4,8,0,63,531,310,240,248,315,367,400,224,67,2705,..,8,103,178,195,248,257,121,18,1131,..,44,51,25,35,41,17,4,0,216,..,13,36,39,55,25,14,15,7,204,515,..,..,..,..,..,..,..,..,515,..,92,..,..,..,..,..,..,..,92,..,61,17,10,13,7,0,0,0,114,..,9,4,0,4,12,8,3,8,55,..,7,4,4,0,0,0,0,0,15
LGA17400,..,6,48,98,170,257,371,197,40,1182,..,22,55,40,48,46,45,11,5,275,..,0,9,8,12,4,8,4,0,54,429,..,..,..,..,..,..,..,..,429,..,76,..,..,..,..,..,..,..,76,..,82,41,24,22,6,0,0,0,181,..,18,10,3,4,13,9,8,3,58,..,11,5,3,3,4,0,0,0,22,..,16,13,0,7,25,23,0,0,88,..,12,25,37,64,144,168,65,28,533,5,7,7,7,7,4,18,5,0,62,433,238,206,218,341,507,648,292,69,2955,..,9,73,114,211,301,337,138,11,1193,..,29,55,52,52,48,42,8,0,279,..,16,32,62,48,33,19,14,16,236,436,..,..,..,..,..,..,..,..,436,..,98,..,..,..,..,..,..,..,98,..,57,26,4,11,9,0,0,0,105,..,16,4,4,0,12,12,4,3,60,..,9,0,3,0,0,0,0,0,14
LGA17420,..,55,3162,11646,10530,8251,6533,3315,595,44091,..,245,1185,812,706,456,224,68,4,3704,..,10,37,160,378,270,105,66,33,1054,20407,..,..,..,..,..,..,..,..,20407,..,7129,..,..,..,..,..,..,..,7129,..,4015,3168,797,397,136,10,0,0,8521,..,322,303,146,123,188,173,149,88,1492,..,167,261,122,90,72,38,14,0,760,..,239,379,138,121,91,106,33,7,1115,..,88,384,413,457,451,491,328,161,2776,111,155,118,90,75,64,57,28,4,705,20517,12423,9001,14319,12878,9973,7737,4002,897,91751,..,127,4765,12795,10520,7816,5865,2260,267,44410,..,372,1310,805,683,377,167,33,6,3756,..,56,268,1021,1467,846,373,237,126,4395,19172,..,..,..,..,..,..,..,..,19172,..,7237,..,..,..,..,..,..,..,7237,..,2742,2161,458,221,140,23,0,0,5747,..,290,235,91,117,458,731,498,310,2727,..,161,206,78,70,44,37,13,4,613
LGA17550,..,19,950,2555,2870,3233,3606,2365,679,16280,..,218,1032,923,786,733,474,165,28,4362,..,3,46,175,295,183,107,62,51,928,7705,..,..,..,..,..,..,..,..,7705,..,1640,..,..,..,..,..,..,..,1640,..,1735,831,406,313,190,34,0,0,3516,..,191,131,62,78,148,146,74,38,860,..,158,174,92,92,94,45,22,3,681,..,143,304,135,177,307,278,123,29,1507,..,81,234,308,576,969,1147,730,359,4396,88,136,114,99,91,116,111,38,17,804,7796,4336,3816,4759,5279,5975,5950,3583,1201,42693,..,44,1394,2993,3062,3471,3354,1842,342,16501,..,314,1237,945,753,695,399,121,19,4483,..,68,409,870,1047,549,300,259,222,3726,7169,..,..,..,..,..,..,..,..,7169,..,1851,..,..,..,..,..,..,..,1851,..,1186,474,180,134,175,56,0,0,2213,..,144,85,34,64,221,278,175,140,1145,..,186,132,63,59,80,32,17,6,568
LGA17620,..,7,206,411,460,531,483,257,71,2436,..,84,223,147,118,85,57,14,0,730,..,0,5,34,37,20,21,7,10,129,1285,..,..,..,..,..,..,..,..,1285,..,237,..,..,..,..,..,..,..,237,..,234,89,40,32,16,3,0,0,415,..,16,22,10,12,19,13,3,0,91,..,15,19,7,9,8,4,0,0,57,..,27,57,24,20,22,19,12,0,181,..,43,77,85,119,174,173,90,24,789,18,25,17,22,13,14,16,10,3,135,1301,691,721,781,818,884,783,394,107,6485,..,9,276,493,506,550,417,210,31,2492,..,116,239,140,106,92,47,4,0,748,..,17,75,100,88,45,28,25,23,394,1176,..,..,..,..,..,..,..,..,1176,..,271,..,..,..,..,..,..,..,271,..,146,41,13,21,24,4,0,0,248,..,19,4,0,8,20,16,18,20,99,..,20,17,3,3,3,4,0,4,52
LGA17640,..,0,112,230,302,420,388,175,42,1671,..,37,72,62,79,84,34,16,0,383,..,0,3,9,22,13,9,3,3,61,672,..,..,..,..,..,..,..,..,672,..,127,..,..,..,..,..,..,..,127,..,152,78,18,31,18,0,0,0,290,..,10,4,3,3,10,11,11,6,56,..,6,6,0,7,3,0,3,0,31,..,0,5,3,4,6,15,4,0,46,..,10,26,23,59,132,106,104,22,484,3,10,8,16,11,20,12,3,3,88,676,350,319,362,517,708,576,315,74,3900,..,8,164,255,327,435,322,137,19,1672,..,48,82,69,71,58,32,8,3,383,..,6,26,37,46,22,20,23,14,197,606,..,..,..,..,..,..,..,..,606,..,143,..,..,..,..,..,..,..,143,..,108,38,16,12,12,0,0,0,192,..,3,5,0,0,10,15,12,7,65,..,9,3,3,0,3,0,0,0,20
LGA17650,..,4,68,152,225,253,246,121,20,1090,..,18,71,50,55,41,20,5,0,264,..,0,4,9,7,19,9,0,4,57,487,..,..,..,..,..,..,..,..,487,..,103,..,..,..,..,..,..,..,103,..,106,36,17,12,9,4,0,0,179,..,8,14,3,3,8,9,3,0,50,..,4,4,10,3,0,4,0,0,24,..,5,10,4,3,11,11,6,0,50,..,12,21,24,37,66,78,49,5,281,5,14,10,8,5,7,9,5,0,52,492,271,228,269,359,414,388,194,32,2645,..,10,96,167,230,282,218,78,11,1097,..,30,83,54,61,35,25,0,0,284,..,3,34,43,45,25,10,14,8,187,482,..,..,..,..,..,..,..,..,482,..,128,..,..,..,..,..,..,..,128,..,73,34,10,5,4,0,0,0,130,..,14,10,0,4,12,16,14,6,71,..,13,4,0,0,0,0,0,0,24
LGA17750,..,52,1298,2214,2085,2050,1806,982,263,10751,..,421,1144,470,338,264,129,37,4,2815,..,11,53,123,161,101,43,22,20,527,6596,..,..,..,..,..,..,..,..,6596,..,1290,..,..,..,..,..,..,..,1290,..,1297,517,200,120,78,9,0,0,2217,..,154,120,54,41,55,60,38,15,545,..,106,137,36,23,20,15,0,0,341,..,316,440,150,87,82,59,20,5,1156,..,163,469,378,478,566,485,281,134,2946,78,111,122,56,47,47,37,18,10,526,6670,3930,4301,3676,3384,3264,2639,1392,452,29711,..,102,1681,2434,2139,2084,1622,750,145,10960,..,617,1145,469,347,251,103,25,4,2958,..,153,505,613,615,276,145,106,65,2476,6336,..,..,..,..,..,..,..,..,6336,..,1424,..,..,..,..,..,..,..,1424,..,809,295,83,63,56,12,0,0,1320,..,138,80,31,45,105,118,75,33,621,..,110,50,24,11,9,3,3,0,210
LGA17850,..,0,33,72,94,127,152,95,14,599,..,15,40,18,12,11,11,7,0,119,..,0,0,3,4,6,0,0,0,21,225,..,..,..,..,..,..,..,..,225,..,39,..,..,..,..,..,..,..,39,..,32,12,3,0,0,0,0,0,49,..,3,5,0,3,4,4,5,0,20,..,0,0,0,0,0,0,0,0,8,..,3,4,0,4,5,6,0,0,17,..,17,14,8,31,46,44,29,11,190,5,9,3,0,6,4,0,6,0,30,227,117,115,115,157,211,217,137,22,1321,..,0,54,73,113,147,133,75,5,603,..,23,45,19,13,19,10,3,0,123,..,0,11,14,13,6,7,4,3,49,218,..,..,..,..,..,..,..,..,218,..,40,..,..,..,..,..,..,..,40,..,18,12,6,4,0,0,0,0,36,..,0,0,4,0,0,3,3,0,15,..,0,0,0,0,0,0,0,0,5
LGA17900,..,0,67,64,87,123,120,56,9,537,..,17,55,36,38,37,18,8,0,217,..,0,4,4,13,7,7,7,0,43,326,..,..,..,..,..,..,..,..,326,..,39,..,..,..,..,..,..,..,39,..,53,40,18,13,7,3,0,0,126,..,23,8,0,0,12,12,0,3,62,..,4,9,4,4,4,4,0,0,32,..,11,6,0,4,12,20,7,5,70,..,9,23,24,42,100,109,52,7,377,15,7,11,6,19,10,14,8,0,91,335,161,218,163,215,321,320,139,27,1907,..,3,68,92,104,128,105,32,8,534,..,23,62,34,38,40,14,4,0,213,..,5,47,34,44,23,8,10,6,179,329,..,..,..,..,..,..,..,..,329,..,55,..,..,..,..,..,..,..,55,..,30,12,3,5,6,0,0,0,62,..,19,3,4,9,16,14,8,0,60,..,0,0,0,0,5,0,0,0,14
LGA17950,..,0,41,60,80,107,77,46,8,422,..,12,30,14,17,11,11,5,0,92,..,0,5,0,4,4,0,0,0,22,228,..,..,..,..,..,..,..,..,228,..,29,..,..,..,..,..,..,..,29,..,36,12,10,4,15,0,0,0,69,..,8,3,3,4,4,6,8,0,28,..,9,5,4,0,3,0,0,0,21,..,3,3,3,4,5,0,0,0,23,..,12,17,7,11,41,42,23,4,159,0,8,3,4,0,3,0,0,0,30,225,118,120,102,133,180,140,81,14,1110,..,0,46,76,82,97,71,33,8,417,..,17,27,16,10,19,4,0,0,96,..,11,19,11,12,7,6,9,0,73,216,..,..,..,..,..,..,..,..,216,..,35,..,..,..,..,..,..,..,35,..,16,4,6,4,4,0,0,0,36,..,6,5,0,4,0,5,4,0,25,..,3,6,0,3,0,0,0,0,11
LGA18020,..,5,106,157,220,329,357,233,45,1452,..,21,99,65,61,54,42,10,0,350,..,0,6,3,23,27,18,3,6,92,690,..,..,..,..,..,..,..,..,690,..,146,..,..,..,..,..,..,..,146,..,129,68,33,34,17,3,0,0,278,..,20,8,3,7,8,17,13,0,73,..,12,9,4,6,10,0,0,0,50,..,6,9,6,12,14,24,4,3,83,..,16,36,35,71,135,152,93,29,570,19,16,20,12,17,15,11,5,0,116,706,375,356,331,454,609,623,363,88,3907,..,5,127,198,271,346,343,160,20,1469,..,40,104,63,59,53,31,5,0,351,..,17,53,63,71,34,26,17,17,287,643,..,..,..,..,..,..,..,..,643,..,155,..,..,..,..,..,..,..,155,..,67,31,11,8,6,0,0,0,132,..,19,5,0,3,11,25,18,10,90,..,11,11,4,4,7,4,0,0,38
LGA18050,..,8,758,2391,2419,1669,1192,695,208,9341,..,111,2489,1316,631,346,182,64,12,5143,..,0,9,79,171,107,36,16,23,434,5192,..,..,..,..,..,..,..,..,5192,..,1541,..,..,..,..,..,..,..,1541,..,479,363,108,111,53,16,0,0,1129,..,60,139,34,28,38,39,22,16,381,..,26,267,52,19,18,5,4,0,405,..,314,1867,386,109,76,72,28,7,2860,..,95,789,840,580,488,436,249,117,3600,67,72,172,78,67,43,24,14,4,536,5259,2704,6857,5290,4134,2837,1994,1097,381,30560,..,16,1170,2661,2334,1492,1113,503,88,9380,..,241,2792,1087,501,244,134,30,0,5034,..,4,39,305,567,290,109,88,74,1490,4896,..,..,..,..,..,..,..,..,4896,..,1536,..,..,..,..,..,..,..,1536,..,343,290,82,58,48,13,0,0,830,..,96,101,26,25,48,69,71,52,496,..,63,225,35,20,13,4,3,0,361
LGA18100,..,0,32,79,90,161,158,95,26,644,..,14,38,27,28,24,23,10,0,163,..,0,0,5,6,5,4,3,0,30,265,..,..,..,..,..,..,..,..,265,..,62,..,..,..,..,..,..,..,62,..,53,29,14,11,15,0,0,0,120,..,7,3,0,4,8,6,0,5,34,..,4,0,0,9,0,0,0,0,14,..,5,6,4,3,11,12,0,0,38,..,6,21,25,38,52,70,56,21,282,6,8,0,4,7,4,6,0,0,32,264,151,137,165,194,274,276,168,52,1680,..,0,58,80,121,155,153,72,10,650,..,20,42,21,22,29,11,6,0,158,..,0,11,21,28,15,0,13,8,102,247,..,..,..,..,..,..,..,..,247,..,59,..,..,..,..,..,..,..,59,..,24,8,0,8,0,0,0,0,43,..,9,0,3,0,6,7,5,0,38,..,0,0,0,0,0,0,0,0,5
LGA18200,..,0,100,193,225,280,287,148,25,1252,..,30,93,53,45,54,29,12,0,324,..,0,4,11,21,27,3,6,3,72,648,..,..,..,..,..,..,..,..,648,..,114,..,..,..,..,..,..,..,114,..,132,53,27,21,9,0,0,0,241,..,20,8,9,10,12,8,3,6,77,..,12,15,8,4,6,3,0,0,44,..,4,7,8,8,13,6,4,0,45,..,8,24,30,58,95,87,46,15,361,15,12,13,0,11,3,10,0,0,72,667,343,315,332,403,499,436,219,45,3251,..,0,137,221,256,299,247,110,8,1288,..,47,99,53,62,57,17,0,0,338,..,6,34,41,41,17,8,13,3,171,583,..,..,..,..,..,..,..,..,583,..,118,..,..,..,..,..,..,..,118,..,81,30,4,4,3,0,0,0,128,..,14,4,3,10,12,9,7,3,70,..,11,3,4,6,0,0,0,0,25
LGA18250,..,19,1107,3983,3585,2650,2081,1154,377,14955,..,122,1019,570,393,276,134,59,11,2582,..,0,10,56,158,133,54,32,24,463,6948,..,..,..,..,..,..,..,..,6948,..,2449,..,..,..,..,..,..,..,2449,..,675,687,243,158,74,14,0,0,1858,..,157,136,53,61,69,47,42,20,585,..,86,181,70,48,32,14,4,4,431,..,243,544,213,117,97,82,23,6,1324,..,126,503,483,376,382,365,191,120,2550,58,78,72,64,49,41,38,17,7,424,7016,3957,4257,5742,4937,3751,2825,1519,574,34581,..,31,1601,4396,3617,2484,1941,820,176,15062,..,193,1082,541,359,206,110,25,5,2521,..,9,74,501,697,444,187,107,123,2143,6682,..,..,..,..,..,..,..,..,6682,..,2357,..,..,..,..,..,..,..,2357,..,515,511,174,137,86,25,0,0,1445,..,142,166,64,57,153,202,160,104,1049,..,85,177,82,46,18,18,7,0,427
LGA18350,..,20,783,1527,1849,2031,2273,1632,375,10493,..,121,480,321,400,353,265,111,13,2067,..,0,15,50,122,92,62,26,14,386,4198,..,..,..,..,..,..,..,..,4198,..,996,..,..,..,..,..,..,..,996,..,1039,466,182,164,65,8,0,0,1929,..,84,58,34,39,61,56,41,20,394,..,50,107,35,37,24,19,8,3,283,..,47,118,63,59,87,83,44,3,508,..,31,117,145,280,413,467,335,136,1931,50,59,66,45,41,49,51,26,9,390,4242,2440,2206,2413,3000,3178,3283,2224,574,23567,..,33,1043,1672,2045,2097,2319,1226,139,10575,..,183,493,342,377,317,218,59,6,2004,..,36,143,297,477,283,118,129,96,1574,4064,..,..,..,..,..,..,..,..,4064,..,1130,..,..,..,..,..,..,..,1130,..,618,268,93,72,77,16,0,0,1151,..,47,56,7,34,81,104,129,63,521,..,83,83,17,15,13,13,3,0,234
