SED_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED10071,556,2438,172,3164,415,2180,237,2842,883,4921,652,6462,1541,6211,649,8397,1084,4308,403,5792,549,3103,229,3874,285,1764,148,2199,77,632,47,756,15,146,21,181,5396,25709,2557,33661,638,2151,140,2925,558,1909,104,2565,1113,5655,303,7072,1806,6105,348,8255,1208,4426,199,5829,599,3164,180,3950,328,1811,141,2281,85,709,70,858,5,256,34,297,6352,26172,1507,34036,1192,4587,309,6091,977,4086,342,5407,1999,10574,960,13531,3346,12316,992,16657,2295,8732,597,11621,1151,6263,410,7821,617,3573,284,4479,157,1340,114,1617,18,407,50,475,11750,51887,4066,67699
SED10072,268,1692,184,2151,333,2608,249,3192,870,7321,715,8902,736,5043,482,6264,664,4137,347,5148,409,3382,294,4079,326,2652,261,3240,169,1540,220,1932,26,670,155,846,3799,29049,2908,35752,354,1536,141,2036,447,2557,241,3246,948,7088,690,8727,1013,4749,381,6149,769,4197,353,5311,500,3623,275,4401,419,2739,282,3432,193,1958,265,2415,49,978,238,1261,4685,29422,2872,36975,625,3235,331,4189,779,5169,491,6438,1819,14404,1401,17625,1748,9793,872,12405,1431,8333,695,10464,905,7008,569,8480,741,5388,544,6679,366,3500,487,4346,75,1645,387,2111,8485,58469,5774,72732
SED10073,565,1783,145,2494,696,3186,207,4089,1229,7338,482,9053,1221,5282,316,6816,1091,3891,241,5226,796,3489,222,4507,555,2340,170,3064,243,1396,113,1752,55,659,76,790,6451,29367,1975,37797,571,1624,127,2325,856,3259,223,4333,1477,7454,492,9428,1648,4905,266,6816,1440,3970,228,5643,989,3875,235,5101,650,2538,201,3388,335,1720,185,2246,100,1103,186,1388,8075,30456,2148,40676,1135,3411,270,4816,1550,6446,431,8425,2714,14794,981,18481,2870,10182,580,13637,2538,7865,466,10871,1789,7358,459,9606,1202,4884,369,6454,581,3118,299,3996,151,1767,264,2181,14527,59822,4120,78469
SED10074,403,1778,151,2328,366,1925,143,2436,805,5450,431,6692,1140,5324,410,6871,950,3718,268,4942,669,3199,219,4089,514,2534,176,3224,229,1356,155,1742,37,503,79,610,5116,25777,2042,32936,485,1497,129,2116,475,1613,121,2212,1034,5735,440,7209,1459,4627,326,6407,1166,3659,230,5054,755,3548,252,4553,670,2813,222,3699,291,1596,211,2100,47,865,108,1022,6382,25947,2051,34378,887,3273,281,4450,840,3538,273,4651,1839,11183,875,13899,2601,9944,735,13281,2114,7380,501,9996,1430,6740,476,8644,1188,5341,396,6924,513,2956,368,3840,84,1365,186,1637,11501,51726,4090,67319
SED10075,351,2253,207,2804,256,2054,120,2439,499,3804,241,4550,734,3985,279,4999,750,4153,291,5190,678,3785,272,4728,597,3092,317,4010,228,1635,277,2138,25,486,116,628,4118,25252,2117,31492,441,1994,171,2604,364,1958,119,2436,636,4012,207,4850,1072,3981,245,5303,889,4417,285,5595,810,4163,292,5260,795,3064,362,4228,319,1918,312,2547,28,770,154,952,5358,26274,2146,33771,789,4245,378,5411,619,4013,242,4874,1136,7816,448,9398,1810,7972,527,10300,1640,8571,574,10787,1490,7947,556,9994,1396,6164,679,8241,547,3553,591,4683,59,1259,269,1582,9480,51520,4269,65263
SED10076,224,1377,230,1826,166,1235,148,1543,376,2344,264,2988,599,2482,288,3370,708,3043,334,4075,1023,3747,408,5180,1133,3771,509,5413,485,1979,443,2904,65,672,218,952,4777,20643,2828,28249,292,1294,217,1797,172,1132,129,1433,518,2440,231,3190,900,2398,236,3537,948,3158,336,4436,1255,3922,402,5578,1396,3644,493,5529,572,2002,510,3081,104,886,349,1341,6143,20881,2901,29929,515,2665,449,3628,335,2363,273,2976,896,4780,495,6175,1497,4885,527,6907,1653,6197,665,8519,2277,7677,811,10766,2526,7417,1000,10940,1053,3981,955,5985,167,1559,563,2298,10925,41520,5736,58179
SED10077,560,1881,187,2631,664,3942,500,5102,1136,8987,901,11026,837,4819,441,6099,818,4072,341,5229,647,3428,264,4341,353,2202,177,2731,155,1449,137,1740,43,641,78,761,5207,31423,3032,39664,701,1934,174,2809,855,3513,331,4701,1283,8124,773,10183,1200,4490,403,6095,1168,4342,338,5850,760,3727,252,4731,460,2406,195,3064,223,1798,178,2198,52,1052,117,1222,6702,31382,2755,40840,1268,3811,366,5438,1513,7459,829,9807,2419,17108,1678,21205,2040,9314,839,12190,1989,8412,683,11076,1400,7154,512,9067,814,4607,373,5796,377,3240,311,3929,92,1692,193,1985,11911,62806,5786,80499
SED10078,420,1292,132,1842,468,2293,239,2999,1114,6378,704,8193,991,4802,479,6271,1011,3890,395,5292,584,3096,287,3974,337,2068,214,2626,117,1412,163,1694,26,567,66,665,5062,25806,2690,33560,371,1078,119,1577,661,2229,258,3151,1492,6330,671,8498,1514,4545,462,6517,1381,3852,346,5581,858,3147,276,4277,437,2212,187,2835,162,1710,167,2040,25,1058,125,1215,6899,26173,2615,35688,792,2375,255,3417,1132,4523,495,6147,2605,12708,1373,16685,2501,9343,948,12788,2392,7744,746,10877,1443,6244,563,8251,778,4286,403,5464,280,3121,335,3738,54,1631,192,1880,11966,51976,5301,69245
SED10079,297,1824,155,2285,238,1721,116,2075,350,2798,166,3310,649,2942,205,3795,748,3651,226,4624,697,3827,264,4785,772,3284,324,4384,369,1893,300,2563,54,559,160,767,4173,22507,1903,28582,354,1651,129,2138,266,1488,86,1844,481,2788,145,3419,999,2821,178,4007,950,3817,217,4981,911,3955,258,5127,952,3504,371,4831,441,2036,354,2828,75,815,272,1162,5433,22872,2018,30328,652,3475,286,4420,503,3211,198,3920,830,5580,307,6727,1650,5770,383,7796,1694,7465,446,9605,1606,7786,521,9908,1726,6790,699,9213,812,3930,649,5385,126,1376,428,1930,9607,45382,3923,58910
SED10080,191,822,262,1272,630,3651,1188,5475,2039,12227,2912,17177,1316,6724,1509,9554,955,4168,1039,6165,758,2986,700,4444,557,1985,460,2996,192,850,225,1265,30,308,117,459,6676,33719,8414,48808,279,880,228,1394,783,3858,883,5528,2262,11380,2221,15858,1285,5181,948,7407,955,2999,620,4576,808,2539,507,3856,607,1862,365,2829,227,845,244,1316,35,506,217,758,7237,30053,6228,43522,471,1706,493,2664,1415,7510,2078,11004,4301,23607,5130,33033,2604,11900,2458,16960,1910,7167,1659,10737,1567,5524,1202,8304,1160,3845,822,5827,421,1695,472,2583,69,810,333,1212,13920,63772,14642,92326
SED10081,439,1658,324,2414,297,1568,184,2050,694,3388,436,4513,969,2898,417,4287,1107,3234,409,4756,1044,3413,472,4920,988,2522,490,4005,435,1378,343,2163,67,468,123,657,6037,20524,3200,29767,529,1476,279,2284,355,1475,204,2035,968,3358,349,4678,1426,2789,331,4547,1358,3330,385,5079,1262,3412,457,5128,1249,2429,447,4126,623,1520,455,2601,112,890,244,1244,7889,20681,3158,31725,967,3128,601,4698,650,3044,383,4083,1664,6744,787,9192,2391,5689,751,8835,2467,6564,799,9829,2305,6818,930,10051,2237,4948,937,8132,1062,2902,799,4766,181,1355,367,1901,13924,41202,6361,61489
SED10082,555,1624,131,2309,289,1519,85,1896,487,2702,163,3350,898,3056,199,4146,1194,3337,246,4776,933,3464,249,4648,876,2918,226,4016,421,1550,233,2194,92,704,136,927,5728,20864,1669,28267,605,1551,143,2299,320,1325,68,1712,581,2742,172,3495,1340,3051,187,4581,1463,3570,215,5253,1139,3861,222,5219,1117,3039,285,4444,489,1939,348,2773,110,1090,260,1462,7163,22167,1901,31231,1156,3178,269,4606,612,2843,158,3608,1068,5441,335,6845,2235,6103,389,8730,2657,6906,462,10027,2066,7324,472,9862,1995,5958,511,8464,907,3484,580,4969,201,1789,396,2383,12892,43036,3568,59499
SED10083,335,1781,181,2289,263,1675,143,2085,487,3362,245,4091,765,3294,250,4301,783,3525,279,4595,706,3367,275,4354,655,2664,261,3585,278,1387,248,1914,52,648,187,883,4330,21695,2075,28099,342,1645,169,2161,340,1595,124,2053,661,3344,212,4220,1182,3152,236,4568,1069,3693,293,5055,903,3837,302,5047,845,2866,349,4053,390,1777,351,2514,63,1151,385,1609,5789,23060,2426,31282,678,3423,350,4456,604,3271,266,4134,1144,6708,462,8311,1943,6444,486,8876,1851,7215,577,9644,1613,7209,580,9398,1500,5526,613,7640,668,3164,599,4434,114,1800,569,2489,10121,44762,4502,59384
SED10084,309,1584,195,2082,187,1421,139,1743,418,2629,284,3324,706,3068,315,4089,831,3402,356,4587,850,3856,405,5117,829,3678,486,4988,385,2239,403,3021,76,938,245,1256,4588,22804,2814,30210,408,1425,182,2017,236,1247,114,1600,596,2774,250,3616,1098,3105,303,4512,1132,3677,345,5149,1167,4304,423,5901,1172,3592,490,5250,531,2486,528,3547,101,1324,392,1816,6434,23942,3030,33401,718,3008,374,4104,420,2671,248,3342,1013,5401,531,6945,1802,6174,621,8596,1958,7081,696,9735,2021,8161,829,11016,1999,7263,973,10238,909,4725,928,6567,174,2260,640,3070,11017,46749,5845,63611
SED10085,391,1790,277,2456,295,1637,199,2128,647,3276,455,4377,981,3121,469,4569,1169,3731,484,5379,1061,3563,471,5090,901,2514,382,3794,360,1204,265,1827,62,376,96,538,5864,21222,3091,30172,466,1534,302,2303,332,1433,141,1906,859,3200,325,4386,1486,2840,351,4677,1416,3479,416,5313,1286,3138,402,4826,1108,2106,368,3580,484,1244,312,2042,111,658,151,917,7548,19636,2771,29949,856,3328,583,4761,628,3069,339,4034,1508,6476,784,8767,2466,5965,823,9245,2582,7207,903,10693,2345,6702,870,9917,2010,4627,744,7381,844,2452,577,3872,173,1031,247,1452,13410,40851,5859,60124
SED10086,560,1094,165,1815,368,1467,216,2048,1114,5428,925,7463,1124,4459,628,6210,1118,3234,453,4804,828,2519,343,3687,657,2154,335,3145,255,1123,214,1595,86,539,105,738,6105,22016,3387,31506,661,967,145,1768,473,1644,247,2357,1498,6285,1054,8835,1525,4332,589,6445,1568,3023,448,5033,993,2739,388,4117,806,2396,377,3581,356,1412,285,2060,84,942,209,1237,7959,23734,3749,35438,1216,2057,314,3581,839,3106,465,4410,2612,11709,1978,16299,2650,8785,1215,12654,2685,6257,896,9837,1818,5257,736,7810,1463,4548,713,6725,616,2537,501,3651,170,1484,315,1968,14061,45749,7134,66945
SED10087,491,1901,304,2691,416,2095,210,2718,820,3667,367,4854,1055,3103,309,4465,1192,3084,379,4655,1050,3105,370,4524,848,2168,349,3364,353,1151,255,1766,57,478,120,654,6280,20748,2661,29690,533,1698,229,2459,606,2080,182,2864,1014,3785,295,5096,1354,2988,281,4615,1291,3173,326,4788,1174,3248,358,4783,1060,2104,318,3483,479,1399,311,2195,92,858,210,1159,7601,21325,2512,31444,1027,3592,530,5149,1024,4173,390,5583,1836,7449,663,9947,2411,6091,586,9083,2476,6257,710,9443,2220,6354,730,9306,1902,4271,669,6843,838,2556,567,3957,149,1335,332,1818,13885,42076,5175,61134
SED10088,495,1911,162,2563,313,1724,108,2142,561,3687,252,4502,1105,4426,277,5807,1318,4168,290,5775,784,3166,241,4188,546,2185,172,2906,291,1407,173,1871,82,558,105,738,5491,23224,1772,30490,569,1656,132,2356,377,1554,121,2055,709,3832,247,4781,1638,4292,255,6181,1630,4132,278,6051,807,3265,208,4278,696,2487,244,3428,391,1697,255,2342,88,980,266,1335,6913,23891,2009,32812,1060,3570,296,4920,690,3281,226,4196,1269,7521,498,9292,2745,8716,531,11992,2945,8301,576,11821,1594,6425,447,8467,1246,4667,419,6335,679,3102,429,4212,176,1536,369,2072,12400,47114,3789,63300
SED10089,406,2109,155,2676,663,3041,148,3854,818,4659,254,5726,891,3784,247,4924,788,3634,231,4646,700,3405,216,4319,634,2483,215,3336,228,1283,222,1730,53,517,183,748,5170,24917,1885,31967,553,1942,123,2623,832,2694,163,3697,907,4521,227,5653,1271,3658,214,5139,992,3777,189,4963,805,3633,203,4644,743,2599,248,3588,297,1734,370,2395,65,953,464,1478,6464,25518,2200,34182,952,4054,285,5291,1497,5738,317,7546,1724,9177,481,11381,2161,7447,462,10061,1779,7409,420,9609,1506,7042,418,8967,1382,5083,463,6929,523,3013,596,4127,113,1470,644,2234,11633,50431,4087,66150
SED10090,632,1400,107,2136,435,1690,137,2265,853,4943,405,6200,1329,5095,372,6795,1344,3870,287,5495,910,2908,240,4055,651,2166,197,3016,291,1066,99,1451,57,546,72,673,6496,23695,1902,32095,694,1270,105,2070,602,1828,165,2586,1140,5490,455,7094,1982,5191,376,7552,1929,3794,299,6015,1107,3361,246,4715,825,2444,215,3488,350,1405,156,1912,74,997,162,1236,8699,25782,2181,36659,1326,2668,207,4204,1031,3518,305,4852,1994,10436,867,13295,3316,10287,748,14349,3270,7662,583,11509,2017,6275,482,8773,1476,4613,412,6504,635,2476,253,3363,132,1541,233,1910,15195,49479,4085,68762
SED10091,375,1899,220,2500,244,1606,121,1967,478,3100,255,3834,847,3258,283,4389,966,3643,322,4928,830,3414,321,4561,840,2735,342,3913,414,1383,241,2040,55,431,116,603,5045,21463,2217,28730,596,1718,222,2540,344,1501,114,1951,671,3073,222,3960,1318,3176,254,4756,1271,3681,308,5260,1083,3547,341,4968,1093,2709,318,4124,471,1477,306,2250,74,700,219,998,6931,21577,2295,30806,973,3620,440,5035,581,3105,229,3924,1149,6175,473,7792,2172,6433,539,9144,2236,7321,631,10188,1910,6959,657,9531,1931,5446,660,8035,888,2862,546,4289,130,1137,333,1600,11974,43048,4512,59534
SED10092,470,1898,194,2563,650,3214,283,4145,879,5108,481,6465,817,3699,360,4881,846,3947,382,5174,718,3681,388,4790,621,2687,362,3675,228,1749,341,2316,40,647,132,822,5265,26630,2928,34825,525,1798,215,2534,882,2672,276,3826,1002,4581,406,5988,1025,3453,275,4754,944,3785,318,5046,834,3760,339,4931,710,2753,400,3858,333,2175,423,2928,58,1111,277,1437,6316,26088,2911,35306,992,3698,403,5095,1531,5884,561,7967,1872,9690,885,12454,1841,7152,632,9632,1791,7728,697,10217,1554,7439,724,9723,1332,5445,757,7535,566,3919,763,5245,94,1757,410,2265,11577,52715,5839,70133
SED10093,318,2009,220,2544,244,1904,147,2294,418,3428,299,4148,700,3528,275,4499,729,3827,335,4895,592,3455,345,4396,544,2735,396,3672,253,1582,361,2190,46,587,203,837,3846,23061,2583,29486,360,1930,209,2494,333,1852,153,2342,649,3592,234,4478,1054,3605,272,4927,917,3844,323,5085,782,3625,371,4778,705,2981,434,4114,283,1871,499,2656,59,933,374,1371,5141,24225,2873,32244,675,3935,427,5041,574,3756,303,4633,1069,7021,540,8624,1748,7137,547,9432,1651,7667,657,9983,1371,7082,719,9178,1247,5715,827,7786,533,3455,857,4849,108,1521,579,2202,8992,47288,5454,61729
SED19494,37,174,76,285,88,495,168,746,132,978,508,1615,100,676,495,1269,100,593,455,1148,89,583,315,986,73,470,176,719,13,96,48,162,0,22,8,32,620,4089,2247,6958,38,149,48,232,88,396,132,615,167,649,276,1091,92,349,191,629,107,361,182,646,124,468,147,732,70,316,93,477,13,66,38,120,0,33,11,48,688,2779,1121,4590,72,322,125,517,174,890,300,1358,297,1626,780,2703,194,1020,687,1900,206,960,636,1798,210,1048,457,1722,143,787,266,1196,27,165,87,282,0,54,27,78,1313,6866,3364,11545
SED19797,0,5,0,3,3,0,3,9,0,10,0,11,0,7,3,18,3,15,0,25,3,16,4,22,10,29,5,48,3,14,9,16,0,4,0,3,21,104,30,157,0,8,0,7,0,4,0,4,0,18,5,24,0,14,0,14,4,19,5,31,6,34,8,53,8,40,17,60,6,13,11,24,3,0,0,7,24,151,48,220,0,9,0,12,3,7,3,9,3,26,7,32,3,23,4,34,9,40,10,50,9,55,12,74,17,73,22,108,9,23,16,42,3,7,0,10,47,251,75,374
