SED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
SED10080,0,0,0,7,0,0,0,0,0,9,1227,1156,1792,8535,2636,2069,1356,561,206,19545,0,0,9,56,0,0,0,0,0,73,0,0,3,18,9,4,3,0,0,33,0,0,4,19,4,4,0,3,0,32,0,3,14,135,43,26,8,4,0,235,0,0,4,67,12,3,12,0,0,103,5,53,736,935,194,166,100,51,20,2261,0,0,0,17,7,9,8,9,0,54,0,0,0,37,11,15,15,8,0,85,14,50,219,1568,468,317,232,104,25,2995,0,0,5,43,13,10,6,4,0,78,6,4,110,453,36,8,12,3,0,639,0,3,43,167,47,27,50,22,3,360,0,0,0,19,8,16,11,11,6,73,5,9,92,213,60,61,19,13,3,469,17,8,118,744,54,27,19,0,0,1001,0,13,746,973,42,17,35,10,3,1836,0,0,4,115,15,4,8,0,0,159,0,0,3,16,7,3,6,0,0,28
SED10081,0,0,0,4,0,0,0,0,0,3,2469,4888,3904,7210,3955,4116,3212,1705,516,31978,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,3,0,0,21,0,0,0,0,4,0,0,0,0,4,0,3,12,38,16,16,7,0,0,90,0,0,0,0,5,0,0,6,0,8,0,0,0,5,0,0,0,0,0,3,0,9,12,50,75,107,132,74,14,482,0,3,0,14,4,0,0,0,0,23,0,4,0,0,3,0,0,0,0,4,0,0,3,4,5,13,12,18,5,61,0,0,0,0,0,0,0,3,0,12,0,0,0,10,0,4,0,0,0,11,3,11,7,105,10,8,3,3,0,139,0,0,0,0,0,0,7,0,0,10,0,0,0,9,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3
SED10082,0,0,0,0,0,0,0,0,0,0,1992,4389,3724,5957,3479,3423,2718,1359,593,27634,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,12,0,0,0,3,0,0,0,0,0,3,3,13,6,26,21,11,10,4,0,97,0,0,0,9,8,3,5,6,0,26,0,7,0,26,23,16,22,6,4,98,0,0,0,3,3,8,13,14,0,39,0,0,0,8,0,6,13,9,0,39,22,159,134,387,426,347,457,283,100,2317,0,0,0,7,6,3,0,0,0,23,0,0,0,3,9,5,7,3,0,35,0,3,7,10,15,18,51,18,13,143,0,0,0,0,0,12,7,9,0,35,0,0,5,8,11,11,0,7,0,36,4,3,10,47,13,11,5,13,7,107,0,3,0,9,3,3,0,3,3,27,0,0,0,7,0,3,0,0,0,9,0,0,0,5,0,0,0,0,0,5
SED10083,0,0,0,0,0,0,0,0,0,4,2104,4465,3933,6869,3454,3300,2437,1240,612,28415,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,12,16,11,0,3,3,50,0,0,0,0,10,3,8,3,0,27,0,7,16,34,20,13,13,3,0,114,0,0,0,0,3,7,10,5,0,34,0,0,0,9,3,11,13,6,0,40,7,43,65,219,281,260,332,199,60,1477,0,0,0,18,9,5,0,3,0,37,0,0,0,8,10,3,8,3,0,29,0,3,0,4,10,11,34,19,9,98,0,0,3,0,6,11,18,14,4,50,0,5,5,3,0,3,0,4,0,20,0,10,9,81,12,11,9,3,0,135,0,0,6,12,3,3,3,0,0,30,0,0,0,9,0,0,4,0,0,13,0,0,0,3,4,0,3,0,0,12
SED10084,0,0,0,0,0,0,0,0,0,0,1957,3880,3358,5769,3456,3851,3411,1854,798,28333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,18,14,11,0,8,0,65,0,0,0,4,4,0,0,0,0,6,0,4,20,30,12,11,7,4,0,84,0,0,0,0,3,3,5,6,0,14,0,0,0,5,0,5,3,3,3,18,4,48,56,182,255,280,465,424,166,1880,0,3,0,10,6,3,3,3,3,26,0,6,3,19,4,4,0,8,3,36,0,5,0,12,16,22,68,35,8,160,0,0,0,0,5,3,0,8,3,18,0,0,0,8,4,3,4,0,0,18,0,9,11,73,13,11,15,4,0,132,5,0,3,0,0,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED10085,0,0,3,7,0,0,0,0,0,6,2361,4878,4135,7448,4429,4150,2928,1422,427,32180,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,4,10,9,4,3,0,0,29,0,0,0,3,0,0,0,0,0,3,0,3,5,37,14,5,8,0,0,70,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,10,25,86,126,128,197,83,19,685,0,0,0,16,3,3,0,0,0,25,0,0,3,3,3,3,7,0,0,12,0,0,0,6,11,17,24,9,0,72,0,0,0,0,0,3,0,3,0,3,0,0,0,9,3,3,0,0,0,20,7,5,5,52,10,9,12,0,0,92,0,0,3,3,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3
SED10086,0,0,0,0,0,0,0,0,0,0,1970,3414,2564,6095,2311,1792,1303,635,269,20356,0,0,0,13,3,0,0,0,0,19,0,0,0,6,0,4,0,0,0,12,0,0,3,0,0,0,0,0,0,7,4,6,10,108,21,13,9,6,0,174,0,0,14,120,9,3,4,0,0,153,14,36,55,93,61,54,44,23,8,383,0,0,0,5,4,3,3,5,3,25,0,0,0,10,7,25,27,23,7,96,22,140,159,1335,415,229,198,122,35,2656,0,0,4,11,5,6,9,3,0,36,0,7,37,244,39,17,22,6,3,375,0,3,8,114,47,19,46,23,33,292,0,0,3,8,7,11,24,24,21,106,4,48,39,37,27,25,16,7,3,208,4,4,3,57,26,24,35,25,10,191,0,4,6,22,13,11,19,0,0,84,0,0,3,28,22,9,13,3,0,76,0,0,0,8,0,4,14,10,3,37
SED10087,0,0,12,36,9,0,0,0,0,59,2486,4672,4755,7354,3769,3750,2696,1369,494,31329,0,4,0,36,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,5,10,11,4,3,0,0,32,0,0,0,3,3,3,7,0,0,11,4,11,20,78,17,7,8,0,0,145,0,0,0,0,4,0,3,4,0,11,0,12,4,16,14,5,0,0,0,55,0,19,24,70,90,113,96,67,27,510,0,0,6,13,3,0,3,0,0,25,0,4,0,7,5,3,0,0,0,20,0,0,0,3,14,14,33,16,6,85,0,0,0,0,0,4,6,3,0,16,0,0,3,14,5,5,0,0,0,33,10,39,19,228,42,9,6,0,0,352,0,0,0,0,0,0,0,4,0,11,0,14,4,25,0,8,0,0,0,50,0,0,0,13,0,0,0,0,0,22
SED10088,0,0,3,10,0,4,3,0,0,13,2396,4801,3607,5944,3244,2320,1477,985,419,25197,0,0,0,19,9,0,0,0,0,30,0,0,5,17,13,13,6,0,0,59,3,0,0,3,6,0,0,0,0,7,3,8,6,50,30,17,8,4,4,130,0,0,3,12,10,6,5,3,0,45,5,34,155,299,186,143,60,44,19,932,0,0,0,18,19,35,33,23,0,132,0,0,0,6,3,12,14,10,9,65,21,175,147,662,631,348,333,173,56,2545,0,3,3,17,9,5,8,7,0,49,0,32,14,73,37,14,3,3,0,174,0,16,11,68,50,22,39,32,4,233,0,0,0,5,6,7,23,6,3,51,0,8,16,46,30,49,24,11,0,176,16,34,67,282,59,41,14,9,3,536,0,8,17,31,23,19,7,7,3,118,0,3,11,62,30,32,28,4,5,175,0,0,0,3,3,4,0,0,0,7
SED10089,16,16,17,51,3,4,0,0,0,110,2517,4416,5311,8172,3756,3520,2538,1245,532,32014,4,0,10,49,0,7,0,0,0,67,0,0,0,12,7,11,6,4,0,42,0,0,4,10,0,0,0,0,0,14,0,6,6,17,16,6,6,0,0,58,0,0,0,8,4,3,3,0,0,19,9,4,254,275,45,13,15,3,3,635,0,0,0,7,17,13,11,16,3,62,0,3,3,12,0,3,3,0,0,20,9,43,40,134,136,135,133,66,34,729,0,3,3,18,8,3,0,0,0,36,0,0,0,7,0,3,0,0,0,17,0,0,3,12,14,11,76,15,11,145,0,0,0,0,3,16,19,9,3,55,0,0,58,24,3,10,8,0,0,97,5,44,51,259,40,16,19,5,0,449,0,0,8,28,4,3,3,0,0,38,0,3,17,68,3,3,0,0,0,97,5,14,3,19,6,0,0,0,0,47
SED10090,0,0,0,3,3,3,0,0,0,5,2483,4100,2758,5643,2629,1899,1323,609,310,21749,0,0,3,15,8,3,0,0,0,37,0,0,0,0,0,0,3,3,0,12,0,0,4,10,0,7,0,0,0,17,6,22,6,67,25,20,13,3,0,163,0,6,0,7,14,3,3,0,0,34,42,167,510,1154,430,324,247,121,41,3033,0,0,0,7,19,17,35,36,5,123,3,0,0,8,13,14,26,15,15,98,35,150,86,645,437,299,251,98,31,2024,0,0,0,21,25,9,3,3,0,57,4,10,12,80,27,10,12,4,0,163,0,8,4,46,22,15,34,18,3,146,0,0,0,3,7,5,24,27,14,84,18,49,105,419,149,169,98,41,13,1056,26,75,35,593,73,49,25,14,3,899,3,8,39,146,29,35,16,8,4,293,0,5,16,117,33,35,31,11,7,263,0,0,0,3,4,3,3,0,5,24
SED10091,0,0,0,0,0,0,0,0,0,0,2227,5055,4128,6846,3715,3291,2440,1222,385,29310,0,0,0,8,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,3,5,0,0,0,0,8,0,3,8,16,6,8,3,3,0,48,0,0,0,7,11,6,0,0,0,33,0,0,3,21,20,8,12,6,0,74,0,0,0,7,10,19,12,5,3,56,0,0,0,4,3,3,11,5,0,28,7,20,36,163,325,341,442,270,69,1671,0,3,0,10,7,0,3,0,0,26,0,0,3,5,10,3,5,0,0,32,0,0,0,12,15,26,60,28,7,144,0,0,0,4,8,11,23,17,3,66,0,3,0,8,6,3,4,0,0,24,4,9,11,51,9,6,13,10,0,110,0,0,0,3,0,0,3,6,0,15,0,0,0,3,3,0,0,3,0,12,0,0,0,3,0,4,4,0,0,14
SED10092,0,0,4,0,0,0,0,0,0,5,1996,3750,4929,7724,3261,2795,1639,882,329,27318,0,0,12,16,0,0,0,0,0,31,0,0,12,21,24,15,14,7,0,83,0,0,0,3,0,0,0,0,0,9,0,0,3,37,8,6,4,0,4,58,0,0,0,22,23,19,30,12,3,114,4,9,465,549,27,30,12,9,5,1107,0,0,10,40,43,38,58,80,12,278,0,0,3,17,4,8,12,5,0,50,10,32,38,131,272,278,277,160,53,1248,0,0,4,17,4,0,4,0,0,36,0,0,13,9,8,7,9,3,0,42,0,0,4,22,12,44,67,38,14,201,0,4,3,3,14,32,58,62,26,198,0,0,22,23,4,5,7,0,0,68,3,35,136,260,30,26,10,8,0,505,0,3,14,30,4,12,3,0,0,62,3,6,15,98,11,7,0,0,0,141,7,26,19,72,13,0,6,0,0,143
SED10093,0,0,0,0,0,0,0,0,0,3,2346,5023,4356,7111,3713,3192,2418,1318,526,30009,0,0,0,6,0,0,0,0,0,10,0,0,0,3,3,0,3,0,0,15,0,0,0,11,3,0,0,0,0,11,0,0,3,11,3,5,3,5,0,37,0,0,0,6,11,6,8,3,0,42,0,8,6,32,16,22,22,0,0,106,0,0,0,0,3,3,11,5,4,30,0,0,0,7,0,7,9,7,0,33,3,37,31,145,259,260,280,235,81,1337,0,0,3,14,8,7,4,3,0,40,0,0,0,0,3,3,5,0,0,17,0,0,0,12,8,15,34,19,7,96,0,0,0,0,0,10,12,6,0,28,0,0,0,5,3,5,5,0,0,16,5,17,12,117,24,10,5,5,0,193,0,5,0,9,6,6,3,7,3,41,0,0,0,5,4,3,0,0,0,16,0,0,4,0,7,0,0,0,0,10
SED19494,0,0,3,3,0,0,0,0,0,7,144,145,542,1602,714,615,433,91,20,4304,0,0,0,10,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,0,0,9,0,3,0,0,0,12,0,3,57,38,5,12,0,0,0,111,0,0,0,3,3,4,0,0,0,7,0,0,0,7,0,3,0,0,0,16,3,0,56,61,38,42,54,14,4,277,0,0,0,9,3,3,0,0,0,14,0,3,9,21,3,0,0,0,0,36,0,0,14,13,3,3,6,3,0,50,0,0,0,0,0,3,3,0,0,10,0,0,4,6,3,0,0,0,0,18,3,0,15,62,0,3,0,0,0,94,0,0,4,6,0,4,4,0,0,19,0,0,0,15,0,0,0,0,0,14,0,3,0,8,4,0,0,0,0,21
SED19797,0,0,0,0,0,0,0,0,0,0,8,7,11,18,19,13,16,8,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
