SED_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
SED10061,33552,..,..,..,..,33552,..,51,0,50,0,50,..,153,34,184,0,186,..,25,4,31,0,31,..,36,15,51,0,52,..,103,65,170,4,175,..,17,8,25,0,25,..,155,87,244,3,245,..,4,0,4,0,4,..,22,0,22,0,21,..,44,0,49,0,50,..,87,7,89,0,89,..,29,5,37,0,37,..,29,0,38,0,38,..,47,0,47,0,47,..,35,0,39,0,39,..,17,3,26,0,26,..,23,0,24,0,24,..,82,4,86,0,90,..,243,15,254,0,258,..,40,5,44,0,51,..,19,0,20,0,20,..,10,6,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,6,0,9,0,9,..,10,0,13,0,13,..,3,0,3,0,3,..,18,0,13,0,13,..,40,0,41,3,44,..,21,0,21,0,21,..,71,3,75,6,74,..,14
SED10062,20614,..,..,..,..,20614,..,13,0,13,0,13,..,1143,98,1240,14,1255,..,3,0,3,0,3,..,1958,670,2628,12,2639,..,2209,899,3114,19,3130,..,106,42,150,0,150,..,4277,1616,5893,33,5922,..,338,48,384,3,392,..,20,0,20,3,23,..,61,0,66,0,66,..,70,0,70,0,67,..,1704,152,1856,17,1876,..,157,6,160,0,160,..,205,3,206,0,206,..,52,4,55,0,55,..,25,0,27,0,27,..,102,4,106,0,107,..,827,37,863,3,868,..,1359,51,1413,3,1416,..,420,39,457,4,468,..,62,13,78,0,79,..,84,28,113,3,113,..,733,87,821,12,832,..,19,0,19,0,25,..,31,3,34,0,34,..,40,4,43,0,43,..,57,11,67,0,67,..,55,3,58,0,58,..,73,16,91,3,89,..,110,5,110,0,110,..,263,24,284,0,285,..,181,6,193,0,193,..,14
SED10063,33902,..,..,..,..,33902,..,67,0,67,0,67,..,62,4,69,0,69,..,29,3,32,0,32,..,45,25,78,3,74,..,62,19,88,0,88,..,5,3,10,0,10,..,121,48,165,3,169,..,17,4,21,3,25,..,16,0,16,0,16,..,17,0,19,0,19,..,49,0,53,0,53,..,36,4,38,0,42,..,13,0,13,0,13,..,36,3,33,0,33,..,42,8,45,0,45,..,3,0,3,0,3,..,21,0,21,0,21,..,66,7,74,0,74,..,185,15,197,0,197,..,86,9,100,0,98,..,9,0,10,0,10,..,23,16,36,0,36,..,3,0,3,0,3,..,5,0,5,0,5,..,16,0,20,0,21,..,8,0,8,0,8,..,37,4,42,0,42,..,8,0,8,0,8,..,4,0,7,0,7,..,33,0,33,0,33,..,15,0,18,0,18,..,41,0,41,3,47,..,10
SED10064,31833,..,..,..,..,31833,..,11,0,11,0,11,..,22,0,22,0,22,..,37,4,44,3,45,..,10,9,21,3,19,..,25,19,42,0,42,..,3,0,4,0,4,..,40,28,67,3,67,..,3,0,4,0,4,..,32,0,34,0,34,..,40,3,43,0,43,..,77,0,76,3,83,..,9,0,9,3,14,..,7,0,10,0,10,..,8,0,11,0,11,..,15,0,18,0,18,..,6,0,10,0,10,..,6,0,6,0,6,..,5,0,5,0,5,..,48,6,58,0,58,..,32,3,30,0,30,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,5,3,8,0,8,..,3,0,3,0,3,..,5,0,7,0,7,..,3,0,3,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,16,0,16,0,16,..,13,0,13,0,13,..,6
SED10065,19833,..,..,..,..,19833,..,26,0,26,0,24,..,1965,302,2262,13,2279,..,3,0,3,0,3,..,2233,713,2951,23,2969,..,3478,1473,4947,28,4972,..,132,62,193,0,193,..,5839,2253,8090,45,8136,..,82,12,100,0,100,..,38,0,43,0,43,..,94,8,100,0,100,..,95,3,100,0,99,..,294,50,344,5,351,..,446,25,469,7,472,..,2393,87,2482,16,2499,..,970,62,1031,7,1033,..,267,8,272,0,273,..,431,32,464,6,468,..,2124,156,2279,15,2290,..,6632,365,6989,56,7042,..,255,31,277,0,277,..,81,21,96,0,96,..,1492,701,2197,10,2210,..,13,0,16,0,21,..,22,0,24,0,24,..,689,258,945,4,949,..,103,17,124,3,126,..,136,11,147,0,147,..,60,13,75,0,75,..,120,16,141,0,142,..,203,13,219,0,219,..,250,23,275,3,276,..,379,8,390,3,393,..,44
SED10066,31974,..,..,..,..,31974,..,13,4,17,0,16,..,248,26,274,0,277,..,12,0,12,0,12,..,80,42,122,0,122,..,217,52,265,3,268,..,17,8,21,0,21,..,316,97,412,3,413,..,76,8,79,0,79,..,46,3,49,0,50,..,58,4,64,0,65,..,75,3,78,3,82,..,164,13,180,0,179,..,64,0,65,0,65,..,156,4,160,3,163,..,235,30,260,0,264,..,75,4,81,0,81,..,99,12,104,0,106,..,165,13,182,4,187,..,790,59,846,9,856,..,143,15,158,3,158,..,28,0,25,0,25,..,32,19,43,0,43,..,27,8,27,0,27,..,84,4,87,3,90,..,69,14,90,0,90,..,70,5,78,0,80,..,35,10,45,0,45,..,100,4,104,7,106,..,73,14,84,0,84,..,75,0,82,0,78,..,19,3,26,0,26,..,162,3,165,3,167,..,23
SED10067,30420,..,..,..,..,30420,..,62,0,63,0,63,..,46,0,45,0,45,..,0,0,0,0,0,..,37,5,45,0,47,..,110,21,136,0,136,..,4,3,4,0,4,..,160,34,186,0,192,..,97,10,115,0,112,..,130,4,133,4,134,..,164,3,163,0,166,..,293,0,293,7,292,..,51,0,51,0,51,..,12,0,12,0,12,..,32,0,32,0,32,..,51,7,53,0,53,..,0,0,0,0,0,..,9,0,9,0,9,..,40,0,40,0,41,..,134,7,143,0,140,..,210,14,228,0,228,..,48,4,53,0,56,..,27,10,33,0,33,..,4,3,8,0,8,..,8,0,8,0,8,..,37,4,41,0,42,..,43,0,41,0,41,..,53,9,61,0,61,..,3,0,3,0,3,..,122,22,145,0,145,..,28,0,27,0,27,..,28,0,28,0,28,..,22,0,27,0,27,..,4
SED10068,31932,..,..,..,..,31932,..,29,0,29,0,29,..,31,0,31,0,31,..,4,0,4,0,4,..,28,16,38,6,45,..,42,17,64,3,63,..,12,0,12,0,12,..,75,33,113,10,119,..,10,3,12,0,12,..,55,0,55,0,58,..,63,0,69,0,69,..,76,0,73,0,79,..,28,3,30,0,30,..,4,0,4,0,4,..,24,0,24,0,24,..,8,0,12,0,12,..,4,0,4,0,4,..,3,0,3,0,3,..,32,3,34,0,34,..,80,4,81,0,83,..,51,4,55,3,59,..,26,0,26,0,26,..,8,5,11,0,11,..,3,0,3,0,3,..,6,0,6,0,6,..,8,0,8,0,8,..,8,0,8,0,8,..,9,0,6,0,6,..,3,0,3,0,3,..,7,0,9,0,9,..,17,0,21,0,21,..,4,0,4,0,4,..,14,0,12,0,12,..,0
SED10069,31560,..,..,..,..,31560,..,38,0,39,3,41,..,31,0,31,3,31,..,12,0,16,0,16,..,31,5,35,0,36,..,36,19,56,3,57,..,3,3,3,0,3,..,71,23,99,3,97,..,44,3,50,0,51,..,42,0,48,0,48,..,51,3,58,0,58,..,83,3,89,0,87,..,73,0,72,3,74,..,8,0,8,0,8,..,14,0,14,0,14,..,20,0,18,0,18,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,62,0,60,0,60,..,95,0,98,3,100,..,15,3,20,0,20,..,17,7,24,0,24,..,16,0,17,0,17,..,19,0,19,0,18,..,3,0,5,0,5,..,18,0,22,0,22,..,10,0,13,0,13,..,10,3,16,0,16,..,8,0,8,0,8,..,16,0,16,0,16,..,3,0,3,0,3,..,27,0,24,0,24,..,7
SED10070,17099,..,..,..,..,17099,..,13,0,13,0,13,..,2345,380,2726,30,2760,..,0,0,0,0,0,..,445,167,617,0,621,..,497,189,684,3,689,..,114,40,158,0,158,..,1058,405,1461,8,1465,..,405,70,474,4,480,..,8,0,8,0,8,..,78,4,81,0,83,..,74,7,86,0,88,..,423,57,474,3,477,..,140,3,144,0,144,..,1171,37,1210,12,1226,..,531,44,572,4,580,..,93,4,97,0,97,..,114,8,124,0,121,..,1243,94,1333,10,1346,..,3299,192,3485,23,3510,..,898,145,1045,5,1055,..,11,4,12,0,12,..,96,55,157,4,157,..,130,28,153,0,154,..,522,47,575,8,578,..,171,53,222,6,231,..,93,8,106,0,104,..,36,7,45,0,45,..,114,3,115,5,120,..,182,30,215,0,215,..,220,10,228,0,228,..,82,9,94,0,93,..,430,6,436,4,443,..,30
SED10071,25478,..,..,..,..,25478,..,99,0,99,0,99,..,591,34,622,3,629,..,0,0,0,0,0,..,441,111,554,3,558,..,575,188,765,3,775,..,32,10,38,0,38,..,1048,311,1360,11,1370,..,122,3,124,0,124,..,32,0,32,0,32,..,101,0,100,0,100,..,56,0,56,0,56,..,174,11,184,3,184,..,426,13,439,0,441,..,1998,69,2062,16,2079,..,2243,182,2429,18,2446,..,578,14,592,0,593,..,509,17,531,0,535,..,1142,58,1199,11,1210,..,6890,359,7251,54,7301,..,237,27,262,0,262,..,31,3,35,0,35,..,207,89,295,0,294,..,28,0,28,0,28,..,268,23,292,3,296,..,373,43,416,0,419,..,108,9,117,3,119,..,99,13,108,3,106,..,72,7,74,3,79,..,58,3,67,3,67,..,586,9,594,4,599,..,277,19,300,5,302,..,972,9,980,10,991,..,45
SED10072,17268,..,..,..,..,17268,..,10,0,10,0,10,..,2771,255,3028,31,3064,..,5,0,5,0,5,..,984,325,1307,12,1316,..,1961,564,2526,13,2538,..,128,46,177,3,179,..,3069,942,4004,25,4030,..,161,14,174,0,178,..,11,0,11,0,15,..,123,4,131,0,129,..,82,6,82,3,87,..,3110,422,3531,23,3555,..,895,43,945,5,950,..,430,17,450,0,452,..,63,6,67,0,67,..,19,0,19,0,22,..,137,6,140,0,139,..,1696,71,1761,19,1782,..,3243,144,3382,22,3409,..,612,77,693,13,702,..,108,26,131,4,136,..,92,31,124,0,127,..,1298,247,1546,15,1564,..,95,4,103,0,103,..,99,7,103,0,104,..,119,5,125,0,125,..,231,28,257,0,259,..,37,0,35,0,35,..,250,36,281,4,287,..,182,9,184,0,184,..,314,41,352,0,356,..,353,14,370,3,372,..,50
SED10073,19744,..,..,..,..,19744,..,42,3,46,0,46,..,711,78,794,10,799,..,0,0,0,0,0,..,2814,716,3534,16,3547,..,4945,1517,6465,27,6498,..,248,78,323,5,328,..,8009,2310,10320,53,10366,..,124,20,136,3,145,..,28,0,28,0,28,..,138,3,144,3,142,..,118,4,121,0,121,..,274,29,302,3,310,..,245,14,252,3,261,..,807,21,834,0,834,..,198,19,214,0,214,..,213,4,221,0,221,..,211,4,215,0,216,..,492,16,508,4,511,..,2169,75,2242,11,2258,..,746,80,829,10,838,..,235,52,283,0,284,..,1791,751,2536,22,2565,..,53,3,53,0,55,..,24,0,27,0,27,..,444,83,532,3,533,..,106,6,114,0,114,..,155,17,170,0,170,..,5,0,5,0,5,..,93,8,99,0,97,..,246,4,249,3,258,..,465,25,492,0,492,..,373,7,383,5,382,..,57
SED10074,23270,..,..,..,..,23270,..,38,0,37,0,39,..,1043,128,1170,13,1188,..,0,0,0,0,0,..,617,229,843,4,848,..,854,342,1196,3,1198,..,65,12,76,0,83,..,1537,582,2119,7,2130,..,131,16,150,0,150,..,21,3,24,0,25,..,106,4,108,3,116,..,72,5,73,3,78,..,242,42,283,4,286,..,314,12,328,3,325,..,1366,37,1408,9,1416,..,808,66,874,6,886,..,231,12,242,3,245,..,294,22,316,3,320,..,1460,82,1544,7,1550,..,4467,237,4707,37,4741,..,306,34,336,3,345,..,26,0,27,0,27,..,422,152,577,8,584,..,20,4,21,0,21,..,139,15,157,3,160,..,293,66,358,0,361,..,109,7,115,3,119,..,86,13,100,4,99,..,67,3,70,0,72,..,87,5,92,0,92,..,194,5,202,0,201,..,142,14,154,3,156,..,333,10,346,3,350,..,23
SED10075,33724,..,..,..,..,33724,..,29,0,29,4,28,..,101,20,121,0,121,..,10,0,10,0,10,..,46,15,63,0,63,..,101,17,122,3,125,..,5,3,6,0,6,..,156,39,194,3,198,..,109,8,119,0,119,..,41,0,41,3,44,..,28,3,28,0,28,..,131,6,136,5,144,..,171,19,186,3,191,..,18,0,18,0,18,..,26,0,33,0,33,..,10,3,18,3,14,..,16,0,16,0,16,..,27,0,24,0,24,..,8,0,7,0,7,..,110,6,111,3,115,..,333,36,375,8,379,..,20,0,20,0,20,..,15,15,29,0,34,..,792,110,902,12,915,..,96,8,108,4,111,..,14,3,17,0,15,..,48,6,56,0,56,..,10,3,14,0,14,..,10,0,10,0,10,..,159,21,182,0,182,..,22,0,22,0,25,..,12,0,15,0,15,..,42,0,47,0,47,..,19
SED10076,30302,..,..,..,..,30302,..,14,0,14,0,14,..,22,6,32,0,32,..,9,0,16,0,12,..,29,17,41,0,41,..,41,14,54,0,58,..,6,0,6,0,6,..,69,29,100,0,97,..,61,12,76,0,74,..,38,0,38,0,38,..,37,8,39,0,40,..,86,3,90,0,91,..,109,12,120,0,122,..,7,0,9,0,9,..,19,0,19,0,21,..,22,0,20,0,18,..,8,0,8,0,8,..,0,0,0,0,0,..,18,0,18,0,18,..,79,3,78,4,77,..,144,17,160,3,164,..,12,0,13,0,13,..,4,3,8,0,8,..,14,3,21,0,21,..,41,0,41,0,41,..,4,0,4,0,6,..,26,0,26,0,28,..,10,0,10,0,10,..,4,0,6,0,6,..,16,0,15,3,23,..,0,0,0,0,0,..,22,0,22,0,22,..,20,0,24,0,24,..,11
SED10077,15713,..,..,..,..,15713,..,6,0,6,0,6,..,1499,131,1638,14,1649,..,3,0,3,0,3,..,2331,799,3135,21,3150,..,4334,1701,6034,24,6063,..,297,110,405,0,408,..,6963,2614,9575,49,9623,..,198,19,222,3,225,..,22,0,22,0,22,..,100,6,105,3,106,..,57,0,57,3,58,..,743,133,875,8,884,..,248,6,258,3,261,..,1201,29,1226,10,1238,..,229,8,239,0,242,..,67,0,69,0,69,..,336,14,344,4,354,..,1993,75,2065,14,2076,..,4072,135,4206,33,4235,..,1202,233,1432,11,1442,..,92,17,110,0,112,..,1748,1137,2889,29,2916,..,31,7,33,0,37,..,18,3,18,0,18,..,63,14,82,0,82,..,99,15,119,0,119,..,125,15,142,0,143,..,30,3,30,0,30,..,70,10,79,4,80,..,174,10,176,3,181,..,221,18,242,0,244,..,220,12,230,3,231,..,30
SED10078,21670,..,..,..,..,21670,..,10,0,10,0,10,..,780,121,900,5,905,..,9,0,6,0,6,..,654,288,942,6,951,..,1541,564,2105,18,2120,..,116,31,152,0,148,..,2312,891,3201,20,3222,..,83,10,95,0,96,..,33,0,33,0,34,..,183,4,188,3,191,..,111,0,114,0,115,..,1260,407,1672,15,1685,..,257,3,261,4,263,..,304,13,314,0,321,..,39,5,42,0,45,..,30,0,30,0,34,..,42,0,45,0,45,..,1340,49,1389,17,1402,..,2014,70,2082,23,2108,..,1165,210,1375,10,1391,..,108,25,130,3,133,..,141,52,187,3,193,..,45,7,55,0,56,..,33,0,31,0,31,..,57,7,65,0,69,..,137,16,156,0,155,..,58,14,71,0,71,..,34,0,36,0,36,..,94,8,109,0,104,..,166,3,170,3,173,..,216,27,244,0,241,..,251,0,253,5,256,..,42
SED10079,32402,..,..,..,..,32402,..,16,0,17,0,17,..,37,6,36,0,37,..,9,0,9,0,9,..,37,14,50,0,55,..,58,18,76,0,75,..,7,0,9,0,9,..,106,31,139,3,137,..,18,0,20,0,20,..,20,0,20,3,25,..,33,0,42,0,42,..,56,0,54,0,58,..,45,0,45,0,45,..,6,0,6,0,6,..,13,0,18,0,18,..,6,0,6,0,6,..,3,0,3,0,3,..,6,0,6,0,6,..,16,0,16,0,16,..,52,3,55,0,55,..,79,9,88,3,92,..,11,0,12,0,12,..,4,3,14,0,13,..,17,0,23,3,20,..,42,0,42,0,40,..,3,0,5,0,5,..,15,0,18,0,18,..,15,0,15,0,15,..,17,4,19,0,19,..,15,0,15,0,14,..,7,0,7,0,4,..,12,0,14,0,14,..,22,0,22,0,22,..,4
SED10080,27332,..,..,..,..,27332,..,54,0,54,0,54,..,306,25,330,0,334,..,10,0,8,0,8,..,912,224,1138,3,1140,..,2099,600,2700,16,2722,..,163,55,221,3,225,..,3177,885,4064,23,4085,..,40,0,45,0,42,..,127,3,128,0,132,..,746,43,790,4,793,..,335,5,339,6,349,..,246,21,270,3,273,..,89,0,89,0,89,..,410,3,417,0,417,..,29,0,29,0,29,..,33,0,33,0,33,..,68,0,69,0,69,..,178,6,179,5,187,..,802,9,819,5,824,..,694,42,741,5,744,..,346,79,430,3,429,..,605,348,951,8,958,..,42,0,48,0,48,..,13,0,18,0,18,..,109,7,120,0,120,..,100,3,112,0,109,..,175,20,196,0,202,..,7,0,7,0,7,..,82,3,82,0,88,..,103,6,107,0,110,..,1385,169,1559,16,1572,..,122,4,121,0,122,..,45
SED10081,33418,..,..,..,..,33418,..,56,0,56,0,56,..,19,0,24,0,24,..,19,4,23,0,23,..,43,18,60,0,60,..,94,76,166,3,169,..,0,0,3,0,3,..,134,96,231,3,233,..,3,0,3,0,3,..,20,0,20,0,21,..,24,0,24,0,24,..,38,0,38,0,35,..,18,0,18,0,18,..,27,3,28,0,28,..,39,3,44,0,45,..,40,3,48,0,51,..,15,0,15,0,15,..,23,3,23,0,23,..,30,0,33,0,33,..,170,13,187,0,191,..,29,4,34,0,34,..,13,0,8,0,8,..,35,86,119,3,116,..,3,0,3,0,3,..,5,0,5,0,5,..,10,0,10,0,10,..,9,0,13,0,13,..,9,3,11,0,11,..,8,0,8,0,8,..,4,0,4,0,4,..,56,0,59,0,56,..,4,0,4,0,3,..,110,3,114,0,114,..,4
SED10082,32003,..,..,..,..,32003,..,95,0,95,0,100,..,55,3,63,0,63,..,3,0,3,0,3,..,55,13,74,0,74,..,79,23,101,0,106,..,0,0,0,0,0,..,141,33,176,0,176,..,36,0,36,0,36,..,59,0,62,0,63,..,68,7,73,0,73,..,115,4,116,0,116,..,78,7,85,0,85,..,3,0,3,0,3,..,37,3,36,0,36,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,16,0,16,..,74,3,76,0,76,..,143,11,149,0,149,..,27,3,30,0,32,..,25,20,47,0,47,..,3,0,3,0,3,..,16,0,16,0,16,..,9,0,6,0,6,..,24,3,26,0,26,..,36,0,38,0,38,..,3,0,3,0,3,..,21,0,21,0,21,..,11,0,11,0,11,..,16,0,16,0,16,..,11,3,18,0,14,..,10
SED10083,31462,..,..,..,..,31462,..,26,0,26,0,26,..,57,3,62,3,66,..,3,0,3,0,3,..,35,16,53,4,51,..,88,35,117,0,117,..,9,4,13,0,13,..,130,54,187,5,188,..,26,3,26,0,26,..,33,0,33,0,33,..,63,8,68,3,74,..,73,4,84,0,84,..,67,8,76,0,80,..,8,0,8,0,8,..,20,0,26,0,26,..,24,4,29,0,29,..,3,0,3,0,3,..,11,0,11,0,11,..,17,0,22,0,22,..,95,8,98,0,99,..,99,16,113,0,113,..,33,3,37,0,37,..,56,16,73,0,73,..,0,0,0,0,0,..,28,0,30,3,36,..,8,0,10,0,15,..,24,6,30,0,30,..,37,7,44,0,44,..,19,0,20,0,20,..,14,3,13,0,13,..,31,3,33,0,33,..,27,3,30,0,30,..,52,0,47,0,48,..,14
SED10084,32718,..,..,..,..,32718,..,17,0,17,5,20,..,21,4,25,0,25,..,13,0,13,0,13,..,35,15,52,4,54,..,54,22,76,5,82,..,7,0,7,0,7,..,92,36,133,6,140,..,13,0,10,0,10,..,28,0,34,0,34,..,85,4,91,0,91,..,112,3,112,0,116,..,29,0,27,0,32,..,3,0,3,0,3,..,17,0,21,0,21,..,53,13,62,0,62,..,10,0,10,0,10,..,10,0,17,0,17,..,23,0,25,0,25,..,110,18,125,0,125,..,91,4,97,3,103,..,100,14,112,3,117,..,7,10,8,0,8,..,0,0,0,3,3,..,8,0,8,0,8,..,0,0,0,0,0,..,18,0,18,0,18,..,7,0,7,0,7,..,11,0,11,0,11,..,10,0,10,0,10,..,20,0,20,0,20,..,15,0,15,0,18,..,43,0,43,0,41,..,7
SED10085,34075,..,..,..,..,34075,..,54,0,54,0,54,..,19,3,23,0,23,..,6,0,5,0,5,..,51,5,56,0,56,..,40,23,63,0,61,..,0,0,3,0,3,..,95,32,123,0,123,..,3,0,3,0,3,..,22,0,22,0,22,..,18,0,18,0,18,..,51,5,57,0,57,..,6,0,6,0,8,..,13,3,20,0,20,..,19,0,20,0,20,..,19,0,24,0,24,..,5,3,8,0,8,..,15,0,15,0,15,..,9,0,9,0,9,..,87,6,92,0,92,..,29,4,32,0,34,..,8,0,9,0,9,..,7,4,14,0,14,..,6,0,6,0,6,..,12,0,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,51,0,51,0,51,..,3,0,3,0,3,..,49,0,54,0,54,..,8
