SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED10077,3,21,151,394,239,178,89,39,15,1127,0,0,3,0,4,3,0,0,0,9,0,0,3,9,0,0,0,0,0,15,12,45,109,497,225,206,173,128,80,1478,136,192,409,1085,322,247,187,140,93,2830,2394,4280,7511,16275,5850,4731,3064,2198,1222,47513,0,0,7,11,3,0,0,0,0,19,4138,6687,7129,8887,3570,2552,1419,862,618,35866,0,3,36,175,25,13,4,0,0,258,0,3,5,19,13,16,16,8,3,75,0,0,13,54,24,27,17,6,0,132,4,5,18,67,14,6,3,3,3,112,0,0,3,36,39,30,34,14,5,159,61,228,2786,5467,2055,1664,703,517,216,13690,0,0,5,5,36,46,81,129,21,324,0,14,9,66,53,94,73,31,11,346,13,57,55,281,191,140,119,61,44,960,0,4,15,120,78,67,33,15,5,349,0,0,9,38,17,11,15,3,4,94,0,6,12,28,23,17,68,18,19,190
SED10078,8,17,169,420,208,246,79,60,28,1230,0,0,0,13,8,4,4,0,0,33,0,0,4,18,3,3,0,0,0,29,8,31,106,698,270,279,268,175,94,1934,105,153,304,1076,359,282,198,128,100,2703,2083,3581,4721,15013,5581,4277,2835,2040,1215,41346,0,0,3,7,0,0,0,0,0,8,3842,6372,6134,14454,5667,3468,1689,760,526,42908,3,11,38,246,30,20,3,0,0,356,0,0,0,17,6,6,3,8,3,43,0,0,3,26,12,15,3,3,0,71,0,13,8,112,31,21,14,4,0,210,3,3,6,73,34,19,33,8,4,186,20,87,723,1653,752,683,270,234,145,4568,0,0,5,16,24,19,33,49,9,160,0,7,6,26,24,35,58,31,30,214,20,87,98,845,510,314,217,86,43,2211,0,0,3,96,43,50,44,10,5,247,0,8,9,100,27,20,8,3,3,184,0,9,10,93,53,44,35,19,9,267
SED10079,0,0,0,9,3,5,3,0,0,20,0,0,0,5,12,9,7,7,0,41,0,0,0,3,3,0,0,0,0,8,0,12,7,64,48,47,60,32,12,288,58,153,145,353,281,301,315,271,124,2003,1848,4085,3982,7419,4981,5127,4831,2828,1162,36265,0,0,0,0,0,0,0,3,0,4,3712,8000,7805,12682,7998,8109,6950,3957,1427,60641,0,0,0,3,0,0,0,0,0,10,0,0,0,0,5,3,3,4,0,16,0,0,0,7,4,0,3,0,0,15,0,3,3,31,15,8,10,0,0,80,0,0,0,7,17,8,20,0,0,45,0,3,5,44,26,26,19,7,4,141,0,0,0,4,6,9,8,13,3,46,0,0,0,0,3,8,17,7,3,38,4,66,44,210,327,444,577,428,141,2244,0,0,0,7,11,12,3,4,0,55,0,3,0,5,7,3,8,0,0,22,0,0,0,18,13,34,131,43,26,265
SED10080,0,3,126,230,51,42,23,5,3,479,0,0,7,44,13,4,3,0,0,74,0,0,0,6,8,3,3,0,0,26,15,16,343,1587,210,157,145,71,56,2598,178,178,1033,3059,616,521,351,197,115,6252,1467,1617,6918,23266,4576,3856,2829,1316,758,46602,0,0,0,19,0,0,0,0,0,24,2394,2354,3743,15429,4504,3834,2727,1192,610,36798,0,0,19,74,0,0,0,0,0,92,0,0,3,28,7,10,4,0,0,52,0,0,5,26,4,6,5,4,0,49,0,5,38,273,62,39,13,7,0,446,0,3,9,132,24,14,17,7,0,202,17,103,1781,2330,552,434,227,121,44,5623,0,0,0,37,16,10,15,14,4,105,0,5,0,42,19,24,18,11,8,129,30,88,412,2572,725,509,393,187,59,4984,0,0,8,71,31,23,10,11,3,162,5,15,193,764,61,31,25,6,7,1103,0,4,70,302,75,49,99,35,15,651
SED10081,0,3,8,26,4,3,0,0,0,38,0,0,0,3,8,3,0,0,0,15,0,0,3,6,11,3,0,0,0,16,0,9,9,58,29,23,13,13,7,163,160,314,333,749,449,526,409,374,196,3515,2445,5085,4317,9223,5079,5128,4126,2601,1244,39252,0,0,0,3,0,0,0,0,0,6,4719,9546,7723,14886,8175,8343,6601,3762,1483,65246,0,0,0,36,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,12,11,9,3,0,61,0,0,0,0,5,0,0,0,0,7,0,7,17,75,38,27,9,3,0,169,0,0,0,0,9,3,0,6,0,18,0,0,0,3,0,3,3,3,0,13,3,19,26,117,170,212,255,141,46,998,4,6,0,26,12,3,3,0,0,53,0,4,3,4,3,3,0,0,0,20,0,0,3,17,10,20,37,35,10,141
SED10082,0,3,0,18,9,6,0,0,0,36,0,3,0,15,3,12,20,9,4,71,0,0,0,10,7,5,3,0,0,23,4,26,24,158,101,83,87,64,29,572,88,159,135,395,252,238,290,278,229,2067,1968,4632,4012,8079,5253,5219,4444,2773,1462,37835,0,0,0,0,0,0,0,0,0,0,3833,8553,7297,12251,7344,7361,5781,3252,1510,57176,0,0,0,4,3,0,0,0,0,8,0,0,0,0,3,0,6,7,0,15,0,0,0,7,0,0,0,0,0,9,3,16,20,62,34,27,18,8,3,193,0,0,0,13,15,7,10,6,3,53,0,13,12,89,49,40,35,9,5,255,0,0,0,4,5,16,18,15,0,69,0,0,0,14,0,16,30,15,6,86,35,302,240,769,841,724,910,563,241,4628,0,0,3,16,12,17,6,0,0,53,0,0,6,18,17,11,12,4,3,81,0,7,11,36,36,37,106,48,35,322
SED10083,0,3,3,18,0,9,0,0,0,31,0,3,0,5,4,9,9,4,3,41,0,0,3,8,0,0,0,3,0,12,3,10,15,124,91,95,93,39,15,487,88,198,212,488,334,321,292,226,196,2353,2107,4484,4216,8788,5055,5047,4053,2514,1609,37880,0,0,0,3,0,0,0,0,0,5,4103,8589,7730,14040,7263,7063,5279,2992,1773,58826,0,0,3,17,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,8,33,23,16,9,5,3,104,0,0,0,9,15,9,10,4,0,51,0,14,20,95,55,42,24,14,3,280,0,0,0,0,5,17,12,15,0,58,0,0,0,12,3,13,21,10,4,68,13,91,133,417,562,576,663,436,172,3065,0,0,4,33,18,19,0,9,0,79,0,0,0,17,14,10,9,9,0,59,0,3,4,26,31,31,83,39,31,240
SED10084,0,4,0,7,3,0,0,0,0,22,0,0,0,8,7,17,11,7,7,60,0,0,0,5,6,3,3,3,0,29,7,19,20,175,70,70,81,48,22,509,106,223,210,571,399,487,487,379,255,3107,1878,4194,3614,8129,5149,5901,5250,3547,1816,39475,0,0,0,0,0,0,0,0,0,0,3692,7651,6521,11994,7312,8253,7021,4161,1984,58587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,4,0,6,0,0,0,0,0,5,0,11,6,67,29,29,14,10,3,169,0,0,0,3,3,0,0,0,0,14,3,8,39,83,29,27,10,7,0,214,0,0,0,0,3,5,11,7,0,27,0,0,0,5,0,5,9,6,4,24,15,102,100,352,510,609,943,868,346,3846,0,3,3,15,15,14,6,10,3,71,3,6,5,27,7,8,8,8,7,86,0,9,9,33,34,45,129,78,28,360
SED10085,0,5,3,13,9,3,0,0,0,36,0,0,0,0,3,3,5,0,0,17,0,0,5,11,9,4,0,0,0,30,0,17,16,75,33,32,30,10,3,221,144,379,283,772,508,488,394,235,89,3302,2338,5177,4207,9064,5313,4826,3580,2042,917,37465,0,0,3,7,0,0,0,0,0,6,4537,9545,7907,14892,8700,8042,5736,3056,1188,63602,0,0,0,18,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,8,0,3,3,24,10,9,3,3,0,57,0,0,0,3,0,0,0,0,0,9,0,3,10,72,30,12,10,0,3,139,0,0,0,0,5,4,7,3,0,20,0,0,0,3,0,0,3,0,0,10,0,23,52,197,268,269,352,171,39,1361,0,0,3,19,3,5,0,0,0,35,0,0,3,11,3,3,3,0,0,28,0,0,5,21,25,36,42,17,8,149
SED10086,0,0,3,38,14,7,3,0,0,69,6,0,0,53,7,4,0,0,0,72,0,0,4,16,29,9,11,8,4,70,22,89,264,1527,345,380,508,265,193,3600,169,260,347,1630,460,387,372,243,181,4043,2181,4154,4130,15279,5033,4117,3581,2060,1237,41772,0,0,0,3,0,0,0,0,0,3,3853,6718,5224,13006,4803,3772,2829,1499,764,42459,3,0,0,22,4,0,0,0,0,32,0,0,0,18,5,3,0,0,0,27,0,0,3,7,3,0,0,0,0,15,3,10,18,234,50,32,17,7,0,384,4,0,28,217,16,13,6,3,0,288,16,74,142,308,194,113,98,66,35,1053,0,3,0,10,11,12,6,9,7,62,0,0,0,13,8,42,61,54,22,200,50,290,326,2591,730,409,406,232,93,5120,0,3,4,29,16,19,13,5,3,90,3,18,83,453,55,31,37,25,11,719,0,10,24,249,91,37,105,52,71,654
SED10087,0,3,3,16,4,5,0,0,0,29,0,0,0,5,5,3,0,0,0,14,0,3,10,17,10,9,0,0,0,52,3,28,47,158,36,43,40,23,11,399,113,251,312,620,354,407,311,239,162,2775,2368,5165,5330,9714,4788,4783,3483,2195,1159,38972,0,5,21,52,9,3,0,0,0,86,4693,9306,9462,15229,7707,7672,5508,3137,1381,64094,4,10,3,57,3,3,0,0,0,79,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,3,25,15,8,4,0,0,69,0,3,0,9,5,3,6,0,0,24,4,13,32,149,45,22,13,0,3,287,0,0,0,0,8,3,3,14,0,31,0,22,6,37,15,9,5,0,0,97,4,45,47,137,187,218,201,127,65,1032,0,3,11,24,6,10,8,0,0,58,0,0,0,15,7,3,3,3,0,38,0,0,3,13,19,26,55,28,24,171
SED10088,0,0,10,50,31,21,4,0,0,114,0,0,3,34,16,10,10,3,0,80,0,0,0,19,18,3,0,0,0,48,18,71,109,841,299,176,132,80,45,1755,91,167,189,477,283,208,216,176,158,1957,2427,5235,4412,10968,6051,4278,3428,2342,1335,40478,0,0,7,10,0,7,3,0,0,35,4632,9289,6934,12069,6503,4674,3403,2352,1209,51061,0,0,3,37,9,0,0,0,0,50,0,0,3,40,24,28,13,3,0,117,3,0,0,10,9,0,0,0,0,24,5,25,14,130,75,30,13,3,4,306,0,0,4,35,17,21,12,8,3,101,5,50,296,685,455,314,130,91,32,2061,0,0,8,34,44,67,67,45,8,281,0,0,3,13,9,24,30,20,14,117,53,335,312,1334,1129,644,612,362,164,4941,0,3,3,40,17,24,16,9,0,111,0,45,27,129,65,26,17,6,3,324,0,26,26,155,91,46,87,61,30,524
SED10089,3,11,17,64,16,13,3,0,0,127,0,0,4,6,7,4,9,3,3,36,0,7,25,21,0,3,0,0,0,62,28,82,121,267,73,63,71,29,33,781,73,117,206,402,198,206,210,200,122,1737,2453,4591,6316,10789,4963,4644,3588,2395,1478,41225,33,36,45,84,6,3,0,0,0,211,4789,8550,10400,16480,7731,7284,5309,3077,1659,65276,5,3,17,84,11,7,0,0,0,127,0,0,0,22,21,11,18,11,0,83,0,0,7,14,3,3,0,0,0,27,0,12,19,51,30,12,7,0,0,127,0,0,4,14,3,4,6,0,0,29,16,11,558,566,98,36,30,13,15,1347,0,0,6,13,27,27,18,30,5,125,0,10,3,13,0,4,8,3,3,51,15,83,91,259,257,277,264,145,88,1476,0,4,7,23,22,7,0,0,0,70,0,0,7,11,5,5,0,0,4,38,0,5,8,22,20,35,161,33,25,311
SED10090,0,0,32,127,39,21,14,4,3,239,0,0,3,20,8,8,7,6,0,46,0,0,0,12,8,16,6,0,0,39,21,80,82,663,199,171,147,114,59,1533,129,178,216,791,302,233,208,134,124,2314,2806,5019,4660,14645,6015,4715,3488,1912,1236,44492,0,0,0,3,5,3,0,0,0,15,4860,7934,5475,11408,5327,4008,2914,1493,987,44409,0,0,10,37,13,7,0,0,0,71,0,0,0,4,0,3,6,5,0,18,0,4,6,19,3,3,0,0,0,34,12,27,21,129,54,38,26,4,5,317,0,3,0,30,17,6,9,9,0,81,88,346,1119,3045,1097,811,524,284,93,7397,0,0,0,21,24,41,77,78,20,264,3,3,0,20,17,31,55,33,21,184,73,299,174,1134,786,504,453,181,102,3713,0,0,4,55,41,18,5,9,3,142,4,21,27,135,42,15,25,11,9,278,0,6,12,111,43,32,65,24,19,315
SED10091,3,0,0,26,4,6,0,0,0,40,0,3,3,7,7,9,24,13,3,70,0,4,3,9,7,3,3,0,0,33,0,18,22,108,97,94,95,61,52,544,91,238,229,533,344,385,316,222,87,2445,2148,5108,4489,8715,5260,4968,4124,2250,998,38066,0,0,0,0,0,0,0,0,0,3,4261,9789,8192,14035,7673,6821,5141,2666,1054,59627,0,0,3,8,6,0,0,0,0,21,0,0,0,7,3,4,0,0,0,19,0,0,0,11,4,0,0,0,0,15,0,8,4,31,28,23,7,14,0,118,0,0,0,16,24,14,5,0,0,70,3,11,9,59,45,34,25,5,0,186,0,0,0,8,22,36,30,13,5,112,0,0,0,6,8,3,13,10,6,52,7,47,85,326,662,723,875,517,152,3399,0,3,0,33,7,12,9,5,0,79,0,0,3,10,21,12,8,5,3,61,0,4,4,32,34,58,125,62,17,339
SED10092,0,4,69,86,37,63,24,10,4,290,0,3,0,9,8,16,12,11,3,58,0,0,0,10,4,4,0,0,0,22,42,130,179,461,276,247,226,201,94,1858,122,197,406,704,365,387,374,317,196,3074,2162,4043,6359,10740,5046,4931,3858,2928,1437,41511,0,0,4,5,6,0,0,0,0,19,3927,7189,9828,15068,6460,5609,3391,2077,1001,54543,0,4,17,27,3,0,0,0,0,59,0,3,13,45,44,32,25,20,0,191,0,0,0,8,3,3,0,0,0,21,0,3,10,72,27,18,6,0,4,142,0,0,0,35,50,42,70,31,5,239,7,33,752,931,76,77,21,22,13,1932,0,0,15,74,91,78,113,155,31,560,0,3,5,22,9,18,16,6,0,81,9,52,76,276,502,538,564,358,161,2534,0,0,7,33,11,6,15,0,0,79,0,0,16,17,22,11,20,3,0,91,0,0,12,53,28,81,142,93,47,448
SED10093,0,4,3,32,3,0,0,0,0,44,0,3,0,9,5,5,16,9,3,56,0,3,14,12,14,3,0,3,4,47,3,9,21,117,62,84,95,58,17,465,107,214,269,537,365,393,379,354,279,2899,2410,5089,4834,9412,5085,4778,4114,2656,1371,39742,0,0,3,3,0,7,0,0,0,11,4615,9723,8709,14788,7504,6626,5241,3039,1397,61647,0,0,3,4,0,0,0,0,0,11,0,0,0,3,3,3,3,0,0,18,0,0,0,22,6,0,0,0,0,28,0,7,5,31,11,11,6,8,3,77,0,0,0,12,18,16,15,6,3,80,0,14,17,94,63,48,42,12,4,291,0,0,0,5,10,7,14,11,5,50,0,0,4,6,3,12,21,16,3,67,9,69,75,307,537,563,593,474,179,2801,0,3,10,31,17,13,8,8,0,85,0,0,0,8,9,6,11,3,3,41,0,0,3,21,18,35,79,41,17,210
SED19494,0,0,11,16,3,3,3,0,0,31,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,7,0,0,0,7,7,9,28,70,28,15,3,3,0,168,19,25,162,324,113,111,82,20,4,864,149,200,848,1720,646,732,477,120,48,4939,0,0,4,3,0,0,0,0,0,4,252,278,956,2451,1096,1080,718,148,42,7028,0,0,7,8,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,10,0,0,17,13,3,0,3,0,0,34,0,0,0,19,4,5,3,0,0,25,0,8,98,83,13,11,3,0,3,225,0,0,0,3,5,3,0,0,0,10,0,0,0,12,3,3,0,0,0,23,4,4,106,115,69,73,93,21,3,501,0,0,7,10,6,0,0,0,0,22,0,6,22,36,3,0,0,0,0,69,0,0,20,21,14,9,9,9,0,78
SED19797,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,4,5,3,6,3,0,26,4,14,12,39,31,53,60,24,7,239,0,0,0,0,0,0,0,0,0,0,9,22,20,42,34,34,43,24,6,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
