UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL121046,0,13,5,0,0,29,4,0,12,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,6,49,20,77,35,56,5,247
UCL121047,0,17,3,6,0,30,6,0,7,10,13,0,32,0,0,6,0,3,0,3,0,0,0,0,3,0,6,0,0,4,0,0,0,5,14,3,59,43,75,0,201
UCL121048,0,15,3,3,0,22,3,4,13,6,7,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,9,9,37,27,66,10,151
UCL121049,4,7,0,9,0,16,0,0,6,4,14,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,3,0,3,5,10,38,27,126,5,200
UCL121050,3,3,3,3,0,14,3,0,6,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,9,8,3,20,18,46,0,98
UCL121051,3,3,0,11,0,21,3,5,15,10,17,0,48,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,7,0,9,8,13,41,26,94,4,184
UCL121052,4,8,3,8,0,29,3,3,12,5,10,0,37,0,0,0,0,0,0,0,0,0,3,0,7,0,14,0,0,4,0,3,0,8,22,10,72,36,104,9,255
UCL121053,0,3,0,3,0,8,0,3,7,13,3,0,23,0,0,0,0,0,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,3,4,0,24,31,85,11,164
UCL121054,8,21,5,3,0,45,4,0,23,7,16,0,51,0,0,0,3,4,0,10,0,0,0,3,17,0,24,0,0,0,0,5,0,9,23,10,68,47,148,7,305
UCL121055,5,14,7,0,0,32,6,0,15,11,12,0,56,0,0,4,0,3,0,5,0,0,0,0,9,0,9,0,0,0,0,4,0,11,14,9,59,34,97,9,223
UCL121056,7,6,4,6,0,25,0,5,19,11,22,4,64,0,0,0,0,0,0,3,0,0,0,3,17,0,13,0,0,0,0,0,5,6,0,9,45,39,154,11,267
UCL121057,0,10,7,9,0,24,7,0,7,5,18,4,38,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,3,0,5,8,0,39,31,160,9,244
UCL121058,11,46,11,14,0,93,5,9,56,29,44,4,142,0,0,0,0,3,0,3,0,0,4,3,23,0,36,3,0,0,4,6,7,8,34,33,161,122,291,17,650
UCL121059,5,13,0,4,0,21,4,0,6,4,5,0,22,0,0,0,0,3,0,5,0,0,0,0,16,0,14,0,0,0,0,5,0,5,10,9,27,28,112,0,192
UCL121060,0,25,13,9,0,50,10,0,22,13,17,0,60,0,0,0,0,0,0,0,0,0,3,4,21,0,25,0,0,0,0,4,3,8,18,14,77,69,160,7,337
UCL121061,0,8,0,0,0,10,0,0,0,4,10,0,22,0,0,0,0,3,0,3,0,0,0,0,3,0,10,0,0,0,0,4,0,5,3,0,14,15,99,7,146
UCL121062,12,26,6,12,3,76,3,7,22,12,14,0,64,0,0,3,0,0,0,8,0,0,3,0,14,0,18,0,0,4,0,11,0,19,37,21,105,78,144,12,398
UCL121063,3,0,5,0,0,11,5,3,5,4,8,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,3,7,21,16,61,5,117
UCL121064,0,3,0,3,0,10,4,0,5,0,12,0,26,0,0,0,0,0,0,6,0,0,3,0,4,0,9,0,0,0,0,9,0,7,11,6,33,24,111,9,197
UCL121065,0,14,6,5,0,24,4,0,5,4,16,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,0,6,0,8,0,6,40,28,112,11,206
UCL121066,6,0,0,9,0,17,0,0,3,5,10,0,23,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,3,4,6,19,25,92,7,145
UCL121067,0,3,8,0,3,17,3,5,9,7,20,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,4,9,6,24,28,122,15,210
UCL121068,7,14,4,13,0,45,16,7,29,18,32,9,111,0,0,0,0,0,0,7,5,0,4,3,27,0,30,0,0,0,3,3,4,13,37,25,102,92,294,28,579
UCL121069,0,15,7,5,0,34,6,5,21,11,10,3,52,0,0,0,0,0,0,4,0,0,0,4,10,0,9,0,0,0,4,6,0,9,19,9,88,70,129,5,319
UCL121070,3,20,8,3,0,44,3,4,13,7,3,0,35,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,4,0,7,35,11,75,38,65,5,223
UCL121071,0,4,0,4,0,9,0,0,0,3,10,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,5,0,5,3,0,13,18,96,10,138
UCL121072,0,9,0,3,0,11,0,0,8,3,15,0,26,0,0,0,0,0,0,0,0,0,0,6,10,0,17,0,0,0,0,14,0,15,0,0,29,32,138,6,210
UCL121073,0,4,0,3,0,11,0,0,0,4,7,6,17,0,0,0,0,0,0,9,0,0,0,0,6,0,6,0,0,0,0,0,0,7,3,0,12,24,89,8,129
UCL121074,3,5,0,0,0,20,8,4,15,5,16,0,38,0,0,7,0,0,0,8,0,0,0,0,0,0,10,0,0,5,3,0,0,7,29,5,68,37,58,4,205
UCL121075,0,11,0,0,0,24,0,4,5,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,11,9,37,25,42,5,129
UCL121076,0,14,3,6,0,25,0,5,9,10,21,9,53,0,0,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,3,4,12,7,10,54,41,180,19,298
UCL121077,3,12,7,3,0,28,10,3,20,11,16,0,56,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,13,24,18,77,37,86,3,244
UCL121078,0,9,0,5,0,16,5,0,14,8,18,0,45,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,8,0,6,6,7,48,35,130,4,224
UCL121079,0,3,3,5,0,20,5,4,22,4,8,0,45,0,0,0,0,0,0,4,0,0,0,7,5,0,14,0,0,4,0,0,0,9,12,8,48,34,80,10,184
UCL121080,4,20,0,6,0,40,6,0,27,15,23,0,71,0,0,0,0,3,0,9,0,0,0,0,8,0,14,0,0,4,4,5,0,13,26,12,93,74,163,3,369
UCL121081,3,8,5,7,0,32,10,3,15,7,17,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,7,20,8,62,31,99,6,220
UCL121082,9,19,0,6,0,43,9,3,33,18,22,0,84,0,0,3,0,3,0,12,0,0,0,4,8,0,13,0,0,0,0,4,3,6,22,17,92,52,146,5,337
UCL121083,5,25,0,6,0,46,7,0,13,12,12,0,46,6,0,3,0,4,0,13,0,0,0,0,3,0,8,3,0,0,5,4,0,11,47,15,101,44,94,7,301
UCL121084,0,11,6,5,0,32,5,3,13,10,7,0,35,0,0,0,0,7,0,6,0,0,0,0,12,0,12,0,0,0,0,8,4,10,20,6,59,56,150,10,296
UCL121085,7,28,7,3,0,58,9,6,31,17,17,0,78,0,0,0,0,0,0,5,0,0,0,5,9,0,9,0,0,6,3,9,0,18,48,20,116,82,119,8,381
UCL121086,0,10,0,5,0,19,5,0,12,7,22,3,44,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,5,8,10,4,31,28,123,16,206
UCL121087,0,6,0,3,0,13,0,0,8,10,10,3,37,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,0,8,6,5,24,20,101,11,165
UCL121088,0,0,0,13,0,17,0,0,0,7,10,3,27,0,0,0,0,0,0,9,0,0,0,3,16,0,19,0,0,0,0,8,0,4,0,6,20,26,139,12,203
UCL121089,0,17,4,4,5,36,9,3,11,11,16,0,47,0,0,0,0,0,0,0,0,0,4,4,4,0,13,0,0,0,7,4,0,13,18,8,70,59,144,13,307
UCL121090,3,10,0,10,0,27,6,6,8,11,15,0,46,0,0,0,0,0,0,0,0,0,0,0,21,0,22,0,0,0,3,8,0,17,10,8,31,45,165,8,264
UCL121091,4,7,3,4,0,32,5,0,20,13,17,0,55,0,0,0,0,0,0,3,3,0,0,4,8,0,14,0,0,0,0,8,3,14,24,8,49,43,109,8,243
UCL121092,0,11,11,8,0,45,0,0,18,12,19,3,53,0,0,0,0,0,0,3,0,0,0,6,20,0,28,0,0,0,0,8,0,17,11,6,57,68,214,18,380
UCL121093,0,6,0,13,0,33,0,4,12,9,30,0,55,0,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,4,0,9,3,11,5,3,34,46,211,12,312
UCL121094,0,5,0,9,0,17,0,0,10,7,12,0,34,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,4,5,0,31,17,62,17,130
UCL121095,7,14,5,3,0,34,14,4,18,8,4,0,39,0,0,0,3,0,0,6,0,0,0,0,3,0,4,0,0,4,0,4,3,4,19,10,82,53,92,9,277
UCL121096,3,23,8,0,0,37,6,0,20,3,13,4,54,0,0,7,0,0,0,7,0,0,0,0,3,0,9,0,0,0,0,3,0,7,26,12,76,34,86,5,242
UCL121097,0,18,9,8,0,41,3,5,21,12,12,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,6,18,16,69,37,88,0,223
UCL121098,3,34,6,6,0,64,12,15,29,19,10,5,87,0,0,0,0,0,0,0,0,0,4,7,15,3,27,0,0,5,0,4,0,10,26,26,102,61,116,10,341
UCL121099,0,14,5,6,0,31,0,0,5,5,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,8,0,36,21,78,9,154
UCL121100,13,36,8,10,0,69,8,3,21,20,13,0,66,0,0,3,0,0,0,4,0,0,3,0,8,0,13,0,0,3,0,6,0,4,26,21,105,62,131,4,354
UCL121101,0,8,6,8,0,30,4,0,16,7,27,3,53,0,0,0,0,4,0,3,0,0,0,3,17,0,16,0,0,0,4,10,5,15,5,4,44,41,209,16,325
UCL121102,9,34,6,11,0,61,6,5,16,15,22,0,57,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,4,18,15,12,78,35,120,10,264
UCL121103,6,11,9,7,0,31,4,6,12,4,33,4,60,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,9,3,12,9,5,34,33,158,18,262
UCL121104,0,4,7,4,0,14,0,5,11,12,18,0,39,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,11,9,4,27,38,110,9,198
UCL121105,3,4,0,6,0,13,0,0,5,5,11,4,25,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,7,7,16,16,71,5,120
UCL121106,4,18,5,3,0,31,6,0,25,15,19,0,63,0,0,0,0,0,0,4,0,0,4,6,7,0,15,0,0,0,0,4,0,9,12,7,71,67,115,5,279
UCL121107,0,11,3,4,0,21,0,0,6,13,36,5,61,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,5,0,7,6,8,33,43,144,10,239
UCL121108,0,19,0,4,0,35,0,0,20,14,27,0,61,0,0,0,0,0,0,0,0,0,0,4,10,0,20,0,0,0,0,4,0,8,9,5,52,45,111,6,225
UCL121109,3,12,0,5,0,19,5,0,11,8,5,0,39,0,0,4,3,0,0,4,0,0,5,5,3,0,6,4,0,3,7,0,0,14,18,5,57,34,56,3,170
UCL121110,5,16,0,4,0,32,3,4,12,10,29,0,55,0,0,0,0,0,0,0,0,0,0,4,12,0,12,0,0,0,0,8,0,17,13,8,42,35,133,13,240
UCL121111,0,13,3,5,0,27,0,0,8,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,3,0,4,0,3,6,0,27,23,67,4,128
UCL121112,5,9,3,4,0,28,0,0,14,3,13,0,45,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,3,0,10,7,7,39,32,159,16,256
UCL121113,3,8,0,4,0,19,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,4,14,11,3,16,20,82,3,140
UCL121114,6,33,6,4,3,58,6,0,16,8,13,3,47,0,0,0,0,0,0,4,0,0,5,0,5,0,13,0,3,0,3,7,0,11,18,12,75,45,126,5,287
UCL121115,4,10,0,3,0,21,9,0,0,4,7,0,26,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,3,20,11,32,15,70,0,151
UCL121116,8,19,7,6,0,49,6,8,23,14,9,0,65,0,0,0,4,0,0,3,0,0,0,0,20,0,23,0,0,0,4,6,0,9,20,20,70,69,186,9,371
UCL121117,0,9,8,4,0,20,0,0,6,11,14,0,34,0,0,0,0,4,0,4,0,0,6,0,4,0,8,0,0,0,0,4,0,5,3,5,32,28,113,14,199
UCL121118,0,6,0,6,0,20,0,0,11,10,9,5,34,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,3,8,0,10,18,4,38,29,84,4,180
UCL121119,3,17,4,10,0,37,0,0,11,6,17,0,40,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,0,0,0,7,0,10,10,10,52,32,142,7,250
UCL121120,0,7,3,0,5,17,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,5,14,12,18,6,65
UCL121121,0,14,6,0,0,15,0,0,14,3,8,0,30,0,0,0,0,0,0,4,0,0,0,0,8,0,13,0,0,3,3,7,0,12,4,4,51,18,96,9,185
UCL121122,0,16,0,3,0,19,0,0,15,6,21,0,40,0,0,0,0,4,0,3,0,0,0,0,14,0,19,0,0,0,0,3,0,12,5,3,44,23,128,0,202
UCL121123,3,12,0,3,0,17,0,0,8,12,16,5,39,0,0,0,0,0,0,3,0,0,0,0,7,0,6,0,0,0,0,6,6,8,0,5,31,27,97,17,174
UCL121124,0,3,0,0,0,12,0,0,6,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,5,6,3,22,14,53,9,107
UCL121125,0,6,0,8,0,24,0,3,10,9,15,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,7,11,9,40,13,115,5,191
UCL121126,0,9,3,4,0,23,0,0,8,13,16,0,31,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,4,0,4,0,3,36,28,102,6,176
UCL121127,9,12,0,9,0,31,0,0,7,5,15,0,35,0,0,0,0,3,0,3,0,0,0,0,11,0,11,0,0,0,0,10,0,10,4,12,36,29,134,3,212
UCL121128,7,11,0,18,0,43,0,8,3,13,18,4,43,0,0,0,0,0,0,0,0,0,0,5,24,0,27,0,0,3,4,9,8,19,19,12,46,63,212,10,366
UCL122001,0,4,0,0,0,4,0,0,4,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,6,0,6,0,0,7,11,56,4,81
UCL122002,0,0,0,0,0,4,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,7,28,0,53
UCL122003,3,3,0,3,0,17,4,0,14,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,5,0,0,0,5,10,8,27,21,80,3,155
UCL122004,0,3,0,0,0,5,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,23,11,20,0,62
UCL122005,0,3,0,4,0,8,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,16,3,34,0,52
UCL122006,0,4,0,5,0,10,0,0,5,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,3,15,3,29,0,60
UCL122007,0,0,0,5,0,8,0,0,0,7,10,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,6,6,0,8,8,48,17,78
UCL122008,0,4,0,0,0,10,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,5,0,5,0,0,7,16,45,0,73
UCL122009,0,3,0,3,0,7,0,0,7,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,11,6,0,11,9,59,5,87
UCL122010,0,7,0,3,0,12,0,0,6,5,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,27,15,59,0,102
UCL122011,0,7,0,9,0,14,0,3,7,0,0,0,13,0,0,0,0,0,0,3,0,0,0,4,5,0,12,0,0,0,0,0,0,0,7,6,28,13,79,7,141
UCL122012,4,3,0,5,0,11,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,29,3,50
UCL122013,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,24
UCL122014,0,7,0,0,0,7,0,0,0,3,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,8,12,44,6,80
UCL122015,0,0,0,0,0,9,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,7,3,19,15,26,0,82
UCL122016,0,6,0,5,0,12,0,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,11,9,52,4,84
UCL122017,0,3,0,4,0,8,0,0,8,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,9,3,20,13,35,0,80
UCL122018,0,9,0,6,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,31,5,53
UCL122019,0,0,0,5,0,8,0,0,5,4,13,0,18,0,0,0,0,4,0,5,0,0,0,0,5,0,6,0,0,0,0,4,0,4,4,0,7,8,50,0,77
UCL122020,0,0,0,3,0,8,0,0,5,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,27,0,54
UCL122021,0,6,0,0,0,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,4,3,15,13,25,4,64
UCL122022,0,3,3,10,0,14,0,3,5,8,12,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,5,0,5,6,9,24,25,85,3,143
UCL122023,5,11,5,4,0,21,5,0,11,5,10,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,51,17,51,6,140
UCL122024,0,6,0,6,0,10,0,0,6,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,4,12,16,37,0,73
UCL122025,0,0,0,4,0,8,0,0,6,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,4,7,5,7,15,44,4,80
UCL122026,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,48,0,60
UCL122027,0,5,0,0,0,9,6,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,21,6,19,0,57
UCL122028,0,0,0,4,0,11,0,0,4,3,14,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,8,11,45,0,70
UCL122029,0,6,0,0,0,13,0,0,6,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,8,3,38,15,14,0,86
UCL122030,5,13,0,0,0,23,0,0,11,5,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,8,9,35,15,42,4,115
UCL122031,0,17,0,6,0,28,0,0,12,5,7,0,30,0,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,0,0,0,3,3,3,46,32,83,3,172
UCL122032,0,0,0,5,0,9,0,0,0,4,0,0,12,0,0,4,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,5,0,5,6,4,23,22,71,5,129
UCL122033,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,7,54,0,71
UCL122034,5,8,5,6,0,20,0,3,0,5,5,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,5,20,17,43,0,90
UCL122035,3,0,0,3,0,11,0,0,3,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,6,12,19,53,6,95
UCL122036,0,7,0,5,0,15,0,0,8,10,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,16,14,19,0,55
UCL122037,0,4,0,3,0,6,7,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,14,4,28,17,48,4,111
UCL122038,0,3,0,0,0,7,4,0,0,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,7,17,11,45,7,87
UCL122039,0,3,0,0,0,9,0,0,0,12,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,10,3,3,8,20,63,10,104
UCL122040,0,0,0,0,0,8,0,0,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,26,0,37
UCL122041,0,3,0,0,0,14,0,0,6,12,15,0,34,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,4,4,3,34,27,64,5,130
UCL122042,4,3,0,0,0,10,3,0,7,4,9,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,3,8,0,16,12,57,3,99
UCL122043,0,3,3,5,0,12,0,0,3,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,0,10,0,3,6,14,54,5,85
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,4,23
UCL122045,4,3,0,0,4,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,5,3,29,5,45
UCL122046,5,6,3,0,0,14,0,3,4,5,3,0,11,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,3,15,12,25,26,71,0,142
UCL122047,0,7,0,0,0,21,6,0,3,4,0,5,22,0,0,4,0,0,0,7,0,0,0,0,0,0,5,0,0,3,6,0,0,4,34,5,50,12,19,9,128
UCL122048,0,3,5,0,0,6,0,0,0,9,4,0,13,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,6,0,0,6,5,0,11,16,25,4,59
UCL122049,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,4,34,3,48
UCL122050,0,6,0,0,0,9,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,5,4,14,3,32
UCL122051,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,5,31,3,46
UCL122052,0,5,5,6,0,13,0,3,7,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,25,9,35,0,79
UCL122053,0,0,0,4,0,5,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,0,33
UCL122054,0,9,3,3,0,16,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,9,0,15,0,3,9,10,59,0,97
UCL122055,3,16,3,0,0,28,0,0,9,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,14,11,55,20,33,0,131
UCL122056,0,0,0,0,0,11,0,0,3,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,17,11,35,4,67
UCL122057,0,0,0,0,0,0,0,0,8,0,8,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,3,5,18,12,40,5,84
UCL122058,8,6,0,5,0,13,0,0,5,8,9,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,3,7,10,13,17,61,0,105
UCL122059,0,8,3,11,0,17,0,0,3,11,7,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,7,20,20,81,9,136
UCL122060,0,6,0,9,0,7,0,0,3,4,6,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,4,0,0,0,6,0,0,14,9,55,5,82
UCL122061,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,20
UCL122062,0,0,0,4,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,12,8,51,8,82
UCL122063,0,3,0,3,0,11,0,0,3,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,4,0,4,0,0,9,9,44,4,75
UCL122064,0,3,0,5,0,8,0,3,4,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,5,0,3,6,3,26,8,45
UCL122065,0,14,6,6,0,23,4,0,13,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,31,9,42,4,101
UCL122066,0,8,0,3,0,17,0,0,6,7,3,0,21,0,0,0,0,0,0,0,0,0,0,6,9,0,17,0,0,0,0,0,0,4,8,4,23,25,82,3,145
UCL122067,0,8,5,4,0,16,0,0,11,10,13,4,38,0,0,0,0,3,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,4,7,0,28,26,63,3,126
UCL122068,3,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,9,0,21
UCL122069,0,4,0,0,0,9,4,3,6,0,0,0,15,0,0,0,0,5,0,4,3,0,0,0,5,0,5,0,0,5,0,0,0,9,11,11,41,7,22,5,104
