UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL115046,13,9,25,62,52,116,17,21,40,5,0,6,87,75,159,34,29,68,9,7,22,0,5,9,47,43,88,0,3,3,0,4,6,10,5,17,10,10,19,0,0,0,22,23,44,0,3,4,0,7,6,0,4,9,6,17,21,0,0,0,15,31,42,36,52,84,0,0,5,0,3,3,0,0,0,0,4,8,40,44,82,217,236,455
UCL115047,15,21,39,48,41,84,32,15,45,0,0,0,78,58,128,52,60,111,6,3,10,0,0,0,62,64,122,5,3,8,0,3,8,8,16,26,3,9,13,0,0,0,13,33,45,0,6,7,0,5,3,0,0,3,3,9,14,0,0,3,9,22,33,26,53,76,3,0,3,5,4,5,0,0,0,5,4,10,62,68,124,240,266,504
UCL115048,31,32,66,91,64,151,7,9,18,9,13,29,109,88,198,46,42,89,21,21,44,11,10,21,77,75,153,6,6,14,4,0,7,19,9,23,10,27,38,0,0,0,39,45,83,11,12,23,8,3,10,0,0,0,11,13,28,0,0,0,28,34,59,68,77,145,6,4,8,0,7,7,0,0,0,6,9,15,74,68,137,368,347,719
UCL115049,11,8,16,37,30,67,9,9,15,0,0,5,43,41,80,44,34,79,6,0,3,5,6,7,50,37,95,0,5,0,0,0,4,9,4,7,12,4,18,0,0,0,19,13,28,0,0,0,0,0,7,0,3,3,0,8,3,0,0,0,4,9,13,20,26,44,0,0,6,0,0,0,0,0,0,0,4,3,37,36,74,162,154,320
UCL115050,23,33,52,57,53,111,33,39,69,24,32,51,114,120,234,43,30,75,23,26,54,19,20,39,89,76,160,0,4,3,3,3,3,14,8,22,12,17,32,0,0,0,26,35,61,0,16,10,4,12,14,0,9,10,10,14,29,0,0,0,20,48,64,46,79,123,0,0,0,0,8,10,0,0,0,4,8,10,31,34,69,308,355,660
UCL115051,17,13,29,55,50,110,0,0,0,0,3,0,57,52,112,38,34,72,5,4,9,3,6,12,50,44,95,0,0,0,0,0,0,0,3,10,5,10,17,0,0,0,11,20,25,0,8,8,0,4,3,0,0,0,7,4,9,0,0,0,5,14,22,16,34,48,4,0,4,0,3,3,0,0,0,4,3,9,110,108,221,256,258,512
UCL115052,15,21,36,53,41,95,18,19,33,0,4,4,69,61,135,37,29,65,14,16,29,0,0,0,54,40,94,0,0,0,0,0,0,22,9,27,4,23,25,0,0,0,24,28,52,0,0,0,0,5,0,0,3,3,3,11,13,0,0,0,0,20,20,29,53,79,0,0,0,0,4,4,0,0,0,0,4,6,53,48,103,222,227,451
UCL115053,7,13,19,29,17,52,13,10,17,0,0,0,40,29,70,18,13,33,0,3,9,0,3,0,24,23,46,0,0,4,0,3,3,0,0,4,4,10,14,0,0,0,9,11,23,0,3,3,0,0,0,0,0,0,0,7,9,0,0,0,0,10,15,14,23,36,0,0,3,0,4,3,0,0,0,5,7,4,36,41,76,116,134,250
UCL115054,14,8,18,43,27,68,6,4,10,8,8,20,59,36,101,19,18,42,12,12,23,11,9,24,46,40,87,0,0,0,0,0,0,15,4,14,4,0,7,0,0,0,16,7,28,5,13,21,3,3,9,0,0,0,3,3,3,0,0,0,15,24,35,30,33,62,0,0,0,0,4,5,0,0,0,0,5,7,28,25,50,168,149,317
UCL115055,19,26,45,70,61,132,10,17,32,0,0,0,79,80,165,56,59,109,6,5,13,0,5,5,61,62,126,0,0,0,0,0,3,16,16,28,6,8,14,0,0,0,24,29,50,0,8,13,0,0,8,0,0,0,14,9,16,0,0,0,19,23,34,40,47,83,0,0,0,0,10,5,0,0,0,0,10,5,43,64,100,242,281,523
UCL115056,34,34,65,98,83,181,15,10,23,0,3,3,113,95,211,88,63,150,4,9,19,0,0,0,99,68,167,4,4,10,4,0,6,8,9,15,9,24,34,0,0,0,25,36,62,0,6,7,0,9,10,0,0,0,3,10,12,0,0,0,9,28,33,36,64,96,0,6,7,4,7,10,0,0,0,3,13,16,168,145,313,448,416,866
UCL115057,20,20,45,69,82,155,12,17,33,0,0,4,84,103,188,58,63,121,15,17,31,4,5,0,75,76,152,6,0,5,0,5,6,8,4,11,11,13,19,0,0,0,27,25,50,8,7,12,4,4,9,4,9,11,13,9,20,0,0,0,28,26,52,46,55,100,0,0,0,0,6,6,0,0,0,0,3,7,131,119,248,362,381,740
UCL115058,8,7,11,38,35,77,5,3,8,8,5,12,53,46,92,17,21,34,0,3,0,11,3,20,33,25,59,3,0,5,0,0,0,3,5,3,7,3,11,0,0,0,17,10,26,3,9,14,0,5,5,0,0,3,3,11,13,0,0,0,8,19,29,25,31,54,0,0,0,0,0,0,0,0,0,0,0,0,66,72,141,173,179,356
UCL115059,14,7,22,49,37,87,11,13,28,0,0,0,61,52,111,39,48,88,6,0,6,4,3,11,48,56,99,0,0,4,0,3,6,4,4,11,5,19,25,0,0,0,11,27,43,0,0,4,0,4,4,0,0,0,0,5,6,0,0,0,4,13,20,20,38,62,3,3,0,0,5,6,0,0,0,5,6,4,113,125,235,254,283,539
UCL115060,46,28,79,117,93,208,16,9,29,10,9,25,146,115,261,50,61,117,16,16,31,9,15,20,82,98,174,63,12,73,21,13,28,19,13,32,16,16,32,0,0,0,116,57,172,3,8,14,0,6,6,0,3,9,12,17,30,0,0,0,23,34,51,133,92,223,34,6,38,6,6,13,0,0,0,38,14,53,185,101,286,630,445,1079
UCL115061,13,14,26,30,32,55,5,3,17,5,5,11,39,40,81,25,30,52,6,14,17,3,3,5,33,43,76,0,3,3,0,3,3,6,8,11,3,12,16,0,0,0,9,15,28,0,0,5,0,4,4,0,0,0,0,6,11,0,0,0,3,17,17,14,35,49,0,0,0,0,3,10,0,0,0,0,4,6,21,27,45,118,158,281
UCL115062,22,20,37,40,44,88,8,11,16,10,11,20,60,62,119,21,29,51,6,6,13,11,12,24,41,47,86,3,8,9,0,0,3,10,4,11,4,9,17,0,0,0,21,19,39,8,9,19,0,4,6,4,8,9,0,5,9,0,0,0,10,24,34,30,41,72,0,3,3,0,0,3,0,0,0,0,10,11,22,22,42,175,200,371
UCL115063,15,12,29,54,54,103,3,0,0,12,5,20,68,56,122,28,24,54,3,10,15,10,13,23,45,48,93,0,0,0,0,0,0,12,5,10,5,5,14,0,0,0,12,15,29,6,14,23,0,5,5,0,0,4,4,5,11,0,0,0,13,23,38,24,42,69,4,0,4,5,3,10,0,0,0,11,3,14,18,7,26,178,175,349
UCL115064,57,51,107,178,161,339,19,11,29,7,9,22,207,183,389,95,96,193,25,27,54,21,14,39,144,140,282,6,8,17,3,0,6,28,17,42,11,30,45,0,0,0,49,57,109,25,47,68,10,16,27,5,4,14,20,41,60,0,0,0,57,112,168,111,166,278,3,3,7,6,16,26,0,0,0,11,16,30,99,90,190,629,651,1276
UCL115065,20,24,46,70,59,121,31,30,66,0,0,0,103,91,185,58,54,109,0,0,0,3,0,6,62,57,119,4,3,3,0,3,10,4,3,9,5,18,18,0,0,0,13,26,44,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,7,10,17,36,56,0,0,0,4,0,5,0,0,0,5,0,4,143,144,288,343,351,701
UCL115066,51,35,84,107,98,204,13,15,24,13,17,22,132,123,256,59,54,111,16,21,36,14,10,20,85,84,171,4,3,10,4,4,9,22,18,40,10,17,25,0,0,0,40,49,90,3,11,17,0,3,8,11,11,13,3,10,14,0,0,0,15,39,54,59,84,136,0,0,0,0,6,6,0,0,0,0,11,10,50,50,96,370,390,761
UCL115067,32,20,48,85,74,164,13,6,12,0,0,0,96,78,180,43,54,100,8,0,7,0,4,3,50,58,107,3,0,3,0,0,0,10,12,18,7,14,23,0,0,0,20,23,45,0,3,9,0,3,4,3,4,4,6,21,23,0,0,0,5,25,32,28,56,75,0,3,6,0,3,4,0,0,0,4,8,11,68,81,141,271,296,568
UCL115068,7,12,15,27,29,54,4,0,8,0,3,6,25,33,66,20,17,37,8,9,14,5,0,5,25,34,55,0,4,4,0,0,0,3,5,9,4,5,12,0,0,0,9,11,20,3,4,7,0,4,7,0,0,0,3,4,9,0,0,0,5,12,23,20,26,44,0,0,3,0,5,4,0,0,0,0,6,5,36,35,70,119,136,253
UCL115069,12,17,29,54,41,95,4,6,10,0,0,0,60,48,108,46,45,90,12,14,22,0,0,0,52,63,114,0,3,3,4,5,7,8,3,13,9,14,24,0,0,0,13,27,45,0,8,10,5,0,6,4,3,5,3,10,16,0,0,0,7,21,32,29,51,76,0,0,0,0,5,5,0,0,0,0,5,5,66,75,141,218,255,472
UCL115070,57,50,108,119,83,206,39,55,92,13,9,21,174,147,316,56,61,117,39,40,77,13,15,28,108,120,225,4,11,12,3,10,10,18,15,32,13,27,40,0,0,0,39,57,97,10,14,25,0,10,14,0,10,11,8,15,24,0,0,0,20,50,74,58,108,168,0,5,10,5,5,11,0,0,0,6,14,17,54,56,115,459,495,947
UCL115071,18,33,50,72,71,145,20,24,42,0,0,0,93,97,191,52,62,112,8,9,13,5,0,3,56,71,129,3,0,0,0,3,4,14,7,24,6,18,25,0,0,0,29,29,59,0,3,9,0,0,0,0,0,3,4,16,20,0,0,0,3,24,31,33,52,88,0,0,0,0,10,10,0,0,0,0,9,14,81,81,165,284,345,630
UCL115072,22,20,40,72,61,134,6,8,12,4,8,10,82,75,159,45,39,87,12,10,23,14,7,21,74,56,135,0,0,5,0,6,5,5,7,8,5,15,23,0,0,0,16,33,44,5,0,6,0,0,0,3,0,3,3,11,15,0,0,0,8,17,23,20,42,64,4,0,7,3,0,4,0,0,0,3,4,5,32,23,56,236,221,460
UCL115073,14,19,34,46,43,86,21,19,36,0,4,4,68,63,128,43,33,78,12,11,25,5,7,7,56,50,104,0,3,5,0,4,4,8,10,16,5,11,24,0,0,0,21,23,46,0,7,7,0,3,3,0,0,0,3,10,11,0,0,0,3,17,23,20,44,64,0,0,0,0,6,7,0,0,0,5,6,5,97,90,186,261,268,524
UCL115074,18,19,30,54,53,107,19,20,45,4,0,5,82,80,165,45,39,82,12,10,25,4,6,11,56,60,115,0,5,6,0,0,0,8,12,17,14,13,22,0,0,0,21,29,52,0,4,3,3,4,7,0,3,3,0,11,10,0,0,0,9,18,25,35,49,76,0,0,3,6,0,6,0,0,0,5,0,4,167,169,339,361,374,733
UCL115075,3,12,14,19,23,42,0,4,3,9,0,7,30,26,56,17,18,32,5,6,11,0,3,5,21,31,53,0,0,4,0,0,0,3,3,4,5,0,7,0,0,0,6,4,10,0,4,7,0,0,0,0,0,0,0,3,6,0,0,0,5,13,14,14,12,21,0,0,0,0,3,3,0,0,0,0,3,3,15,22,35,77,105,181
UCL115076,23,14,31,57,58,110,8,13,25,0,0,0,65,72,140,16,28,52,16,15,31,0,0,0,33,47,80,0,0,0,4,5,5,3,5,6,3,14,20,0,0,0,11,20,34,0,0,0,0,3,3,0,6,6,4,8,15,0,0,0,4,14,21,13,34,51,0,0,0,0,3,7,0,0,0,0,3,5,58,69,120,202,238,438
UCL115077,13,13,30,54,49,104,4,0,8,3,8,9,57,56,119,22,22,49,10,10,21,14,11,18,47,37,89,4,0,5,6,4,8,3,6,9,6,14,15,0,0,0,12,33,43,0,4,3,4,5,8,3,7,9,3,13,19,0,0,0,10,23,36,22,50,76,0,0,0,3,3,4,0,0,0,3,3,4,86,85,168,231,253,484
UCL115078,5,4,13,20,14,35,0,0,3,0,0,9,25,20,46,16,8,26,6,3,5,6,3,10,26,21,42,0,0,0,0,0,0,3,4,6,0,8,13,0,0,0,7,12,15,3,4,9,0,0,0,0,0,0,0,5,5,0,0,0,6,9,16,13,24,40,0,0,0,0,3,3,0,0,0,0,4,4,57,63,122,134,139,266
UCL115079,18,21,41,52,59,112,7,16,21,0,0,0,63,72,135,44,51,96,0,0,0,0,0,0,40,51,95,0,0,3,0,0,3,5,6,15,9,15,27,0,0,0,16,28,44,0,10,9,0,0,0,0,0,0,0,7,13,0,0,0,6,18,26,24,49,65,0,0,0,0,8,3,0,0,0,0,3,6,147,118,270,299,315,616
UCL115080,35,33,71,70,89,161,18,14,33,19,12,27,102,122,220,69,68,138,6,4,8,5,13,24,85,84,169,5,6,10,0,4,3,11,6,19,11,21,25,0,0,0,25,39,66,5,11,17,0,5,5,0,3,7,3,14,17,0,0,0,13,32,46,45,72,112,0,4,0,0,10,10,0,0,0,0,14,14,30,28,60,298,348,644
UCL115081,3,13,21,27,32,59,11,16,19,0,0,0,39,42,85,25,14,33,3,0,3,0,0,0,25,10,39,0,0,0,3,7,4,0,9,6,0,3,3,0,0,0,4,16,21,0,4,4,3,0,3,0,0,0,3,7,11,0,0,0,5,10,17,9,26,40,0,0,0,0,8,8,0,0,0,0,8,4,84,73,156,162,179,345
UCL115082,6,8,18,43,22,69,4,8,15,0,0,0,52,28,82,12,23,37,4,0,5,7,4,14,23,30,54,0,4,4,0,0,0,0,5,7,3,10,15,0,0,0,8,18,20,0,11,12,0,0,4,0,0,0,5,7,3,0,0,0,4,16,19,7,27,41,0,0,0,0,0,0,0,0,0,0,0,3,56,54,112,153,159,311
UCL115083,28,28,51,99,79,175,11,12,17,0,3,3,105,89,193,55,51,107,7,7,21,3,0,0,73,56,130,4,3,12,4,6,11,13,13,25,13,13,26,0,0,0,33,37,72,0,8,4,0,5,5,0,4,4,0,8,8,0,0,0,6,24,26,35,59,96,0,0,3,0,7,8,0,0,0,8,3,13,98,63,163,340,302,643
UCL115084,10,7,20,34,33,66,5,0,5,8,3,11,42,37,76,25,25,51,3,3,4,9,3,10,35,31,66,0,0,0,0,0,0,4,0,4,5,10,12,0,0,0,8,13,21,0,0,3,0,0,5,0,0,0,0,9,9,0,0,0,6,14,11,10,22,35,0,0,0,0,0,0,0,0,0,0,3,3,58,51,112,155,154,309
UCL115085,22,20,35,32,40,75,0,6,6,5,3,5,35,48,82,10,14,28,9,3,14,10,3,15,31,26,59,0,0,0,0,0,0,16,5,18,3,5,6,0,0,0,18,10,31,7,18,23,0,3,5,0,0,0,5,15,11,0,0,0,14,27,47,35,42,75,0,4,4,0,3,0,0,0,0,3,3,6,30,24,53,153,161,316
UCL115086,13,17,27,59,51,113,0,0,0,14,13,35,78,67,142,42,29,71,0,0,0,34,47,77,74,79,157,7,4,10,3,10,16,3,10,18,31,35,67,0,0,0,52,57,107,7,15,21,5,13,15,3,6,9,18,35,53,0,0,0,34,64,103,87,123,209,0,5,5,6,6,8,0,0,0,6,9,10,55,48,105,309,342,651
UCL115087,22,20,47,35,31,66,15,20,31,23,29,52,74,76,149,32,39,68,9,15,26,12,21,34,58,67,120,0,0,0,0,0,5,8,3,8,8,18,24,0,0,0,14,26,39,4,0,9,0,0,3,0,0,0,9,10,17,0,0,0,8,19,33,21,48,67,0,0,3,0,3,3,0,0,0,0,5,9,51,55,111,232,271,503
UCL115088,24,22,38,46,48,100,14,5,18,3,4,6,64,63,128,24,33,57,4,9,19,0,4,4,31,49,79,6,0,6,0,3,3,5,4,7,9,15,16,0,0,0,12,19,30,0,3,10,0,4,5,0,3,6,7,11,18,0,0,0,14,22,33,25,43,67,0,0,0,4,4,5,0,0,0,4,4,5,31,37,64,170,212,383
UCL115089,47,49,91,100,94,196,50,61,112,9,4,11,161,158,320,102,87,193,12,10,26,14,11,16,128,107,234,7,4,12,5,8,11,22,18,36,14,30,47,0,0,0,47,65,112,10,11,15,3,13,13,0,7,9,6,26,32,0,0,0,24,53,78,68,119,189,4,4,9,8,8,10,0,0,0,13,14,28,954,129,1085,1367,568,1939
UCL115090,3,8,10,42,26,69,0,0,0,0,0,0,42,26,69,34,29,60,0,0,0,0,0,0,34,29,60,0,0,0,0,7,3,4,3,7,4,8,6,0,0,0,15,16,22,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,9,11,13,23,38,0,0,0,0,5,5,0,0,0,0,11,11,72,78,150,160,167,325
UCL115091,17,15,28,49,32,82,0,13,13,7,0,5,56,46,99,32,27,63,4,4,10,0,0,6,41,28,72,4,3,6,0,3,3,4,4,10,5,7,12,0,0,0,16,20,29,5,3,11,0,0,5,0,3,3,0,6,6,0,0,0,3,14,20,21,31,49,0,0,0,0,0,4,0,0,0,0,0,4,85,63,155,221,184,405
UCL115092,35,27,56,67,60,119,10,14,16,10,13,20,85,80,165,45,34,86,4,7,15,4,4,8,59,46,104,4,5,10,0,9,7,6,8,18,7,21,29,0,0,0,26,39,66,0,0,4,0,0,0,0,0,3,7,10,14,0,0,0,7,17,25,30,60,87,0,0,4,0,0,0,0,0,0,0,4,5,49,51,100,254,262,518
UCL115093,9,11,18,45,26,71,3,0,3,6,6,14,52,40,94,19,11,35,0,8,7,11,6,15,35,26,59,4,0,3,0,0,0,7,0,6,4,6,12,0,0,0,16,8,25,9,12,24,0,0,0,0,0,0,5,8,15,0,0,0,20,19,40,31,29,64,0,0,0,0,6,3,0,0,0,0,6,3,13,9,21,144,121,257
UCL115094,24,33,55,74,80,153,29,37,67,6,10,13,109,125,236,57,34,89,16,26,42,9,9,15,75,66,143,4,0,6,4,11,15,9,4,13,9,15,23,0,0,0,26,39,65,0,12,11,3,7,10,0,3,8,4,17,21,0,0,0,14,41,52,38,78,113,0,0,5,3,3,4,0,0,0,8,0,10,128,182,306,374,484,857
UCL115095,11,16,28,52,31,86,11,7,17,3,3,8,66,47,111,25,14,37,0,0,4,0,5,9,29,22,49,3,0,3,0,0,0,0,10,11,0,7,5,0,0,0,11,13,22,0,4,4,0,4,4,0,0,4,0,3,10,0,0,0,0,14,12,10,27,37,0,0,0,0,0,0,0,0,0,0,0,0,79,94,167,187,205,393
UCL115096,42,46,79,123,128,249,19,15,33,19,15,37,164,155,323,46,39,89,65,56,122,8,22,26,121,114,240,5,0,6,9,13,15,19,10,32,20,24,41,0,0,0,56,43,95,6,20,27,6,10,13,0,3,4,6,24,33,0,0,0,22,56,77,72,96,173,6,0,6,10,9,18,0,0,0,8,9,21,78,63,144,487,485,973
UCL115097,21,15,37,71,92,160,0,0,7,3,3,10,82,100,179,56,52,111,16,12,26,5,4,14,79,67,147,6,5,8,0,0,3,3,5,14,7,18,25,0,0,0,19,29,49,3,6,13,5,5,10,0,7,7,6,7,12,0,0,0,13,26,38,32,52,86,0,0,4,10,3,13,0,0,0,10,7,16,81,80,162,311,321,629
UCL115098,14,12,24,35,54,92,0,0,0,0,0,0,38,54,90,36,32,63,0,3,6,0,3,6,37,35,69,0,0,0,0,0,0,3,0,0,0,11,6,0,0,0,3,14,19,3,3,3,0,0,0,0,0,0,3,5,8,0,0,0,5,10,11,7,21,32,0,0,0,0,8,8,0,0,0,0,8,5,127,169,295,222,292,516
UCL115099,34,29,58,83,59,141,28,33,68,8,9,16,118,102,225,76,69,149,10,12,18,6,3,8,93,83,177,6,3,10,3,9,11,10,11,20,11,30,41,0,0,0,29,47,79,9,4,12,3,9,11,0,0,0,5,8,14,0,0,0,12,27,40,42,75,114,0,0,0,0,4,5,0,0,0,0,6,5,106,121,225,385,415,801
UCL115100,16,22,34,64,51,113,14,20,29,9,3,8,91,70,157,47,53,101,0,5,9,14,4,20,59,63,130,0,3,4,0,3,4,3,3,6,13,20,33,0,0,0,18,25,46,4,0,4,0,10,6,0,0,4,9,10,22,0,0,0,17,16,36,30,50,77,0,5,5,5,6,9,0,0,0,5,8,13,103,92,195,304,302,604
UCL115101,12,16,30,46,39,86,19,28,47,11,9,24,77,77,156,23,28,51,29,14,45,20,14,37,70,60,129,0,0,0,0,0,3,7,7,14,0,15,17,0,0,0,16,27,39,3,6,7,4,0,5,3,4,5,3,17,24,3,0,3,16,27,44,25,55,82,0,0,0,0,3,10,0,0,0,3,3,13,84,83,163,274,290,562
UCL115102,19,30,48,57,44,98,24,18,43,11,7,13,87,64,155,34,40,73,7,8,15,5,5,9,42,52,92,4,0,3,0,0,0,7,6,10,3,11,10,0,0,0,9,16,26,0,4,4,5,0,6,0,4,4,0,4,4,0,0,0,5,12,13,14,28,46,0,6,4,0,3,5,0,0,0,3,9,14,87,86,170,257,264,519
UCL115103,9,7,13,39,30,63,13,15,25,6,7,15,53,53,104,21,21,45,10,12,21,0,0,4,32,31,66,0,0,0,4,0,0,3,0,0,3,9,8,0,0,0,6,6,10,0,4,4,0,5,5,0,0,0,0,5,4,0,0,0,0,12,17,7,19,30,0,0,0,0,3,3,0,0,0,0,3,3,42,47,90,145,163,313
UCL115104,22,16,39,58,40,98,4,7,14,0,0,0,65,52,118,26,48,75,3,3,7,0,3,5,34,54,89,0,0,0,0,3,3,3,0,11,10,3,9,0,0,0,10,13,24,0,3,8,0,4,9,0,0,0,3,8,9,0,0,0,11,12,24,25,27,49,0,0,0,0,4,7,0,0,0,0,4,7,32,34,75,179,194,373
UCL115105,10,8,26,59,54,114,4,9,14,5,0,8,64,75,140,45,49,92,0,3,7,10,5,14,58,54,109,0,3,3,0,0,0,14,5,21,3,4,11,0,0,0,14,25,34,4,9,7,0,0,7,5,4,8,3,6,13,0,0,0,7,21,31,24,45,70,0,0,0,0,4,4,0,0,0,0,4,4,71,73,146,233,258,496
UCL115106,32,15,47,68,56,124,28,27,56,3,0,3,103,79,179,53,36,91,11,13,25,4,9,11,69,52,119,0,5,5,0,0,0,21,7,25,6,12,23,0,0,0,32,27,58,5,3,14,0,4,4,0,0,0,8,13,20,0,0,0,13,26,33,44,55,91,4,0,7,3,10,15,0,0,0,5,12,19,165,151,322,416,364,777
UCL115107,37,26,61,100,79,175,13,11,25,41,60,100,149,156,302,71,65,132,12,6,18,44,38,83,121,115,241,4,9,5,5,15,17,9,7,18,15,24,40,0,0,0,33,57,89,4,6,11,11,16,20,0,0,0,5,40,49,0,0,0,20,62,83,49,121,172,0,3,3,3,27,28,0,0,0,6,30,34,153,161,319,517,603,1122
UCL115108,24,30,50,68,54,126,53,61,113,8,16,25,128,133,263,53,38,89,35,41,77,10,16,30,99,93,194,0,5,3,3,0,3,15,5,24,15,25,41,0,0,0,34,36,70,10,33,38,0,5,7,0,3,5,11,23,29,0,0,0,27,57,81,59,92,148,4,3,9,6,10,20,0,0,0,12,17,26,27,24,48,346,383,731
UCL115109,30,28,54,102,69,172,0,0,0,4,9,10,105,79,186,68,52,117,11,4,10,9,8,18,77,63,147,5,4,9,0,9,9,17,3,26,3,17,23,0,0,0,27,32,61,4,3,6,0,6,7,0,8,4,4,13,19,0,0,0,9,29,37,37,63,101,0,3,3,5,3,7,0,0,0,7,10,12,108,129,235,364,365,728
UCL115110,24,34,63,94,113,202,52,41,99,3,3,6,146,158,305,81,109,189,9,14,21,0,0,6,91,122,212,3,0,3,3,9,9,15,7,20,11,31,43,0,0,0,33,49,85,0,7,8,4,8,12,3,0,3,8,16,27,0,0,0,17,31,45,50,81,129,10,0,7,4,5,11,0,0,0,16,4,24,187,172,364,515,582,1092
UCL115111,41,37,77,84,81,164,24,34,56,29,44,74,132,163,296,92,68,160,19,15,30,15,16,26,124,93,217,0,4,9,4,3,8,11,12,23,5,17,24,0,0,0,27,37,62,0,4,4,0,9,9,0,0,4,0,26,21,0,0,0,4,37,37,30,73,101,8,3,4,0,4,8,0,0,0,9,5,11,251,261,507,578,629,1201
UCL115112,62,52,109,60,66,128,29,34,61,34,15,44,120,113,238,38,32,68,19,20,45,9,16,23,67,68,134,3,7,3,3,0,8,5,5,11,20,24,44,0,0,0,26,38,64,5,17,22,0,13,16,4,6,6,16,19,35,0,0,0,29,53,80,53,94,145,6,0,7,10,10,18,0,0,0,12,10,27,41,41,84,355,381,731
UCL115113,27,24,51,38,41,81,38,42,77,0,0,0,80,86,160,46,54,99,0,0,0,0,0,5,50,58,106,0,0,0,3,3,5,17,7,25,7,13,22,0,0,0,28,27,55,0,6,4,0,3,0,0,0,0,4,16,19,0,0,0,10,16,22,31,43,78,0,5,4,0,5,5,0,0,0,3,6,8,44,42,85,228,258,487
UCL115114,18,20,39,66,68,139,25,32,57,0,0,0,94,104,199,57,41,93,6,22,24,6,8,9,71,59,129,3,3,4,0,3,8,12,8,21,10,10,24,0,0,0,22,29,51,5,7,11,0,4,5,0,0,6,3,11,12,0,0,0,13,21,33,32,54,87,5,5,4,0,5,3,0,0,0,3,7,14,149,139,286,369,386,751
UCL115115,38,45,81,109,129,239,16,16,33,16,30,47,145,173,319,70,72,142,18,23,46,32,48,80,127,142,265,3,3,9,0,22,16,14,13,24,21,44,65,0,0,0,44,75,124,9,11,18,9,34,46,0,7,8,18,37,56,0,0,0,44,95,134,89,170,258,3,4,8,17,15,32,0,0,0,21,21,40,195,234,423,606,778,1381
UCL115116,52,50,103,167,164,334,9,3,13,14,8,25,195,176,369,71,68,140,20,16,31,17,17,32,107,101,205,3,0,10,0,6,5,13,9,22,16,35,48,0,0,0,36,54,91,8,12,22,9,17,24,0,3,0,14,22,37,0,0,0,31,54,83,67,110,171,0,4,5,4,10,16,0,0,0,9,10,24,137,131,273,568,582,1148
