UCL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL121043,215,632,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,8,218,648,7,..,227,648
UCL121044,174,456,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,180,465,4,..,183,465
UCL121045,218,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,221,493,56,..,277,493
UCL121046,166,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,478,7,..,170,478
UCL121047,216,553,3,3,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,229,573,39,..,267,573
UCL121048,164,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,18,24,0,0,174,481,6,..,186,481
UCL121049,195,550,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,193,559,17,..,210,559
UCL121050,176,323,18,23,10,12,23,35,25,36,85,128,0,0,0,0,0,0,106,168,4,16,18,23,0,0,0,4,23,42,0,0,330,563,80,..,416,563
UCL121051,377,826,16,14,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,398,855,53,..,451,855
UCL121052,199,469,63,92,28,45,93,134,43,64,6,9,9,23,0,0,0,0,61,91,0,0,4,19,0,0,0,0,4,19,3,21,365,734,294,..,663,734
UCL121053,280,603,16,15,0,0,15,14,10,11,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,5,0,5,0,0,308,630,57,..,361,630
UCL121054,217,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,217,751,6,..,223,751
UCL121055,239,571,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,31,0,3,0,0,0,0,18,29,0,0,258,615,14,..,277,615
UCL121056,330,868,4,9,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,881,41,..,379,881
UCL121057,215,654,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,658,0,..,217,658
UCL121058,597,1782,3,3,0,0,3,3,0,4,0,0,0,0,0,0,0,7,4,9,0,5,0,0,0,0,0,0,0,5,4,4,609,1811,17,..,621,1811
UCL121059,236,567,0,3,4,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,578,44,..,284,578
UCL121060,320,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,948,10,..,339,948
UCL121061,171,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,541,15,..,189,541
UCL121062,327,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,880,13,..,339,880
UCL121063,204,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,170,0,0,0,0,99,172,0,0,306,597,146,..,452,597
UCL121064,276,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,279,586,123,..,397,586
UCL121065,376,866,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,866,33,..,407,866
UCL121066,171,450,0,14,0,0,0,14,8,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,182,474,14,..,195,474
UCL121067,341,718,6,8,0,0,6,8,7,18,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,4,0,4,3,3,363,750,52,..,418,750
UCL121068,765,1930,25,59,39,86,70,140,3,3,0,0,0,0,0,0,0,0,3,3,0,3,27,34,0,0,0,0,25,35,5,5,865,2117,400,..,1268,2117
UCL121069,216,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,225,762,3,..,227,762
UCL121070,195,493,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,4,0,4,0,0,201,500,47,..,250,500
UCL121071,198,495,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,203,510,35,..,238,510
UCL121072,276,703,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,284,710,29,..,317,710
UCL121073,282,580,14,20,0,0,19,21,0,6,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,3,3,3,9,304,614,59,..,363,614
UCL121074,252,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,527,46,..,297,527
UCL121075,207,469,37,60,0,0,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,531,9,..,256,531
UCL121076,334,964,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,334,971,33,..,371,971
UCL121077,242,632,11,16,0,0,11,16,9,6,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,3,3,3,0,6,263,666,26,..,292,666
UCL121078,227,649,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,234,664,10,..,240,664
UCL121079,190,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,514,4,..,195,514
UCL121080,320,832,27,70,10,24,39,95,6,4,0,0,0,0,0,0,0,0,4,4,8,22,10,19,0,0,0,0,26,42,0,0,386,974,36,..,421,974
UCL121081,176,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,176,557,14,..,188,557
UCL121082,368,884,11,19,48,91,62,115,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,433,1004,124,..,552,1004
UCL121083,419,885,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,422,898,141,..,570,898
UCL121084,245,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,248,822,15,..,259,822
UCL121085,335,894,3,9,42,86,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,993,127,..,507,993
UCL121086,349,713,4,10,0,0,4,10,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,6,0,0,5,13,17,4,3,374,747,75,..,447,747
UCL121087,242,626,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,630,14,..,262,630
UCL121088,219,549,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,3,0,0,224,551,12,..,236,551
UCL121089,331,851,0,0,0,7,5,5,5,11,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,341,875,63,..,408,875
UCL121090,255,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,262,821,8,..,269,821
UCL121091,239,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,667,10,..,250,667
UCL121092,366,1058,0,5,3,7,4,14,0,4,0,0,0,0,0,0,0,0,0,4,0,0,19,24,0,0,0,0,19,24,0,0,391,1097,9,..,408,1097
UCL121093,385,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,387,1134,16,..,412,1134
UCL121094,292,640,4,11,0,0,4,11,7,10,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,4,7,8,9,0,3,318,676,55,..,374,676
UCL121095,227,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,235,665,18,..,249,665
UCL121096,297,692,10,27,8,15,17,40,0,6,12,13,0,0,0,4,0,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,333,755,70,..,398,755
UCL121097,242,620,3,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,7,15,0,3,260,652,16,..,275,652
UCL121098,323,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,321,839,6,..,333,839
UCL121099,268,564,7,14,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,578,36,..,312,578
UCL121100,391,1070,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,392,1078,29,..,421,1078
UCL121101,367,1008,5,7,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1021,35,..,406,1021
UCL121102,358,814,8,18,5,10,16,27,15,32,3,5,0,0,0,0,0,3,20,38,4,12,0,0,0,0,0,3,5,19,0,10,406,902,145,..,556,902
UCL121103,372,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,373,932,38,..,413,932
UCL121104,270,654,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,15,0,0,277,681,31,..,305,681
UCL121105,287,569,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,7,0,7,0,0,314,608,98,..,411,608
UCL121106,409,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,919,62,..,477,919
UCL121107,344,859,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,17,355,884,20,..,377,884
UCL121108,296,767,0,3,3,4,4,11,8,9,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,3,0,317,786,24,..,339,786
UCL121109,168,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,492,10,..,177,492
UCL121110,370,897,27,57,0,4,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,401,962,21,..,419,962
UCL121111,274,601,0,0,0,0,0,0,26,32,0,0,0,0,0,0,0,0,26,32,3,6,0,0,0,0,0,0,3,6,0,0,301,638,51,..,353,638
UCL121112,280,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,734,21,..,299,734
UCL121113,197,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,4,14,0,3,208,457,27,..,235,457
UCL121114,270,713,14,33,19,38,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,783,27,..,333,783
UCL121115,265,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,33,41,0,0,0,0,40,56,4,9,311,611,99,..,414,611
UCL121116,293,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,292,929,11,..,304,929
UCL121117,218,544,17,35,3,8,18,38,7,20,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,6,10,5,11,0,0,246,611,21,..,268,611
UCL121118,160,486,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,3,0,3,0,0,168,502,5,..,172,502
UCL121119,308,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,811,19,..,326,811
UCL121120,115,370,12,18,0,0,12,18,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,14,25,142,409,62,..,207,409
UCL121121,183,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,186,482,27,..,211,482
UCL121122,207,609,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,206,616,7,..,218,616
UCL121123,217,541,9,15,9,18,20,30,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,3,7,237,578,25,..,259,578
UCL121124,176,373,8,10,0,9,10,14,0,0,0,0,0,0,0,0,0,4,0,4,10,17,45,65,0,0,0,5,56,81,0,0,242,475,159,..,402,475
UCL121125,318,758,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,16,16,42,56,0,0,0,0,55,73,7,7,378,841,42,..,417,841
UCL121126,203,581,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,211,589,3,..,215,589
UCL121127,214,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,218,664,9,..,227,664
UCL121128,332,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,936,17,..,347,936
UCL122001,81,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,241,0,..,86,241
UCL122002,93,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,191,48,..,144,191
UCL122003,142,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,402,6,..,145,402
UCL122004,68,156,3,8,10,18,13,27,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,81,190,77,..,155,190
UCL122005,154,300,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,161,309,39,..,199,309
UCL122006,113,243,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,256,25,..,143,256
UCL122007,192,414,0,5,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,4,3,0,0,0,207,427,25,..,226,427
UCL122008,93,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,233,13,..,105,233
UCL122009,122,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,298,3,..,128,298
UCL122010,120,319,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,118,328,0,..,123,328
UCL122011,107,315,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,335,12,..,124,335
UCL122012,119,247,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,253,18,..,144,253
UCL122013,84,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,8,3,10,0,0,90,178,26,..,112,178
UCL122014,130,292,3,4,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,134,301,28,..,156,301
UCL122015,101,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,225,12,..,110,225
UCL122016,88,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,225,4,..,96,225
UCL122017,118,264,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,126,273,21,..,147,273
UCL122018,177,352,3,13,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,359,51,..,233,359
UCL122019,112,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,0,114,236,25,..,133,236
UCL122020,137,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,4,4,0,4,146,244,22,..,165,244
UCL122021,71,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,189,0,..,74,189
UCL122022,129,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,0,0,0,0,33,53,10,21,169,463,7,..,181,463
UCL122023,133,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,132,407,8,..,142,407
UCL122024,100,255,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,258,8,..,110,258
UCL122025,93,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,234,4,..,100,234
UCL122026,83,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,84,229,16,..,104,229
UCL122027,76,167,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,9,15,5,8,21,31,0,0,0,0,23,38,0,0,107,222,94,..,204,222
UCL122028,142,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,330,23,..,163,330
UCL122029,100,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,242,17,..,121,242
UCL122030,152,341,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,345,11,..,164,345
UCL122031,125,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,430,0,..,125,430
UCL122032,183,428,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,435,33,..,216,435
UCL122033,76,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,83,218,11,..,89,218
UCL122034,77,227,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,233,0,..,79,233
UCL122035,164,377,7,12,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,13,0,0,175,401,18,..,194,401
UCL122036,121,280,7,13,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,292,47,..,176,292
UCL122037,85,234,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,235,0,..,93,235
UCL122038,115,261,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,117,259,55,..,172,259
UCL122039,157,390,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,0,3,0,0,156,405,11,..,171,405
UCL122040,85,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,211,8,..,98,211
UCL122041,136,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,351,12,..,148,351
UCL122042,91,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,262,6,..,95,262
UCL122043,129,296,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,6,3,5,7,0,0,137,308,16,..,150,308
UCL122044,45,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,107,4,..,43,107
UCL122045,111,231,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,241,16,..,124,241
UCL122046,205,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,4,0,0,0,0,3,4,0,0,214,434,309,..,519,434
UCL122047,131,292,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,293,60,..,195,293
UCL122048,134,318,27,36,0,0,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,356,40,..,202,356
UCL122049,143,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,284,32,..,174,284
UCL122050,90,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,176,41,..,140,176
UCL122051,102,231,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,237,24,..,131,237
UCL122052,91,219,3,4,3,13,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,3,6,0,0,102,245,90,..,191,245
UCL122053,129,237,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,3,0,0,136,247,34,..,173,247
UCL122054,126,327,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,4,7,139,347,3,..,140,347
UCL122055,176,393,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,401,25,..,209,401
UCL122056,106,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,293,0,..,113,293
UCL122057,93,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,249,9,..,108,249
UCL122058,206,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,467,67,..,277,467
UCL122059,170,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,174,428,13,..,186,428
UCL122060,142,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,348,6,..,145,348
UCL122061,56,140,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,139,22,..,76,139
UCL122062,104,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,265,8,..,116,265
UCL122063,120,279,0,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,5,4,0,0,124,296,17,..,145,296
UCL122064,126,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,131,307,10,..,139,307
UCL122065,141,292,0,6,0,0,8,5,3,13,0,0,0,0,0,0,0,0,3,13,10,17,0,6,0,0,0,3,14,29,0,0,165,332,166,..,329,332
UCL122066,131,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,355,12,..,146,355
UCL122067,185,406,4,8,6,7,6,9,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,190,420,18,..,211,420
UCL122068,56,124,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,131,14,..,74,131
UCL122069,120,273,0,7,12,27,9,30,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,9,0,0,137,309,40,..,182,309
UCL122070,118,379,28,34,0,0,28,34,17,17,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,163,427,16,..,174,427
UCL122071,137,346,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,351,9,..,152,351
UCL122072,93,202,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,10,0,0,97,216,14,..,114,216
UCL122073,122,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,132,255,177,..,300,255
