SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
111031235,586,186,41,19,0,835,752,202,39,4,5,1000,478,318,120,4,9,926,9,70,44,6,10,134,193,76,40,4,0,312,9,17,8,0,9,46,6,8,5,0,3,22,9,8,3,0,0,20,706,493,210,14,26,1450,14,4,0,0,0,14,65,19,13,0,10,108,2123,910,300,32,40,3407
112011236,1848,669,91,242,7,2859,960,342,65,3,12,1388,482,653,250,10,6,1408,168,302,48,0,0,511,210,173,59,13,3,465,14,50,9,0,0,70,22,15,3,88,0,127,23,20,0,0,0,38,921,1215,369,110,15,2628,58,98,3,0,0,154,116,126,18,24,4,291,3902,2450,549,391,32,7318
112011237,2356,194,28,36,14,2628,1823,92,20,3,15,1952,503,148,88,0,4,745,27,10,0,0,0,41,298,49,14,9,3,372,39,12,0,0,0,55,25,6,0,3,0,33,32,9,0,3,0,41,924,239,107,18,9,1294,55,5,0,0,0,66,120,17,3,3,13,152,5274,541,161,65,54,6084
112011238,680,9,5,9,12,706,624,3,3,6,0,639,174,7,3,6,0,186,11,0,0,0,0,11,234,10,8,21,3,277,0,0,0,0,0,4,19,0,0,0,0,18,27,0,0,0,0,25,466,9,16,29,9,525,17,0,0,0,0,22,36,0,0,0,3,39,1821,24,20,45,19,1933
112011239,1010,56,38,79,12,1181,887,35,25,3,5,963,324,77,105,7,0,520,10,0,22,0,0,30,292,35,56,8,11,407,5,0,5,0,0,10,8,0,0,10,0,21,9,4,4,0,0,13,647,119,190,33,17,998,17,0,0,0,0,13,70,9,8,4,6,103,2626,219,265,117,39,3259
112011240,818,82,95,79,26,1100,653,119,54,9,8,841,256,197,78,5,12,546,33,23,44,0,0,94,246,71,48,13,3,381,19,7,8,0,0,31,11,5,0,34,0,49,19,6,4,0,0,26,577,311,175,49,16,1126,16,3,3,0,0,23,75,15,15,12,13,131,2144,532,344,147,66,3229
112011241,629,112,18,68,7,840,417,61,14,0,0,495,184,118,69,0,0,377,12,12,5,0,0,27,101,58,19,9,0,189,11,11,0,0,0,19,15,3,0,25,3,43,14,7,0,0,0,20,343,213,92,29,3,677,9,3,0,3,0,17,48,15,10,4,0,69,1445,399,132,109,8,2094
112011242,899,192,20,23,10,1142,760,160,23,0,3,947,195,187,40,0,4,427,0,0,0,0,0,0,87,55,12,0,9,160,0,3,0,0,0,0,12,3,0,3,0,18,6,3,0,0,0,10,298,250,52,6,8,618,6,4,0,0,0,8,49,14,0,0,4,61,2019,618,90,27,26,2784
112011243,1071,5,13,28,17,1136,727,9,8,11,9,766,196,14,22,0,0,239,19,0,5,0,0,25,409,10,29,33,10,489,9,0,4,0,0,9,16,0,4,3,0,25,37,0,3,3,0,44,682,28,70,43,10,830,31,0,4,3,0,40,86,7,6,5,4,107,2605,43,95,89,43,2881
112021244,1550,17,73,45,3,1684,1228,0,20,3,0,1253,559,20,223,7,3,808,166,14,32,0,0,210,250,8,51,9,4,315,20,11,40,0,0,68,42,0,7,13,0,66,24,0,8,0,0,27,1061,55,349,28,6,1501,15,0,22,0,0,44,127,4,29,5,0,163,3980,77,495,86,10,4645
112021245,1056,4,0,16,8,1072,797,0,3,14,0,815,126,3,0,0,0,136,5,0,0,0,0,9,224,0,0,3,3,233,14,3,0,0,0,13,29,0,0,0,0,30,41,0,0,0,0,37,441,3,4,7,6,461,22,3,0,0,0,29,68,0,0,3,3,69,2381,11,5,34,19,2445
112021246,1504,204,30,0,7,1744,1430,99,21,0,0,1551,460,271,77,0,3,817,167,61,20,0,0,251,198,88,16,0,4,309,24,47,3,0,3,73,18,5,0,0,0,21,13,5,0,0,0,18,874,483,117,0,9,1490,10,21,0,0,0,34,87,33,11,0,0,134,3910,841,180,3,18,4955
112021247,1265,3,11,28,4,1313,787,3,0,7,8,802,213,5,38,9,0,268,38,3,0,0,0,44,230,3,5,9,3,248,12,0,3,0,0,13,24,0,0,0,0,30,42,0,0,0,0,40,566,17,47,13,8,645,27,0,0,0,0,25,88,0,4,0,0,93,2730,22,63,46,16,2882
112021248,1570,81,33,86,9,1775,1544,63,30,7,3,1653,632,292,286,5,9,1218,59,93,50,0,0,202,429,55,69,7,7,561,21,55,26,0,0,99,34,9,12,59,3,120,13,7,4,0,0,31,1193,505,440,69,23,2238,20,5,5,3,0,32,145,31,36,13,4,222,4479,687,545,178,34,5916
112021249,2241,5,0,86,13,2349,1818,0,0,67,14,1904,273,3,3,7,0,287,0,0,8,0,0,14,519,4,13,29,3,565,15,0,0,0,0,14,31,0,0,6,3,33,47,0,0,8,0,58,884,12,19,53,6,965,65,0,3,8,0,78,108,0,9,14,8,136,5114,18,31,222,41,5423
112031250,1249,174,197,369,13,2003,1013,185,103,8,3,1315,281,237,356,3,5,890,49,19,39,0,0,105,151,71,65,15,4,309,7,6,0,0,0,15,41,0,5,56,6,107,17,3,6,3,4,30,546,343,473,75,20,1454,14,3,0,3,0,17,67,13,33,27,7,146,2883,713,811,487,46,4939
112031251,992,25,142,7,3,1167,966,23,17,0,8,1008,340,65,127,0,3,541,76,50,19,0,0,144,179,45,43,3,0,276,3,10,3,0,0,14,12,5,9,12,0,40,20,6,4,0,0,26,635,182,197,21,6,1040,14,0,13,0,0,29,65,11,29,3,0,106,2671,237,397,31,15,3357
112031252,1443,0,3,25,3,1479,1085,0,0,5,18,1106,218,0,0,0,0,223,0,0,0,0,0,0,340,0,7,13,5,359,10,0,0,0,0,10,25,0,0,20,0,47,39,0,0,0,3,38,631,0,8,28,10,676,32,0,0,0,0,34,86,0,0,0,7,95,3282,3,8,63,32,3392
112031253,1247,172,31,172,43,1666,1381,184,27,15,11,1608,398,220,109,3,3,742,3,47,14,0,0,65,241,74,27,12,9,365,3,3,0,3,0,12,19,4,3,14,3,47,15,3,3,3,0,24,682,351,157,38,16,1244,24,4,0,0,46,72,84,27,20,11,4,148,3420,731,239,230,120,4738
112031254,1761,551,709,114,9,3148,1443,284,228,8,4,1964,402,354,684,6,7,1456,35,71,92,0,0,203,290,150,195,6,11,649,12,26,6,0,0,43,33,17,26,19,0,102,32,11,12,3,0,61,802,639,1014,31,18,2504,22,32,18,0,0,75,110,78,88,11,5,297,4138,1583,2055,173,39,7985
112031550,1692,941,59,0,0,2689,1450,373,29,0,4,1854,339,323,25,0,0,690,28,107,21,0,0,153,171,134,26,0,4,333,10,17,7,0,0,34,7,11,4,0,0,21,8,10,4,0,0,27,569,605,78,0,4,1250,22,98,6,0,0,132,76,94,4,0,0,173,3806,2110,181,3,7,6098
112031551,377,0,0,0,0,377,500,0,0,0,0,499,64,0,0,0,0,71,0,0,0,0,0,0,43,0,0,0,3,47,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,126,0,0,0,3,127,9,0,0,0,0,9,19,0,0,0,0,19,1016,0,0,0,3,1022
112031552,882,471,110,166,10,1640,421,123,38,3,0,591,151,191,150,0,3,491,47,97,77,0,0,226,108,112,47,0,0,264,6,21,12,0,0,38,20,23,6,34,3,85,5,10,5,3,0,13,339,447,290,40,5,1119,17,16,20,0,0,57,52,55,33,9,3,151,1712,1115,493,223,13,3554
113011256,1918,95,62,26,7,2111,1661,39,43,0,7,1746,744,151,472,13,11,1390,228,22,46,0,0,298,287,25,56,3,3,371,21,3,16,0,3,44,56,14,31,21,3,130,23,6,8,0,0,37,1358,222,632,35,18,2270,27,16,0,0,0,46,165,19,64,8,0,253,5129,397,805,76,36,6436
113011257,1590,3,3,14,17,1634,1186,0,3,6,10,1208,234,8,21,0,0,264,29,0,0,0,0,37,493,0,20,0,9,527,18,0,16,0,0,30,253,0,23,15,4,298,85,0,0,0,0,89,1116,10,82,19,18,1252,54,0,0,0,0,58,143,0,10,12,4,164,4088,15,99,64,49,4309
113011258,1142,36,27,10,12,1226,1046,11,18,3,4,1087,354,85,99,0,7,549,97,9,3,0,0,112,203,26,35,0,3,265,4,7,4,0,0,13,33,3,9,12,4,59,29,0,4,0,0,39,721,127,161,11,11,1034,12,0,0,0,0,15,109,13,15,0,5,141,3026,197,214,36,29,3501
113011259,904,11,10,5,3,938,620,4,0,0,0,623,170,14,40,0,0,220,42,0,3,0,0,50,193,3,8,0,3,210,7,0,0,0,0,9,42,5,3,4,3,56,24,0,0,0,0,29,482,17,56,8,6,568,15,0,0,0,0,19,64,3,3,3,0,78,2089,38,69,16,12,2224
113021260,552,0,0,6,4,567,341,0,0,0,0,336,79,6,0,0,0,89,15,0,0,0,0,18,117,5,6,0,3,136,0,0,0,0,0,3,38,0,4,0,0,46,14,0,0,0,0,19,270,12,16,0,0,301,6,0,0,0,0,6,45,0,0,3,0,50,1215,19,16,10,9,1264
113021261,845,21,10,0,3,876,680,0,10,0,3,697,289,38,60,0,6,390,109,3,15,0,0,129,113,9,8,0,0,139,3,15,0,0,0,18,23,3,6,0,0,28,11,4,3,0,0,13,545,71,84,0,4,715,14,5,0,0,0,22,54,7,3,0,0,64,2142,106,113,3,15,2373
113021262,814,0,3,7,11,835,528,0,0,3,7,540,82,3,12,0,0,97,21,0,0,0,0,20,117,0,4,0,0,128,7,4,0,0,0,10,37,0,5,0,0,38,21,0,0,0,0,26,287,6,22,3,3,318,13,0,0,0,0,13,47,5,5,4,0,53,1696,9,25,20,20,1768
113031263,1314,29,10,8,5,1361,794,3,3,0,3,799,222,49,33,4,5,305,142,4,7,0,0,154,172,9,9,3,0,196,0,0,0,0,0,3,37,0,7,0,0,45,25,0,0,0,0,28,595,67,53,12,4,737,13,15,0,0,0,35,87,4,5,0,0,97,2807,119,67,19,11,3024
113031264,555,9,5,10,8,585,355,0,0,4,3,365,72,13,9,4,5,100,22,0,6,0,0,24,107,3,3,6,3,116,0,0,0,0,0,0,35,0,0,0,0,40,28,0,0,0,0,28,260,20,13,16,7,316,20,0,0,0,0,20,59,0,3,0,0,59,1243,33,22,25,12,1342
113031265,673,8,6,5,3,691,613,4,0,0,4,625,208,11,19,0,0,241,39,0,7,0,0,46,117,0,5,0,4,135,3,13,0,0,0,15,19,3,0,0,0,24,24,0,3,0,0,24,410,31,29,0,9,477,24,0,0,0,0,24,83,0,3,0,0,96,1806,43,40,4,9,1906
113031266,1174,8,21,10,6,1229,637,7,7,5,4,654,173,14,29,3,0,225,45,3,6,0,0,57,195,0,20,0,0,220,0,4,25,0,0,32,36,0,0,3,0,43,29,3,0,0,0,33,482,23,89,5,0,599,20,0,0,0,0,22,60,0,7,0,0,72,2369,40,121,26,18,2576
113031267,1982,4,77,8,3,2086,2063,3,40,0,7,2114,613,18,443,0,0,1077,94,0,48,0,0,140,258,3,37,0,0,299,10,0,15,0,0,24,42,0,3,4,0,47,16,0,8,0,0,22,1039,22,550,3,0,1615,58,0,0,0,0,62,122,0,28,3,0,156,5265,32,700,18,14,6029
113031268,281,38,0,10,0,330,558,3,0,3,3,565,234,7,8,0,0,251,0,0,0,0,0,0,64,3,0,0,0,67,0,4,0,0,0,4,18,0,0,0,0,21,0,0,0,0,0,0,321,15,8,0,3,348,6,45,0,0,0,56,19,12,0,0,0,39,1183,114,16,15,6,1335
113031269,1989,56,36,15,0,2098,2688,9,31,27,0,2758,1191,54,225,30,0,1505,416,26,45,0,0,486,361,6,32,4,0,405,19,13,17,0,0,42,148,0,8,3,0,165,33,0,8,0,0,41,2156,108,333,41,6,2642,17,11,3,0,0,35,182,20,21,3,0,223,7036,210,415,86,6,7754
113031270,968,92,122,3,0,1186,892,62,50,3,4,1011,533,309,543,21,4,1411,279,7,101,0,0,383,225,54,52,12,3,339,13,4,28,0,0,47,69,10,6,4,0,90,12,4,7,0,0,29,1132,387,734,37,9,2301,9,3,37,3,0,49,94,13,45,3,3,159,3086,562,994,47,20,4712
113031271,1877,0,6,15,19,1916,1788,0,11,7,13,1814,298,3,70,0,0,372,15,0,14,0,0,29,392,0,7,7,5,413,10,6,0,0,0,15,120,0,3,11,3,139,55,0,4,0,0,64,891,3,100,23,6,1021,50,0,0,0,0,52,140,0,10,11,3,163,4748,7,115,54,44,4971
114011272,1449,105,64,234,24,1876,775,24,19,11,15,844,199,58,20,0,4,282,3,0,16,0,0,20,122,15,14,8,4,169,5,7,0,0,0,10,28,0,0,23,8,58,31,0,0,0,3,36,384,84,59,35,16,578,59,11,15,0,3,82,67,8,7,20,5,106,2732,235,157,301,61,3482
114011273,674,4,0,12,3,691,311,4,0,0,0,316,200,25,0,0,0,226,4,0,0,0,0,4,58,3,0,0,0,59,3,0,0,0,0,3,9,0,0,0,0,12,3,0,0,0,0,4,278,30,0,3,0,312,6,0,0,0,0,13,35,0,0,0,0,38,1306,42,0,12,3,1366
114011274,901,20,11,23,6,962,478,8,0,0,4,494,225,22,21,6,0,273,3,0,0,0,0,3,136,4,4,3,0,155,10,6,0,0,0,19,10,0,0,5,0,14,13,0,0,3,0,14,390,30,26,19,4,474,12,14,0,0,0,30,49,3,5,0,0,60,1838,78,45,46,13,2018
114011275,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
114011276,738,55,22,3,3,823,380,17,11,0,0,403,200,65,51,3,0,321,0,13,11,0,0,25,60,13,19,5,0,93,0,0,0,0,0,3,34,0,0,3,0,33,5,3,0,0,0,9,297,93,87,6,6,488,8,0,0,0,0,6,49,8,3,0,0,60,1472,165,128,12,7,1783
114011277,2031,148,17,76,8,2275,1745,56,20,3,5,1826,509,231,69,3,3,816,160,86,28,0,0,275,248,32,20,0,3,302,46,32,9,0,0,80,82,0,4,10,3,103,17,3,0,0,0,25,1065,383,133,12,15,1605,28,6,3,3,3,40,115,24,5,8,3,160,4974,620,180,101,29,5903
114011278,1813,72,12,24,40,1957,1973,33,11,4,3,2031,882,268,89,3,8,1238,510,171,26,0,3,717,295,27,10,3,13,349,48,33,6,0,8,89,155,5,3,22,11,199,25,8,4,0,0,34,1918,517,134,33,31,2630,33,14,0,0,15,62,171,28,10,5,5,220,5901,671,171,68,93,6904
114011279,2290,51,16,28,0,2385,1488,12,3,0,3,1507,749,34,19,0,0,810,19,6,0,0,0,26,252,16,4,0,0,272,18,7,0,0,0,20,49,0,0,21,0,73,28,0,0,0,0,29,1113,58,26,26,0,1222,66,65,3,0,0,135,159,7,38,5,0,211,5116,203,79,56,3,5457
114011280,904,17,11,148,3,1087,356,9,3,8,0,365,145,15,12,0,0,178,0,0,12,0,0,12,89,3,4,0,0,102,6,0,0,0,0,6,15,0,0,23,0,39,18,0,3,3,0,23,271,18,34,24,8,351,20,0,6,3,0,26,43,3,3,7,0,60,1593,51,56,188,11,1897
114011281,517,0,0,6,3,529,454,0,0,3,0,456,26,0,0,0,0,26,0,0,0,0,0,0,66,0,0,0,0,68,0,0,0,0,0,0,4,0,0,0,0,7,17,0,0,0,0,17,105,0,0,0,0,110,12,0,0,0,0,12,31,0,0,3,3,38,1123,0,0,16,8,1151
114011282,2695,163,30,120,9,3009,1382,32,9,9,11,1441,557,143,54,3,3,759,93,65,23,0,0,186,314,48,12,3,0,383,27,25,6,0,0,57,19,0,0,15,3,36,27,6,0,0,0,35,1035,283,105,21,11,1451,29,15,3,0,0,48,161,25,0,15,3,200,5293,520,144,159,27,6154
114011283,1049,0,0,24,10,1078,531,0,0,3,4,538,133,0,0,0,4,138,3,0,0,0,0,3,139,0,0,0,0,138,0,0,0,0,0,0,11,0,0,4,0,18,9,0,0,0,0,9,290,0,0,13,4,304,14,0,0,0,0,11,46,0,0,0,0,52,1930,0,0,42,17,1991
114021284,2240,287,19,6,27,2584,1251,53,10,3,4,1329,399,124,53,3,0,578,53,21,3,0,0,83,127,34,11,3,0,173,16,8,0,0,0,25,14,3,0,0,0,21,23,0,0,0,0,21,634,191,67,4,7,904,81,14,0,0,0,91,98,15,4,0,3,128,4308,561,105,11,38,5028
114021285,577,0,0,0,4,586,1047,0,0,3,3,1057,188,0,3,0,3,188,6,0,0,0,0,6,64,5,0,0,0,64,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,261,5,3,0,3,265,7,0,0,0,0,8,47,0,0,0,3,46,1937,5,9,8,15,1961
114021286,1258,41,15,29,3,1338,1022,10,4,0,3,1045,381,69,45,0,3,505,80,9,18,0,0,108,122,3,17,0,0,144,13,5,4,0,0,27,15,0,0,7,0,18,18,0,0,0,0,15,632,91,84,6,4,819,6,13,0,0,0,22,84,6,10,0,3,107,3002,159,113,40,17,3330
114021287,1221,91,4,35,12,1367,1142,25,9,0,3,1183,353,86,38,3,3,486,120,40,17,0,0,175,161,22,3,4,0,194,26,22,9,0,0,61,21,0,0,3,8,29,11,0,0,0,0,16,696,180,67,9,11,966,20,5,0,0,0,30,83,8,3,6,9,108,3172,306,85,54,31,3647
114021288,583,3,0,0,9,591,420,0,0,0,0,420,94,0,0,0,0,93,0,0,0,0,0,0,75,0,0,0,3,81,0,0,0,0,0,0,21,0,0,0,0,21,14,0,0,0,0,14,201,0,0,0,0,205,18,0,0,0,0,18,25,0,0,0,0,23,1239,3,0,0,14,1255
114021289,1258,8,0,3,4,1278,800,4,0,3,3,817,147,3,3,3,3,164,0,0,0,0,0,0,113,0,0,0,0,114,0,0,0,0,0,0,34,0,0,0,0,41,25,0,0,0,0,29,328,5,7,5,4,354,25,0,5,0,0,28,50,0,0,12,0,65,2462,17,17,25,13,2537
115011290,2085,305,133,0,0,2528,2450,556,270,0,0,3280,577,402,346,0,4,1335,6,44,0,0,0,53,122,51,42,0,0,215,6,3,12,0,0,24,5,6,0,0,0,15,6,0,7,0,0,13,729,503,407,0,6,1655,20,0,31,0,0,60,93,21,20,0,3,140,5384,1391,870,4,12,7657
115011291,2064,242,9,0,4,2324,2450,223,5,0,0,2679,359,179,121,0,0,662,15,0,0,0,0,21,84,16,5,0,0,112,7,22,5,0,0,40,15,22,0,0,0,42,9,0,0,0,0,10,492,237,143,0,7,878,21,3,0,0,0,23,55,7,3,0,4,69,5083,715,162,3,14,5971
115011294,713,141,11,0,0,869,715,61,0,0,0,779,60,8,0,0,0,72,0,0,0,0,0,0,26,6,0,0,0,39,0,3,8,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,95,27,5,0,0,125,39,125,70,0,0,233,31,6,0,0,0,44,1589,361,95,0,0,2049
115011296,1655,60,3,0,0,1720,1514,102,8,0,0,1627,201,40,8,0,0,259,0,0,0,0,0,0,57,8,5,0,0,72,0,34,3,0,0,38,4,7,0,0,0,11,5,0,0,0,0,8,273,89,17,0,0,379,11,18,15,0,0,44,46,3,0,0,3,57,3502,274,41,3,3,3825
115011553,623,67,159,0,0,844,673,110,149,0,0,934,229,133,243,0,0,603,0,0,0,0,0,0,51,21,50,0,0,117,0,0,0,0,0,0,0,3,0,0,0,8,4,0,3,0,0,10,289,159,293,0,3,746,4,0,6,0,0,10,25,9,22,0,0,55,1614,347,619,0,7,2586
115011554,431,65,67,0,0,558,524,31,6,0,4,565,74,26,0,0,0,105,0,0,3,0,0,0,17,3,0,0,0,21,5,29,83,0,0,124,3,0,0,0,0,3,0,0,0,0,0,3,104,65,93,0,0,259,36,159,198,0,3,397,10,14,32,0,0,56,1099,331,393,0,7,1833
115011555,1345,131,60,3,0,1534,1342,105,37,0,0,1480,297,100,62,0,0,463,3,28,0,0,3,33,66,18,13,0,3,99,0,0,0,0,0,0,3,3,0,0,0,5,7,6,0,0,0,12,375,149,83,0,3,610,9,46,0,0,0,54,52,13,3,0,0,71,3119,441,174,4,8,3751
115011556,994,62,64,0,0,1114,979,106,98,0,0,1183,248,69,230,0,0,549,0,0,0,0,0,0,71,15,27,0,0,111,3,0,0,0,0,3,7,0,0,0,0,6,3,0,0,0,0,3,330,88,258,0,0,672,9,0,0,0,0,9,41,10,8,0,0,56,2350,260,425,0,5,3040
115011557,433,38,3,0,0,472,722,68,0,0,0,793,97,50,8,0,0,148,0,0,0,0,0,0,36,16,3,0,0,52,0,0,0,0,0,0,3,11,0,0,0,16,0,0,0,0,0,0,135,74,5,0,0,218,5,0,0,0,0,5,14,3,0,0,0,14,1305,183,10,0,4,1504
115011558,1957,259,105,0,0,2329,2133,361,4,3,4,2504,420,214,5,0,3,646,3,6,0,0,0,7,69,35,4,0,3,107,11,10,10,0,0,25,12,3,0,0,0,14,8,4,0,0,0,15,521,265,24,0,3,816,13,27,41,0,0,76,47,8,16,0,0,82,4677,921,185,6,9,5797
115011559,1601,60,21,0,3,1680,3476,220,9,0,10,3707,684,232,16,0,7,934,4,0,0,0,0,4,130,21,0,0,0,153,0,0,0,0,0,0,21,11,0,0,0,33,12,0,0,0,3,19,853,267,14,0,10,1147,15,0,54,0,0,76,75,9,3,0,0,85,6019,553,104,0,23,6701
115021297,2435,92,88,63,5,2682,2364,83,7,12,14,2484,364,48,10,14,5,437,0,0,3,0,0,3,243,10,6,3,9,273,6,5,12,0,0,22,29,0,0,23,0,54,53,3,4,0,0,60,696,70,32,42,17,849,55,16,3,0,0,71,110,8,7,8,4,139,5660,262,135,122,41,6223
115021298,670,29,22,0,6,726,582,9,16,3,0,607,89,4,11,0,0,104,0,0,0,0,0,0,81,0,0,0,4,89,3,3,4,0,0,7,8,0,0,3,0,8,8,0,0,0,0,7,190,7,16,7,3,222,24,14,9,0,0,52,26,4,5,0,4,41,1490,61,68,9,15,1643
115031299,334,0,0,0,6,342,383,0,0,0,10,392,31,0,0,0,0,36,0,0,0,0,0,4,53,0,0,3,3,60,3,0,0,0,0,3,8,0,0,0,3,17,15,0,0,0,0,15,107,3,0,9,11,123,3,0,0,0,0,9,20,0,0,0,3,19,845,4,3,12,26,889
115031300,2295,7,7,13,14,2327,3441,0,0,6,8,3458,418,10,16,0,3,443,0,0,0,0,0,0,224,0,6,0,7,244,0,6,0,0,0,5,26,0,0,39,10,65,32,0,0,3,0,35,700,13,23,38,21,796,37,0,0,0,0,41,126,3,0,6,8,139,6594,23,25,63,55,6760
115041301,1034,63,3,24,12,1132,1463,21,8,8,6,1511,221,16,35,3,0,273,0,0,0,0,0,0,119,9,5,3,4,137,4,0,0,0,0,3,31,0,0,16,0,45,13,3,0,0,0,15,393,25,45,15,7,485,22,3,0,0,0,22,61,13,0,7,10,91,2970,124,55,60,28,3237
115041302,1309,146,14,0,9,1478,2979,569,16,0,6,3568,719,147,49,0,5,921,4,3,3,0,0,14,122,22,7,0,3,154,0,0,3,0,0,7,55,6,0,0,0,56,13,4,0,0,0,18,912,185,61,0,13,1167,18,4,0,0,0,21,96,8,3,0,3,104,5313,912,89,0,27,6345
116011303,955,56,77,0,0,1087,1123,149,319,0,0,1593,696,164,1098,0,5,1965,36,59,143,0,0,236,209,43,102,0,4,349,6,12,33,0,0,57,16,9,14,0,0,40,11,9,13,0,0,30,984,296,1397,0,9,2682,21,6,8,0,0,37,93,17,75,0,4,187,3160,523,1879,0,16,5586
116011304,1399,116,0,3,0,1512,1617,310,0,0,5,1923,872,176,52,4,12,1117,355,103,95,0,0,557,253,45,4,0,8,312,6,5,0,0,0,16,29,0,3,0,0,36,21,0,0,0,0,23,1549,332,160,9,16,2069,24,5,0,0,0,37,150,40,5,0,4,200,4733,799,171,10,24,5742
116011306,1352,41,3,0,0,1401,2575,279,0,3,6,2862,685,160,27,0,7,875,753,160,25,0,0,936,220,43,6,0,5,274,25,0,0,0,0,32,22,3,0,0,0,25,19,0,0,0,0,23,1724,367,60,0,6,2158,37,5,0,0,0,40,168,27,3,0,4,205,5854,723,64,3,20,6665
116011307,2371,36,11,0,0,2417,3200,96,10,5,3,3307,1017,71,17,20,13,1134,485,104,191,0,0,780,281,11,3,10,7,315,7,34,3,0,0,45,31,3,0,0,0,36,30,4,8,3,0,45,1850,232,227,31,18,2359,43,7,3,0,0,62,198,18,14,0,3,238,7658,393,265,37,22,8376
116011308,2280,106,8,4,0,2398,2227,503,64,3,9,2807,869,270,82,6,13,1241,75,370,19,0,0,464,250,39,16,3,3,305,14,29,0,0,0,44,29,5,0,3,0,43,18,5,0,0,0,28,1256,718,118,12,17,2123,27,8,0,0,0,30,175,33,4,0,8,213,5967,1365,199,16,31,7576
116011560,958,112,0,0,0,1066,1091,379,0,0,4,1484,451,297,14,0,0,766,46,154,10,0,0,211,130,70,3,0,0,198,3,3,0,0,0,7,19,3,0,0,0,21,6,4,0,0,0,10,659,527,31,6,3,1219,8,6,3,0,0,18,87,33,3,0,0,119,2807,1054,34,4,4,3903
116011561,1252,68,21,0,0,1354,1451,279,28,0,7,1762,812,252,111,0,6,1178,16,57,34,0,0,110,203,40,19,0,6,270,3,6,3,0,0,12,29,5,4,0,0,40,19,4,0,0,0,22,1075,360,179,0,16,1626,12,5,15,0,0,34,114,24,17,0,7,156,3904,745,253,0,23,4931
116021309,972,17,0,0,0,990,2463,45,0,0,4,2510,620,41,0,0,0,664,4,0,0,0,0,4,112,13,3,0,0,127,22,0,0,0,0,22,18,0,0,0,0,19,0,0,0,0,0,5,779,52,5,0,3,842,14,0,0,0,0,14,57,3,0,0,3,61,4279,123,5,0,9,4411
