SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
107031143,29,58,23,67,41,14,3,14,3,249,46,70,56,156,93,27,22,31,9,505,142,98,832,337,212,131,199,213,30,2197,11,7,13,14,24,33,8,22,0,130,17,12,12,50,41,16,26,27,0,211,10,5,8,8,7,7,5,14,0,68,9,17,28,26,18,21,22,41,19,201,367,761,1001,735,537,288,309,383,78,4451
107041144,73,106,42,65,76,29,6,11,3,418,97,105,89,151,110,40,8,20,9,639,166,86,725,249,217,123,176,164,42,1946,10,9,9,19,32,23,4,16,3,120,24,11,17,43,69,28,13,19,0,221,18,13,8,3,22,4,7,9,0,94,12,21,19,24,21,7,13,20,12,147,777,2073,1005,741,778,343,255,308,102,6400
107041145,37,75,25,60,53,13,7,22,7,291,65,91,58,138,88,31,15,18,3,510,147,90,651,212,185,90,183,151,14,1722,7,10,4,19,38,7,4,12,0,94,9,18,9,36,51,12,12,16,6,159,3,7,5,7,8,5,4,5,0,43,4,11,19,27,14,14,13,14,16,130,489,1236,820,636,555,194,252,253,71,4506
107041146,62,118,41,77,75,23,0,8,3,417,100,119,72,136,118,36,15,27,9,636,159,94,673,206,218,105,154,156,21,1794,10,5,6,12,30,13,13,14,0,114,23,21,12,39,64,21,19,25,3,221,3,19,3,8,13,6,3,0,0,62,12,10,14,10,24,12,17,15,13,124,811,2438,934,698,835,342,241,308,88,6709
107041147,49,66,24,36,37,18,5,6,0,250,52,58,29,77,54,37,9,7,5,328,112,67,505,112,126,54,102,82,15,1183,0,4,3,9,14,13,4,3,0,39,11,19,12,20,44,13,3,9,0,124,6,9,4,5,3,3,0,3,0,38,7,7,13,15,18,6,9,10,7,93,451,1003,626,378,408,185,136,137,41,3376
107041148,67,106,29,32,40,15,4,3,7,305,65,76,39,71,64,17,9,13,4,356,122,54,389,114,102,43,55,62,8,953,7,3,0,7,23,3,3,6,0,55,19,10,9,17,30,13,3,0,0,89,3,16,6,4,8,6,4,3,0,40,0,22,11,11,13,6,0,9,9,78,713,1865,540,378,459,161,101,114,45,4378
107041150,81,127,61,88,71,31,9,16,4,486,114,127,78,174,135,27,14,23,13,699,239,115,830,287,195,108,198,128,31,2122,3,11,7,21,45,12,6,10,0,115,25,10,18,53,57,21,19,19,4,233,15,19,6,9,16,9,4,5,3,84,3,28,14,22,18,26,6,13,12,127,914,2221,1086,849,755,292,269,225,84,6699
107041548,45,70,22,42,33,21,5,5,3,250,59,68,42,96,62,32,12,23,0,392,114,60,380,130,145,86,59,61,16,1063,11,4,3,14,15,9,3,6,0,69,12,16,6,16,29,26,0,10,3,129,3,20,7,0,15,3,0,0,0,49,9,15,8,11,13,8,4,4,8,94,575,1865,568,515,500,283,122,198,60,4681
107041549,38,76,34,57,45,21,7,15,7,303,65,95,68,113,95,26,11,15,8,498,109,69,426,198,186,75,82,122,17,1275,3,5,5,14,26,18,5,16,3,95,17,16,15,25,37,16,5,18,3,151,0,11,9,7,9,3,7,3,0,54,13,12,20,9,8,13,7,11,22,116,576,1844,670,594,648,294,165,282,81,5147
108011151,16,20,4,10,5,5,4,4,0,66,28,14,14,18,27,5,3,0,0,117,65,18,198,50,39,24,59,66,7,534,3,3,3,4,3,0,3,3,0,20,14,0,4,13,14,7,4,5,0,54,3,3,4,0,3,0,0,0,0,16,9,3,3,7,8,5,9,9,3,63,175,184,238,124,123,47,86,96,13,1092
108011152,32,54,16,37,42,24,3,8,3,214,31,53,29,77,33,25,7,9,3,271,142,67,408,175,129,126,61,136,15,1257,12,9,7,12,25,22,3,16,0,103,15,10,4,32,27,24,4,20,5,136,5,5,3,8,13,0,0,3,0,33,11,10,7,14,13,29,11,32,9,137,337,764,488,423,325,271,85,225,49,2975
108011153,16,23,9,18,13,11,0,8,3,96,19,21,12,31,14,14,3,8,0,123,80,25,261,81,66,48,40,68,9,672,3,0,4,4,9,10,0,4,0,32,3,0,3,18,14,10,0,8,0,54,4,0,0,0,0,0,0,0,0,11,10,4,9,3,5,3,10,11,3,69,186,274,304,178,148,105,57,109,29,1382
108011154,7,20,3,13,10,4,0,7,0,66,21,20,12,31,10,6,3,10,0,107,46,37,158,83,38,46,24,58,10,499,0,3,6,6,7,5,3,7,0,35,3,7,3,11,6,3,6,7,0,47,3,0,0,0,0,3,0,3,0,15,0,6,6,9,11,11,8,7,4,60,101,219,188,164,97,88,41,92,25,1013
108021155,23,35,3,38,19,7,0,3,3,132,24,61,14,68,43,21,7,14,3,245,129,69,385,281,148,87,107,145,24,1375,3,4,13,28,24,25,11,27,0,128,11,10,3,49,30,20,7,17,0,138,0,8,0,0,3,3,0,5,0,27,7,10,20,25,22,16,9,28,13,144,253,557,446,541,326,190,149,245,46,2747
108021156,27,48,15,30,15,10,0,10,0,141,39,36,15,44,42,10,0,5,3,198,153,54,313,143,92,51,67,114,26,1000,5,0,3,11,13,8,3,10,3,64,6,4,9,22,22,5,10,13,0,97,4,7,5,3,7,0,0,0,0,21,16,12,16,20,9,3,12,18,14,122,315,518,378,304,228,100,99,181,51,2174
108021157,10,13,4,16,5,3,3,3,0,53,12,15,9,34,24,5,3,4,3,101,47,28,158,69,45,30,40,60,15,487,5,0,0,6,9,3,0,10,0,33,6,0,5,11,17,8,0,9,0,57,3,3,0,4,0,0,0,3,0,16,6,4,8,10,7,3,4,16,5,54,109,246,192,164,110,57,48,107,27,1052
108021158,11,26,8,12,11,4,0,0,0,74,18,23,10,51,20,7,4,3,0,132,48,28,168,104,49,33,28,68,16,540,0,0,0,3,10,3,0,9,0,32,5,3,3,11,10,8,3,10,0,63,3,3,0,0,0,0,0,3,0,12,3,0,3,9,4,4,8,18,13,68,119,249,201,208,115,66,46,108,31,1151
108021159,29,34,9,36,15,3,0,4,0,122,17,17,8,54,30,11,0,7,0,156,94,28,267,131,65,49,60,98,10,797,3,0,4,5,13,5,4,9,0,64,11,4,9,18,20,14,4,6,0,85,6,4,3,3,3,0,0,0,0,23,16,11,16,12,10,9,3,10,0,82,262,424,329,292,188,97,82,149,19,1835
108021160,15,14,3,16,7,0,3,5,3,69,10,15,7,29,19,3,0,5,0,90,57,21,160,71,54,43,30,56,8,507,4,3,4,4,3,0,3,10,0,26,7,3,9,6,15,8,3,11,3,61,0,0,0,0,5,5,0,3,0,10,8,8,7,3,3,6,0,4,5,48,136,218,191,150,121,71,42,101,19,1055
108031161,3,3,0,3,3,0,0,0,0,11,0,0,0,4,3,3,0,0,0,11,11,3,29,4,3,3,0,16,0,73,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,32,19,30,22,20,8,3,24,7,158
108041162,25,89,11,27,38,21,7,4,6,229,48,65,30,81,42,29,8,18,3,330,171,75,596,238,146,120,115,205,24,1697,3,5,5,10,28,23,4,12,0,101,19,14,9,35,32,20,9,28,0,171,8,13,3,7,9,4,0,3,0,40,9,14,18,21,15,11,10,17,10,134,397,906,710,505,364,240,161,302,55,3649
108041163,106,199,45,93,119,33,4,22,8,621,109,147,73,202,164,83,5,25,10,807,289,156,1026,422,368,233,128,240,19,2889,10,8,9,27,46,40,8,21,0,175,33,27,16,63,79,53,13,27,0,319,10,20,7,10,27,5,0,4,3,88,23,24,32,21,25,30,10,30,22,224,929,2623,1276,1013,1028,538,193,406,82,8090
108041164,53,96,16,47,59,22,3,6,3,298,65,74,43,127,101,39,8,17,8,479,185,88,528,241,222,140,88,155,18,1677,3,5,9,19,26,24,8,21,0,108,22,4,13,44,44,27,9,27,3,183,0,3,7,3,13,5,0,3,0,32,7,14,18,34,14,22,11,17,9,146,461,1007,653,601,555,312,131,255,55,4016
108041165,17,29,10,14,20,3,3,0,3,105,25,29,11,26,25,8,3,10,3,139,103,41,229,92,61,43,59,75,10,712,5,0,7,6,13,8,7,14,0,57,17,7,3,9,7,4,6,9,0,53,0,0,0,0,3,0,0,4,0,13,18,8,6,6,4,5,8,3,3,68,253,327,284,171,178,82,78,125,30,1517
108041166,24,45,8,31,32,8,4,3,0,156,45,37,22,84,49,18,6,11,0,265,124,58,458,185,156,105,122,114,20,1340,9,3,6,12,26,10,3,22,0,91,9,4,6,31,29,24,5,13,3,118,3,5,0,0,7,0,0,3,0,26,5,11,21,9,20,14,14,24,9,134,295,597,537,398,384,196,163,198,42,2798
108051167,17,26,3,21,12,3,3,3,0,77,14,14,8,23,19,12,4,9,0,91,76,10,153,51,28,26,67,61,9,476,11,3,3,5,6,4,0,9,0,35,9,3,7,11,11,4,7,5,0,53,7,3,0,0,3,3,0,0,0,20,4,4,4,7,3,6,9,12,0,45,205,212,190,125,97,64,89,98,13,1084
108051168,26,78,17,26,26,10,6,10,0,196,37,60,20,79,50,17,3,12,3,273,137,69,381,127,127,91,68,108,7,1112,7,7,3,3,21,13,4,8,0,54,9,14,6,24,39,24,3,8,0,135,0,3,0,0,4,3,0,3,0,22,11,16,12,10,24,19,3,22,0,113,308,838,453,328,346,189,87,176,18,2753
108051169,41,75,18,47,36,17,5,14,0,253,41,79,31,136,60,41,12,15,0,410,196,96,573,316,185,171,130,204,19,1894,11,5,8,17,30,45,12,34,0,161,21,13,19,50,36,33,16,34,4,224,3,15,0,10,10,9,3,3,3,55,15,10,13,35,20,24,27,31,12,184,401,952,685,660,425,365,203,353,45,4089
108051170,39,89,12,39,19,9,0,11,0,217,38,43,21,72,39,16,3,14,0,240,162,69,399,181,104,80,88,140,21,1239,13,5,8,18,18,16,7,14,0,109,16,11,15,28,27,6,10,15,0,126,8,3,0,5,8,0,0,3,0,33,18,15,19,26,16,21,17,24,4,156,411,623,480,391,276,153,130,241,30,2740
108051171,3,23,0,14,5,0,3,7,0,54,16,19,6,37,12,3,0,3,0,99,43,26,188,77,60,41,39,75,7,553,0,0,9,9,6,11,6,5,0,39,7,3,8,17,14,6,3,6,3,59,7,3,0,3,3,0,0,0,0,17,8,5,6,9,5,9,12,17,11,78,110,235,215,174,111,78,66,117,21,1120
109011172,50,77,41,60,39,23,9,4,6,315,91,95,53,133,99,45,12,28,3,552,201,105,717,230,248,125,125,138,20,1905,14,10,14,28,34,17,6,10,3,136,23,19,13,17,41,25,7,18,0,157,4,11,3,6,14,3,3,3,5,49,3,19,13,15,10,12,9,17,7,106,646,1561,914,635,649,282,194,241,56,5167
109011173,24,38,12,25,24,13,6,4,0,151,28,59,29,72,63,16,10,16,0,291,120,51,438,164,136,64,112,116,13,1217,3,5,5,11,24,12,5,11,0,73,7,6,6,23,29,14,11,6,0,113,3,6,0,0,0,0,0,0,0,13,3,6,5,13,11,9,8,19,4,78,294,672,516,378,347,157,169,186,26,2743
109011174,41,78,21,30,39,13,3,7,0,238,54,69,24,70,43,22,5,18,5,307,140,52,332,114,111,74,42,69,16,951,4,4,4,8,18,0,7,13,0,52,8,5,9,19,25,9,3,7,0,85,5,7,6,4,8,0,3,3,3,38,9,18,6,3,15,6,3,16,8,81,513,1179,450,334,375,183,81,151,40,3308
109011175,74,61,11,40,25,6,7,12,0,239,84,61,23,71,72,10,12,17,4,368,275,64,461,130,137,77,118,114,17,1398,13,3,3,12,23,10,11,15,0,90,43,9,7,25,36,11,5,10,3,147,8,5,7,3,4,5,0,4,0,35,52,15,14,15,11,19,13,32,3,179,755,737,555,336,401,150,173,226,45,3376
109011176,24,47,12,42,22,14,9,12,3,182,41,52,48,89,50,27,23,20,4,350,123,67,614,273,196,138,163,172,20,1760,10,4,7,8,25,18,11,15,4,112,13,7,14,43,36,25,21,24,0,172,3,11,0,8,8,6,8,6,0,48,10,4,17,19,13,17,20,26,18,138,294,604,738,571,430,275,265,301,58,3545
109021177,19,17,3,5,7,0,0,0,0,51,21,4,6,11,8,4,0,6,0,55,45,6,90,40,40,13,38,35,9,318,3,0,3,7,7,0,0,0,0,24,9,3,0,9,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,7,4,10,5,3,0,9,4,7,42,142,114,108,83,79,31,51,53,12,682
109021178,23,33,4,13,12,4,3,4,0,97,24,19,16,39,27,10,0,5,0,133,96,25,217,74,58,35,61,64,5,646,9,0,3,4,9,10,3,10,0,48,12,4,0,9,8,3,0,5,0,44,0,0,0,0,3,0,0,3,0,14,13,5,3,6,3,15,5,9,3,75,232,316,255,182,152,81,80,105,16,1413
109021179,14,3,6,11,4,0,0,3,0,43,14,14,4,24,13,0,4,4,0,71,100,12,90,24,24,6,28,70,5,357,3,0,0,0,4,0,0,5,0,23,7,3,3,9,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,12,3,5,4,5,3,14,15,0,67,202,123,117,80,74,14,51,105,13,776
109031180,11,24,10,18,9,7,3,0,0,77,19,13,11,31,11,6,6,18,0,104,66,20,221,72,52,36,56,114,16,654,5,0,0,5,11,3,0,9,0,43,4,4,0,18,15,12,0,11,0,60,4,0,0,0,0,0,3,0,0,8,12,5,12,10,7,6,18,22,0,84,161,248,267,175,116,73,78,179,22,1324
109031181,26,16,6,16,9,3,3,4,3,93,38,27,6,43,22,11,4,9,0,152,152,23,247,66,51,33,78,78,8,740,9,0,5,5,11,12,0,8,0,53,12,7,4,12,7,4,5,14,0,62,3,0,0,0,3,0,4,0,0,15,17,4,8,13,7,4,3,15,3,89,359,274,304,174,146,70,102,137,21,1583
109031182,21,32,3,19,18,3,4,3,0,109,22,27,14,76,23,4,7,5,0,178,93,36,283,98,87,45,80,110,14,838,9,4,3,9,17,6,5,12,0,57,3,8,3,16,21,15,3,11,0,81,0,0,3,0,3,3,0,10,0,19,6,6,12,17,11,18,17,28,9,124,228,423,331,273,204,99,110,192,35,1898
109031183,77,34,6,12,8,6,3,19,4,174,48,21,13,18,37,10,3,8,0,160,241,25,155,47,48,27,49,98,10,699,18,3,0,6,13,0,0,14,0,61,14,6,4,9,9,4,7,16,0,64,0,0,3,0,0,0,0,0,0,9,37,12,7,9,6,9,9,17,8,114,573,313,197,127,154,62,66,187,29,1711
109031184,25,26,13,19,12,8,0,12,0,109,17,26,16,29,19,7,5,8,0,134,99,23,223,63,44,58,46,64,7,624,0,4,0,3,5,4,0,9,0,33,10,4,5,15,8,3,0,9,0,49,3,0,0,4,0,3,0,3,0,9,9,9,9,10,6,5,4,7,0,62,261,379,264,179,130,104,62,122,7,1506
109031185,54,32,13,20,18,0,0,10,3,161,41,18,16,58,29,11,3,15,0,203,210,32,288,133,81,59,99,113,12,1027,8,3,0,4,16,3,0,13,0,50,23,0,7,12,24,13,5,10,0,99,3,0,3,4,8,3,0,0,0,23,21,9,19,24,12,15,16,20,5,148,498,412,362,290,229,106,125,201,26,2254
110011186,59,101,31,66,73,13,5,9,5,364,71,82,37,127,114,38,14,29,7,513,205,88,611,251,235,163,95,169,27,1848,11,15,15,21,24,23,7,28,0,154,19,15,18,31,56,29,12,28,3,199,9,19,5,13,12,7,4,13,0,71,21,19,11,20,22,8,15,39,11,171,777,2397,845,794,836,369,160,438,79,6694
110011187,30,22,3,10,13,7,0,6,3,92,24,14,4,20,20,4,0,11,0,102,107,10,124,42,40,20,31,72,8,450,7,0,3,3,6,3,0,6,0,29,21,5,0,0,13,3,4,9,0,62,3,5,0,0,3,0,0,5,0,16,26,7,8,6,8,3,0,12,3,75,358,216,152,107,142,45,43,130,14,1217
110011188,37,36,6,19,37,11,0,7,0,157,27,17,20,29,32,3,3,10,0,143,121,25,233,71,69,43,35,95,10,700,6,0,4,8,11,7,0,14,0,51,16,7,6,15,20,4,3,9,0,83,4,0,0,0,0,4,0,0,0,13,17,11,8,3,7,9,5,8,4,74,347,449,307,195,238,88,54,155,28,1856
110011189,44,9,0,8,11,7,0,3,0,77,26,7,6,10,13,3,0,7,0,69,95,16,99,29,25,12,31,38,3,341,14,0,0,3,6,5,0,8,0,34,13,0,3,4,14,3,0,8,0,47,3,4,0,0,0,0,0,3,0,8,25,3,0,0,7,5,0,8,4,48,304,149,113,73,75,39,35,75,3,866
110021190,32,37,10,21,12,10,3,0,0,129,39,28,9,56,45,12,9,13,3,198,144,43,216,119,85,48,50,97,13,810,9,4,7,10,10,11,3,15,0,74,26,3,14,24,16,9,12,25,0,129,10,3,0,0,3,4,0,0,4,25,28,9,13,16,3,13,6,8,10,101,394,378,274,274,209,106,80,175,31,1926
110021191,27,52,7,43,16,10,0,8,4,164,33,48,13,59,39,16,9,17,4,235,153,62,439,203,94,103,76,157,7,1302,10,0,5,9,13,13,3,17,4,72,11,5,7,24,21,18,5,26,0,110,3,4,5,3,3,4,0,3,0,27,10,13,22,22,17,17,13,42,30,179,322,626,513,404,248,187,107,303,51,2748
110021192,43,16,5,4,12,0,0,0,0,85,30,10,3,19,13,8,3,4,0,89,112,21,109,74,43,22,29,72,13,489,8,4,0,0,6,0,4,6,0,30,18,0,3,14,7,4,0,11,0,59,7,0,0,4,0,0,3,0,0,11,24,5,9,5,3,10,7,12,10,85,299,159,133,128,108,55,43,117,31,1068
110021193,37,17,3,7,11,9,6,4,0,99,37,20,8,33,19,3,0,0,3,121,167,28,139,57,48,13,41,84,4,587,4,5,0,3,0,3,5,7,0,37,16,3,3,12,4,5,0,8,0,60,9,0,0,0,5,0,0,3,0,21,31,6,9,17,9,4,5,15,10,95,399,254,166,144,130,45,56,131,24,1358
110021194,29,19,4,17,11,4,3,3,0,92,30,16,11,30,18,0,0,11,0,121,96,24,170,80,54,32,54,87,13,608,15,4,3,8,14,3,3,15,0,60,19,0,0,11,7,11,3,6,3,68,3,4,0,0,0,0,0,0,0,15,16,4,9,12,3,5,13,22,11,98,294,248,203,177,137,66,81,160,34,1394
110031195,17,31,13,24,17,7,3,3,3,118,28,30,14,53,27,17,3,3,0,182,87,47,312,103,80,56,72,62,8,828,6,3,4,13,19,5,7,9,0,68,6,5,5,14,14,14,3,12,0,78,3,4,0,0,0,0,0,0,0,15,19,11,13,13,16,10,10,11,11,114,257,503,374,256,231,115,102,108,36,1983
110031196,50,19,0,16,10,0,4,0,0,105,58,7,3,20,29,8,5,10,0,148,133,8,113,44,43,22,56,69,3,484,6,0,0,8,4,0,4,7,0,32,22,0,0,11,7,3,3,5,0,58,3,0,3,0,3,0,4,4,0,18,33,8,9,13,9,3,16,14,7,98,479,192,132,117,153,44,98,123,21,1348
110031197,14,41,6,24,7,0,7,11,3,101,16,30,17,48,25,5,0,6,0,148,82,57,318,81,96,39,90,79,15,857,4,5,4,0,12,5,7,10,3,45,12,3,8,17,15,5,3,9,0,70,0,6,0,0,3,0,3,0,0,18,13,3,10,7,15,17,16,23,9,114,217,459,380,206,212,89,140,133,35,1876
110031198,27,16,3,10,9,0,3,3,0,70,29,4,7,23,28,3,8,5,4,106,111,19,109,41,25,15,50,40,13,435,10,3,0,3,13,5,3,5,0,41,14,8,7,3,6,11,7,8,3,58,5,3,0,0,0,0,4,0,0,13,18,5,3,3,6,3,9,21,10,71,298,209,137,103,115,48,79,90,32,1120
110041199,24,31,13,20,16,4,4,3,0,112,32,40,24,59,29,3,15,3,11,204,108,46,371,106,101,65,203,67,17,1075,7,3,4,10,23,12,9,7,0,73,12,7,10,23,32,19,16,16,0,130,0,4,3,0,7,3,4,0,0,19,12,5,26,10,11,23,22,20,6,140,290,511,456,260,256,139,282,133,38,2369
110041200,26,17,3,19,3,0,5,7,3,80,34,15,10,17,15,0,5,6,0,102,125,15,142,34,27,14,73,42,5,488,11,0,3,3,9,0,3,5,0,40,9,3,0,0,4,7,4,3,0,33,0,0,0,0,0,0,0,0,0,10,21,7,6,17,8,0,15,18,9,103,308,180,171,102,105,28,109,88,20,1107
110041201,47,30,4,25,16,4,0,7,0,138,39,22,4,32,21,10,3,9,0,142,124,27,215,79,72,24,119,90,15,758,17,0,5,10,17,4,8,4,0,64,17,6,12,20,21,4,13,15,0,99,0,7,0,3,4,0,4,4,0,23,20,9,8,6,15,8,17,23,4,114,340,313,258,199,181,75,166,157,22,1720
110041202,60,107,31,56,52,16,16,19,3,364,86,123,40,159,95,35,5,43,7,594,247,137,913,310,309,161,186,211,31,2505,15,10,8,19,45,27,8,35,0,166,17,17,14,46,72,29,17,37,3,243,8,9,3,8,13,13,7,16,3,82,19,18,32,31,37,17,13,50,17,226,594,1357,1079,713,715,330,255,476,76,5602
110041203,46,110,16,45,41,14,9,5,3,290,70,71,37,107,60,22,9,16,5,403,164,106,542,210,185,103,112,153,27,1599,10,4,9,16,31,24,11,16,0,121,16,4,13,31,32,20,14,19,0,146,7,4,6,12,8,8,0,18,0,60,11,22,15,23,20,20,9,33,21,164,537,1535,670,527,475,258,170,312,61,4546
110041204,11,13,3,3,5,4,3,0,0,44,14,17,4,24,20,3,3,10,0,96,37,26,179,85,48,41,45,87,3,544,0,0,4,8,3,13,3,9,0,37,4,3,8,14,11,3,9,10,0,65,0,0,0,3,4,0,0,7,0,18,3,3,10,4,3,5,14,27,5,72,87,180,216,157,104,78,77,169,10,1074
110041205,99,114,20,49,46,10,5,16,6,378,97,81,46,137,75,31,3,25,8,497,366,107,773,226,266,110,195,241,39,2324,24,9,12,17,38,22,15,15,0,148,47,10,20,23,53,26,19,29,0,223,8,5,9,3,17,10,0,11,0,51,51,16,26,20,36,22,30,41,16,260,944,1151,948,557,626,245,288,402,80,5243
111011206,45,116,31,53,58,14,7,15,0,341,71,83,61,113,94,28,15,16,0,472,213,104,917,253,247,121,158,181,31,2221,9,9,0,17,41,19,7,13,0,114,19,12,24,36,66,29,13,13,4,216,5,14,6,12,15,4,3,7,0,69,8,17,14,21,29,15,14,12,11,138,569,1312,1094,601,689,281,228,278,51,5103
111011207,14,30,14,14,12,0,3,3,0,92,15,25,17,30,18,8,8,0,3,130,55,32,267,78,86,36,62,74,11,697,0,0,3,6,10,9,3,5,0,38,8,0,7,9,18,15,0,3,4,72,0,3,0,4,3,0,0,3,0,12,0,6,0,8,4,4,3,9,3,47,138,283,325,187,182,84,87,107,28,1418
111011208,71,164,52,77,89,29,9,15,0,507,99,158,107,140,177,49,11,36,3,783,233,155,1048,346,329,150,200,212,40,2711,8,10,9,19,41,35,9,18,0,148,25,23,29,52,95,27,15,23,0,274,4,13,3,3,12,8,4,7,3,61,12,28,17,21,29,18,9,17,15,175,862,2588,1363,857,1032,393,270,359,98,7823
111011209,47,148,59,70,82,27,9,11,0,453,99,131,93,163,144,45,20,14,5,713,222,151,1079,343,391,187,234,200,46,2861,12,4,12,20,37,24,11,16,0,143,16,16,33,39,67,25,17,17,4,241,10,18,5,9,29,4,0,10,4,93,12,23,18,30,23,19,10,13,20,168,755,2189,1373,826,997,409,320,334,100,7302
111011210,25,43,12,18,14,0,0,3,0,114,17,34,31,58,51,10,8,10,3,226,78,44,302,112,84,56,70,70,14,842,3,0,4,12,17,11,7,16,0,63,7,9,9,11,23,12,11,3,0,82,0,7,3,3,9,0,0,0,0,20,7,5,3,3,11,12,9,8,7,72,190,446,380,262,249,132,106,126,27,1907
111011211,8,28,9,8,12,0,0,3,0,73,25,23,10,14,13,11,4,3,0,105,37,14,128,36,31,19,21,30,10,319,0,0,0,7,8,0,0,3,0,14,3,0,3,3,9,0,0,0,0,24,0,4,0,0,4,0,0,0,0,11,0,3,0,0,6,3,3,8,0,25,148,372,168,93,114,41,30,41,14,1033
111011212,40,61,28,30,37,13,7,4,3,224,62,49,25,57,62,15,5,13,0,288,128,63,526,163,139,67,101,114,23,1326,9,6,3,12,20,9,3,12,0,78,7,12,3,18,26,23,9,17,0,116,4,6,5,3,10,0,6,3,0,31,4,10,11,10,7,13,6,11,3,85,396,779,630,359,365,168,151,188,46,3078
111011213,53,126,30,37,62,19,9,3,0,334,64,91,39,78,87,24,8,3,3,392,161,71,455,144,159,75,85,78,11,1247,0,9,3,5,29,8,0,4,4,66,17,7,13,21,55,15,5,9,0,139,10,19,3,4,7,3,0,0,0,44,9,12,3,16,22,11,3,4,7,78,600,1486,602,379,564,189,114,116,36,4079
111011214,51,100,29,43,65,15,4,7,3,318,58,106,48,101,81,30,10,10,0,444,145,72,557,186,202,98,123,121,20,1527,5,3,7,10,25,20,8,11,0,85,15,12,16,24,51,17,5,15,0,147,4,15,9,8,15,3,3,3,0,55,3,16,3,13,24,4,10,13,9,95,497,1260,698,469,589,225,185,192,47,4157
111021215,24,36,17,29,24,12,3,4,0,155,19,39,25,49,37,9,11,11,3,194,76,49,343,156,107,66,93,86,14,989,0,0,3,14,5,12,4,10,0,55,6,4,8,17,16,13,9,12,0,92,6,5,4,3,3,8,0,8,0,28,3,4,5,11,6,8,9,9,4,58,194,462,420,328,248,139,126,150,37,2101
111021216,23,59,14,32,29,9,3,3,0,175,48,54,26,73,46,25,7,8,3,289,69,53,427,131,107,70,85,99,22,1059,6,3,4,4,11,14,7,11,0,64,14,12,3,16,27,11,5,15,0,101,0,10,3,0,8,3,0,4,0,27,3,3,12,9,16,5,16,8,10,82,247,610,509,321,299,158,129,158,44,2476
111021217,42,62,36,37,42,12,3,6,3,239,54,89,52,128,84,27,20,11,3,460,168,123,754,215,294,121,204,153,30,2062,11,3,8,15,32,16,7,14,0,93,14,12,9,18,28,19,11,18,0,138,0,5,3,11,11,0,4,5,0,38,11,8,14,23,18,13,9,16,9,124,435,1012,921,522,590,231,268,234,61,4268
