SA2_MAINCODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
112011240,21,5,98,44,14,22,3,22,4,235,0,0,3,0,0,0,0,0,0,6,10,18,8,6,9,3,3,5,0,56,10,13,9,10,8,24,3,12,10,96,503,995,435,402,250,221,66,220,53,3136
112011241,15,0,39,13,9,4,3,5,0,93,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,14,7,0,3,8,3,11,6,11,10,59,148,286,229,203,113,60,73,95,25,1213
112011242,20,0,53,44,18,14,3,9,0,168,0,0,0,0,0,0,0,0,0,0,4,12,5,3,4,0,0,0,0,34,0,7,16,8,9,3,0,4,13,57,382,1022,389,327,289,162,43,120,40,2774
112011243,19,12,51,25,7,12,3,18,3,143,0,0,0,0,0,0,0,0,0,4,7,10,5,9,0,3,3,3,3,40,12,14,18,10,12,11,3,12,6,93,307,671,359,270,188,141,62,166,36,2203
112021244,13,3,66,31,7,22,3,51,0,190,0,0,0,0,0,0,0,6,0,5,3,0,0,0,4,3,3,3,3,26,6,10,15,16,8,11,17,30,15,123,198,407,384,351,295,162,129,339,43,2308
112021245,14,0,30,12,3,9,4,21,0,96,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,8,0,14,14,6,10,12,3,9,10,19,11,86,314,271,250,174,149,58,91,187,31,1521
112021246,20,10,87,32,21,21,4,29,0,227,0,0,0,0,0,0,0,4,0,3,3,11,4,3,0,5,0,3,0,31,8,8,8,8,11,11,4,16,13,83,335,977,586,496,524,255,138,255,39,3608
112021247,13,0,35,13,7,4,7,20,0,96,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0,3,0,8,18,5,10,3,3,7,7,11,3,67,269,367,234,217,168,66,68,181,27,1599
112021248,15,3,107,54,15,17,6,37,3,264,0,3,0,0,0,0,0,4,0,11,5,6,7,3,0,4,6,4,0,36,0,4,16,8,10,7,6,22,13,93,309,1070,642,657,462,253,150,327,53,3922
112021249,27,5,86,30,16,14,9,28,3,224,0,3,0,0,0,0,0,0,0,3,7,13,10,3,9,3,6,3,0,56,27,10,17,18,12,20,15,26,13,159,767,1397,702,569,530,220,186,329,57,4748
112031250,27,13,81,40,24,19,14,18,0,239,0,0,0,0,0,0,0,0,0,5,3,10,4,9,6,0,0,5,4,48,3,14,14,9,9,13,3,7,17,94,520,1167,597,495,417,229,112,213,59,3806
112031251,13,0,53,18,10,15,11,13,4,138,0,0,0,0,0,0,0,0,0,3,4,3,0,0,4,0,3,5,0,23,4,7,16,20,5,13,12,10,6,93,204,464,389,302,248,144,117,179,31,2080
112031252,18,3,51,29,20,10,5,14,0,157,0,0,0,0,0,0,0,0,0,3,11,6,3,4,0,0,4,6,0,34,15,9,19,6,3,8,13,22,14,117,379,649,462,297,277,138,130,210,54,2599
112031253,26,12,108,49,26,30,7,24,0,285,0,0,0,0,0,0,0,4,0,5,4,3,3,6,3,3,3,0,0,36,6,12,16,9,10,13,13,14,12,95,425,992,749,491,396,208,134,249,41,3688
112031254,30,10,156,50,33,26,16,44,3,370,0,0,0,0,3,0,0,0,0,4,8,10,6,8,0,0,3,7,0,43,20,4,18,21,16,10,11,25,24,160,490,1030,933,711,462,295,190,381,67,4559
112031550,33,9,119,65,42,28,11,22,3,327,0,0,0,0,0,0,0,0,0,7,3,3,8,3,10,4,3,7,3,44,9,10,17,12,7,15,14,20,10,117,402,835,706,639,491,289,148,264,51,3830
112031551,3,0,24,11,10,11,0,3,0,62,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,4,3,16,3,3,3,0,0,0,0,4,3,25,128,292,195,118,156,56,26,59,22,1042
112031552,12,3,65,26,11,14,6,20,0,161,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,0,15,0,0,13,13,9,11,4,4,4,55,115,279,283,304,181,121,67,148,31,1523
113011256,33,4,107,41,32,33,9,55,0,321,0,0,0,3,3,0,0,8,0,18,12,5,3,9,3,4,0,18,5,69,14,6,17,16,20,14,17,61,31,201,636,1091,923,560,539,295,223,583,81,4934
113011257,24,3,61,31,18,13,12,38,0,195,0,0,0,0,0,0,0,0,0,3,15,0,0,0,10,0,3,0,0,39,51,4,17,16,13,12,27,55,23,227,829,536,503,303,373,143,214,383,55,3342
113011258,24,0,51,30,17,9,4,32,3,166,0,0,0,3,0,0,0,0,0,5,7,4,3,0,0,0,4,6,0,28,27,10,14,14,15,11,24,32,7,150,346,543,484,226,280,101,151,285,50,2468
113011259,12,0,21,12,6,3,0,11,0,73,0,0,0,0,0,0,0,0,0,5,4,0,0,3,3,3,0,0,0,14,17,3,3,6,11,8,7,15,6,76,302,257,228,151,134,57,62,142,23,1347
113021260,5,0,7,11,0,0,3,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,0,7,0,7,0,7,8,0,44,221,113,120,95,65,22,67,94,5,809
113021261,12,3,35,13,7,4,10,16,0,94,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,3,0,18,6,3,8,10,9,6,10,16,5,69,160,317,334,179,173,68,129,113,13,1482
113021262,13,0,8,12,6,3,3,12,0,63,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,5,3,3,26,14,6,11,9,5,3,5,18,5,75,238,255,217,132,120,41,95,138,21,1261
113031263,10,0,41,16,13,5,3,21,0,104,0,0,0,0,0,0,0,0,0,5,0,4,3,6,3,0,0,7,0,25,12,0,8,0,4,9,7,14,8,66,268,388,284,242,185,90,93,177,24,1754
113031264,6,0,14,6,4,11,3,16,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,13,0,3,9,0,4,6,15,6,49,191,142,143,103,73,45,52,112,10,875
113031265,6,0,30,11,7,7,8,17,0,88,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,3,0,9,8,3,7,6,13,5,6,13,5,72,275,246,198,208,155,65,101,140,21,1400
113031266,10,0,34,15,5,12,7,6,0,95,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,6,15,3,4,5,10,10,0,6,3,58,345,349,268,187,161,91,73,97,16,1582
113031267,32,4,121,43,33,27,6,31,3,314,0,3,3,3,0,0,0,0,0,13,11,7,4,10,9,4,8,6,3,61,8,11,18,16,11,23,6,20,12,126,690,1494,1018,593,686,311,194,308,57,5355
113031268,4,7,32,16,6,8,3,6,0,85,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,9,3,3,6,7,7,3,7,0,3,36,130,458,268,203,163,88,50,74,14,1444
113031269,40,9,141,60,51,41,10,44,0,393,0,0,0,3,0,4,0,3,0,15,7,13,14,16,13,4,4,8,0,76,8,21,28,24,19,20,21,37,16,182,709,1774,1177,855,824,386,238,386,78,6425
113031270,11,9,83,51,24,30,3,33,0,240,0,0,0,0,0,0,0,3,0,7,16,8,10,8,6,0,3,6,0,55,13,7,18,15,15,10,8,17,10,104,434,1116,595,552,378,215,106,213,34,3638
113031271,34,4,76,30,22,19,10,28,3,225,0,4,0,0,0,0,0,3,0,8,14,12,12,7,8,3,7,4,8,66,41,13,25,15,13,16,8,25,10,163,1002,916,763,493,470,195,229,286,63,4405
114011272,26,3,45,22,14,8,5,5,0,128,0,0,0,0,0,0,0,0,0,3,11,4,3,0,6,0,0,3,0,28,16,6,13,11,9,5,3,8,4,71,470,750,426,257,253,110,69,141,36,2506
114011273,3,0,16,8,3,3,3,11,0,41,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,3,11,3,3,3,0,3,3,36,96,209,180,128,87,60,27,75,12,868
114011274,3,0,17,11,5,5,3,4,0,51,0,3,0,0,0,0,0,0,0,3,3,0,0,3,4,0,3,0,0,16,8,3,3,6,6,3,8,5,7,50,136,273,255,150,130,58,50,94,24,1164
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,0,0,3,0,17
114011276,9,0,31,10,12,3,3,0,0,68,0,0,0,0,3,0,0,0,0,3,7,9,0,3,5,0,0,0,0,25,4,3,5,3,3,0,0,3,4,35,207,406,219,135,125,51,27,48,17,1242
114011277,34,5,100,42,26,28,19,33,0,285,0,0,0,0,0,3,0,0,0,9,10,9,11,9,3,0,3,5,0,42,18,13,17,21,10,17,8,30,13,145,499,1123,812,675,515,280,169,302,48,4425
114011278,29,4,122,69,23,31,9,43,0,338,0,0,0,0,3,0,0,3,0,7,9,6,6,16,8,7,5,3,0,65,11,9,22,20,11,20,11,30,27,171,474,906,1058,807,511,275,195,349,77,4655
114011279,13,4,74,36,15,17,3,26,3,194,3,0,0,0,0,0,0,0,0,6,6,7,3,5,4,3,4,8,0,35,11,3,18,10,6,8,8,6,11,89,258,526,618,512,303,193,121,213,63,2815
114011280,6,0,24,7,8,3,3,5,3,59,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,10,0,3,7,3,3,0,5,4,7,30,90,139,195,120,81,54,44,65,22,819
114011281,11,3,27,15,6,7,3,6,0,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,12,4,3,3,3,8,3,4,10,0,34,175,256,252,135,135,61,35,67,10,1124
114011282,45,3,103,49,22,27,13,20,0,283,0,0,0,0,0,0,0,3,0,3,0,6,4,8,6,3,0,0,0,33,11,3,29,18,8,26,8,15,20,128,424,814,695,478,367,264,120,234,38,3437
114011283,5,0,30,17,12,4,0,10,0,77,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,7,3,0,16,7,6,11,3,0,5,3,6,9,51,173,289,275,144,156,91,55,115,28,1314
114021284,33,3,68,31,21,23,7,18,0,211,0,0,0,0,0,0,0,0,0,0,8,5,0,4,7,0,3,8,0,45,11,10,4,7,4,12,3,14,6,74,650,1237,459,333,362,254,65,148,53,3564
114021285,15,4,45,28,4,8,4,13,0,126,0,0,0,0,0,0,0,0,0,0,3,3,5,5,4,0,0,4,0,24,3,0,13,3,8,3,3,11,8,66,197,324,444,235,192,116,108,163,27,1805
114021286,17,3,68,23,13,10,8,35,0,177,0,0,0,0,0,0,0,0,0,4,9,11,4,3,3,3,3,3,0,36,7,5,13,6,16,4,3,15,10,75,370,758,537,298,281,148,92,171,34,2696
114021287,29,3,96,34,19,14,10,26,0,225,0,0,0,3,0,0,0,3,0,4,4,8,3,3,5,0,3,4,0,33,10,7,17,10,10,12,13,19,14,102,354,654,574,354,319,181,164,218,40,2859
114021288,9,0,24,7,3,4,8,3,0,68,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,3,0,14,10,3,3,3,5,3,5,0,4,32,255,315,188,107,134,53,52,73,20,1196
114021289,15,0,43,15,12,3,5,6,0,107,0,0,0,0,0,0,0,0,0,4,4,3,3,0,3,0,0,0,0,19,6,7,11,5,3,5,3,6,4,61,379,563,355,178,247,95,83,114,40,2061
115011290,34,17,85,51,41,30,8,16,6,293,3,0,0,0,3,0,0,0,0,8,27,42,11,10,22,10,10,3,3,140,15,17,20,15,16,13,3,8,39,144,1353,3218,975,642,1228,484,192,263,142,8496
115011291,35,11,63,27,46,19,7,11,3,217,0,0,0,0,0,0,0,0,0,3,21,22,5,15,21,10,3,0,3,93,19,11,14,5,18,13,4,0,16,111,1418,2939,807,533,1191,460,180,221,125,7874
115011294,8,7,25,11,6,8,0,5,3,69,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,3,0,23,7,4,0,0,5,0,0,0,8,37,497,727,227,140,328,148,32,52,34,2175
115011296,16,3,38,16,31,10,0,6,0,111,0,0,0,0,0,0,0,0,0,5,12,16,0,5,12,5,3,0,3,64,7,13,9,3,17,4,0,3,17,74,1056,2101,386,226,725,282,53,82,80,4986
115011553,15,6,27,15,11,7,3,5,0,101,0,0,0,0,0,0,0,0,0,4,12,3,3,5,4,0,3,0,0,35,7,10,10,6,13,6,5,0,7,54,532,1084,306,222,400,176,55,83,34,2897
115011554,3,0,11,7,11,13,0,3,3,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,3,6,3,0,7,0,0,0,4,22,338,634,136,94,230,106,20,27,14,1602
115011555,24,5,38,15,17,17,0,10,0,139,0,0,0,0,0,3,0,3,0,7,14,10,3,3,11,9,0,4,0,49,11,9,12,4,12,11,3,6,13,73,929,1641,437,264,593,302,57,97,62,4383
115011556,21,10,28,16,15,16,4,8,0,113,0,0,0,0,0,0,0,0,0,5,10,9,0,6,8,5,3,0,0,48,0,13,3,6,7,4,3,3,13,57,720,1362,354,255,479,221,79,89,67,3613
115011557,12,7,15,5,12,7,0,0,0,57,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,6,0,0,0,32,7,3,6,0,4,3,0,3,8,30,435,805,151,105,298,120,39,40,40,2025
115011558,20,12,50,23,27,19,4,7,0,160,0,0,0,0,0,0,0,0,0,3,21,26,6,4,18,10,0,3,0,86,13,17,7,6,22,10,3,5,14,96,1383,3033,548,423,1122,379,113,164,91,7250
115011559,39,16,92,51,52,37,9,8,9,315,0,0,4,3,0,0,0,0,0,9,30,25,15,8,19,14,4,11,4,122,17,24,17,5,14,17,3,6,24,131,1604,3089,935,640,1348,571,203,263,159,8813
115021297,46,9,103,39,67,33,5,19,3,324,3,0,0,0,0,0,0,0,0,6,16,9,8,4,15,13,3,4,4,69,25,17,29,10,24,10,14,19,32,178,1549,2065,1145,494,1017,445,194,281,113,7297
115021298,5,0,42,10,15,10,0,3,0,76,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,3,0,0,19,3,3,5,4,8,0,0,0,7,36,351,527,304,142,252,115,40,72,26,1836
115031299,7,0,21,3,8,10,3,3,0,55,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,0,3,3,5,9,4,6,5,5,37,155,178,200,83,65,28,42,75,17,839
115031300,55,15,132,61,59,38,22,36,9,411,0,3,0,0,0,0,0,0,0,6,16,11,24,16,11,5,4,3,3,94,26,17,55,21,31,9,20,33,47,248,1145,1674,1726,766,1025,408,363,434,129,7671
115041301,21,9,63,33,43,14,10,10,4,211,0,0,0,0,0,0,0,0,0,0,4,7,4,3,6,0,3,3,4,37,11,3,15,9,5,4,4,11,14,78,625,615,849,301,527,174,184,174,53,3506
115041302,46,7,110,54,57,41,12,17,3,351,3,0,0,0,3,0,0,0,0,9,12,25,8,9,13,12,10,3,0,90,20,20,20,13,21,11,8,14,32,157,1595,2751,1031,629,1299,550,202,236,145,8442
116011303,24,9,109,46,32,26,50,34,9,322,3,0,0,0,3,0,8,4,0,24,11,9,13,16,15,16,26,24,7,124,11,12,16,19,14,13,15,16,27,142,505,1410,779,600,766,362,482,469,91,5465
116011304,27,9,90,39,31,18,25,31,0,264,0,0,0,0,0,3,0,5,0,11,5,12,15,16,4,5,11,11,4,93,11,3,30,12,17,3,17,26,26,154,515,1090,866,630,755,306,396,409,91,5062
116011306,15,10,77,28,17,26,36,32,6,245,0,0,0,0,0,0,3,0,0,9,13,20,3,16,23,9,21,15,7,121,5,7,18,24,14,14,20,26,32,169,602,1840,906,709,1220,418,543,435,139,6808
116011307,34,16,97,53,56,46,22,33,5,360,0,0,0,3,3,0,0,0,3,11,10,16,9,10,20,6,10,9,4,102,14,13,37,25,15,17,27,22,45,203,1027,2215,1289,760,1187,453,375,374,156,7839
116011308,41,3,108,44,42,34,27,31,4,342,0,0,0,0,0,0,6,0,0,13,9,18,9,15,19,8,20,19,6,121,7,7,23,18,28,16,26,34,36,201,772,2032,1124,729,1211,430,467,473,133,7370
116011560,19,6,55,16,19,14,26,18,4,176,0,0,0,0,0,3,0,3,0,5,6,8,14,9,10,7,14,6,0,68,7,13,13,12,17,12,18,12,13,110,327,787,579,416,537,202,279,271,62,3463
116011561,23,3,80,43,26,15,28,22,3,246,3,0,0,0,0,0,3,3,0,8,4,9,5,12,11,5,16,14,3,80,6,13,20,14,21,8,27,20,31,156,422,1061,728,567,692,315,427,356,106,4676
116021309,20,4,50,29,23,33,17,20,3,200,3,0,3,0,3,3,3,3,0,20,12,13,10,14,23,8,12,11,0,107,10,5,6,21,18,11,11,10,23,106,939,2033,636,538,937,344,275,227,89,6016
116021310,62,25,129,48,70,45,27,23,5,437,4,0,0,0,3,0,0,0,0,12,23,36,18,18,38,17,26,7,5,190,26,31,19,15,39,8,21,14,34,211,2002,4263,1357,944,1829,715,434,353,173,12065
116021312,38,5,97,40,28,21,18,15,9,270,0,0,0,0,0,0,0,0,0,5,4,12,18,11,13,4,21,3,4,92,11,9,20,11,11,10,22,12,24,139,750,1569,947,499,808,316,354,281,81,5613
116021562,14,0,24,14,9,12,6,5,0,78,0,0,0,0,0,0,0,0,0,0,5,0,3,0,14,3,4,0,0,29,0,3,7,3,3,9,3,0,0,27,195,453,210,141,239,90,84,53,16,1486
116021563,33,5,114,56,51,45,33,33,9,372,0,0,0,0,0,0,4,0,0,8,19,22,12,11,19,6,15,13,3,122,14,17,25,20,18,11,16,15,27,160,972,2428,1133,833,1373,536,452,357,136,8227
116031313,15,3,41,23,20,17,7,19,11,155,0,0,0,0,0,0,0,0,0,3,4,0,3,3,4,0,8,4,0,33,4,5,21,14,8,4,40,51,26,180,153,407,483,396,360,166,335,302,80,2678
116031314,5,8,48,16,17,13,24,13,0,148,0,0,0,0,0,0,3,3,0,9,3,4,5,6,3,7,8,10,0,44,5,4,11,5,7,4,15,10,12,66,191,502,413,308,408,145,273,156,43,2444
116031315,16,7,88,42,37,24,25,31,3,266,0,0,0,0,0,4,0,0,0,10,8,10,22,9,18,3,12,8,3,91,12,14,25,19,16,10,40,26,29,194,439,1273,999,719,975,348,610,441,102,5913
116031316,12,3,62,28,19,32,21,22,3,204,0,0,0,0,0,0,0,0,0,4,10,4,3,8,8,3,7,3,0,48,7,4,20,14,18,15,52,47,33,210,303,777,542,529,574,261,431,310,84,3818
116031317,14,3,74,26,21,23,29,38,3,230,0,0,4,0,0,0,0,7,0,12,3,5,7,3,8,3,15,3,0,67,11,8,22,24,17,9,39,34,39,199,292,870,756,697,748,314,534,471,104,4787
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,7
116031319,28,9,87,35,40,36,34,26,3,287,0,0,3,0,0,0,0,4,0,15,6,4,12,12,15,9,22,8,3,92,17,13,23,19,26,16,26,31,23,199,506,1438,1001,741,1007,395,562,423,115,6186
117011320,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
117011321,28,9,64,25,40,16,4,10,0,203,0,0,0,0,0,0,0,0,0,11,6,13,8,5,9,10,5,0,4,52,6,9,4,12,16,4,9,6,16,91,623,1081,549,389,581,262,132,167,56,3845
117011322,57,19,163,61,35,38,18,43,3,445,0,0,3,7,0,5,0,6,0,18,26,18,5,17,16,8,9,14,6,115,13,22,20,28,16,17,17,24,34,195,1183,2608,1068,864,1179,662,369,513,144,8592
117011323,26,6,75,16,15,14,11,10,4,186,0,0,0,0,0,0,0,0,0,7,7,7,7,7,4,8,3,0,0,51,9,14,12,13,15,14,16,19,19,126,463,956,493,370,451,258,194,180,52,3421
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,15
117021326,27,25,157,61,39,44,10,27,0,391,0,0,3,0,3,0,0,3,0,22,45,73,14,12,37,21,14,5,11,232,19,50,23,25,20,14,11,20,44,216,1495,4373,1090,893,1250,619,223,421,149,10519
117021327,55,17,100,45,29,30,11,9,0,296,0,0,0,0,0,0,0,0,0,3,31,96,10,13,33,13,3,7,10,214,12,30,19,17,8,8,7,5,37,144,1508,4503,788,657,1111,477,130,222,141,9540
117021328,23,13,55,16,15,17,3,14,0,154,0,0,0,3,0,0,3,3,0,5,6,25,4,0,6,6,3,3,0,56,11,13,8,7,3,5,0,3,9,66,540,1263,360,275,442,181,87,140,37,3339
117031329,36,13,129,23,17,15,0,7,4,248,0,3,0,0,0,3,0,0,0,8,33,46,7,9,13,4,5,3,0,115,20,25,3,14,6,3,0,5,12,89,1145,2811,386,401,557,332,46,178,93,5943
117031330,60,12,116,39,30,22,5,10,3,305,3,3,0,3,0,0,0,0,0,12,40,79,7,13,28,10,8,3,3,190,15,25,7,8,12,9,4,6,27,118,1708,4299,622,542,1041,526,87,149,118,9096
117031331,31,16,93,41,14,15,5,11,3,241,3,0,0,4,0,0,0,0,0,13,35,74,13,11,20,12,0,7,9,175,21,37,8,11,17,3,9,9,19,137,1511,4319,562,535,910,451,75,184,122,8671
117031332,55,18,132,65,28,21,6,12,0,335,4,3,0,0,0,0,0,0,0,10,35,104,14,25,37,22,4,3,10,245,15,38,10,16,18,6,3,4,36,151,1806,5676,774,805,1200,542,110,245,160,11310
117031333,70,12,206,73,36,20,4,16,0,447,3,0,3,3,0,0,0,0,0,7,46,97,11,13,23,20,0,5,6,226,16,39,18,20,11,9,0,8,21,136,1981,4500,761,739,934,587,77,260,141,9975
117031334,73,13,234,98,19,32,3,21,9,495,3,0,0,10,3,0,0,3,0,26,19,31,12,18,10,9,3,8,11,123,13,29,18,21,14,16,6,18,40,173,1650,3403,758,906,942,580,122,442,168,8962
117031335,53,25,172,67,20,28,0,14,3,385,3,0,3,5,3,5,5,0,0,23,29,67,10,14,15,10,5,5,3,170,7,29,21,17,15,13,5,11,33,156,1429,4284,732,763,955,615,111,364,129,9383
117031336,54,20,149,58,27,23,0,17,6,357,0,0,0,3,0,3,0,5,0,12,35,56,15,8,20,18,4,6,3,160,20,29,10,19,7,4,3,9,28,139,1587,3911,537,625,758,500,67,299,140,8420
117031337,72,13,322,164,35,52,10,70,8,735,6,3,20,21,0,8,3,31,3,98,27,37,17,35,16,9,3,22,4,164,35,22,57,77,14,24,9,85,70,395,1786,3496,1213,1670,1023,852,124,1093,277,11535
117031338,109,25,239,89,63,46,8,24,10,625,3,0,4,6,0,0,0,7,0,28,55,58,9,21,33,17,12,7,5,214,21,30,31,27,19,28,8,16,52,225,2376,5398,1211,1010,1630,999,212,368,222,13426
118011339,46,13,126,44,22,10,8,13,7,288,0,0,0,0,0,0,0,0,0,7,30,57,6,12,18,9,3,8,3,143,23,33,19,10,12,12,6,14,29,149,1737,3690,685,604,814,476,110,269,146,8531
118011340,55,13,135,62,31,22,5,13,3,331,3,3,4,3,0,0,0,0,0,14,36,80,5,15,13,7,0,6,7,183,28,29,10,22,15,20,5,9,37,173,2037,4281,716,747,780,667,77,220,164,9686
118011341,41,20,96,46,15,12,5,10,0,243,0,0,0,0,0,0,0,0,0,3,27,44,8,7,10,10,3,7,3,115,15,15,6,11,13,10,3,11,21,102,1335,3146,459,539,667,420,88,221,124,6999
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,60,21,95,44,32,24,0,5,3,286,0,0,0,0,3,0,0,3,3,12,37,69,9,12,33,13,0,6,6,191,31,40,5,20,27,6,0,10,36,183,2421,4956,441,509,1101,702,54,151,221,10560
118011344,19,3,59,17,24,7,0,7,0,139,0,0,0,0,0,0,0,0,0,3,18,14,3,6,13,10,0,3,0,65,8,17,8,5,11,3,0,0,8,62,989,1854,299,276,525,275,46,89,79,4426
118011345,44,14,89,37,18,13,0,10,0,223,0,0,0,0,0,0,0,0,0,5,30,62,3,9,22,12,0,7,5,156,23,21,8,8,13,3,0,8,22,100,1587,3745,373,409,744,442,35,88,106,7532
118011346,24,9,34,12,13,12,3,0,0,103,0,0,0,0,0,0,0,0,0,3,27,34,7,0,12,6,0,3,3,92,27,14,3,4,11,13,0,6,6,86,1105,1797,162,239,457,283,22,61,94,4222
118011347,12,0,34,10,12,7,0,3,0,80,0,0,0,0,0,0,0,0,0,3,10,22,3,3,7,7,0,0,0,58,11,12,0,5,3,3,0,0,0,36,733,1699,123,151,312,213,23,38,48,3348
118021348,50,16,114,46,46,26,10,14,4,319,0,0,0,0,3,0,0,0,0,7,45,69,5,16,19,11,0,9,7,183,27,41,16,14,24,19,0,6,26,170,2230,5186,894,784,1200,628,95,204,181,11412
118021350,42,12,112,52,40,36,7,24,5,338,0,0,0,0,0,0,0,0,0,8,14,23,8,8,11,9,9,3,0,87,20,22,19,18,22,19,22,20,37,198,1221,2258,938,635,1048,425,230,267,122,7136
118021564,12,13,64,29,15,14,3,9,0,166,0,0,0,0,4,0,0,0,0,9,11,12,8,11,7,4,0,0,4,62,13,7,3,5,8,3,7,3,8,53,682,1994,409,417,557,310,84,166,67,4677
118021565,13,0,46,23,17,9,3,16,4,135,0,0,3,0,0,0,3,3,0,11,14,15,7,8,7,4,5,6,4,67,7,12,8,9,3,4,3,8,23,81,586,1959,438,419,606,333,116,256,87,4807
118021566,24,3,33,17,22,8,0,3,0,107,0,0,0,0,0,0,0,0,0,4,5,15,4,7,8,0,6,4,3,51,6,9,0,10,9,10,0,3,11,53,621,1594,347,277,474,231,69,90,76,3780
118021567,19,3,46,25,19,15,0,9,0,137,0,0,3,0,0,0,0,0,0,4,14,13,12,7,4,0,0,5,0,55,6,9,12,10,10,8,3,9,16,93,614,1469,445,353,433,217,79,133,56,3805
118021568,15,5,43,26,25,15,3,10,0,139,0,0,0,0,0,0,0,0,0,3,12,15,10,3,16,4,7,4,3,65,15,7,12,3,8,7,0,4,17,68,564,1334,329,288,483,243,69,141,66,3515
118021569,43,12,95,41,34,12,6,16,0,267,0,0,0,0,3,0,0,0,0,9,22,48,9,12,11,11,4,5,0,127,10,25,15,10,13,4,5,5,13,105,1405,3493,711,599,841,369,125,191,91,7829
