SA2_MAINCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
107031142,0,38,172,133,142,137,32,14,0,673,0,23,108,105,89,86,12,3,0,434,0,6,53,90,105,84,12,0,0,357,0,4,57,57,68,58,6,3,0,251,0,0,36,91,92,62,9,0,0,288,0,3,14,23,32,25,10,3,0,111,31,30,76,53,61,94,75,63,27,506,682,597,1176,1140,1338,1465,1015,603,236,8256
107031143,7,77,265,207,236,181,69,25,3,1070,0,30,180,160,166,136,24,8,0,692,0,7,123,131,150,113,12,0,0,549,0,4,62,80,118,65,11,0,0,338,0,3,52,101,125,77,14,0,0,377,4,7,17,34,23,27,14,11,3,146,137,96,169,189,201,227,284,211,114,1632,1287,1307,2301,2216,2646,2684,2398,1469,461,16769
107041144,3,73,283,259,237,206,92,51,16,1228,0,45,229,196,230,137,50,9,3,901,3,29,185,216,199,149,32,11,4,831,0,7,107,184,186,130,18,3,0,641,0,0,159,281,237,148,40,11,8,884,0,0,30,117,137,88,23,13,7,425,79,92,168,133,141,139,166,150,61,1127,1433,1742,2585,2595,2715,2419,2014,1462,666,17636
107041145,3,57,242,232,222,167,75,19,13,1043,0,22,193,148,131,111,24,10,3,639,0,8,148,163,135,95,19,4,0,577,0,5,89,120,110,68,6,3,3,411,0,6,86,184,152,85,16,10,0,540,0,0,22,61,73,39,6,3,0,211,103,73,106,86,126,116,125,94,48,883,940,965,1880,1970,2110,1982,1450,935,476,12718
107041146,3,77,287,260,242,235,128,53,10,1282,0,38,231,241,207,143,59,17,9,940,0,22,182,220,231,136,37,5,7,841,0,6,130,219,190,113,27,4,0,679,0,8,135,364,281,155,37,6,0,978,0,3,35,138,139,88,33,11,0,452,88,81,126,120,132,117,107,99,57,939,1518,1896,2557,2755,2533,2241,1846,1233,550,17126
107041147,4,38,127,122,151,111,39,5,7,598,0,21,100,129,138,94,21,3,0,506,0,9,100,143,117,70,10,0,0,448,0,6,68,115,112,70,4,0,0,378,0,3,89,174,172,97,12,8,0,548,0,3,19,76,85,55,11,3,0,249,43,30,45,56,76,88,90,70,38,531,616,528,936,1334,1355,1077,618,276,127,6871
107041148,3,46,138,144,155,159,83,16,3,747,0,17,105,119,141,116,57,7,0,556,0,8,109,142,169,127,26,3,0,582,0,6,62,115,122,125,26,4,3,452,0,0,71,241,246,175,29,4,0,761,0,3,22,202,196,105,29,4,0,564,37,28,69,80,78,104,68,58,23,543,665,530,1058,1606,1713,1676,1078,477,203,9000
107041150,3,82,255,296,302,224,87,31,16,1291,0,39,230,228,227,163,54,6,0,948,0,10,208,246,239,138,36,12,3,882,0,8,111,199,203,148,18,0,0,685,0,3,166,404,362,181,16,3,0,1137,0,0,50,169,183,99,17,8,0,521,67,69,146,142,135,122,144,153,142,1122,1237,1019,2112,2787,2754,2435,1780,1058,518,15693
107041548,3,129,348,118,116,149,84,39,13,991,0,52,321,92,89,86,56,14,9,723,3,23,268,100,98,93,33,25,5,653,0,6,130,93,85,74,30,8,0,421,0,5,150,131,150,123,33,25,3,614,0,8,42,62,102,80,43,14,3,339,82,238,335,158,166,204,244,203,144,1772,603,2053,3084,1368,1454,1614,1405,927,428,12939
107041549,3,91,324,204,185,129,57,14,3,1009,0,46,244,168,130,92,18,3,3,710,3,14,170,141,142,89,29,3,7,593,0,9,80,140,97,70,13,4,0,418,5,0,136,200,184,74,30,4,0,628,0,8,31,95,99,52,13,3,3,303,89,105,164,119,129,118,113,100,44,983,1197,2228,2912,2079,1870,1564,1197,759,344,14149
108011151,0,8,38,33,51,63,31,6,0,234,0,4,30,27,47,38,10,6,3,158,0,0,19,17,39,18,3,0,0,99,0,0,13,19,33,11,8,0,0,77,0,0,6,32,36,16,12,0,0,106,0,0,0,16,17,6,10,0,3,49,32,16,32,41,64,67,81,51,18,384,245,189,361,465,786,789,658,352,124,3962
108011152,0,26,90,108,146,156,114,46,21,697,0,18,54,77,86,72,60,13,4,385,0,3,44,56,70,71,34,3,14,298,0,0,27,50,59,67,15,3,5,222,0,0,24,58,63,71,21,6,7,244,0,0,4,24,37,36,27,8,8,153,76,52,90,110,118,156,247,255,251,1360,724,497,1059,1282,1602,2113,2569,1627,785,12259
108011153,0,6,27,56,76,66,50,19,0,295,0,6,28,43,37,57,19,7,0,191,0,0,5,33,27,29,13,4,0,115,0,0,9,19,20,28,14,0,0,87,0,0,7,26,18,23,10,6,0,89,0,0,3,17,12,18,9,3,0,60,58,13,21,56,90,103,105,54,15,525,308,171,358,641,858,1125,1090,411,94,5047
108011154,0,5,41,33,61,64,26,20,12,262,0,0,20,12,25,39,22,4,4,126,0,0,4,15,25,28,8,10,0,97,0,0,6,9,13,17,3,0,0,41,0,0,7,7,13,24,4,6,0,61,0,0,3,3,3,15,6,11,0,50,53,15,36,39,54,101,149,173,115,732,262,187,393,413,605,1005,1306,954,447,5570
108021155,0,34,138,139,153,104,51,13,7,648,0,11,63,66,83,52,14,7,0,298,0,3,38,46,47,45,11,0,3,192,0,3,16,46,53,34,3,0,0,157,0,0,17,39,42,24,4,0,0,142,0,3,16,7,16,16,7,6,0,71,167,172,389,281,257,286,224,232,225,2229,925,833,1640,1556,1784,2009,1713,929,480,11870
108021156,0,17,77,84,101,125,50,8,11,480,3,3,39,51,57,66,23,3,0,236,0,7,22,28,66,61,11,3,4,185,0,0,17,26,46,39,4,0,0,133,0,0,8,31,39,42,7,0,0,132,0,0,0,10,26,21,17,0,0,82,94,30,66,89,148,182,167,80,27,884,518,344,704,877,1353,1854,1286,505,185,7624
108021157,0,29,24,58,57,52,23,6,12,265,0,12,31,27,34,30,17,3,0,150,0,0,16,25,25,27,6,0,0,95,0,3,17,14,16,13,5,0,0,60,0,0,3,23,11,10,0,4,0,58,0,0,7,4,7,10,0,0,0,30,47,17,23,48,44,67,66,67,49,428,257,208,349,478,597,747,726,379,205,3951
108021158,3,16,43,51,53,57,37,17,7,281,0,8,18,27,29,30,11,7,3,139,0,0,21,21,21,27,9,3,3,103,0,0,8,16,24,23,3,3,0,71,0,0,13,13,21,19,6,3,3,78,0,4,3,4,14,19,9,3,0,48,57,12,36,39,82,79,147,128,118,695,334,240,485,535,730,1146,1224,750,381,5832
108021159,3,13,60,54,89,103,35,14,0,367,0,4,40,38,54,40,22,5,0,205,0,0,13,33,52,46,8,0,0,155,0,3,9,34,43,30,4,0,0,126,0,0,9,29,31,36,10,0,0,125,0,0,7,13,14,13,8,0,0,57,66,51,46,34,118,124,111,59,18,630,425,313,612,724,1120,1428,1069,450,113,6259
108021160,0,9,46,46,53,57,58,10,11,292,0,9,26,39,20,53,12,0,0,157,0,0,7,20,18,25,9,0,0,84,0,0,4,21,23,18,6,0,0,77,0,0,5,29,23,15,4,7,0,79,0,0,8,7,7,17,3,0,3,50,25,4,30,35,43,67,97,76,24,404,212,162,338,458,588,870,1060,564,207,4451
108031161,0,0,10,15,3,12,3,0,0,42,0,0,0,5,5,4,3,0,0,15,0,0,0,3,10,5,0,0,0,17,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,7,0,0,0,8,0,0,5,6,8,7,0,0,0,37,12,18,47,71,51,58,30,26,10,327
108041162,3,11,97,162,222,179,125,46,20,858,0,3,76,109,176,109,47,16,3,540,0,0,46,80,148,98,28,12,4,409,0,0,19,72,84,65,13,4,5,272,0,0,24,84,86,64,24,11,5,301,0,3,10,22,45,31,17,16,10,150,90,35,81,104,167,189,330,253,170,1424,856,463,997,1452,2227,2700,3214,1826,633,14367
108041163,5,76,308,376,404,332,190,75,34,1795,0,31,190,240,263,231,91,24,7,1087,0,11,173,245,272,173,53,10,9,936,0,3,82,185,227,136,37,15,3,686,0,3,100,246,262,184,36,12,5,851,3,0,40,139,128,97,32,14,11,454,117,89,169,171,226,264,332,304,325,1993,1644,1166,2600,3097,3699,3810,3739,2329,1054,23143
108041164,7,43,184,183,190,153,113,59,25,954,0,24,146,146,130,115,49,14,6,631,0,7,75,100,118,81,18,9,3,418,0,3,53,85,94,61,11,12,6,318,0,0,49,99,84,55,28,11,6,329,0,0,13,26,59,42,42,14,6,210,95,57,158,115,163,172,319,317,277,1673,900,730,1670,1735,1965,2186,2719,1841,913,14658
108041165,0,8,27,57,77,85,38,5,0,297,0,5,23,47,48,50,18,3,0,188,0,6,10,31,39,43,13,0,3,143,0,0,9,20,45,31,3,0,0,103,0,0,8,19,34,33,6,3,0,111,0,0,3,12,21,7,6,0,0,51,54,31,62,57,89,113,101,52,11,571,326,234,411,578,817,1033,707,248,64,4419
108041166,0,29,111,143,161,161,46,24,3,679,0,12,50,74,87,66,18,0,3,317,0,7,30,71,72,51,13,3,0,250,0,0,24,55,62,38,8,0,0,185,0,0,32,50,58,37,4,0,0,192,0,3,8,24,34,39,14,4,0,123,113,38,54,111,107,128,132,120,109,914,714,505,951,1247,1453,1544,1399,758,314,8878
108051167,0,10,29,34,69,62,34,11,8,259,0,4,16,26,26,28,36,10,0,139,0,0,15,22,30,12,14,0,0,86,0,3,4,11,22,20,5,3,0,59,0,0,8,28,41,16,14,8,0,112,0,3,0,9,19,10,0,3,0,43,32,19,23,50,54,81,86,52,31,437,245,193,340,471,665,787,893,456,173,4217
108051168,0,18,92,118,133,145,88,33,9,626,0,6,49,75,96,83,39,5,3,354,0,6,49,66,83,60,32,3,0,295,0,0,27,58,56,73,14,8,0,237,0,0,27,59,67,59,23,0,0,232,0,3,9,19,24,32,11,0,4,119,74,22,50,51,65,113,155,86,35,642,561,329,763,1034,1303,1812,1869,819,285,8765
108051169,4,50,186,167,224,199,80,45,20,970,0,17,110,115,124,103,43,20,3,533,0,6,76,66,96,88,22,6,0,363,0,6,21,53,74,63,6,3,3,236,0,5,24,43,55,51,5,5,0,188,0,4,5,30,28,36,33,8,3,153,151,102,150,144,221,243,294,272,246,1818,1229,1090,1924,2016,2485,2801,2670,1731,851,16799
108051170,3,10,47,96,130,164,94,10,6,564,0,6,36,56,93,99,40,8,0,345,0,4,23,41,64,72,24,3,0,234,0,0,16,39,61,65,10,0,0,184,0,3,21,27,59,61,28,4,0,203,0,0,3,16,26,34,13,4,0,106,98,52,77,113,183,251,226,91,29,1120,652,413,761,1107,1810,2523,2308,861,222,10665
108051171,0,5,36,64,60,62,34,12,3,273,0,4,20,41,38,27,4,3,0,141,0,0,13,15,27,29,0,3,0,78,0,0,3,8,10,19,6,7,0,48,0,0,3,13,12,16,3,0,0,51,0,3,3,0,10,3,3,0,0,20,39,19,33,37,59,57,63,62,50,411,357,248,500,480,730,792,689,439,201,4428
109011172,5,88,329,276,213,168,55,15,9,1160,0,29,232,232,168,123,41,14,3,836,0,14,177,196,177,96,19,6,0,677,0,3,80,137,123,84,12,3,4,446,0,3,79,186,155,95,19,3,0,535,0,3,15,52,50,49,11,3,0,191,79,90,123,130,125,100,95,104,84,922,995,1148,2117,2033,1785,1585,1191,672,298,11833
109011173,0,43,148,142,163,104,44,16,3,670,0,12,91,98,111,83,10,7,0,417,0,5,69,86,75,63,15,3,3,317,0,0,28,47,55,31,7,0,0,165,0,0,24,43,59,27,11,0,0,166,4,0,11,17,27,23,10,4,0,98,66,82,130,115,111,124,107,103,52,895,639,691,1221,1189,1312,1199,923,582,245,7998
109011174,3,47,143,121,120,153,79,23,7,700,0,21,98,90,111,108,52,7,3,494,0,3,77,81,108,106,23,3,3,409,0,0,52,52,96,67,12,10,0,293,0,3,55,110,126,97,21,8,3,422,3,0,21,61,77,65,37,7,4,273,52,76,121,97,123,133,145,133,127,1010,631,647,1205,1133,1382,1439,1131,677,447,8688
109011175,0,31,119,140,195,170,59,24,9,748,0,13,76,104,140,118,26,17,5,503,0,9,47,97,127,79,19,3,0,380,0,4,30,76,66,62,13,3,0,250,0,0,27,60,99,62,19,3,3,271,0,3,8,39,69,47,9,3,7,182,87,46,85,89,95,159,151,101,87,897,794,444,957,1252,1681,1740,1319,596,268,9054
109011176,3,46,216,206,188,189,47,10,10,921,0,19,141,106,118,103,21,0,0,505,0,0,65,71,92,87,13,0,0,327,0,3,29,48,52,53,9,3,0,198,0,4,20,36,58,36,8,5,0,169,0,4,6,17,23,21,3,3,3,68,100,107,176,145,151,186,165,161,72,1252,863,967,1873,1656,1750,1953,1566,938,335,11890
109021177,3,14,32,26,43,41,19,7,3,194,0,5,23,28,29,21,3,4,0,116,0,0,19,10,30,17,5,0,0,84,0,0,7,6,20,9,0,0,0,46,0,0,9,16,23,10,7,9,0,71,0,3,3,7,11,7,5,3,0,36,28,18,50,32,60,48,74,55,21,384,173,155,303,281,465,427,364,229,60,2453
109021178,0,21,70,69,77,72,27,14,0,337,0,8,31,45,50,45,22,7,0,205,0,0,26,42,39,31,7,0,0,151,0,0,16,44,37,30,14,6,0,142,0,0,14,31,31,19,9,3,0,110,0,0,6,24,11,17,12,4,0,78,70,36,94,77,86,110,106,50,10,649,362,281,585,660,800,898,756,353,128,4817
109021179,0,14,35,36,55,61,11,8,3,228,0,8,29,44,30,23,3,3,0,140,0,0,19,15,21,15,4,0,0,75,0,0,13,15,18,9,0,0,0,59,0,0,10,21,21,21,3,3,0,79,0,0,3,3,12,20,3,3,0,48,44,28,56,58,77,86,68,58,10,494,195,200,379,407,516,595,351,217,58,2916
109031180,0,21,71,60,83,56,35,16,5,348,0,9,40,40,73,61,23,4,0,244,0,3,23,37,56,30,6,0,0,160,0,0,13,23,28,24,6,0,0,91,0,0,7,29,33,25,7,0,0,102,0,0,4,5,10,11,3,0,0,37,45,26,28,37,59,75,82,109,81,543,319,268,451,486,707,813,784,531,219,4583
109031181,3,19,93,93,107,103,43,15,7,469,0,7,38,62,62,58,19,6,3,253,0,4,18,41,55,40,8,7,0,177,0,0,8,23,29,20,11,0,3,95,0,0,9,27,35,34,8,0,0,115,0,0,4,11,11,22,13,10,0,63,53,29,48,67,83,107,158,107,56,719,353,258,537,710,821,1049,1070,559,194,5543
109031182,0,36,83,95,116,99,28,16,8,479,0,6,53,61,50,71,23,4,3,269,0,3,43,54,43,51,18,4,0,216,0,3,7,41,40,28,7,0,0,122,0,0,13,48,50,42,14,6,3,172,0,0,12,18,18,21,6,7,0,81,60,50,69,77,93,148,148,110,53,804,407,417,738,806,894,1142,866,606,280,6160
109031183,0,24,81,69,86,111,34,12,3,419,0,3,38,42,55,52,11,3,3,218,0,0,19,31,53,23,14,3,3,150,0,0,12,23,31,26,12,4,0,109,0,0,4,29,37,35,9,0,0,123,0,0,4,9,13,26,12,0,0,79,58,28,52,66,110,152,119,92,28,706,366,259,536,647,975,1228,894,472,178,5553
109031184,0,25,83,87,84,69,42,13,3,402,0,8,78,52,56,39,14,10,0,248,0,0,36,52,44,22,8,0,0,165,0,0,22,31,45,18,11,0,0,128,0,0,20,46,39,18,9,4,0,135,0,0,4,11,31,21,12,0,0,86,33,21,47,35,41,77,110,105,32,496,300,209,627,595,661,742,985,538,164,4823
109031185,3,28,95,108,101,144,69,20,7,579,0,8,71,60,82,82,19,9,0,321,0,5,62,48,53,57,9,4,0,246,0,0,18,41,53,39,5,3,0,163,0,0,19,45,31,40,19,4,4,172,0,0,9,19,19,25,18,15,3,103,105,54,110,115,132,180,185,116,64,1058,508,374,883,986,1094,1519,1516,821,336,8040
110011186,4,84,307,272,292,270,121,68,22,1435,0,27,190,168,223,165,67,31,9,875,0,11,136,156,197,163,54,15,6,749,0,6,96,131,147,117,39,4,12,545,0,3,59,172,241,202,57,14,0,748,6,4,21,60,95,89,25,13,9,317,226,300,262,179,269,219,192,164,81,1902,2171,2547,2894,2431,2794,2632,1989,1241,521,19225
110011187,0,9,53,51,56,45,33,8,0,254,0,4,30,25,37,20,13,5,3,135,0,3,10,22,44,35,7,0,3,124,0,0,7,8,15,13,3,4,0,54,0,0,7,19,28,22,18,4,0,95,0,0,0,11,18,11,8,0,4,53,41,24,29,58,54,75,70,42,16,413,251,195,441,506,630,662,554,234,103,3571
110011188,0,8,50,69,82,109,37,16,0,374,0,4,33,37,70,57,17,4,0,221,3,3,33,43,57,37,14,3,0,195,0,0,8,40,43,30,7,5,0,130,0,0,10,34,56,43,8,4,0,153,0,0,3,9,13,19,14,3,3,64,50,12,37,59,80,79,66,48,11,457,379,220,479,675,928,985,772,336,107,4875
110011189,0,14,27,28,49,45,28,4,4,200,0,3,22,22,25,22,15,0,0,102,0,0,13,12,23,20,10,4,0,90,0,0,5,8,18,18,10,5,0,63,0,0,8,19,21,14,6,0,0,70,0,0,0,4,10,13,7,7,0,46,33,8,36,44,39,53,81,50,49,405,164,131,288,323,437,484,497,239,97,2660
110021190,0,18,59,78,85,110,49,19,5,424,0,10,35,36,47,47,19,5,0,206,0,3,19,46,30,43,18,4,0,161,0,0,13,28,29,22,7,3,3,102,0,0,22,36,38,21,10,0,0,129,0,0,3,14,13,21,7,3,0,60,74,42,144,156,131,143,180,114,78,1065,472,386,809,929,1072,1368,1297,706,279,7322
110021191,0,33,145,137,142,123,54,16,8,666,0,18,71,67,68,70,27,6,3,330,0,3,46,75,70,41,8,0,5,251,0,3,28,43,60,53,13,4,3,201,0,3,21,45,52,27,11,7,0,168,3,0,7,12,25,19,12,7,0,98,82,60,99,91,107,144,152,115,83,931,729,690,1280,1242,1364,1379,1374,881,340,9286
110021192,0,10,37,38,59,56,19,10,4,235,0,3,17,14,32,33,5,6,0,101,0,0,5,17,33,10,0,3,0,64,0,0,7,6,19,13,3,0,0,48,0,0,4,13,16,15,3,0,0,58,0,3,7,8,8,12,3,7,3,47,73,25,57,68,97,118,103,55,19,610,365,227,443,551,698,888,646,333,99,4245
110021193,0,17,58,45,79,69,18,15,6,317,0,11,30,40,52,29,7,12,0,170,0,0,19,25,37,18,5,0,0,101,0,0,9,19,28,23,8,0,0,96,0,3,10,22,30,11,8,0,0,78,0,0,4,10,18,17,10,0,0,55,50,27,52,66,86,125,102,96,47,642,285,252,490,586,873,851,852,500,170,4860
110021194,0,8,36,48,65,86,31,14,3,291,0,8,26,31,27,43,21,8,0,158,0,0,14,30,24,27,10,0,0,106,0,0,13,13,24,17,7,3,4,75,0,0,10,27,17,32,9,7,0,100,0,0,3,11,9,15,11,0,0,42,64,27,43,75,89,163,168,104,69,804,337,211,431,664,822,1299,1137,518,176,5591
110031195,5,48,145,98,111,98,45,9,0,555,0,16,91,73,88,69,19,5,0,366,0,10,64,61,51,41,18,3,0,243,0,3,25,43,37,35,7,4,0,150,0,3,37,48,48,27,14,9,4,195,0,0,12,38,33,28,19,11,0,134,113,66,148,150,171,144,171,123,48,1132,451,500,1045,1021,1062,978,816,469,143,6481
110031196,10,27,80,64,89,55,24,5,0,342,0,10,59,46,42,32,11,0,0,201,0,0,52,49,48,38,5,0,0,194,0,0,26,40,22,15,12,0,0,116,0,0,15,42,36,19,12,0,0,126,3,0,7,14,50,36,5,10,0,134,74,44,98,104,109,115,68,41,9,657,338,302,652,688,836,704,449,179,34,4177
110031197,3,38,99,87,95,79,37,13,0,448,0,6,71,76,75,50,17,4,3,310,0,6,55,59,57,38,15,3,0,232,0,3,32,48,42,36,12,0,0,181,0,4,52,59,60,29,9,3,3,218,0,0,14,27,29,25,8,0,0,104,88,48,84,81,93,107,86,100,52,744,443,393,888,820,912,952,669,424,154,5656
110031198,0,23,59,64,73,68,19,6,3,314,0,0,48,37,36,43,4,0,0,180,0,3,30,38,21,39,22,3,4,158,0,0,21,18,25,16,8,0,0,93,0,0,19,22,26,24,6,6,0,113,0,0,7,27,21,21,3,0,0,89,43,26,73,73,113,105,82,44,30,586,249,190,516,562,688,719,506,237,74,3736
110041199,3,37,114,104,98,104,33,15,6,505,0,24,101,68,53,68,28,8,3,350,0,17,85,69,64,53,8,0,4,301,3,17,64,56,44,33,7,0,0,217,0,9,132,88,90,54,10,8,0,387,0,3,44,56,37,22,9,6,4,175,62,51,89,90,99,92,96,107,47,738,523,508,1235,1035,1077,1050,874,658,286,7241
110041200,0,13,30,45,57,60,19,9,0,236,3,7,22,30,39,33,17,3,0,169,0,8,11,40,30,30,4,0,0,119,3,3,18,22,32,19,9,0,0,104,0,6,17,46,21,22,0,3,0,117,0,0,6,18,20,24,11,0,0,78,44,34,31,53,71,68,63,31,12,402,259,221,365,497,612,640,448,226,62,3336
110041201,0,31,82,74,97,77,40,20,4,427,0,7,51,50,52,61,25,3,0,242,0,0,55,43,48,47,10,3,0,205,0,0,28,32,37,27,7,0,0,133,0,0,26,40,52,30,14,6,0,158,3,0,11,20,31,25,7,8,4,105,76,37,83,72,103,148,136,87,34,783,424,335,773,820,1005,1188,973,543,191,6243
110041202,10,82,333,285,315,281,120,30,16,1463,0,34,220,185,170,162,40,10,3,826,0,11,117,139,171,115,19,6,0,576,0,3,67,105,123,94,24,0,3,416,0,3,77,143,159,119,17,13,0,543,0,0,19,36,54,31,19,9,4,180,160,107,210,224,211,230,225,158,55,1589,1397,1186,2549,2376,2581,2563,2085,1226,395,16351
110041203,8,74,321,208,186,180,88,32,23,1117,0,47,202,128,124,98,35,8,3,645,0,15,138,116,122,108,25,5,4,532,0,4,73,93,108,89,13,3,0,394,0,0,77,129,159,90,13,12,0,484,5,4,34,41,77,53,11,8,10,241,106,96,212,147,144,179,134,147,118,1277,885,936,2162,1686,1787,1750,1380,1029,600,12218
110041204,0,18,114,69,59,35,13,0,4,316,0,10,45,50,31,21,4,0,0,165,0,20,21,23,23,18,0,0,0,107,0,0,8,13,18,10,0,0,0,47,0,3,18,21,7,6,3,0,0,57,3,0,5,9,3,4,0,0,0,21,78,54,97,91,73,74,51,26,5,542,355,417,833,660,605,573,373,160,53,4027
110041205,8,51,182,286,295,239,103,27,4,1195,0,22,107,164,193,137,52,4,6,679,0,7,93,157,166,112,44,3,3,584,0,6,51,121,121,73,17,0,6,399,0,3,61,145,154,88,23,7,0,487,0,0,16,57,56,57,20,3,0,211,145,52,151,165,250,273,277,204,80,1596,1106,659,1642,2190,2624,2768,2298,1136,393,14812
111011206,3,94,289,222,278,234,99,29,15,1254,0,36,190,171,204,124,39,3,0,768,0,7,110,133,182,121,42,8,0,602,0,3,67,154,151,84,22,7,0,488,0,3,90,181,213,119,19,7,0,637,0,0,31,91,98,65,14,9,5,317,69,50,75,104,110,138,139,149,166,1001,1147,1036,1772,2074,2371,2344,1954,1250,560,14496
111011207,0,10,67,70,90,79,23,9,3,357,0,4,36,44,62,37,21,0,0,208,0,0,27,31,55,44,5,3,0,163,0,3,18,38,42,15,7,0,0,125,0,0,20,49,33,31,4,0,0,133,0,0,3,16,19,22,9,5,0,69,26,15,23,36,54,45,61,52,24,340,360,309,505,593,839,867,748,379,157,4758
111011208,3,101,504,336,376,297,107,40,11,1771,0,34,338,280,229,182,46,14,3,1141,0,12,263,275,241,165,32,6,0,1000,0,8,170,189,193,116,20,7,6,707,0,3,223,330,270,186,35,14,5,1063,0,5,64,131,141,93,28,4,9,479,96,70,181,168,160,153,166,128,57,1179,1387,1362,3340,3122,3074,2823,2168,1501,615,19379
111011209,3,101,470,350,345,282,85,30,7,1671,0,36,316,279,265,206,64,17,0,1174,0,10,231,290,238,174,45,6,0,1003,0,3,122,188,179,135,13,5,3,642,0,10,162,262,261,151,22,6,0,879,4,3,29,96,116,75,21,4,0,347,71,67,163,134,124,142,143,141,123,1110,1419,1379,3130,3064,3050,2875,2268,1126,534,18851
111011210,0,33,117,99,122,77,27,9,6,477,0,8,72,65,66,50,9,7,0,276,0,8,52,54,54,32,3,5,0,203,0,0,42,38,38,32,3,0,0,150,0,3,24,61,61,49,4,0,0,203,3,0,12,14,20,11,3,3,0,73,37,46,63,73,90,108,83,65,40,597,541,541,1031,1016,1191,1106,884,566,277,7151
111011211,0,18,20,54,39,49,17,3,0,199,0,0,23,25,34,24,7,0,0,110,0,3,25,21,48,38,3,0,0,132,0,0,8,43,35,27,0,0,0,119,0,0,16,50,65,35,9,0,0,173,0,0,7,42,45,31,3,0,0,128,12,8,7,16,29,31,24,28,57,226,218,163,233,418,485,532,402,261,151,2864
111011212,0,38,127,140,172,154,101,18,8,758,0,10,84,90,114,98,37,13,3,455,0,6,77,86,125,93,23,3,0,416,0,0,36,64,89,69,11,3,3,275,0,0,62,109,111,103,20,7,0,403,3,0,20,51,63,48,5,10,3,200,59,21,55,65,74,104,103,129,91,702,675,541,998,1200,1550,1762,1617,966,398,9710
111011213,6,42,111,157,198,196,105,29,6,845,0,11,95,113,153,160,44,11,4,584,0,4,67,131,166,139,51,8,4,568,0,0,33,118,122,118,31,4,0,419,0,0,64,191,225,150,34,3,0,673,0,0,14,128,165,92,33,8,0,446,44,26,31,39,106,76,76,67,40,503,834,575,817,1465,1832,1772,1538,661,259,9750
111011214,3,57,190,168,185,195,100,25,7,936,0,22,114,113,152,121,43,13,0,577,0,7,113,135,139,101,23,4,0,541,0,6,76,117,112,74,16,3,0,407,0,0,77,178,187,114,20,4,0,593,0,3,25,91,83,54,18,8,0,280,47,41,79,74,109,84,117,87,30,680,846,756,1381,1594,1863,1754,1614,935,331,11080
111021215,0,34,120,97,119,104,46,13,4,537,0,12,69,79,97,72,15,7,0,354,0,5,44,48,66,61,15,0,0,242,0,0,28,45,42,33,6,3,0,161,0,3,21,42,59,46,12,3,0,189,0,0,5,16,21,36,9,0,0,87,40,23,48,55,69,76,105,97,120,637,588,497,873,924,1179,1138,1004,574,293,7065
