SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
123011435,25,37,14,6,6,0,93,8,7,8,0,0,0,30,9,12,15,0,3,0,36,14,20,15,0,6,0,56,17,23,15,9,8,0,77,24,36,31,12,13,0,120,29,46,33,9,21,0,145,45,82,46,22,23,0,220,55,116,47,19,23,0,251,90,201,69,46,26,5,432,72,200,41,20,11,3,349,122,364,107,37,40,3,668,79,237,56,18,5,7,405,60,174,47,10,5,3,297,142,423,94,34,23,0,712,141,315,111,23,12,3,597,30,62,24,7,3,0,122,17,31,21,0,0,0,69,40,71,40,7,18,0,184,1031,2446,816,279,259,22,4855
123021436,10,8,8,3,5,0,43,3,0,7,0,0,0,14,9,3,3,4,0,0,18,17,0,5,0,4,0,29,24,9,10,4,10,0,57,24,31,23,13,15,0,101,22,31,20,10,11,0,96,34,56,28,25,20,0,159,32,68,27,24,22,3,177,57,116,31,20,24,7,242,32,99,28,16,20,0,200,63,109,46,25,20,0,266,29,67,16,7,3,0,120,32,33,7,3,0,0,79,42,82,14,17,5,3,159,26,75,27,3,3,3,141,8,17,6,3,5,0,39,3,10,5,3,3,0,28,16,23,16,3,19,0,82,489,825,342,183,191,16,2052
123021437,17,13,15,4,3,0,54,4,3,4,0,0,0,12,10,9,9,0,3,0,31,4,4,9,0,3,0,19,14,9,9,3,0,0,40,15,19,14,3,7,0,59,24,39,17,8,10,0,92,34,64,29,12,17,0,149,34,48,24,9,11,0,135,32,64,34,14,12,3,162,37,66,16,5,7,0,134,58,106,29,6,11,0,221,20,52,10,10,6,0,94,31,44,15,0,3,0,94,45,83,36,4,3,3,179,30,83,28,3,5,0,163,14,15,10,3,0,0,40,4,8,4,0,3,0,20,19,23,12,11,11,0,64,441,751,323,104,121,14,1759
123021438,18,11,11,11,12,3,71,6,3,7,0,3,0,21,13,6,11,3,0,0,43,11,4,16,4,6,0,48,15,12,30,10,7,0,75,23,16,32,11,19,0,100,28,27,34,9,29,0,135,43,56,51,21,18,0,194,40,84,35,17,13,3,198,56,129,60,17,21,0,281,49,133,36,17,15,0,257,62,159,79,26,26,3,359,40,87,43,14,12,0,195,25,34,22,3,7,0,94,62,105,55,4,10,0,245,41,68,22,4,10,0,143,11,22,13,3,0,0,51,14,7,7,0,0,0,27,31,44,28,9,16,0,121,595,1023,604,177,228,17,2641
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,27,16,22,0,7,4,73,0,3,11,3,3,0,16,5,8,6,3,6,0,34,7,17,12,3,3,0,43,11,15,15,3,3,0,58,21,17,22,0,4,0,70,30,37,22,6,14,0,110,27,47,36,6,9,3,134,39,57,33,12,15,3,150,42,113,37,9,17,3,213,49,85,30,8,9,0,182,71,133,52,19,20,3,299,36,76,19,5,6,0,144,18,69,19,5,5,3,120,48,116,39,7,6,0,226,56,145,65,7,11,3,284,17,47,26,3,3,0,98,22,30,13,3,0,0,60,17,31,17,11,10,0,87,550,1054,493,111,142,26,2378
123021441,13,15,18,3,3,0,50,7,3,4,0,4,0,24,6,8,12,0,4,0,33,9,4,9,4,7,0,26,5,12,9,0,6,0,30,23,17,27,3,5,0,75,30,27,29,10,16,0,99,30,56,26,13,12,0,137,32,90,32,11,16,0,180,40,92,33,13,7,0,195,44,77,26,18,20,3,183,50,132,39,28,20,0,267,35,63,12,7,10,0,124,14,25,7,3,3,0,57,38,68,19,17,15,3,155,33,61,30,4,4,3,136,7,18,8,0,4,0,38,8,17,4,3,0,0,30,28,31,15,9,11,0,86,454,800,351,140,161,14,1920
123021442,19,32,22,4,11,0,90,6,3,4,0,7,0,15,9,9,11,3,3,0,34,9,3,10,0,8,0,31,10,15,18,3,6,0,54,32,36,21,8,14,0,109,28,33,36,6,12,0,119,40,74,36,26,17,8,204,26,105,41,11,14,0,201,51,152,52,5,15,0,282,36,128,21,7,8,0,203,68,194,80,6,17,0,370,27,86,22,10,3,0,146,15,66,16,0,3,0,101,30,126,42,8,7,0,214,47,117,33,4,6,3,204,8,31,19,3,4,0,67,9,23,10,0,0,0,37,23,43,18,5,7,3,96,505,1274,506,114,166,18,2583
123021443,19,21,20,3,6,3,68,5,0,5,0,3,0,13,13,16,15,3,4,0,50,3,6,7,3,7,0,25,17,9,26,6,8,0,72,27,25,23,4,5,0,90,36,49,35,13,17,0,144,36,71,61,19,15,3,201,31,92,28,7,19,0,175,50,140,55,20,11,0,274,31,110,31,11,4,3,192,85,196,69,18,15,3,388,34,111,23,7,9,0,190,26,69,17,3,0,0,117,50,130,40,12,4,0,240,37,120,55,13,6,0,236,11,34,15,0,0,0,59,10,20,9,0,0,0,34,12,46,27,9,8,0,102,522,1264,564,145,152,20,2666
123021444,28,15,14,3,10,0,62,5,3,10,0,4,0,26,17,3,7,0,3,0,30,15,4,14,0,4,0,39,14,11,20,3,8,0,54,30,27,27,3,12,3,99,33,36,30,12,19,0,135,47,68,46,22,15,0,201,42,79,48,16,17,0,202,58,104,72,22,16,5,275,45,87,38,10,11,5,194,59,127,83,17,27,3,315,25,56,14,6,12,0,120,18,42,14,6,3,0,89,49,92,35,3,5,0,181,54,96,51,9,7,0,212,22,28,22,0,0,0,68,6,10,11,3,3,0,43,30,40,29,3,8,0,116,596,935,585,150,178,23,2467
123031445,7,3,0,0,0,0,12,0,0,0,0,0,0,3,3,5,0,0,0,0,15,3,3,0,0,0,0,11,7,6,3,0,0,0,18,8,8,5,3,3,0,29,17,11,9,0,0,0,43,12,8,13,9,3,0,45,12,19,13,4,4,0,48,19,27,17,3,0,0,68,12,23,10,0,0,0,47,29,66,29,4,0,0,135,6,29,5,0,3,0,40,6,22,10,0,0,0,44,36,47,18,9,0,0,105,33,42,18,3,3,0,100,9,18,6,0,0,0,41,0,5,3,0,0,0,10,10,12,8,3,0,3,45,235,365,165,53,30,9,858
123031446,18,13,12,0,0,0,45,0,4,0,0,0,0,8,4,4,8,0,0,0,15,3,4,4,0,0,0,16,10,8,9,0,4,0,29,14,21,9,5,0,0,51,14,15,12,0,0,0,44,12,21,18,3,3,0,59,19,32,14,7,3,0,72,18,49,16,4,3,0,92,12,48,8,4,0,0,71,40,74,27,10,11,0,154,26,43,10,4,0,0,82,22,42,9,8,3,0,84,51,140,35,8,6,3,233,72,174,46,5,3,0,304,32,55,8,4,0,0,96,21,26,8,3,0,0,49,23,29,13,6,4,0,78,414,797,251,65,43,10,1587
123031447,14,9,13,0,6,0,52,7,5,3,4,3,0,18,14,7,3,0,0,0,38,10,6,4,0,7,0,30,13,10,15,3,3,0,51,21,21,10,4,12,0,71,20,29,26,10,10,0,94,51,47,30,10,15,3,150,26,69,20,19,16,4,150,37,96,35,14,7,4,189,28,100,33,9,0,0,183,66,164,57,10,13,0,317,34,69,9,0,7,0,123,23,61,14,0,4,0,98,71,111,48,8,4,0,248,69,133,51,11,4,0,267,26,45,11,0,0,0,93,13,19,8,3,0,0,48,33,37,15,10,6,0,96,564,1054,434,122,124,17,2307
123031448,15,13,10,4,0,0,33,0,0,3,0,0,0,10,6,3,4,0,0,0,14,4,4,5,3,0,0,18,8,11,3,0,0,0,23,11,15,13,0,8,0,37,12,13,15,0,5,0,50,22,31,9,3,6,0,67,21,37,16,6,3,0,77,11,52,17,7,3,0,92,14,31,17,5,3,0,69,31,68,42,7,3,0,144,16,29,17,3,0,0,69,7,23,7,0,3,0,33,34,58,24,3,3,0,115,45,103,45,4,6,0,204,14,44,9,0,4,0,77,15,39,11,3,0,0,61,18,33,21,7,3,0,83,294,606,270,48,46,3,1275
124011449,13,4,7,0,4,0,26,0,0,0,0,0,0,9,7,0,3,0,4,0,17,4,7,0,0,4,0,17,11,0,6,0,0,0,19,12,8,0,3,3,3,35,6,16,8,0,3,0,32,19,16,3,8,6,3,50,16,19,3,3,3,0,50,19,31,5,8,6,0,65,14,22,3,4,3,0,48,16,27,13,3,3,0,60,11,10,0,0,0,0,21,4,4,0,0,0,0,10,15,20,4,0,0,0,40,13,7,3,6,0,0,24,5,3,0,0,0,0,9,4,4,0,0,0,0,10,3,3,3,3,5,0,12,203,195,67,35,38,9,549
124011450,16,27,22,4,5,0,75,16,5,0,3,0,0,25,11,12,12,0,8,0,40,8,8,13,3,3,0,41,23,21,14,5,3,0,69,17,28,31,4,3,0,85,32,37,32,13,10,0,124,27,59,29,8,18,3,144,23,66,24,7,4,0,124,53,83,37,19,10,0,202,31,93,33,6,15,0,173,75,193,53,11,13,3,351,38,95,14,4,0,0,152,33,69,15,5,4,0,128,52,161,51,15,5,0,285,72,189,48,13,11,0,333,19,68,21,0,3,0,120,14,38,3,3,3,0,56,21,30,20,3,4,3,84,575,1273,487,125,128,18,2608
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4
124011452,26,8,4,3,3,0,46,7,4,3,0,3,0,14,16,3,4,0,3,0,26,15,6,7,0,3,0,34,19,10,6,3,4,0,38,26,19,5,16,7,0,72,30,32,10,15,12,0,99,30,45,21,18,8,0,125,19,37,10,10,8,0,90,36,48,19,15,18,0,127,28,40,13,8,6,0,85,47,74,15,6,0,0,150,19,18,4,0,3,0,42,10,17,0,0,4,0,33,31,29,8,6,3,0,84,38,41,10,0,3,3,94,11,12,5,0,0,0,24,3,3,0,0,0,0,7,9,16,4,4,4,0,37,425,454,153,105,93,4,1227
124011453,21,13,7,0,10,0,48,6,0,10,3,3,0,16,14,4,8,3,3,0,33,17,6,6,0,0,0,34,15,6,15,3,9,0,51,25,17,14,4,10,0,64,30,30,16,6,7,0,90,32,51,24,9,17,0,136,30,63,12,15,9,0,127,39,93,23,14,11,6,186,42,82,11,14,3,0,152,51,110,30,13,4,0,211,19,39,14,4,9,0,79,23,32,10,7,7,0,73,43,64,19,7,4,0,136,28,59,18,3,6,0,111,5,15,0,3,0,0,24,7,3,0,0,0,0,8,20,15,11,0,0,0,50,462,711,247,107,106,3,1638
124011454,39,10,18,4,3,0,72,13,7,4,0,3,0,25,25,9,14,3,11,0,57,18,11,3,0,3,0,36,35,24,20,3,8,0,87,33,21,27,12,13,3,106,34,55,34,7,10,3,146,50,58,39,13,23,0,186,47,94,43,11,20,0,216,58,148,54,21,5,0,282,43,124,26,15,16,4,231,112,202,69,24,22,3,425,34,117,19,8,6,0,184,28,81,16,7,3,0,137,59,184,45,10,7,0,308,78,175,65,9,10,0,341,26,45,17,0,3,0,90,21,18,7,3,0,0,50,25,41,15,0,8,0,88,765,1424,543,155,174,20,3073
124011455,13,5,0,0,0,0,16,0,0,3,0,0,0,5,3,5,5,0,0,0,15,5,3,0,3,3,0,14,6,0,3,3,0,0,11,9,9,11,0,0,0,26,12,6,7,0,3,0,39,9,4,8,6,7,0,39,16,31,6,5,3,0,58,20,29,7,3,0,0,67,15,20,4,3,0,0,44,24,29,13,4,6,0,72,8,18,3,4,0,0,36,6,10,5,0,0,0,24,18,23,11,0,5,0,53,25,25,11,0,0,0,58,0,16,5,0,0,0,27,0,6,3,0,0,0,12,4,6,7,0,3,0,18,209,241,105,29,35,6,629
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,23,8,17,0,3,0,58,4,0,7,0,0,0,14,10,3,8,3,8,0,31,16,9,10,5,3,0,40,9,9,20,6,4,0,50,28,19,17,6,15,0,91,31,17,24,4,14,0,94,47,56,32,13,13,0,157,30,72,36,11,16,0,168,57,101,44,17,22,0,238,61,97,21,7,23,0,209,68,155,34,11,20,0,293,35,98,18,4,5,0,165,14,51,14,3,5,0,84,63,86,26,5,10,0,195,35,66,26,8,9,0,131,8,9,0,0,3,0,25,8,6,3,4,0,0,19,20,31,13,16,6,0,85,573,892,361,123,180,13,2145
124031458,22,20,19,0,8,0,69,8,5,8,0,0,0,20,14,4,4,3,5,0,32,14,8,7,3,5,0,41,21,15,16,3,10,0,59,26,23,18,3,8,0,85,37,24,36,12,16,3,131,30,42,30,12,20,0,132,46,80,30,15,9,3,183,46,126,42,16,14,3,248,65,143,35,16,5,3,273,113,209,59,18,17,5,422,48,112,20,12,4,0,203,47,98,32,9,4,0,193,113,289,64,19,14,0,505,140,248,66,8,11,0,470,30,54,29,8,0,0,116,10,43,17,3,4,0,76,28,62,30,6,9,0,136,878,1597,559,172,170,25,3398
124031459,17,11,4,5,5,0,45,5,0,0,0,0,0,6,5,3,8,0,6,0,25,10,4,5,0,0,0,24,12,5,9,3,3,0,37,12,21,10,3,8,0,55,21,24,16,7,9,0,76,19,37,21,8,7,0,99,28,43,19,4,12,0,103,34,65,22,9,14,0,137,25,66,21,14,13,0,140,56,136,51,16,13,0,272,21,79,13,6,4,0,125,31,55,16,3,0,0,112,57,122,35,15,5,0,232,38,141,40,3,3,0,229,9,24,13,3,3,4,54,15,16,6,3,0,0,39,16,25,17,4,3,0,65,432,891,332,99,111,8,1873
124031460,22,20,27,7,3,0,86,5,3,10,0,3,0,16,9,3,11,0,4,0,31,6,13,10,0,3,0,30,16,11,20,3,7,0,57,11,27,21,10,5,0,69,31,38,36,14,6,0,120,31,69,34,8,15,0,163,42,76,41,14,10,0,179,37,118,70,19,16,0,259,32,125,38,16,13,0,218,103,203,82,21,16,3,427,40,134,31,7,8,0,219,36,95,25,9,3,0,174,99,235,68,20,9,0,426,75,297,114,12,13,0,518,14,53,24,3,3,0,102,12,33,18,3,3,0,70,22,41,47,4,8,4,131,650,1585,730,173,157,15,3304
124031461,9,6,7,3,7,0,43,5,0,3,0,0,0,11,10,6,12,0,3,0,27,3,5,6,0,7,0,21,10,8,15,3,3,0,40,22,22,11,8,9,0,65,27,23,21,12,14,0,95,34,44,26,13,6,3,127,48,54,20,14,13,0,156,38,73,36,11,12,3,178,43,72,21,12,12,0,160,61,150,46,22,20,3,297,20,82,16,4,5,0,130,19,48,11,4,3,3,86,67,154,25,12,11,0,270,31,84,21,8,3,0,150,12,15,9,3,3,0,38,7,6,4,0,0,0,19,20,31,23,3,3,0,81,478,894,320,139,136,17,1989
124031462,16,19,9,3,7,0,51,3,0,4,0,3,0,15,11,8,4,3,3,0,24,7,0,3,0,9,0,22,11,13,10,5,12,0,47,25,23,15,9,12,0,86,28,37,19,6,14,0,103,27,43,25,14,14,3,137,27,70,23,13,22,0,165,52,112,28,17,13,0,232,46,87,27,17,12,0,190,69,141,43,13,15,3,290,37,68,16,0,3,0,129,32,65,11,5,3,0,109,56,96,32,7,3,0,190,51,135,24,4,3,0,216,8,32,8,3,0,0,48,6,10,0,0,0,0,17,12,35,11,3,4,0,75,530,988,323,127,160,15,2148
124031463,8,6,10,0,0,0,24,3,0,3,0,0,0,10,6,8,5,0,0,0,24,4,3,3,0,3,0,9,3,5,3,0,0,0,17,15,6,10,3,3,0,32,10,14,8,3,0,0,39,7,13,10,4,4,0,47,9,24,5,4,0,0,45,22,30,5,3,4,0,67,12,20,10,0,5,0,48,43,75,27,5,7,0,150,11,32,4,3,0,0,59,16,35,9,4,3,0,63,40,96,17,12,3,0,169,69,155,31,8,5,3,275,20,48,22,3,0,0,84,9,34,11,4,3,0,63,8,27,12,0,4,0,54,309,652,214,58,47,9,1284
124031464,12,6,7,3,0,6,27,5,0,0,0,0,0,9,4,5,6,0,3,0,19,3,0,0,0,3,0,17,6,4,5,3,0,0,25,10,13,8,3,5,0,36,15,15,4,10,7,0,49,17,18,13,3,5,0,67,22,17,10,6,5,3,62,34,36,18,4,10,3,100,26,30,11,3,7,3,85,26,60,16,3,11,4,122,11,13,5,0,3,0,31,7,20,0,0,3,0,30,24,39,16,5,0,0,81,20,20,13,0,4,0,65,4,5,3,0,0,0,21,10,8,4,0,0,0,20,12,14,7,3,0,0,34,262,334,143,57,78,18,898
124031465,8,3,4,0,3,0,19,0,0,0,0,0,0,0,3,3,3,0,0,0,17,10,0,8,0,0,0,16,5,3,7,4,0,0,25,7,9,10,4,3,0,31,10,9,5,3,5,0,32,20,25,16,5,3,0,59,17,21,8,0,0,0,50,14,35,18,0,3,0,68,9,29,7,5,4,0,45,20,34,23,3,5,0,87,7,20,5,5,3,0,40,5,20,11,3,0,0,35,18,53,12,4,0,0,99,21,64,32,3,5,0,131,6,26,7,0,0,0,39,6,11,5,0,0,0,17,9,11,12,3,3,0,45,199,369,190,45,35,0,839
124041466,7,7,10,0,3,0,32,0,0,0,0,0,0,6,8,6,4,0,3,0,18,11,3,4,0,3,0,22,11,6,7,3,8,0,36,10,9,9,0,14,0,43,19,11,16,9,16,3,74,14,20,10,3,13,0,56,11,31,12,4,12,0,73,26,42,20,6,11,0,109,19,46,9,9,6,0,96,44,76,29,13,15,0,173,12,36,9,4,0,0,63,16,23,11,0,3,0,53,31,49,18,5,4,0,103,31,64,19,5,8,0,124,10,14,3,0,0,0,32,8,14,7,0,0,0,23,7,19,15,4,14,3,63,309,475,217,72,129,10,1207
124041467,17,5,11,0,3,0,40,0,0,3,0,0,0,9,8,7,12,0,0,0,22,8,0,4,0,6,0,16,10,5,10,0,13,0,39,12,15,18,6,14,0,62,21,25,20,9,7,0,77,22,44,25,7,21,0,117,28,47,19,14,18,0,125,40,70,41,17,16,0,177,29,92,19,10,17,0,172,52,131,44,6,19,0,260,30,53,8,8,6,0,104,17,34,14,3,0,0,75,44,71,26,13,12,0,165,33,81,20,10,9,0,146,21,22,7,0,0,0,52,6,17,11,0,0,0,32,26,25,19,4,8,3,88,415,737,331,118,164,13,1784
124041468,17,3,9,0,0,0,29,0,0,0,0,0,0,3,0,0,5,0,3,0,10,3,3,3,0,0,0,7,0,4,9,4,0,0,16,3,4,5,0,0,0,16,10,7,5,0,3,0,28,0,5,4,3,0,0,21,10,12,5,0,0,0,30,13,22,10,0,3,0,46,11,12,4,3,3,0,36,17,31,20,3,5,0,71,7,16,11,0,0,0,29,9,9,3,0,0,0,23,13,22,13,9,3,0,66,26,57,24,0,9,0,120,12,41,16,3,3,0,78,3,19,3,0,0,0,32,8,24,23,3,0,0,62,156,310,173,39,32,3,719
124051469,8,8,8,4,0,0,22,0,3,3,0,0,0,6,3,0,10,0,0,0,16,3,6,0,3,0,0,10,0,0,16,0,3,0,20,4,10,22,4,4,0,48,8,7,12,5,7,0,41,16,14,25,3,6,0,60,9,25,15,3,4,0,56,12,36,18,3,12,0,79,10,43,22,3,0,0,79,22,54,38,4,8,0,134,11,26,10,0,3,0,52,9,19,8,3,0,0,39,28,50,30,0,6,3,113,20,48,30,9,3,0,111,3,9,8,0,0,0,25,3,7,3,0,0,0,11,12,11,18,0,5,0,50,188,370,305,48,71,6,987
124051470,25,19,14,3,6,4,77,7,3,5,0,0,0,18,17,10,19,4,0,0,51,8,10,23,0,5,0,49,17,11,16,3,7,0,61,28,30,29,3,13,0,101,47,42,47,10,19,3,168,36,49,56,11,23,0,183,35,71,50,13,25,4,196,47,117,66,16,26,4,270,36,112,49,17,12,4,221,77,198,87,30,21,4,415,44,116,29,12,3,0,200,24,73,24,4,6,0,131,77,149,52,13,13,0,302,62,129,61,11,12,3,269,8,25,9,8,0,4,59,3,25,11,0,3,0,40,29,42,39,7,12,3,137,639,1236,671,155,214,29,2937
124051580,5,3,8,0,9,0,28,3,0,0,0,0,0,8,10,3,12,0,3,0,23,5,4,5,0,0,0,19,11,7,4,0,7,0,25,8,8,5,5,4,0,30,20,13,13,7,13,0,67,21,34,25,12,10,4,98,22,35,21,7,15,3,96,28,81,23,9,10,0,155,30,66,18,3,4,0,121,38,104,32,14,7,3,206,21,34,12,4,7,0,81,14,13,7,0,8,0,42,26,36,23,3,7,0,90,14,29,11,3,6,0,62,5,4,4,0,4,0,18,3,6,4,0,0,0,17,11,21,17,3,7,0,58,290,504,247,74,115,18,1255
124051581,11,11,7,3,5,0,33,4,3,0,3,0,0,11,3,0,3,3,0,0,12,3,3,3,3,3,0,17,17,4,5,3,10,0,42,14,14,12,11,15,0,66,14,22,14,5,9,0,68,36,30,19,5,12,0,106,24,48,11,6,8,0,108,29,68,16,13,11,0,138,34,52,18,8,14,0,126,35,69,27,11,11,0,152,23,24,10,0,8,0,62,5,12,0,0,3,0,31,12,26,24,8,4,0,72,12,26,6,3,0,3,55,0,6,3,3,0,0,10,0,3,3,0,0,0,5,17,10,11,7,9,3,58,289,439,196,97,128,11,1169
125011473,17,15,8,0,3,0,50,5,0,3,0,0,0,9,4,6,6,0,0,0,12,6,8,0,0,0,0,16,14,9,8,3,0,0,36,9,14,6,0,0,0,29,15,37,5,3,4,0,58,32,16,3,3,3,0,61,23,29,5,5,5,3,75,30,46,3,3,5,0,91,40,42,10,0,3,0,99,101,89,34,7,13,3,236,41,40,3,0,3,3,91,36,55,7,9,5,4,116,65,75,18,4,3,3,169,107,149,32,10,20,6,323,29,54,13,0,11,0,105,20,29,3,3,0,0,61,10,11,8,4,3,0,38,616,721,172,61,87,24,1684
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,15,23,17,8,9,0,71,0,4,3,0,0,0,8,4,6,7,0,0,0,22,4,3,3,3,8,0,24,5,12,6,0,4,0,25,17,10,10,0,5,0,41,14,19,17,3,5,0,53,18,33,18,6,8,3,73,18,26,16,4,7,0,76,19,40,14,3,10,9,95,17,27,17,4,3,0,66,34,53,38,5,17,4,150,21,22,10,0,4,0,57,10,19,10,0,4,0,52,7,32,17,5,5,3,66,17,56,25,3,4,3,113,10,8,10,0,0,0,26,4,19,3,0,6,0,31,16,17,17,4,9,0,64,246,431,259,55,93,30,1113
125011583,10,13,12,3,3,0,38,0,4,0,0,0,0,10,3,3,3,0,3,0,17,0,0,3,0,0,0,10,12,9,3,0,5,0,25,16,4,4,4,7,0,34,8,20,15,0,9,0,51,10,16,10,0,10,0,47,10,22,10,4,7,3,53,10,25,10,3,11,0,52,16,14,3,0,0,0,36,14,33,15,3,3,0,59,4,11,5,0,0,0,18,0,8,4,0,0,0,10,6,7,5,0,0,0,20,3,10,5,3,0,0,18,0,11,3,0,0,0,10,0,0,5,0,3,0,7,9,7,3,0,3,0,25,125,208,103,30,63,3,539
