SED_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
SED10083,0,41,0,42,..,34,9,41,0,41,..,76,0,83,0,83,..,20,3,25,0,25,..,175,20,189,0,192,..,166,12,178,0,178,..,8,0,4,0,4,..,32,11,36,0,36,..,13,0,13,0,14,..,30,3,34,0,38,..,331,58,391,18,407,..,1920,259,2180,32,2218,..,107,13,113,1706,1816,32654,2027,272,2300,1736,36685,34646,..,..,..,..,34646,..,50,0,53,0,53,..,59,5,65,0,66,..,29,0,29,0,25,..,57,9,70,0,71,..,147,60,209,0,209,..,0,0,3,0,3,..,205,76,280,0,276,..,15,4,24,0,24,..,75,6,84,0,89,..,82,5,85,4,92,..,59,6,66,0,66,..,13,4,20,0,20,..,9,0,9,0,9,..,47,5,52,0,54,..,28,6,35,0,35,..,71,7,80,0,86,..,9,0,9,0,9,..,20,5,23,0,23,..,8,0,10
SED10084,0,41,0,42,..,12,6,14,0,14,..,41,0,44,0,44,..,11,0,11,0,11,..,109,5,116,0,117,..,105,3,110,0,114,..,8,0,8,0,8,..,51,10,55,0,55,..,8,0,8,0,8,..,30,0,30,0,30,..,233,39,270,8,280,..,1638,154,1798,26,1821,..,120,12,130,2391,2523,34548,1753,170,1926,2418,38895,37368,..,..,..,..,37368,..,20,0,27,0,27,..,7,0,8,0,8,..,50,0,50,0,55,..,38,10,47,5,48,..,82,36,118,4,119,..,3,0,3,0,3,..,119,43,167,9,170,..,8,0,13,0,13,..,96,3,101,0,104,..,133,8,139,0,142,..,26,0,30,0,30,..,0,0,0,0,0,..,14,0,14,0,14,..,21,0,21,0,21,..,19,0,19,0,18,..,67,6,74,0,74,..,6,0,10,0,10,..,3,0,3,0,3,..,5,0,3
SED10085,0,60,0,60,..,11,0,11,0,11,..,60,0,59,0,59,..,5,3,13,0,13,..,133,7,142,0,142,..,43,5,48,0,48,..,17,4,23,0,23,..,28,5,33,0,33,..,7,0,3,0,3,..,31,8,31,0,31,..,240,34,278,7,284,..,1034,160,1192,13,1206,..,106,11,115,2962,3080,35684,1145,169,1308,2976,39970,35135,..,..,..,..,35135,..,67,0,67,0,67,..,21,0,22,0,22,..,56,0,58,0,58,..,38,19,54,0,54,..,45,42,90,0,90,..,0,3,10,0,10,..,87,63,151,0,149,..,8,0,8,0,8,..,37,4,35,0,40,..,34,0,41,0,41,..,8,0,11,0,11,..,8,0,11,0,11,..,11,0,14,0,14,..,25,0,26,0,26,..,23,0,28,0,28,..,31,5,33,0,33,..,5,0,11,0,11,..,17,0,17,0,17,..,6,0,6
SED10086,0,47,0,47,..,63,11,80,0,80,..,63,4,68,0,67,..,24,0,24,0,24,..,194,13,212,0,209,..,760,52,812,14,824,..,14,0,14,0,14,..,26,9,35,0,30,..,48,6,51,0,53,..,41,4,47,0,47,..,1150,62,1206,19,1232,..,6348,486,6828,71,6907,..,149,5,157,1905,2070,29001,6496,494,6991,1983,37972,31424,..,..,..,..,31424,..,42,0,42,0,42,..,107,3,113,0,113,..,3,0,3,0,3,..,334,47,377,4,383,..,731,193,927,4,935,..,37,4,41,0,41,..,1101,248,1351,11,1356,..,47,9,59,0,55,..,591,18,609,5,619,..,295,10,309,0,303,..,462,29,489,6,496,..,27,4,25,0,25,..,15,0,11,0,11,..,78,4,82,0,81,..,13,0,13,0,13,..,14,0,12,0,12,..,17,0,17,0,17,..,12,0,12,0,12,..,3,0,3
SED10087,5,104,0,110,..,5,0,5,0,5,..,70,5,77,0,78,..,22,3,22,0,22,..,209,4,208,0,217,..,47,3,53,0,52,..,66,11,78,0,78,..,34,10,39,0,39,..,0,0,0,0,0,..,65,5,73,0,73,..,900,305,1204,16,1222,..,2856,522,3377,54,3428,..,125,18,139,2352,2488,34281,2979,540,3514,2401,40196,36395,..,..,..,..,36395,..,85,0,82,0,84,..,156,28,184,0,184,..,108,4,114,0,114,..,36,16,55,0,55,..,124,67,192,0,196,..,3,0,9,0,9,..,168,86,253,0,254,..,9,0,12,0,12,..,25,0,26,0,26,..,39,3,43,0,43,..,46,3,47,0,47,..,43,9,48,3,50,..,44,9,48,0,47,..,68,4,66,0,66,..,80,5,89,0,87,..,117,4,121,0,120,..,47,4,53,0,53,..,51,3,57,0,57,..,20,0,20
SED10088,3,106,0,106,..,105,9,116,0,116,..,203,8,209,0,209,..,27,0,31,6,27,..,441,20,462,6,460,..,429,28,458,8,467,..,30,0,29,0,29,..,71,22,94,0,94,..,34,3,36,0,36,..,96,27,118,0,118,..,1129,234,1371,26,1392,..,7383,980,8358,84,8442,..,170,31,197,1159,1358,31064,7546,1011,8555,1243,40861,31548,..,..,..,..,31548,..,83,0,88,0,89,..,100,5,107,0,107,..,5,0,10,0,10,..,408,130,539,0,540,..,728,250,980,3,984,..,43,11,55,0,55,..,1181,390,1568,8,1581,..,105,19,131,0,132,..,446,14,456,8,467,..,302,6,312,3,316,..,140,11,151,0,156,..,18,3,25,0,25,..,12,0,12,0,12,..,115,5,122,0,122,..,278,19,293,0,293,..,162,13,178,0,178,..,18,0,18,0,18,..,18,0,18,0,18,..,7,0,7
SED10089,0,75,0,75,..,47,4,57,0,57,..,62,0,68,0,68,..,51,9,61,3,59,..,244,12,259,3,258,..,113,14,130,0,129,..,99,0,101,0,108,..,36,11,45,0,45,..,22,5,25,0,25,..,145,38,179,0,184,..,778,115,893,24,915,..,4679,740,5426,65,5490,..,142,20,162,1854,2017,35234,4821,764,5585,1924,42742,36706,..,..,..,..,36706,..,38,0,39,0,39,..,261,74,335,0,341,..,36,0,36,0,36,..,170,30,201,0,201,..,416,145,565,3,572,..,16,6,23,0,23,..,598,185,785,7,796,..,60,8,68,0,68,..,41,0,42,0,41,..,73,0,74,0,70,..,81,16,99,0,99,..,118,14,132,0,132,..,24,4,27,0,27,..,118,8,128,0,125,..,120,4,129,0,129,..,99,9,107,0,110,..,52,4,57,0,57,..,119,16,133,3,139,..,31,0,32
SED10090,0,119,0,119,..,223,16,235,5,240,..,167,0,166,0,171,..,25,3,31,0,31,..,530,20,551,8,556,..,358,21,377,3,381,..,97,0,97,0,97,..,142,59,199,0,202,..,35,6,33,0,33,..,140,21,160,0,161,..,785,92,871,26,903,..,11741,1987,13729,132,13860,..,138,31,169,1224,1397,26221,11878,2023,13898,1356,41480,26678,..,..,..,..,26678,..,73,0,78,0,78,..,184,18,205,4,209,..,3,0,3,0,3,..,2543,586,3124,16,3146,..,3925,1326,5258,33,5290,..,157,57,216,0,216,..,6625,1974,8598,50,8650,..,156,28,184,0,185,..,264,4,267,0,269,..,160,5,165,0,169,..,217,22,237,0,239,..,58,7,66,0,70,..,44,3,50,0,50,..,459,17,475,0,478,..,219,17,231,0,234,..,52,0,50,0,50,..,40,0,40,0,40,..,59,4,64,0,64,..,97,4,98
SED10091,0,21,0,21,..,8,0,8,0,8,..,33,3,35,0,37,..,17,0,18,0,18,..,77,4,86,0,84,..,158,12,168,4,171,..,3,0,8,0,8,..,24,9,30,0,30,..,26,3,27,0,27,..,26,3,32,0,32,..,387,47,432,11,443,..,2267,242,2511,24,2536,..,110,8,124,1811,1932,36439,2379,251,2632,1829,40907,37451,..,..,..,..,37451,..,28,0,28,0,28,..,164,20,191,0,190,..,13,0,14,0,14,..,59,15,73,0,73,..,115,22,139,7,146,..,12,0,14,0,14,..,183,41,221,7,226,..,101,12,114,0,114,..,62,0,62,0,62,..,107,0,111,0,106,..,96,11,109,3,111,..,15,0,17,0,17,..,25,4,27,0,25,..,44,3,45,0,43,..,152,9,159,0,163,..,60,7,66,0,66,..,6,0,11,0,9,..,12,0,12,0,12,..,6,0,6
SED10092,3,67,0,65,..,46,0,45,0,45,..,97,5,103,0,103,..,22,0,22,0,22,..,231,10,237,3,242,..,303,43,349,3,357,..,55,0,55,0,55,..,72,33,106,3,107,..,246,58,301,0,305,..,237,69,308,0,310,..,894,191,1089,16,1109,..,7936,1528,9462,78,9544,..,152,25,177,2110,2288,30493,8085,1556,9638,2190,42327,30477,..,..,..,..,30477,..,18,0,20,0,20,..,813,206,1025,3,1031,..,16,0,13,0,13,..,110,34,144,0,144,..,484,127,616,3,620,..,20,8,26,0,26,..,613,171,787,3,794,..,187,36,227,0,230,..,59,4,66,0,69,..,117,0,119,0,121,..,374,93,464,3,473,..,71,5,75,0,74,..,26,0,26,0,26,..,135,5,139,0,139,..,127,3,129,0,129,..,75,10,88,0,85,..,32,0,31,0,31,..,75,11,90,0,86,..,37,0,37
SED10093,4,80,0,79,..,42,3,43,0,43,..,83,3,82,0,82,..,14,0,14,0,15,..,211,11,220,7,223,..,164,21,185,0,187,..,24,3,28,0,28,..,51,4,58,0,58,..,19,0,19,0,19,..,52,11,67,0,67,..,491,70,570,15,580,..,2339,303,2637,38,2679,..,127,15,139,2136,2275,35143,2463,316,2777,2175,40098,36860,..,..,..,..,36860,..,52,0,52,0,56,..,71,3,82,0,81,..,42,0,42,0,42,..,86,36,122,0,122,..,117,83,209,4,208,..,7,6,13,0,13,..,217,128,344,4,349,..,25,3,22,0,22,..,45,4,48,0,51,..,58,0,65,0,65,..,76,5,77,0,84,..,9,3,14,0,14,..,23,0,23,0,23,..,66,5,75,0,75,..,56,4,62,0,57,..,66,3,72,0,72,..,11,0,9,0,9,..,23,10,33,0,33,..,19,0,19
SED19494,0,6,0,6,..,12,0,18,0,18,..,7,0,7,0,7,..,16,0,16,0,16,..,44,0,45,0,45,..,32,6,36,0,36,..,3,0,3,0,4,..,6,0,8,0,8,..,3,3,5,0,5,..,13,9,18,0,18,..,88,17,103,3,103,..,483,74,564,11,576,..,21,3,23,2245,2269,3530,502,79,584,2261,6375,2889,..,..,..,..,2889,..,5,0,5,0,5,..,33,4,39,0,37,..,7,0,7,0,14,..,22,4,26,0,26,..,69,27,96,0,99,..,8,0,8,0,8,..,101,30,131,0,131,..,4,0,5,0,5,..,32,0,27,0,27,..,12,0,12,0,12,..,13,0,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,3,0,9,0,9,..,0,0,4,0,4,..,6,0,8,0,8,..,8,0,8
SED19797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
