SED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SED10059,0,34,..,413,3,421,3,426,..,283,42,326,3,324,..,227,30,258,3,259,..,12,0,12,0,12,..,219,49,268,3,275,..,52,20,67,0,67,..,20,0,20,0,20,..,59,3,62,0,63,..,97,5,95,0,98,..,303,99,401,3,406,..,197,116,317,4,319,..,8,0,8,0,11,..,94,20,110,0,110,..,74,4,76,0,76,..,325,27,351,0,350,..,128,0,126,0,130,..,81,6,87,0,87,..,610,29,638,0,643,..,687,66,754,4,763,..,55,0,55,0,52,..,368,114,487,3,487,..,73,17,90,0,91,..,370,138,510,8,516,..,694,61,760,10,775,..,8545,1669,10216,70,10290,..,139,22,163,2052,2213,26108,8685,1691,10377,2126,38610,55576,..,..,..,..,55576,..,56,0,56,0,56,..,502,52,551,5,557,..,83,3,90,0,91,..,1112,374,1486,6,1491,..,3047,652,3696,17,3717
SED10060,0,78,..,682,22,704,4,706,..,283,8,285,5,291,..,451,88,542,10,551,..,10,0,6,0,6,..,257,43,309,4,309,..,38,6,40,0,40,..,40,0,40,0,40,..,202,6,211,4,218,..,159,9,167,0,172,..,349,26,374,9,379,..,259,22,278,7,283,..,3,0,3,0,3,..,83,6,92,0,92,..,120,3,123,4,120,..,111,4,113,0,117,..,164,4,166,0,171,..,42,7,47,0,47,..,442,18,454,5,457,..,603,40,644,11,652,..,88,3,90,0,90,..,206,38,240,0,240,..,55,8,65,0,65,..,153,18,166,0,166,..,799,58,853,16,873,..,8910,946,9861,97,9956,..,140,15,149,1645,1796,30197,9051,961,10013,1740,41950,57878,..,..,..,..,57878,..,190,3,192,0,192,..,209,11,221,0,220,..,9,0,9,0,9,..,1691,223,1915,8,1922,..,2722,559,3283,25,3311
SED10061,0,7,..,391,18,412,5,415,..,39,4,40,0,40,..,51,0,49,0,49,..,3,0,9,0,9,..,28,7,30,0,34,..,0,0,0,0,0,..,49,5,53,0,53,..,24,0,24,0,24,..,4,0,4,0,4,..,39,10,48,0,48,..,12,0,14,0,14,..,7,0,8,0,8,..,12,4,16,0,16,..,70,0,78,0,78,..,22,0,22,0,22,..,100,0,100,0,100,..,19,0,20,0,23,..,213,3,217,0,219,..,59,3,65,0,65,..,15,0,15,0,15,..,53,10,56,0,56,..,4,0,4,0,4,..,60,11,74,0,74,..,526,174,696,9,707,..,2042,306,2341,20,2364,..,132,30,163,4362,4526,33736,2175,329,2504,4382,40629,65953,..,..,..,..,65953,..,72,0,73,0,73,..,131,18,152,0,152,..,121,3,125,0,126,..,94,23,116,3,116,..,219,58,278,3,286
SED10062,0,35,..,1350,88,1435,8,1443,..,406,32,439,0,443,..,118,12,132,0,132,..,13,3,14,0,14,..,92,26,122,0,122,..,782,120,896,0,903,..,24,6,28,0,28,..,40,0,35,0,35,..,52,7,58,0,61,..,169,21,191,0,191,..,76,14,92,0,95,..,35,4,31,0,31,..,91,17,104,0,113,..,206,6,215,0,215,..,287,27,317,3,322,..,336,15,350,0,354,..,53,3,61,0,61,..,880,51,932,3,941,..,414,64,481,3,485,..,45,0,45,0,45,..,163,41,200,0,200,..,52,11,63,0,63,..,282,73,356,0,359,..,584,75,658,20,669,..,14236,3183,17409,105,17522,..,199,36,233,1618,1849,21093,14428,3215,17645,1721,40460,42299,..,..,..,..,42299,..,43,5,42,0,43,..,2637,273,2913,17,2924,..,20,4,18,0,18,..,4127,1527,5656,39,5695,..,4964,2175,7144,38,7176
SED10063,0,6,..,354,27,381,3,386,..,63,8,75,0,75,..,24,0,28,0,28,..,9,6,9,0,9,..,31,8,39,0,42,..,10,0,9,0,9,..,151,13,167,0,167,..,14,0,17,0,17,..,22,3,25,0,24,..,8,0,7,0,7,..,44,7,54,0,52,..,8,0,8,0,8,..,15,4,15,0,15,..,68,0,70,0,74,..,24,0,24,0,21,..,104,0,101,0,101,..,18,0,18,0,18,..,209,4,213,0,211,..,62,4,66,0,66,..,31,0,29,0,29,..,48,14,67,0,67,..,11,4,13,0,13,..,34,7,43,0,37,..,323,35,358,10,367,..,1842,232,2074,26,2105,..,95,5,106,2499,2601,36468,1936,244,2177,2529,41174,71592,..,..,..,..,71592,..,154,3,153,0,153,..,92,10,99,0,100,..,99,3,101,0,106,..,76,49,127,4,131,..,169,74,238,3,239
SED10064,0,0,..,90,10,98,0,98,..,41,0,45,0,46,..,18,0,20,0,20,..,7,0,5,0,5,..,7,0,8,0,8,..,0,0,0,0,0,..,34,5,36,0,36,..,0,0,4,0,4,..,14,3,15,0,14,..,24,0,24,0,30,..,19,0,23,0,23,..,0,0,0,0,0,..,9,0,9,0,9,..,42,0,44,0,43,..,22,0,22,0,21,..,72,0,74,0,74,..,22,0,20,0,26,..,158,3,161,3,168,..,70,4,73,0,73,..,0,0,0,0,0,..,52,10,61,0,59,..,0,0,0,0,0,..,10,3,14,0,13,..,297,24,322,15,338,..,1147,124,1272,32,1304,..,108,6,115,2759,2868,35202,1254,132,1383,2786,39375,68855,..,..,..,..,68855,..,22,0,22,0,22,..,34,0,36,0,33,..,224,10,234,14,248,..,36,18,54,0,51,..,55,66,118,3,123
SED10065,9,588,..,6849,488,7336,69,7404,..,250,31,275,0,275,..,134,26,159,0,165,..,34,4,37,0,37,..,1656,1001,2658,16,2670,..,24,3,24,0,24,..,434,24,459,3,463,..,693,206,906,10,912,..,106,16,124,0,125,..,92,13,101,0,107,..,143,26,174,0,174,..,45,8,52,0,51,..,107,10,117,0,121,..,407,12,414,0,424,..,319,36,354,3,360,..,637,11,648,0,651,..,110,4,122,0,122,..,1475,70,1541,9,1552,..,462,62,519,0,522,..,972,65,1042,12,1058,..,216,52,267,0,271,..,215,56,274,0,274,..,366,82,442,0,442,..,2545,432,2974,67,3039,..,26412,6234,32644,300,32944,..,296,97,390,2703,3090,19243,26706,6333,33037,3000,55285,40323,..,..,..,..,40323,..,78,0,80,0,80,..,4177,517,4697,29,4724,..,29,0,29,0,29,..,4757,1740,6500,47,6545,..,8436,3820,12259,108,12365
SED10066,0,43,..,1112,125,1235,10,1250,..,117,5,130,0,129,..,43,6,49,0,50,..,16,4,15,3,21,..,79,56,135,0,135,..,20,6,29,0,34,..,169,14,179,0,179,..,79,26,106,0,112,..,87,13,95,0,99,..,31,7,40,0,42,..,58,11,67,0,67,..,128,3,132,0,130,..,74,11,79,0,81,..,170,3,171,0,174,..,57,11,67,3,70,..,294,13,306,3,307,..,69,0,68,0,68,..,590,24,612,4,619,..,217,25,241,0,242,..,95,10,105,0,109,..,141,49,192,0,191,..,39,6,48,0,48,..,91,17,103,0,103,..,888,100,988,15,1007,..,5213,776,5987,77,6067,..,173,24,199,2487,2687,34498,5384,803,6187,2569,43249,68073,..,..,..,..,68073,..,47,0,50,3,55,..,584,60,647,13,659,..,60,0,60,0,65,..,211,82,296,0,295,..,579,223,799,14,813
SED10067,0,4,..,93,8,100,0,100,..,224,19,248,3,248,..,89,11,101,0,101,..,5,3,9,0,9,..,37,11,50,0,50,..,9,0,8,0,8,..,0,0,0,0,0,..,41,8,43,0,43,..,71,0,72,0,75,..,359,14,377,8,376,..,82,10,91,0,97,..,8,0,8,0,8,..,156,13,171,0,169,..,34,0,37,0,37,..,32,4,34,0,39,..,56,0,55,0,55,..,12,0,12,0,12,..,141,8,141,3,145,..,276,13,288,0,290,..,7,0,7,0,7,..,76,15,88,0,88,..,21,0,21,0,21,..,64,5,67,0,67,..,529,37,564,7,569,..,3307,281,3589,29,3615,..,125,8,134,1441,1578,33382,3429,294,3723,1476,38578,65550,..,..,..,..,65550,..,142,3,137,0,141,..,104,5,105,0,105,..,18,0,18,0,18,..,85,22,107,0,107,..,242,75,323,3,323
SED10068,0,8,..,180,16,195,0,197,..,55,6,67,0,67,..,30,3,35,0,35,..,0,0,3,0,3,..,24,9,28,0,28,..,5,0,5,0,5,..,40,0,44,0,44,..,6,0,6,0,10,..,26,0,27,0,27,..,31,0,38,0,39,..,22,3,29,0,29,..,6,0,6,0,6,..,4,3,8,0,8,..,73,4,80,0,80,..,17,0,17,0,17,..,79,0,87,3,87,..,17,0,19,0,19,..,192,7,195,3,200,..,84,8,88,0,94,..,19,10,23,0,27,..,70,13,77,0,77,..,16,3,20,0,20,..,44,11,59,0,59,..,342,34,376,4,379,..,1640,160,1800,21,1821,..,91,8,97,1782,1880,38270,1731,168,1897,1803,41971,73647,..,..,..,..,73647,..,91,0,91,0,91,..,86,6,89,0,87,..,109,3,112,3,114,..,82,33,113,0,114,..,139,20,160,0,165
SED10069,0,0,..,105,7,116,0,114,..,79,8,86,0,86,..,26,6,27,0,27,..,3,0,3,0,3,..,12,3,13,0,13,..,14,0,18,0,18,..,16,0,20,0,20,..,6,0,8,0,8,..,32,7,33,0,33,..,30,0,30,0,30,..,27,0,28,0,27,..,12,0,12,0,12,..,10,0,11,0,11,..,37,0,37,0,39,..,15,0,17,0,17,..,90,0,94,0,94,..,20,6,22,0,22,..,163,8,168,0,166,..,80,5,84,0,88,..,8,0,8,0,8,..,79,27,106,0,106,..,6,0,8,0,8,..,29,15,47,0,47,..,280,33,318,3,323,..,1446,163,1607,9,1621,..,94,10,105,1861,1959,35132,1533,175,1710,1869,38713,69358,..,..,..,..,69358,..,106,6,106,0,106,..,55,4,63,0,63,..,63,5,67,0,67,..,42,19,55,0,59,..,117,44,166,0,162
SED10070,3,242,..,3865,343,4204,35,4236,..,785,176,960,8,966,..,16,4,19,0,19,..,151,94,248,0,245,..,114,68,184,0,184,..,130,38,176,0,175,..,291,29,319,8,329,..,135,48,180,0,180,..,99,18,106,3,113,..,53,5,62,0,58,..,55,11,60,0,60,..,169,11,181,0,181,..,190,39,228,4,232,..,305,15,322,0,323,..,130,21,146,3,150,..,556,21,581,0,581,..,47,7,57,0,57,..,1041,58,1103,5,1106,..,843,173,1022,0,1024,..,1796,233,2027,15,2043,..,82,22,104,0,103,..,379,99,479,5,485,..,775,481,1255,7,1260,..,4543,1481,6029,56,6090,..,20371,4913,25287,180,25468,..,388,182,564,2046,2612,16378,20759,5094,25854,2229,44456,33413,..,..,..,..,33413,..,13,0,13,0,13,..,5793,1415,7205,46,7258,..,9,0,9,0,9,..,835,405,1242,6,1243,..,971,468,1438,13,1452
SED10071,11,766,..,12430,1013,13443,106,13544,..,222,23,247,0,249,..,47,0,50,0,50,..,8,3,11,0,11,..,386,183,570,0,570,..,18,4,18,0,18,..,727,32,753,12,764,..,613,106,719,3,722,..,100,6,109,0,112,..,88,13,94,0,94,..,136,7,145,0,145,..,145,0,146,3,148,..,70,7,79,0,79,..,861,14,874,3,881,..,355,40,393,5,397,..,1437,57,1494,9,1501,..,126,9,138,0,138,..,2772,120,2896,20,2913,..,459,52,505,3,512,..,1308,91,1401,17,1422,..,151,23,175,3,181,..,121,35,159,0,159,..,134,31,171,0,171,..,3208,401,3606,99,3704,..,26486,2945,29435,293,29729,..,317,59,385,1809,2191,28993,26807,3009,29818,2104,60915,58185,..,..,..,..,58185,..,339,6,347,7,344,..,1630,109,1730,16,1749,..,29,0,36,0,36,..,1140,333,1474,4,1481,..,2322,882,3203,36,3236
SED10072,0,98,..,2415,172,2591,19,2605,..,538,113,646,6,656,..,185,19,208,0,202,..,28,9,33,0,30,..,160,29,188,0,188,..,1197,317,1519,9,1527,..,47,0,51,0,53,..,56,4,57,0,62,..,115,7,125,0,124,..,765,146,915,14,928,..,332,55,394,0,389,..,27,0,30,0,30,..,331,35,367,0,367,..,287,4,291,0,289,..,433,52,481,8,489,..,520,17,532,0,533,..,101,4,102,0,106,..,1333,71,1404,12,1421,..,1197,214,1419,10,1430,..,55,0,63,0,63,..,419,116,538,7,537,..,218,31,250,0,249,..,579,138,719,5,724,..,1226,298,1524,29,1556,..,21264,4128,25396,187,25573,..,352,100,452,2598,3051,18625,21616,4227,25846,2781,47260,38269,..,..,..,..,38269,..,41,0,41,0,44,..,5588,709,6299,34,6336,..,28,0,28,0,28,..,2232,799,3026,15,3046,..,4474,1288,5765,49,5819
SED10073,0,198,..,2307,97,2401,21,2426,..,619,118,739,4,746,..,343,45,389,0,392,..,17,5,16,0,16,..,1818,908,2728,21,2748,..,55,12,62,0,62,..,157,3,160,0,164,..,543,76,623,3,620,..,105,11,110,0,110,..,143,21,163,0,164,..,219,31,254,0,250,..,10,0,12,0,12,..,110,12,125,0,121,..,429,9,441,6,441,..,505,40,546,5,549,..,553,11,563,6,570,..,156,6,159,0,156,..,1644,64,1704,20,1722,..,518,55,577,3,580,..,415,19,432,4,442,..,284,70,355,0,359,..,77,10,85,0,85,..,468,48,521,4,522,..,1906,306,2210,46,2258,..,23145,5424,28574,236,28815,..,212,70,284,1840,2125,20078,23356,5499,28855,2079,51007,40907,..,..,..,..,40907,..,67,0,67,0,72,..,1468,152,1623,12,1631,..,5,3,9,0,9,..,6575,1725,8306,53,8357,..,12166,4037,16205,139,16339
SED10074,5,425,..,4766,367,5133,33,5161,..,249,33,285,6,287,..,53,6,57,0,57,..,19,3,22,0,22,..,449,247,693,3,699,..,22,7,30,0,30,..,375,24,400,5,403,..,315,96,411,0,411,..,120,13,128,0,127,..,54,8,61,0,62,..,104,16,116,0,116,..,61,10,69,0,69,..,89,14,102,0,102,..,344,11,353,4,364,..,172,11,179,5,179,..,500,19,513,4,521,..,64,0,63,0,65,..,1074,41,1115,12,1125,..,347,44,388,0,387,..,1543,189,1728,21,1746,..,121,29,144,0,151,..,227,69,293,8,299,..,174,38,211,6,221,..,1815,249,2065,53,2116,..,15421,2535,17955,173,18126,..,210,45,267,1794,2057,23302,15636,2583,18220,1961,43477,46260,..,..,..,..,46260,..,75,0,75,0,75,..,2215,294,2515,6,2521,..,26,0,26,0,26,..,1312,496,1808,7,1817,..,1979,801,2780,17,2795
SED10075,0,7,..,209,18,225,0,225,..,263,34,296,3,296,..,34,4,36,0,36,..,14,4,18,0,18,..,32,8,42,0,42,..,746,167,919,3,923,..,135,11,149,0,152,..,32,0,34,0,32,..,55,15,68,0,68,..,128,13,144,0,144,..,30,7,39,0,39,..,9,0,9,0,9,..,191,32,221,4,224,..,88,4,96,0,95,..,29,5,32,0,32,..,135,15,153,0,153,..,30,0,26,0,33,..,286,18,305,4,310,..,334,77,414,3,415,..,17,0,16,0,16,..,95,30,128,0,129,..,145,32,176,4,176,..,90,39,128,0,128,..,501,67,568,9,580,..,4181,695,4875,45,4922,..,147,18,162,1778,1937,38366,4328,713,5041,1822,45231,75300,..,..,..,..,75300,..,55,0,55,0,55,..,316,31,349,8,357,..,44,0,44,0,50,..,100,36,135,0,140,..,225,68,288,10,301
SED10076,0,0,..,191,15,201,0,205,..,117,9,126,0,126,..,39,3,45,0,45,..,10,0,11,3,15,..,15,5,21,0,21,..,18,0,22,0,19,..,36,9,48,0,48,..,0,5,7,0,7,..,35,4,36,0,36,..,28,0,28,0,31,..,31,4,36,0,34,..,3,0,3,0,3,..,23,5,22,0,22,..,57,0,61,0,57,..,29,0,28,0,28,..,100,5,100,0,100,..,23,3,27,0,27,..,210,7,216,0,218,..,105,11,116,0,121,..,19,0,18,0,16,..,77,19,102,0,102,..,3,0,3,0,3,..,43,9,51,0,55,..,346,36,384,11,393,..,1853,236,2086,30,2117,..,110,13,122,2262,2383,34507,1962,246,2208,2294,39006,67856,..,..,..,..,67856,..,36,0,35,0,35,..,77,11,94,0,97,..,80,0,85,6,88,..,78,45,129,0,128,..,103,31,129,3,132
SED10077,0,206,..,4685,184,4870,23,4890,..,1163,247,1409,10,1420,..,159,32,195,0,195,..,38,8,42,0,42,..,1532,911,2445,7,2449,..,26,3,30,0,30,..,217,6,224,7,232,..,51,8,62,3,59,..,112,15,131,4,128,..,137,23,163,0,164,..,166,21,191,0,191,..,24,0,24,0,24,..,80,10,92,0,92,..,329,4,333,4,336,..,336,36,369,5,374,..,427,11,436,0,443,..,90,8,94,0,94,..,1175,61,1235,11,1247,..,508,71,572,8,578,..,1213,117,1329,5,1339,..,339,130,466,4,474,..,121,27,153,0,151,..,1099,200,1300,6,1301,..,1572,200,1773,42,1812,..,25380,6598,31980,213,32189,..,295,83,374,2305,2679,16160,25670,6678,32356,2519,51026,33821,..,..,..,..,33821,..,19,0,19,0,19,..,3308,373,3679,11,3691,..,8,0,8,0,8,..,5305,1835,7139,57,7194,..,9400,4942,14342,97,14433
SED10078,0,56,..,1122,76,1199,15,1212,..,1034,243,1281,10,1290,..,188,13,199,3,206,..,20,14,31,0,31,..,176,114,286,0,286,..,42,17,59,0,59,..,39,3,45,0,46,..,41,7,52,0,52,..,129,14,138,0,144,..,392,163,551,6,553,..,110,12,118,3,119,..,15,0,14,0,14,..,91,16,100,0,100,..,222,0,224,3,225,..,174,26,199,0,198,..,298,11,304,6,311,..,67,3,74,0,74,..,757,43,800,7,807,..,585,79,663,12,669,..,96,4,103,0,103,..,305,132,435,4,441,..,146,46,194,0,194,..,860,551,1411,8,1415,..,744,73,823,34,856,..,11487,3477,14959,134,15095,..,176,49,227,1553,1776,24820,11660,3527,15185,1685,41688,48829,..,..,..,..,48829,..,16,0,16,0,16,..,1367,287,1662,13,1672,..,50,3,57,0,57,..,1434,640,2074,17,2094,..,2716,1178,3896,17,3916
SED10079,0,0,..,56,7,65,0,65,..,61,5,67,0,67,..,18,0,18,0,18,..,0,0,5,0,5,..,15,8,17,0,17,..,20,3,25,0,25,..,0,0,0,0,0,..,5,0,6,0,6,..,24,0,29,0,29,..,35,5,39,0,42,..,27,5,30,0,30,..,7,4,9,0,6,..,14,0,21,0,21,..,39,0,38,0,39,..,28,4,28,0,28,..,66,0,67,0,67,..,10,0,8,0,8,..,135,8,143,0,147,..,82,6,92,0,92,..,13,0,13,0,13,..,76,11,86,0,87,..,12,3,10,0,12,..,23,9,33,0,33,..,252,32,282,7,291,..,1215,138,1356,22,1374,..,86,6,92,1509,1605,34803,1301,147,1447,1536,37784,68448,..,..,..,..,68448,..,80,0,75,4,81,..,79,11,99,0,98,..,42,0,42,0,42,..,74,15,94,0,88,..,96,22,125,0,126
SED10080,0,50,..,608,18,629,7,630,..,320,13,333,5,334,..,390,72,453,0,458,..,22,0,19,0,19,..,477,132,613,10,618,..,41,0,39,0,44,..,61,0,66,0,66,..,120,15,133,0,132,..,117,6,119,0,126,..,390,28,418,3,425,..,276,29,309,0,308,..,18,0,18,0,18,..,76,6,81,0,81,..,148,6,152,0,157,..,1207,168,1375,3,1378,..,181,4,182,0,182,..,209,16,227,0,229,..,1747,196,1941,3,1946,..,850,100,947,3,954,..,50,0,53,0,53,..,1883,786,2663,6,2678,..,75,8,85,0,85,..,495,71,567,0,568,..,788,72,862,14,876,..,13811,2719,16530,89,16616,..,209,60,267,2906,3182,24619,14017,2780,16802,2998,44413,54481,..,..,..,..,54481,..,91,0,100,0,100,..,393,14,410,0,405,..,14,5,20,0,20,..,1951,492,2448,18,2461,..,4683,1384,6067,22,6091
SED10081,0,3,..,323,25,349,6,351,..,23,0,22,0,23,..,11,5,14,0,18,..,0,0,0,0,0,..,14,5,15,0,15,..,0,0,0,0,0,..,64,4,67,0,73,..,9,0,15,0,15,..,3,0,3,0,3,..,11,0,11,0,11,..,12,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,80,0,77,0,86,..,22,0,23,0,23,..,171,5,178,0,178,..,27,0,27,4,31,..,296,6,303,4,309,..,39,0,38,0,38,..,12,0,12,0,12,..,36,10,45,0,50,..,3,0,3,0,0,..,99,83,181,0,183,..,399,46,445,12,452,..,1694,317,2006,33,2044,..,126,17,141,2860,3004,36008,1818,330,2151,2896,41051,70710,..,..,..,..,70710,..,81,7,87,0,87,..,81,11,90,0,95,..,240,5,250,3,252,..,73,28,99,4,104,..,231,245,480,6,482
SED10082,0,5,..,122,4,129,0,128,..,113,10,121,0,121,..,56,7,67,0,67,..,9,4,13,0,13,..,41,15,50,0,53,..,3,0,3,0,3,..,31,0,34,0,29,..,10,0,10,0,10,..,60,6,63,0,57,..,97,4,104,3,101,..,71,5,76,0,74,..,11,0,7,0,7,..,25,4,28,0,28,..,35,3,32,0,32,..,34,0,36,3,36,..,62,5,63,0,63,..,20,0,20,0,20,..,143,5,147,3,149,..,205,12,221,0,221,..,14,0,14,0,14,..,73,17,85,0,85,..,15,3,17,0,17,..,46,10,55,0,55,..,364,31,397,3,399,..,2276,238,2513,17,2530,..,144,11,155,1645,1797,35839,2412,250,2662,1661,40164,69605,..,..,..,..,69605,..,218,0,219,0,219,..,153,16,160,0,165,..,27,0,33,0,33,..,119,26,146,0,146,..,283,97,378,0,384
