POA_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA2847,0,0,0,0,0,0,5,0,7,20,12,0,42,4,3,15,49,55,3,110
POA2848,0,0,0,0,0,0,3,0,3,9,9,3,25,3,0,7,24,60,0,86
POA2849,0,0,0,0,0,0,0,0,0,10,12,0,19,6,3,6,25,27,0,59
POA2850,0,3,0,0,0,3,11,8,21,161,163,8,334,16,20,37,371,282,20,673
POA2852,0,0,0,0,0,0,0,0,3,26,28,3,61,10,4,12,77,61,0,138
POA2864,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,15,11,0,25
POA2865,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,7,10,0,21
POA2866,0,0,0,0,0,0,0,3,6,26,19,9,51,3,0,3,52,49,3,104
POA2867,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,8,8,0,17
POA2868,0,0,0,0,0,0,5,0,5,3,11,0,14,0,0,0,17,17,0,29
POA2869,0,0,0,0,0,0,0,0,0,16,13,6,34,4,3,4,40,40,0,76
POA2870,0,0,0,3,0,5,12,0,18,138,107,12,255,17,21,41,301,263,11,570
POA2871,0,3,0,0,0,3,10,7,22,90,87,18,195,11,9,23,220,173,8,403
POA2873,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,5,15
POA2874,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,0,10
POA2875,0,0,0,0,0,0,0,3,4,6,3,0,15,0,3,5,19,21,3,36
POA2876,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,9,5,0,17
POA2877,0,0,0,0,0,0,6,0,10,32,33,8,76,11,7,19,94,79,3,177
POA2878,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,8
POA2879,0,0,0,0,0,0,0,0,0,8,0,3,6,3,0,3,8,27,0,35
POA2880,0,8,3,0,3,12,21,15,50,232,224,39,496,49,31,80,573,473,24,1069
POA2898,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,7
