POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2409,80,0,0,0,0,80,29,0,0,0,0,29,4,0,0,0,0,4,16,0,3,0,0,21,33,0,0,0,0,33,73,0,0,0,0,71,26,0,3,0,0,29,16,0,0,0,0,16,165,0,8,0,0,175,6,0,0,0,0,6,8,0,0,0,0,8,293,0,8,0,0,299
POA2410,44,0,0,0,0,44,29,0,0,0,0,29,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,31,0,0,0,0,31,4,0,0,0,0,4,3,0,0,0,0,3,106,0,0,0,0,108
POA2411,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,40
POA2415,52,0,0,0,0,52,37,0,0,0,0,37,18,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,33,0,0,0,0,33,0,0,0,0,0,0,9,0,0,0,0,4,127,0,0,0,0,134
POA2420,676,4,3,3,8,689,450,0,0,0,3,454,131,4,23,4,0,156,24,0,0,0,0,31,104,0,3,4,0,116,3,0,0,0,0,3,12,0,0,0,3,15,14,0,0,0,0,13,291,8,26,7,8,334,6,5,0,0,0,15,41,0,0,0,0,45,1460,19,27,12,13,1534
POA2421,240,0,0,0,0,244,289,0,0,0,0,292,16,0,0,0,0,16,0,0,0,0,0,0,32,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,15,3,0,0,0,0,0,64,0,3,0,0,70,8,0,0,0,0,8,8,0,0,0,0,8,605,0,3,3,3,617
POA2422,1030,5,6,16,7,1069,462,0,0,3,4,477,217,11,27,9,0,265,37,0,5,0,0,42,144,4,7,3,0,156,0,0,6,0,0,3,20,3,3,0,0,28,24,0,0,0,0,24,439,19,52,11,3,527,10,0,0,0,0,10,67,3,3,6,0,75,2014,25,59,38,19,2147
POA2423,578,4,4,13,3,592,280,0,3,5,0,289,81,5,4,5,0,90,0,0,0,0,0,0,100,0,3,4,0,108,0,0,0,0,0,0,16,0,0,11,0,26,15,0,0,0,0,16,210,7,4,20,0,237,12,0,0,0,0,15,49,0,0,3,0,53,1121,16,12,41,4,1189
POA2424,83,0,0,0,0,79,40,0,0,0,0,40,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,11,0,0,0,0,11,161,0,0,0,0,166
POA2425,266,0,0,3,0,269,242,0,0,3,0,244,34,0,0,0,0,38,0,0,0,0,0,0,40,0,0,0,0,46,0,0,4,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,92,0,4,0,0,100,5,0,0,0,0,5,19,0,0,0,0,19,627,0,3,8,3,645
POA2426,122,0,0,0,0,122,90,0,0,0,0,90,23,0,0,0,0,24,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,48,0,0,0,0,47,0,0,0,0,0,0,8,0,0,0,0,8,264,3,0,0,0,267
POA2427,656,66,0,75,0,800,205,18,3,3,0,223,150,66,14,0,0,229,0,0,0,0,0,0,40,8,0,0,0,52,0,0,0,0,0,0,4,0,0,19,0,24,3,0,0,0,0,8,203,72,14,18,0,308,5,0,0,0,0,5,32,9,0,3,0,42,1098,166,17,103,0,1379
POA2428,3479,883,299,136,30,4832,1854,161,107,10,9,2138,727,288,611,24,16,1665,33,123,89,3,0,244,316,110,101,5,5,533,44,47,31,0,0,125,24,14,13,24,9,81,39,5,6,7,0,53,1184,580,847,59,31,2698,57,45,6,0,7,113,218,72,64,21,5,377,6793,1740,1324,227,80,10165
POA2429,1688,30,12,14,7,1753,1055,3,3,15,9,1088,276,43,34,3,5,360,53,3,4,0,0,54,229,7,7,8,0,245,12,3,0,0,0,13,16,0,0,0,0,20,25,0,0,0,0,30,608,59,39,6,3,718,30,0,0,0,0,33,85,5,3,0,3,97,3468,102,55,35,23,3691
POA2430,4830,399,111,145,34,5519,3281,81,32,14,15,3420,1433,376,392,21,20,2248,318,61,125,3,3,513,519,72,52,6,13,655,37,63,45,0,0,147,51,20,10,36,6,121,63,7,6,3,0,85,2417,603,629,72,42,3764,70,96,3,8,0,178,280,63,32,22,12,409,10879,1238,814,253,111,13290
POA2431,979,76,64,23,0,1136,405,12,20,3,3,443,256,67,75,0,0,401,3,8,3,0,0,17,84,10,11,0,3,110,7,4,0,0,0,5,6,0,3,0,0,8,5,0,0,0,0,6,368,90,90,3,8,556,8,4,0,0,0,13,33,3,11,0,0,47,1795,181,186,27,13,2200
POA2439,527,3,0,3,3,530,333,0,0,0,0,333,55,0,0,0,0,55,10,0,0,0,0,10,41,0,0,0,0,48,5,0,0,0,0,5,5,0,0,0,0,6,9,0,0,0,0,9,125,0,0,0,0,125,4,0,0,0,0,4,41,0,0,0,0,41,1028,4,0,3,3,1040
POA2440,2998,37,30,22,39,3119,2181,13,12,3,19,2226,680,90,111,15,7,899,230,30,50,0,0,306,502,16,17,4,12,551,60,12,17,0,0,98,45,9,3,16,8,82,69,3,3,3,4,80,1587,167,198,39,26,2009,40,3,0,0,3,51,239,16,7,8,20,290,7038,240,239,69,117,7700
POA2441,630,0,0,16,5,650,527,3,0,3,3,537,150,11,3,3,0,160,8,0,0,0,0,8,115,0,0,0,0,119,0,0,0,0,0,0,8,0,0,3,0,17,20,0,0,0,0,20,299,12,5,9,0,319,9,0,0,0,0,9,34,0,0,0,4,39,1494,13,5,30,16,1556
POA2443,1539,255,47,212,11,2066,652,25,8,13,4,706,296,92,91,13,5,500,0,4,42,0,0,46,136,32,15,9,3,192,4,18,0,0,5,28,11,7,0,64,0,77,11,6,0,0,0,16,463,163,147,87,12,862,22,78,0,3,0,105,92,32,9,26,7,162,2757,559,211,337,30,3895
POA2444,5342,1019,679,185,32,7257,3972,446,261,11,19,4702,1678,814,1039,9,12,3557,218,267,267,0,3,754,502,192,226,10,14,938,41,64,32,0,0,136,61,33,39,35,8,176,42,12,36,0,4,95,2536,1383,1630,54,39,5645,97,142,166,5,0,412,249,139,148,16,21,567,12198,3129,2887,268,106,18587
POA2445,1083,32,8,57,3,1183,747,17,0,0,0,760,224,33,40,0,6,301,0,0,0,0,0,0,96,4,9,0,0,109,4,0,0,0,0,4,9,0,0,3,0,10,6,0,0,0,0,6,332,39,47,6,8,428,10,0,0,0,0,10,43,0,4,0,0,46,2207,87,64,62,11,2427
POA2446,1825,43,32,5,11,1914,1509,21,10,6,10,1553,368,128,23,7,3,533,106,24,20,0,0,150,267,18,3,8,3,302,9,4,6,0,0,18,23,0,3,3,0,26,29,0,0,0,0,35,800,180,59,17,5,1060,26,0,26,0,0,52,120,13,6,0,0,134,4275,251,132,28,29,4710
POA2447,1186,10,27,52,5,1285,716,3,3,3,3,730,191,27,18,5,0,244,51,0,16,0,0,64,170,10,5,11,0,193,10,0,8,0,0,20,14,0,0,9,3,24,19,0,0,0,0,22,456,32,49,26,5,566,14,0,7,0,0,21,89,3,3,6,0,100,2459,53,79,84,18,2698
POA2448,1402,45,70,198,6,1721,731,20,16,6,0,777,373,80,195,6,4,654,135,9,35,0,0,182,152,14,29,3,3,201,19,31,12,0,0,59,31,3,3,28,0,70,18,3,0,0,0,19,723,140,266,44,11,1183,20,5,8,0,0,31,77,6,23,13,0,131,2958,219,382,260,20,3842
POA2449,380,0,0,6,0,384,217,0,0,4,0,221,44,0,0,0,0,52,17,4,0,0,0,20,81,0,0,4,3,90,25,3,0,0,0,30,6,3,0,0,0,13,8,0,0,0,0,13,187,12,0,4,3,210,11,0,0,0,0,11,30,0,0,0,0,32,826,15,0,11,4,862
POA2450,4665,492,364,172,44,5738,4020,317,216,14,33,4601,1292,692,944,3,40,2965,240,212,240,0,0,692,704,163,164,24,28,1078,34,45,33,3,3,117,76,22,23,74,13,213,55,8,9,0,7,85,2401,1143,1405,106,91,5148,70,21,14,0,4,106,250,82,76,21,29,457,11398,2051,2079,310,208,16044
POA2452,1580,243,110,44,8,1979,1543,109,44,0,5,1704,569,227,270,9,5,1085,246,87,12,0,0,351,215,64,50,0,3,332,23,35,9,0,0,67,15,3,3,10,0,26,17,0,0,0,0,27,1092,420,341,19,13,1891,70,58,19,3,3,155,79,45,37,8,6,176,4373,872,555,72,36,5904
POA2453,585,6,0,0,9,595,243,0,0,3,3,253,65,0,0,0,3,68,7,0,3,0,0,6,119,0,5,3,0,127,0,0,0,0,0,0,30,0,0,0,0,30,14,0,0,0,0,14,229,3,13,3,4,249,7,0,0,0,0,7,26,0,0,0,3,30,1093,5,13,7,17,1140
POA2454,1143,28,4,37,7,1214,808,13,4,0,6,830,217,26,19,0,0,256,20,6,0,0,0,31,258,20,4,5,4,300,25,0,0,0,0,33,23,3,0,0,0,24,17,0,0,0,0,21,571,53,28,14,7,663,32,0,0,4,0,37,66,5,0,5,4,75,2616,98,34,58,17,2825
POA2455,500,40,20,15,7,585,248,20,5,0,0,274,140,33,37,0,3,209,31,13,6,0,0,55,52,18,8,3,0,79,0,0,0,0,0,0,5,0,0,14,0,22,4,0,3,0,0,11,239,61,60,22,7,383,8,0,0,0,0,6,24,3,3,6,0,39,1018,126,85,42,9,1288
POA2456,1889,130,5,168,7,2213,1519,30,0,10,6,1571,580,142,36,0,3,765,31,9,16,0,0,58,286,36,19,6,8,351,10,4,0,0,0,21,47,6,0,32,3,94,21,3,4,3,0,30,978,206,71,47,19,1316,32,4,0,0,0,38,140,14,11,23,9,189,4560,387,90,247,42,5330
POA2460,4001,172,97,76,27,4378,3128,39,22,33,18,3239,950,162,245,11,8,1368,198,61,61,0,3,319,668,74,88,9,17,852,57,53,6,0,0,119,65,17,12,28,3,126,65,16,4,4,3,84,1998,382,407,53,26,2873,60,6,3,0,0,73,284,16,26,8,8,354,9477,611,556,171,88,10909
POA2462,424,4,0,50,3,481,232,0,4,11,0,251,55,8,0,6,0,73,0,0,0,0,0,0,92,5,6,3,0,109,3,0,0,0,0,3,8,3,0,3,0,14,10,0,0,0,0,11,168,24,4,7,0,206,10,0,0,0,0,5,18,0,0,0,0,25,849,32,13,72,4,968
POA2463,1265,26,12,54,3,1357,768,16,5,6,5,793,282,32,21,5,9,349,32,5,8,0,0,44,129,9,3,4,3,151,40,5,0,0,0,49,12,0,0,24,0,38,11,3,0,0,0,15,513,50,31,33,11,639,12,3,3,3,0,22,61,6,0,11,0,80,2622,100,46,101,20,2891
POA2464,1157,94,72,74,10,1410,486,27,31,0,9,553,307,119,105,10,0,538,5,11,10,0,0,22,106,20,40,4,0,170,9,10,3,0,0,28,17,0,4,9,3,33,13,3,0,0,3,17,455,166,158,21,10,805,6,3,0,0,0,4,81,11,11,9,0,112,2191,298,276,107,21,2888
POA2465,47,0,0,0,0,51,40,0,0,0,0,40,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,5,121,0,0,0,0,121
POA2466,355,12,13,51,3,441,79,8,5,3,0,95,112,14,29,3,0,161,0,0,0,0,0,0,51,3,14,0,0,63,0,0,4,0,0,6,8,0,0,7,0,17,0,3,0,0,0,3,171,24,43,13,3,255,3,0,0,0,0,4,15,3,3,0,0,20,619,46,68,69,6,810
POA2469,780,0,0,48,9,833,378,0,0,10,4,395,60,0,0,0,0,64,0,0,0,0,0,3,160,0,0,0,0,164,24,0,0,0,0,25,22,0,0,14,0,35,29,0,0,3,0,31,293,3,0,14,3,313,14,0,0,0,0,14,49,0,0,4,0,56,1510,3,3,84,11,1611
POA2470,1993,17,73,50,4,2134,1623,0,20,5,3,1654,607,20,223,10,3,856,166,14,32,0,0,210,310,8,51,10,4,382,20,11,40,0,0,68,50,0,7,13,0,72,38,0,8,0,0,44,1200,55,349,30,6,1642,30,0,22,0,0,51,149,4,29,9,0,192,4983,77,495,96,15,5666
POA2471,321,4,0,3,0,331,291,3,3,5,0,297,60,0,0,0,0,66,9,0,0,0,0,9,84,0,0,0,0,84,6,3,0,0,0,8,13,0,0,0,0,13,7,0,0,0,0,5,175,5,4,0,0,185,5,3,0,0,0,8,23,0,0,0,3,20,814,7,5,9,4,847
POA2472,226,4,0,22,3,260,216,0,0,3,0,221,67,0,0,0,0,74,0,0,0,0,0,0,49,0,0,3,0,57,5,0,0,0,0,10,9,0,0,18,0,29,7,0,0,0,0,7,140,5,4,24,0,171,3,0,0,0,0,3,16,0,0,3,0,25,604,4,4,54,6,678
POA2473,372,111,18,48,0,545,171,55,11,0,0,237,105,121,65,0,0,294,12,12,5,0,0,27,41,58,21,3,0,122,8,10,0,0,0,18,6,3,0,3,0,16,3,7,0,0,0,8,184,209,91,7,0,488,6,3,0,0,0,8,19,15,10,0,0,45,750,388,128,57,4,1327
POA2474,1091,3,11,21,4,1138,674,0,0,7,8,689,201,4,38,9,0,257,21,0,0,0,0,22,203,3,5,6,0,220,8,0,3,0,0,10,23,0,0,0,0,27,34,0,0,0,0,38,492,12,47,13,3,572,20,0,0,0,0,19,73,0,4,0,0,83,2350,13,63,42,17,2488
POA2475,75,0,0,0,0,75,29,0,0,3,0,34,10,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,28,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,4,140,0,0,3,0,144
POA2476,149,0,0,3,0,150,75,0,0,0,0,75,14,0,0,0,0,15,17,0,0,0,0,19,31,0,0,0,0,29,3,0,0,0,0,3,10,0,0,0,0,6,5,0,0,3,0,10,74,3,0,3,0,80,6,0,0,0,0,6,9,0,0,0,0,9,319,3,0,8,0,329
POA2477,1757,186,20,31,12,2015,1258,87,20,3,6,1377,379,144,87,0,4,615,32,10,0,0,0,38,211,48,15,0,3,273,33,12,0,0,0,52,17,6,0,3,0,27,21,4,0,3,0,30,696,229,101,8,4,1036,46,5,0,0,0,50,98,17,3,3,4,118,3855,519,144,50,30,4593
POA2478,3172,868,107,271,14,4431,2175,511,83,3,19,2799,773,857,290,10,13,1940,166,304,46,0,0,516,352,227,72,17,8,683,19,50,9,0,0,75,46,23,0,88,0,155,28,20,0,3,0,51,1379,1475,422,118,21,3424,68,100,3,0,0,173,178,137,18,26,12,381,6974,3090,638,422,68,11200
POA2479,621,11,8,3,6,647,511,3,3,0,6,526,169,7,7,0,3,180,8,0,0,0,0,8,167,6,4,15,3,201,0,0,0,0,0,0,14,0,0,0,0,20,15,0,0,0,0,20,369,8,16,18,9,422,17,0,0,0,0,20,28,0,0,0,3,36,1552,21,32,27,20,1645
POA2480,5468,293,58,172,30,6015,4945,162,49,71,19,5254,1384,565,366,15,11,2342,235,157,77,0,0,464,1182,147,101,37,14,1481,57,100,29,0,3,186,84,18,9,66,7,182,80,17,10,12,0,120,3026,993,593,125,33,4772,105,29,7,9,0,158,344,61,54,27,14,494,13888,1542,764,404,94,16689
POA2481,1094,82,95,93,42,1399,862,119,53,10,16,1062,287,193,78,11,12,586,33,23,44,0,0,94,381,77,45,29,5,545,18,7,11,0,0,32,19,5,0,34,0,57,28,6,3,0,0,42,764,319,179,70,22,1352,24,3,3,0,0,32,95,15,15,10,12,154,2834,537,348,186,86,3997
POA2482,853,5,11,21,14,909,564,6,5,9,9,591,163,14,23,3,0,199,13,0,5,0,0,22,303,6,23,18,3,357,6,0,3,0,0,12,13,0,0,3,0,22,32,0,3,3,0,36,530,22,60,24,8,642,27,0,0,0,0,35,69,7,6,3,5,83,2048,38,83,58,33,2265
POA2483,1315,56,38,85,4,1505,1162,36,25,9,12,1247,369,76,105,10,0,572,9,0,22,0,0,36,403,36,62,24,9,538,5,0,5,0,0,10,16,0,3,11,0,33,18,4,6,3,0,23,821,123,200,52,19,1207,20,0,0,0,0,22,87,9,8,8,12,121,3410,225,278,153,42,4103
POA2484,2490,26,143,34,12,2703,2055,24,17,5,22,2128,557,65,127,3,6,758,76,50,19,0,0,144,532,45,47,16,6,640,14,10,3,0,0,24,43,5,6,35,0,83,55,3,4,0,3,72,1277,184,204,45,13,1725,49,0,13,0,0,69,157,11,27,9,11,207,6030,240,405,101,54,6832
POA2485,1146,516,701,92,12,2469,786,264,228,8,0,1288,281,342,639,0,0,1264,40,71,92,0,0,204,181,142,191,0,6,525,6,26,3,0,0,39,23,12,23,19,0,88,12,12,14,0,0,39,547,611,961,24,13,2158,9,32,17,0,0,62,81,80,82,11,4,260,2568,1504,1993,136,30,6236
POA2486,3496,1445,170,191,8,5311,2965,512,71,4,4,3558,673,530,217,0,4,1430,73,203,101,0,0,380,414,248,69,3,6,743,18,39,17,0,0,71,36,36,7,34,3,124,35,18,8,3,0,63,1245,1079,424,43,13,2802,62,110,28,0,0,202,170,151,38,16,3,377,7936,3302,727,258,31,12256
POA2487,1276,175,197,369,20,2037,1041,185,103,8,3,1339,289,237,356,3,5,894,49,19,39,0,0,105,167,70,65,15,4,324,7,6,0,0,0,15,41,0,5,56,6,114,18,3,6,3,4,33,568,339,473,75,20,1481,14,3,0,3,0,21,73,13,33,27,6,152,2970,714,811,487,48,5033
POA2488,251,60,20,0,3,334,324,80,15,3,0,426,108,77,44,0,0,230,3,28,10,0,0,40,54,29,12,3,0,102,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,175,135,72,6,0,384,0,3,0,0,0,4,19,5,25,0,0,50,769,288,126,8,5,1196
POA2489,666,106,16,159,40,980,756,96,12,5,10,880,242,142,70,0,3,457,0,20,0,0,0,20,81,40,8,0,6,137,0,3,0,3,0,5,8,3,0,14,0,28,3,3,3,0,0,11,336,213,85,18,10,668,6,0,0,0,46,55,44,15,0,4,3,71,1809,437,114,190,105,2657
POA2490,72,0,0,0,0,72,103,0,0,0,0,102,19,0,0,0,0,19,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,54,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,4,233,0,0,0,3,238
POA2500,2591,405,1266,10,77,4348,1951,349,963,6,10,3280,811,604,3429,23,23,4881,140,125,729,3,3,992,379,166,587,14,9,1152,14,11,58,3,0,91,31,18,72,5,3,129,26,12,38,0,0,79,1398,932,4912,41,35,7324,29,13,96,0,30,168,155,45,239,0,100,538,6121,1746,7470,63,263,15661
POA2502,1626,33,63,4,0,1729,871,38,38,0,3,951,440,68,255,4,10,775,131,188,114,0,0,432,199,16,81,3,4,300,0,7,4,0,0,10,31,3,11,0,0,45,9,3,16,0,0,28,807,286,480,6,14,1596,22,0,6,0,0,24,122,20,27,0,3,177,3441,378,617,14,22,4468
POA2505,694,22,21,3,0,745,408,18,14,0,0,443,179,38,113,3,0,336,22,19,98,0,0,141,88,8,24,0,0,127,0,0,0,0,0,5,4,3,0,4,0,13,5,3,3,0,0,10,295,75,246,8,4,624,4,0,0,0,0,6,38,3,20,0,0,68,1445,120,311,14,5,1895
POA2506,861,12,13,0,4,885,719,7,15,0,0,745,222,7,20,0,0,256,443,31,113,0,0,582,101,3,6,0,3,107,7,10,6,0,0,24,4,0,3,0,0,7,10,0,0,0,0,15,784,51,147,0,3,992,9,10,0,0,0,17,85,8,19,0,0,111,2464,94,195,3,8,2750
POA2508,820,27,64,7,3,915,1284,31,117,5,4,1444,148,27,67,3,3,245,29,0,0,0,0,29,67,3,12,0,0,85,4,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,9,265,28,82,3,3,380,8,6,5,3,0,25,48,0,4,0,5,54,2429,97,271,16,11,2826
POA2515,1303,108,81,0,7,1506,1302,94,71,3,0,1464,247,117,116,15,5,501,0,24,0,0,0,24,122,22,29,3,6,181,0,3,5,0,0,12,7,4,0,0,0,12,13,0,0,0,0,15,390,169,153,18,8,738,14,9,4,0,0,27,67,8,7,0,4,88,3076,386,316,22,22,3824
POA2516,597,27,27,9,4,665,786,34,43,0,8,872,106,44,50,0,3,202,53,52,55,0,0,161,53,8,15,0,0,73,0,0,3,0,0,3,0,0,0,6,0,11,6,0,3,0,0,13,217,104,127,7,3,454,8,3,0,3,0,19,26,9,14,0,0,50,1640,171,209,17,17,2050
POA2517,1340,226,241,0,3,1810,1370,248,175,3,10,1807,165,195,196,8,3,569,155,114,124,0,0,398,79,44,52,5,4,183,3,11,14,0,0,32,5,6,0,0,0,12,6,0,8,0,0,18,427,364,403,11,5,1209,9,4,28,0,6,40,81,23,20,0,0,123,3226,870,863,12,24,4989
POA2518,1864,439,113,19,0,2441,1544,309,133,11,3,2001,375,520,375,14,3,1295,333,532,93,0,3,960,166,131,37,3,4,340,13,55,9,3,0,81,12,10,4,7,0,32,17,15,10,7,3,47,918,1264,533,30,9,2755,22,94,3,3,0,128,98,91,26,0,0,215,4445,2195,813,59,18,7530
POA2519,2090,287,89,9,3,2478,1459,203,91,0,5,1751,389,290,377,26,6,1092,152,275,52,0,0,480,132,60,52,7,0,252,13,17,0,0,0,27,12,4,7,0,0,27,16,6,6,0,0,32,720,658,495,31,9,1906,12,7,5,0,0,30,101,35,14,0,0,153,4381,1185,690,38,18,6318
POA2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2525,1490,76,29,125,3,1723,1377,64,33,7,7,1479,195,99,88,3,3,392,14,36,0,0,0,47,76,35,21,3,0,135,0,0,16,0,0,20,8,0,3,14,0,25,9,0,3,0,0,13,311,171,128,28,3,639,8,3,18,3,0,35,55,15,11,12,0,96,3242,325,223,164,15,3972
POA2526,1808,70,18,3,4,1909,1874,56,20,4,6,1960,394,65,13,6,4,480,343,57,81,3,0,487,118,30,4,4,0,160,11,9,4,0,0,28,14,4,0,0,0,16,10,4,3,3,0,20,894,170,108,18,7,1185,20,58,3,0,0,79,98,6,12,0,3,119,4692,369,166,28,14,5257
POA2527,1972,259,0,3,18,2252,2879,246,9,0,3,3135,521,245,24,0,3,794,142,98,0,0,0,244,267,55,3,3,0,321,15,7,0,0,3,22,11,3,0,0,0,17,15,5,0,0,0,22,972,417,24,4,7,1426,17,13,0,0,26,54,117,33,0,0,6,160,5957,964,31,7,67,7028
POA2528,2839,284,79,231,3,3439,1996,136,67,9,4,2209,726,271,368,7,7,1378,814,137,113,5,4,1067,287,75,73,6,0,449,13,16,3,0,0,33,38,17,6,47,3,112,21,8,8,0,0,42,1905,523,569,64,17,3075,23,31,4,4,0,65,193,47,21,40,3,311,6958,1025,737,347,25,9090
POA2529,2658,369,44,12,4,3084,3036,304,30,3,11,3387,745,509,88,9,6,1360,100,182,25,0,0,308,186,93,8,12,0,301,13,29,0,0,0,42,16,7,0,0,0,23,15,12,0,0,0,24,1073,825,120,17,8,2051,18,22,0,0,0,41,119,51,3,0,0,181,6902,1572,201,37,29,8745
POA2530,3626,267,23,3,3,3918,4395,171,18,5,10,4599,837,227,96,3,3,1163,366,128,67,0,0,560,401,67,10,4,3,487,15,11,18,0,0,49,25,9,0,0,0,35,22,0,3,0,0,26,1662,441,197,3,12,2322,38,27,9,0,0,81,215,38,29,3,4,292,9936,945,274,23,32,11208
POA2533,2166,322,167,8,34,2698,1524,208,40,4,3,1781,333,196,117,8,3,652,32,17,11,0,0,68,183,42,38,9,0,274,0,0,5,0,0,7,20,0,11,8,3,34,16,4,9,0,0,29,584,260,188,17,9,1059,13,3,84,0,0,103,70,13,25,3,4,111,4356,799,504,41,52,5747
POA2534,772,30,26,7,0,841,572,22,6,3,0,599,165,33,40,0,0,237,0,0,6,0,0,10,86,7,3,0,0,96,6,0,27,0,0,33,13,0,0,4,3,24,11,0,0,0,0,11,275,33,74,8,8,399,7,0,29,0,0,38,33,0,5,0,4,45,1667,92,145,14,14,1931
POA2535,1208,105,56,215,22,1610,647,24,13,8,14,701,179,58,20,0,0,264,3,0,16,0,0,20,87,15,14,3,3,127,6,7,0,0,0,7,18,0,0,24,0,46,23,0,0,0,0,21,318,84,54,27,4,489,46,11,15,0,0,73,58,8,7,17,4,93,2279,235,149,268,43,2971
POA2536,2638,254,149,57,4,3103,1540,51,32,0,10,1643,635,190,229,4,7,1059,115,50,71,0,0,237,369,38,65,8,13,494,29,15,12,0,0,56,27,12,10,17,4,66,30,3,9,0,0,40,1207,307,395,30,19,1959,26,30,7,4,0,68,160,22,32,13,5,227,5568,662,621,106,45,7000
POA2537,2113,107,39,54,13,2325,1148,25,26,7,14,1218,345,53,68,5,3,479,71,22,23,0,0,108,319,29,25,6,0,373,14,7,5,0,0,25,23,0,3,18,3,40,30,5,3,0,0,44,802,110,122,33,4,1076,17,50,5,3,0,77,116,16,13,3,3,154,4199,299,199,97,37,4840
